Time,EGF,R,Ra,R2,RP,PLCg,RPLCg,RPLCgP,PLCgP,Grb,RG,SOS,RGS,GS,Shc,RSh,RShP,ShP,RShG,ShG,RShGS,ShGS,PLCgl,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
4.7,580.6363284926173,0.6363284926172404,15.620448328908232,9.804154810128967,0.7458024030886935,90.1051679200707,3.732166642826493,7.081997730179241,1.651543410216977,73.21813611989545,0.39669564848759714,28.166463016365256,0.2671860014604141,1.1266654899964488,117.8010924808646,1.3323752165735328,13.229572392084398,7.645643170317616,3.46120559220961,2.090425655772575,1.8204551521983265,2.619230339979577,2.429124296706546,3e-12,5.135982578131626e-13,4.378705736844068e-12,2.939009035829424e-11,1.9840719753964405e-11,9.856817152093919e-12,1.0134200268952593e-11,6.351626906366704e-12,4.8741318276461535e-14,4.3195200953789833e-13,2.871119190934936e-13,1.2703097427565166e-14,-6.136187822394858e-13,2.1322935832017246e-11,2.16014308677484e-11,1.1891219377442087e-11,1.1216243014878402e-13,7.679440012241933e-12,3.1108756128992553e-12,2.807824358379125e-12,6.539573864285018e-13,4.411069984584406e-12,4.79629849768406e-12,2.430819165379675e-13,1.6815059377449933e-13,4.736009043947343e-12
4.71,580.6346231786569,0.6346231786567694,15.593030771459619,9.786964928890491,0.745663337809671,90.07248473742855,3.731239655229854,7.094579759770901,1.6567611285436044,73.17433816672796,0.39717784351834173,28.138088916361657,0.26810043796976724,1.1290051880910739,117.73041882794567,1.3314482495465854,13.235747041998021,7.67100751681713,3.467058635464789,2.099514270650535,1.8281931347433955,2.6366123228341256,2.4449347190270476,3e-12,5.096121729356014e-13,4.35818878052345e-12,2.933852488653719e-11,1.9837074536633804e-11,9.850731137403982e-12,1.0129532001723928e-11,6.362884835198674e-12,4.889279700093884e-14,4.314941146269925e-13,2.8701668546127826e-13,1.2763959428367308e-14,-6.126152867729826e-13,2.13059525583598e-11,2.1583634024278897e-11,1.1896728367310965e-11,1.125263179555603e-13,7.676535678824456e-12,3.116125838707463e-12,2.8093221256379065e-12,6.567339904031111e-13,4.422033801840639e-12,4.810639164601993e-12,2.4536543793479134e-13,1.6817867468279993e-13,4.750239260918379e-12
4.72,580.6329310724079,0.6329310724079332,15.565736341771363,9.769866225445172,0.7455258108815522,90.0398222924288,3.7303080055632996,7.107108771067192,1.66196841474269,73.13051834172009,0.3976588354770285,28.109665840883096,0.2690143504575619,1.1313492698573977,117.65980289726762,1.3305239941900766,13.24185386622941,7.696360039825219,3.472879551357715,2.1086091123282364,1.8359268822413548,2.654043656560607,2.4607925161979733,3e-12,5.056730721323416e-13,4.337804568212699e-12,2.928723290200907e-11,1.9833469623331334e-11,9.84467727137691e-12,1.012485770102982e-11,6.374095167659383e-12,4.9043957361591195e-14,4.3103737556053755e-13,2.869191264356583e-13,1.2824715436871276e-14,-6.116112582925389e-13,2.1289030200508106e-11,2.156589819950009e-11,1.1902176324945746e-11,1.1288998308355242e-13,7.673588867976688e-12,3.1213471354225312e-12,2.8107780049891467e-12,6.595090438114836e-13,4.432966457813806e-12,4.824930396233271e-12,2.476550043363794e-13,1.682075762396967e-13,4.764433917770253e-12
4.73,580.6312520176073,0.631252017607138,15.538564313845976,9.752858365772502,0.745389821135804,90.00718047709441,3.729371820429899,7.119584902760941,1.667165230155365,73.08667688756235,0.3981386359337317,28.08119410364753,0.26992773155436234,1.1336977504018604,117.58924448539527,1.329602450328797,13.247893408411107,7.721700661317388,3.4786684344713574,2.117710145680059,1.8436562634749505,2.6715241509213166,2.4766975695593385,3e-12,5.017802674045834e-13,4.317551918334081e-12,2.923621340268343e-11,1.9829904984082206e-11,9.838655415958758e-12,1.0120177725875556e-11,6.3852580286160785e-12,4.9194798331827667e-14,4.305817897236138e-13,2.868192577947121e-13,1.288536453407218e-14,-6.106067081442541e-13,2.1272168586313207e-11,2.154822329240435e-11,1.1907563739468026e-11,1.1325342449959901e-13,7.670600014491279e-12,3.1265395881401157e-12,2.8121921738035644e-12,6.622824994764912e-13,4.443867927601606e-12,4.839172032072595e-12,2.4995054112863396e-13,1.6823732666711512e-13,4.778592909205755e-12
4.74,580.6295858600881,0.6295858600881215,15.511513967151156,9.735941015423174,0.7452553673101108,89.97455918391012,3.7284312248193388,7.132008294261274,1.6723515368937314,73.04281404555512,0.39861725639645557,28.052674018186526,0.2708405739464033,1.1360506445175893,117.51874338948612,1.3286836176139214,13.253866208604489,7.747029304711281,3.484425379916972,2.1268173363179548,1.851381148088231,2.6890536152612707,2.4926497601154813,3e-12,4.979330807697923e-13,4.297429661966811e-12,2.9185465385250224e-11,1.9826380586445365e-11,9.832665432679039e-12,1.0115492430318826e-11,6.3963735435749576e-12,4.934531890767434e-14,4.3012735443849036e-13,2.8671709524105677e-13,1.2945905810277906e-14,-6.096016476369631e-13,2.1255367541344556e-11,2.1530609199501777e-11,1.191289109678492e-11,1.1361664119179938e-13,7.667569549762787e-12,3.131703282430291e-12,2.813564809997933e-12,6.650543105311373e-13,4.454738187290044e-12,4.853363914745819e-12,2.522519735914054e-13,1.682679539541904e-13,4.792716132270801e-12
4.75,580.6279324477297,0.6279324477296168,15.484584586560008,9.719113839582672,0.7451224480499422,89.94195830582477,3.7274863421264737,7.1443790856691605,1.6775272978354427,72.99893005561707,0.3990947083110797,28.02410589782976,0.27175287037532364,1.138407966684151,117.44829940730085,1.3277674955293532,13.259772803307424,7.772345894850248,3.4901504833152424,2.1359306505863374,1.859101406588524,2.70663185852226,2.508648968544103,3e-12,4.941308439980035e-13,4.2774366426751506e-12,2.913498784530652e-11,1.9822896395554522e-11,9.826707182667673e-12,1.0110802163529047e-11,6.407441838659236e-12,4.9495518107603155e-14,4.2967406696594914e-13,2.8661265440163705e-13,1.3006338365073235e-14,-6.085960880419855e-13,2.123862688893822e-11,2.1513055814933025e-11,1.1918158879595974e-11,1.1397963216926166e-13,7.664497901803538e-12,3.136838304320597e-12,2.814896092010659e-12,6.678244304192663e-13,4.46557721394022e-12,4.8675058899844e-12,2.5455922690576823e-13,1.6829948585614618e-13,4.806803486337359e-12
4.76,580.6262916304031,0.6262916304030158,15.457775462291288,9.702376503134888,0.7449910619101211,89.90937773625353,3.726537294169886,7.1566974177529605,1.6826924766182798,72.95502515629383,0.39957100306130383,27.995490055689526,0.27266461363789835,1.1407697310672964,117.3779123372137,1.3268540833980675,13.265613725461906,7.7976503579869005,3.4958438407774177,2.145050055556957,1.8668169103484102,2.724258689256887,2.524695075205295,3e-12,4.903728983481279e-13,4.257571716337973e-12,2.908477977754736e-11,1.9819452374159233e-11,9.820780526671818e-12,1.0106107269846714e-11,6.418463040587231e-12,4.9645394972361044e-14,4.292219245066069e-13,2.8650595082751695e-13,1.3066661307283747e-14,-6.075900405928782e-13,2.1221946450244842e-11,2.1495563030582074e-11,1.1923367567400094e-11,1.1434239646185104e-13,7.661385495259526e-12,3.1419447402790786e-12,2.8161861987774628e-12,6.70592812896272e-13,4.476384985575174e-12,4.881597806599773e-12,2.568722261613021e-13,1.6833194989318058e-13,4.820854873086363e-12
4.77,580.6246632615779,0.6246632615777943,15.431085890853542,9.68572866848605,0.744861207605685,89.8768173689589,3.7255842009483824,7.168963432445513,1.687847037609565,72.91109958474865,0.40004615197918963,27.966826804972676,0.2735757965844787,1.143135951570315,117.30758197788442,1.3259433800265072,13.271389505017229,7.822942621954732,3.5015055492620424,2.154175518982763,1.8745275314292607,2.7419339154432882,2.54078796003761,3e-12,4.866586027957341e-13,4.2378337525811635e-12,2.9034840169229978e-11,1.9816048489200717e-11,9.814885329246669e-12,1.010140808797832e-11,6.429437277112586e-12,4.97949485640691e-14,4.2877092436410973e-13,2.8639700000672706e-13,1.3126873750457217e-14,-6.065835164919678e-13,2.1205326052756756e-11,2.147813072957403e-11,1.1928517636996774e-11,1.1470493312263414e-13,7.658232751676081e-12,3.1470226775339854e-12,2.8174353100681095e-12,6.733594119651828e-13,4.4871614813012164e-12,4.895639516456164e-12,2.5919089626460997e-13,1.6836537340796452e-13,4.8348701964253096e-12
4.78,580.6230472176959,0.6230472176958273,15.40451518674974,9.66916996938271,0.7447328869348406,89.84427709663078,3.724627177588583,7.18117727893143,1.6929909456058452,72.86715357656341,0.40052016646929073,27.93811646280227,0.2744864121035733,1.14550664243848,117.23730812430246,1.32503537946939,13.277100675447675,7.84822261835547,3.507135710957531,2.163307008812012,1.8822331404922004,2.759657342163492,2.5569275012433312,3e-12,4.829874332765729e-13,4.218221653349288e-12,2.8985167921540084e-11,1.9812684788432315e-11,9.809021507661423e-12,1.0096704940926036e-11,6.4403646824177265e-12,4.9944177957497656e-14,4.283210658417926e-13,2.862858175169568e-13,1.318697476016728e-14,-6.055765269895052e-13,2.1188765629643027e-11,2.146075870886844e-11,1.1933609568285646e-11,1.150672412592077e-13,7.655040092436796e-12,3.1520722080019812e-12,2.818643610687931e-12,6.761241811200384e-13,4.497906682869297e-12,4.909630874433387e-12,2.615151607873347e-13,1.6839978425199682e-13,4.848849361705636e-12
4.79,580.6214433403202,0.6214433403200583,15.3780626474156,9.652700089062456,0.7446060960886981,89.81175681512003,3.723666343500345,7.193339095438699,1.6981241667048463,72.82318736636496,0.4009930576391172,27.90935933878564,0.2753964531666602,1.1478818164596718,117.16709057959797,1.3241300836556522,13.282747754391224,7.873490275985806,3.51273442016798,2.172444494613555,1.8899336130213453,2.7774287785666987,2.5731135792360207,3e-12,4.793586863629511e-13,4.19873429691643e-12,2.893576208430471e-11,1.9809361172619744e-11,9.803188886395121e-12,1.009199816618523e-11,6.451245380978837e-12,5.0093082265350144e-14,4.278723446005757e-13,2.8617241857025635e-13,1.3246963510308682e-14,-6.045690831470099e-13,2.117226492418706e-11,2.144344691001132e-11,1.1938643827038218e-11,1.1542931993947212e-13,7.651807930073367e-12,3.1570934165331026e-12,2.819811277869699e-12,6.788870755997038e-13,4.5086205699742365e-12,4.923571738451458e-12,2.638449454178123e-13,1.684352087410809e-13,4.862792277983297e-12
4.8,580.6198514888093,0.6198514888092271,15.351727585090275,9.636318689082636,0.7444808335819529,89.7792564195809,3.7227018140602244,7.205449025802514,1.7032466674996667,72.77920118727002,0.40146483663613847,27.880555745413517,0.27630591278679645,1.1502614866053784,117.0969291442871,1.3232274908825779,13.288331261326476,7.898745526802427,3.518301775240502,2.181587946266837,1.8976288236504388,2.795248031543888,2.58934607305665,3e-12,4.75771749081528e-13,4.17937058867986e-12,2.888662164224045e-11,1.9806077603428936e-11,9.797387329935015e-12,1.0087288088310296e-11,6.462079502243577e-12,5.024166061487072e-14,4.274247578105263e-13,2.8605681842809237e-13,1.3306839140611637e-14,-6.0356119605278e-13,2.1155823759602312e-11,2.1426195208847635e-11,1.1943620880627906e-11,1.1579116827711843e-13,7.648536676228373e-12,3.162086391601976e-12,2.820938492735047e-12,6.816480503332517e-13,4.519303124519776e-12,4.937461969390899e-12,2.661801748285938e-13,1.6847167351745765e-13,4.876698855923902e-12
4.81,580.6182715244644,0.618271524464271,15.325509317187658,9.620025430731646,0.7443570978782543,89.74677580562987,3.721733703127893,7.2175072144696335,1.7083584153132128,72.73519527106258,0.40193551454671833,27.851705994923478,0.27721478403067434,1.1526456655385924,117.02682361950849,1.3223275992721275,13.293851712285159,7.923988304113031,3.523837874966327,2.1907373343478276,1.90531864786561,2.8131149076416633,2.605624861459349,3e-12,4.722260177113873e-13,4.160129445716677e-12,2.883774557925859e-11,1.980283404117972e-11,9.79161670299288e-12,1.0082575027213235e-11,6.472867176203818e-12,5.038991215463377e-14,4.269783026081786e-13,2.8593903227668325e-13,1.3366600799250242e-14,-6.025528767569714e-13,2.1139441958208647e-11,2.1409003478686968e-11,1.1948541193324931e-11,1.1615278540568144e-13,7.645226739288597e-12,3.1670512220817906e-12,2.8220254368271698e-12,6.844070605565914e-13,4.529954329323148e-12,4.951301431085027e-12,2.685207736240927e-13,1.685092049906096e-13,4.890569008408297e-12
4.82,580.6167033104854,0.616703310485323,15.299407166242274,9.603819975079922,0.7442348873931757,89.71431486934742,3.7207621230632224,7.229513806476869,1.713459378192636,72.69116984820243,0.4024051023961196,27.822810399286304,0.27812306001834697,1.155034365613851,116.9567738070319,1.3214304067752423,13.299309619862912,7.949218542560961,3.529342818564053,2.1998926301236716,1.9130029620063451,2.8310292130751704,2.6219498229198073,3e-12,4.687208975682489e-13,4.141009796629987e-12,2.8789132878617974e-11,1.9799630444923658e-11,9.785876870544112e-12,1.0077859298218137e-11,6.483608533376306e-12,5.0537836054369855e-14,4.2653297609867837e-13,2.8581907522687635e-13,1.342624764277495e-14,-6.015441362713938e-13,2.1123119341523848e-11,2.1391871590379038e-11,1.1953405226306026e-11,1.1651417047830484e-13,7.641878524402373e-12,3.171987997229234e-12,2.8230722920889045e-12,6.871640618128123e-13,4.540574168102909e-12,4.965089990294204e-12,2.7086666634728723e-13,1.685478293365581e-13,4.904402650515126e-12
4.83,580.6151467119288,0.6151467119287107,15.273420459855183,9.587701983030941,0.7441142004971865,89.68187350727962,3.7197871847433617,7.2414689474295555,1.718549524903766,72.64712514783355,0.4028736111485083,27.793869270192324,0.2790307339229534,1.1574275988772762,116.88677950926653,1.3205359111761528,13.304705493230042,7.974436178109808,3.5348167056629034,2.209053805547338,1.920681643266454,2.848990753741012,2.638320835643666,3e-12,4.652558027887082e-13,4.122010581396405e-12,2.874078252307791e-11,1.979646677252195e-11,9.780167697866634e-12,1.0073141212115653e-11,6.494303704783306e-12,5.0685431504791953e-14,4.260887753579167e-13,2.8569696231402653e-13,1.3485778836044581e-14,-6.005349855693085e-13,2.1106855730354698e-11,2.1374799412389344e-11,1.1958213437664095e-11,1.168753226675059e-13,7.638492433496892e-12,3.176896806669414e-12,2.824079240840893e-12,6.899190099525239e-13,4.551162625466791e-12,4.978827516680047e-12,2.7321777748643126e-13,1.6858757249716831e-13,4.918199699503368e-12
4.84,580.6136015956641,0.6136015956639541,15.247548530639845,9.571671115372197,0.7439950355186232,89.64945161643962,3.71880899757982,7.2533727834800485,1.7236288249255498,72.6030613977925,0.40334105170695866,27.764882919037742,0.2799377989704449,1.1598253770666125,116.81684052926973,1.3196441100966818,13.310039838142309,7.999641148028046,3.5402596362859775,2.218220833252277,1.9283545696950426,2.8669993352301764,2.654737777574921,3e-12,4.618301561144817e-13,4.1031307512148595e-12,2.8692693495051034e-11,1.9793342980723316e-11,9.774489050579765e-12,1.0068421075217454e-11,6.504952821933258e-12,5.083269771742174e-14,4.25645697434659e-13,2.855727084978776e-13,1.354519355215803e-14,-5.995254355852256e-13,2.1090650944887763e-11,2.135778681087466e-11,1.1962966282417907e-11,1.172362411649407e-13,7.6350688652956e-12,3.1817777403807963e-12,2.825046465759838e-12,6.926718611341979e-13,4.561719686899605e-12,4.992513882779589e-12,2.755740314817723e-13,1.68628460179464e-13,4.931960074794907e-12
4.85,580.612067830331,0.612067830330764,15.221790716168032,9.555727032826207,0.7438773907466609,89.61704909430942,3.7178276695355463,7.265225461306195,1.728697248444486,72.55897882461694,0.40380743491345733,27.73585165691101,0.28084424843930966,1.1622277116112671,116.74695667075535,1.3187550010005542,13.315313156951689,8.024833390873637,3.5456717108335094,2.227393686547064,1.9360216201974805,2.8850547628409515,2.6712005264043124,3e-12,4.584433886766754e-13,4.084369268356717e-12,2.8644864776756223e-11,1.9790259025241893e-11,9.768840794682927e-12,1.006369918941071e-11,6.515556016801427e-12,5.0979633924416135e-14,4.252037393526659e-13,2.8544632866244633e-13,1.3604490972385366e-14,-5.985154972147062e-13,2.1074504804779844e-11,2.1340833649758672e-11,1.1967664212521775e-11,1.1759692518116948e-13,7.631608215335557e-12,3.18663088868013e-12,2.8259741498568447e-12,6.954225718245098e-13,4.572245338751194e-12,5.0061489639793926e-12,2.7793535273227017e-13,1.6867051785495092e-13,4.94568369795707e-12
4.86,580.6105452862961,0.6105452862960399,15.196146358915698,9.539869396101482,0.7437612644342835,89.58466583884133,3.7168433071420095,7.277027128089819,1.73375476634906,72.51487765355404,0.40427277154890784,27.70677579457915,0.2817500756602986,1.1646346136323509,116.67712773810234,1.3178685811976991,13.32052594861715,8.05001284647866,3.551053030066117,2.2365723394100576,1.9436826745363707,2.903156841591845,2.6877089595777273,3e-12,4.550949397800675e-13,4.065725106017161e-12,2.8597295350371415e-11,1.9787214860835103e-11,9.763222796594284e-12,1.0058975852212555e-11,6.5261134218105405e-12,5.1126239378393864e-14,4.2476289811280627e-13,2.853178376159075e-13,1.3663670286098612e-14,-5.975051813141624e-13,2.105841712924802e-11,2.13239397908075e-11,1.197230767687523e-11,1.1795737394542245e-13,7.628110875984845e-12,3.191456342207378e-12,2.826862476455851e-12,6.98171098798679e-13,4.582739568224427e-12,5.019732638489632e-12,2.8030166560232294e-13,1.6871377075894988e-13,4.9593704926851845e-12
4.87,580.609033835611,0.609033835610869,15.170614806208892,9.52409786594355,0.7436466548012559,89.5523017484597,3.7158560155162808,7.288777931495203,1.7388013502241797,72.47075810856887,0.4047370723331351,27.67765564247414,0.2826552740161505,1.1670460939427143,116.60735353636323,1.3169848478485582,13.325678708715417,8.075179455933915,3.556403695088058,2.2457567664840448,1.9513376133325164,2.9213053762344985,2.704262954304589,3e-12,4.5178425668740563e-13,4.047197248167869e-12,2.854998419818661e-11,1.978421044138156e-11,9.75763492318928e-12,1.0054251356824563e-11,6.536625169811438e-12,5.127251335226238e-14,4.243231706951639e-13,2.8518725009048277e-13,1.3722730690702023e-14,-5.964944987006608e-13,2.1042387737159455e-11,2.1307105093705273e-11,1.1976897121332698e-11,1.1831758670536508e-13,7.624577236459975e-12,3.1962541919106408e-12,2.8277116291721488e-12,7.009173991408094e-13,4.593202363363231e-12,5.03326478731812e-12,2.8267289442849944e-13,1.6875824388993703e-13,4.973020384785127e-12
4.88,580.6075333667545,0.6075333667545824,15.14519542070962,9.508412083949237,0.7435335581428472,89.51995672019517,3.7148658962721712,7.300478024960862,1.7438369723039906,72.4266204118948,0.40520034805269617,27.648491514193694,0.28355983693600917,1.169462163555104,116.53763386638403,1.316103797044895,13.330771933242998,8.100333163766932,3.5617238113173486,2.2549469429288282,1.9589863163488423,2.9395001689663687,2.7208623862677666,3e-12,4.4851086985667e-13,4.028784704759738e-12,2.8502930245103425e-11,1.9781245670302123e-11,9.752077012329567e-12,1.0049525985072385e-11,6.547091398905688e-12,5.141845513783854e-14,4.238845528041532e-13,2.850545808920174e-13,1.3781671415889783e-14,-5.954834602220024e-13,2.1026416388198824e-11,2.129032939882437e-11,1.1981432992162322e-11,1.1867756275825192e-13,7.62100768406358e-12,3.201024532631086e-12,2.8285217956836847e-12,7.036614296313323e-13,4.603633714479626e-12,5.0467452950456815e-12,2.8504896241530026e-13,1.688039625324743e-13,4.9866333021478734e-12
4.89,580.6060437506594,0.606043750659414,15.119887556175286,9.4928117167607,0.743421973179593,89.48763065397115,3.713873052369884,7.312127555485446,1.7488616055618214,72.3824647850931,0.40566260926760395,27.619283718422846,0.2844637579073308,1.171882832516215,116.4679685360308,1.3152254259332772,13.335806109927058,8.125473912893371,3.56701347932023,2.2641428447418837,1.9666286664315344,2.957741024722091,2.737507132611662,3e-12,4.452742195800095e-13,4.010486476313319e-12,2.8456132491086717e-11,1.977832051458637e-11,9.746548940647605e-12,1.0044800023786836e-11,6.557512241315655e-12,5.15640640484441e-14,4.234470417570863e-13,2.849198445562103e-13,1.3840491667919088e-14,-5.944720765951481e-13,2.101050291826429e-11,2.127361256701212e-11,1.1985915728141127e-11,1.1903730137865502e-13,7.617402601397554e-12,3.205767454826971e-12,2.8292931589986173e-12,7.064031481538502e-13,4.614033610837209e-12,5.060174047970037e-12,2.8742979418820716e-13,1.688509510559474e-13,5.0002091747504145e-12
4.9,580.604564862709,0.6045648627089578,15.09469057311538,9.477296427442392,0.7433118982367176,89.45532344982213,3.712877584993995,7.3237266715261615,1.7538752236425803,72.33829144837861,0.40612386650183846,27.59003256415893,0.2853670304676964,1.1743081106641213,116.39835735291122,1.3143497313428283,13.340781723887405,8.150601647871076,3.572272800737211,2.2733444485412506,1.9742645469515918,2.9760277477576755,2.7541970700150897,3e-12,4.420737682389926e-13,3.9923015767102334e-12,2.8409589925380074e-11,1.9775434930853194e-11,9.741050579559636e-12,1.004007375425306e-11,6.5678878305819345e-12,5.1709339416934547e-14,4.230106346099813e-13,2.847830555718503e-13,1.3899190665583636e-14,-5.934603585109271e-13,2.0994647151602532e-11,2.1256954453871177e-11,1.1990345765705508e-11,1.1939680186503182e-13,7.613762368204766e-12,3.210483049924534e-12,2.8300259030976745e-12,7.091425127818116e-13,4.624402042787621e-12,5.073550935262799e-12,2.898153141483992e-13,1.688992336932679e-13,5.013747934626383e-12
4.91,580.6030965829149,0.6030965829148494,15.069603838893997,9.461865875246268,0.7432033312189639,89.42303500786757,3.711879593539251,7.335275523056195,1.758877800856569,72.2941006206213,0.4065841302452495,27.56073836075017,0.28626964820445805,1.1767380076358631,116.32880012431048,1.313476709775812,13.34569925770356,8.175716314917254,3.577501878325546,2.282551731558065,1.9818938417802792,2.994360141629245,2.7709320746803727,3e-12,4.3890900120950676e-13,3.974229033262382e-12,2.8363301525802234e-11,1.9772588864690802e-11,9.735581794876744e-12,1.0035347452159324e-11,6.57821830161611e-12,5.18542805955088e-14,4.22575328141735e-13,2.8464422838287235e-13,1.3957767640567536e-14,-5.924483166348457e-13,2.0978848900058532e-11,2.1240354909577976e-11,1.1994723539012266e-11,1.1975606353995332e-13,7.610087361403086e-12,3.2151714103564426e-12,2.830720212966386e-12,7.118794817697683e-13,4.634739001779128e-12,5.086875848958603e-12,2.9220544646183335e-13,1.6894883454835062e-13,5.027249515848474e-12
4.92,580.6016387929224,0.6016387929223447,15.044626725571954,9.446519719502309,0.7430962699916458,89.39076522868615,3.710879176047983,7.34677426048269,1.7638693121822302,72.24989251944613,0.40704341092805246,27.531401417180525,0.28717160475552433,1.1791725327660691,116.2592966581756,1.3126063575962645,13.350559190668832,8.200817861455347,3.5827008151467385,2.2917646716595725,1.989516435632818,3.0127380096650813,2.7877120226009207,3e-12,4.35779411586029e-13,3.956267883503124e-12,2.831726627040718e-11,1.9769782260645778e-11,9.730142452735614e-12,1.0030621389071547e-11,6.588503789714985e-12,5.1998886955777617e-14,4.221411191072718e-13,2.84503377358363e-13,1.4016221832533776e-14,-5.914359615928588e-13,2.09631079749332e-11,2.1223813782412376e-11,1.1999049479259884e-11,1.201150857436055e-13,7.606377954858922e-12,3.2198326288282007e-12,2.8313762738163157e-12,7.146140136760547e-13,4.6450444800574545e-12,5.10014868376984e-12,2.9460011528745664e-13,1.6899977749107214e-13,5.0407138545126075e-12
4.93,580.6001913759744,0.6001913759743618,15.019758609857723,9.431257619660354,0.7429907123827179,89.35851401331645,3.7098764292261834,7.358223034627759,1.7688497332605604,72.20566736124141,0.4075017189208933,27.502022042057717,0.2880728938090832,1.18161169508724,116.18984676312147,1.311738671033861,13.355361998802891,8.225906236100657,3.5878697145516893,2.3009832473437104,1.9971322140685335,3.031161154977442,2.804536789569002,3e-12,4.326845000019253e-13,3.93841717505375e-12,2.8271483137609582e-11,1.9767015062277355e-11,9.724732419623e-12,1.0025895832484387e-11,6.598744430543545e-12,5.214315788859084e-14,4.2170800423905086e-13,2.8436051679252955e-13,1.4074552489067126e-14,-5.904233039712121e-13,2.094742418704507e-11,2.1207330918824977e-11,1.2003324014699848e-11,1.2047386783357062e-13,7.602634519405226e-12,3.2244667983047843e-12,2.8319942710657573e-12,7.173460673628359e-13,4.655318470654695e-12,5.113369337061035e-12,2.96999244783374e-13,1.6905208615692795e-13,5.054140888720471e-12
4.94,580.5987542168756,0.5987542168755192,14.994998873058341,9.416079235331932,0.7428866561848438,89.32628126325784,3.708871448459584,7.369621996709492,1.773819040389527,72.16142536116679,0.40795906453491404,27.47260054360127,0.2889735091033246,1.1840555033300275,116.12045024843715,1.3108736461877806,13.360108154864346,8.250981388646036,3.5930086801658514,2.3102074377336907,2.0047410634910077,3.049629380474388,2.821406251183526,3e-12,4.2962377444974556e-13,3.920675965491049e-12,2.822595110631025e-11,1.976428721221165e-11,9.719351562400176e-12,1.0021171045872329e-11,6.608940360117887e-12,5.228709280386472e-14,4.212759802485674e-13,2.8421566090466995e-13,1.4132758865616774e-14,-5.894103543162849e-13,2.093179734679179e-11,2.1190906163504468e-11,1.2007547570647963e-11,1.2083240918460972e-13,7.59885742285948e-12,3.229074011997286e-12,2.8325743903205312e-12,7.200756019961569e-13,4.665560967378308e-12,5.1265377088232036e-12,2.9940275911301815e-13,1.69105783946698e-13,5.067530558562064e-12
4.95,580.5973272019562,0.5973272019561771,14.970346901030313,9.400984226332099,0.7427840991574668,89.29406688047096,3.7078643278297334,7.380971298322973,1.7787772105184838,72.1171667331617,0.408415458021818,27.44313722963051,0.2898734444261638,1.1865039659235161,116.05110692409204,1.3100112790305734,13.364798128363324,8.276043270047527,3.5981178158743816,2.319437222572582,2.012342871148229,3.068142488871601,2.8383202828578145,3e-12,4.2659675010155895e-13,3.903043322216007e-12,2.8180669156021574e-11,1.976159865219595e-11,9.71399974832726e-12,1.0016447288740754e-11,6.619091714788174e-12,5.243069113040946e-14,4.2084504382785043e-13,2.8406882383914506e-13,1.4190840225438725e-14,-5.883971231344344e-13,2.091622726421138e-11,2.1174539359444927e-11,1.2011720569495678e-11,1.2119070918844433e-13,7.595047030041714e-12,3.233654363349557e-12,2.8331168173548552e-12,7.228025770459904e-13,4.67577196480013e-12,5.139653701648169e-12,3.0181058245132135e-13,1.691608940261202e-13,5.0808828060982486e-12
4.96,580.5959102190366,0.5959102190364763,14.945802084130513,9.385972252721261,0.7426830390288771,89.26187076737862,3.7068551601300763,7.392271091421289,1.7837242212425874,72.07289168995344,0.40887090957393524,27.41363240755258,0.2907726936149641,1.1889570909955056,115.98181660074198,1.309151565412027,13.369432385574042,8.301091832410044,3.6031972258072926,2.3286725822178984,2.019937525132748,3.0867002827042165,2.8552787598273888,3e-12,4.236029491292838e-13,3.885518322323621e-12,2.813563626699292e-11,1.975894932315295e-11,9.70867684508749e-12,1.0011724816677036e-11,6.629198631221567e-12,5.257395231575694e-14,4.204151916509532e-13,2.8392001966535247e-13,1.4248795839537855e-14,-5.873836208918406e-13,2.090071374904316e-11,2.115823034801316e-11,1.2015843430721387e-11,1.2154876725353929e-13,7.591203702792516e-12,3.238207946024848e-12,2.833621738092308e-12,7.255269522862877e-13,4.6859514582454465e-12,5.152717220702887e-12,3.0422263899089077e-13,1.692174393255721e-13,5.094197575343297e-12
4.97,580.5945031573904,0.5945031573903785,14.921363817167109,9.371042974846999,0.7425834734982826,89.22969282686644,3.705844036882028,7.403521528296548,1.7886600507972128,72.0286004430654,0.40932542932428806,27.3840863843505,0.29167125055625975,1.1914148863727916,115.91257908973553,1.308294501063032,13.374011389547395,8.326127028973028,3.608247014324606,2.3379134976361775,2.0275249143818246,3.105302564338643,2.8722815571577414,3e-12,4.206419005250203e-13,3.868100052473814e-12,2.8090851420336048e-11,1.975633916523502e-11,9.703382720811453e-12,1.0007003881401604e-11,6.639261246385179e-12,5.271687582598855e-14,4.199864203754398e-13,2.83769262377703e-13,1.4306624986609745e-14,-5.863698580143534e-13,2.0885256610788597e-11,2.1141978969016046e-11,1.2019916570901755e-11,1.2190658280488516e-13,7.587327799991055e-12,3.2427348538924497e-12,2.8340893385868807e-12,7.282486877950243e-13,4.6960994437820965e-12,5.16572817370371e-12,3.066388529481853e-13,1.6927544253976194e-13,5.1074748122474415e-12
