Time,A,M,T,alpha_A,b,mu_a,alpha_e,mu_e,gamma_mel,nu_mel,g,compartment,APC_Activation,APC_Death,Activation_CD8,CD8_Death,Tumor_Growth,Tumor_Death_CD8
741.0,4640.592334658228,51710.77588090421,21722254.269124977,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768470842444,1071.9768293060506,3860044.7039687135,3860044.5836235085,2324.9164836054533,2324.9162601098883
742.0,4640.592334721828,51710.775882948205,21722254.269447125,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768471114053,1071.9768293207424,3860044.704021616,3860044.583680754,2324.9164836973514,2324.916260236186
743.0,4640.5923348386195,51710.77588570798,21722254.27014561,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768471480772,1071.9768293477212,3860044.7041187636,3860044.5838048747,2324.916483821431,2324.9162604349176
744.0,4640.592335009237,51710.77588919043,21722254.271224745,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976847194352,1071.9768293871339,3860044.704260683,3860044.5839966373,2324.916483978002,2324.9162607068524
745.0,4640.592335234337,51710.77589340272,21722254.27268901,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768472503256,1071.976829439132,3860044.7044479214,3860044.584256837,2324.9164841673864,2324.9162610527937
746.0,4640.592335514605,51710.77589835231,21722254.274543054,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768473160957,1071.976829503874,3860044.704681048,3860044.584586301,2324.91648438992,2324.916261473573
747.0,4640.592335850753,51710.77590404691,21722254.276791684,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768473917663,1071.976829581524,3860044.7049606564,3860044.584985882,2324.916484645949,2324.916261970051
748.0,4640.592336243522,51710.77591049458,21722254.279439896,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976847477443,1071.9768296722536,3860044.7052873615,3860044.5854564696,2324.9164849358363,2324.916262543125
749.0,4640.592336693681,51710.77591770365,21722254.282492865,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768475732378,1071.9768297762405,3860044.705661804,3860044.585998982,2324.916485259956,2324.916263193723
750.0,4640.592337202031,51710.77592568277,21722254.285955936,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976847679265,1071.9768298936692,3860044.706084649,3860044.58661437,2324.916485618697,2324.9162639228057
751.0,4640.592337769399,51710.77593444091,21722254.289834663,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768477956436,1071.9768300247313,3860044.7065565856,3860044.5873036194,2324.9164860124633,2324.9162647313706
752.0,4640.5923383966465,51710.77594398738,21722254.294134777,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768479224977,1071.9768301696254,3860044.70707833,3860044.58806775,2324.9164864416725,2324.9162656204485
753.0,4640.5923390846665,51710.77595433181,21722254.29886221,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976848059955,1071.976830328558,3860044.707650625,3860044.588907815,2324.916486906758,2324.916266591108
754.0,4640.592339834382,51710.77596548419,21722254.304023106,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768482081486,1071.9768305017424,3860044.7082742387,3860044.5898249056,2324.916487408169,2324.9162676444544
755.0,4640.592340646752,51710.77597745485,21722254.309623796,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768483672156,1071.9768306893998,3860044.7089499678,3860044.5908201486,2324.91648794637,2324.91626878163
756.0,4640.592341522765,51710.77599025448,21722254.31567084,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768485372979,1071.976830891759,3860044.709678636,3860044.591894708,2324.9164885218415,2324.9162700038173
757.0,4640.592342463448,51710.77600389415,21722254.322171003,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768487185424,1071.9768311090565,3860044.7104610964,3860044.593049787,2324.916489135081,2324.916271312237
758.0,4640.5923434698625,51710.7760183853,21722254.329131264,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976848911102,1071.9768313415384,3860044.7112982315,3860044.5942866257,2324.916489786603,2324.9162727081502
759.0,4640.592344543102,51710.77603373975,21722254.336558837,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976849115133,1071.9768315894567,3860044.7121909517,3860044.5956065054,2324.916490476939,2324.9162741928603
760.0,4640.592345684301,51710.77604996972,21722254.34446116,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768493307977,1071.9768318530737,3860044.7131402013,3860044.5970107485,2324.9164912066385,2324.916275767712
761.0,4640.5923468946285,51710.77606708781,21722254.3528459,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768495582643,1071.9768321326592,3860044.7141469517,3860044.5985007165,2324.916491976268,2324.916277434092
762.0,4640.5923481752925,51710.77608510706,21722254.36172096,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768497977052,1071.9768324284926,3860044.715212208,3860044.6000778144,2324.9164927864135,2324.9162791934323
763.0,4640.592349527537,51710.77610404091,21722254.371094488,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768500492992,1071.9768327408613,3860044.7163370056,3860044.6017434904,2324.916493637679,2324.916281047207
764.0,4640.592350952649,51710.776123903204,21722254.380974878,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976850313231,1071.976833070062,3860044.7175224135,3860044.6034992356,2324.916494530688,2324.9162829969387
765.0,4640.592352451952,51710.77614470825,21722254.391370762,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768505896895,1071.976833416401,3860044.7187695336,3860044.605346584,2324.9164954660832,2324.9162850441935
766.0,4640.592354026811,51710.77616647077,21722254.402291045,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768508788713,1071.9768337801934,3860044.7200795016,3860044.6072871187,2324.916496444526,2324.916287190584
767.0,4640.592355678634,51710.77618920596,21722254.41374487,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768511809777,1071.9768341617644,3860044.7214534874,3860044.6093224636,2324.9164974666996,2324.9162894377737
768.0,4640.592357408867,51710.776212929435,21722254.42574166,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976851496217,1071.9768345614484,3860044.7228926956,3860044.611454293,2324.9164985333073,2324.9162917874714
769.0,4640.592359219003,51710.77623765731,21722254.438291095,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768518248027,1071.9768349795897,3860044.724398366,3860044.6136843273,2324.9164996450727,2324.9162942414373
770.0,4640.592361110574,51710.776263406144,21722254.45140313,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768521669548,1071.9768354165426,3860044.725971775,3860044.6160143362,2324.9165008027403,2324.9162968014803
771.0,4640.592363085158,51710.77629019299,21722254.46508799,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768525229001,1071.9768358726715,3860044.7276142337,3860044.618446136,2324.916502007077,2324.916299469462
772.0,4640.592365144377,51710.77631803538,21722254.47935619,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768528928716,1071.9768363483513,3860044.729327093,3860044.6209815945,2324.9165032588708,2324.916302247294
773.0,4640.592367289901,51710.776346951345,21722254.494218517,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768532771088,1071.976836843967,3860044.7311117393,3860044.6236226303,2324.9165045589325,2324.916305136942
774.0,4640.5923695234405,51710.77637695942,21722254.50968606,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768536758581,1071.9768373599147,3860044.7329695974,3860044.626371213,2324.9165059080956,2324.9163081404236
775.0,4640.5923718467575,51710.77640807864,21722254.52577019,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768540893722,1071.976837896601,3860044.734902133,3860044.629229363,2324.9165073072154,2324.916311259813
776.0,4640.592374261659,51710.77644032857,21722254.542482585,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768545179115,1071.9768384544432,3860044.7369108475,3860044.632199155,2324.9165087571723,2324.916314497238
777.0,4640.59237677,51710.7764737293,21722254.559835214,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768549617424,1071.97683903387,3860044.7389972857,3860044.6352827176,2324.916510258869,2324.916317854883
778.0,4640.592379373684,51710.77650830145,21722254.57784036,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768554211398,1071.976839635321,3860044.74116303,3860044.638482232,2324.9165118132332,2324.9163213349875
779.0,4640.592382074665,51710.77654406619,21722254.596510623,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768558963835,1071.9768402592476,3860044.743409706,3860044.6417999375,2324.9165134212158,2324.9163249398516
780.0,4640.592384874946,51710.776581045226,21722254.615858898,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768563877633,1071.9768409061126,3860044.74573898,3860044.645238126,2324.9165150837935,2324.916328671831
781.0,4640.592387776582,51710.77661926083,21722254.635898415,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768568955749,1071.9768415763904,3860044.7481525606,3860044.6487991484,2324.916516801967,2324.916332533341
782.0,4640.592390781676,51710.77665873585,21722254.656642724,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768574201214,1071.9768422705672,3860044.7506521977,3860044.652485412,2324.916518576764,2324.9163365268596
783.0,4640.592393892388,51710.77669949368,21722254.6781057,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768579617141,1071.9768429891417,3860044.753239688,3860044.656299383,2324.916520409236,2324.9163406549224
784.0,4640.592397110927,51710.77674155833,21722254.70030156,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768585206718,1071.976843732624,3860044.755916869,3860044.6602435876,2324.9165223004625,2324.916344920129
785.0,4640.592400439556,51710.77678495438,21722254.723244842,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768590973215,1071.9768445015375,3860044.7586856224,3860044.6643206086,2324.916524251549,2324.91634932514
786.0,4640.592403880593,51710.77682970701,21722254.746950436,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768596919973,1071.9768452964172,3860044.7615478775,3860044.6685330924,2324.916526263627,2324.9163538726802
787.0,4640.592407436411,51710.77687584199,21722254.771433577,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976860305042,1071.976846117811,3860044.7645056066,3860044.6728837467,2324.916528337856,2324.9163585655374
788.0,4640.592411109437,51710.77692338574,21722254.796709847,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768609368064,1071.9768469662802,3860044.76756083,3860044.67737534,2324.916530475423,2324.9163634065662
789.0,4640.592414902155,51710.77697236528,21722254.822795182,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768615876499,1071.9768478423978,3860044.770715612,3860044.6820107037,2324.9165326775433,2324.9163683986867
790.0,4640.592418817106,51710.777022808245,21722254.849705875,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976862257939,1071.9768487467516,3860044.7739720684,3860044.686792734,2324.916534945459,2324.9163735448838
791.0,4640.592422856888,51710.77707474294,21722254.877458587,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768629480504,1071.9768496799413,3860044.7773323595,3860044.6917243907,2324.9165372804423,2324.916378848212
792.0,4640.592427024158,51710.77712819828,21722254.906070344,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768636583685,1071.9768506425805,3860044.780798694,3860044.6968087,2324.916539683795,2324.916384311792
793.0,4640.59243132163,51710.777183203856,21722254.93555854,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768643892862,1071.9768516352965,3860044.784373332,3860044.7020487525,2324.9165421568455,2324.9163899388154
794.0,4640.592435752081,51710.777239789924,21722254.96594095,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768651412057,1071.9768526587306,3860044.7880585804,3860044.7074477067,2324.916544700955,2324.916395732544
795.0,4640.592440318343,51710.77729798738,21722254.997235723,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976865914537,1071.9768537135371,3860044.791856797,3860044.713008788,2324.9165473175126,2324.9164016963077
796.0,4640.592445023313,51710.77735782783,21722255.0294614,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976866709701,1071.9768548003854,3860044.795770392,3860044.7187352907,2324.9165500079393,2324.9164078335116
797.0,4640.5924498699505,51710.77741934354,21722255.062636904,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768675271257,1071.9768559199586,3860044.7998018246,3860044.724630578,2324.9165527736855,2324.916414147629
798.0,4640.592454861272,51710.77748256748,21722255.096781563,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768683672494,1071.9768570729539,3860044.8039536057,3860044.7306980835,2324.916555616234,2324.9164206422097
799.0,4640.592460000362,51710.77754753332,21722255.131915085,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768692305195,1071.9768582600836,3860044.808228301,3860044.7369413106,2324.916558537098,2324.916427320877
800.0,4640.592465290367,51710.77761427544,21722255.168057594,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768701173932,1071.9768594820748,3860044.8126285267,3860044.7433638345,2324.916561537824,2324.9164341873284
801.0,4640.592470734496,51710.77768282892,21722255.205229618,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768710283363,1071.9768607396686,3860044.8171569533,3860044.749969303,2324.916564619988,2324.916441245336
802.0,4640.592476336024,51710.77775322959,21722255.24345209,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768719638248,1071.9768620336217,3860044.8218163047,3860044.7567614364,2324.9165677852025,2324.9164484987514
803.0,4640.5924820982955,51710.77782551399,21722255.282746363,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768729243447,1071.9768633647063,3860044.826609362,3860044.7637440288,2324.916571035109,2324.9164559515
804.0,4640.592488024715,51710.77789971942,21722255.32313421,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976873910391,1071.9768647337091,3860044.8315389575,3860044.770920949,2324.916574371385,2324.9164636075884
805.0,4640.592494118757,51710.7779758839,21722255.364637826,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768749224697,1071.9768661414328,3860044.8366079815,3860044.7782961414,2324.91657779574,2324.9164714711
806.0,4640.592500383965,51710.77805404623,21722255.40727983,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768759610959,1071.976867588696,3860044.841819382,3860044.785873626,2324.9165813099185,2324.9164795461984
807.0,4640.592506823949,51710.77813424597,21722255.451083284,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768770267951,1071.9768690763324,3860044.847176161,3860044.7936574994,2324.916584915699,2324.9164878371294
808.0,4640.592513442389,51710.77821652344,21722255.496071674,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768781201033,1071.9768706051918,3860044.852681379,3860044.8016519365,2324.916588614894,2324.9164963482167
809.0,4640.592520243033,51710.77830091975,21722255.54226894,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976879241567,1071.9768721761407,3860044.8583381544,3860044.8098611906,2324.9165924093522,2324.9165050838715
810.0,4640.592525451463,51710.77836679082,21722255.577997763,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976880116866,1071.976873379288,3860044.862670527,3860044.8162102024,2324.9165953709153,2324.9165118669175
811.0,4640.592529333628,51710.778417227804,21722255.605007432,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976880787076,1071.976874276068,3860044.8658997114,3860044.821009821,2324.916597638562,2324.916517023439
812.0,4640.592533213087,51710.778467624885,21722255.632006858,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768814567553,1071.9768751722231,3860044.869126646,3860044.8258076184,2324.916599904415,2324.9165221770722
813.0,4640.592537087948,51710.778517957384,21722255.65898276,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976882125577,1071.976876067316,3860044.8723497544,3860044.830601237,2324.916602167364,2324.916527325286
814.0,4640.59254095629,51710.778568200316,21722255.685921688,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768827932085,1071.976876960903,3860044.8755674413,3860044.8353882837,2324.916604426286,2324.916532465519
815.0,4640.592544816171,51710.77861832838,21722255.712810006,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976883459313,1071.9768778525354,3860044.8787780907,3860044.840166338,2324.916606680044,2324.9165375951757
816.0,4640.592548665624,51710.77866831598,21722255.73963391,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768841235516,1071.9768787417593,3860044.881980066,3860044.844932946,2324.9166089274863,2324.916542711628
817.0,4640.59255250266,51710.77871813718,21722255.76637942,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768847855792,1071.9768796281144,3860044.885171712,3860044.849685623,2324.9166111674476,2324.9165478122154
818.0,4640.592556325261,51710.778767765754,21722255.79303237,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768854450467,1071.9768805111355,3860044.888351352,3860044.854421852,2324.9166133987483,2324.9165528942426
819.0,4640.592560131392,51710.77881717515,21722255.819578424,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768861016018,1071.9768813903515,3860044.891517292,3860044.8591390857,2324.916615620195,2324.9165579549835
820.0,4640.592563918988,51710.77886633853,21722255.84600307,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768867548878,1071.9768822652863,3860044.894667814,3860044.8638347457,2324.9166178305804,2324.9165629916783
821.0,4640.5925676859615,51710.77891522871,21722255.872291613,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976887404544,1071.9768831354572,3860044.8978011827,3860044.8685062197,2324.9166200286827,2324.916568001534
822.0,4640.592571430203,51710.778963818215,21722255.898429185,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768880502045,1071.976884000377,3860044.9009156427,3860044.873150866,2324.916622213267,2324.9165729817246
823.0,4640.592575149576,51710.77901207925,21722255.92440074,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768886915,1071.9768848595522,3860044.904009417,3860044.8777660113,2324.916624383083,2324.9165779293908
824.0,4640.592578841923,51710.77905998372,21722255.950191047,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768893280575,1071.976885712484,3860044.907080711,3860044.882348949,2324.916626536868,2324.9165828416412
825.0,4640.592582505057,51710.77910750319,21722255.9757847,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768899594994,1071.9768865586682,3860044.9101277064,3860044.8868969413,2324.9166286733434,2324.916587715549
826.0,4640.592586136774,51710.77915460895,21722256.001166124,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976890585444,1071.976887397595,3860044.9131485685,3860044.89140722,2324.9166307912183,2324.916592548159
827.0,4640.592589734842,51710.77920127194,21722256.026319552,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768912055044,1071.9768882287485,3860044.916141441,3860044.8958769846,2324.916632889186,2324.916597336475
828.0,4640.592593297002,51710.77924746281,21722256.051229045,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976891819292,1071.9768890516075,3860044.919104446,3860044.900303401,2324.9166349659276,2324.916602077475
829.0,4640.592596820976,51710.77929315189,21722256.07587848,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768924264115,1071.9768898656455,3860044.9220356876,3860044.904683606,2324.916637020109,2324.9166067681012
830.0,4640.59260030446,51710.7793383092,21722256.10025156,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768930264647,1071.9768906703302,3860044.924933249,3860044.909014702,2324.9166390503815,2324.9166114052605
831.0,4640.5926037451245,51710.77938290443,21722256.124331806,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976893619049,1071.9768914651238,3860044.9277951946,3860044.9132937617,2324.916641055383,2324.9166159858287
832.0,4640.592607140617,51710.779426906985,21722256.148102555,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768942037576,1071.9768922494825,3860044.930619565,3860044.917517824,2324.916643033738,2324.9166205066476
833.0,4640.592610488559,51710.77947028593,21722256.171546973,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.97689478018,1071.9768930228572,3860044.9334043832,3860044.9216838973,2324.9166449840554,2324.9166249645273
834.0,4640.592613786553,51710.779513010035,21722256.19464804,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768953479006,1071.9768937846936,3860044.9361476544,3860044.925788956,2324.916646904931,2324.9166293562407
835.0,4640.592617032169,51710.77955504773,21722256.21738855,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768959065,1071.976894534431,3860044.938847358,3860044.929829946,2324.916648794946,2324.916633678531
836.0,4640.59262022296,51710.77959636717,21722256.239751134,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768964555556,1071.976895271504,3860044.941501458,3860044.9338037763,2324.9166506526676,2324.916637928106
837.0,4640.5926233564505,51710.779636936146,21722256.26171822,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768969946385,1071.97689599534,3860044.9441078953,3860044.937707328,2324.9166524766492,2324.91664210164
838.0,4640.592626430142,51710.77967672218,21722256.283272073,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768975233178,1071.976896705363,3860044.9466645923,3860044.9415374473,2324.9166542654293,2324.9166461957752
839.0,4640.592629441512,51710.77971569245,21722256.304394763,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768980411573,1071.9768974009894,3860044.9491694495,3860044.945290949,2324.9166560175327,2324.9166502071175
840.0,4640.592632388014,51710.77975381383,21722256.32506819,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768985477167,1071.9768980816314,3860044.9516203497,3860044.948964617,2324.91665773147,2324.916654132243
841.0,4640.592635267075,51710.77979105288,21722256.345274065,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768990425514,1071.9768987466944,3860044.9540151525,3860044.952555201,2324.9166594057374,2324.9166579676908
842.0,4640.592638076099,51710.779827375845,21722256.364993915,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768995252134,1071.976899395579,3860044.9563516993,3860044.9560594186,2324.916661038818,2324.9166617099672
843.0,4640.592640812468,51710.77986274865,21722256.384209096,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768999952498,1071.9769000276801,3860044.9586278107,3860044.9594739564,2324.9166626291794,2324.916665355548
844.0,4640.592643473535,51710.77989713689,21722256.40290077,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769004522027,1071.9769006423867,3860044.960841286,3860044.9627954667,2324.9166641752745,2324.91666890087
845.0,4640.592646056631,51710.77993050587,21722256.421049923,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769008956118,1071.9769012390818,3860044.9629899054,3860044.966020571,2324.916665675544,2324.9166723423396
846.0,4640.5926485590635,51710.779962820576,21722256.438637353,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769013250118,1071.9769018171437,3860044.965071429,3860044.9691458577,2324.916667128413,2324.916675676329
847.0,4640.592650978114,51710.77999404565,21722256.455643684,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769017399326,1071.9769023759443,3860044.9670835948,3860044.9721678826,2324.9166685322925,2324.916678899176
848.0,4640.5926533110405,51710.78002414546,21722256.472049348,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769021399009,1071.9769029148504,3860044.969024123,3860044.975083169,2324.9166698855797,2324.916682007186
849.0,4640.592655555075,51710.780053084025,21722256.4878346,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769025244384,1071.9769034332223,3860044.970890711,3860044.9778882083,2324.916671186658,2324.916684996629
850.0,4640.592657707428,51710.78008082505,21722256.5029795,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976902893063,1071.9769039304158,3860044.972681038,3860044.980579457,2324.9166724338943,2324.91668786374
851.0,4640.5926597652815,51710.780107331935,21722256.517463937,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976903245288,1071.97690440578,3860044.974392761,3860044.983153342,2324.916673625644,2324.916690604724
852.0,4640.592661725796,51710.78013256776,21722256.531267613,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769035806232,1071.9769048586588,3860044.9760235166,3860044.985606255,2324.916674760246,2324.916693215748
853.0,4640.592663586107,51710.780156495275,21722256.544370044,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769038985735,1071.9769052883908,3860044.9775709235,3860044.987934557,2324.9166758360275,2324.9166956929475
