Time,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star,k1,kb1,k2,k3,k9,k9b,k10,k10b,k13,k13b,k15,k15b,k4,k5,k8,k8b,k11,k11b,k12,k12b,k14,k14b,k6,k7,k16,k16prod,k17,k17prod,k18,k18prod,k19,k20,k21,k22,k22prod,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,a,d,k41,k42,cytosol,v1,v2,v3,v9,v10,v13,v15,v4,v5,v8,v11,v12,v14,v6,v7,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42
6.91,16.801128626221875,12.980980788127846,3.7921684374688502,35.24837485856525,0.7237688923963309,2.4697640977016158,199.10904912104002,0.6557392589770196,0.20845372830583034,0.0003998780780571628,0.005109469621400507,0.0009742314199593004,7.631350833005569e-05,0.022467685336884705,0.004293578308667338,2.3675887075540157e-06,4.514347645798161e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18921384606154032,0.01292315370691312,0.17211333336632822,0.45376630841429527,0.0863314018356164,0.05504853014079286,0.06913277590139352,0.0017024277445603763,0.000323904255854981,7.426657064591614e-05,0.00017970062246551935,3.426376078138767e-05,5.805455215483997e-06,5.086708189149476e-05,0.0006789240207817792,0.0031988713737781255,0.007019019211872153,0.004751625141434748,0.0037921684374688505,0.0007237688923963309,0.0024697640977016156,0.0008909508789599896,0.0006557392589770195,0.00020845372830583035,3.998780780571628e-07,5.109469621400507e-06,9.742314199593005e-07,7.631350833005569e-08,2.2467685336884706e-05,4.514347645798161e-10,2.3675887075540157e-09,4.514347645798161e-10,0.007437553477968714,0.0014195174532030976,7.842796750515223e-07,1.4967385544228217e-07,0.0026834661570147205,0.0005105379558931195,1.062720403538761e-06,2.0263073695861948e-07,0.0003256071116902243,3.441284836122924e-08
6.92,16.798715963693212,12.974580730338335,3.7960417971392046,35.242328900334975,0.725161183399704,2.4707578832759953,199.10720005763076,0.6568101433204054,0.2091114743884502,0.0004016074541551411,0.0051238992364742,0.0009778618723597862,7.671262292629169e-05,0.02256554378002464,0.004316173803345988,2.385744889325723e-06,4.55306037235057e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18883680454632226,0.012916662205696781,0.17218098945579066,0.45345839964539275,0.08635010077210839,0.055021137532927644,0.06923344581353319,0.0017043672458031385,0.0003245637678849056,7.436366856425058e-05,0.00018017653468984385,3.4385417101874676e-05,5.821716809879149e-06,5.101026151759051e-05,0.0006814476880703427,0.0032012840363067896,0.007025419269661664,0.004757671099665024,0.003796041797139205,0.000725161183399704,0.0024707578832759954,0.0008927999423692379,0.0006568101433204054,0.0002091114743884502,4.016074541551411e-07,5.1238992364742e-06,9.778618723597863e-07,7.67126229262917e-08,2.256554378002464e-05,4.55306037235057e-10,2.385744889325723e-09,4.55306037235057e-10,0.007457270726707726,0.0014245634885941174,7.889538036772184e-07,1.5070158053887056e-07,0.0026905681623130002,0.0005123476500253837,1.0690803790676486e-06,2.0402683184017037e-07,0.0003265269407192371,3.462429779172535e-08
6.93,16.79630735577139,12.968187489893344,3.799912117896469,35.236284881495706,0.7265533218422924,2.471747681537716,199.1053503757432,0.6578803999588951,0.20977013084612378,0.00040334136411783065,0.005138342290855097,0.000981498619650261,7.711310330522195e-05,0.022663660317134147,0.004338847103490816,2.4040093390464584e-06,4.5920364936374055e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18846055770126455,0.012910177569567721,0.17224836586054926,0.4531508366726341,0.08636865213999721,0.05499365152998935,0.06933401344186577,0.0017063032745185946,0.0003252228706655009,7.446049086769526e-05,0.00018065275141508963,3.450725186948617e-05,5.837980711516176e-06,5.1153572108560155e-05,0.0006839756929557073,0.003203692644228609,0.007031812510106657,0.004763715118504291,0.003799912117896469,0.0007265533218422924,0.0024717476815377163,0.0008946496242568103,0.0006578803999588951,0.00020977013084612378,4.033413641178307e-07,5.138342290855097e-06,9.814986196502609e-07,7.711310330522196e-08,2.266366031713415e-05,4.5920364936374053e-10,2.4040093390464583e-09,4.5920364936374053e-10,0.00747699945147401,0.0014296167227917226,7.936471244983679e-07,1.5173439408416932e-07,0.0026976747262748577,0.000514159987471279,1.0754667253457985e-06,2.0542989021996136e-07,0.0003274468986376873,3.4836594553164236e-08
6.94,16.793902795411057,12.961801055321073,3.803779404043187,35.23024280106536,0.7279453052485373,2.4727335019158136,199.10350007806375,0.658950027055477,0.2104296965739842,0.00040507981072318436,0.0051527987491416325,0.0009851416530528574,7.751495120719705e-05,0.022762035104298174,0.004361598308658243,2.4223825032281806e-06,4.6312772960091594e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18808510376145582,0.012903699787149833,0.17231546324710412,0.4528436189140234,0.08638705634957419,0.05496607260852206,0.06943447864422514,0.0017082358312183064,0.00032588156159768197,7.455703732951478e-05,0.00018112927122656238,3.462926467928786e-05,5.85424681061763e-06,5.12970133075984e-05,0.000686508029184297,0.0032060972045889445,0.007038198944678926,0.004769757198934639,0.003803779404043187,0.0007279453052485373,0.0024727335019158136,0.0008964999219362724,0.000658950027055477,0.0002104296965739842,4.0507981072318437e-07,5.152798749141633e-06,9.851416530528573e-07,7.751495120719705e-08,2.2762035104298174e-05,4.6312772960091596e-10,2.4223825032281807e-09,4.6312772960091596e-10,0.007496739588517675,0.0014346771374566351,7.983596742037814e-07,1.5277230985595853e-07,0.0027047858280192633,0.0005159749622078118,1.0818794947854508e-06,2.0683993140470507e-07,0.0003283669790688111,3.5049739624945566e-08
6.95,16.791502275579877,12.955421415173484,3.8076436598719234,35.224202658065025,0.7293371311519432,2.47371535381759,199.10164916727234,0.6600190227818717,0.21109017046602718,0.0004068227967357193,0.005167268575953673,0.000988790963765471,7.791816836726313e-05,0.022860668296818053,0.004384427518097182,2.4408648292588503e-06,4.6707840691953967e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18771044096620465,0.012897228847090192,0.17238228228041966,0.4525367457888345,0.08640531381008586,0.054938401243479054,0.06953484127947404,0.0017101649164340273,0.0003265398380934396,7.465330772676987e-05,0.00018160609271130753,3.475145512577112e-05,5.870514997564889e-06,5.144058475812996e-05,0.0006890446904859067,0.0032084977244201222,0.007044578584826516,0.004775797341934979,0.0038076436598719235,0.0007293371311519432,0.00247371535381759,0.0008983508327276568,0.0006600190227818717,0.00021109017046602719,4.0682279673571934e-07,5.167268575953673e-06,9.887909637654712e-07,7.791816836726313e-08,2.2860668296818053e-05,4.670784069195396e-10,2.4408648292588503e-09,4.670784069195396e-10,0.007516491074173951,0.001439744714226221,8.030914894114337e-07,1.5381534162122354e-07,0.002711901446691372,0.0005177925682036866,1.0883187397125475e-06,2.0825697468960104e-07,0.00032928717564487586,3.526373397781178e-08
6.96,16.789105789258485,12.94904855802624,3.8115048896652963,35.21816445151894,0.730728797095052,2.4746932466286657,199.09979764604242,0.6610873853185064,0.21175155141512153,0.00040857032490653427,0.005181751735932665,0.0009924465429619162,7.832275651515822e-05,0.02295956004921259,0.0044073348307488245,2.4594567654009406e-06,4.7105581063015914e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.1873365675590286,0.012890764738059009,0.1724488236239283,0.452230216717607,0.0864234249297366,0.0549106379082281,0.06963510120750036,0.0017120905307175887,0.00032719769757582213,7.474930184030301e-05,0.0001820832144581138,3.487382280285906e-05,5.88678516289921e-06,5.158428610381113e-05,0.0006915856705738115,0.0032108942107415134,0.007050951441973761,0.004781835548481064,0.0038115048896652966,0.000730728797095052,0.002474693246628666,0.0009002023539576021,0.0006610873853185065,0.00021175155141512153,4.085703249065343e-07,5.181751735932665e-06,9.924465429619163e-07,7.832275651515822e-08,2.295956004921259e-05,4.710558106301592e-10,2.4594567654009407e-09,4.710558106301592e-10,0.007536253844863386,0.0014448194347147674,8.078426066681792e-07,1.548635031360017e-07,0.0027190215614625863,0.0005196127994193951,1.09478451236634e-06,2.0968103935812968e-07,0.0003302074820072434,3.547857857383184e-08
6.97,16.78671332944048,12.942682472478655,3.815363097696001,35.212128180454464,0.7321203006294166,2.4756671897130347,199.09794551704096,0.662155112854488,0.2124138383130189,0.00041032239797332554,0.005196248193741783,0.000996108381792079,7.872871737530813e-05,0.02305871051521905,0.004430320345246411,2.4781587607899283e-06,4.7506007038058954e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.1869634817876428,0.012884307448749582,0.17251508793953407,0.45192403112214374,0.08644139011569144,0.05488278307455591,0.06973525828921355,0.0017140126746407816,0.00032785513747891757,7.484501945472451e-05,0.00018256063505751733,3.4996367303912446e-05,5.9030571973227965e-06,5.17281169885312e-05,0.0006941309631448751,0.0032132866705595203,0.007057317527521345,0.004787871819545535,0.003815363097696001,0.0007321203006294166,0.0024756671897130347,0.0009020544829590471,0.000662155112854488,0.0002124138383130189,4.1032239797332556e-07,5.1962481937417825e-06,9.96108381792079e-07,7.872871737530813e-08,2.3058710515219053e-05,4.750600703805895e-10,2.4781587607899284e-09,4.750600703805895e-10,0.0075560278370920145,0.0014499012805137528,8.126130624494646e-07,1.5591680814522816e-07,0.002726146151530606,0.000521435649807304,1.1012768648989938e-06,2.11112144681845e-07,0.00033112789180643286,3.5694274366385024e-08
6.98,16.78432488913239,12.936323147153633,3.81921828822684,35.20609384390209,0.7335116393155752,2.476637192413113,199.09609278292848,0.6632222035875773,0.21307703005036402,0.00041207901866040426,0.005210757914066071,0.0009997764713820716,7.913605266682279e-05,0.023158119847794232,0.004453384159915021,2.4969712654327862e-06,4.790913161555887e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.186591181903949,0.012877856967878227,0.17258107588761645,0.4516181884255068,0.08645920977407867,0.054854837212673174,0.06983531238654098,0.0017159313487952433,0.00032851215524783514,7.494046035839829e-05,0.00018303835310180518,3.5119088221735676e-05,5.9193309916998674e-06,5.187207705641387e-05,0.0006966805618796581,0.0032156751108676114,0.007063676852846368,0.004793906156097913,0.00381921828822684,0.0007335116393155751,0.002476637192413113,0.0009039072170715368,0.0006632222035875773,0.00021307703005036402,4.120790186604043e-07,5.210757914066071e-06,9.997764713820716e-07,7.913605266682279e-08,2.3158119847794233e-05,4.790913161555887e-10,2.4969712654327863e-09,4.790913161555887e-10,0.007575812987451545,0.001454990233192121,8.174028931590462e-07,1.5697527038258277e-07,0.0027332751961194803,0.0005232611133117431,1.1077958493751957e-06,2.12550309920169e-07,0.0003320483987021849,3.591082230014495e-08
6.99,16.78194046135364,12.929970570697623,3.8230704655107477,35.20006144089542,0.7349028107230247,2.477603264049795,199.09423944635904,0.664288655724163,0.21374112551670432,0.0004138401896787124,0.005225280861612585,0.0010034508028343853,7.95447641034923e-05,0.02325778819911545,0.004476526372771352,2.515894730206461e-06,4.831496782765258e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18621966616402497,0.012871413284184242,0.1726467881270337,0.4513126880520152,0.0864768843099928,0.05482680079121936,0.06993526336242438,0.0017178465537923426,0.00032916874833868737,7.503562434342756e-05,0.00018351636718501923,3.52419851485827e-05,5.935606437057667e-06,5.2016165951818664e-05,0.0006992344604425262,0.0032180595386463624,0.007070029429302377,0.004799938559104586,0.0038230704655107476,0.0007349028107230247,0.002477603264049795,0.0009057605536409719,0.000664288655724163,0.00021374112551670433,4.138401896787124e-07,5.225280861612585e-06,1.0034508028343853e-06,7.954476410349229e-08,2.325778819911545e-05,4.831496782765258e-10,2.515894730206461e-09,4.831496782765258e-10,0.007595609232619538,0.0014600862742965499,8.22212135128707e-07,1.580389035703371e-07,0.0027404086744796585,0.0005250891838690923,1.114341517771762e-06,2.1399555432018552e-07,0.00033296899636352234,3.6128223311063816e-08
7.0,16.779560039136527,12.923624731780551,3.826919633790822,35.19403097047115,0.7362938124301955,2.478565413922503,199.0923855099803,0.6653544674792354,0.21440612360050038,0.00041560591372584053,0.005239817001110539,0.0010071313672280443,7.995485339378347e-05,0.023357715720581634,0.004499747081523527,2.534929606856359e-06,4.872352874010508e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18584893282811255,0.012864976386429847,0.172712225315127,0.45100752942724076,0.08649441412749702,0.05479867427726738,0.07003511108081614,0.0017197582902630652,0.00032982491421857155,7.513051120564075e-05,0.00018399467590295967,3.536505767616295e-05,5.951883424587526e-06,5.216038331934241e-05,0.0007017926524817577,0.003220439960863474,0.0070763752682194495,0.004805969029528852,0.0038269196337908217,0.0007362938124301956,0.0024785654139225033,0.0009076144900197203,0.0006653544674792355,0.00021440612360050038,4.1560591372584053e-07,5.239817001110539e-06,1.0071313672280444e-06,7.995485339378347e-08,2.3357715720581634e-05,4.872352874010508e-10,2.534929606856359e-09,4.872352874010508e-10,0.007615416509359587,0.0014651893853517232,8.270408246179767e-07,1.5910772141920237e-07,0.0027475465658880426,0.00052691985540787,1.1209139219772532e-06,2.1544789711643594e-07,0.0003338896784688126,3.6346478326356964e-08
7.01,16.777183615526212,12.917285619095775,3.830765797300347,35.18800243166906,0.7376846420244256,2.47952365130924,199.09053097643346,0.6664196370763613,0.21507202318913554,0.00041737619348604393,0.005254366297311445,0.0010108181556187582,8.036632224083614e-05,0.023457902562814333,0.004523046383570881,2.55407634799481e-06,4.913482745227554e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18547898016060804,0.01285854626340013,0.17277738810772356,0.4507027119780056,0.08651179962962607,0.05477045813632861,0.07013485540667591,0.0017216665588579017,0.0003304806503655516,7.522512074457758e-05,0.00018447327785318907,3.5488305395647264e-05,5.968161845645895e-06,5.230472880382061e-05,0.000704355131629652,0.0032228163844737895,0.007082714380904225,0.004811997568330936,0.003830765797300347,0.0007376846420244257,0.00247952365130924,0.0009094690235665615,0.0006664196370763613,0.00021507202318913555,4.173761934860439e-07,5.254366297311446e-06,1.0108181556187582e-06,8.036632224083615e-08,2.345790256281433e-05,4.913482745227555e-10,2.55407634799481e-09,4.913482745227555e-10,0.007635234754521491,0.001470299547860599,8.318889978138529e-07,1.6018173762817702e-07,0.0027546888496480394,0.00052875312184882,1.1275131137915845e-06,2.1690735753071402e-07,0.0003348104387058298,3.6565588264487546e-08
7.0200000000000005,16.774811183580667,12.910953221360026,3.834608960262825,35.18197582353202,0.7390752971019346,2.4804779854666417,199.08867584835335,0.6674841627476573,0.2157388231689259,0.00041915103163025987,0.005268928714989257,0.0010145111590390747,8.077917234245967e-05,0.023558348875658774,0.0045464243760037675,2.5733354070995346e-06,4.954887709708336e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18510980643004984,0.012852122903903,0.17284227715914066,0.4503982351323785,0.08652904121838888,0.05474215283235749,0.07023449620596685,0.0017235713602467332,0.0003311359542686394,7.531945276347473e-05,0.00018495217163503542,3.5611727897673724e-05,5.984441591755347e-06,5.244920205032886e-05,0.0007069218915026366,0.003225188816419332,0.007089046778639974,0.004818024176467976,0.003834608960262825,0.0007390752971019347,0.002480477985466642,0.0009113241516466586,0.0006674841627476573,0.0002157388231689259,4.191510316302599e-07,5.268928714989257e-06,1.0145111590390748e-06,8.077917234245967e-08,2.3558348875658774e-05,4.954887709708336e-10,2.5733354070995348e-09,4.954887709708336e-10,0.00765506390504143,0.001475416743304679,8.367566908305229e-07,1.612609658843954e-07,0.0027618355050896062,0.0005305889771049976,1.1341391449256435e-06,2.1837395477186217e-07,0.0003357312707718149,3.67855540351514e-08
7.03,16.772442736370667,12.904627527313357,3.838449126892,35.17595114510595,0.7404657752677979,2.481428425630029,199.08682012836843,0.6685480427337642,0.21640652242512992,0.0004209304308161238,0.005283504218940499,0.0010182103684985297,8.119340539112935e-05,0.023659054808184872,0.004569881155603355,2.5927072385120958e-06,4.996569084097355e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18474140990910884,0.012845706296769132,0.17290689312218913,0.450094098319672,0.08654613929477127,0.05471375882775631,0.07033403334565215,0.0017254726951187202,0.0003317908234277764,7.541350706925173e-05,0.00018543135584959603,3.573532477235348e-05,6.000722554605607e-06,5.2593802704184144e-05,0.0007094929257013728,0.0032275572636293326,0.007095372472686642,0.004824048854894049,0.003838449126892,0.0007404657752677979,0.0024814284256300294,0.0009131798716315864,0.0006685480427337643,0.00021640652242512992,4.209304308161238e-07,5.283504218940499e-06,1.0182103684985297e-06,8.119340539112935e-08,2.365905480818487e-05,4.996569084097354e-10,2.592707238512096e-09,4.996569084097354e-10,0.007674903897942134,0.0014805409531442734,8.41643939709087e-07,1.6234541986297604e-07,0.002768986511569302,0.0005324274150818564,1.1407920670009036e-06,2.1984770803556715e-07,0.00033665216837353625,3.700637653926216e-08
7.04,16.770078266979755,12.898308525719083,3.842286301391886,35.169928395439804,0.7418560741359215,2.4823749810134594,199.08496381910078,0.6696112752838218,0.21707511984195857,0.0004227143936879872,0.005298092773984416,0.0010219157749838017,8.160902307398322e-05,0.02376002050868832,0.004593416818841449,2.6121922974363584e-06,5.038528188388217e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.1843737888745766,0.012839296430851915,0.17297123664817693,0.449790300970439,0.08656309425873869,0.054685276583380044,0.07043346669369148,0.0017273705641821892,0.0003324452553538151,7.550728347249691e-05,0.00018591082909974097,3.58590956092767e-05,6.017004626054555e-06,5.273853041094634e-05,0.0007120682278108647,0.0032299217330202454,0.007101691474280917,0.004830071604560199,0.003842286301391886,0.0007418560741359215,0.0024823749810134596,0.0009150361808992202,0.0006696112752838219,0.00021707511984195857,4.227143936879872e-07,5.298092773984417e-06,1.0219157749838018e-06,8.160902307398322e-08,2.376002050868832e-05,5.038528188388218e-10,2.6121922974363586e-09,5.038528188388218e-10,0.007694754670333052,0.0014856721588187701,8.465507804172855e-07,1.6343511322687142e-07,0.0027761418484703376,0.0005342684296773348,1.1474719315490454e-06,2.213286365041579e-07,0.0003375731252273496,3.722805666893662e-08
7.05,16.767717768504227,12.891996205363728,3.8461204879567963,35.1639075735856,0.7432461913290164,2.4833176608097767,199.08310692316613,0.6706738586554427,0.2177446143025849,0.0004245029228769338,0.005312694344963108,0.001025627369458861,8.202602707281863e-05,0.023861246124691614,0.004617031461880297,2.6317910399369283e-06,5.080766345920099e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18400694160735526,0.012832893295027396,0.17303530838691286,0.44948684251646964,0.08657990650923876,0.05465670655854099,0.07053279611903741,0.0017292649681645235,0.0003330992475685002,7.560078178745356e-05,0.0001863905899901167,3.5983039997518295e-05,6.033287698129222e-06,5.288338481641952e-05,0.0007146477914005641,0.0032322822314957735,0.007108003794636272,0.004836092426414404,0.0038461204879567962,0.0007432461913290164,0.0024833176608097768,0.0009168930768338746,0.0006706738586554427,0.0002177446143025849,4.245029228769338e-07,5.3126943449631084e-06,1.0256273694588609e-06,8.202602707281863e-08,2.3861246124691615e-05,5.080766345920099e-10,2.6317910399369285e-09,5.080766345920099e-10,0.007714616159410525,0.001490810341746898,8.51477248849224e-07,1.6453005962671722e-07,0.0027833014952026213,0.000536112014781942,1.154178790011579e-06,2.228167593464024e-07,0.00033849413505925865,3.7450595307480314e-08
7.0600000000000005,16.76536123405309,12.885690555056978,3.8499516907713667,35.157888678598354,0.7446361244785732,2.484256474190665,199.08124944317387,0.6717357911146873,0.21841500468915387,0.0004262960210007969,0.005327308896741665,0.001029345142865121,8.244441906408905e-05,0.0239627318029451,0.0046407251805724095,2.651503922937594e-06,5.123284883374201e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.1836408663924461,0.01282649687819424,0.17309910898671,0.44918372239078813,0.08659657644420408,0.054628049211013524,0.07063202149163196,0.0017311559078120506,0.0003337527976044501,7.569400183200553e-05,0.00018687063712714925,3.610715752564376e-05,6.049571663026779e-06,5.302836556665334e-05,0.0007172316100244773,0.0032346387659469115,0.007114309444943021,0.0048421113214016445,0.0038499516907713667,0.0007446361244785732,0.0024842564741906653,0.0009187505568261367,0.0006717357911146873,0.00021841500468915387,4.262960210007969e-07,5.3273088967416645e-06,1.029345142865121e-06,8.244441906408906e-08,2.39627318029451e-05,5.123284883374201e-10,2.651503922937594e-09,5.123284883374201e-10,0.0077344883024579505,0.0014959554833269947,8.564233808251033e-07,1.6563027270068258e-07,0.0027904654312028102,0.0005379581642788426,1.1609126937394642e-06,2.2431209571730575e-07,0.00033941519160497275,3.767399332937324e-08
7.07,16.763008656748045,12.879391563631621,3.8537799140105844,35.15187170953612,0.7460258712248361,2.4851914303066986,199.07939138172708,0.6727970709360376,0.21908628988279175,0.0004280936906641758,0.0053419363942082965,0.0010330690861215883,8.286420071890073e-05,0.02406447768942801,0.004664498070460377,2.67133140421975e-06,5.166085130770145e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.18327556151893934,0.012820107169273669,0.17316263909438948,0.44888094002764994,0.0866131044605548,0.05459930499703873,0.07073114268240299,0.0017330433838899336,0.0003344059030051377,7.578694342766339e-05,0.00018735096911904782,3.623144778171489e-05,6.065856413115524e-06,5.3173472307944275e-05,0.0007198196772212699,0.003236991343251956,0.007120608436368379,0.004848128290463882,0.0038537799140105846,0.0007460258712248361,0.0024851914303066986,0.0009206086182729223,0.0006727970709360376,0.00021908628988279174,4.280936906641758e-07,5.3419363942082966e-06,1.0330690861215884e-06,8.286420071890073e-08,2.406447768942801e-05,5.166085130770145e-10,2.6713314042197504e-09,5.166085130770145e-10,0.00775437103684594,0.0015011075649372654,8.61389212090947e-07,1.6673576607431993e-07,0.002797633635934352,0.0005398068720439429,1.1676736939927345e-06,2.2581466475790805e-07,0.0003403362886099661,3.789825160025572e-08
