Time,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn,parameter_0000096,parameter_0000097,vmP,kdmp,vsC,vmC,kdmc,vsB,vmB,kdmb,ksP,V1P,V2P,k4,k3,kdn,ksC,V1C,V2C,kdnC,KmB,Kp,Kdp,VdPC,vdCC,Kd,V1PC,V2PC,k2,k1,V3PC,V4PC,k7,k8,vdPCC,vdPCN,ksB,V1B,V2B,k5,k6,vdBC,V3B,V4B,vdBN,vdIN,vsR,KAR,vmR,kmR,kdmr,ksR,k9,k10,vdRC,vdRN,KAP,KAC,KmP,KmC,h,m,n,cell,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48,reaction_49,reaction_50,reaction_51,reaction_52,reaction_53,reaction_54,reaction_55,reaction_56
5.97,4.190539537417124,0.946840247929067,0.07243314986370498,0.5499488195306648,0.7327005368785878,0.29527863556373996,0.0989710894263553,0.33911817808379763,0.054401014835115565,0.031944789981381255,0.007581355399595675,0.002266339783613775,0.0014949361916277047,0.04182968460851559,0.0004442732821314768,0.00011456742288849033,0.24491819942668527,0.028402068000042212,0.006314051025276873,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999282418281706,1.34097265197348,0.0838107907483425,0.6787940531778934,0.5374926705309877,0.9448916338039679,0.005905572711274799,0.5056883722097234,0.34729214439101264,1.369672783799608,0.40694181370055715,0.32719985134512375,0.4925021148704911,0.028855180061305084,0.01795144796428926,0.010496953446191464,0.005467109843025459,8.885465642629536e-06,0.0014486629972740998,0.0008365936921703118,1.0044267081197127,0.0035611562212597317,0.006782363561675953,0.0007992249092816258,1.1867235548759527,0.8493821626615196,1.1673271350553507,0.0010880202967023112,0.014654010737571757,0.0006388957996276251,0.001979421788527106,4.53267956722755e-05,0.0001516271079919135,0.002070209520685376,0.01893680495858134,0.583458936645778,0.4948288386344039,0.36710987803550343,2.2913484577698067e-06,0.0006107929988059766,0.010998976390613296,0.08401302176635729,0.1179715931089481,0.099482884384555,0.145264348759306,0.0008846164497274743,2.9898723832554093e-05,0.004432230171548415,0.7304921513597911,0.004898363988533706,0.607626082549783,0.416360939025365,0.02019603398992302,0.38053688261235213,0.0005680413600008443,0.01649039867193253,0.00012628102050553746
5.98,4.1958322904205945,0.9487383642780607,0.07253184312171755,0.5514381503410674,0.7376654861208597,0.2967723085538444,0.09954130869993809,0.3410779637194803,0.05469913445931476,0.03213921963829327,0.007679068375614085,0.0022962797458849376,0.0015146612673808658,0.0419187950565043,0.00045028231223223826,0.00011644229816076494,0.24609942572206467,0.028552932980308764,0.006349914082377798,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999274243904144,1.3426663329345903,0.08391664580841189,0.6794943682807589,0.5384154312860217,0.9496713873723022,0.005935446171076888,0.5076653695281524,0.3487945530172283,1.3736997950975594,0.40929355646337634,0.3289986256040408,0.49506186415160436,0.029208103538810915,0.01818106408274452,0.010634572304169003,0.0055373901935389215,9.005646244644765e-06,0.001450636862434351,0.0008383759011300861,1.00737984973821,0.0036080735908510493,0.006821559274389606,0.0008119535480456085,1.1868540087757617,0.8518487457396156,1.1704840325960735,0.0010939826891862953,0.014753309722417195,0.0006427843927658654,0.001990826173998762,4.5925594917698754e-05,0.0001535813675122817,0.002098168230276508,0.018974767285561214,0.584099140470141,0.49569442632982186,0.36779605856042763,2.328845963215299e-06,0.0006207846382242872,0.011028763006821348,0.08407936970863736,0.1181486780234134,0.09977012714657914,0.1459334468279824,0.0008965277187228085,3.0293225347617316e-05,0.004489468730611017,0.7326398907186983,0.004921988514441294,0.609440382515815,0.41836902372750995,0.020302380751295892,0.38238254023100793,0.0005710586596061753,0.016582120746200833,0.00012699828164755596
5.99,4.201122674158375,0.9506374708396836,0.07263045432043845,0.5529293992792753,0.742656865214949,0.2982705491019028,0.10011328547028076,0.34304606827312,0.05499827612360078,0.03233453025801053,0.007777869447137123,0.002326562965972116,0.0015346088837343266,0.04200791083415233,0.0004563609440806512,0.0001183443346633319,0.24728374903455708,0.028704329023695654,0.006385916374353833,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.79992659912299,1.34435925573068,0.0840224534831675,0.6801936889230735,0.5393382169600368,0.954465757126089,0.005965410982038057,0.5096415746198394,0.3502972901628472,1.3777229409035538,0.411655281927744,0.3308034310845913,0.49762894310778333,0.02956473009168878,0.018413192116049117,0.010773741216803268,0.005608452004215968,9.127218881613024e-06,0.0014526090864087691,0.0008401582166830466,1.0103301566626062,0.003655518419404882,0.006860921365462401,0.000824861501279194,1.1869841043533755,0.8543122704674586,1.1736349655750027,0.0010999655224720156,0.01485313730429898,0.0006466906051602106,0.002002265709405615,4.653125931944232e-05,0.00015555738894274248,0.0021264496438197274,0.019012749416793675,0.5847384732916721,0.49655947174315146,0.36848192252362505,2.366886693266638e-06,0.0006309208984912463,0.011058587985585507,0.08414558671741783,0.11832555126654141,0.10005661066930889,0.14660359708823575,0.0009085755044116838,3.069217767468653e-05,0.004547329449042075,0.7347855684818955,0.004945674980691142,0.6112527914464422,0.420382373358747,0.02040909666921499,0.3842329916353376,0.0005740865804739131,0.016674177324916675,0.00012771832748707665
6.0,4.206410692590281,0.9525375682178461,0.07272898355078498,0.5544225677177284,0.7476747785752574,0.29977335848279085,0.10068701571263466,0.34502251104443427,0.05529843963129467,0.03253072411425361,0.007877768766776662,0.002357192793749282,0.001554781120903828,0.04209703179938066,0.0004625098496287074,0.00012027387566131804,0.24847116699862326,0.028856257037444866,0.006422058220483856,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999257659644048,1.34605142162889,0.08412821385180562,0.6808920171587206,0.5402610274871855,0.9592747471449308,0.005995467169655817,0.5116169458850468,0.3518003241182733,1.3817421765507643,0.4140270132533211,0.33261426378893005,0.5002033364383881,0.029925091378797716,0.018647854428508633,0.010914474634311454,0.005680302565059798,9.250196992574149e-06,0.0014545796710156997,0.0008419406359876132,1.0132775961372271,0.003703495591592474,0.006900450220888686,0.0008379509661582846,1.1871138431411565,0.8567727103322211,1.17677989729178,0.0011059687926258934,0.01495349557150515,0.0006506144822850722,0.0020137403142526933,4.714385587498564e-05,0.00015755537533553322,0.0021550568482046196,0.01905075136435692,0.5853769368129286,0.497423974032929,0.3691674690477996,2.405477513226361e-06,0.0006412036033854724,0.011088451354354567,0.08421167317226938,0.11850221293521528,0.10034233191927992,0.1472747892913155,0.0009207610885314086,3.1095622418076565e-05,0.004605817587238931,0.7369291608270743,0.004969423339972466,0.6130632901349047,0.4224009838976595,0.020516182341762352,0.38608823231330647,0.0005771251407488973,0.01676656898078247,0.00012844116440967711
6.01,4.211696349674043,0.954438657013953,0.072827430903484,0.5559176570145687,0.7527193304378352,0.3012807379318158,0.10126249536363346,0.3470073112311122,0.05559962474566282,0.03272780347960773,0.007978776536003198,0.002388172592468008,0.001575180065627009,0.042186157809775596,0.00046872970428517454,0.0001222312681362385,0.24966167722715696,0.029008717935047924,0.0064583399396767605,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999249248527984,1.3477428318956939,0.08423392699348087,0.6815893550348533,0.5411838628053349,0.9640983613818106,0.006025614758636316,0.5135914417342157,0.3533036233067679,1.3857574576489584,0.4164087734773347,0.33443111957274735,0.5027850284764748,0.03028921923451889,0.018885073464580304,0.011056787045574053,0.005752949202551756,9.37459408570349e-06,0.0014565486180696799,0.0008437231561955119,1.0162221356092365,0.0037520100061005754,0.006940146224622245,0.0008512241578321738,1.187243226662841,0.8592300390863118,1.179918791421127,0.0011119924949132564,0.015054386608756704,0.0006545560695921546,0.002025249907272669,4.776345184936016e-05,0.00015957553072006397,0.0021839929454392252,0.019088773140279063,0.5860145327316643,0.4982879323536175,0.3698526972551643,2.44462536272477e-06,0.0006516345963163746,0.011118353140291375,0.08427762945125845,0.11867866312616601,0.10062728794122941,0.14794701315750783,0.0009330857584540206,3.150360131254018e-05,0.004664938404504133,0.7390706440794446,0.0049932335445431394,0.6148718595629564,0.4244248512861668,0.020623638372167637,0.3879482577705097,0.0005801743587009585,0.016859296283985668,0.0001291667987935352
6.02,4.216979649375993,0.9563407378277712,0.07292579646917612,0.5574146685139633,0.7577906246775182,0.3027926886641841,0.10183972034672621,0.34900048792187144,0.05590183119014166,0.03292577063051342,0.008080902985321351,0.0024195057293102335,0.0015958078052291924,0.04227528872278859,0.00047502118557355663,0.00012421686253871227,0.25085527733048996,0.029161712640567293,0.0064947618501008785,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999240757259514,1.3494334878003178,0.08433959298751986,0.6822857045922414,0.5421067228566316,0.968936603725389,0.006055853773283682,0.515565020524634,0.3548071563517807,1.3897687400863457,0.4188005855062457,0.3362539941913567,0.5053740031918894,0.030657145668427158,0.01912487170173243,0.01120069293435801,0.005826399266165405,9.500423711471132e-06,0.0014585159293835223,0.0008455057744557717,1.0191637427299867,0.003801066561494069,0.006980009758437429,0.0008646833062560832,1.1873722564338614,0.861684230778524,1.1830516120051784,0.0011180366238028332,0.015155812493550365,0.0006585154126102684,0.0020367944069345245,4.839011458620467e-05,0.00016161805970642704,0.0022132610463891323,0.019126814756555425,0.5866512627415176,0.49915134585586673,0.37053760626897914,2.484337250774245e-06,0.0006622157390017237,0.011148293370279266,0.08434345593102426,0.11885490193636766,0.10091147586984658,0.1486202583938463,0.0009455508045053515,3.1916156104583847e-05,0.004724697140610831,0.7412099947127176,0.005017105546609799,0.6166784809289914,0.4264539714618329,0.020731465372413486,0.3898130635825427,0.0005832342528113458,0.016952359801247915,0.00012989523700201758
6.03,4.222260595614089,0.9582438112528023,0.07302408033785934,0.5589136035443908,0.7628887657833843,0.30430921177115766,0.10241868643650959,0.35100206013349694,0.056205058647139636,0.03312462782064508,0.008184158480019936,0.002451195625782727,0.0016166664592783206,0.04236442439467073,0.00048138498029095004,0.0001262310141075551,0.2520519648150155,0.02931524206558483,0.006531324271160818,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999232185212364,1.3511233905965085,0.08444521191228178,0.6829810678636085,0.5430296075844856,0.9737894776677045,0.006086184235423154,0.5175376409463657,0.356310891725292,1.3937759800259484,0.4212024721601963,0.33808288305489714,0.5079702441821858,0.031028902865671292,0.019367271898119286,0.0113462070103428,0.00590066020030462,9.627699605819e-06,0.0014604816067571868,0.0008472884878934147,1.0221023853523623,0.003850670231470189,0.007020041202669939,0.0008783306736630862,1.187500933960017,0.8641352595854817,1.1861783235145864,0.0011241011729427926,0.015257775315667686,0.0006624925564129016,0.0020483737287301917,4.9023912515654545e-05,0.00016368316960039872,0.002242864304061747,0.019164876225056048,0.5872871285284252,0.5000142136855998,0.3712221952053688,2.5246202821511022e-06,0.0006729489184922144,0.011178272070887816,0.0844091529864135,0.11903092946093237,0.10119489286245727,0.14929451460449342,0.0009581575341250958,3.233332918556641e-05,0.004785099111456075,0.7433471893471726,0.0050410392963003104,0.618483135494323,0.42848834018552634,0.02083966394400354,0.3916826451139022,0.0005863048413116966,0.017045760100871492,0.00013062648542321636
6.04,4.2275391922858825,0.9601478778785536,0.07312228259916226,0.5604144634194824,0.7680138583799009,0.3058303082710307,0.10299938932532691,0.353012046792658,0.056509306758625234,0.03332437729397937,0.008288553468259248,0.0024832457329784594,0.0016377581640455569,0.04245356468099583,0.00048782178099376265,0.00012827408222223683,0.25325173713295396,0.029469307120517742,0.006568027522527023,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999223531756392,1.3528125415314824,0.08455078384571765,0.6836754468745025,0.54395251693505,0.9786569864672983,0.006116606165420614,0.5195092618371863,0.35781479792529136,1.3977791339088173,0.4236144561511896,0.3399177813496702,0.5105737346788641,0.03140452318714844,0.01961229696993194,0.011493344094961257,0.005975739508989176,9.756435619875253e-06,0.001462445651983245,0.0008490712936199165,1.0250380315331329,0.0039008260278684623,0.00706024093585316,0.00089216854627002,1.1876292607382253,0.8665830998960034,1.1892988908219013,0.0011301861351725047,0.015360277167598017,0.0006664875458795874,0.0020599877865065384,4.966491465956919e-05,0.00016577106936518495,0.002272805897235417,0.019202957557571072,0.5879221317724093,0.5008765349845767,0.37190646317735726,2.5654816444447365e-06,0.0006838360437156028,0.011208289268389649,0.08447472099067171,0.1192067457941525,0.10147753613215067,0.1499697713367121,0.0009709072648762082,3.275516328091114e-05,0.004846149661279446,0.7454822047513693,0.00506503474265908,0.6202858046594936,0.4305279531260217,0.020948234687403384,0.39355699765637797,0.0005893861424103549,0.017139497750252242,0.00013136055045054047
6.05,4.232815443269386,0.962052938290609,0.07322040334235243,0.561917249438048,0.7731660072121038,0.30735597911070806,0.10358182462533035,0.3550304667353466,0.056814575126145364,0.033525021285199894,0.00839409847946407,0.0025156595308107764,0.001659085072024238,0.04254270943667659,0.0004943322858889242,0.00013034643038283616,0.2544545916838934,0.029623908714968977,0.006604871924105752,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.799921479625758,1.3545009418462035,0.08465630886538772,0.6843688436433557,0.544875450857268,0.9835391331542658,0.006147119582214161,0.5214798421808633,0.3593188434838173,1.4017781584550242,0.4260365600824159,0.34175868404250875,0.5131844575487307,0.031784039169601506,0.0198599699869228,0.011642119117395256,0.006051644754761561,9.886645717778483e-06,0.0014644080668470487,0.0008508541887335318,1.0279706495336844,0.003951538999495612,0.007100609334706932,0.0009061992341790183,1.1877572382566064,0.869027726314317,1.1924132792029944,0.0011362915025229074,0.015463320144242078,0.0006705004257039979,0.002071636492506607,5.031319061621553e-05,0.0001678819695892814,0.0023030890299324054,0.01924105876581218,0.5885562741476479,0.5017383088904851,0.3725904092950005,2.6069286076567234e-06,0.0006948790453647557,0.01123834498876096,0.08454016031545634,0.11938235102953709,0.10175940294862879,0.15064601808342507,0.0009838013242033086,3.3181701440484757e-05,0.004907854160670355,0.7476150178426796,0.005089091833677868,0.62208646996685,0.43257280586261876,0.021057178202332882,0.3954361164334565,0.0005924781742993795,0.017233573315796925,0.00013209743848211503
6.06,4.238089352423073,0.9639589930706294,0.0733184426563364,0.5634219628840764,0.7783453171455946,0.30888622516570485,0.10416598786848047,0.3570573387068764,0.05712086331082521,0.03372656201969707,0.008500804124323622,0.002548440528013391,0.0016806493519298657,0.0426318585159646,0.0005009171988338843,0.00013244842621004,0.25566052581478993,0.029779047757727155,0.006641857796039061,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999205978078012,1.3561885927753836,0.08476178704846148,0.6850612601815188,0.5457984093028729,0.9884359205302555,0.006177724503314097,0.5234493411111982,0.36082299696957165,1.4057730106645625,0.42846880644825164,0.34360558588141993,0.5158023952951035,0.03216748352570608,0.020110314171694343,0.011792547114082376,0.006128383558686951,1.0018343976677685e-05,0.0014663688531267281,0.000852637170319292,1.0309002078206793,0.004002814232094048,0.007141146774137528,0.0009204250715421679,1.1878848679945468,0.8714691136606626,1.1955214543392594,0.001142417266216504,0.015566906342911893,0.0006745312403939414,0.0020833197573696094,5.096881056026782e-05,0.00017001608248647243,0.0023337169313976365,0.019279179861412588,0.5891895573224926,0.5025995345370161,0.3732740326653969,2.6489685242008e-06,0.0007060798758924116,0.011268439257681529,0.08460547133084448,0.11955774525981619,0.10204049063802151,0.15132324428438995,0.0009968410494062565,3.3612987038597315e-05,0.004970218006030483,0.7497456056877667,0.005113210516295799,0.6238851131007599,0.43462289388514286,0.0211664950877661,0.39731999660044914,0.0005955809551545431,0.017327987362917303,0.00013283715592078124
6.07,4.243360923585879,0.9658660427963517,0.07341640062965975,0.5649286050267348,0.7835518931665426,0.31042104724014685,0.10475187450654655,0.35909268136188327,0.057428170833368285,0.03392900171356828,0.008608681094791574,0.002581592262140386,0.0017024531887001113,0.042721011772450336,0.0005075772293366132,0.00013458044144514398,0.25686953681996727,0.02993472515676662,0.006678985458704814,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999197076575852,1.3578754955474812,0.08486721847171758,0.6857526984932946,0.5467213922263874,0.99334735116847,0.006208420944802937,0.5254177179160161,0.3623272269905032,1.4097636478182194,0.43091121763425994,0.3454584813962413,0.5184275300590301,0.03255488914414525,0.020363352898977907,0.011944643228215174,0.006205963600353214,1.0151544586732265e-05,0.001468328012593195,0.0008544202354490067,1.0338266750666942,0.004054656848309917,0.007181853627237666,0.0009348484167266415,1.188012151422762,0.8739072369718625,1.1986233823197037,0.0011485634166673658,0.015671037863330853,0.0006785800342713656,0.002095037490130931,5.163184524280772e-05,0.00017217362189583148,0.002364692856077129,0.019317320855927033,0.5898219829594845,0.5034602110539382,0.3739573323926952,2.6916088289028796e-06,0.0007174405095058348,0.011298572100534697,0.08467065440534026,0.1197329285769451,0.1023207965826924,0.1520014393273759,0.0010100277876133289,3.4049063774002225e-05,0.005033246619029465,0.7518739455030502,0.0051373907363993455,0.6256817158878093,0.43667821259394435,0.02127618594193137,0.399208633244623,0.0005986945031353324,0.017422740456024256,0.00013357970917409628
6.08,4.248630160577194,0.9677740880415889,0.07351427735050703,0.5664371771203686,0.7887858403816819,0.31196044606676965,0.10533947991110627,0.3611365132643246,0.057736497174056364,0.034132342573617656,0.00871774016408602,0.002615118299566204,0.0017244987834948086,0.042810169059063145,0.0005143130925555999,0.00013674285195005139,0.2580816219411165,0.030090941819247354,0.006716255232716665,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999188091105336,1.359561651384702,0.08497260321154387,0.6864431605759717,0.5476443995851238,0.9982734274136629,0.006239208921335393,0.5273849320410979,0.36383150219635924,1.4137500274784256,0.43336381591718953,0.34731736489930287,0.5210598436205083,0.03294628908967171,0.02061910969490209,0.012098422709232944,0.006284392617870893,1.0286261851111997e-05,0.0014702855470101405,0.0008562033811812629,1.0367500201508455,0.004107072007660641,0.0072227302652864925,0.0009494716524802988,1.1881390900033582,0.8763420715018573,1.20171902964293,0.0011547299434811274,0.01577571680763364,0.0006826468514723531,0.0021067895982221255,5.230236599132408e-05,0.00017435480328172043,0.002396020083596067,0.01935548176083178,0.5904535527153705,0.5043203375671724,0.3746403075781045,2.734857039001028e-06,0.0007289629421613507,0.011328743542407371,0.08473570990588253,0.11990790107210866,0.10260031822103464,0.15268059254933689,0.0010233628957539809,3.4489975669896174e-05,0.00509694544605375,0.7540000146551603,0.00516163243882233,0.6274762602969856,0.43873875729989803,0.021386251362311218,0.4011020213853327,0.000601818836384947,0.01751783315852184,0.00013432510465433332
6.09,4.253897067220087,0.9696831293780341,0.07361207290717686,0.5679476804072813,0.7940472636213706,0.313504422359447,0.10592879946089205,0.3631888528909582,0.058045841811674416,0.03433658677155592,0.008827992115295032,0.0026490222230142035,0.0017467883445058843,0.042899330228289644,0.0005211255052709872,0.0001389360350867598,0.2592967784147828,0.030247698643109507,0.006753667438848823,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999179021016771,1.3612470615104277,0.08507794134440173,0.687132648420509,0.5485674313395148,1.0032141515502304,0.00627008844718894,0.5293509429461695,0.3653357915038408,1.4177321074973996,0.43582662346914985,0.3491822302506747,0.5236993177317452,0.033341716638009194,0.020877608068876556,0.012253900855120193,0.006363678354433672,1.0422510105419743e-05,0.0014722414581435372,0.0008579866045657929,1.0396702121647599,0.004160064884653302,0.007263777057819164,0.0009642971814072398,1.1882656851904523,0.8787735928047569,1.204808363224227,0.0011609168362334884,0.01588094527242741,0.0006867317354311183,0.002118575989217841,5.298044446028407e-05,0.00017655984230590063,0.002427701900000323,0.019393662587560683,0.5910842682441819,0.5051799132004461,0.3753229573215748,2.778720701735196e-06,0.0007406491775956343,0.011358953608145626,0.08480063819816744,0.12008266283615346,0.10287905308845256,0.15336069315180603,0.001036847732556797,3.493576689011769e-05,0.0051613199339765065,0.7561237906652799,0.005185935568295656,0.6292687285097618,0.4408045233051308,0.021496691938948077,0.4030001558724222,0.0006049539728621901,0.017613266032609477,0.00013507334877697647
