Time,z_i,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,R0,a0,a1,k,u,lambda,d,beta,gamma,alpha,phi,eta,pa,ca,r,ba,p_i,ci,bi,xi,COMpartment,Host_cell_proliferation,Host_cell_death,Infection_1,Infection_2,Infected_cell_death_1,Infected_cell_infection_progression_1,Infected_cell_infection_progression_2,CTL_induced_infected_cell_death_1,Infected_cell_death_2,CTL_induced_infected_cell_death_2,Infected_cell_death_3,Virus_particle_production,Viral_particle_degradation,Precursor_T_cell_differentiation_2,Infection_induced_CTL_proliferation_stimulation,CTL_cell_death,Naive_CTL_division_1,Naive_CTL_division_2,Naive_CTL_division_3,Naive_CTL_division_4,Naive_CTL_division_5,Naive_CTL_division_6,Naive_CTL_division_7,Naive_CTL_division_8,Precursor_T_cell_differentiation_1,NK_cell_production,NK_infection_induced_production,NK_cell_death,NK_induced_infected_cell_death_1,NK_induced_infected_cell_death_2
140.0,0.32399670754489734,99.95514138109054,0.006123383163176087,0.0001059149429079122,0.019803199711671,0.00010031394429566751,2.883116529279626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995514138109055,0.001002689448456829,0.005013447242284144,0.0006123383163176087,6.123383163176087e-05,0.0019803199711671,1.7654427212865538e-08,2.118298858158244e-05,3.0536512259550957e-10,0.0019803199711671,0.0001059149429079122,0.00010031394429566751,0.0,0.2783767811996462,0.2883116529279626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.024219264920242563,0.03239967075448973,0.001983955983904911,3.431609278196933e-05
140.5,0.32506208684607635,99.95435361545638,0.00628712954630437,0.00010878732548373899,0.02033811002157749,0.00010312952345354766,2.8800085679758483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995435361545638,0.0010308244855469406,0.005154122427734702,0.000628712954630437,6.28712954630437e-05,0.002033811002157749,1.8106986961330693e-08,2.17574650967478e-05,3.133084294803456e-10,0.002033811002157749,0.00010878732548373899,0.00010312952345354766,0.0,0.28551457855757106,0.28800085679758486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.024948841027649653,0.032506208684607636,0.0020437074505933236,3.5362635044147535e-05
141.0,0.32644000924751715,99.95352157614124,0.006452507712594601,0.00011166158037237035,0.020889350571398093,0.00010596824850670093,2.880640713316257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995352157614125,0.0010591899613500429,0.005295949806750215,0.0006452507712594602,6.452507712594601e-05,0.0020889350571398095,1.858735641988716e-08,2.233231607447407e-05,3.2165689453388546e-10,0.0020889350571398095,0.00011166158037237035,0.00010596824850670093,0.0,0.2930897063735262,0.2880640713316257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.025713689816380877,0.03264400092475172,0.0021063566773690573,3.6450807329348954e-05
141.5,0.3281323346845295,99.95264690730795,0.00661888168775988,0.00011452433320764135,0.0214557846587386,0.00010881895781860308,2.885044707642548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995264690730796,0.0010876742867664073,0.005438371433832035,0.0006618881687759881,6.61888168775988e-05,0.0021455784658738603,1.9095769583783816e-08,2.2904866641528272e-05,3.3040782141699736e-10,0.0021455784658738603,0.00011452433320764135,0.00010881895781860308,0.0,0.3011057497806126,0.2885044707642548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02651337885646729,0.032813233468452954,0.0021718691012053287,3.7579136833612346e-05
142.0,0.33014056674022096,99.95173152071668,0.006785553518575596,0.00011736108877255229,0.022036100836605798,0.0001116693651790357,2.8932521774709077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995173152071668,0.0011161546407463844,0.005580773203731922,0.0006785553518575596,6.785553518575596e-05,0.0022036100836605797,1.963231749296422e-08,2.347221775451046e-05,3.395552256415434e-10,0.0022036100836605797,0.00011736108877255229,0.0001116693651790357,0.0,0.3095640271383894,0.2893252177470908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.027347185687551213,0.033014056674022095,0.0022401864842686477,3.8745656360619795e-05
142.5,0.3324656853763244,99.9507776078023,0.006951768264047079,0.00012015636360942646,0.022628809677845925,0.00011450610697211626,2.9052929703679866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99507776078023,0.0011444974432705212,0.005722487216352606,0.0006951768264047079,6.95176826404708e-05,0.0022628809677845926,2.019692346916324e-08,2.403127272188529e-05,3.490894385394464e-10,0.0022628809677845926,0.00012015636360942646,0.00011450610697211626,0.0,0.3184632000693916,0.2905292970367987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.028214067219162337,0.03324656853763244,0.002311224400483793,3.994786777973481e-05
143.0,0.33510804613967177,99.94978766083595,0.007116713458624754,0.0001228937086166966,0.023232231584553235,0.00011731474728869115,2.9211943150263915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994978766083596,0.0011725584080989311,0.005862792040494656,0.0007116713458624755,7.116713458624753e-05,0.0023232231584553236,2.0789302897006437e-08,2.457874172333932e-05,3.58996402963604e-10,0.0023232231584553236,0.0001228937086166966,0.00011731474728869115,0.0,0.32779863914953566,0.29211943150263914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.029112607351596553,0.03351080461396718,0.002384867942055647,4.118267057739934e-05
143.5,0.3380671752676763,99.94876448389238,0.00727952691269461,0.00012555591580785402,0.02384449490801488,0.00012007990592499381,2.9409786493530157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994876448389238,0.001200183823654516,0.00600091911827258,0.000727952691269461,7.27952691269461e-05,0.0023844494908014883,2.140893322762552e-08,2.5111183161570804e-05,3.6925726769086345e-10,0.0023844494908014883,0.00012555591580785402,0.00012007990592499381,0.0,0.33756195267740396,0.2940978649353016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.030040985213460034,0.033806717526767636,0.0024609691006596953,4.2446333795307394e-05
144.0,0.34134164295459407,99.9477112097564,0.007439298813704991,0.00012812509547464881,0.024463527469759813,0.00012278530120592303,2.9646624229748286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994771120975642,0.001227210982573255,0.006136054912866275,0.0007439298813704991,7.439298813704992e-05,0.0024463527469759817,2.205500964627241e-08,2.5625019094929766e-05,3.7984765599375363e-10,0.0024463527469759817,0.00012812509547464881,0.00012278530120592303,0.0,0.3477402881851255,0.29646624229748286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.030996922921119063,0.03413416429545941,0.0025393424795002242,4.3734430593030854e-05
144.5,0.34492884928787326,99.94663130432525,0.007595082766419575,0.000130582957782907,0.025087058673676534,0.00012541398028629775,2.992253629046365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994663130432526,0.0012534704848082517,0.006267352424041258,0.0007595082766419575,7.595082766419575e-05,0.0025087058673676534,2.2726413970726476e-08,2.6116591556581405e-05,3.9073732931751177e-10,0.0025087058673676534,0.000130582957782907,0.00012541398028629775,0.0,0.3583158451506819,0.2992253629046365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03197765985878311,0.034492884928787326,0.002619763158867261,4.504182936466505e-05
145.0,0.34882485367519067,99.94552857628835,0.007745901533206564,0.0001329109546675469,0.0257126181907731,0.00012794837585987338,3.023750020782014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994552857628836,0.0012787868055792657,0.006393934027896329,0.0007745901533206564,7.745901533206565e-05,0.00257126181907731,2.3421669922008783e-08,2.658219093350938e-05,4.0188950193815225e-10,0.00257126181907731,0.0001329109546675469,0.00012794837585987338,0.0,0.3692651710711775,0.30237500207820145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03297990735860342,0.03488248536751907,0.002701962968903215,4.636264431373695e-05
145.5,0.35302415851422597,99.94440715931853,0.00789076322273559,0.00013509063517910862,0.026337555210872776,0.0001303705627344889,3.0591362640862636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994440715931853,0.0013029808603525238,0.006514904301762619,0.0007890763222735591,7.890763222735591e-05,0.0026337555210872777,2.413891992598864e-08,2.7018127035821727e-05,4.132606610148587e-10,0.0026337555210872777,0.00013509063517910862,0.0001303705627344889,0.0,0.38055879909855417,0.3059136264086264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03399984365458189,0.035302415851422596,0.0027856300467412336,4.7690257807257116e-05
146.0,0.3575195496678075,99.94327151479466,0.00802866875930121,0.00013710386094119764,0.026959041332525902,0.00013266244949623385,3.0983820423212585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994327151479467,0.0013258719209819836,0.006629359604909917,0.000802866875930121,8.028668759301209e-05,0.0026959041332525902,2.4875883107564565e-08,2.742077218823953e-05,4.2480014067311773e-10,0.0026959041332525902,0.00013710386094119764,0.00013266244949623385,0.0,0.3921605903476841,0.3098382042321259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03503308019854534,0.035751954966780755,0.0028704060392573632,4.9017310621414686e-05
146.5,0.3623018808348819,99.94212641528566,0.008158629452224323,0.00013893316718721017,0.027574087079829716,0.00013480606372402327,3.141439122158424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994212641528566,0.001347280466225339,0.006736402331126694,0.0008158629452224323,8.158629452224322e-05,0.002757408707982972,2.562983774441144e-08,2.7786633437442034e-05,4.364500867672791e-10,0.002757408707982972,0.00013893316718721017,0.00013480606372402327,0.0,0.40402746138327006,0.3141439122158424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.036074670520296094,0.03623018808348819,0.0029558867955757346,5.033574778227334e-05
147.0,0.3673599027041508,99.94097692029274,0.008279682030437382,0.00014056208600231513,0.028179564989635312,0.00013678383057649551,3.1882388323089996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994097692029275,0.001367030965471477,0.006835154827357385,0.0008279682030437382,8.279682030437382e-05,0.0028179564989635314,2.6397603768611482e-08,2.8112417200463027e-05,4.4814550094293835e-10,0.0028179564989635314,0.00014056208600231513,0.00013678383057649551,0.0,0.41610911367809356,0.3188238832309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03711912071232582,0.03673599027041508,0.0030416231851227824,5.163687423770297e-05
147.5,0.3726801051986267,99.93982834604972,0.008390905152911056,0.00014197550667708567,0.02877223602361126,0.00013857889204116347,3.2386895026974116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993982834604973,0.0013849550682979634,0.006924775341489817,0.0008390905152911056,8.390905152911057e-05,0.002877223602361126,2.7175536436862658e-08,2.8395101335417137e-05,4.598145831152236e-10,0.002877223602361126,0.00014197550667708567,0.00013857889204116347,0.0,0.4283479408096572,0.32386895026974116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.038160418342351635,0.03726801051986267,0.0031271234150985912,5.291144676404462e-05
148.0,0.37824659290671364,99.93868622700796,0.008491436373891732,0.00014316001564261086,0.029348781081982123,0.00014017542753926832,3.29267411268029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993868622700797,0.0014008948069583627,0.007004474034791814,0.0008491436373891732,8.491436373891732e-05,0.0029348781081982127,2.7959532727785095e-08,2.8632003128522174e-05,4.713792774773301e-10,0.0029348781081982127,0.00014316001564261086,0.00014017542753926832,0.0,0.44067913608156756,0.329267411268029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0391920799855917,0.037824659290671366,0.0032118568773086865,5.4149788157289385e-05
148.5,0.3840409806910112,99.93755627672739,0.008580488061138232,0.00014410420419103768,0.029905832509120066,0.0001415589518737918,3.350048173253476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99375562767274,0.0014147055719361615,0.007073527859680806,0.0008580488061138233,8.580488061138232e-05,0.0029905832509120067,2.8745048354839395e-08,2.8820840838207538e-05,4.827560260083317e-10,0.0029905832509120067,0.00014410420419103768,0.0001415589518737918,0.0,0.4530309679031398,0.33500481732534765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04020721163647517,0.038404098069101125,0.00329525904980704,5.534191989922384e-05
149.0,0.3900423402175993,99.93644432257311,0.008657367386816132,0.0001447990191556021,0.03044002338909626,0.00014271669480151372,3.4106375969749707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993644432257312,0.0014262599023933135,0.007131299511966568,0.0008657367386816133,8.657367386816132e-05,0.003044002338909626,2.9527142700300053e-08,2.8959803831120422e-05,4.938569787371954e-10,0.003044002338909626,0.0001447990191556021,0.00014271669480151372,0.0,0.4653254950250773,0.3410637596974971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0411986110076394,0.03900423402175993,0.0033767398356772866,5.647774829266404e-05
149.5,0.3962271476742198,99.93535624843904,0.00872149369616477,0.0001452380975696402,0.030948031366749174,0.00014363796433892727,3.47423677155738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993535624843904,0.0014354511137011279,0.007177255568505639,0.0008721493696164771,8.721493696164771e-05,0.0030948031366749176,3.030053410212153e-08,2.904761951392804e-05,5.045915392074825e-10,0.0030948031366749176,0.0001452380975696402,0.00014363796433892727,0.0,0.4774794474405997,0.347423677155738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04215887817388445,0.03962271476742198,0.0034556925706900553,5.754727713364857e-05
150.0,0.4025694488139661,99.93429793736072,0.008772403447277255,0.00014541780820164095,0.03142661720112131,0.00014431430775952797,3.540609203193176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993429793736073,0.0014421949028264637,0.0072109745141323185,0.0008772403447277256,8.772403447277255e-05,0.003142661720112131,3.105965237955339e-08,2.908356164032819e-05,5.1486763002691e-10,0.003142661720112131,0.00014541780820164095,0.00014431430775952797,0.0,0.48940506014849466,0.35406092031931763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04308050864927533,0.04025694488139661,0.0035315016205441406,5.854076689546964e-05
150.5,0.4090408934453205,99.93327519331432,0.00880976865420012,0.00014533753643838814,0.03187268123150668,0.0001447398252552196,3.6094861805270777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993327519331432,0.0014464324788662085,0.007232162394331042,0.000880976865420012,8.809768654200121e-05,0.0031872681231506685,3.1798738210975964e-08,2.906750728767763e-05,5.245938292862126e-10,0.0031872681231506685,0.00014533753643838814,0.0001447398252552196,0.0,0.5010116466240637,0.3609486180527078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04395605564539795,0.04090408934453205,0.003603555641360596,5.9448995755900116e-05
151.0,0.4156109030861683,99.93229367084265,0.008833405404983848,0.0001449997577841266,0.03228331107345321,0.0001449113492910709,3.6805672150780406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993229367084266,0.0014481323513593355,0.007240661756796677,0.0008833405404983848,8.833405404983848e-05,0.003228331107345321,3.2511942331076706e-08,2.8999951556825324e-05,5.336813546945133e-10,0.003228331107345321,0.0001449997577841266,0.0001449113492910709,0.0,0.512207167129454,0.3680567215078041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04477827693565817,0.041561090308616835,0.0036712595976915773,6.0263480279936524e-05
151.5,0.4222469773283489,99.9313587907252,0.008843278260904279,0.00014440995348569892,0.03265583597651859,0.0001448285417880248,3.7535219543841825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99313587907252,0.0014472912972556644,0.007236456486278322,0.0008843278260904279,8.84327826090428e-05,0.0032655835976518593,3.3193439101032584e-08,2.8881990697139786e-05,5.420459308401695e-10,0.0032655835976518593,0.00014440995348569892,0.0001448285417880248,0.0,0.5229000179940275,0.37535219543841825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04554029018034952,0.042224697732834895,0.0037340475153403298,6.0976666355463836e-05
152.0,0.4289148832733908,99.93047569263067,0.0088395018623209,0.00014357662470162034,0.03298785668950348,0.00014449400674731384,3.827991363885645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993047569263068,0.0014439354828993257,0.007219677414496629,0.0008839501862320901,8.8395018623209e-05,0.003298785668950348,3.383753679001548e-08,2.871532494032407e-05,5.49610079413653e-10,0.003298785668950348,0.00014357662470162034,0.00014449400674731384,0.0,0.5330007764761516,0.38279913638856455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.046235712728363666,0.04289148832733908,0.0037913939094722893,6.158215122468293e-05
152.5,0.43557919753184515,99.92964912522604,0.008822338878127672,0.00014251111943082887,0.03327731224724559,0.00014391337865774252,3.9035918629939252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992964912522604,0.0014381213433694003,0.0071906067168470015,0.0008822338878127673,8.822338878127672e-05,0.003327731224724559,3.443881025723413e-08,2.8502223886165774e-05,5.56305246196339e-10,0.003327731224724559,0.00014251111943082887,0.00014391337865774252,0.0,0.5424242903031724,0.39035918629939254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.046858826015158755,0.043557919753184515,0.0038428272888888504,6.207487904104539e-05
153.0,0.44220357854853465,99.92888341196593,0.00879219370816297,0.00014122736393117644,0.03352249803918319,0.00014309498291546256,3.9799183071298665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992888341196593,0.0014299321864596516,0.007149660932298257,0.000879219370816297,8.79219370816297e-05,0.003352249803918319,3.499221269894983e-08,2.824547278623529e-05,5.620733711773813e-10,0.003352249803918319,0.00014122736393117644,0.00014309498291546256,0.0,0.5510914340869717,0.39799183071298666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.047404689201131014,0.04422035785485347,0.0038879395210415757,6.245124571934247e-05
153.5,0.44875126236680335,99.92818237713591,0.008749605294556019,0.00013974151256220934,0.03372210588713702,0.0001420498597514775,4.056548507010333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992818237713593,0.0014194784291892222,0.00709739214594611,0.0008749605294556019,8.74960529455602e-05,0.003372210588713702,3.5493198294560924e-08,2.794830251244187e-05,5.66868224151596e-10,0.003372210588713702,0.00013974151256220934,0.0001420498597514775,0.0,0.558931031040044,0.4056548507010333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.047869267215727415,0.044875126236680336,0.0039263964211432795,6.270918016733794e-05
154.0,0.4551855561060618,99.92754930048616,0.008695232303888474,0.0001380716686238229,0.03387524335023972,0.0001407915032835714,4.133048479994084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992754930048617,0.0014068949885458642,0.00703447494272932,0.0008695232303888474,8.695232303888475e-05,0.003387524335023972,3.593781665678171e-08,2.761433372476458e-05,5.70656900135938e-10,0.003387524335023972,0.0001380716686238229,0.0001407915032835714,0.0,0.5658813401322236,0.4133048479994084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.048249508571782736,0.045518555610606186,0.003957944151716868,6.284822926502671e-05
154.5,0.46147033126881726,99.92698686790149,0.008629840055579575,0.00013623744308975617,0.03398145541915945,0.0001393355653874411,4.208977872751088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992698686790149,0.0013923383212702458,0.006961691606351229,0.0008629840055579575,8.629840055579576e-05,0.0033981455419159453,3.632280583931545e-08,2.7247488617951237e-05,5.734203834049694e-10,0.0033981455419159453,0.00013623744308975617,0.0001393355653874411,0.0,0.5718915064521667,0.42089778727510885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04854341624686874,0.04614703312688173,0.003982415149245215,6.286953799384642e-05
155.0,0.46757050283870416,99.92649715663731,0.008554280910621558,0.00013425950755511788,0.034040719438131715,0.0001376994796297243,4.283895933774518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992649715663731,0.0013759826659690084,0.0068799133298450416,0.0008554280910621558,8.554280910621558e-05,0.0034040719438131715,3.664564920937668e-08,2.685190151102358e-05,5.751537584859388e-10,0.0034040719438131715,0.00013425950755511788,0.0001376994796297243,0.0,0.5769224460018705,0.42838959337745186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04875006254713528,0.04675705028387042,0.0039997294268028505,6.277578545842327e-05
155.5,0.4734525141301155,99.9260816099661,0.008469476786090686,0.000132159166910117,0.034053447969088727,0.00013590209980605836,4.357367447103306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99260816099661,0.0013580164316185947,0.006790082158092973,0.0008469476786090686,8.469476786090686e-05,0.003405344796908873,3.690462244170869e-08,2.64318333820234e-05,5.758660517304362e-10,0.003405344796908873,0.000132159166910117,0.00013590209980605836,0.0,0.5809475716483065,0.43573674471033064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04886959401096267,0.04734525141301155,0.004009895077741286,6.257108983893646e-05
