Time,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3m,CKX3p,PIN3m,PIN1m,PIN7m,miRNA,F_AHP6,F_CK,F_IAA2,F_ARR5,F_PIN1,F_PIN7,F_PIN3,p_ax,p_ck,d_ax,d_ck,phloem_rate_ax,all_section_rate_ax,phloem_rate_ck,all_section_rate_ck,lambda_AHP6,lambda_IAA2,lambda_ARR5,lambda_PIN1,lambda_PIN3,lambda_PIN7,mu_m_PHB,mu_m_AHP6,mu_m_IAA2,mu_m_ARR5,mu_m_PIN1,mu_m_PIN3,mu_m_PIN7,delta_PHB,delta_AHP6,delta_IAA2,delta_ARR5,delta_PIN1,delta_PIN3,delta_PIN7,delta_CKX3,mu_p_PHB,mu_p_AHP6,mu_p_IAA2,mu_p_ARR5,mu_p_PIN1,mu_p_PIN3,mu_p_PIN7,mu_p_CKX3,theta_Ax,theta_Ck,theta_AHP6,theta_ARR5,theta_PHB,theta_CKX3,p_phb,d_phb,p_mirna,d_mirna,d_mirna_mrna,p_ckx3,d_ckx3,b_pin3,b_pin1,b_pin7,b_ahp6,b_arr5,b_iaa2,hill_ax,hill_ck,hill_arr5,hill_ckx3,hill_ahp6,hill_phb,compartment
7.97,0.0599792592608574,0.1999999999999999,0.0009636888186819581,0.0011131323447344764,0.054423382441198286,0.05441898855410105,0.27585671465712874,0.27585645928460295,1.9993086420285795,1.9937985189945981,0.0,0.0,0.0,0.0,0.9540838144578578,0.0,0.0004608561192626028,1.0,0.05442733709004218,0.13792847202704012,0.9545284853709007,0.9545284853709007,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
7.98,0.05997946563466003,0.1999999999999999,0.0009632707998925583,0.0011116432707676165,0.054423775935928696,0.054419425753916895,0.27585673748231937,0.2758564846924741,1.999315521155334,1.9938533799731564,0.0,0.0,0.0,0.0,0.954088239067237,0.0,0.0004608215706136873,1.0,0.05442769124721598,0.13792848229674484,0.954528497364088,0.954528497364088,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
7.99,0.059979669955009016,0.1999999999999999,0.0009628562559291532,0.0011101648713180263,0.054424165516495024,0.05441985860498933,0.2758567600802192,0.2758565098435553,1.9993223318336335,1.9939077631826403,0.0,0.0,0.0,0.0,0.9540926197697464,0.0,0.00046078732244860226,1.0,0.05442804188140612,0.1379284924656505,0.9545285092360596,0.9545285092360596,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.0,0.05997987224233656,0.1999999999999999,0.0009624451581706178,0.0011086970746047563,0.054424551221820605,0.054420287150560014,0.2758567824533813,0.2758565347407776,1.9993290747445516,1.9939616726992577,0.0,0.0,0.0,0.0,0.9540969570010672,0.0,0.000460753372186777,1.0,0.054428389027648245,0.1379285025348711,0.9545285209881991,0.9545285209881991,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.01,0.05998007251687156,0.1999999999999999,0.0009620374782294775,0.0011072398092774704,0.05442493309044195,0.05442071143344091,0.2758568046043263,0.27585655938703435,1.999335750562385,1.9940151125654006,0.0,0.0,0.0,0.0,0.9541012511925596,0.0,0.00046071971726960087,1.0,0.05442873272062983,0.13792851250550675,0.9545285326218724,0.9545285326218724,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.02,0.05998027079864165,0.1999999999999999,0.0009616331879500178,0.0011057930044144765,0.05442531116051255,0.05442113149601858,0.2758568265355431,0.275856583785182,1.999342359954721,1.9940680867899143,0.0,0.0,0.0,0.0,0.9541055027713049,0.0,0.0004606863551602352,1.0,0.05442907299469348,0.13792852237864395,0.9545285441384279,0.9545285441384279,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.03,0.059980467107475156,0.1999999999999999,0.0009612322594064097,0.0011043565895207585,0.05442568546980674,0.05442154738025837,0.27585684824948925,0.2758566079380405,1.9993489035825047,1.9941205993483648,0.0,0.0,0.0,0.0,0.9541097121601484,0.0,0.00046065328334342803,1.0,0.05442940988384053,0.13792853215535558,0.9545285555391969,0.9545285555391969,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.040000000000001,0.05998066146300313,0.1999999999999999,0.0009608346649008499,0.0011029304945260085,0.05442605605572339,0.0544219591277086,0.27585686974859125,0.2758566318483938,1.999355382100104,1.9941726541833045,0.0,0.0,0.0,0.0,0.9541138797777411,0.0,0.0004606204993253295,1.0,0.054429743421734254,0.13792854183670122,0.9545285668254936,0.9545285668254936,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.05,0.059980853884661296,0.1999999999999999,0.0009604403769617167,0.0011015146497826609,0.05442642295528971,0.054422366779504724,0.27585689103524513,0.2758566555189903,1.999361796155376,1.994224255204535,0.0,0.0,0.0,0.0,0.9541180060385813,0.0,0.00046058800063331036,1.0,0.05443007364170338,0.1379285514237274,0.9545285779986153,0.9545285779986153,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.06,0.05998104439169197,0.1999999999999999,0.0009600493683417391,0.0011001089860639272,0.05442678620516487,0.054422770376373414,0.27585691211181684,0.2758566789525435,1.999368146389732,1.9942754062893693,0.0,0.0,0.0,0.0,0.954122091353056,0.0,0.00046055578481578026,1.0,0.0544304005767453,0.1379285609174675,0.9545285890598432,0.9545285890598432,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.07,0.05998123300314601,0.1999999999999999,0.0009596616120161817,0.0010987134345618323,0.05442714584164369,0.0544231699586366,0.2758569329806426,0.2758567021517323,1.9993744334382002,1.99432611128289,0.0,0.0,0.0,0.0,0.9541261361274812,0.0,0.00046052384944200877,1.0,0.05443072425952942,0.1379285703189423,0.9545286000104416,0.9545286000104416,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.08,0.059981419737884734,0.1999999999999999,0.0009592770811810438,0.001097327926885253,0.054427501900660265,0.054423565566215505,0.2758569536440294,0.2758567251192016,1.999380657929491,1.9943763739982086,0.0,0.0,0.0,0.0,0.9541301407641426,0.0,0.00046049219210194786,1.0,0.05443104472240041,0.1379285796291599,0.9545286108516592,0.9545286108516592,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.09,0.05998160461458176,0.1999999999999999,0.0009588957492512731,0.0010959523950579576,0.054427854417791514,0.054423957238634635,0.2758569741042553,0.2758567478575628,1.9993868204860585,1.994426198216719,0.0,0.0,0.0,0.0,0.9541341056613354,0.0,0.0004604608104060558,1.0,0.0544313619973814,0.13792858884911588,0.9545286215847288,0.9545286215847288,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.1,0.05998178765172492,0.1999999999999999,0.0009585175898589929,0.0010945867715166468,0.054428203428260755,0.05442434501502569,0.27585699436356986,0.2758567703693941,1.9993929217241637,1.994475587688353,0.0,0.0,0.0,0.0,0.9541380312134038,0.0,0.00046042970198512237,1.0,0.0544316761161772,0.13792859797979368,0.9545286322108675,0.9545286322108675,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.11,0.05998196886761807,0.1999999999999999,0.0009581425768517448,0.0010932309891089982,0.054428548966941194,0.05442472893413147,0.27585701442419464,0.2758567926572411,1.9993989622539354,1.994524546131831,0.0,0.0,0.0,0.0,0.9541419178107805,0.0,0.00046039886449009577,1.0,0.054431987110177445,0.13792860702216456,0.9545286427312768,0.9545286427312768,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.120000000000001,0.05998214828038296,0.1999999999999999,0.0009577706842907438,0.0010918849810917103,0.05442889106835943,0.054425109034309756,0.2758570342883234,0.2758568147236173,1.9994049426794316,1.994573077234912,0.0,0.0,0.0,0.0,0.9541457658400251,0.0,0.000460368295591911,1.0,0.05443229501045975,0.13792861597718784,0.9545286531471433,0.9545286531471433,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.13,0.05998232590796101,0.1999999999999999,0.0009574018864491493,0.001090548681128552,0.05442922976669886,0.05442548535353709,0.2758570539581227,0.27585683657100435,1.9994108635986998,1.9946211846546418,0.0,0.0,0.0,0.0,0.9541495756838625,0.0,0.00046033799298132055,1.0,0.054432599847792786,0.13792862484581106,0.9545286634596387,0.9545286634596387,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.14,0.05998250176811512,0.1999999999999999,0.0009570361578103479,0.0010892220232884106,0.05442956509580312,0.05442585792941261,0.275857073435732,0.27585685820185263,1.9994167256038369,1.9946688720175987,0.0,0.0,0.0,0.0,0.9541533477212211,0.0,0.0004603079543687248,1.0,0.05443290165263933,0.13792863362897023,0.9545286736699194,0.9545286736699194,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.15,0.059982675878431466,0.1999999999999999,0.0009566734730662515,0.0010879049420433452,0.05442989708917943,0.05442622679916176,0.2758570927232643,0.27585687961858163,1.9994225292810484,1.9947161429201383,0.0,0.0,0.0,0.0,0.9541570823272701,0.0,0.00046027817748400563,1.0,0.054433200455159376,0.13792864232758972,0.9545286837791278,0.9545286837791278,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.16,0.05998284825632122,0.1999999999999999,0.0009563138071156086,0.0010865973722666415,0.05443022578000197,0.054426591999640006,0.2758571118228063,0.2758569008235805,1.9994282752107067,1.9947630009286355,0.0,0.0,0.0,0.0,0.9541607798734575,0.0,0.00046024866007636104,1.0,0.05443349628521309,0.13792865094258275,0.9545286937883917,0.9545286937883917,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.17,0.05998301891902231,0.1999999999999999,0.0009559571350623284,0.0010852992492308684,0.054430551201115146,0.05442695356733652,0.2758571307364188,0.27585692181920823,1.9994339639674097,1.9948094495797248,0.0,0.0,0.0,0.0,0.9541644407275459,0.0,0.00046021939991413967,1.0,0.05443378917236371,0.13792865947485133,0.9545287036988245,0.9545287036988245,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.18,0.05998318788360115,0.1999999999999999,0.0009556034322138196,0.0010840105086059395,0.054430873385036896,0.05442731153837781,0.2758571494661373,0.27585694260779425,1.9994395961200377,1.99485549238054,0.0,0.0,0.0,0.0,0.95416806525365,0.0,0.00046019039478467915,1.0,0.054434079145880665,0.13792866792528652,0.9545287135115259,0.9545287135115259,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.19,0.05998335516695435,0.1999999999999999,0.0009552526740793412,0.0010827310864571747,0.054431192363961906,0.05442766594853132,0.2758571680139719,0.27585696319163877,1.9994451722318107,1.99490113280895,0.0,0.0,0.0,0.0,0.9541716538122724,0.0,0.0004601616424941451,1.0,0.054434366234742404,0.13792867629476838,0.9545287232275819,0.9545287232275819,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.2,0.059983520785810374,0.1999999999999999,0.0009549048363683677,0.0010814609192433672,0.05443150816976485,0.054428016833209004,0.275857186381908,0.27585698357301325,1.9994506928603446,1.9949463743137952,0.0,0.0,0.0,0.0,0.9541752067603391,0.0,0.0004601331408673696,1.0,0.05443465046763925,0.13792868458416643,0.9545287328480646,0.9545287328480646,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.21,0.05998368475673124,0.1999999999999999,0.0009545598949889663,0.0010801999438148514,0.05443182083400355,0.05442836422747083,0.2758572045719065,0.27585700375416067,1.9994561585577066,1.9949912203151192,0.0,0.0,0.0,0.0,0.9541787244512353,0.0,0.0004601048877476941,1.0,0.05443493187297627,0.13792869279433953,0.9545287423740328,0.9545287423740328,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.22,0.05998384709611419,0.1999999999999999,0.0009542178260461881,0.0010789480974115763,0.05443213038792212,0.0544287081660283,0.2758572225859041,0.2758570237372961,1.9994615698704714,1.995035674204402,0.0,0.0,0.0,0.0,0.9541822072348406,0.0,0.0004600768809968116,1.0,0.054435210478876214,0.13792870092613618,0.9545287518065323,0.9545287518065323,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.23,0.05998400782019329,0.1999999999999999,0.0009538786058404712,0.00107770531766118,0.05443243686245408,0.05442904868324792,0.27585724042581383,0.2758570435246068,1.9994669273397747,1.995079739344789,0.0,0.0,0.0,0.0,0.9541856554575635,0.0,0.00046004911849461096,1.0,0.05443548631318218,0.1379287089803945,0.9545287611465955,0.9545287611465955,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.24,0.05998416694504108,0.1999999999999999,0.0009535422108660578,0.001076471542577068,0.05443274028822546,0.05442938581315457,0.27585725809352507,0.27585706311825303,1.9994722315013678,1.9951234190713192,0.0,0.0,0.0,0.0,0.9541890694623758,0.0,0.0004600215981390229,1.0,0.05443575940346051,0.1379287169579426,0.9545287703952421,0.9545287703952421,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.25,0.05998432448657018,0.1999999999999999,0.0009532086178094227,0.0010752467105564964,0.05443304069555783,0.054429719589434954,0.2758572755909041,0.2758570825203679,1.9994774828856712,1.9951667166911515,0.0,0.0,0.0,0.0,0.9541924495888469,0.0,0.000459994317845866,1.0,0.05443602977700345,0.13792872485959842,0.9545287795534793,0.9545287795534793,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.26,0.059984480460534874,0.1999999999999999,0.0009528778035477154,0.0010740307603786564,0.05443333811447135,0.05443005004544094,0.27585729291979433,0.27585710173305816,1.9994826820178278,1.9952096354837898,0.0,0.0,0.0,0.0,0.9541957961731771,0.0,0.0004599672755486948,1.0,0.0544362974608319,0.13792873268617023,0.9545287886223013,0.9545287886223013,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
8.27,0.05998463488253269,0.1999999999999999,0.0009525497451472141,0.0010728236312027644,0.054433632574687724,0.05443037721419288,0.2758573100820166,0.27585712075840435,1.999487829417755,1.9952521787013053,0.0,0.0,0.0,0.0,0.9541991095482316,0.0,0.00045994046919865133,1.0,0.05443656248169815,0.1379287404384564,0.9545287976026903,0.9545287976026903,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
