T,H,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,LONGCUR,M,N,POT,PRC,SOD,TAUP,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,V,X1,Y1
793.0,0.9490422,0.46889448,0.46188608,0.45316502,0.44433746,0.43625742,0.42919749,0.42311504,0.41786975,0.41332269,0.40936071,0.40589452,0.40285274,0.400177,0.39781862,0.3957366,0.39389619,0.39226758,0.39082518,0.38954696,0.38841367,0.38740861,0.38651711,0.38572627,0.38502476,0.38440248,0.38385054,0.38336113,0.38292718,0.38254255,0.38220173,0.38189986,0.38163263,0.3813962,0.38118723,0.38100269,0.38083997,0.38069674,0.38057092,0.38046071,0.38036454,0.380281,0.38020894,0.38014728,0.38009512,0.38005176,0.38001654,0.37998897,0.37996861,0.3799552,0.37994856,0.6508345,0.00033342341,0.044864874,0.0052880286,-551.70001,-3.7622493e-07,0.0,-81.082008,-78.373009,-75.675972,-73.095818,-70.718559,-68.607254,-66.800415,-65.31279,-64.138222,-63.253933,-62.625488,-62.211876,-61.970001,-61.858391,-61.839779,-61.88266,-61.96191,-62.058632,-62.159542,-62.256039,-62.34317,-62.418667,-62.482082,-62.534077,-62.575916,-62.609108,-62.635155,-62.65543,-62.671124,-62.68322,-62.692509,-62.699608,-62.705009,-62.709087,-62.712128,-62.714355,-62.71595,-62.717045,-62.717758,-62.718178,-62.718372,-62.71841,-62.718334,-62.718189,-62.718006,-62.717819,-62.71764,-62.717495,-62.717392,-62.717335,-83.685341,0.031000309,0.080478385
794.0,0.97549403,0.47001135,0.46294442,0.45414364,0.44521132,0.43700489,0.42980665,0.42358652,0.4182151,0.41356036,0.40951183,0.40597987,0.40289086,0.40018344,0.39780593,0.39571446,0.39387164,0.39224562,0.39080903,0.38953844,0.38841361,0.38741711,0.3865338,0.38575044,0.38505557,0.38443905,0.38389209,0.38340682,0.38297635,0.38259462,0.38225615,0.38195625,0.38169062,0.38145554,0.38124764,0.381064,0.38090199,0.38075936,0.38063401,0.38052419,0.38042834,0.38034511,0.38027322,0.38021174,0.38015974,0.38011649,0.38008136,0.38005382,0.38003352,0.38002017,0.38001353,0.37523308,0.00093203108,0.019686554,0.00024862413,-552.70001,-8.1702547e-06,0.0,-77.808395,-76.198212,-74.536201,-72.876427,-71.267342,-69.749916,-68.356293,-67.109177,-66.021805,-65.09864,-64.336472,-63.725891,-63.252926,-62.900661,-62.650768,-62.484783,-62.385155,-62.335968,-62.323399,-62.335915,-62.364277,-62.401394,-62.442059,-62.482674,-62.520916,-62.555454,-62.585678,-62.611473,-62.633049,-62.650791,-62.665173,-62.676689,-62.68581,-62.692966,-62.698528,-62.702812,-62.706074,-62.708534,-62.710365,-62.711704,-62.712666,-62.713337,-62.713791,-62.714085,-62.714264,-62.714363,-62.714413,-62.714432,-62.714436,-62.714436,-79.309334,0.011404376,0.06306944
795.0,0.98631412,0.47100598,0.46389174,0.45503384,0.44603142,0.43774238,0.43045235,0.4241364,0.41867054,0.41392741,0.40979978,0.40619981,0.40305448,0.40030199,0.39788967,0.3957724,0.39391145,0.39227352,0.39082998,0.38955629,0.38843119,0.38743642,0.38655612,0.38577655,0.38508579,0.3844735,0.38393056,0.38344908,0.38302201,0.38264328,0.3823075,0.38200983,0.38174614,0.38151267,0.38130614,0.38112363,0.38096258,0.38082072,0.38069603,0.38058674,0.38049132,0.38040841,0.38033685,0.38027558,0.38022378,0.38018066,0.38014564,0.38011819,0.38009796,0.38008463,0.38007802,0.22812271,0.0020433597,0.01204445,4.0563333e-05,-553.70001,-8.4759558e-05,0.0,-74.99424,-73.98735,-72.918282,-71.818207,-70.716377,-69.639168,-68.609314,-67.64537,-66.761368,-65.966766,-65.266685,-64.662262,-64.151253,-63.728626,-63.38728,-63.118713,-62.913658,-62.762619,-62.656353,-62.586197,-62.544308,-62.523834,-62.518951,-62.52486,-62.537731,-62.554615,-62.573311,-62.592255,-62.610397,-62.627098,-62.642006,-62.654995,-62.666088,-62.6754,-62.683102,-62.689384,-62.694454,-62.698494,-62.701683,-62.70417,-62.706093,-62.707561,-62.708675,-62.709503,-62.710114,-62.710556,-62.710865,-62.711071,-62.711201,-62.711262,-75.906731,0.0041954359,0.047179308
796.0,0.99145782,0.4718565,0.46470684,0.45580888,0.44675881,0.43841386,0.43106112,0.42467821,0.41914406,0.41433406,0.41014329,0.40648553,0.40328881,0.40049183,0.39804199,0.39589384,0.3940081,0.39235088,0.39089283,0.38960862,0.38847637,0.38747713,0.38659447,0.38581419,0.38512391,0.3845129,0.38397178,0.38349238,0.38306758,0.38269109,0.38235742,0.38206178,0.38179991,0.38156807,0.38136297,0.38118172,0.38102174,0.38088077,0.38075686,0.3806482,0.38055333,0.38047087,0.38039967,0.3803387,0.38028714,0.38024423,0.38020936,0.38018203,0.38016188,0.38014859,0.380142,0.14121847,0.0037512712,0.011317976,3.5150373e-05,-554.70001,-0.00051592989,0.0,-72.657936,-72.015099,-71.313789,-70.573235,-69.811958,-69.047356,-68.295242,-67.569435,-66.8815,-66.240547,-65.653214,-65.123749,-64.654144,-64.244408,-63.892845,-63.596401,-63.350964,-63.151718,-62.993439,-62.870743,-62.778332,-62.711159,-62.664555,-62.634331,-62.616806,-62.608833,-62.607784,-62.611519,-62.618347,-62.626957,-62.636368,-62.645889,-62.655037,-62.663509,-62.671143,-62.67786,-62.683662,-62.688595,-62.692722,-62.696136,-62.698921,-62.701168,-62.702961,-62.704372,-62.705463,-62.706295,-62.706909,-62.70734,-62.707611,-62.707745,-73.222816,0.0015434147,0.034536824
797.0,0.99408644,0.47255579,0.46538311,0.45646021,0.44738001,0.43899873,0.43160409,0.42517516,0.41959274,0.41473389,0.41049528,0.40679196,0.40355289,0.40071747,0.39823341,0.39605543,0.39414424,0.39246562,0.39099002,0.38969174,0.38854843,0.38754079,0.38665199,0.38586742,0.38517439,0.38456181,0.38402009,0.38354078,0.38311654,0.38274097,0.38240847,0.38211408,0.38185346,0.38162288,0.38141897,0.38123882,0.38107985,0.38093978,0.38081667,0.38070872,0.38061443,0.38053247,0.38046169,0.3804011,0.38034981,0.38030714,0.38027245,0.38024527,0.38022524,0.38021201,0.38020545,0.086972103,0.0060270517,0.013902036,8.6397595e-05,-555.70001,-0.0021082654,0.0,-70.738792,-70.327507,-69.865219,-69.364243,-68.836716,-68.29435,-67.748192,-67.208328,-66.683685,-66.181839,-65.708961,-65.269753,-64.867493,-64.504128,-64.180367,-63.895821,-63.649227,-63.438564,-63.261269,-63.114388,-62.994755,-62.899109,-62.824223,-62.766994,-62.724522,-62.694157,-62.673523,-62.660553,-62.653458,-62.650745,-62.651176,-62.653759,-62.657711,-62.66243,-62.667469,-62.672512,-62.677334,-62.681797,-62.685825,-62.689381,-62.692463,-62.695091,-62.697292,-62.699108,-62.700577,-62.701736,-62.702618,-62.703255,-62.703667,-62.703869,-71.086678,0.00056779059,0.025015773
798.0,0.99541628,0.47310928,0.46592522,0.4569903,0.44789428,0.43949202,0.43207133,0.42561233,0.41999701,0.41510376,0.41083029,0.40709263,0.40382057,0.40095407,0.39844134,0.39623734,0.3943029,0.39260393,0.39111075,0.38979751,0.38864174,0.38762388,0.38672686,0.38593581,0.38523784,0.38462165,0.38407734,0.38359636,0.38317114,0.38279516,0.38246262,0.38216853,0.38190845,0.38167852,0.38147533,0.38129592,0.3811377,0.38099834,0.38087589,0.38076857,0.38067484,0.38059339,0.38052306,0.38046283,0.38041183,0.38036942,0.38033494,0.38030794,0.380288,0.38027486,0.38026837,0.051914394,0.0087491535,0.018285019,0.00027387415,-556.70001,-0.0063665686,0.0,-69.167107,-68.908119,-68.605949,-68.268715,-67.904541,-67.521469,-67.127266,-66.729271,-66.334229,-65.948135,-65.576164,-65.222626,-64.8909,-64.583488,-64.302048,-64.047432,-63.819805,-63.618702,-63.443153,-63.291779,-63.162888,-63.054581,-62.964836,-62.891571,-62.832741,-62.786358,-62.750557,-62.723606,-62.703953,-62.690197,-62.681133,-62.675713,-62.673058,-62.672436,-62.673256,-62.675041,-62.677418,-62.680107,-62.682899,-62.685638,-62.688225,-62.690594,-62.692703,-62.694538,-62.696087,-62.697357,-62.698357,-62.699097,-62.699585,-62.699825,-69.374763,0.0002088785,0.018023565
799.0,0.99598968,0.47353038,0.46634468,0.45740849,0.44830805,0.43989676,0.4324623,0.42598552,0.42034936,0.41543314,0.41113541,0.40737304,0.40407637,0.40118596,0.39865041,0.39642507,0.39447093,0.39275408,0.39124489,0.38991755,0.38874948,0.38772106,0.3868151,0.38601664,0.38531259,0.38469151,0.38414338,0.38365945,0.38323206,0.38285455,0.382521,0.38222629,0.38196594,0.38173598,0.38153297,0.38135386,0.38119599,0.38105708,0.38093507,0.3808282,0.38073492,0.38065386,0.38058388,0.38052401,0.38047332,0.38043118,0.3803969,0.38037005,0.38035023,0.38033718,0.38033071,0.028612431,0.011752738,0.023662847,0.00080278062,-557.70001,-0.015262295,0.0,-67.878998,-67.722794,-67.530388,-67.307274,-67.059021,-66.791199,-66.509361,-66.218849,-65.924736,-65.631668,-65.343842,-65.06488,-64.797867,-64.545296,-64.309059,-64.090515,-63.89048,-63.709309,-63.546925,-63.402893,-63.276474,-63.166698,-63.072414,-62.992348,-62.925159,-62.86948,-62.823967,-62.787304,-62.758255,-62.735668,-62.718498,-62.705795,-62.696724,-62.690556,-62.686665,-62.684517,-62.683674,-62.683769,-62.684517,-62.685677,-62.687069,-62.68856,-62.690041,-62.691437,-62.692699,-62.693787,-62.694675,-62.695351,-62.695808,-62.696037,-67.993446,7.6842109e-05,0.012950862
800.0,0.99608135,0.47383595,0.4666563,0.45772713,0.4486312,0.44022012,0.4327814,0.42629635,0.42064869,0.4157185,0.41140509,0.40762585,0.40431175,0.40140378,0.39885095,0.39660889,0.3946389,0.3929072,0.39138433,0.39004454,0.38886529,0.38782698,0.38691235,0.38610637,0.38539591,0.38476941,0.38421679,0.38372922,0.3832989,0.38291907,0.38258377,0.38228774,0.38202646,0.38179588,0.38159251,0.38141325,0.38125539,0.38111657,0.38099471,0.38088807,0.38079503,0.38071424,0.38064453,0.3805849,0.38053444,0.38049248,0.38045838,0.38043168,0.38041198,0.38039899,0.38039255,0.01262265,0.014878656,0.029523633,0.0020136975,-558.70001,-0.03067453,0.0,-66.819237,-66.734299,-66.618881,-66.47683,-66.312057,-66.128532,-65.930267,-65.721199,-65.505142,-65.285706,-65.0662,-64.849625,-64.638618,-64.435425,-64.241905,-64.059517,-63.889343,-63.732121,-63.588242,-63.457813,-63.340672,-63.236443,-63.144569,-63.064354,-62.994991,-62.935612,-62.8853,-62.843132,-62.808193,-62.779602,-62.756519,-62.738163,-62.723812,-62.712811,-62.704582,-62.698608,-62.694443,-62.6917,-62.690056,-62.689232,-62.689007,-62.689194,-62.68964,-62.690235,-62.690884,-62.691513,-62.692074,-62.692524,-62.692837,-62.692997,-66.869728,2.8268645e-05,0.0092930933
801.0,0.99584782,0.47404277,0.46687511,0.45795938,0.44887471,0.44047096,0.43303522,0.42654923,0.42089733,0.41596028,0.41163793,0.40784827,0.40452266,0.40160254,0.39903727,0.39678276,0.39480057,0.39305717,0.39152318,0.39017296,0.38898411,0.38793704,0.38701451,0.38620153,0.38548487,0.38485301,0.38429573,0.3838042,0.38337058,0.38298804,0.38265049,0.38235271,0.38209003,0.38185838,0.3816542,0.38147438,0.38131613,0.3811771,0.38105515,0.38094848,0.38085547,0.3807748,0.38070521,0.38064569,0.38059539,0.38055354,0.38051957,0.38049296,0.38047335,0.38046041,0.38045397,0.00115896,0.018003803,0.03552017,0.0043366961,-559.70001,-0.053905267,0.0,-65.941307,-65.907524,-65.847626,-65.764473,-65.660934,-65.539917,-65.404396,-65.257339,-65.101662,-64.94017,-64.77549,-64.610062,-64.446098,-64.285538,-64.130074,-63.98111,-63.839787,-63.706974,-63.583298,-63.469143,-63.364689,-63.269924,-63.184677,-63.108635,-63.04137,-62.982388,-62.931107,-62.886921,-62.849194,-62.817287,-62.790573,-62.76844,-62.750313,-62.735649,-62.723942,-62.714741,-62.70763,-62.702244,-62.698265,-62.695412,-62.693439,-62.69215,-62.691368,-62.690952,-62.690788,-62.690777,-62.690853,-62.690952,-62.69104,-62.691093,-65.945938,1.0399473e-05,0.0066637206
802.0,0.99538702,0.47416613,0.46701494,0.45811751,0.44904929,0.44065824,0.43323106,0.42674977,0.42109928,0.41616091,0.41183504,0.40804008,0.40470782,0.40178007,0.39920646,0.39694324,0.39495218,0.39319992,0.39165729,0.39029878,0.3891021,0.38804767,0.38711834,0.38629913,0.38557687,0.38493997,0.38437825,0.38388285,0.38344586,0.3830604,0.38272044,0.3824206,0.38215622,0.38192323,0.38171795,0.38153726,0.38137835,0.38123885,0.38111654,0.38100964,0.38091651,0.38083571,0.38076609,0.38070661,0.38065633,0.38061452,0.3805806,0.38055405,0.38053444,0.38052157,0.38051516,-0.0075641209,0.021050524,0.041424736,0.0082035596,-560.70001,-0.085552804,0.0,-65.206688,-65.211372,-65.193047,-65.153984,-65.096436,-65.022644,-64.934914,-64.835548,-64.726837,-64.611,-64.490143,-64.366272,-64.241219,-64.116653,-63.994045,-63.874695,-63.759686,-63.649914,-63.546093,-63.448746,-63.358227,-63.274738,-63.198349,-63.128994,-63.066517,-63.010666,-62.961124,-62.917519,-62.879436,-62.846447,-62.818104,-62.793953,-62.773556,-62.756485,-62.742336,-62.730732,-62.72131,-62.713757,-62.707771,-62.703098,-62.699501,-62.696781,-62.694763,-62.693298,-62.692257,-62.69154,-62.691059,-62.690754,-62.690575,-62.690495,-65.17643,3.8257867e-06,0.0047765775
803.0,0.99476469,0.47421888,0.46708769,0.45821232,0.44916454,0.44079039,0.43337604,0.42690381,0.42125914,0.41632378,0.41199863,0.4082025,0.40486753,0.40193585,0.39935738,0.39708862,0.39509159,0.39333311,0.39178413,0.39041933,0.38921648,0.38815615,0.38722125,0.3863968,0.38566968,0.38502833,0.38446262,0.38396358,0.3835234,0.38313511,0.38279268,0.38249072,0.38222456,0.38199002,0.38178346,0.38160172,0.38144198,0.38130176,0.38117895,0.3810716,0.38097817,0.38089716,0.38082737,0.38076776,0.3807174,0.38067558,0.38064161,0.38061506,0.38059548,0.38058257,0.38057616,-0.014699852,0.023982128,0.047103506,0.013970852,-561.70001,-0.12571137,0.0,-64.584,-64.61937,-64.633667,-64.628914,-64.607002,-64.569801,-64.519203,-64.457085,-64.385307,-64.305695,-64.219978,-64.129814,-64.036758,-63.94223,-63.847523,-63.753788,-63.662029,-63.573116,-63.487759,-63.406544,-63.32991,-63.258183,-63.191559,-63.130142,-63.073944,-63.022888,-62.976833,-62.935589,-62.898907,-62.86652,-62.838127,-62.813416,-62.792065,-62.773758,-62.758183,-62.745033,-62.734028,-62.724888,-62.717373,-62.711243,-62.706299,-62.702351,-62.699238,-62.696808,-62.69495,-62.69355,-62.692532,-62.691822,-62.691376,-62.691162,-64.5252,1.4074822e-06,0.0034232342
804.0,0.99402606,0.47421151,0.46710318,0.45825288,0.4492287,0.44087473,0.43347663,0.42701688,0.42138144,0.41645256,0.41213152,0.4083375,0.40500301,0.40207043,0.39949,0.39721841,0.39521787,0.39345539,0.39190215,0.39053288,0.3893255,0.38826066,0.38732138,0.3864927,0.38576159,0.38511649,0.38454729,0.38404509,0.38360199,0.38321111,0.38286632,0.38256231,0.38229433,0.38205823,0.38185033,0.38166744,0.38150674,0.38136572,0.38124222,0.38113436,0.38104045,0.38095912,0.38088906,0.38082924,0.38077873,0.38073677,0.38070273,0.38067612,0.38065648,0.38064355,0.38063714,-0.02100032,0.026793081,0.052494608,0.021892048,-562.70001,-0.17431033,0.0,-64.04792,-64.109428,-64.150803,-64.174019,-64.180824,-64.172905,-64.151932,-64.119522,-64.077286,-64.026764,-63.96946,-63.906776,-63.84005,-63.770512,-63.699303,-63.627453,-63.555878,-63.485386,-63.416672,-63.350323,-63.286819,-63.226536,-63.169758,-63.11668,-63.067425,-63.02203,-62.980484,-62.942711,-62.9086,-62.877998,-62.850719,-62.826565,-62.805317,-62.786747,-62.770626,-62.756725,-62.744827,-62.734707,-62.726166,-62.719013,-62.713074,-62.708179,-62.704193,-62.700981,-62.698433,-62.696457,-62.694965,-62.693905,-62.693222,-62.69289,-63.963917,5.1786384e-07,0.0024530999
805.0,0.99320215,0.47415233,0.46706933,0.45824665,0.44924864,0.44091752,0.43353835,0.42709389,0.42147046,0.41655082,0.41223663,0.40844741,0.40511599,0.40218502,0.39960498,0.39733276,0.39533085,0.39356634,0.3920106,0.3906385,0.38942805,0.38836002,0.3874175,0.38658559,0.38585135,0.38520321,0.38463116,0.38412625,0.38368061,0.38328743,0.38294056,0.38263464,0.38236496,0.38212734,0.38191813,0.38173407,0.38157237,0.38143048,0.38130626,0.38119775,0.38110337,0.38102159,0.38095117,0.38089105,0.38084033,0.38079819,0.38076404,0.3807373,0.38071761,0.38070461,0.38069817,-0.026971012,0.029499657,0.05758848,0.032142568,-563.70001,-0.23145157,0.0,-63.578018,-63.663319,-63.728569,-63.775814,-63.806835,-63.823277,-63.826714,-63.818665,-63.800583,-63.773869,-63.739853,-63.699791,-63.654865,-63.606182,-63.554756,-63.501518,-63.447308,-63.392876,-63.338886,-63.285908,-63.234432,-63.18486,-63.13752,-63.092659,-63.050465,-63.011059,-62.974506,-62.940823,-62.909985,-62.881927,-62.856556,-62.833759,-62.8134,-62.795322,-62.779377,-62.765388,-62.753201,-62.742649,-62.73357,-62.725819,-62.719246,-62.713722,-62.709122,-62.705341,-62.702282,-62.699863,-62.698009,-62.696667,-62.695797,-62.695366,-63.470135,1.9062462e-07,0.0017578132
806.0,0.99231309,0.47404775,0.46699232,0.4581995,0.44922996,0.44092393,0.43356597,0.42713907,0.42152992,0.41662177,0.41231668,0.40853447,0.40520823,0.40228093,0.39970326,0.39743236,0.3954308,0.39366594,0.39210925,0.39073575,0.38952357,0.38845351,0.38750878,0.38667461,0.38593805,0.38528761,0.38471329,0.38420618,0.38375852,0.38336337,0.38301468,0.38270709,0.38243589,0.38219687,0.38198641,0.38180125,0.38163853,0.38149577,0.38137081,0.38126168,0.3811667,0.38108444,0.38101366,0.38095322,0.3809022,0.38085985,0.38082552,0.38079864,0.38077885,0.38076583,0.38075936,-0.032977678,0.032133628,0.062412072,0.044881169,-564.70001,-0.29771128,0.0,-63.157623,-63.265953,-63.353523,-63.422592,-63.475075,-63.512691,-63.537041,-63.549625,-63.551865,-63.545082,-63.530529,-63.50938,-63.482727,-63.451584,-63.416889,-63.379498,-63.340199,-63.29969,-63.258602,-63.217491,-63.176838,-63.137054,-63.098488,-63.06142,-63.026077,-62.99263,-62.961201,-62.931862,-62.904655,-62.879581,-62.856621,-62.835712,-62.816788,-62.799755,-62.784523,-62.770969,-62.758991,-62.748463,-62.739269,-62.731297,-62.724438,-62.718578,-62.713631,-62.709503,-62.706116,-62.7034,-62.701298,-62.699764,-62.698761,-62.698265,-63.025715,7.028089e-08,0.0012595614
807.0,0.99137008,0.47390261,0.46687695,0.45811611,0.44917703,0.44089815,0.43356341,0.42715597,0.42156309,0.41666836,0.4123742,0.40860081,0.40528157,0.40235966,0.39978603,0.39751798,0.39551833,0.39375454,0.39219826,0.39082459,0.38961178,0.38854074,0.38759482,0.38675925,0.38602111,0.38536906,0.38479307,0.38428432,0.38383502,0.38343829,0.38308811,0.38277909,0.38250658,0.38226634,0.38205475,0.38186857,0.38170496,0.3815614,0.38143569,0.3813259,0.38123038,0.38114765,0.38107643,0.38101563,0.38096434,0.38092172,0.38088718,0.38086018,0.38084027,0.38082716,0.38082066,-0.039324161,0.034739707,0.067018025,0.060332201,-565.70001,-0.37445703,0.0,-62.772705,-62.904545,-63.014172,-63.10416,-63.176666,-63.233585,-63.276634,-63.307388,-63.327293,-63.337692,-63.339813,-63.334805,-63.323715,-63.307526,-63.287121,-63.263317,-63.236862,-63.208431,-63.178619,-63.147972,-63.116962,-63.085999,-63.055447,-63.0256,-62.996708,-62.968979,-62.94257,-62.917595,-62.894142,-62.872257,-62.851967,-62.833263,-62.816132,-62.800522,-62.786385,-62.773655,-62.76226,-62.752121,-62.743156,-62.735287,-62.728428,-62.722504,-62.717442,-62.713169,-62.709629,-62.706764,-62.704529,-62.702885,-62.701805,-62.701271,-62.615406,2.6059034e-08,0.00090252748
808.0,0.99037606,0.4737204,0.46672675,0.45799994,0.44909334,0.44084343,0.43353373,0.42714757,0.42157263,0.41669294,0.41241136,0.40864837,0.40533763,0.40242261,0.39985442,0.39759064,0.39559415,0.39383265,0.3922779,0.39090514,0.38969272,0.38862169,0.38767537,0.38683915,0.3861002,0.38544714,0.38487008,0.38436016,0.38390967,0.38351178,0.38316041,0.38285029,0.38257667,0.38233542,0.38212287,0.38193578,0.38177136,0.38162702,0.38150066,0.38139027,0.38129422,0.38121101,0.38113937,0.38107821,0.38102663,0.38098377,0.38094905,0.38092187,0.38090184,0.38088864,0.38088211,-0.046317536,0.037377037,0.07147935,0.078888051,-566.70001,-0.46429744,0.0,-62.410763,-62.56778,-62.700333,-62.811443,-62.903618,-62.979031,-63.039593,-63.087032,-63.122906,-63.148621,-63.165459,-63.17458,-63.177052,-63.17384,-63.165825,-63.153809,-63.138519,-63.120613,-63.100685,-63.079258,-63.056805,-63.033745,-63.010433,-62.987186,-62.964268,-62.941902,-62.920277,-62.899536,-62.879795,-62.861137,-62.843624,-62.827286,-62.812141,-62.798187,-62.785404,-62.773762,-62.763226,-62.753746,-62.745274,-62.737755,-62.731136,-62.725361,-62.720379,-62.716141,-62.712597,-62.709709,-62.707443,-62.705769,-62.704662,-62.704117,-62.225494,9.8525588e-09,0.00064669381
809.0,0.9893257,0.47350335,0.46654403,0.45785344,0.44898129,0.44076225,0.43347931,0.4271161,0.42156067,0.41669759,0.41243002,0.40867883,0.40537795,0.40247107,0.39990959,0.39765117,0.395659,0.39390087,0.39234865,0.39097774,0.3897666,0.38869637,0.38775045,0.38691428,0.38617513,0.38552168,0.38494405,0.38443345,0.38398218,0.38358349,0.38323128,0.3829203,0.38264585,0.38240376,0.38219044,0.38200262,0.38183749,0.3816925,0.38156554,0.38145462,0.38135806,0.3812744,0.3812024,0.38114092,0.38108903,0.38104594,0.38101101,0.38098365,0.38096353,0.38095027,0.38094369,-0.054339327,0.04012597,0.075890027,0.10125374,-567.70001,-0.57188928,0.0,-62.059658,-62.244843,-62.402393,-62.535931,-62.648445,-62.742485,-62.820274,-62.88377,-62.934704,-62.974628,-63.004917,-63.02681,-63.04142,-63.049747,-63.052692,-63.051067,-63.045612,-63.036987,-63.025776,-63.012516,-62.997677,-62.981682,-62.96489,-62.947632,-62.930183,-62.912788,-62.895641,-62.878914,-62.862747,-62.847252,-62.832508,-62.818581,-62.805515,-62.793335,-62.782055,-62.771671,-62.762173,-62.75354,-62.74575,-62.738773,-62.732574,-62.727116,-62.72237,-62.718304,-62.714882,-62.712074,-62.709862,-62.708221,-62.707134,-62.706596,-61.8423,3.9682915e-09,0.00046337812
810.0,0.98820335,0.47325242,0.46633014,0.45767811,0.44884256,0.44065633,0.43340194,0.42706326,0.42152891,0.41668385,0.41243166,0.40869352,0.4054037,0.40250614,0.39995244,0.39770049,0.3957136,0.39395976,0.39241096,0.39104277,0.38983369,0.38876495,0.38782009,0.38698465,0.38624588,0.38559255,0.38501483,0.38450399,0.38405237,0.38365319,0.38330045,0.3829889,0.38271385,0.38247117,0.38225722,0.38206884,0.38190314,0.38175765,0.38163015,0.38151875,0.38142177,0.38133776,0.3812654,0.38120359,0.38115144,0.38110813,0.381073,0.38104552,0.38102525,0.38101193,0.38100532,-0.06395337,0.04310371,0.080373444,0.1286954,-568.70001,-0.70560372,0.0,-61.705959,-61.924168,-62.11034,-62.268932,-62.403599,-62.517422,-62.613052,-62.692791,-62.758629,-62.812332,-62.855434,-62.889305,-62.91515,-62.93404,-62.946934,-62.954689,-62.958061,-62.957737,-62.954323,-62.948364,-62.940346,-62.930691,-62.919785,-62.907955,-62.895496,-62.882664,-62.869671,-62.856701,-62.843918,-62.831448,-62.819397,-62.80785,-62.796871,-62.78651,-62.776802,-62.767769,-62.759418,-62.751755,-62.744774,-62.738464,-62.732811,-62.727798,-62.723404,-62.719616,-62.716408,-62.713764,-62.71167,-62.710114,-62.70908,-62.708565,-61.450146,1.9048108e-09,0.00033202569
811.0,0.98697841,0.47296715,0.46608505,0.45747435,0.44867781,0.44052649,0.43330258,0.42699021,0.42147848,0.41665286,0.41241738,0.40869358,0.40541595,0.40252879,0.39998385,0.39773929,0.3957586,0.39400989,0.39246532,0.39110056,0.38989425,0.38882768,0.38788453,0.38705033,0.38631245,0.38565972,0.38508236,0.3845717,0.38412008,0.38372076,0.38336781,0.38305596,0.38278052,0.38253745,0.38232312,0.38213429,0.38196814,0.38182223,0.38169435,0.38158259,0.38148525,0.38140091,0.38132825,0.38126618,0.38121378,0.38117027,0.38113499,0.38110736,0.38108703,0.38107362,0.38106698,-0.076119527,0.046499472,0.08510422,0.16354969,-569.70001,-0.88140041,0.0,-61.332237,-61.591335,-61.812149,-62.000343,-62.160549,-62.296619,-62.411816,-62.508919,-62.590321,-62.658085,-62.713993,-62.759605,-62.79628,-62.825203,-62.847431,-62.863884,-62.875381,-62.882652,-62.886337,-62.887009,-62.88517,-62.881268,-62.875698,-62.868809,-62.860909,-62.852261,-62.843102,-62.83363,-62.824017,-62.814411,-62.804932,-62.795681,-62.786747,-62.778191,-62.770069,-62.762417,-62.755268,-62.748638,-62.742542,-62.736984,-62.73196,-62.727474,-62.723518,-62.720081,-62.717155,-62.714737,-62.712811,-62.711376,-62.710423,-62.709946,-61.02776,1.2848919e-09,0.00023790724
812.0,0.98559338,0.47264519,0.46580723,0.45724121,0.44848657,0.44037274,0.43318146,0.42689735,0.42140996,0.41660532,0.41238794,0.40867966,0.40541542,0.40253967,0.40000451,0.39776826,0.39579457,0.39405179,0.39251217,0.39115152,0.38994861,0.38888481,0.38794386,0.38711146,0.38637495,0.38572329,0.38514668,0.38463655,0.38418528,0.38378614,0.38343322,0.38312131,0.38284579,0.38260251,0.38238794,0.38219884,0.38203242,0.38188621,0.38175803,0.38164598,0.38154837,0.38146377,0.38139087,0.38132858,0.38127601,0.38123232,0.38119689,0.38116914,0.38114873,0.38113526,0.38112858,-0.092716552,0.050661039,0.09036015,0.21045077,-570.70001,-1.1332637,0.0,-60.911251,-61.224792,-61.490608,-61.716309,-61.908051,-62.070877,-62.208988,-62.325905,-62.424606,-62.50761,-62.577068,-62.634823,-62.682465,-62.721363,-62.752712,-62.777546,-62.796776,-62.811199,-62.82151,-62.828327,-62.832195,-62.833584,-62.83292,-62.830566,-62.826855,-62.822067,-62.816452,-62.810223,-62.80357,-62.79665,-62.789604,-62.782547,-62.775581,-62.768784,-62.762222,-62.755951,-62.750015,-62.744446,-62.739269,-62.734501,-62.73016,-62.726254,-62.722782,-62.719746,-62.717152,-62.714993,-62.713272,-62.711983,-62.711124,-62.710693,-60.540386,1.2654053e-09,0.00017046834
