Time,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1,k1,k2,k9,k3,k3a,k4,k4a,k5,k6,k10,k7,k7a,k8,k8a,kC1,kC2,j1,j3,j3a,j5,j7,j7a,compartment,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16
6.15,7.89990402044232e-05,6.057405818302662e-05,0.9671800206750493,0.030147785218835113,2.927073172302727e-09,2.2931665673635864e-13,1.716243386939565e-06,0.0011322822117781138,7.284217435413827e-06,0.0014703215471852786,3.2838992261177917e-12,3.570991843242384e-23,1.2767321803868195e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004990924185135789,0.0049913023942813935,9.406108988276555e-10,8.81009014116289e-12,0.0003605018786048424,8.736964621655265e-12,0.0003602394869186147,0.00023546053353320966,0.00023528022316386657,1.0630424786149563e-12,1.7537122201349272e-23,5.45923418180982e-07,2.1390241141021876e-25,5.438879088447851e-07,1.447719990574336e-10,2.2581074049782863e-07
6.16,7.89983750244651e-05,6.0570274855237865e-05,0.9671277584670421,0.03019408887160326,2.9363983192812486e-09,2.3004847288501705e-13,1.7188670337676659e-06,0.0011358950871478688,7.283762457101331e-06,0.0014726688120229362,3.2945381484683813e-12,3.588341578962149e-23,1.2787676053773472e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004990612480678437,0.0049909906480716006,9.420555727940218e-10,8.838083140704179e-12,0.0003610525289631958,8.76484681691915e-12,0.0003607901903878331,0.00023544582865253142,0.00023526552736437295,1.064739551092583e-12,1.759378946847354e-23,5.467903424132177e-07,2.149416605798327e-25,5.4475499989075e-07,1.447629569040185e-10,2.2579663617014125e-07
6.17,7.899771005065879e-05,6.056649194508619e-05,0.9670754995229169,0.030240383901257665,2.9457376312746797e-09,2.30781396944355e-13,1.7214901493696296e-06,0.0011395134774177399,7.283307529017614e-06,0.0014750159212432838,3.3051940409292673e-12,3.6057469914991284e-23,1.280802863559211e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004990300810625921,0.004990678936275103,9.434999777192391e-10,8.866118324762029e-12,0.0003616030678290693,8.792771223579925e-12,0.0003613407823526853,0.00023543112539479823,0.0002352508331872689,1.0664365110588941e-12,1.765054644942278e-23,5.476571956189052e-07,2.159842447907978e-25,5.456220198762239e-07,1.44753915748756e-10,2.2578253339954603e-07
6.18,7.89970452829657e-05,6.056270945248857e-05,0.967023243842312,0.03028667030926254,2.9550911051615255e-09,2.3151542864496465e-13,1.7241127338611022e-06,0.0011431373814679755,7.282852651152692e-06,0.0014773628748633112,3.3158669023733075e-12,3.6232081674478343e-23,1.282837954966045e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0049899891749714004,0.004990367258885058,9.449441136489914e-10,8.894195683080494e-12,0.00036215349522673206,8.820737831373154e-12,0.00036189126283744537,0.00023541642375968745,0.00023523614063223193,1.068133358526174e-12,1.7707393136326137e-23,5.48523977812366e-07,2.170301692301253e-25,5.464889688155353e-07,1.447448755914477e-10,2.2576843218573343e-07
6.19,7.899638072134719e-05,6.0558927377362015e-05,0.9669709914248659,0.030332948097081824,2.964458737820772e-09,2.3225056771750035e-13,1.7267347873577007e-06,0.0011467667981790344,7.282397823496583e-06,0.0014797096729000055,3.326556731673468e-12,3.640725193391583e-23,1.2848728796314753e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004989677573708036,0.004990055615894631,9.46387980628953e-10,8.922315205405999e-12,0.0003627038111804467,8.848746630036764e-12,0.0003624416318663814,0.0002354017237468763,0.00023522144969893963,1.069830093506704e-12,1.776432952131484e-23,5.493906890079182e-07,2.180794390841558e-25,5.473558467230084e-07,1.4473583643189523e-10,2.257543325283941e-07
6.2,7.899571636576471e-05,6.055514571962352e-05,0.9669187422702175,0.030379217266179172,2.9738405261318808e-09,2.32986813892678e-13,1.7293563099750102e-06,0.001150401726431583,7.281943046039309e-06,0.0014820563153703505,3.3372635277028145e-12,3.6582981559024863e-23,1.2869076375891176e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004989366006828994,0.004989744007296978,9.478315787047903e-10,8.950476881487329e-12,0.000363254015714469,8.876797609311031e-12,0.00036299188946375467,0.00023538702535604248,0.00023520676038706967,1.0715267160127633e-12,1.782135559652217e-23,5.502573292198752e-07,2.1913205953855893e-25,5.482226536129641e-07,1.4472679826990022e-10,2.2574023442721857e-07
6.21,7.899505221617966e-05,6.055136447919014e-05,0.9668664963780053,0.030425477818017996,2.9832364669747957e-09,2.337241669012755e-13,1.7319773018285863e-06,0.001154042165106498,7.281488318770894e-06,0.0014844028022913275,3.347987289334523e-12,3.675927141541465e-23,1.2889422288725796e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004989054474327437,0.0049894324330852675,9.492749079221615e-10,8.978680701075648e-12,0.00036380410885304866,8.904890758938597e-12,0.0003635420356538203,0.0002353723285868634,0.00023519207269629986,1.0732232260566297e-12,1.787847135408349e-23,5.511238984625471e-07,2.2018803577833374e-25,5.49089389499719e-07,1.4471776110526443e-10,2.257261378818977e-07
6.22,7.89943882725535e-05,6.054758365597893e-05,0.9668142537478681,0.030471729754061424,2.9926465572299375e-09,2.344626264741326e-13,1.7345977630339532e-06,0.0011576881130848657,7.281033641681363e-06,0.0014867491336799145,3.358728015441871e-12,3.693612236858237e-23,1.2909766535154595e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004988742976196534,0.004989120893252664,9.507179683267165e-10,9.006926653924487e-12,0.0003643540906204291,8.933026068664452e-12,0.0003640920704608268,0.00023535763343901676,0.00023517738662630802,1.074919623650578e-12,1.7935676786136242e-23,5.519903967502407e-07,2.212473729878084e-25,5.499560543975858e-07,1.4470872493778965e-10,2.2571204289212225e-07
6.23,7.899372453484764e-05,6.0543803249906964e-05,0.966762014379445,0.030517973075772323,3.0020707937782084e-09,2.352021923421508e-13,1.737217693706606e-06,0.0011613395692479816,7.280579014760746e-06,0.0014890953095530873,3.369485704898244e-12,3.7113535283913254e-23,1.2930109115513472e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004988431512429453,0.004988809387792334,9.521607599640965e-10,9.035214729789752e-12,0.0003649039610408468,8.961203528235947e-12,0.00036464199390901663,0.0002353429399121803,0.00023516270217677207,1.076615908806882e-12,1.7992971884819938e-23,5.528568240972577e-07,2.2231007635064038e-25,5.50822648320874e-07,1.4469968976727764e-10,2.2569794945758312e-07
6.24,7.899306100302356e-05,6.054002326089134e-05,0.9667097782723746,0.030564207784613287,3.011509173500986e-09,2.3594286423629365e-13,1.7398370939620078e-06,0.0011649965324773493,7.280124437999074e-06,0.0014914413299278177,3.380260356577129e-12,3.72915110266805e-23,1.2950450030138223e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004988120083019365,0.004988497916697447,9.536032828799346e-10,9.063544918429708e-12,0.00036545372013853237,8.989423127402788e-12,0.00036519180602262544,0.0002353282480060318,0.00023514801934737008,1.0783120815378123e-12,1.8050356642276133e-23,5.537231805178971e-07,2.2337615104981616e-25,5.516891712838883e-07,1.446906555935303e-10,2.256838575779713e-07
6.25,7.899239767704271e-05,6.0536243688849195e-05,0.966657545426296,0.03061043388204664,3.0209616932801295e-09,2.366846418875864e-13,1.7424559639155917e-06,0.0011686590016546832,7.2796699113863814e-06,0.0014937871948210758,3.3910519693521195e-12,3.747005046204535e-23,1.2970789279364565e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004987808687959443,0.004988186479961174,9.550455371198552e-10,9.091917209604996e-12,0.0003660033679377093,9.017684855917042e-12,0.0003657415068258827,0.0002353135577202491,0.0002351333381377801,1.0800081418556378e-12,1.810783105064848e-23,5.545894660264535e-07,2.244456022676516e-25,5.525556233009304e-07,1.4468162241634958e-10,2.2566976725297783e-07
6.26,7.899173455686655e-05,6.053246453369767e-05,0.9666053158408483,0.03065665136953445,3.0304283499979764e-09,2.374275250271162e-13,1.7450743036827605e-06,0.001172326975661906,7.279215434912705e-06,0.0014961329042498279,3.401860542096916e-12,3.764915445505708e-23,1.299112686352812e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004987497327242859,0.004987875077576688,9.56487522729475e-10,9.120331593078619e-12,0.0003665529044625954,9.045988703533127e-12,0.00036629109634301146,0.0002352988690545103,0.00023511865854768034,1.0817040897726255e-12,1.8165395102082695e-23,5.554556806372178e-07,2.255184351857919e-25,5.534220043862979e-07,1.4467259023553744e-10,2.2565567848229385e-07
6.2700000000000005,7.899107164245658e-05,6.052868579535392e-05,0.9665530895156705,0.03070286024853851,3.0399091405373444e-09,2.381715133860321e-13,1.7476921133788868e-06,0.0011760004533811507,7.2787610085680835e-06,0.0014984784582310379,3.4126860736853215e-12,3.7828823870652966e-23,1.3011462782964422e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004987186000862792,0.004987563709537164,9.579292397544015e-10,9.148788058615954e-12,0.0003671023297374015,9.074334660007824e-12,0.0003668405745982284,0.0002352841820084934,0.00023510398057674907,1.0833999253010404e-12,1.8223048788726564e-23,5.563218243644773e-07,2.2659465498521124e-25,5.542883145542844e-07,1.4466355905089587e-10,2.2564159126561058e-07
6.28,7.899040893377427e-05,6.0524907473735146e-05,0.9665008664504018,0.030749060520520337,3.049404061781527e-09,2.3891660669554487e-13,1.7503093931193119e-06,0.001179679433694758,7.27830663234256e-06,0.0015008238567816665,3.423528562991243e-12,3.8009059573658275e-23,1.3031797038008911e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004986874708812417,0.004987252375835777,9.593706882402346e-10,9.17728659598474e-12,0.00036765164378633217,9.10272271510026e-12,0.0003673899416157436,0.00023526949658187645,0.00023508930422466468,1.0850956484531448e-12,1.828079210272991e-23,5.571878972225149e-07,2.2767426684621303e-25,5.551545538191796e-07,1.44654528862227e-10,2.2562750560261936e-07
6.29,7.898974643078113e-05,6.052112956875854e-05,0.9664486466446813,0.030795252186941187,3.0589131106143e-09,2.396628046869273e-13,1.752926143019347e-06,0.001183363915485279,7.277852306226179e-06,0.0015031690999186718,3.4343880088886966e-12,3.818986242878633e-23,1.305212962899694e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004986563451084915,0.004986941076465704,9.60811868232565e-10,9.205827194955079e-12,0.00036820084663358545,9.13115285857193e-12,0.00036793919741976095,0.00023525481277433772,0.00023507462949110556,1.0867912592411998e-12,1.8338625036244672e-23,5.580538992256105e-07,2.287572759484301e-25,5.560207221952697e-07,1.4464549966933292e-10,2.2561342149301155e-07
6.3,7.898908413343865e-05,6.0517352080341346e-05,0.9663964300981485,0.030841435249262052,3.0684362839199165e-09,2.404101070915139e-13,1.7555423631942725e-06,0.0011870538976354742,7.277398030208988e-06,0.0015055141876590087,3.4452644102517994e-12,3.8371233300638445e-23,1.3072460556263772e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004986252227673465,0.0049866298114201275,9.62252779776976e-10,9.234409845299447e-12,0.0003687499383033531,9.159625080186679e-12,0.0003684883420344778,0.00023524013058555548,0.0002350599563757503,1.0884867576774632e-12,1.8396547581424815e-23,5.589198303880391e-07,2.2984368747082427e-25,5.568868196968367e-07,1.4463647147201582e-10,2.2559933893647864e-07
6.3100000000000005,7.898842204170837e-05,6.051357500840081e-05,0.9663442168104426,0.030887609708943657,3.0779735785831104e-09,2.411585136407012e-13,1.7581580537593391e-06,0.0011907493790283136,7.276943804281036e-06,0.0015078591200196295,3.4561577659547764e-12,3.8553173053703976e-23,1.3092789820144577e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004985941038571254,0.004986318580692227,9.636934229190422e-10,9.26303453679269e-12,0.0003692989188198205,9.188139369710717e-12,0.0003690373754840853,0.00023522545001520822,0.00023504528487827743,1.0901821437741921e-12,1.84545597304264e-23,5.597856907240734e-07,2.309335065916868e-25,5.57752846338159e-07,1.4462744427007795e-10,2.2558525793271213e-07
6.32,7.89877601555518e-05,6.050979835285421e-05,0.9662920067812029,0.030933775567446444,3.0875249914890903e-09,2.4190802406594734e-13,1.760773214829766e-06,0.0011944503585469746,7.276489628432377e-06,0.001510203897017483,3.467068074871955e-12,3.8735682552360254e-23,1.3113117420974436e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0049856298837714615,0.004986007384275187,9.65133797704329e-10,9.291701259211993e-12,0.00036984778820716634,9.216695716912593e-12,0.00036958629779276786,0.00023521077106297426,0.00023503061499836577,1.0918774175436402e-12,1.8512661475407524e-23,5.606514802479806e-07,2.320267384886379e-25,5.58618802133511e-07,1.4461841806332155e-10,2.255711784814037e-07
6.33,7.898709847493047e-05,6.0506022113618824e-05,0.966239800010069,0.0309799328262306,3.097090519523549e-09,2.426586380987725e-13,1.7633878465207424e-06,0.0011981568350748462,7.276035502653065e-06,0.0015125485186695158,3.4779953358777684e-12,3.891876266087266e-23,1.313344335908834e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004985318763267278,0.004985696222162192,9.665739041783948e-10,9.320410002336935e-12,0.00037039654648956307,9.245294111563233e-12,0.00037013510898470386,0.00023519609372853228,0.00023501594673569398,1.09357257899806e-12,1.857085280852837e-23,5.615171989740252e-07,2.331233883386272e-25,5.594846870971633e-07,1.4460939285154898e-10,2.25557100582245e-07
6.34,7.898643699980596e-05,6.050224629061198e-05,0.9661875964966804,0.03102608148675604,3.1066701595726548e-09,2.4341035547075873e-13,1.766001948947427e-06,0.0012018688074955253,7.275581426933159e-06,0.0015148929849926715,3.4889395478467568e-12,3.910241424339459e-23,1.3153767634821189e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004985007677051892,0.0049853850943464275,9.680137423867885e-10,9.349160755949445e-12,0.0003709451936911767,9.273934543435907e-12,0.00037068380908406495,0.00023518141801156072,0.00023500128008994102,1.0952676281497015e-12,1.8629133721951176e-23,5.623828469164677e-07,2.342234613179336e-25,5.603505012433826e-07,1.4460036863456264e-10,2.2554302423492793e-07
6.3500000000000005,7.898577573013978e-05,6.0498470883751014e-05,0.9661353962406767,0.03107222155048242,3.1162639085230574e-09,2.441631759135499e-13,1.7686155222249483e-06,0.0012055862746928193,7.275127401262718e-06,0.0015172372960038905,3.4999007096535633e-12,3.928663816396745e-23,1.3174090248507797e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0049846966251184885,0.004985074000821084,9.694533123750515e-10,9.377953509833814e-12,0.0003714937298361669,9.302617002306252e-12,0.0003712323981150167,0.00023516674391173837,0.00023498661506078577,1.096962565010813e-12,1.8687504207840246e-23,5.632484240895643e-07,2.35326962602165e-25,5.612162445864321e-07,1.4459134541216493e-10,2.2552894943914427e-07
6.36,7.898511466589352e-05,6.049469589295328e-05,0.9660831992416975,0.03111835301886911,3.125871763261883e-09,2.449170991588516e-13,1.7712285664684032e-06,0.001209309235550743,7.274673425631806e-06,0.0015195814517201102,3.5108788201729356e-12,3.947143528652064e-23,1.3194411200482881e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004984385607460264,0.004984762941579351,9.708926141887163e-10,9.406788253776702e-12,0.0003720421549486866,9.331341477952246e-12,0.00037178087610171786,0.00023515207142874408,0.0002349719516479073,1.0986573895936396e-12,1.874596425836194e-23,5.64113930507568e-07,2.364338973662586e-25,5.620819171405708e-07,1.4458232318415833e-10,2.2551487619458599e-07
6.37,7.898445380702874e-05,6.049092131813616e-05,0.9660310054993826,0.03116447589337522,3.1354937206767383e-09,2.4567212493843146e-13,1.7738410817928592e-06,0.0012130376889535222,7.274219500030489e-06,0.0015219254521582654,3.521873878279728e-12,3.9656806474871606e-23,1.321473049108107e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004984074624070411,0.00498445191661442,9.723316478733069e-10,9.435664977567125e-12,0.0003725904690528826,9.36010796015424e-12,0.00037232924306832113,0.00023513740056225663,0.00023495728985098476,1.1003521019104258e-12,1.8804513865684688e-23,5.649793661847274e-07,2.375442707844809e-25,5.629475189200536e-07,1.445733019503454e-10,2.2550080450094514e-07
6.38,7.898379315350702e-05,6.048714715921705e-05,0.9659788150133717,0.0312105901754596,3.1451297776557095e-09,2.4642825298411883e-13,1.7764530683133527e-06,0.0012167716337855915,7.2737656244488355e-06,0.001524269297335288,3.5328858828488987e-12,3.984275259272581e-23,1.3235048120636908e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0049837636749421235,0.004984140925919485,9.737704134743395e-10,9.464583670996465e-12,0.000373138672172895,9.388916438694928e-12,0.0003728774990389727,0.00023512273131195505,0.00023494262966969738,1.1020467019734133e-12,1.886315302197898e-23,5.658447311352879e-07,2.386580880304276e-25,5.638130499391323e-07,1.4456428171052873e-10,2.254867343579139e-07
6.390000000000001,7.898313270528997e-05,6.048337341611337e-05,0.9659266277833045,0.03125669586658083,3.154779931087361e-09,2.471854830278051e-13,1.7790645261448902e-06,0.0012205110689315945,7.2733117988769155e-06,0.0015266129872681072,3.543914832755512e-12,4.002927450367672e-23,1.3255364089484841e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004983452760068598,0.004983829969487742,9.75208911037322e-10,9.493544323858467e-12,0.00037368676433285805,9.417766903359374e-12,0.0003734256440378125,0.00023510806367751821,0.00023492797110372435,1.1037411897948415e-12,1.8921881719417363e-23,5.667100253734908e-07,2.397753542770235e-25,5.646785102120542e-07,1.4455526246451096e-10,2.254726657651844e-07
6.4,7.898247246233917e-05,6.047960008874257e-05,0.9658744438088211,0.031302792968197206,3.1644441778607346e-09,2.4794381480144323e-13,1.7816754554024468e-06,0.001224255993276384,7.272858023304803e-06,0.0015289565219736487,3.554960726874735e-12,4.0216373071205803e-23,1.3275678397959229e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004983141879443036,0.004983519047312388,9.766471406077528e-10,9.522546925949232e-12,0.000374234745556899,9.446659343934988e-12,0.0003739736780889736,0.00023509339765862534,0.00023491331415274514,1.105435565386948e-12,1.898069995017445e-23,5.675752489135733e-07,2.4089607469652275e-25,5.655438997530631e-07,1.4454624421209473e-10,2.254585987224489e-07
6.41,7.898181242461624e-05,6.047582717702211e-05,0.9658222630895614,0.031348881481766774,3.1741225148653544e-09,2.487032480370483e-13,1.7842858562009676e-06,0.0012280064057050223,7.272404297722575e-06,0.0015312999014688354,3.566023564081842e-12,4.040404915868258e-23,1.3295991046394341e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004982831033058634,0.004983208159386622,9.780851022311234e-10,9.551591467067224e-12,0.00037478261586913877,9.47559375021154e-12,0.00037452160121658314,0.00023507873325495564,0.00023489865881643916,1.107129828761968e-12,1.9039607706426912e-23,5.684404017697691e-07,2.420202544605086e-25,5.66409218576399e-07,1.4453722695308284e-10,2.254445332293998e-07
6.42,7.898115259208279e-05,6.047205468086947e-05,0.9657700856251654,0.031394961408747306,3.183814938991221e-09,2.494637824666971e-13,1.7868957286553671e-06,0.0012317623051027813,7.27195062212031e-06,0.0015336431257705879,3.5771033432522116e-12,4.059230362936455e-23,1.3316302035124356e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004982520220908598,0.004982897305703645,9.79522795952916e-10,9.580677937013264e-12,0.00037533037529369223,9.50457011198116e-12,0.00037506941344476156,0.00023506407046618836,0.00023488400509448599,1.108823979932135e-12,1.909860498035347e-23,5.693054839563083e-07,2.431478987398936e-25,5.672744666962976e-07,1.4452821068727804e-10,2.254304692857296e-07
6.43,7.898049296470047e-05,6.0468282600202175e-05,0.9657179114152732,0.0314410327505963,3.193521447128815e-09,2.502254178225283e-13,1.7895050728805299e-06,0.001235523690355142,7.2714969964880895e-06,0.0015359861948958233,3.5882000632613273e-12,4.078113734639726e-23,1.3336611364483362e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004982209442986132,0.00498258648625666,9.809602218186046e-10,9.609806325590541e-12,0.0003758780238546674,9.533588419038328e-12,0.00037561711479762325,0.0002350494092920028,0.00023486935298656526,1.1105180189096803e-12,1.9157691764134918e-23,5.701704954874167e-07,2.4427901270491957e-25,5.681396441269912e-07,1.4451919541448319e-10,2.2541640689113078e-07
6.44,7.897983354243088e-05,6.046451093493773e-05,0.9656657404595249,0.031487095508771004,3.203242036169097e-09,2.509881538367426e-13,1.7921138889913093e-06,0.0012392905603477947,7.271043420815997e-06,0.0015383291088614563,3.5993137229847785e-12,4.0970551172814284e-23,1.3356919034805359e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004981898699284438,0.00498227570103887,9.823973798736553e-10,9.638976622604593e-12,0.00037642556157616616,9.562648661179893e-12,0.0003761647052992758,0.00023503474973207844,0.00023485470249235668,1.112211945706833e-12,1.921686804995411e-23,5.710354363773168e-07,2.4541360152515754e-25,5.690047508827083e-07,1.445101811345012e-10,2.254023460452959e-07
6.45,7.89791743252357e-05,6.046073968499371e-05,0.9656135727575608,0.03153314968472837,3.212976703003503e-09,2.5175199024160214e-13,1.7947221771025279e-06,0.0012430629139666383,7.2705898950941195e-06,0.001540671867684398,3.6104443212982563e-12,4.116054597153714e-23,1.3377225046424251e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004981587989796725,0.0049819649500434824,9.83834270163525e-10,9.66818881786332e-12,0.0003769729884822838,9.591750828205042e-12,0.0003767121849738206,0.0002350200917860948,0.00023484005361154003,1.1139057603358197e-12,1.9276133829995927e-23,5.719003066402268e-07,2.4655167036950743e-25,5.698697869776731e-07,1.4450116784713498e-10,2.2538828674791772e-07
