Time,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1,k1,k2,k9,k3,k3a,k4,k4a,k5,k6,k10,k7,k7a,k8,k8a,kC1,kC2,j1,j3,j3a,j5,j7,j7a,compartment,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16
2.02,7.929185213544575e-05,6.217328575676858e-05,0.9890476998023552,0.010269514413496583,3.243045747265623e-10,2.505901224185787e-14,5.858552699222261e-07,0.0001251528321720039,7.476539457922145e-06,0.00048739260225103307,3.542817395426203e-13,1.2682517326727987e-24,4.214317518045036e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005122682575952463,0.005123078746357731,3.204088497010934e-10,9.79730426115921e-13,0.0001232563727593011,9.54748366414785e-13,0.00012297102115667527,0.0002416763074902736,0.00024149222449088527,3.5238485142749693e-13,1.8989958930360893e-24,1.8163732000226952e-07,7.596827878710064e-27,1.7952992626871855e-07,1.4859415295867691e-10,2.317727231955865e-07
2.0300000000000002,7.929109837268844e-05,6.216932253872395e-05,0.9889940579229504,0.01031950800718678,3.2750661687246746e-10,2.5309445554820447e-14,5.88708589588785e-07,0.0001263896558332047,7.476062906698794e-06,0.0004898056264752208,3.578143112387313e-13,1.2872596625683964e-24,4.23539055162896e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005122356054762379,0.005122752177190854,3.2196864982422754e-10,9.89394452242056e-13,0.00012385522528109844,9.64289875638659e-13,0.00012356993295468597,0.00024166090233971492,0.00024147683188637103,3.5412946794158466e-13,1.9179127014660353e-24,1.8253485006662353e-07,7.710685378784695e-27,1.804276374993937e-07,1.4858468086755024e-10,2.317579501076626e-07
2.04,7.92903448337561e-05,6.216535977593541e-05,0.988940419462594,0.010369492347472224,3.307241587023427e-10,2.55611038801297e-14,5.915613273124341e-07,0.0001276324768207394,7.475586407984181e-06,0.000492218487789833,3.613643285112373e-13,1.3064560821716068e-24,4.256461770962887e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005122029570996931,0.0051224256455370785,3.235281612411334e-10,9.99105121230072e-13,0.00012445395568773046,9.738780578329415e-13,0.00012416872260287992,0.00024164549900276383,0.00024146144097788902,3.558739666720493e-13,1.9369226641285775e-24,1.834323028410243e-07,7.825671932207924e-27,1.8132527144301898e-07,1.4857520986448564e-10,2.317431786475096e-07
2.05,7.928959151909032e-05,6.216139746917354e-05,0.9888867844208956,0.010419467435945878,3.3395719686305493e-10,2.5813986919753144e-14,5.944134831121375e-07,0.00012888129391344137,7.475109960528978e-06,0.0004946311862139744,3.649317901823619e-13,1.3258419116578871e-24,4.277531176629058e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00512170312466361,0.005122099151459901,3.250873840015114e-10,1.008862421703332e-12,0.00012505256400728,9.835129016425949e-13,0.00012476739010523766,0.00024163009750852356,0.00024144605172508597,3.576183476327035e-13,1.9560257722168988e-24,1.8432967834296362e-07,7.941793050830743e-27,1.8222282812439787e-07,1.4856573995132477e-10,2.3172840877639833e-07
2.06,7.928883842916688e-05,6.215743561927112e-05,0.9888331527974651,0.010469433274200211,3.3720572800208825e-10,2.6068094375763876e-14,5.972650569981198e-07,0.00013013610589047427,7.474633562996167e-06,0.000497043721766795,3.685166950744621e-13,1.3454180710586047e-24,4.298598769217019e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005121376715770926,0.005121772695027941,3.266463181550466e-10,1.018666342288898e-12,0.00012565105026789047,9.931943957166038e-13,0.00012536593546390534,0.00024161469788818292,0.00024143066408477615,3.5936261083739276e-13,1.975222016928003e-24,1.852269765900489e-07,8.059054245641041e-27,1.8312030756864502e-07,1.4855627113005797e-10,2.3171364045288117e-07
2.07,7.92880855644957e-05,6.215347422712312e-05,0.9887795245919121,0.010519389863827182,3.404697487675433e-10,2.6323425950340537e-14,6.001160489718668e-07,0.00013139691153133182,7.474157213961029e-06,0.0004994560944674902,3.721190420100283e-13,1.3651854802610329e-24,4.3196645493236175e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005121050344328407,0.005121446276314946,3.282049637514081e-10,1.028516871617554e-12,0.0001262494144977671,1.0029225287079746e-12,0.00012596435867919485,0.0002415993001750165,0.00024141527801094123,3.6110675629999536e-13,1.9945113894627572e-24,1.8612419760000487e-07,8.177461026763586e-27,1.840177098011861e-07,1.4854680340282426e-10,2.316988736327919e-07
2.08,7.928733292562091e-05,6.214951329368679e-05,0.9887258998038467,0.010569337206418257,3.4374925580813836e-10,2.6579981345767393e-14,6.029664590261261e-07,0.0001326637096158382,7.4736809119111584e-06,0.0005018683043353019,3.7573882981168473e-13,1.3851450590083583e-24,4.340728517553005e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005120724010346592,0.005121119895399792,3.2976332084024966e-10,1.0384139983238323e-12,0.00012684765672517828,1.0126972892737377e-12,0.00012656265974958386,0.00024158390440438428,0.0002413998934547304,3.628507840344233e-13,2.013893881025942e-24,1.8702134139067604e-07,8.297018903460066e-27,1.8491503484775804e-07,1.4853733677191143e-10,2.316841082692459e-07
2.09,7.928658051312075e-05,6.214555281998155e-05,0.9886722784328793,0.010619275303564397,3.4704424577320807e-10,2.6837760264434246e-14,6.058162871449056e-07,0.00013393649892414752,7.473204655246449e-06,0.0005042803513895172,3.793760573021889e-13,1.4052977268996728e-24,4.361790674516636e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005120397713837035,0.00512079355236648,3.313213894712092e-10,1.0483577110460339e-12,0.0001274457769784568,1.0225186660749448e-12,0.0001271608386717157,0.000241568510613732,0.00024138451036446028,3.645946940546209e-13,2.033369482826297e-24,1.8791840798002802e-07,8.41773338412904e-27,1.8581228273440868e-07,1.485278712397559e-10,2.316693443126399e-07
2.1,7.928582832760769e-05,6.214159280708903e-05,0.98861866047862,0.010669204156856064,3.503547153127047e-10,2.709676240883651e-14,6.086655333034751e-07,0.0001352152782367445,7.472728442279104e-06,0.0005066922356494692,3.830307233044322e-13,1.4256444033899816e-24,4.382851020833268e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005120071454812306,0.0051204672473041364,3.328791696939092e-10,1.0583479984262575e-12,0.0001280437752860011,1.032386647776671e-12,0.00012775889544039943,0.0002415531188425906,0.00024136912868561505,3.663384863745662e-13,2.0529381860765737e-24,1.8881539738614996e-07,8.539609976305989e-27,1.8670945348749722e-07,1.485184068089428e-10,2.3165458171065223e-07
2.11,7.92850763697283e-05,6.213763325615314e-05,0.9885650459406795,0.010719123767883223,3.5368066107719715e-10,2.735698748157514e-14,6.115141974683651e-07,0.00013650004633444373,7.472252271233631e-06,0.0005091039571345367,3.867028266414393e-13,1.446186007790195e-24,4.403909557128962e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005119745233285983,0.005120140980307019,3.344366615579566e-10,1.0683848491104197e-12,0.0001286416516762768,1.042301223048013e-12,0.00012835683004860983,0.00024153772913257666,0.00024135374836084625,3.6808216100827e-13,2.0725999819935775e-24,1.8971230962725612e-07,8.662654186663268e-27,1.876065471336938e-07,1.48508943482206e-10,2.3163982040824255e-07
2.12,7.928432464016337e-05,6.21336741683799e-05,0.9885114348186684,0.010769034138235335,3.5702207971787163e-10,2.7618435185356717e-14,6.143622795973677e-07,0.00013779080199839038,7.4717761402468445e-06,0.0005115155158641443,3.9039236613636864e-13,1.4669234592671367e-24,4.424966284037083e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005119419049272659,0.0051198147514745045,3.3599386511294246e-10,1.078468251748283e-12,0.0001292394061778176,1.052262380562091e-12,0.0001289546424874875,0.0002415223415273921,0.00024133836932997306,3.6982571796977633e-13,2.0923548617982233e-24,1.906091447216881e-07,8.786871521010149e-27,1.8850356369997975e-07,1.4849948126242797e-10,2.3162506034765217e-07
2.13,7.92835731396278e-05,6.212971554503765e-05,0.9884578271121975,0.01081893526950136,3.603789678865311e-10,2.7881105222993352e-14,6.172097796395357e-07,0.00013908754401005953,7.471300047367864e-06,0.0005139269118577621,3.94099340612512e-13,1.4878576768435356e-24,4.446021202198298e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005119092902787934,0.0051194885609111025,3.3755078040844245e-10,1.0885981949934792e-12,0.00012983703881922683,1.0622701089960467e-12,0.00012955233274633855,0.00024150695607282405,0.00024132299152998198,3.71569157273162e-13,2.1122028167155826e-24,1.915059026879163e-07,8.912267484292777e-27,1.8940050321364748e-07,1.4849002015263998e-10,2.3161030146840377e-07
2.14,7.928282186887072e-05,6.212575738745687e-05,0.9884042228208778,0.010868827163269767,3.6375132223559596e-10,2.814499729740277e-14,6.200566975351836e-07,0.00014039027115125678,7.470823990558114e-06,0.0005163381451349063,3.9782374889329516e-13,1.5089895793980335e-24,4.467074312260579e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005118766793848418,0.005119162408726447,3.3910740749401676e-10,1.0987746675035376e-12,0.00013043454962917864,1.0723243970310456e-12,0.00013014990081263505,0.00024149157281674497,0.00024130761489502705,3.7331247893253726e-13,2.1321438379749374e-24,1.9240258354454263e-07,9.03884758059422e-27,1.9029736570230067e-07,1.4848056015602193e-10,2.3159554370730154e-07
2.15,7.928207082867538e-05,6.212179969703031e-05,0.9883506219443204,0.010918709821128508,3.6713913941810313e-10,2.8410111111608247e-14,6.229030332158867e-07,0.0001416989822041177,7.4703479676913274e-06,0.0005187492157151386,4.0156558980227675e-13,1.5303200856651783e-24,4.488125614879197e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051184407224717345,0.005118836295035298,3.4066374641920947e-10,1.108997657939906e-12,0.00013103193863641934,1.0824252333522742e-12,0.00013074734667201462,0.00024147619180911275,0.00024129223935642985,3.7505568296204516e-13,2.152177916809825e-24,1.932991873103015e-07,9.166617313134418e-27,1.9119415119385382e-07,1.4847110127590244e-10,2.3158078699843115e-07
2.16,7.928132001985922e-05,6.21178424752129e-05,0.9882970244821367,0.010968583244665051,3.705424160877071e-10,2.8676446368738666e-14,6.257487866044815e-07,0.00014301367595110842,7.4698719765535405e-06,0.0005211601236180665,4.053248621631498e-13,1.5518501142354304e-24,4.509175110716735e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00511811468867651,0.005118510219957543,3.4221979723354963e-10,1.1192671549679837e-12,0.00013162920586976866,1.0925726066489431e-12,0.00013134467030828068,0.00024146081310197034,0.00024127686484267934,3.767987693758621e-13,2.1723050444580997e-24,1.9419571400406268e-07,9.295582184270227e-27,1.9209085971653292e-07,1.4846164351575882e-10,2.3156603127315976e-07
2.17,7.928056944327383e-05,6.211388572352178e-05,0.9882434304339383,0.011018447435466355,3.7396114889867883e-10,2.894400277202845e-14,6.285939576150657e-07,0.00014433435117502496,7.469396014843095e-06,0.0005235708688633433,4.0910156479974006e-13,1.5735805835551558e-24,4.530222800443068e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00511778869248238,0.005118184183618195,3.437755599865503e-10,1.129583147257141e-12,0.00013222635135812095,1.102766505614284e-12,0.00013194187170340228,0.00024144543674944582,0.00024126149127943195,3.7854173818819717e-13,2.1925252121619765e-24,1.9509216364483236e-07,9.425747695495383e-27,1.9298749129887472e-07,1.4845218687921707e-10,2.3155127646013596e-07
2.18,7.927981909980496e-05,6.210992944353635e-05,0.9881898397993364,0.01106830239511888,3.773953345059069e-10,2.9212780024817647e-14,6.314385461529985e-07,0.00014566100665899386,7.468920080170642e-06,0.0005259814514706682,4.128956965360077e-13,1.5955124119266334e-24,4.551268684735385e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005117462733909985,0.0051178581861473955,3.453310347277091e-10,1.1399456234807512e-12,0.00013282337513044658,1.1130069189455524e-12,0.00013253895083751438,0.00024143006280775227,0.00024124611858951172,3.802845894132931e-13,2.2128384111680896e-24,1.9598853625175583e-07,9.557119347440533e-27,1.938840459697274e-07,1.4844273137005187e-10,2.315365224852899e-07
2.19,7.927906891228805e-05,6.210597349712401e-05,0.9881362525777712,0.011118148125527604,3.8084496955415814e-10,2.94827777064379e-14,6.342825705884731e-07,0.00014699364107422113,7.468444369581391e-06,0.0005283918713468006,4.1670725619529817e-13,1.6176465190104844e-24,4.572312735872364e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051171368105650625,0.005117532216163018,3.4688622151646127e-10,1.1503545711507589e-12,0.0001334202770846816,1.123293830615284e-12,0.0001331359115665205,0.00024141468658739655,0.00024123075313747891,3.820273229837368e-13,2.2332446305239444e-24,1.968848316081017e-07,9.689702648872801e-27,1.947805225481627e-07,1.4843327665812638e-10,2.3152177545702314e-07
2.2,7.927831894504958e-05,6.210201799942748e-05,0.988082668768994,0.01116798462801908,3.843100507082702e-10,2.9753995621169694e-14,6.371260158164555e-07,0.0001483322532955949,7.467968718580894e-06,0.0005308021286032287,4.2053624260244543e-13,1.639983821601449e-24,4.593354977599587e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005116810924431829,0.005117206283152825,3.484411203941953e-10,1.160809979871931e-12,0.00013401705735507035,1.1336272331665655e-12,0.00013373275071987403,0.000241399312002056,0.00024121538961016284,3.8376993898013434e-13,2.2537438632293565e-24,1.9778104992291215e-07,9.823503091392679e-27,1.956769220457424e-07,1.4842382301863168e-10,2.315070302760077e-07
2.21,7.927756920006156e-05,6.209806295397378e-05,0.988029088372619,0.011217811904174244,3.877905746251175e-10,3.0026433474233456e-14,6.399688814833433e-07,0.0001496768421086464,7.4674931220029785e-06,0.0005332122232612117,4.243826545818189e-13,1.6625252375506003e-24,4.6143954109740235e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005116485075564581,0.00511688038740744,3.4999573141023643e-10,1.1713118383387596e-12,0.00013461371597215245,1.1440071153682947e-12,0.00013432946822335376,0.00024138393917402676,0.00024120002784069617,3.8551243741785606e-13,2.274336100561057e-24,1.986771912182562e-07,9.958526172928096e-27,1.9657324450749342e-07,1.4841437045999735e-10,2.3149228678209233e-07
2.22,7.927681967743415e-05,6.209410836095811e-05,0.9879755113882567,0.011267629955581289,3.912865379619313e-10,3.030009096794145e-14,6.428111676753751e-07,0.0001510274062965116,7.467017579438623e-06,0.0005356221553393121,4.282464909579042e-13,1.685271684601408e-24,4.635434036370195e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051161592639599705,0.005116554528942949,3.5155005461413625e-10,1.1818601352212677e-12,0.00013521025296335206,1.1544334658785693e-12,0.00013492606409506124,0.00024136856811240374,0.0002411846678158675,3.872548183103226e-13,2.2950213337463547e-24,1.99573255510599e-07,1.0094777390762434e-26,1.974694899493703e-07,1.4840491898268988e-10,2.314775449625973e-07
2.23,7.92760703772887e-05,6.209015422059685e-05,0.9879219378155173,0.01131743878382799,3.94797937376556e-10,3.0574967804675084e-14,6.456528744754704e-07,0.00015238394464262359,7.466542090449646e-06,0.000538031924856104,4.3212775055531957e-13,1.7082240803536885e-24,4.656470854161591e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005115833489614955,0.00511622870777718,3.5310409005543327e-10,1.1924548591927243e-12,0.0001358066683561088,1.1649062733581208e-12,0.00013552253835240124,0.00024135319882697453,0.00024116930952152355,3.8899708167096323e-13,2.3157995540155216e-24,2.0046924281644216e-07,1.0232262241318593e-26,1.9836565838728379e-07,1.4839546858722647e-10,2.3146280480393902e-07
2.24,7.92753212997579e-05,6.208620053312761e-05,0.9878683676540112,0.011367238390501726,3.983247695274508e-10,3.085106368688497e-14,6.484940019632292e-07,0.000153746455930713,7.466066654568706e-06,0.000540441531830175,4.360264321988173e-13,1.7313833422636114e-24,4.67750586472067e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005115507752526808,0.005115902923929715,3.5465783778365386e-10,1.2030959989296595e-12,0.00013640296217787883,1.1754255264703174e-12,0.0001361188910120818,0.00024133783132822002,0.0002411539529425692,3.907392275132165e-13,2.3366707526018183e-24,2.0136515315232517e-07,1.0370986220159032e-26,1.9926174983710055e-07,1.4838601927417499e-10,2.314480662916299e-07
2.25,7.927457244498562e-05,6.208224729880923e-05,0.987814800903349,0.011417028777189461,4.018670310736879e-10,3.112837831709084e-14,6.513345502149325e-07,0.00015511493894480757,7.465591271299302e-06,0.0005428509762801244,4.3994253471328223e-13,1.7547503876436926e-24,4.698539068418861e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00511518205269311,0.005115577177421881,3.562112978483112e-10,1.2137835431118622e-12,0.00013699913445613466,1.1859912138811612e-12,0.00013671512209011434,0.00024132246562731386,0.00024113859806296743,3.9248125585052995e-13,2.3576349207415007e-24,2.0226098653482527e-07,1.0510954821985718e-26,2.001577643146435e-07,1.4837657104415405e-10,2.3143332941027836e-07
2.2600000000000002,7.927382381312703e-05,6.207829451792174e-05,0.9877612375631416,0.011466809945477758,4.0542471867495413e-10,3.1406911397881646e-14,6.541745193035421e-07,0.00015648939246923246,7.465115940115771e-06,0.000545260258224565,4.4387605692373353e-13,1.7783261336628018e-24,4.719570465626565e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005114856390111756,0.005115251468276752,3.577644702989061e-10,1.224517480422399e-12,0.00013759518521836597,1.1966033242592907e-12,0.0001373112316018135,0.0002413071017361229,0.00024112324486573938,3.9422316669636047e-13,2.3786920496738472e-24,2.0315674298055892e-07,1.0652173540640182e-26,2.0105370183569167e-07,1.4836712389783295e-10,2.3141859414358892e-07
2.27,7.927307540434856e-05,6.207434219076637e-05,0.9877076776329996,0.011516581896952769,4.089978289915496e-10,3.168666263191545e-14,6.570139092987004e-07,0.00015786981528861,7.464640660463293e-06,0.0005476693776821214,4.4782699765532273e-13,1.8021114973461553e-24,4.740600056713147e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005114530764780951,0.005114925796519149,3.593173551849264e-10,1.2352977995476141e-12,0.00013819111449207987,1.2072618462759787e-12,0.00013790721956179723,0.00024129173966720686,0.00024110789333296436,3.959649600641738e-13,2.399842130641162e-24,2.0405242250618157e-07,1.079464786910347e-26,2.0194956241598008e-07,1.483576778359316e-10,2.3140386047436208e-07
