Time,mwd805cc43_4a96_472f_a894_c119a6aa895f,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_14,parameter_15,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,mw0dac359a_a4cd_40bf_97a0_45006cef2a7c,mw44539b83_caa2_4da5_bae0_a8dcf7439431,mw97ca2b6b_8c30_48ef_80cb_5ce4ebaa420f,mw18c30692_65ff_4c7a_b820_079f8ddd9b33,mwf3ceaa7c_ebe4_4e1b_842a_b4446b0aa527
4.9,0.031730181800197314,0.00015142807122510774,7.514568014277279e-06,7.514568014277278e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038034396268409,1.5000000000000094e-05,0.00015,0.031896681800197314,0.052,1.0,6.641861029184718e-07,6.703808585045916e-07,5.098804997047553e-09
4.91,0.03173018060895222,0.00015142807122239463,7.514578839148208e-06,7.514578839148207e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380370598837532,1.5000000000000094e-05,0.00015,0.03189668060895222,0.052,1.0,6.641879034903308e-07,6.703825782227191e-07,5.1025937018726846e-09
4.92,0.03173017941772206,0.00015142807121968152,7.514589626842798e-06,7.514589626842798e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380397143542353,1.5000000000000094e-05,0.00015,0.03189667941772206,0.052,1.0,6.641896978803766e-07,6.703842920365785e-07,5.1063693949794254e-09
4.93,0.03173017822650677,0.00015142807121697188,7.514600377548915e-06,7.514600377548914e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380423597260519,1.5000000000000094e-05,0.00015,0.03189667822650677,0.052,1.0,6.641914861198371e-07,6.703859999760107e-07,5.110132142120164e-09
4.94,0.03173017703530627,0.00015142807121425877,7.5146110914544236e-06,7.514611091454423e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380449960454008,1.5000000000000094e-05,0.00015,0.03189667703530627,0.052,1.0,6.641932682399418e-07,6.703877020708124e-07,5.113882009048215e-09
4.95,0.03173017584412048,0.00015142807121154567,7.514621768747191e-06,7.514621768747191e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380476233584797,1.5000000000000094e-05,0.00015,0.03189667584412048,0.052,1.0,6.641950442719197e-07,6.70389398350826e-07,5.117619061516894e-09
4.96,0.031730174652949326,0.00015142807120883603,7.5146324096150825e-06,7.514632409615083e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380502417114872,1.5000000000000094e-05,0.00015,0.031896674652949326,0.052,1.0,6.641968142470001e-07,6.703910888458942e-07,5.121343365279051e-09
4.97,0.03173017346179274,0.00015142807120612292,7.514643014245964e-06,7.514643014245964e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380528511506207,1.5000000000000094e-05,0.00015,0.03189667346179274,0.052,1.0,6.641985781964123e-07,6.703927735858131e-07,5.125054986087539e-09
4.98,0.03173017227065064,0.00015142807120340981,7.5146535828277034e-06,7.514653582827703e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380554517220801,1.5000000000000094e-05,0.00015,0.03189667227065064,0.052,1.0,6.642003361513866e-07,6.703944526004267e-07,5.1287539896961355e-09
4.99,0.03173017107952295,0.00015142807120070018,7.514664115548164e-06,7.514664115548164e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380580434720637,1.5000000000000094e-05,0.00015,0.03189667107952295,0.052,1.0,6.642020881431525e-07,6.703961259195774e-07,5.132440441857692e-09
5.0,0.031730169888409605,0.00015142807119799054,7.5146746125952135e-06,7.514674612595214e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380606264467712,1.5000000000000094e-05,0.00015,0.031896669888409605,0.052,1.0,6.642038342029403e-07,6.703977935730785e-07,5.1361144083250605e-09
5.01,0.03173016869731052,0.00015142807119527743,7.5146850741567164e-06,7.514685074156717e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380632006924014,1.5000000000000094e-05,0.00015,0.03189666869731052,0.052,1.0,6.642055743619802e-07,6.70399455590742e-07,5.139775954851092e-09
5.0200000000000005,0.03173016750622562,0.00015142807119256432,7.51469550042054e-06,7.51469550042054e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380657662551548,1.5000000000000094e-05,0.00015,0.03189666750622562,0.052,1.0,6.642073086515028e-07,6.704011120024123e-07,5.143425147189102e-09
5.03,0.03173016631515482,0.00015142807118985122,7.51470589157455e-06,7.51470589157455e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380683231812318,1.5000000000000094e-05,0.00015,0.03189666631515482,0.052,1.0,6.642090371027388e-07,6.704027628379181e-07,5.147062051092405e-09
5.04,0.03173016512409807,0.0001514280711871381,7.514716247806611e-06,7.514716247806611e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380708715168323,1.5000000000000094e-05,0.00015,0.03189666512409807,0.052,1.0,6.642107597469193e-07,6.704044081270875e-07,5.150686732313852e-09
5.05,0.03173016393305527,0.00015142807118442847,7.514726569304591e-06,7.51472656930459e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380734113081573,1.5000000000000094e-05,0.00015,0.03189666393305527,0.052,1.0,6.642124766152752e-07,6.704060478997655e-07,5.154299256606759e-09
5.0600000000000005,0.031730162742026356,0.00015142807118171536,7.514736856256355e-06,7.514736856256355e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038075942601408,1.5000000000000094e-05,0.00015,0.031896662742026356,0.052,1.0,6.642141877390381e-07,6.704076821857502e-07,5.15789968972444e-09
5.07,0.03173016155101126,0.00015142807117900572,7.5147471088497685e-06,7.514747108849769e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380784654427858,1.5000000000000094e-05,0.00015,0.03189666155101126,0.052,1.0,6.642158931494392e-07,6.704093110149019e-07,5.161488097419283e-09
5.08,0.03173016036000988,0.00015142807117629262,7.5147573272726975e-06,7.514757327272697e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380809798784913,1.5000000000000094e-05,0.00015,0.03189666036000988,0.052,1.0,6.6421759287771e-07,6.704109344170186e-07,5.165064545444141e-09
5.09,0.03173015916902218,0.00015142807117358298,7.5147675117130095e-06,7.514767511713009e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380834859547276,1.5000000000000094e-05,0.00015,0.03189665916902218,0.052,1.0,6.642192869550832e-07,6.704125524219618e-07,5.168629099553254e-09
5.1000000000000005,0.03173015797804805,0.00015142807117086987,7.514777662358569e-06,7.514777662358568e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380859837176962,1.5000000000000094e-05,0.00015,0.03189665797804805,0.052,1.0,6.642209754127901e-07,6.7041416505953e-07,5.17218182549901e-09
5.11,0.031730156787087425,0.00015142807116816023,7.514787779397242e-06,7.514787779397242e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380884732136,1.5000000000000094e-05,0.00015,0.031896656787087425,0.052,1.0,6.642226582820633e-07,6.704157723595839e-07,5.1757227890347255e-09
5.12,0.03173015559614024,0.0001514280711654506,7.514797863016894e-06,7.514797863016895e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380909544886411,1.5000000000000094e-05,0.00015,0.03189665559614024,0.052,1.0,6.642243355941351e-07,6.704173743519387e-07,5.179252055913251e-09
5.13,0.0317301544052064,0.0001514280711627375,7.514807913405393e-06,7.514807913405394e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038093427589023,1.5000000000000094e-05,0.00015,0.0318966544052064,0.052,1.0,6.642260073802383e-07,6.704189710664095e-07,5.182769691887901e-09
5.14,0.03173015321428585,0.00015142807116002438,7.514817930750603e-06,7.514817930750604e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380958925609488,1.5000000000000094e-05,0.00015,0.03189665321428585,0.052,1.0,6.642276736716056e-07,6.704205625328417e-07,5.186275762711528e-09
5.15,0.0317301520233785,0.00015142807115731474,7.514827915240391e-06,7.514827915240391e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010380983494506214,1.5000000000000094e-05,0.00015,0.0318966520233785,0.052,1.0,6.642293344994697e-07,6.704221487810816e-07,5.189770334136983e-09
5.16,0.03173015083248429,0.0001514280711546051,7.514837867062622e-06,7.514837867062621e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381007983042452,1.5000000000000094e-05,0.00015,0.03189665083248429,0.052,1.0,6.642309898950641e-07,6.704237298409449e-07,5.193253471917581e-09
5.17,0.031730149641603124,0.000151428071151892,7.514847786405163e-06,7.514847786405163e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381032391680247,1.5000000000000094e-05,0.00015,0.031896649641603124,0.052,1.0,6.642326398896223e-07,6.704253057422475e-07,5.1967252418071e-09
5.18,0.03173014845073494,0.00015142807114918236,7.514857673455879e-06,7.51485767345588e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381056720881637,1.5000000000000094e-05,0.00015,0.03189664845073494,0.052,1.0,6.642342845143777e-07,6.704268765148512e-07,5.200185709557928e-09
5.19,0.03173014725987966,0.00015142807114646925,7.514867528402637e-06,7.514867528402637e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381080971108661,1.5000000000000094e-05,0.00015,0.03189664725987966,0.052,1.0,6.642359238005639e-07,6.704284421885564e-07,5.203634940922917e-09
5.2,0.03173014606903721,0.0001514280711437596,7.514877351433302e-06,7.514877351433302e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038110514282338,1.5000000000000094e-05,0.00015,0.03189664606903721,0.052,1.0,6.642375577794149e-07,6.704300027932258e-07,5.207073001655845e-09
5.21,0.03173014487820751,0.0001514280711410465,7.5148871427357404e-06,7.51488714273574e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381129236487837,1.5000000000000094e-05,0.00015,0.03189664487820751,0.052,1.0,6.642391864821647e-07,6.704315583586603e-07,5.210499957509101e-09
5.22,0.031730143687390494,0.00015142807113833687,7.514896902497818e-06,7.514896902497818e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038115325256409,1.5000000000000094e-05,0.00015,0.031896643687390494,0.052,1.0,6.642408099400477e-07,6.704331089147227e-07,5.2139158742364615e-09
5.23,0.031730142496586074,0.00015142807113562376,7.5149066309074005e-06,7.5149066309074e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381177191514192,1.5000000000000094e-05,0.00015,0.031896642496586074,0.052,1.0,6.64242428184298e-07,6.704346544912142e-07,5.217320817590316e-09
5.24,0.031730141305794185,0.00015142807113291412,7.514916328152355e-06,7.514916328152355e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381201053800203,1.5000000000000094e-05,0.00015,0.031896641305794185,0.052,1.0,6.642440412461507e-07,6.70436195117998e-07,5.220714853324442e-09
5.25,0.03173014011501474,0.00015142807113020101,7.514925994420547e-06,7.514925994420546e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381224839884183,1.5000000000000094e-05,0.00015,0.03189664011501474,0.052,1.0,6.642456491568399e-07,6.704377308248753e-07,5.224098047191229e-09
5.26,0.031730138924247676,0.00015142807112749138,7.514935629899841e-06,7.514935629899841e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103812485502282,1.5000000000000094e-05,0.00015,0.031896638924247676,0.052,1.0,6.642472519476012e-07,6.704392616417103e-07,5.2274704649444534e-09
5.2700000000000005,0.03173013773349292,0.00015142807112478174,7.514945234778104e-06,7.514945234778104e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381272185294317,1.5000000000000094e-05,0.00015,0.03189663773349292,0.052,1.0,6.642488496496693e-07,6.704407875983195e-07,5.2308321723365046e-09
5.28,0.03173013654275037,0.00015142807112206863,7.5149548092432026e-06,7.514954809243203e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381295745544606,1.5000000000000094e-05,0.00015,0.03189663654275037,0.052,1.0,6.642504422942796e-07,6.704423087245213e-07,5.23418323512116e-09
5.29,0.03173013535201998,0.000151428071119359,7.5149643534830026e-06,7.514964353483002e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381319231441132,1.5000000000000094e-05,0.00015,0.03189663535201998,0.052,1.0,6.642520299126676e-07,6.704438250501787e-07,5.237523719050809e-09
5.3,0.03173013416130167,0.00015142807111664935,7.514973867685369e-06,7.514973867685369e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381342643445975,1.5000000000000094e-05,0.00015,0.03189663416130167,0.052,1.0,6.64253612536069e-07,6.7044533660511e-07,5.2408536898792286e-09
5.3100000000000005,0.031730132970595355,0.00015142807111393972,7.514983352038168e-06,7.514983352038168e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381365982021207,1.5000000000000094e-05,0.00015,0.031896632970595355,0.052,1.0,6.642551901957192e-07,6.704468434191484e-07,5.2441732133588075e-09
5.32,0.03173013177990096,0.0001514280711112266,7.514992806729267e-06,7.514992806729268e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381389247628917,1.5000000000000094e-05,0.00015,0.03189663177990096,0.052,1.0,6.642567629228548e-07,6.704483455221127e-07,5.247482355243787e-09
5.33,0.031730130589248194,0.0001514280711085135,7.515002157681158e-06,7.515002157681157e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381412257982578,1.5000000000000094e-05,0.00015,0.031896630589248194,0.052,1.0,6.642583183951257e-07,6.704498311449157e-07,5.2507551884052306e-09
5.34,0.031730129398618565,0.00015142807110580733,7.515011451026476e-06,7.515011451026476e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038143512660251,1.5000000000000094e-05,0.00015,0.031896629398618564,0.052,1.0,6.64259864286369e-07,6.704513076168863e-07,5.254007859266552e-09
5.3500000000000005,0.0317301282080022,0.00015142807110309423,7.5150207113412496e-06,7.51502071134125e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038145791396391,1.5000000000000094e-05,0.00015,0.0318966282080022,0.052,1.0,6.642614046846355e-07,6.704527788424689e-07,5.25724896943767e-09
5.36,0.03173012701739906,0.0001514280711003846,7.5150299387629455e-06,7.515029938762946e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381480620404816,1.5000000000000094e-05,0.00015,0.03189662701739906,0.052,1.0,6.64262939612776e-07,6.704542448435346e-07,5.260478567031048e-09
5.37,0.03173012582680908,0.00015142807109767495,7.51503913342903e-06,7.51503913342903e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038150324626328,1.5000000000000094e-05,0.00015,0.03189662582680908,0.052,1.0,6.642644690936424e-07,6.704557056418938e-07,5.26369670016054e-09
5.38,0.03173012463623221,0.0001514280710949653,7.515048295476971e-06,7.515048295476971e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381525791877351,1.5000000000000094e-05,0.00015,0.03189662463623221,0.052,1.0,6.642659931500862e-07,6.704571612593722e-07,5.26690341694e-09
5.39,0.03173012344566839,0.0001514280710922522,7.515057425044233e-06,7.515057425044234e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381548257585069,1.5000000000000094e-05,0.00015,0.03189662344566839,0.052,1.0,6.642675118049589e-07,6.704586117177798e-07,5.270098765481891e-09
5.4,0.03173012225511757,0.00015142807108954257,7.5150665222682856e-06,7.515066522268286e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381570643724495,1.5000000000000094e-05,0.00015,0.03189662225511757,0.052,1.0,6.642690250811127e-07,6.704600570389737e-07,5.273282793900067e-09
5.41,0.031730121064579696,0.00015142807108682946,7.515075587286593e-06,7.515075587286592e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381592950633673,1.5000000000000094e-05,0.00015,0.031896621064579696,0.052,1.0,6.642705330013991e-07,6.704614972447486e-07,5.276455550307456e-09
5.42,0.031730119874054705,0.00015142807108411982,7.515084620236623e-06,7.515084620236622e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381615178650667,1.5000000000000094e-05,0.00015,0.031896619874054705,0.052,1.0,6.642720355886706e-07,6.704629323569618e-07,5.2796170828179105e-09
5.43,0.031730118683542544,0.00015142807108141018,7.515093621255841e-06,7.515093621255841e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381637328113529,1.5000000000000094e-05,0.00015,0.031896618683542544,0.052,1.0,6.642735328657792e-07,6.70464362397424e-07,5.282767439544359e-09
5.44,0.031730117493043164,0.00015142807107870054,7.515102590481716e-06,7.515102590481716e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381659399360322,1.5000000000000094e-05,0.00015,0.031896617493043164,0.052,1.0,6.642750248555776e-07,6.70465787387962e-07,5.285906668600654e-09
5.45,0.03173011630255651,0.0001514280710759909,7.515111528051713e-06,7.515111528051713e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381681392729106,1.5000000000000094e-05,0.00015,0.03189661630255651,0.052,1.0,6.64276511580918e-07,6.704672073504019e-07,5.289034818099724e-09
5.46,0.03173011511208251,0.00015142807107328127,7.515120434103299e-06,7.515120434103298e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038170330855794,1.5000000000000094e-05,0.00015,0.03189661511208251,0.052,1.0,6.64277993064653e-07,6.704686223065702e-07,5.292151936154495e-09
5.47,0.03173011392162114,0.00015142807107056816,7.51512930877394e-06,7.51512930877394e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381725147184898,1.5000000000000094e-05,0.00015,0.03189661392162114,0.052,1.0,6.642794693296359e-07,6.704700322782787e-07,5.295258070879285e-09
5.48,0.031730112731172315,0.00015142807106785852,7.515138152201104e-06,7.515138152201104e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381746908948037,1.5000000000000094e-05,0.00015,0.031896612731172315,0.052,1.0,6.64280940398719e-07,6.704714372873851e-07,5.2983532703865575e-09
5.49,0.03173011154073599,0.00015142807106514888,7.515146964522258e-06,7.515146964522257e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381768594185437,1.5000000000000094e-05,0.00015,0.03189661154073599,0.052,1.0,6.642824062947558e-07,6.704728373557006e-07,5.301437582790166e-09
5.5,0.03173011035031211,0.00015142807106243925,7.515155745874867e-06,7.515155745874867e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381790203235165,1.5000000000000094e-05,0.00015,0.03189661035031211,0.052,1.0,6.642838670405994e-07,6.704742325050531e-07,5.304511056203501e-09
5.51,0.03173010915990062,0.0001514280710597296,7.515164496396398e-06,7.515164496396398e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038181173643529,1.5000000000000094e-05,0.00015,0.03189660915990062,0.052,1.0,6.642853226591029e-07,6.704756227572691e-07,5.30757373873949e-09
5.5200000000000005,0.03173010796950147,0.00015142807105701997,7.515173216224319e-06,7.515173216224318e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381833194123889,1.5000000000000094e-05,0.00015,0.03189660796950147,0.052,1.0,6.642867731731197e-07,6.704770081341762e-07,5.310625678511524e-09
5.53,0.0317301067791146,0.00015142807105430686,7.515181905496095e-06,7.515181905496095e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381854576639043,1.5000000000000094e-05,0.00015,0.0318966067791146,0.052,1.0,6.642882186055038e-07,6.70478388657587e-07,5.313666923633455e-09
5.54,0.031730105588739954,0.00015142807105159722,7.515190564349194e-06,7.515190564349195e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381875884318829,1.5000000000000094e-05,0.00015,0.031896605588739954,0.052,1.0,6.642896589791088e-07,6.704797643493596e-07,5.316697522218212e-09
5.55,0.03173010439837747,0.00015142807104888759,7.515199192921082e-06,7.515199192921082e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038189711750132,1.5000000000000094e-05,0.00015,0.03189660439837747,0.052,1.0,6.642910943167878e-07,6.70481135231306e-07,5.319717522378721e-09
5.5600000000000005,0.03173010320802711,0.00015142807104617795,7.515207791349226e-06,7.515207791349226e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381918276524611,1.5000000000000094e-05,0.00015,0.03189660320802711,0.052,1.0,6.64292524641396e-07,6.704825013252549e-07,5.3227269722293e-09
5.57,0.031730102017688805,0.0001514280710434683,7.515216359771093e-06,7.515216359771094e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381939361726784,1.5000000000000094e-05,0.00015,0.031896602017688805,0.052,1.0,6.642939499757866e-07,6.70483862653034e-07,5.325725919882875e-09
