Time,x,y0,y1,L,v,R0,a0,a1,k,u,lambda,d,beta,gamma,phi,eta,COMpartment
2.7600000000000002,21.281879587702132,0.9798874460633906,0.011150593264133724,2.6036516553904243,0.0691175119795303,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.77,21.35175951674298,0.9828798490029227,0.01122635475357022,2.605778260561418,0.06854111125714313,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.7800000000000002,21.42161427236512,0.9858636219482424,0.011302263382537325,2.6078634090348327,0.06797120026049117,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.79,21.491443540013535,0.9888387897827813,0.011378317996953486,2.6099074665653963,0.06740771579790387,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.8000000000000003,21.561247005474613,0.9918053777308589,0.011454517447733204,2.6119107981468517,0.06685059527791455,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.81,21.631024354918903,0.9947634113501506,0.011530860590830494,2.613873767976738,0.06629977670153413,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.82,21.70077527494389,0.9977129165241594,0.011607346287282378,2.61579673942118,0.0657551986545245,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.83,21.770499442309482,1.0006539207384246,0.011683973391816623,2.6176800840128434,0.0652168013857005,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.84,21.84019653559165,1.0035864516268924,0.011760740765777258,2.6195241712400943,0.06468452557582145,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.85,21.90986625173774,1.006510534907811,0.011837647295488321,2.621329354040474,0.06415831059002725,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.86,21.979508277601617,1.0094261979267207,0.011914691860668786,2.6230959937491036,0.06363809747380927,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.87,22.049122300498055,1.0123334683397474,0.0119918733461384,2.624824450851303,0.06312382783773593,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.88,22.11870800823806,1.0152323741069926,0.012069190641852919,2.626515084953861,0.06261544385050559,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.89,22.18826508916427,1.018122943485925,0.012146642642939411,2.628168254756302,0.062112888231999355,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.9,22.257793232186312,1.0210052050247702,0.012224228249731501,2.629784318022154,0.06161610424633416,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.91,22.327292126816214,1.0238791875559043,0.012301946367804665,2.6313636315502165,0.06112503569491539,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.92,22.39676146320374,1.0267449201892418,0.012379795908011472,2.6329065511458283,0.06063962690949,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.93,22.46620093217179,1.0296024323056285,0.012457775786516887,2.634413431592136,0.060159822745199196,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.94,22.53561021319415,1.0324517550786203,0.012535884912026146,2.635884637161241,0.0596855697735432,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.95,22.60498899189405,1.0352929192542932,0.012614122204369098,2.6373205263204484,0.05921681453758922,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.96,22.674336969230573,1.0381259539846743,0.0126924866042555,2.6387214437043705,0.05875350263436023,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.97,22.743653837147924,1.040950889912247,0.012770977047407862,2.6400877414027377,0.05829558113466769,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.98,22.812939288256576,1.0437677579406694,0.012849592474842256,2.6414197705000366,0.05784299761626649,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
2.99,22.882193015861127,1.046576589229122,0.012928331832895601,2.6427178810533642,0.05739570015765746,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.0,22.951414713988118,1.0493774151866515,0.01300719407325291,2.6439824220702812,0.0569536373318902,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.0100000000000002,23.020604077413907,1.0521702674665199,0.013086178152974585,2.6452137414866677,0.05651675820036555,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.02,23.089760801692474,1.0549551779605468,0.013165283034523653,2.646412186144574,0.056085012306638454,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.0300000000000002,23.158884583183305,1.0577321787934586,0.013244507685793064,2.647578101770078,0.05565834967022043,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.04,23.227975119079183,1.0605013023172323,0.013323851080132933,2.648711832951136,0.05523672078038241,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.0500000000000003,23.29703209700299,1.0632625824391349,0.013403312184183698,2.649813732223113,0.05482007780126995,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.06,23.366055212785295,1.0660160523466289,0.013482889978653177,2.650884144548816,0.054408372504509646,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.0700000000000003,23.43504417148653,1.0687617443745845,0.013562583459506245,2.6519234064281605,0.05400155614754337,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.08,23.50399867243175,1.0714996919166053,0.013642391620464874,2.6529318589669235,0.053599581208509384,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.09,23.57291841577777,1.0742299285832744,0.013722313460680011,2.653909842144938,0.05320240062066496,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.1,23.64180310253526,1.076952488197236,0.01380234798475209,2.6548576947989733,0.05280996776685774,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.11,23.710652434590823,1.0796674047882786,0.013882494202751573,2.6557757546056164,0.05242223647399708,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.12,23.77946611472909,1.0823747125884158,0.013962751130239499,2.656664358064154,0.052039161007525224,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.13,23.848243846654785,1.0850744460269697,0.014043117788287998,2.6575238404794517,0.05166069606588876,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.14,23.916985335014832,1.0877666397256522,0.014123593203500859,2.6583545359448384,0.05128679677500977,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.15,23.985690285420418,1.0904513284936477,0.014204176408034029,2.659156777324984,0.05091741868275726,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.16,24.054358396448812,1.0931285483797222,0.014284866428847848,2.6599309032111216,0.050552518910490174,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.17,24.122989374953885,1.0957983346523752,0.01436566230825441,2.660677244613096,0.05019205394189169,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.18,24.191582932553434,1.0984607222607856,0.014446563099192225,2.661396128015145,0.049835980127394,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.19,24.260138777914328,1.101115746849575,0.01452756785485881,2.6620878820848035,0.049484254794844654,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.2,24.328656620681173,1.1037634442390267,0.01460867563397638,2.662752834259642,0.049136835680382115,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.21,24.39713617149443,1.1064038504206897,0.014689885500807048,2.663391310733588,0.0487936809234779,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.22,24.465577142008577,1.1090370015529807,0.014771196525168073,2.6640036364432462,0.04845474906197852,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.23,24.533979244910178,1.1116629339567887,0.01485260778244706,2.664590135054219,0.048119999027147635,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.24,24.60234219393607,1.114281684111079,0.014934118353617217,2.6651511289474255,0.04778939013870794,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.25,24.670665703891455,1.116893288648495,0.015015727325252543,2.6656869392054237,0.04746288209988336,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.2600000000000002,24.738949490668045,1.1194977843509641,0.015097433789543091,2.666197885598731,0.047140434992440944,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.27,24.807193263661876,1.1220952092000445,0.0151792368341202,2.6666842931260857,0.04682201039772325,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.2800000000000002,24.87539674156177,1.1246856001839747,0.01526113556321551,2.6671464784015964,0.046507569055305134,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.29,24.943559645657462,1.1272689942244682,0.015343129088679875,2.667584755427262,0.046197071852124905,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.3000000000000003,25.01168169548924,1.1298454287785653,0.0154252165241416,2.6679994393463873,0.04589048046472673,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.31,25.07976261169143,1.132414941442137,0.015507396988809753,2.668390843993481,0.04558775693571663,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.3200000000000003,25.147802116007174,1.134977569945957,0.015589669607484874,2.6687592818834918,0.04528886366930544,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.33,25.215799931303174,1.1375333521517752,0.01567203351056964,2.669105064201044,0.044993763426851886,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.34,25.28375578158443,1.1400823260483905,0.015754487834079595,2.669428500789675,0.044702419322405505,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.35,25.351669392008986,1.1426245297477233,0.01583703171965381,2.6697299001410713,0.04441479481824974,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.36,25.41954048890268,1.1451600014808883,0.01591966431456558,2.6700095693843044,0.044130853720444986,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.37,25.487368799773893,1.1476887795942678,0.01600238477173313,2.6702678142750687,0.043850560174371486,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.38,25.555154044903063,1.1502109037540431,0.016085192239379487,2.670504946409968,0.04357387979503679,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.39,25.622895956032178,1.1527264122636849,0.016168085883986025,2.6707212672012264,0.043300777147382306,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.4,25.69059426581571,1.1552353435752312,0.016251064877324965,2.6709170769249275,0.04303121716463048,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.41,25.758248705749153,1.1577377365845916,0.01633412839390708,2.671092676499277,0.0427651654248115,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.42,25.825859008500323,1.1602336302953453,0.016417275613838406,2.671248365487259,0.04250258783429495,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.43,25.893424907920743,1.1627230638153039,0.01650050572282675,2.6713844420887947,0.04224345062379169,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.44,25.96094613905693,1.1652060763530718,0.016583817912188176,2.6715012031329026,0.041987720344355946,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.45,26.028422438161765,1.1676827072146085,0.016667211378853557,2.671598944069856,0.04173536386338723,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.46,26.09585354270583,1.1701529957997898,0.016750685325375016,2.671677958963341,0.0414863483606324,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.47,26.163239191388733,1.1726169815989704,0.016834238959932482,2.6717385404826177,0.041240641324187595,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.48,26.230579124150452,1.1750747041895442,0.016917871496340168,2.671780979894677,0.04099821054650031,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.49,26.297873073860245,1.177526204458581,0.017001582143903692,2.671805574160734,0.040759025256522044,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.5,26.36512078577766,1.1799715217340305,0.017085370131145895,2.6718126093254293,0.04052305346050547,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.5100000000000002,26.432322004500918,1.182410695705741,0.01716923468988277,2.671802371660016,0.04029026372131929,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.52,26.4994764742354,1.1848437663841345,0.017253175055543572,2.6717751474349902,0.04006062511934209,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.5300000000000002,26.566583940407508,1.1872707738606856,0.017337190469131635,2.6717312215442948,0.039834107029696295,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.54,26.6336441496729,1.1896917583049362,0.0174212801772271,2.671670877500107,0.03961067911867076,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.5500000000000003,26.700656849924776,1.192106759961512,0.017505443431989672,2.6715943974276297,0.03939031134014317,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.56,26.767621790302105,1.194515819147137,0.01758967949116137,2.6715020620598757,0.03917297393200266,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.5700000000000003,26.83453872119792,1.1969189762476495,0.01767398761806927,2.6713941507324592,0.038958637412572265,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.58,26.901407394267533,1.1993162717150168,0.01775836708162825,2.671270941378382,0.03874727257703147,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.59,26.968227562436834,1.2017077460643517,0.01784281715634375,2.6711327105228237,0.038538850493838685,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.6,27.034998972920405,1.2040934409501503,0.017927337113059442,2.670979739195964,0.038333343602507945,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.61,27.101721384291473,1.206473396529107,0.018011926241550028,2.6708122984828515,0.03813072302181317,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.62,27.168394553616434,1.2088476534447437,0.018096583833478872,2.670630660417477,0.03793096057458156,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.63,27.235018238356822,1.211216252532046,0.018181309184908078,2.670435096374285,0.03773402848574403,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.64,27.301592197227098,1.2135792346833214,0.018266101597426018,2.6702258763437254,0.03753989924490784,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.65,27.368116190200503,1.2159366408455794,0.018350960378146933,2.6700032689290656,0.03734854560315433,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.66,27.43458997851498,1.218288512017917,0.018435884839710526,2.6697675413431883,0.03715994056983647,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.67,27.501013324678997,1.2206348892489003,0.018520874300281563,2.669518959405397,0.03697405740937662,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.68,27.56738599247748,1.222975813633948,0.01860592808354946,2.6692577875382217,0.03679086963806408,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.69,27.63370774697764,1.2253113263127142,0.018691045518727883,2.668984288764222,0.0366103510208528,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.7,27.699978354534892,1.227641468466472,0.018776225940554357,2.668698724702789,0.03643247556815901,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.71,27.766197577010256,1.2299662822726984,0.01886146868102696,2.668401360404367,0.036257218581704984,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.72,27.832365186428067,1.2322858084795711,0.018946773090319072,2.668092452102712,0.036084553995953624,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.73,27.898480952949704,1.2346000883930328,0.019032138519603368,2.6677722572669547,0.035914456555499095,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.74,27.964544647657593,1.236909163414781,0.0191175643250171,2.6674410322767637,0.03574690130839068,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.75,28.030556042906472,1.2392130749825285,0.019203049868154742,2.6670990321304653,0.03558186354032693,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.7600000000000002,28.09651491232748,1.2415118645676861,0.019288594516065034,2.6667465104433754,0.03541931877178365,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.77,28.162421030832178,1.2438055736730493,0.019374197641247922,2.666383719446123,0.03525924275514211,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.7800000000000002,28.228274174616647,1.2460942438304816,0.019459858621651605,2.6660109099829805,0.03510161147181702,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.79,28.294074121165494,1.2483779165985993,0.019545576840669484,2.6656283315101916,0.03494640112938472,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.8000000000000003,28.35982064925594,1.250656633560456,0.01963135168713719,2.6652362320942973,0.03479358815871117,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.81,28.42551353896186,1.2529304363212272,0.019717182555329536,2.6648348584104653,0.03464314921108016,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.8200000000000003,28.491152566204104,1.255199367459305,0.019803068837332974,2.664424460246607,0.034495062161743716,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.83,28.556737516992268,1.2574634680349746,0.01988900994294757,2.664005278738723,0.03434930347964654,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.84,28.622268174956837,1.2597227797684152,0.019975005282247663,2.663577556673343,0.034205850526101464,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.85,28.68774432497253,1.2619773444046636,0.020061054270638826,2.6631415354956323,0.03406468088401609,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.86,28.753165753191308,1.264227203706238,0.02014715632889531,2.662697455283807,0.033925772349679244,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.87,28.818532247044843,1.2664723994511025,0.020233310883154842,2.6622455547487807,0.03378910293018338,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.88,28.883843595246955,1.2687129734306293,0.02031951736491335,2.6617860712338057,0.03365465084084724,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.89,28.949099587796095,1.2709489674475634,0.02040577521101975,2.661319240714125,0.03352239450263822,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.9,29.014300015977778,1.273180423313985,0.0204920838636707,2.6608452977966133,0.03339231253959502,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.91,29.079444672367075,1.275407382849274,0.020578442770405363,2.660364475719425,0.033264383776250066,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.92,29.144533350601787,1.2776298879197499,0.02066485138379551,2.659877006539408,0.033138587276585564,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.93,29.209565841149306,1.2798479812067185,0.020751309155811047,2.659383124601163,0.033014903108881846,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.94,29.27454194344528,1.2820617039979478,0.020837815553944008,2.6588830565959127,0.03289331014426541,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.95,29.339461454888248,1.2842710981869625,0.020924370046573767,2.658377030577643,0.03277378804855726,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.96,29.404324174143458,1.28647620567079,0.021010972107349323,2.657865273258623,0.03265631668154934,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.97,29.469129901143845,1.2886770683481914,0.02109762121518213,2.6573480100102524,0.032540876094692896,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.98,29.533878437091026,1.2908737281178915,0.02118431685423888,2.6568254648639087,0.03242744652878701,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
3.99,29.598569584456293,1.293066226876809,0.021271058513934352,2.6562978605117964,0.032316008411667006,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.0,29.66320314698159,1.2952546065182866,0.021357845688924192,2.6557654183077957,0.032206542355892924,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.01,29.72777892968053,1.2974389089303222,0.021444677879097738,2.6552283582683085,0.032099029156437954,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.0200000000000005,29.792296738839365,1.2996191759937985,0.021531554589570845,2.6546868990731087,0.0319934497883769,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.03,29.85675638160177,1.301795449660832,0.0216184753301217,2.6541412584026305,0.03188978548507572,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.04,29.92115766318886,1.3039677724883476,0.02170543961146222,2.653591655186858,0.03178801827377495,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.05,29.985500396078216,1.306136185869529,0.021792446957512708,2.6530383021870185,0.03168812919807698,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.0600000000000005,30.04978439135124,1.3083007316978805,0.021879496893814535,2.6524814129916763,0.03159009998940592,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.07,30.114009461337147,1.3104614518566702,0.0219665889510598,2.6519211998810643,0.03149391255348582,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.08,30.17817541961277,1.3126183882174016,0.022053722665082508,2.6513578738289354,0.03139954896826903,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.09,30.24228208100227,1.3147715826382818,0.02214089757684971,2.6507916445044124,0.03130699148186456,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.1,30.306329261576895,1.3169210769626898,0.022228113232452634,2.650222720273839,0.031216222510466476,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.11,30.370316778654743,1.3190669130176467,0.022315369183097872,2.649651308202631,0.031127224636282178,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.12,30.43424445080048,1.3212091326122837,0.02240266498509849,2.6490776140571257,0.031039980605460833,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.13,30.498112097825135,1.3233477775363125,0.022490000199865228,2.6485018423064357,0.030954473326021678,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.14,30.56191954028706,1.3254828896637072,0.022577374393191536,2.6479241965182516,0.030870685977082032,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
