T,CAI,P,P2,Q,Q2,Q3,V,W
1700.0,0.0013382749,0.0010547094,0.99092978,0.0018412573,0.011224311,0.0038195753,-34.114922,0.0010176962
1704.0,0.0013365381,0.0012098788,0.99085009,0.0017418135,0.011025157,0.0038142744,-33.390522,0.0011568192
1708.0,0.0013349582,0.0014548318,0.99077618,0.0016891671,0.01083422,0.003809415,-32.381088,0.0013654358
1712.0,0.0013336709,0.0020468179,0.990713,0.0017125781,0.010656097,0.0038054753,-30.280699,0.0018020913
1716.0,0.0013998203,0.65121222,0.99158412,0.046857093,0.016249998,0.0043800659,4.5041347,0.21991609
1720.0,0.001558301,0.014398986,0.99669468,0.043934226,0.016501911,0.0044296961,-44.328602,0.006620144
1724.0,0.001558465,0.00050035241,0.996961,0.037470035,0.016179379,0.0044212718,-41.32217,0.00074212288
1728.0,0.0015556385,0.00028535858,0.99692601,0.03197046,0.015864436,0.0044129863,-40.788086,0.00032235964
1732.0,0.0015527854,0.00030006259,0.99688214,0.027287167,0.015556153,0.0044047595,-40.48452,0.00030102977
1736.0,0.0015499522,0.00031771569,0.99683768,0.023298938,0.015254323,0.0043965848,-40.199459,0.00031482358
1740.0,0.0015471398,0.00033640815,0.99679297,0.019903116,0.014958835,0.0043884628,-39.912899,0.00033283941
1744.0,0.0015443494,0.0003564443,0.99674797,0.017012302,0.014669587,0.0043803966,-39.622551,0.00035245658
1748.0,0.0015415818,0.00037800035,0.99670273,0.014552044,0.014386486,0.0043723891,-39.327713,0.00037357048
1752.0,0.0015388385,0.00040125733,0.99665725,0.012458927,0.014109443,0.0043644425,-39.027752,0.00039632685
1756.0,0.0015361208,0.00042642688,0.99661154,0.010678942,0.013838374,0.0043565617,-38.721947,0.00042092285
1760.0,0.0015334303,0.00045376233,0.9965657,0.0091661019,0.013573202,0.0043487498,-38.409439,0.00044759613
1764.0,0.0015307688,0.00048357097,0.99651974,0.0078812614,0.01331386,0.0043410119,-38.089188,0.00047663398
1768.0,0.0015281384,0.000516231,0.99647367,0.0067911167,0.013060284,0.0043333531,-37.759941,0.00050838816
1772.0,0.0015255415,0.00055221567,0.9964276,0.0058673546,0.012812424,0.0043257796,-37.420132,0.00054329616
1776.0,0.0015229811,0.00059212907,0.99638158,0.0050859326,0.012570243,0.0043182992,-37.067776,0.0005819127
1780.0,0.0015204604,0.00063676032,0.99633563,0.0044264714,0.012333716,0.0043109204,-36.70031,0.00062495633
1784.0,0.0015179834,0.00068717072,0.99628997,0.0038717526,0.012102841,0.0043036542,-36.314308,0.00067338382
1788.0,0.0015155553,0.00074483844,0.99624455,0.0034073042,0.01187764,0.0042965133,-35.905033,0.00072851207
1792.0,0.0015131825,0.00081191835,0.99619967,0.0030210852,0.011658177,0.0042895158,-35.465618,0.00079223164
1796.0,0.0015108738,0.00089174492,0.99615538,0.0027032783,0.01144457,0.0042826845,-34.985516,0.00086741155
1800.0,0.0015086409,0.00098991953,0.99611199,0.002446248,0.011237035,0.004276053,-34.447071,0.00095874775
1804.0,0.0015065019,0.0011170543,0.99606985,0.0022448297,0.011035959,0.0042696716,-33.816948,0.0010748171
1808.0,0.0015044876,0.0012975148,0.99602956,0.0020975624,0.010842116,0.0042636306,-33.0187,0.0012342511
1812.0,0.0015026631,0.0016115536,0.99599224,0.0020120593,0.010657426,0.0042581381,-31.800741,0.0014927634
1816.0,0.0015012893,0.0028330227,0.99596161,0.0020605947,0.010492341,0.004254261,-27.83197,0.0022605015
1820.0,0.0016889307,0.17915341,0.99766308,0.048811182,0.0166023,0.0048833755,-56.352802,0.060562707
1824.0,0.0017267544,0.0034416919,0.99865776,0.041610628,0.016275713,0.0048738359,-42.508293,0.0026101361
1828.0,0.0017242075,0.0003177661,0.99867409,0.03549445,0.015958268,0.0048645856,-41.106129,0.00046017006
1832.0,0.0017210149,0.00028638286,0.99865371,0.030287871,0.015647825,0.0048554265,-40.725498,0.00030070293
1836.0,0.0017178335,0.00030294506,0.99863213,0.025853813,0.015343891,0.0048463219,-40.438087,0.00030158879
1840.0,0.0017146729,0.00032050442,0.99861032,0.022077929,0.015046321,0.0048372704,-40.156441,0.0003173752
1844.0,0.0017115338,0.00033919656,0.99858832,0.018863054,0.014755006,0.0048282738,-39.872166,0.00033558783
1848.0,0.0017084171,0.00035923766,0.99856615,0.016126432,0.01446985,0.0048193345,-39.584061,0.00035522995
1852.0,0.0017053242,0.00038078762,0.9985438,0.013797567,0.01419076,0.0048104553,-39.291542,0.00037634169
1856.0,0.0017022559,0.0004040229,0.99852127,0.011816414,0.013917646,0.0048016394,-38.993999,0.00039907958
1860.0,0.001699214,0.0004291512,0.99849862,0.010131833,0.013650429,0.00479289,-38.690723,0.00042363847
1864.0,0.0016961999,0.00045642082,0.99847579,0.0087002823,0.013389033,0.004784212,-38.380882,0.00045025159
1868.0,0.0016932153,0.00048613254,0.99845284,0.0074846987,0.013133388,0.0047756089,-38.063469,0.00047920024
1872.0,0.0016902625,0.00051865587,0.99842983,0.0064535523,0.012883435,0.0047670868,-37.737259,0.00051082822
1876.0,0.0016873437,0.00055445218,0.99840671,0.0055800392,0.012639122,0.0047586514,-37.400738,0.00054556236
1880.0,0.0016844616,0.00059410877,0.99838352,0.0048414008,0.012400413,0.0047503104,-37.051987,0.00058394222
1884.0,0.0016816197,0.00063839077,0.99836034,0.0042183502,0.012167283,0.0047420715,-36.68853,0.00062666513
1888.0,0.0016788219,0.00068832311,0.99833721,0.003694592,0.01193973,0.0047339462,-36.307083,0.00067465613
1892.0,0.0016760732,0.00074532721,0.99831414,0.003256436,0.011717772,0.004725947,-35.903103,0.00072918297
1896.0,0.0016733798,0.00081146293,0.99829119,0.0028924937,0.01150147,0.0047180913,-35.470074,0.00079205591
1900.0,0.0016707501,0.00088989304,0.99826849,0.0025934817,0.011290938,0.0047104009,-34.99802,0.0008660024
1904.0,0.0016681955,0.00098587375,0.99824607,0.0023521767,0.011086376,0.004702908,-34.470463,0.00095544255
1908.0,0.0016657331,0.0011092031,0.99822414,0.0021636675,0.010888152,0.0046956604,-33.856758,0.0010683311
1912.0,0.0016633916,0.0012817758,0.99820298,0.0020264278,0.010696972,0.0046887421,-33.088497,0.0012215319
1916.0,0.00166123,0.001571785,0.99818301,0.0019467889,0.010514542,0.0046823379,-31.952675,0.0014630607
1920.0,0.0016594552,0.0024980453,0.99816573,0.0019768679,0.010348627,0.0046772459,-28.866091,0.0020849372
1924.0,0.0018217554,0.28156945,0.99876374,0.049623616,0.01647944,0.0053060381,-59.17403,0.11263388
1928.0,0.0018840246,0.0052969311,0.99938107,0.042299792,0.016154865,0.0052956115,-42.937286,0.0034252375
1932.0,0.0018815609,0.00034546337,0.99939591,0.036080386,0.015839633,0.0052855005,-41.198612,0.00051812612
1936.0,0.0018780571,0.000283181,0.99938583,0.030786578,0.015531459,0.0052754921,-40.789627,0.00030252867
1940.0,0.001874559,0.00029908755,0.99937499,0.026278222,0.015229754,0.0052655409,-40.502846,0.0002983071
1944.0,0.0018710818,0.00031621996,0.99936402,0.022438969,0.014934361,0.0052556433,-40.224648,0.00031324392
1948.0,0.0018676264,0.00033440639,0.99935293,0.019170022,0.014645171,0.0052458015,-39.944286,0.00033092781
1952.0,0.0018641937,0.00035387219,0.99934173,0.016387239,0.014362087,0.0052360175,-39.660385,0.00035001131
1956.0,0.0018607847,0.00037476848,0.9993304,0.014018947,0.014085013,0.005226294,-39.372368,0.00037049339
1960.0,0.0018574005,0.00039725774,0.99931896,0.012004089,0.013813864,0.0052166339,-39.079685,0.00039251454
1964.0,0.0018540426,0.0004215299,0.99930739,0.010290664,0.013548557,0.0052070408,-38.781681,0.00041625294
1968.0,0.0018507125,0.00044781063,0.99929577,0.0088343918,0.013289011,0.0051975185,-38.477604,0.00044192089
1972.0,0.0018474117,0.00047637144,0.99928403,0.0075975787,0.01303516,0.0051880712,-38.166538,0.00046977287
1976.0,0.0018441421,0.00050754333,0.99927223,0.006548149,0.012786939,0.0051787035,-37.847397,0.00050011772
1980.0,0.0018409061,0.00054173591,0.99926031,0.0056588287,0.012544294,0.005169421,-37.518829,0.00053333549
1984.0,0.001837706,0.00057946524,0.99924839,0.0049064476,0.012307182,0.0051602307,-37.179153,0.00056990201
1988.0,0.0018345449,0.00062139507,0.99923635,0.0042713541,0.012075574,0.0051511405,-36.826225,0.00061042473
1992.0,0.0018314266,0.00066840136,0.99922431,0.0037369241,0.011849457,0.0051421598,-36.45723,0.00065569824
1996.0,0.0018283552,0.00072167569,0.99921227,0.0032891538,0.011628839,0.0051332996,-36.068367,0.00070679217
2000.0,0.0018253365,0.00078290392,0.99920028,0.00291634,0.011413759,0.0051245755,-35.654305,0.00076519971
2004.0,0.0018223776,0.00085459294,0.9991883,0.0026088462,0.011204301,0.0051160064,-35.207142,0.000833105
2008.0,0.0018194878,0.00094072882,0.99917644,0.0023589872,0.011000617,0.0051076184,-34.714394,0.00091390644
2012.0,0.0018166812,0.0010482739,0.9991647,0.0021611133,0.010802975,0.0050994498,-34.15432,0.001013368
2016.0,0.0018139792,0.0011912358,0.9991532,0.0020121553,0.01061187,0.0050915619,-33.483257,0.0011426066
2020.0,0.0018114208,0.0014053317,0.99914217,0.001913697,0.010428344,0.0050840722,-32.58987,0.0013281404
2024.0,0.0018091025,0.0018394964,0.99913186,0.0018826093,0.010255457,0.0050773039,-31.011093,0.001667307
2028.0,0.0018098751,0.15475829,0.99912512,0.0087531861,0.010952814,0.0051572924,21.937838,0.034253467
2032.0,0.0020260443,0.040969376,0.99964744,0.045897041,0.016152106,0.0056970171,-47.161133,0.014328158
2036.0,0.0020311561,0.0009603069,0.99971235,0.039137013,0.015835738,0.0056859837,-41.720387,0.0011727717
2040.0,0.0020274753,0.00028214103,0.99970901,0.033388946,0.015527328,0.0056751436,-40.984344,0.00034890679
2044.0,0.002023672,0.00028920994,0.99970347,0.02849431,0.015225505,0.0056643733,-40.671417,0.00029362956
2048.0,0.0020198883,0.00030567349,0.9996978,0.024325861,0.014929989,0.0056536584,-40.395153,0.0003033778
2052.0,0.0020161264,0.00032296756,0.99969208,0.020776266,0.014640665,0.005642999,-40.11961,0.00031977365
2056.0,0.0020123869,0.00034140458,0.99968624,0.017754186,0.014357427,0.0056323968,-39.841156,0.00033782289
2060.0,0.0020086709,0.00036114512,0.99968034,0.01518181,0.014080184,0.0056218547,-39.559074,0.00035718543
2064.0,0.0020049794,0.00038233347,0.99967438,0.012992856,0.013808841,0.0056113754,-39.272846,0.00037795276
2068.0,0.0020013137,0.00040513356,0.99966836,0.011130865,0.013543315,0.0056009614,-38.981918,0.00040027589
2072.0,0.0019976748,0.00042973805,0.99966228,0.0095477533,0.013283525,0.0055906167,-38.685635,0.00042433641
2076.0,0.0019940648,0.00045637635,0.99965608,0.0082025789,0.013029396,0.0055803452,-38.383232,0.00045035002
2080.0,0.0019904848,0.00048532468,0.99964988,0.0070604929,0.01278086,0.0055701504,-38.073788,0.00047857559
2084.0,0.0019869369,0.00051692023,0.99964362,0.0060918457,0.012537858,0.0055600377,-37.756195,0.00050932751
2088.0,0.0019834235,0.00055158109,0.99963725,0.0052714311,0.012300338,0.0055500129,-37.429081,0.00054299337
2092.0,0.0019799469,0.00058983482,0.99963087,0.0045778435,0.01206826,0.0055400827,-37.090736,0.00058005919
2096.0,0.0019765105,0.0006323618,0.99962449,0.0039929356,0.011841597,0.0055302549,-36.738972,0.00062114705
2100.0,0.0019731177,0.00068006205,0.99961805,0.0035013701,0.01162034,0.0055205398,-36.370903,0.00066707254
2104.0,0.0019697731,0.0007341649,0.99961156,0.0030902438,0.011404501,0.0055109481,-35.982635,0.00071893749
2108.0,0.0019664823,0.00079641718,0.99960512,0.0027487993,0.011194126,0.0055014961,-35.568649,0.0007782866
2112.0,0.0019632527,0.00086943252,0.99959862,0.0024682207,0.010989304,0.0054922025,-35.120739,0.00084739208
2116.0,0.0019600943,0.0009574017,0.99959224,0.0022415472,0.010790196,0.0054830951,-34.625816,0.0009298168
2120.0,0.0019570212,0.0010677347,0.99958587,0.0020638017,0.010597091,0.0054742135,-34.060787,0.0010316717
2124.0,0.0019540561,0.0012156294,0.99957961,0.0019326273,0.010410517,0.005465623,-33.378372,0.0011649493
2128.0,0.0019512409,0.0014412104,0.99957359,0.0018506927,0.010231611,0.0054574502,-32.453674,0.0013591574
2132.0,0.0019486852,0.0019269175,0.99956793,0.00183889,0.010063939,0.0054500685,-30.72098,0.0017309774
2136.0,0.0019642445,0.43817407,0.99957055,0.024855603,0.012809638,0.0057341186,19.687092,0.13366897
2140.0,0.0021680447,0.027095797,0.99983454,0.045111466,0.015951397,0.0060677803,-45.834846,0.010422134
2144.0,0.0021697846,0.00071583688,0.99985653,0.03846978,0.0156393,0.0060560363,-41.592503,0.00096289464
2148.0,0.0021657762,0.00027942224,0.99985433,0.032820791,0.015334838,0.0060444623,-40.962273,0.00033220678
2152.0,0.0021616966,0.00028980416,0.99985135,0.028010275,0.015036841,0.0060329558,-40.661697,0.00029267461
2156.0,0.0021576374,0.00030609113,0.99984825,0.023913462,0.014745072,0.0060215057,-40.389122,0.00030367068
2160.0,0.0021536006,0.00032321131,0.99984515,0.020424886,0.014459413,0.0060101114,-40.11657,0.00032003311
2164.0,0.0021495866,0.0003414563,0.99984205,0.017454773,0.014179768,0.0059987763,-39.841156,0.00033791017
2168.0,0.0021455963,0.00036097367,0.99983883,0.01492665,0.013906039,0.0059875022,-39.562237,0.00035705962
2172.0,0.0021416312,0.00038190122,0.99983561,0.012775369,0.013638138,0.0059762914,-39.279335,0.00037757697
2176.0,0.0021376919,0.0004043958,0.99983233,0.010945437,0.013375979,0.0059651472,-38.991913,0.0003996077
2180.0,0.0021337799,0.00042864148,0.99982899,0.0093895933,0.013119482,0.0059540728,-38.699348,0.0004233254
2184.0,0.0021298965,0.00045485672,0.99982566,0.0080675948,0.012868574,0.005943072,-38.400909,0.00044893578
2188.0,0.0021260439,0.0004833038,0.99982226,0.0069451863,0.012623185,0.0059321485,-38.095734,0.00047668483
2192.0,0.0021222231,0.0005143017,0.9998188,0.0059932233,0.012383256,0.005921308,-37.782761,0.00050687033
2196.0,0.0021184371,0.00054824422,0.99981534,0.0051869238,0.012148735,0.0059105549,-37.460712,0.00053985789
2200.0,0.0021146876,0.00058562576,0.99981183,0.0045052413,0.01191958,0.0058998964,-37.127983,0.00057610375
2204.0,0.0021109781,0.00062708027,0.99980831,0.0039303279,0.011695763,0.0058893398,-36.782536,0.00061618857
2208.0,0.0021073117,0.00067344034,0.99980479,0.0034470905,0.011477269,0.0058788946,-36.421703,0.00066086877
2212.0,0.0021036931,0.00072583323,0.99980122,0.0030428227,0.011264108,0.0058685713,-36.04192,0.00071115745
2216.0,0.0021001271,0.00078584306,0.99979758,0.0027069126,0.011056315,0.005858385,-35.63818,0.00076846057
2220.0,0.0020966209,0.0008558057,0.99979401,0.0024306311,0.010853969,0.0058483528,-35.203159,0.00083481841
2224.0,0.0020931833,0.00093939353,0.99979043,0.0022070266,0.010657209,0.0058385003,-34.725395,0.00091337226
2228.0,0.0020898273,0.0010429173,0.99978685,0.0020309933,0.010466284,0.005828863,-34.185246,0.0010093718
2232.0,0.0020865728,0.0011787571,0.99978334,0.001899733,0.010281642,0.0058194972,-33.544243,0.0011327127
2236.0,0.0020834545,0.0013770924,0.99977988,0.001814448,0.010104197,0.0058105071,-32.708569,0.0013060749
2240.0,0.0020805537,0.0017510322,0.9997766,0.0017882629,0.0099364389,0.0058021578,-31.326841,0.0016053842
2244.0,0.002078352,0.0049115829,0.9997738,0.0020122821,0.0098039666,0.0057970365,-22.483234,0.0031130794
2248.0,0.002288684,0.075448446,0.99989688,0.046954211,0.015868971,0.0064195995,-49.970169,0.024100604
2252.0,0.0023010678,0.0015731897,0.99992508,0.040034041,0.01555769,0.00640707,-42.004601,0.0016010903
2256.0,0.0022969751,0.00028774695,0.99992442,0.034152243,0.015254636,0.0063947737,-41.072811,0.00037996873
2260.0,0.0022926317,0.000285007,0.99992275,0.02914409,0.014958124,0.0063825571,-40.747334,0.00029254486
2264.0,0.0022883068,0.00030087383,0.99992108,0.024878876,0.014667812,0.0063703978,-40.475712,0.00029899634
2268.0,0.0022840044,0.00031749948,0.99991935,0.021246731,0.014383573,0.0063582957,-40.20665,0.00031449046
2272.0,0.0022797247,0.00033516382,0.99991763,0.018154195,0.014105307,0.0063462523,-39.935181,0.00033176976
2276.0,0.002275469,0.00035402717,0.99991584,0.015521655,0.013832919,0.0063342704,-39.660492,0.00035028384
2280.0,0.0022712382,0.0003742183,0.99991405,0.013281289,0.013566317,0.0063223517,-39.382126,0.00037009057
2284.0,0.0022670331,0.00039588037,0.9999122,0.011375325,0.013305416,0.0063104997,-39.099594,0.00039131974
2288.0,0.0022628554,0.00041917991,0.99991035,0.0097545553,0.013050134,0.0062987166,-38.812332,0.00041412859
2292.0,0.0022587059,0.00044431345,0.99990845,0.0083770752,0.012800395,0.0062870067,-38.519684,0.00043870247
2296.0,0.0022545864,0.00047151532,0.99990654,0.0072072116,0.01255613,0.0062753735,-38.220867,0.00046526166
2300.0,0.0022504986,0.00050106813,0.99990463,0.0062146029,0.012317274,0.0062638214,-37.914955,0.00049407076
2304.0,0.0022464446,0.00053331774,0.99990267,0.0053734267,0.012083773,0.0062523549,-37.600811,0.00052545185
2308.0,0.0022424264,0.00056869368,0.9999007,0.0046617393,0.011855579,0.0062409812,-37.277042,0.00055980281
2312.0,0.0022384468,0.00060773984,0.99989867,0.0040609166,0.011632659,0.0062297056,-36.941902,0.00059762405
2316.0,0.002234509,0.00065115985,0.99989665,0.0035551868,0.011414989,0.0062185372,-36.593128,0.00063955795
2320.0,0.0022306165,0.0006998888,0.99989462,0.0031312387,0.011202566,0.0062074857,-36.227757,0.00068645034
2324.0,0.0022267739,0.00075521047,0.99989259,0.002777905,0.010995411,0.0061965631,-35.841728,0.00073944952
2328.0,0.0022229874,0.00081896223,0.99989051,0.0024859186,0.010793574,0.0061857854,-35.429279,0.000800176
2332.0,0.0022192644,0.00089391874,0.99988848,0.0022477543,0.010597158,0.0061751725,-34.981739,0.00087103411
2336.0,0.002215615,0.00098458701,0.99988639,0.0020575915,0.01040634,0.0061647533,-34.485073,0.00095583918
2340.0,0.0022120548,0.0010990888,0.99988431,0.0019115104,0.010221432,0.0061545698,-33.914062,0.0010612489
2344.0,0.002208608,0.0012545937,0.99988228,0.0018082847,0.010043021,0.0061446931,-33.215416,0.0012006921
2348.0,0.0022053211,0.0014990417,0.99988031,0.0017523806,0.0098724114,0.0061352663,-32.240189,0.001408895
2352.0,0.0022023285,0.0020857262,0.99987847,0.0017725311,0.0097141508,0.0061267619,-30.206882,0.00184194
2356.0,0.0022633953,0.6477716,0.99988824,0.045910243,0.015195071,0.0066834604,5.5698566,0.21660343
2360.0,0.0024231214,0.01487836,0.99995607,0.043979704,0.015589673,0.0067408802,-44.451691,0.0067778602
2364.0,0.0024216615,0.00050332054,0.99995941,0.037508029,0.015285104,0.0067278277,-41.450706,0.00074185856
2368.0,0.0024171064,0.00027756198,0.99995857,0.032001719,0.01498772,0.0067149187,-40.936691,0.00031455554
2372.0,0.0024125248,0.00029047558,0.99995762,0.027312443,0.014696615,0.0067020743,-40.65155,0.00029169366
2376.0,0.002407965,0.00030641875,0.99995661,0.02331887,0.01441159,0.0066892877,-40.385201,0.00030389027
2380.0,0.0024034281,0.00032319422,0.99995565,0.019918216,0.014132537,0.0066765598,-40.118214,0.00032006422
2384.0,0.0023989149,0.00034105181,0.99995458,0.017022973,0.013859358,0.0066638924,-39.848507,0.0003375817
2388.0,0.0023944259,0.00036012131,0.99995357,0.014558584,0.013591959,0.0066512874,-39.57555,0.00035630172
2392.0,0.0023899626,0.00038052892,0.99995255,0.01246154,0.013330253,0.0066387481,-39.298904,0.00037632001
2396.0,0.0023855257,0.00040241863,0.99995148,0.01067774,0.013074154,0.0066262768,-39.018078,0.00039777093
2400.0,0.0023811166,0.0004259586,0.99995041,0.0091611063,0.012823584,0.0066138767,-38.732502,0.00042081345
2404.0,0.0023767368,0.0004513473,0.99994928,0.0078724027,0.01257847,0.0066015506,-38.441525,0.0004456348
2408.0,0.0023723876,0.00047882154,0.99994814,0.0067782281,0.012338742,0.0065893037,-38.144352,0.00047245753
2412.0,0.0023680704,0.00050866738,0.99994701,0.00585016,0.01210434,0.0065771393,-37.84005,0.00050154928
2416.0,0.002363788,0.00054123503,0.99994588,0.0050640283,0.01187521,0.0065650628,-37.527473,0.00053323607
2420.0,0.0023595418,0.0005769601,0.99994475,0.0043992968,0.011651308,0.0065530799,-37.205212,0.0005679212
2424.0,0.0023553353,0.00061639503,0.99994355,0.0038385438,0.011432602,0.0065411981,-36.871494,0.00060611253
2428.0,0.0023511711,0.00066025567,0.99994236,0.0033670219,0.011219071,0.0065294253,-36.524036,0.0006484632
2432.0,0.002347053,0.00070949562,0.99994117,0.0029722967,0.011010716,0.0065177716,-36.159813,0.00069583498
2436.0,0.0023429859,0.00076542771,0.99993992,0.0026439512,0.010807558,0.0065062493,-35.774689,0.00074940099
2440.0,0.0023389759,0.00082993793,0.99993873,0.002373365,0.010609655,0.0064948741,-35.362755,0.00081082224
2444.0,0.0023350304,0.0009058881,0.99993747,0.002153574,0.010417112,0.0064836671,-34.915089,0.00088257465
2448.0,0.00233116,0.00099795894,0.99993628,0.0019792579,0.010230116,0.0064726574,-34.417137,0.00096861139
2452.0,0.0023273805,0.0011146705,0.99993503,0.0018469718,0.010048993,0.0064618886,-33.842484,0.0010758952
2456.0,0.0023237169,0.00127433,0.99993384,0.0017560249,0.0098743625,0.0064514345,-33.134354,0.0012186768
2460.0,0.0023202193,0.0015296525,0.99993265,0.0017118434,0.0097076241,0.0064414483,-32.12907,0.0014348296
2464.0,0.0023170372,0.0021853915,0.99993151,0.0017483967,0.0095539978,0.0064324704,-29.889465,0.0019080238
2468.0,0.0024083043,0.59203035,0.99994129,0.050827861,0.015718214,0.0070574023,-12.486272,0.22715075
2472.0,0.0025380848,0.011003287,0.99997574,0.04342398,0.015422839,0.0070449151,-43.928265,0.0055144588
2476.0,0.0025355495,0.00043703549,0.99997705,0.037035614,0.015121727,0.0070312712,-41.392944,0.00065864733
2480.0,0.0025307534,0.00027729705,0.99997652,0.031599365,0.014827608,0.0070177587,-40.923885,0.00030802208
2484.0,0.002525945,0.00029089823,0.99997598,0.026969654,0.014539683,0.0070043104,-40.645,0.00029148423
2488.0,0.0025211589,0.00030669081,0.99997538,0.023026809,0.014257772,0.0069909203,-40.381401,0.00030412315
2492.0,0.0025163959,0.0003233176,0.99997479,0.019669363,0.013981768,0.0069775903,-40.116924,0.00032020855
2496.0,0.0025116571,0.00034100754,0.99997419,0.016810913,0.013711574,0.0069643212,-39.8498,0.00033756965
2500.0,0.0025069427,0.0003598831,0.99997354,0.014377851,0.013447098,0.006951116,-39.579529,0.00035610364
2504.0,0.0025022542,0.0003800657,0.99997294,0.012307469,0.013188252,0.0069379765,-39.305698,0.00037590583
2508.0,0.0024975927,0.00040169386,0.99997228,0.010546352,0.012934952,0.0069249063,-39.027832,0.0003971059
2512.0,0.0024929589,0.00042492902,0.99997163,0.009049003,0.012687121,0.0069119073,-38.745392,0.00041985663
2516.0,0.0024883545,0.00044996131,0.99997097,0.0077766827,0.012444682,0.0068989834,-38.457741,0.00044433752
2520.0,0.002483781,0.00047701705,0.99997032,0.0066964095,0.01220757,0.0068861386,-38.164135,0.00047076136
2524.0,0.0024792396,0.00050636858,0.9999696,0.0057801176,0.011975722,0.0068733767,-37.863674,0.00049938331
2528.0,0.0024747329,0.00053834839,0.99996895,0.0050039371,0.011749085,0.0068607028,-37.555279,0.00053051324
2532.0,0.0024702626,0.00057336828,0.99996823,0.0043475856,0.011527614,0.0068481225,-37.237617,0.00056453288
2536.0,0.0024658313,0.00061194791,0.99996752,0.0037938529,0.011311273,0.0068356427,-36.909019,0.00060192071
2540.0,0.0024614423,0.00065475702,0.9999668,0.0033281653,0.011100042,0.0068232715,-36.567352,0.00064328901
2544.0,0.002457099,0.00070268154,0.99996608,0.0029382273,0.010893915,0.0068110176,-36.209805,0.00068944023
2548.0,0.0024528059,0.00075693091,0.99996531,0.002613727,0.010692911,0.0067988932,-35.832573,0.00074145797
2552.0,0.0024485686,0.00081922358,0.99996459,0.0023461108,0.010497077,0.0067869131,-35.430275,0.00080086139
2556.0,0.0024443944,0.00089213043,0.99996382,0.0021284339,0.010306508,0.006775097,-34.994896,0.0008698845
2560.0,0.0024402926,0.0009797737,0.99996305,0.0019553227,0.010121367,0.0067634713,-34.51363,0.00095203059
2564.0,0.0024362779,0.001089443,0.99996233,0.0018231351,0.0099419383,0.0067520752,-33.963886,0.0010533088
2568.0,0.0024323722,0.0012360922,0.99996156,0.0017306231,0.0097687496,0.0067409729,-33.299347,0.001185515
2572.0,0.0024286169,0.0014591872,0.99996084,0.0016813235,0.0096029239,0.0067302897,-32.397587,0.0013776688
2576.0,0.0024251193,0.0019374716,0.99996012,0.0016965122,0.009447963,0.0067203916,-30.705748,0.0017442015
2580.0,0.0024378602,0.41852021,0.99996006,0.023374995,0.012032506,0.006984523,20.490746,0.12667401
2584.0,0.0026423009,0.02804907,0.9999845,0.045053191,0.01535837,0.0073328093,-45.945721,0.01068804
2588.0,0.0026433049,0.00073129003,0.99998659,0.038419805,0.015057974,0.007318533,-41.634571,0.00097456801
2592.0,0.0026383523,0.0002773192,0.99998629,0.032777868,0.014764977,0.0073044323,-41.009098,0.00033079542
2596.0,0.002633326,0.00028668717,0.99998593,0.027973264,0.014478206,0.0072904024,-40.718407,0.00028974499
2600.0,0.0026283218,0.00030216089,0.99998558,0.023881372,0.014197424,0.0072764321,-40.456394,0.00029991011
2604.0,0.0026233408,0.0003183661,0.99998522,0.020396857,0.013922519,0.0072625219,-40.194866,0.00031538607
2608.0,0.0026183838,0.0003355715,0.99998486,0.017430056,0.013653394,0.0072486731,-39.930988,0.00033225934
2612.0,0.0026134516,0.00035390464,0.9999845,0.014904586,0.013389954,0.0072348877,-39.664188,0.00035026684
2616.0,0.0026085451,0.00037347947,0.99998409,0.012755371,0.013132112,0.0072211688,-39.39407,0.00036948183
2620.0,0.0026036652,0.0003944239,0.99998373,0.010926979,0.012879783,0.0072075184,-39.120193,0.0003900227
2624.0,0.0025988133,0.00041688627,0.99998331,0.0093721906,0.012632889,0.0071939393,-38.84206,0.00041202985
2628.0,0.0025939902,0.00044104026,0.99998289,0.0080507984,0.012391352,0.0071804347,-38.559093,0.00043566761
2632.0,0.0025891978,0.00046709157,0.99998248,0.006928565,0.012155104,0.0071670078,-38.270611,0.00046112968
2636.0,0.0025844374,0.00049528613,0.99998206,0.005976351,0.011924082,0.0071536633,-37.975803,0.00048864703
2640.0,0.0025797107,0.00052592182,0.99998164,0.0051693683,0.011698228,0.0071404055,-37.673702,0.00051849801
2644.0,0.0025750196,0.00055936479,0.99998116,0.0044865445,0.011477495,0.0071272394,-37.363117,0.00055102288
2648.0,0.002570367,0.00059607223,0.99998075,0.0039099879,0.011261842,0.0071141711,-37.04258,0.00058664434
2652.0,0.0025657553,0.00063662673,0.99998027,0.0034245325,0.011051242,0.007101208,-36.710228,0.00062589685
2656.0,0.0025611876,0.00068178779,0.99997985,0.0030173603,0.010845684,0.0070883585,-36.363655,0.00066947186
2660.0,0.0025566681,0.00073257438,0.99997938,0.0026776895,0.01064517,0.0070756334,-35.999645,0.00071828777
2664.0,0.0025522017,0.00079040264,0.9999789,0.0023965251,0.010449735,0.0070630452,-35.613762,0.00077360566
2668.0,0.002547795,0.00085733086,0.99997842,0.0021664803,0.010259447,0.0070506111,-35.199585,0.00083723111
2672.0,0.0025434555,0.00093653303,0.99997795,0.0019816831,0.010074427,0.007038353,-34.747246,0.00091189507
