data_set_T_baseline,data_set_EXC2_baseline,data_set_FV1_baseline,data_set_FV2_baseline,data_set_FV3_baseline,data_set_FV4_baseline,data_set_H1_baseline,data_set_H2_baseline,data_set_H3_baseline,data_set_H4_baseline,data_set_INH1_baseline,data_set_INH2_baseline,data_set_INH3_baseline,data_set_INH4_baseline,data_set_M2_baseline,data_set_M3_baseline,data_set_M4_baseline,data_set_V1_baseline,data_set_V2_baseline,data_set_V3_baseline,data_set_V4_baseline
8000.0,0.35478991,0.59131652,0.49925137,0.00092023489,0.0095880581,0.31212735,0.19562258,0.4776676,0.4039475,0.00025885022,0.0031248808,0.30003023,0.15018952,0.27418956,0.085509121,0.046060525,-29.044716,-30.011978,-57.959843,-48.550411
8010.0,0.35328501,0.58880836,0.49476364,0.00094459282,0.0098734703,0.31112084,0.19519994,0.47855818,0.40422583,0.00026617615,0.0032170811,0.29735187,0.14885415,0.2748051,0.084949613,0.045869615,-29.12767,-30.083784,-57.855247,-48.431927
8020.0,0.35175902,0.58626503,0.49025127,0.00097000215,0.010171359,0.31012675,0.19478393,0.47943607,0.40449408,0.00027382065,0.0033133086,0.29465935,0.14751188,0.27539957,0.08439406,0.045680821,-29.21163,-30.155998,-57.748966,-48.311825
8030.0,0.35021073,0.5836845,0.4857097,0.00099654752,0.010482707,0.30914509,0.1943745,0.48030117,0.40475222,0.00028180904,0.00341388,0.29194996,0.14616136,0.27597302,0.083842434,0.04549418,-29.296661,-30.228706,-57.640865,-48.18996
8040.0,0.3486388,0.5810647,0.48113409,0.0010243721,0.010808672,0.3081758,0.19397168,0.4811534,0.40500009,0.00029017657,0.0035191819,0.28922087,0.14480118,0.27652541,0.083294727,0.045309745,-29.382835,-30.301998,-57.530602,-48.066154
8050.0,0.34704185,0.57840306,0.47651845,0.0010535544,0.011150489,0.30721891,0.19357543,0.48199266,0.40523762,0.00029895164,0.0036296062,0.2864686,0.14342964,0.27705672,0.082750924,0.045127556,-29.47023,-30.37598,-57.418125,-47.940235
8060.0,0.34541821,0.575697,0.47185621,0.001084202,0.011509582,0.30627438,0.19318578,0.48281881,0.40546465,0.00030816899,0.0037456092,0.2836892,0.14204475,0.27756685,0.08221101,0.044947673,-29.558929,-30.450777,-57.303307,-47.811996
8070.0,0.34376612,0.57294351,0.46714023,0.0011165066,0.011887672,0.30534226,0.19280271,0.48363176,0.40568104,0.00031787841,0.0038677587,0.28087851,0.14064451,0.27805573,0.081674978,0.044770159,-29.649033,-30.526516,-57.185734,-47.681179
8080.0,0.34208354,0.57013923,0.46236202,0.0011506239,0.012286679,0.30442253,0.19242626,0.48443127,0.40588662,0.00032812817,0.0039966721,0.27803156,0.13922639,0.27852324,0.081142813,0.044595078,-29.740646,-30.60335,-57.065197,-47.547508
8090.0,0.34036818,0.56728029,0.45751148,0.0011867194,0.012708811,0.30351523,0.19205645,0.48521721,0.40608117,0.00033897208,0.0041330573,0.27514234,0.13778748,0.2789692,0.080614507,0.044422504,-29.833893,-30.681459,-56.941502,-47.410679
8100.0,0.33861747,0.56436247,0.45257756,0.001225069,0.013156791,0.30262038,0.19169334,0.48598936,0.40626451,0.0003504855,0.0042778058,0.27220437,0.13632455,0.2793934,0.080090061,0.044252522,-29.928911,-30.761047,-56.814129,-47.270294
8110.0,0.33682835,0.56138062,0.44754687,0.0012659603,0.013633811,0.30173802,0.19133696,0.48674747,0.40643638,0.00036275218,0.0044319527,0.2692098,0.13483374,0.27979562,0.079569459,0.044085234,-30.025864,-30.84235,-56.682629,-47.1259
8120.0,0.33499736,0.55832893,0.44240299,0.001309692,0.014143627,0.30086827,0.19098739,0.48749122,0.40659648,0.00037586593,0.0045967051,0.26614895,0.13331026,0.28017551,0.079052716,0.043920744,-30.124939,-30.925661,-56.546612,-46.976986
8130.0,0.33312029,0.55520046,0.43712682,0.0013567116,0.014690969,0.30001113,0.19064474,0.4882203,0.40674451,0.00038995349,0.0047736028,0.26301065,0.13174857,0.28053275,0.078539826,0.043759182,-30.226357,-31.011324,-56.405334,-46.822891
8140.0,0.3311922,0.55198699,0.43169495,0.0014075661,0.0152817,0.29916674,0.19030911,0.48893431,0.40688002,0.00040517127,0.0049645528,0.25978106,0.1301419,0.2808668,0.078030802,0.04360069,-30.330383,-31.099756,-56.257938,-46.6628
8150.0,0.329207,0.54867834,0.4260774,0.0014628767,0.015923074,0.29833519,0.18998064,0.48963279,0.40700263,0.00042170568,0.0051718988,0.25644261,0.12848152,0.28117719,0.077525645,0.043445442,-30.437344,-31.191494,-56.103546,-46.495739
8160.0,0.3271572,0.54526198,0.42023662,0.0015235133,0.016624572,0.29751667,0.18965954,0.49031511,0.40711173,0.00043980774,0.00539872,0.2529732,0.12675656,0.28146315,0.077024385,0.043293644,-30.54764,-31.287209,-55.940845,-46.320438
8170.0,0.32503319,0.541722,0.41412407,0.0015906562,0.017398806,0.29671136,0.18934602,0.49098068,0.40720674,0.00045981412,0.0056491191,0.24934438,0.12495302,0.28172386,0.076527052,0.043145537,-30.661785,-31.38777,-55.768066,-46.135208
8180.0,0.32282251,0.53803754,0.40767363,0.0016658372,0.018262744,0.29591942,0.18904036,0.49162862,0.40728682,0.00048217081,0.0059285993,0.24551733,0.12305172,0.28195822,0.076033682,0.043001428,-30.780443,-31.494364,-55.583042,-45.937843
8190.0,0.32050833,0.53418052,0.40079412,0.0017512721,0.019240426,0.29514122,0.18874297,0.49225786,0.40735099,0.00050751539,0.006244971,0.24143849,0.12102631,0.28216484,0.075544335,0.042861704,-30.904514,-31.608629,-55.382641,-45.725254
8200.0,0.31806698,0.53011161,0.39335391,0.0018503058,0.020367527,0.29437712,0.18845432,0.49286705,0.40739793,0.00053680112,0.0066098408,0.23703073,0.11883882,0.28234193,0.075059094,0.042726856,-31.035261,-31.732943,-55.162209,-45.492943
8210.0,0.31546357,0.52577263,0.38515094,0.0019681398,0.021699678,0.29362759,0.1881751,0.49345437,0.40742597,0.00057151268,0.0070413011,0.23217554,0.11643095,0.28248698,0.074578084,0.042597562,-31.174545,-31.870966,-54.914783,-45.234077
8220.0,0.31264302,0.52107167,0.37585348,0.0021136766,0.023330947,0.29289332,0.18790628,0.49401721,0.40743273,0.00061417377,0.0075699771,0.22667862,0.1137072,0.28259656,0.074101485,0.042474784,-31.325306,-32.028744,-54.628841,-44.937469
8230.0,0.3095102,0.51585037,0.36486247,0.0023039484,0.025438366,0.29217532,0.18764935,0.49455184,0.4074147,0.00066956907,0.0082535762,0.22018939,0.11049552,0.28266537,0.073629595,0.042359993,-31.492619,-32.217285,-54.283298,-44.582916
8240.0,0.30587816,0.50979692,0.3509312,0.0025770711,0.028410381,0.29147515,0.18740676,0.49505186,0.40736607,0.00074828963,0.0092189237,0.21197924,0.10643905,0.28268471,0.073162951,0.042255715,-31.686459,-32.459793,-53.834084,-44.128716
8250.0,0.30129552,0.50215918,0.33083093,0.0030445585,0.033343684,0.29079559,0.18718337,0.49550521,0.40727586,0.00088072504,0.010825136,0.20016573,0.10061933,0.28263777,0.072702706,0.042167101,-31.930904,-32.817719,-53.165401,-43.467899
8260.0,0.29416066,0.49026775,0.29206568,0.00426311,0.045287054,0.29014322,0.18699186,0.49588102,0.4071165,0.0012121946,0.014737156,0.17750376,0.089538105,0.28248161,0.072252378,0.042108968,-32.31147,-33.541489,-51.813938,-42.193558
8270.0,0.26562607,0.44271013,0.11638293,0.025497176,0.15663651,0.28954908,0.18690893,0.49601433,0.40675184,0.0055366945,0.053875189,0.077661581,0.046388607,0.28199843,0.07185106,0.042196654,-33.841362,-38.108551,-44.573441,-36.733879
8280.0,0.015798643,0.026331073,0.0012831463,0.70186597,0.0010797445,0.28994676,0.18771732,0.49466735,0.40678468,0.087749444,0.18982774,0.00082387502,0.31622463,0.28069574,0.074715123,0.042290293,-60.882572,-56.628624,-26.575203,-57.319801
8290.0,0.0096686268,0.016114378,0.00098240725,0.72815555,0.00089071243,0.29223081,0.18943271,0.49239573,0.4079057,0.091032803,0.19686921,0.00063397997,0.32796472,0.27929983,0.080995165,0.042082928,-64.894379,-57.698086,-26.058861,-58.090393
8300.0,0.0097908769,0.016318128,0.0010455311,0.7090745,0.00095173827,0.29463655,0.19114383,0.49016726,0.40901473,0.088648587,0.19173564,0.0006749056,0.31939718,0.27791086,0.087142862,0.041876666,-64.792206,-57.448738,-26.436426,-57.825073
8310.0,0.0099966871,0.016661145,0.0011184308,0.68961161,0.0010249688,0.29700741,0.19281763,0.48800948,0.41008848,0.08621683,0.18650264,0.0007223069,0.31066075,0.27652907,0.093069121,0.041671727,-64.622993,-57.178837,-26.806784,-57.528271
8320.0,0.010213369,0.01702228,0.0011982492,0.6703313,0.0011111252,0.29934075,0.19445369,0.48591819,0.41112643,0.083808079,0.18132278,0.00077450578,0.30200854,0.2751545,0.098775722,0.04146814,-64.448509,-56.902779,-27.161264,-57.205082
8330.0,0.010439442,0.017399069,0.001285333,0.65132594,0.0012103793,0.30163655,0.19605206,0.48388931,0.4121283,0.0814339,0.17622112,0.00083171873,0.29348227,0.27378711,0.10426627,0.041265935,-64.270294,-56.621807,-27.500509,-56.862442
8340.0,0.010674417,0.017790694,0.001379928,0.63266683,0.0013191649,0.30389476,0.19761294,0.48191908,0.41309386,0.079103142,0.17121579,0.00089391501,0.28511405,0.2724269,0.1095451,0.041065149,-64.089027,-56.337372,-27.825302,-56.517746
8350.0,0.010917864,0.018196439,0.0014826803,0.61442,0.001445781,0.3061156,0.19913666,0.48000395,0.41402334,0.076824188,0.16632713,0.00096189725,0.27693379,0.27107388,0.11461711,0.040865812,-63.905323,-56.049679,-28.13628,-56.150635
8360.0,0.011169215,0.018615358,0.0015933103,0.5966208,0.0015749646,0.30829927,0.20062363,0.4781408,0.41491652,0.074601226,0.1615601,0.0010347344,0.26895735,0.26972803,0.11948773,0.040667977,-63.719822,-55.761387,-28.434381,-55.807785
8370.0,0.011428026,0.019046709,0.0017123501,0.57930899,0.0017150192,0.31044617,0.20207439,0.4763267,0.41577378,0.07243935,0.15692793,0.001113161,0.26120275,0.26838934,0.12416267,0.040471677,-63.533043,-55.472698,-28.720251,-55.466457
8380.0,0.011694002,0.019490002,0.0018412813,0.5625301,0.0018866372,0.31255668,0.20348956,0.47455892,0.41659582,0.070344567,0.15244913,0.0011991006,0.25369093,0.26705784,0.12864794,0.04027696,-63.345371,-55.181801,-28.994253,-55.084282
8390.0,0.01196637,0.019943949,0.0019779732,0.54625946,0.0020498026,0.31463128,0.20486973,0.472835,0.4173823,0.068313181,0.148105,0.001289274,0.24641015,0.26573348,0.13294968,0.040083889,-63.157471,-54.89481,-29.257727,-54.751839
8400.0,0.012245287,0.020408811,0.002126985,0.5305714,0.0022660999,0.31667051,0.20621572,0.47115269,0.41813463,0.066355415,0.1439341,0.0013894959,0.23939522,0.26441634,0.13707408,0.039892502,-62.969349,-54.603683,-29.510246,-54.349705
8410.0,0.012529533,0.020882556,0.0022822921,0.51537269,0.0024565656,0.31867492,0.20752814,0.46950987,0.41885215,0.064458437,0.1398876,0.0014922036,0.2326024,0.26310632,0.14102742,0.039702885,-62.781898,-54.321159,-29.75396,-54.026127
8420.0,0.012819488,0.021365812,0.0024497632,0.50074005,0.0026890361,0.32064515,0.20880786,0.46790463,0.41953626,0.062632844,0.13600653,0.0016043097,0.22606796,0.26180351,0.1448158,0.039515078,-62.594925,-54.037243,-29.988159,-53.663521
8430.0,0.013114426,0.021857377,0.0026265059,0.48662123,0.0029317942,0.32258177,0.2100556,0.46633515,0.42018718,0.060871631,0.13226727,0.0017224933,0.2197675,0.26050788,0.14844532,0.03932916,-62.408936,-53.757885,-30.214111,-53.316818
8440.0,0.013414477,0.02235746,0.0028160247,0.47304505,0.0032116729,0.32448545,0.21127224,0.46479982,0.42080566,0.059178803,0.12868567,0.0018501985,0.21371508,0.25921944,0.15192185,0.039145205,-62.223873,-53.478436,-30.431698,-52.950985
8450.0,0.013719373,0.022865621,0.0030184037,0.45999172,0.0035238629,0.32635686,0.21245852,0.46329713,0.4213922,0.057551824,0.12525493,0.0019872354,0.20790179,0.25793821,0.15525115,0.038963292,-62.039917,-53.200016,-30.641504,-52.578671
8460.0,0.014028823,0.023381371,0.0032332039,0.44743457,0.0038626862,0.32819659,0.21361525,0.46182567,0.42194733,0.055987261,0.12196614,0.0021330568,0.20231551,0.25666416,0.1584388,0.038783506,-61.857254,-52.924171,-30.844166,-52.210091
8470.0,0.014341113,0.023901856,0.0034487599,0.43522108,0.0041733435,0.33000532,0.21474311,0.4603841,0.42247126,0.054465234,0.1187617,0.002277923,0.19688411,0.25539735,0.16149029,0.038605954,-61.676857,-52.665142,-31.04232,-51.899422
8480.0,0.014658691,0.024431152,0.0036854197,0.42356053,0.0045582121,0.33178371,0.21584305,0.45897129,0.42296523,0.05301344,0.11572881,0.0024391625,0.19170786,0.25413775,0.16441056,0.038430706,-61.497292,-52.398716,-31.232695,-51.545025
8490.0,0.014980501,0.024967503,0.0039360095,0.41234696,0.0049792179,0.33353233,0.21691576,0.45758611,0.42342955,0.051618058,0.11282744,0.0026105666,0.18673693,0.2528854,0.16720463,0.038257878,-61.319164,-52.134575,-31.417086,-51.189964
8500.0,0.015306616,0.025511028,0.0042022313,0.40157309,0.0054436452,0.33525187,0.21796198,0.45622751,0.42386478,0.050278291,0.11005782,0.0027935209,0.18196855,0.25164029,0.16987722,0.038087573,-61.142418,-51.871716,-31.595659,-50.83139
8510.0,0.015634041,0.026056735,0.004460549,0.39098313,0.0058651138,0.33694285,0.21898229,0.45489451,0.42427099,0.048960868,0.10732498,0.0029695851,0.17728058,0.25040245,0.17243302,0.037919939,-60.968613,-51.632053,-31.772726,-50.531403
8520.0,0.01596809,0.026613483,0.004753971,0.38098565,0.0064055608,0.33860594,0.21997769,0.45358631,0.42464954,0.047719289,0.1047878,0.0031726605,0.17286974,0.24917187,0.17487599,0.037755046,-60.794907,-51.376038,-31.941467,-50.176651
8530.0,0.016305596,0.027175993,0.0050568278,0.37130436,0.006969098,0.34024164,0.22094868,0.45230204,0.42500037,0.046517584,0.10234291,0.0033825517,0.16860402,0.24794857,0.17721041,0.037593063,-60.622955,-51.127785,-32.106499,-49.837105
8540.0,0.016643582,0.027739303,0.0053458628,0.36170968,0.0074870605,0.34185052,0.22189583,0.45104086,0.42532375,0.045326017,0.099907734,0.0035818706,0.16437311,0.24673261,0.17944036,0.03743415,-60.454189,-50.904289,-32.271805,-49.548256
8550.0,0.0169871,0.028311834,0.0056608464,0.35255775,0.0080921222,0.34343311,0.22282,0.44980216,0.4256207,0.0441911,0.09761823,0.0038011142,0.16034925,0.24552394,0.18156926,0.03727841,-60.286041,-50.674019,-32.431259,-49.234959
8560.0,0.017336082,0.028893469,0.0060020117,0.34382412,0.0087844497,0.34498996,0.22372185,0.44858527,0.42589158,0.043109782,0.095467851,0.0040404294,0.15652145,0.24432261,0.18360063,0.037126005,-60.118565,-50.43856,-32.585194,-48.903797
8570.0,0.017686959,0.029478267,0.0063388497,0.33523053,0.0094717238,0.3465215,0.22460184,0.44738951,0.42613649,0.042045891,0.093353763,0.0042768959,0.15275539,0.24312863,0.18553805,0.036977131,-59.953445,-50.218796,-32.738487,-48.599709
8580.0,0.018043332,0.03007222,0.0067017246,0.32702279,0.010250513,0.34802827,0.22546074,0.44621432,0.42635617,0.041031606,0.091371313,0.0045335605,0.14917077,0.24194199,0.18738455,0.03683193,-59.78896,-49.994663,-32.886726,-48.280495
8590.0,0.018406099,0.030676831,0.0070971893,0.31923509,0.011140745,0.3495107,0.22629914,0.44505921,0.42655101,0.040071499,0.089535698,0.0048153508,0.14578494,0.24076273,0.18914312,0.036690585,-59.624722,-49.763737,-33.029156,-47.943771
8600.0,0.01877285,0.031288084,0.0075074164,0.31170601,0.012095457,0.35096928,0.2271176,0.44392359,0.42672125,0.039144684,0.08778926,0.0051092226,0.14251992,0.23959084,0.19081685,0.036553308,-59.461842,-49.537312,-33.168621,-47.611023
8610.0,0.019134261,0.031890437,0.0078487368,0.30380997,0.012873372,0.35240436,0.22791639,0.44280687,0.42686677,0.038169347,0.085890703,0.0053529106,0.13906911,0.23842636,0.19240905,0.036420379,-59.304314,-49.358093,-33.316879,-47.358551
8620.0,0.019512303,0.032520503,0.0083148042,0.29699263,0.014043543,0.35381651,0.22869679,0.44170886,0.42698911,0.037334729,0.084401071,0.0056910594,0.13614112,0.23726924,0.19392133,0.036291827,-59.142586,-49.125473,-33.44664,-47.005798
8630.0,0.019878788,0.033131313,0.0086570177,0.28944224,0.014890156,0.35520601,0.22945859,0.44062877,0.42708728,0.036403634,0.082616456,0.0059387186,0.13284612,0.23611957,0.19535773,0.036168106,-58.98867,-48.962761,-33.592377,-46.768211
8640.0,0.020262197,0.033770327,0.0091322409,0.28298706,0.01616177,0.3565734,0.23020315,0.43956646,0.42716298,0.035615809,0.081255041,0.0062874327,0.13008386,0.23497725,0.19671944,0.036049195,-58.830551,-48.747082,-33.718769,-46.435253
8650.0,0.020637756,0.034396261,0.0095162774,0.2760849,0.01721295,0.35791907,0.23093045,0.4385213,0.42721555,0.034768809,0.07970681,0.0065704137,0.12709309,0.23384236,0.19801013,0.035935543,-58.678448,-48.580757,-33.855862,-46.178921
8660.0,0.021025456,0.035042427,0.009999495,0.27001512,0.018602714,0.35924348,0.23164161,0.43749303,0.42724618,0.034030933,0.0784849,0.006929833,0.12450665,0.2327148,0.19923139,0.035827201,-58.524197,-48.380684,-33.978184,-45.862679
8670.0,0.021403654,0.035672754,0.010382443,0.26350281,0.019756107,0.36054704,0.23233671,0.43648106,0.42725453,0.03323419,0.077072583,0.0072172713,0.12169099,0.23159465,0.20038663,0.03572458,-58.376347,-48.228809,-34.111366,-45.617355
8680.0,0.021789005,0.036315009,0.010827324,0.25759432,0.021148762,0.36183023,0.23301683,0.43548512,0.42724165,0.03251652,0.075895093,0.0075538326,0.11916564,0.2304818,0.20147756,0.035627767,-58.228268,-48.059185,-34.234039,-45.339191
8690.0,0.022171825,0.036953043,0.011249565,0.25177914,0.022538802,0.36309353,0.23368239,0.43450469,0.42720777,0.031810474,0.074742004,0.0078766784,0.11667548,0.22937626,0.20250703,0.035537057,-58.083633,-47.904449,-34.356583,-45.07888
8700.0,0.022557572,0.037595954,0.011711811,0.24643959,0.024114696,0.36433744,0.23433419,0.43353942,0.42715359,0.031166669,0.073773101,0.0082328208,0.11441136,0.22827795,0.20347729,0.035452589,-57.940304,-47.741505,-34.470768,-44.802094
8710.0,0.022935485,0.038225811,0.012114832,0.24102755,0.025582965,0.3655625,0.23497266,0.43258873,0.42707932,0.030512188,0.072752327,0.0085480474,0.11209685,0.22718686,0.20439124,0.035374649,-57.802151,-47.604546,-34.588219,-44.55965
8720.0,0.023320442,0.038867403,0.012622143,0.23645538,0.02743616,0.36676925,0.23559882,0.43165237,0.42698607,0.029968465,0.072073802,0.0089450935,0.11019156,0.22610287,0.20525075,0.035303254,-57.663651,-47.4384,-34.688847,-44.272297
8730.0,0.023687126,0.039478544,0.012982812,0.23138641,0.028916884,0.36795825,0.23621283,0.4307296,0.42687383,0.029357055,0.071149394,0.0092355311,0.10801873,0.225026,0.20605935,0.035238761,-57.533752,-47.324245,-34.801998,-44.055946
8740.0,0.024048448,0.040080745,0.013341854,0.22662394,0.030457657,0.36913007,0.23681566,0.42982009,0.42674363,0.028784856,0.070325762,0.0095279953,0.10598332,0.22395609,0.20681901,0.035181142,-57.407623,-47.213669,-34.909893,-43.841946
8750.0,0.024406819,0.040678032,0.01373675,0.22235222,0.032173354,0.37028536,0.23740801,0.4289234,0.42659625,0.02827663,0.069687106,0.0098507181,0.10417953,0.22289307,0.20753214,0.035130437,-57.284309,-47.095394,-35.008045,-43.615658
8760.0,0.024755135,0.041258559,0.014101086,0.21823768,0.033854481,0.37142473,0.23799041,0.42803895,0.42643231,0.027787527,0.069080517,0.010153376,0.10243728,0.22183686,0.20820145,0.035086744,-57.166103,-46.989208,-35.103863,-43.404972
8770.0,0.02509498,0.041824967,0.014461287,0.21440902,0.035577472,0.37254879,0.23856349,0.42716631,0.4262526,0.027334791,0.068563677,0.010455646,0.10082245,0.22078736,0.20882933,0.035050035,-57.052296,-46.886852,-35.194202,-43.199268
8780.0,0.025423605,0.042372674,0.014794138,0.21075088,0.037262678,0.37365815,0.2391278,0.42630494,0.42605785,0.026902799,0.068081535,0.010739617,0.099276133,0.21974447,0.20941822,0.035020307,-56.943642,-46.794479,-35.28162,-43.007153
8790.0,0.025741393,0.042902321,0.015109226,0.20730092,0.038933162,0.37475345,0.2396839,0.42545444,0.42584881,0.026496613,0.067651197,0.011012194,0.097818181,0.21870811,0.20997037,0.034997486,-56.839836,-46.7089,-35.365089,-42.824791
8800.0,0.026049206,0.043415342,0.015419302,0.20410477,0.040622711,0.37583527,0.2402323,0.42461428,0.42562625,0.026122436,0.067295097,0.011282717,0.096472934,0.21767814,0.21048793,0.034981467,-56.740452,-46.626385,-35.443336,-42.647827
8810.0,0.026345443,0.043909069,0.015707433,0.20107313,0.042269692,0.37690416,0.24077347,0.42378405,0.42539087,0.025768187,0.066970654,0.011537945,0.095195137,0.21665451,0.21097302,0.034972165,-56.645855,-46.551155,-35.518402,-42.481983
8820.0,0.026630301,0.044383835,0.015975844,0.19820172,0.043874547,0.37796071,0.24130784,0.42296335,0.42514336,0.025433334,0.066676833,0.011779234,0.093983531,0.2156371,0.21142761,0.034969442,-56.555847,-46.482292,-35.590286,-42.326218
8830.0,0.026905205,0.044842009,0.016239122,0.19553725,0.045478966,0.3790054,0.2418358,0.42215174,0.42488444,0.025124341,0.066438749,0.012017421,0.0928635,0.21462584,0.21185346,0.034973137,-56.469852,-46.41584,-35.657696,-42.175838
8840.0,0.027169487,0.045282476,0.016486544,0.19301836,0.04704196,0.38003877,0.2423577,0.4213489,0.42461473,0.024832925,0.066227548,0.012244024,0.091804229,0.21362062,0.21225233,0.034983113,-56.387962,-46.354347,-35.722061,-42.034122
8850.0,0.027423432,0.045705721,0.016717894,0.19062898,0.048557773,0.38106126,0.24287388,0.42055443,0.42433485,0.024556989,0.066037156,0.012458625,0.090798408,0.21262138,0.21262582,0.034999207,-56.30999,-46.297665,-35.783714,-41.900898
8860.0,0.027668243,0.046113741,0.016942937,0.188394,0.050054714,0.38207328,0.24338463,0.41976804,0.42404535,0.02430007,0.065882795,0.012668498,0.089860179,0.21162803,0.21297535,0.035021234,-56.235466,-46.243263,-35.841919,-41.773151
8870.0,0.027903894,0.046506491,0.017156618,0.18627876,0.051511887,0.3830753,0.2438902,0.41898936,0.42374679,0.024057524,0.065748833,0.012869565,0.088972427,0.2106405,0.21330231,0.035049036,-56.164326,-46.192265,-35.897495,-41.652225
8880.0,0.02813087,0.046884786,0.01735987,0.18427378,0.052929189,0.38406762,0.24439083,0.41821817,0.42343968,0.02382816,0.065632679,0.013062381,0.08813116,0.20965876,0.21360797,0.035082437,-56.09634,-46.144329,-35.950626,-41.537674
8890.0,0.028349884,0.047249805,0.017556153,0.18238027,0.054315597,0.38505068,0.24488674,0.41745415,0.42312449,0.023612268,0.065537348,0.013249472,0.087337971,0.20868269,0.21389347,0.035121266,-56.031235,-46.098557,-36.001213,-41.428391
8900.0,0.028561257,0.047602095,0.017744461,0.18058296,0.055665232,0.38602474,0.24537811,0.41669711,0.42280167,0.023407849,0.065456972,0.013429938,0.086585671,0.20771225,0.21415992,0.035165355,-55.968849,-46.055111,-36.04961,-41.324501
8910.0,0.028765507,0.047942512,0.017926171,0.1788767,0.056980852,0.3869901,0.24586511,0.41594675,0.42247167,0.023214299,0.065390967,0.013604745,0.085872367,0.2067474,0.21440831,0.035214536,-55.908981,-46.013618,-36.095905,-41.225487
8920.0,0.028963074,0.04827179,0.018101962,0.1772545,0.058263112,0.38794711,0.2463479,0.41520292,0.42213485,0.023030758,0.06533765,0.013774333,0.085195109,0.20578806,0.21463954,0.035268642,-55.851456,-45.973869,-36.14024,-41.131027
8930.0,0.029154394,0.048590656,0.018272627,0.17571062,0.059513386,0.38889596,0.24682663,0.41446534,0.42179155,0.022856528,0.065295883,0.013939246,0.084551565,0.20483421,0.21485449,0.035327516,-55.796104,-45.935638,-36.182732,-41.040783
8940.0,0.029339882,0.048899803,0.018439004,0.17424019,0.060733452,0.38983694,0.24730141,0.4137339,0.42144218,0.022691026,0.065264888,0.014100075,0.083939791,0.20388576,0.21505395,0.035391003,-55.742767,-45.898705,-36.223476,-40.954418
8950.0,0.029519953,0.04919992,0.018602179,0.17283989,0.061926223,0.39077029,0.24777237,0.41300836,0.42108703,0.022533881,0.065244637,0.014257619,0.083358608,0.20294271,0.21523866,0.035458945,-55.691296,-45.862797,-36.262531,-40.87154
8960.0,0.029695045,0.049491741,0.018763822,0.17150894,0.063096859,0.39169616,0.24823959,0.41228858,0.42072642,0.02238507,0.065236472,0.014413135,0.082808167,0.20200498,0.21540929,0.0355312,-55.641529,-45.82753,-36.299881,-40.791637
8970.0,0.029865701,0.049776167,0.018927202,0.17025255,0.064256437,0.39261481,0.24870318,0.41157442,0.42036062,0.022245415,0.065245114,0.014569143,0.082291804,0.20107254,0.21556649,0.035607621,-55.593288,-45.792187,-36.335354,-40.713837
8980.0,0.030032778,0.050054632,0.01910007,0.16909136,0.065432236,0.39352641,0.24916323,0.41086572,0.41998991,0.022117903,0.065284334,0.014731654,0.081821129,0.20014535,0.21571083,0.035688061,-55.546314,-45.755116,-36.368324,-40.636276
8990.0,0.030198162,0.050330274,0.019303953,0.16809222,0.066701144,0.39443111,0.24961983,0.41016239,0.41961461,0.022012046,0.065395243,0.01491743,0.081432685,0.19922337,0.21584284,0.035772372,-55.500061,-45.711811,-36.396835,-40.554012
9000.0,0.030357448,0.050595749,0.019475769,0.16704087,0.067836799,0.39532912,0.25007299,0.40946421,0.41923481,0.021897661,0.065452076,0.015077302,0.081011124,0.19830658,0.21596314,0.035860486,-55.455738,-45.675667,-36.426983,-40.481613
9010.0,0.030501032,0.050835054,0.019491389,0.16550854,0.068395831,0.39622054,0.25052264,0.40877101,0.41885066,0.021714505,0.065206051,0.015114625,0.080326259,0.19739497,0.21607251,0.035952363,-55.41597,-45.672394,-36.471199,-40.446384
9020.0,0.030652056,0.051086761,0.019647239,0.16449657,0.069438383,0.39710554,0.25096914,0.40808287,0.41846269,0.021603648,0.065245591,0.015260262,0.079917632,0.19648843,0.2161708,0.036047634,-55.374336,-45.639904,-36.50058,-40.381393
9030.0,0.030802025,0.051336709,0.019830726,0.16361926,0.070561342,0.39798427,0.25141242,0.40739959,0.41807097,0.021510828,0.0653456,0.015426503,0.079577886,0.19558695,0.21625863,0.036146283,-55.333183,-45.601971,-36.526169,-40.312393
9040.0,0.03094615,0.051576916,0.019978512,0.16265941,0.071537346,0.39885685,0.25185251,0.40672106,0.41767561,0.021405486,0.065379247,0.015563974,0.079190291,0.19469053,0.21633658,0.036248248,-55.293812,-45.571671,-36.554291,-40.253242
9050.0,0.031081351,0.051802251,0.020042211,0.16146801,0.07219208,0.39972338,0.25228932,0.40604711,0.41727674,0.021266382,0.065253988,0.01563493,0.078673266,0.19379914,0.21640509,0.036353465,-55.257034,-45.558674,-36.589382,-40.213978
9060.0,0.031221481,0.052035801,0.020208493,0.16064142,0.073197976,0.40058401,0.25272316,0.40537781,0.41687474,0.021178147,0.065332569,0.015784994,0.078351185,0.1929127,0.21646418,0.036461659,-55.219078,-45.524948,-36.613853,-40.154289
9070.0,0.031361163,0.052268602,0.020403421,0.15993507,0.074289091,0.4014388,0.25315395,0.40471298,0.41646969,0.021106219,0.065469198,0.015956506,0.078091808,0.19203122,0.2165143,0.036572795,-55.1814,-45.485752,-36.634846,-40.090393
