T,H,ICA,IK,INA,M,MCA,N,V
9.6999998,0.02667235,-2.4417384,26.938366,-15.859704,0.69536334,0.21257071,0.68388301,-43.423653
9.7200003,0.026757961,-2.3807347,26.609554,-15.564303,0.68982178,0.2095229,0.68227679,-43.600452
9.7399998,0.026845552,-2.3210247,26.282436,-15.269083,0.68423003,0.20650846,0.68066221,-43.777775
9.7600002,0.026935142,-2.2625868,25.957035,-14.974158,0.67858863,0.20352715,0.67903918,-43.95562
9.7799997,0.027026756,-2.2053993,25.633366,-14.679646,0.67289835,0.20057875,0.6774078,-44.133987
9.8000002,0.027120413,-2.1494408,25.311451,-14.385667,0.6671598,0.19766301,0.67576802,-44.312881
9.8199997,0.027216138,-2.0946896,24.991312,-14.09234,0.66137379,0.19477972,0.67411983,-44.492302
9.8400002,0.027313955,-2.0411251,24.67297,-13.799789,0.65554112,0.19192865,0.6724633,-44.672249
9.8599997,0.027413884,-1.9887263,24.356443,-13.508138,0.64966267,0.18910956,0.6707983,-44.852711
9.8800001,0.027515953,-1.9374727,24.041759,-13.21751,0.64373928,0.18632223,0.66912496,-45.033688
9.8999996,0.027620187,-1.887344,23.728939,-12.928034,0.63777196,0.18356642,0.66744322,-45.215172
9.9200001,0.027726606,-1.8383199,23.418003,-12.639836,0.63176173,0.18084192,0.66575313,-45.397156
9.9399996,0.027835239,-1.7903808,23.108978,-12.353045,0.62570965,0.17814851,0.66405469,-45.579628
9.96,0.027946111,-1.7435071,22.801886,-12.067789,0.61961681,0.17548595,0.66234785,-45.762573
9.9799995,0.028059248,-1.6976794,22.49675,-11.784198,0.61348438,0.17285405,0.66063273,-45.94598
10.0,0.028174674,-1.6528788,22.193598,-11.5024,0.60731357,0.17025259,0.65890926,-46.129837
10.02,0.028292418,-1.6090862,21.89245,-11.222527,0.60110575,0.16768134,0.65717751,-46.314117
10.04,0.028412506,-1.5662833,21.593336,-10.944705,0.59486216,0.16514008,0.65543747,-46.498814
10.06,0.028534964,-1.5244521,21.296278,-10.669065,0.58858424,0.16262864,0.65368921,-46.683895
10.08,0.028659821,-1.4835742,21.001303,-10.395733,0.58227348,0.16014676,0.65193266,-46.869343
10.1,0.028787101,-1.443632,20.708433,-10.124836,0.57593131,0.15769428,0.650168,-47.055134
10.12,0.028916834,-1.4046082,20.417698,-9.8565006,0.56955928,0.15527098,0.64839512,-47.241245
10.14,0.029049048,-1.3664857,20.12912,-9.5908489,0.56315911,0.15287665,0.64661413,-47.427643
10.16,0.02918377,-1.3292475,19.842728,-9.3280048,0.5567323,0.15051112,0.6448251,-47.6143
10.18,0.029321026,-1.2928768,19.558542,-9.0680857,0.55028075,0.14817415,0.64302796,-47.801189
10.2,0.029460846,-1.2573575,19.276592,-8.8112106,0.54380608,0.14586557,0.64122289,-47.988274
10.22,0.029603256,-1.2226734,18.996902,-8.5574923,0.53731018,0.14358521,0.6394099,-48.175526
10.24,0.029748285,-1.1888086,18.719498,-8.307044,0.53079492,0.14133285,0.63758898,-48.362904
10.26,0.029895959,-1.1557477,18.444401,-8.0599728,0.52426219,0.1391083,0.63576025,-48.550377
10.28,0.030046307,-1.1234751,18.171637,-7.8163834,0.5177139,0.13691139,0.63392377,-48.737904
10.3,0.030199353,-1.0919758,17.901232,-7.576376,0.51115215,0.13474193,0.6320796,-48.925449
10.32,0.030355128,-1.0612352,17.633205,-7.3400478,0.50457895,0.13259974,0.6302278,-49.112968
10.34,0.030513655,-1.0312384,17.367582,-7.1074905,0.49799633,0.13048464,0.62836844,-49.300419
10.36,0.030674964,-1.0019712,17.104387,-6.8787918,0.49140644,0.12839644,0.62650162,-49.487766
10.38,0.03083908,-0.97341943,16.843637,-6.6540346,0.48481143,0.12633498,0.62462741,-49.674957
10.4,0.031006027,-0.94556922,16.585358,-6.4332957,0.47821343,0.12430006,0.62274587,-49.861954
10.42,0.031175831,-0.91840684,16.329567,-6.2166476,0.47161469,0.12229151,0.62085718,-50.04871
10.44,0.031348519,-0.89191884,16.076284,-6.0041575,0.46501741,0.12030917,0.61896133,-50.235176
10.46,0.031524111,-0.86609209,15.82553,-5.795886,0.45842385,0.11835286,0.61705846,-50.42131
10.48,0.031702634,-0.84091341,15.577321,-5.5918889,0.45183626,0.11642241,0.61514866,-50.607067
10.5,0.031884108,-0.81637013,15.331675,-5.3922157,0.44525689,0.11451764,0.61323202,-50.792393
10.52,0.032068562,-0.79244947,15.088607,-5.196909,0.43868804,0.11263837,0.61130875,-50.977242
10.54,0.032256011,-0.76913917,14.848134,-5.0060072,0.43213201,0.11078445,0.60937881,-51.161564
10.56,0.032446478,-0.74642682,14.610269,-4.819541,0.42559105,0.1089557,0.60744244,-51.345314
10.58,0.032639988,-0.7243005,14.375024,-4.6375351,0.4190675,0.10715195,0.60549974,-51.528446
10.6,0.032836553,-0.7027483,14.142414,-4.4600081,0.41256359,0.10537302,0.60355073,-51.710907
10.62,0.033036195,-0.68175852,13.912447,-4.286973,0.40608159,0.10361876,0.6015957,-51.892647
10.64,0.033238936,-0.66131967,13.685135,-4.1184359,0.39962378,0.10188898,0.59963465,-52.073624
10.66,0.033444785,-0.64142042,13.460485,-3.954397,0.39319241,0.10018351,0.59766781,-52.253788
10.68,0.033653766,-0.62204957,13.238505,-3.7948503,0.38678965,0.098502181,0.59569526,-52.43309
10.7,0.033865888,-0.60319614,13.019202,-3.6397836,0.3804177,0.096844822,0.5937171,-52.611485
10.72,0.034081168,-0.58484924,12.80258,-3.4891796,0.37407878,0.09521126,0.59173357,-52.788925
10.74,0.034299619,-0.56699818,12.588643,-3.3430147,0.36777493,0.093601324,0.58974481,-52.96537
10.76,0.034521252,-0.54963243,12.377394,-3.2012596,0.36150834,0.092014834,0.58775085,-53.140766
10.78,0.034746077,-0.53274161,12.168834,-3.06388,0.35528097,0.090451606,0.58575201,-53.315079
10.8,0.034974106,-0.51631546,11.962962,-2.9308364,0.3490949,0.088911481,0.58374828,-53.488262
10.82,0.035205346,-0.50034386,11.759779,-2.802084,0.34295204,0.08739426,0.58173996,-53.660271
10.84,0.035439804,-0.48481685,11.559282,-2.6775734,0.33685437,0.085899778,0.57972711,-53.83107
10.86,0.035677489,-0.46972466,11.361466,-2.5572507,0.33080372,0.084427848,0.57770997,-54.000614
10.88,0.035918403,-0.45505759,11.166329,-2.4410574,0.32480189,0.082978293,0.57568866,-54.168869
10.9,0.036162551,-0.44080606,10.973863,-2.3289318,0.31885067,0.081550919,0.57366329,-54.335796
10.92,0.036409933,-0.42696074,10.78406,-2.2208071,0.31295168,0.080145545,0.57163417,-54.501362
10.94,0.036660556,-0.41351229,10.596914,-2.1166143,0.30710664,0.078761987,0.5696013,-54.665531
10.96,0.036914416,-0.40045157,10.412415,-2.0162802,0.3013171,0.077400059,0.56756496,-54.82827
10.98,0.037171513,-0.38776961,10.230551,-1.9197292,0.29558453,0.076059557,0.56552535,-54.989548
11.0,0.037431847,-0.37545753,10.051312,-1.826883,0.28991041,0.074740306,0.56348252,-55.149334
11.02,0.037695408,-0.36350656,9.8746853,-1.7376603,0.28429607,0.073442101,0.56143671,-55.307602
11.04,0.037962198,-0.35190806,9.7006569,-1.6519785,0.27874285,0.072164744,0.55938816,-55.464325
11.06,0.038232207,-0.3406536,9.529211,-1.5697527,0.27325195,0.070908055,0.55733693,-55.619473
11.08,0.038505431,-0.32973474,9.3603344,-1.4908963,0.26782456,0.069671817,0.55528325,-55.773029
11.1,0.038781855,-0.31914333,9.1940088,-1.4153218,0.26246172,0.068455845,0.55322725,-55.924965
11.12,0.039061479,-0.30887121,9.0302181,-1.3429403,0.25716451,0.06725993,0.55116922,-56.075268
11.14,0.039344285,-0.29891041,8.8689423,-1.2736624,0.25193384,0.066083878,0.54910922,-56.223911
11.16,0.03963026,-0.28925306,8.7101641,-1.2073981,0.24677061,0.064927466,0.54704744,-56.370884
11.18,0.039919399,-0.27989146,8.5538635,-1.1440566,0.24167559,0.063790508,0.5449841,-56.516163
11.2,0.040211678,-0.270818,8.4000187,-1.0835477,0.23664951,0.062672794,0.54291934,-56.65974
11.22,0.040507086,-0.26202524,8.2486105,-1.0257809,0.23169304,0.061574105,0.54085338,-56.801605
11.24,0.040805608,-0.25350577,8.0996151,-0.97066635,0.22680677,0.06049424,0.53878635,-56.941738
11.26,0.041107222,-0.24525245,7.953011,-0.91811442,0.22199123,0.059432987,0.53671843,-57.080139
11.28,0.041411914,-0.23725812,7.8087754,-0.86803639,0.21724683,0.058390137,0.53464979,-57.216793
11.3,0.041719664,-0.22951588,7.6668839,-0.82034439,0.21257399,0.057365473,0.53258061,-57.351696
11.32,0.042030446,-0.22201884,7.5273132,-0.77495152,0.207973,0.056358788,0.53051108,-57.484844
11.34,0.042344246,-0.21476033,7.390039,-0.73177218,0.20344412,0.055369861,0.52844131,-57.61623
11.36,0.042661034,-0.20773375,7.2550354,-0.69072205,0.19898754,0.054398481,0.52637154,-57.745853
11.38,0.04298079,-0.20093265,7.1222777,-0.6517182,0.19460337,0.053444434,0.52430189,-57.873714
11.4,0.04330349,-0.19435072,6.9917402,-0.61467946,0.19029167,0.052507497,0.52223253,-57.999813
11.42,0.04362911,-0.18798172,6.8633971,-0.57952607,0.18605246,0.051587466,0.52016366,-58.124149
11.44,0.043957621,-0.18181962,6.7372222,-0.54618013,0.18188567,0.050684113,0.51809537,-58.246723
11.46,0.044288997,-0.17585844,6.6131887,-0.51456565,0.17779119,0.049797226,0.51602787,-58.367542
11.48,0.044623211,-0.17009234,6.4912696,-0.48460838,0.17376886,0.048926588,0.51396132,-58.48661
11.5,0.044960238,-0.16451567,6.371439,-0.45623609,0.16981848,0.04807198,0.51189584,-58.603935
11.52,0.045300044,-0.15912282,6.2536693,-0.42937857,0.16593975,0.047233187,0.50983161,-58.719517
11.54,0.045642599,-0.15390836,6.1379337,-0.40396759,0.16213237,0.046409991,0.50776881,-58.83337
11.56,0.045987882,-0.14886692,6.0242043,-0.37993696,0.15839598,0.045602173,0.5057075,-58.945503
11.58,0.04633585,-0.14399333,5.9124546,-0.35722265,0.15473017,0.044809524,0.50364798,-59.055923
11.6,0.046686482,-0.13928251,5.8026567,-0.33576262,0.15113451,0.044031817,0.50159025,-59.164642
11.62,0.04703974,-0.13472946,5.6947842,-0.31549695,0.14760849,0.043268848,0.49953449,-59.271667
11.64,0.047395594,-0.13032936,5.5888085,-0.29636788,0.14415158,0.042520393,0.49748087,-59.377018
11.66,0.047754012,-0.12607746,5.4847035,-0.27831963,0.14076325,0.041786242,0.49542955,-59.480701
11.68,0.048114959,-0.12196915,5.382441,-0.26129848,0.13744289,0.041066185,0.49338061,-59.582729
11.7,0.048478406,-0.11799995,5.2819948,-0.24525285,0.13418986,0.040360004,0.4913342,-59.683121
11.72,0.048844315,-0.11416546,5.1833372,-0.23013307,0.13100351,0.039667487,0.48929048,-59.781887
11.74,0.049212657,-0.11046142,5.0864415,-0.2158915,0.12788315,0.038988426,0.48724955,-59.879044
11.76,0.04958339,-0.10688366,4.9912806,-0.20248245,0.12482809,0.038322616,0.48521155,-59.974609
11.78,0.049956486,-0.10342814,4.8978286,-0.18986213,0.12183756,0.037669841,0.48317659,-60.068596
11.8,0.050331909,-0.10009092,4.8060584,-0.17798865,0.11891082,0.0370299,0.48114485,-60.161018
11.82,0.050709624,-0.096868157,4.7159438,-0.16682188,0.11604708,0.036402583,0.47911635,-60.2519
11.84,0.051089596,-0.093756124,4.6274586,-0.15632355,0.11324555,0.035787687,0.47709131,-60.341251
11.86,0.051471788,-0.090751193,4.5405774,-0.14645709,0.11050542,0.035185013,0.47506976,-60.429092
11.88,0.051856168,-0.087849848,4.4552736,-0.1371876,0.10782583,0.034594357,0.47305188,-60.515438
11.9,0.0522427,-0.085048653,4.3715224,-0.12848185,0.10520595,0.034015521,0.47103775,-60.600315
11.92,0.052631345,-0.082344294,4.2892985,-0.12030817,0.10264493,0.033448301,0.46902746,-60.683731
11.94,0.053022072,-0.079733521,4.2085762,-0.11263642,0.10014188,0.03289251,0.46702114,-60.765709
11.96,0.053414844,-0.07721322,4.1293316,-0.10543796,0.097695932,0.032347951,0.4650189,-60.846268
11.98,0.053809628,-0.07478033,4.0515399,-0.098685555,0.095306195,0.031814426,0.4630208,-60.925426
12.0,0.054206386,-0.072431907,3.975177,-0.092353359,0.092971772,0.031291749,0.461027,-61.003201
12.02,0.054605082,-0.070165083,3.9002185,-0.086416841,0.090691753,0.030779731,0.45903751,-61.079609
12.04,0.055005684,-0.067977086,3.8266411,-0.080852747,0.088465251,0.030278185,0.45705253,-61.154675
12.06,0.055408154,-0.065865211,3.754421,-0.075639032,0.086291336,0.029786924,0.45507208,-61.228416
12.08,0.055812456,-0.063826866,3.6835353,-0.070754834,0.084169112,0.029305767,0.45309624,-61.300846
12.1,0.056218561,-0.061859507,3.6139612,-0.066180401,0.082097664,0.028834535,0.45112514,-61.37199
12.12,0.056626428,-0.059960697,3.545676,-0.061897051,0.080076076,0.028373044,0.44915882,-61.441864
12.14,0.057036027,-0.058128055,3.4786575,-0.057887133,0.078103438,0.027921122,0.44719741,-61.510487
12.16,0.057447322,-0.056359291,3.4128838,-0.054133967,0.076178834,0.027478592,0.44524094,-61.577877
12.18,0.057860281,-0.054652181,3.3483329,-0.050621811,0.074301369,0.027045283,0.44328955,-61.644054
12.2,0.058274865,-0.05300457,3.2849836,-0.047335804,0.072470136,0.026621023,0.44134325,-61.709038
12.22,0.058691043,-0.051414382,3.2228148,-0.044261932,0.070684239,0.026205646,0.43940213,-61.772842
12.24,0.059108783,-0.049879603,3.1618059,-0.041386988,0.068942778,0.025798984,0.43746629,-61.835491
12.26,0.059528053,-0.048398286,3.1019361,-0.038698532,0.067244865,0.025400875,0.43553579,-61.896999
12.28,0.059948813,-0.046968546,3.0431852,-0.036184844,0.065589622,0.025011158,0.43361065,-61.957386
12.3,0.060371038,-0.045588564,2.9855335,-0.033834893,0.063976169,0.024629671,0.43169099,-62.01667
12.32,0.060794692,-0.044256583,2.9289615,-0.031638306,0.062403649,0.024256259,0.42977685,-62.074871
12.34,0.061219741,-0.042970903,2.8734493,-0.029585322,0.060871199,0.023890765,0.42786828,-62.132004
12.36,0.061646156,-0.041729879,2.8189785,-0.027666774,0.059377968,0.023533041,0.42596537,-62.188084
12.38,0.062073909,-0.04053193,2.7655301,-0.025874043,0.057923116,0.023182932,0.42406812,-62.24313
12.4,0.062502958,-0.039375518,2.7130859,-0.024199037,0.056505807,0.022840293,0.42217666,-62.297165
12.42,0.062933281,-0.038259167,2.6616273,-0.02263416,0.055125225,0.022504976,0.42029098,-62.350197
12.44,0.063364848,-0.037181448,2.6111369,-0.021172283,0.053780559,0.022176838,0.41841114,-62.402252
12.46,0.063797623,-0.036140982,2.5615966,-0.019806717,0.052471001,0.021855738,0.41653723,-62.453339
12.48,0.064231575,-0.035136435,2.5129898,-0.018531188,0.051195767,0.021541538,0.41466925,-62.503479
12.5,0.064666681,-0.034166526,2.4652989,-0.017339824,0.049954075,0.021234097,0.41280729,-62.552685
12.52,0.065102912,-0.033230014,2.4185076,-0.016227107,0.048745159,0.020933283,0.41095135,-62.600979
12.54,0.065540232,-0.0323257,2.3725989,-0.015187884,0.047568262,0.020638965,0.40910149,-62.648369
12.56,0.065978609,-0.031452436,2.3275571,-0.014217316,0.046422638,0.020351009,0.40725774,-62.694874
12.58,0.066418029,-0.030609103,2.2833662,-0.01331088,0.045307551,0.02006929,0.40542015,-62.740513
12.6,0.066858456,-0.02979463,2.2400105,-0.012464342,0.044222284,0.019793678,0.40358877,-62.785294
12.62,0.067299858,-0.029007982,2.1974745,-0.011673737,0.043166127,0.019524053,0.40176362,-62.829239
12.64,0.067742214,-0.028248159,2.1557431,-0.010935359,0.042138379,0.019260289,0.39994472,-62.87236
12.66,0.068185493,-0.027514201,2.1148016,-0.010245741,0.041138358,0.01900227,0.39813215,-62.914673
12.68,0.068629675,-0.026805177,2.0746353,-0.0096016414,0.040165391,0.018749874,0.39632589,-62.956188
12.7,0.069074728,-0.026120195,2.0352299,-0.0090000313,0.039218817,0.01850299,0.39452597,-62.996925
12.72,0.069520622,-0.02545839,1.9965711,-0.0084380778,0.038297985,0.018261502,0.39273244,-63.036892
12.74,0.069967337,-0.024818933,1.958645,-0.0079131369,0.037402261,0.018025298,0.39094535,-63.076107
12.76,0.070414849,-0.024201021,1.9214382,-0.007422735,0.03653102,0.017794268,0.38916466,-63.114586
12.78,0.070863135,-0.023603883,1.8849372,-0.0069645657,0.035683651,0.017568307,0.38739046,-63.152336
12.8,0.071312159,-0.023026776,1.8491288,-0.0065364731,0.034859549,0.017347306,0.38562274,-63.189373
12.82,0.071761914,-0.022468982,1.8140002,-0.0061364444,0.034058128,0.017131163,0.38386151,-63.225708
12.84,0.072212353,-0.02192981,1.7795386,-0.0057626013,0.033278815,0.016919775,0.38210681,-63.26136
12.86,0.072663479,-0.021408595,1.7457316,-0.0054131909,0.032521043,0.016713042,0.38035867,-63.296333
12.88,0.073115245,-0.020904696,1.7125667,-0.005086577,0.031784259,0.016510868,0.37861708,-63.330647
12.9,0.073567644,-0.020417495,1.6800323,-0.0047812322,0.031067925,0.016313154,0.37688208,-63.364311
12.92,0.074020647,-0.019946398,1.6481162,-0.004495733,0.030371508,0.016119808,0.37515363,-63.397335
12.94,0.07447423,-0.019490831,1.616807,-0.0042287502,0.02969449,0.015930735,0.37343183,-63.429733
12.96,0.074928373,-0.019050242,1.5860932,-0.003979045,0.029036367,0.015745845,0.37171665,-63.461514
12.98,0.07538306,-0.018624101,1.5559636,-0.0037454606,0.028396642,0.015565049,0.37000811,-63.492695
13.0,0.07583826,-0.018211892,1.5264074,-0.0035269198,0.027774831,0.01538826,0.36830619,-63.523281
13.02,0.07629396,-0.017813126,1.4974136,-0.0033224171,0.027170461,0.015215391,0.36661094,-63.553284
13.04,0.076750137,-0.017427325,1.4689716,-0.0031310152,0.026583068,0.015046359,0.36492234,-63.582718
13.06,0.077206768,-0.017054031,1.4410712,-0.0029518402,0.026012201,0.014881081,0.36324042,-63.611591
13.08,0.077663839,-0.016692806,1.4137019,-0.0027840773,0.025457418,0.014719476,0.36156517,-63.639912
13.1,0.078121327,-0.016343221,1.3868539,-0.0026269669,0.024918288,0.014561465,0.35989663,-63.667698
13.12,0.078579202,-0.016004873,1.3605173,-0.002479801,0.024394389,0.014406971,0.35823476,-63.69495
13.14,0.079037465,-0.015677363,1.3346823,-0.0023419189,0.02388531,0.014255917,0.3565796,-63.721684
13.16,0.079496086,-0.015360315,1.3093396,-0.0022127053,0.023390651,0.014108228,0.35493112,-63.74791
13.18,0.079955049,-0.015053363,1.2844797,-0.0020915868,0.022910019,0.013963832,0.35328937,-63.773632
13.2,0.080414332,-0.014756153,1.2600938,-0.0019780283,0.022443034,0.013822657,0.35165429,-63.798862
13.22,0.080873922,-0.014468349,1.2361726,-0.0018715311,0.021989321,0.013684632,0.35002592,-63.823612
13.24,0.081333801,-0.014189623,1.2127073,-0.0017716306,0.021548517,0.01354969,0.34840426,-63.847889
13.26,0.081793949,-0.013919661,1.1896894,-0.0016778933,0.021120267,0.013417763,0.3467893,-63.8717
13.28,0.08225435,-0.01365816,1.1671103,-0.0015899154,0.020704227,0.013288784,0.34518108,-63.895058
13.3,0.082714982,-0.01340483,1.1449617,-0.00150732,0.020300057,0.013162689,0.34357953,-63.917969
13.32,0.083175845,-0.013159388,1.1232356,-0.0014297559,0.01990743,0.013039416,0.34198466,-63.940437
13.34,0.08363691,-0.012921563,1.1019237,-0.0013568959,0.019526025,0.012918901,0.34039652,-63.962479
13.36,0.08409816,-0.012691096,1.0810183,-0.0012884345,0.019155532,0.012801084,0.33881506,-63.984097
13.38,0.084559582,-0.012467736,1.0605117,-0.0012240869,0.018795647,0.012685906,0.33724028,-64.005302
13.4,0.085021168,-0.01225124,1.0403962,-0.0011635876,0.018446069,0.012573309,0.3356722,-64.0261
13.42,0.085482888,-0.012041374,1.0206645,-0.0011066889,0.018106515,0.012463235,0.3341108,-64.046501
13.44,0.085944742,-0.011837916,1.0013092,-0.0010531596,0.0177767,0.012355629,0.33255604,-64.066505
13.46,0.086406715,-0.011640646,0.98232305,-0.0010027844,0.017456353,0.012250437,0.33100796,-64.086128
13.48,0.086868778,-0.011449359,0.96369916,-0.00095536187,0.017145205,0.012147604,0.32946655,-64.105377
13.5,0.08733093,-0.011263853,0.94543064,-0.00091070466,0.016842999,0.01204708,0.32793176,-64.124252
13.52,0.087793157,-0.011083934,0.92751062,-0.00086863746,0.016549479,0.011948812,0.32640365,-64.142769
13.54,0.088255435,-0.010909414,0.90993255,-0.00082899694,0.016264401,0.011852749,0.32488212,-64.160927
13.56,0.088717759,-0.010740115,0.89268988,-0.00079163042,0.015987527,0.011758844,0.32336727,-64.178734
13.58,0.089180119,-0.010575864,0.87577617,-0.00075639552,0.015718622,0.011667049,0.32185897,-64.196205
13.6,0.089642495,-0.010416492,0.85918522,-0.00072315917,0.015457459,0.011577315,0.32035732,-64.213333
13.62,0.090104885,-0.010261838,0.84291083,-0.00069179724,0.015203819,0.011489597,0.31886223,-64.230133
13.64,0.090567261,-0.010111749,0.82694697,-0.00066219369,0.014957486,0.011403851,0.31737372,-64.246613
13.66,0.091029622,-0.0099660736,0.8112877,-0.00063424004,0.014718252,0.011320033,0.3158918,-64.262772
13.68,0.091491953,-0.0098246681,0.79592723,-0.00060783513,0.014485914,0.011238099,0.31441644,-64.278618
13.7,0.091954239,-0.009687392,0.78085989,-0.0005828843,0.014260274,0.011158007,0.3129476,-64.294167
13.72,0.09241648,-0.0095541133,0.76608002,-0.00055929902,0.01404114,0.011079716,0.31148529,-64.30941
13.74,0.092878655,-0.0094247004,0.75158209,-0.00053699664,0.013828325,0.011003185,0.31002948,-64.324356
13.76,0.093340747,-0.0092990287,0.73736084,-0.0005158998,0.013621648,0.010928377,0.30858019,-64.33902
13.78,0.093802765,-0.0091769788,0.7234109,-0.0004959362,0.013420931,0.01085525,0.3071374,-64.353401
13.8,0.094264679,-0.0090584345,0.70972711,-0.00047703818,0.013226003,0.010783768,0.30570108,-64.3675
13.82,0.094726488,-0.008943283,0.69630438,-0.00045914241,0.013036698,0.010713895,0.30427119,-64.381325
13.84,0.095188178,-0.0088314163,0.68313771,-0.00044218963,0.012852852,0.010645593,0.30284777,-64.39489
13.86,0.095649742,-0.00872273,0.67022216,-0.00042612443,0.012674308,0.010578828,0.30143076,-64.408188
13.88,0.096111171,-0.0086171236,0.65755308,-0.00041089483,0.012500913,0.010513566,0.30002019,-64.421227
13.9,0.096572451,-0.0085144993,0.64512557,-0.00039645223,0.012332518,0.010449771,0.29861599,-64.434021
13.92,0.097033583,-0.0084147649,0.63293517,-0.00038275105,0.012168977,0.010387411,0.29721817,-64.446564
13.94,0.097494543,-0.0083178282,0.62097722,-0.00036974862,0.012010151,0.010326455,0.29582673,-64.458862
13.96,0.097955324,-0.0082236025,0.60924733,-0.00035740493,0.011855901,0.01026687,0.29444164,-64.470924
13.98,0.098415926,-0.0081320042,0.59774113,-0.00034568246,0.011706096,0.010208626,0.29306287,-64.48275
14.0,0.098876342,-0.0080429502,0.58645433,-0.00033454606,0.011560607,0.010151692,0.29169041,-64.494347
14.02,0.09933655,-0.0079563623,0.57538277,-0.00032396274,0.011419307,0.010096039,0.29032424,-64.505722
14.04,0.099796556,-0.0078721652,0.56452233,-0.00031390155,0.011282074,0.010041637,0.28896436,-64.516876
14.06,0.10025634,-0.0077902852,0.55386895,-0.00030433343,0.011148792,0.0099884598,0.28761074,-64.527809
14.08,0.1007159,-0.0077106515,0.54341859,-0.00029523115,0.011019344,0.0099364789,0.28626335,-64.538536
14.1,0.10117523,-0.0076331953,0.53316748,-0.00028656906,0.010893619,0.0098856669,0.28492215,-64.549049
14.12,0.10163431,-0.0075578503,0.52311176,-0.00027832316,0.010771508,0.0098359967,0.28358719,-64.559364
14.14,0.10209315,-0.0074845534,0.51324773,-0.00027047086,0.010652906,0.009787444,0.28225842,-64.569473
14.16,0.10255173,-0.007413242,0.50357163,-0.00026299091,0.010537711,0.0097399829,0.28093579,-64.579384
14.18,0.10301005,-0.0073438566,0.49407992,-0.00025586333,0.010425823,0.0096935891,0.27961934,-64.589111
14.2,0.1034681,-0.0072763399,0.48476908,-0.00024906942,0.010317146,0.0096482383,0.27830899,-64.59864
14.22,0.10392587,-0.0072106356,0.47563562,-0.00024259144,0.010211586,0.0096039064,0.27700475,-64.607986
14.24,0.10438336,-0.00714669,0.46667615,-0.00023641284,0.010109052,0.009560572,0.27570659,-64.617149
14.26,0.10484055,-0.0070844512,0.45788732,-0.00023051798,0.010009455,0.0095182098,0.27441451,-64.626137
14.28,0.10529745,-0.0070238682,0.44926593,-0.00022489212,0.0099127116,0.0094768004,0.27312848,-64.634949
14.3,0.10575405,-0.0069648926,0.44080871,-0.0002195214,0.0098187355,0.0094363214,0.27184847,-64.643585
14.32,0.10621033,-0.0069074775,0.43251252,-0.00021439278,0.0097274473,0.0093967514,0.27057448,-64.652054
14.34,0.1066663,-0.0068515767,0.42437431,-0.00020949394,0.0096387677,0.0093580699,0.26930645,-64.660362
14.36,0.10712194,-0.0067971465,0.41639102,-0.00020481327,0.0095526222,0.0093202572,0.26804441,-64.668503
14.38,0.10757726,-0.0067441436,0.40855971,-0.00020033985,0.0094689345,0.009283293,0.2667883,-64.676483
14.4,0.10803224,-0.0066925273,0.40087745,-0.00019606335,0.0093876347,0.0092471596,0.26553813,-64.684311
14.42,0.10848689,-0.0066422578,0.39334139,-0.00019197402,0.009308652,0.0092118364,0.26429385,-64.691978
14.44,0.10894118,-0.0065932954,0.38594872,-0.0001880627,0.0092319185,0.0091773057,0.26305544,-64.699501
14.46,0.10939513,-0.0065456037,0.37869674,-0.00018432067,0.0091573689,0.0091435499,0.26182291,-64.706879
14.48,0.10984872,-0.0064991456,0.37158269,-0.00018073976,0.00908494,0.0091105513,0.26059622,-64.714111
14.5,0.11030195,-0.0064538866,0.36460397,-0.00017731222,0.0090145692,0.0090782931,0.25937536,-64.721199
14.52,0.11075482,-0.0064097927,0.35775799,-0.00017403073,0.0089461962,0.0090467576,0.25816029,-64.728149
14.54,0.11120731,-0.0063668303,0.35104218,-0.00017088838,0.008879764,0.0090159299,0.25695097,-64.734955
14.56,0.11165942,-0.0063249683,0.34445405,-0.00016787861,0.008815214,0.0089857923,0.25574744,-64.741638
14.58,0.11211115,-0.006284175,0.33799121,-0.00016499522,0.0087524923,0.0089563308,0.25454962,-64.748184
14.6,0.1125625,-0.0062444215,0.33165118,-0.00016223236,0.0086915456,0.0089275287,0.25335753,-64.754601
14.62,0.11301345,-0.006205678,0.32543167,-0.0001595845,0.0086323218,0.0088993721,0.25217113,-64.760887
14.64,0.11346402,-0.0061679166,0.31933033,-0.00015704636,0.0085747717,0.0088718459,0.25099039,-64.767059
14.66,0.11391418,-0.0061311102,0.31334496,-0.00015461298,0.0085188458,0.0088449363,0.2498153,-64.773102
14.68,0.11436394,-0.0060952324,0.30747324,-0.00015227962,0.0084644957,0.0088186292,0.24864584,-64.77903
14.7,0.11481329,-0.0060602576,0.30171311,-0.00015004183,0.0084116776,0.0087929107,0.24748197,-64.784836
14.72,0.11526223,-0.0060261609,0.29606232,-0.00014789535,0.0083603449,0.0087677669,0.2463237,-64.790527
14.74,0.11571075,-0.0059929187,0.29051885,-0.00014583618,0.0083104568,0.0087431865,0.24517098,-64.796112
14.76,0.11615886,-0.0059605069,0.28508064,-0.0001438605,0.0082619684,0.0087191556,0.2440238,-64.801582
14.78,0.11660653,-0.0059289038,0.27974564,-0.00014196466,0.0082148416,0.008695662,0.24288213,-64.806938
14.8,0.11705379,-0.0058980868,0.27451193,-0.00014014523,0.0081690354,0.0086726937,0.24174596,-64.812195
