Time,T,Th,Tc,B,A,alpha,alpha_0,alpha_1,delta_2,mu_1,mu_10,mu_11,mu_2,mu_20,beta_1,beta_2,mu_3,mu_30,gamma_1,gamma_2,mu_4,mu_40,delta_1,compartment,Formation_of_tumor_cell,Removal_of_tumor_cell_from_the_system,Formation_of_T_helper_cell,Removal_of_T_helper_cell_from_the_system,formation_of_cytotoxic_T_cell,Removal_of_cytotoxic_T_cell,Formation_of_B_cell,Removal_of_B_cell_from_the_system,introduction_of_antibody_against_cancer,Removal_of_antibody_from_the_system
17.76,-3.0568526170577115e-16,0.32367360774550075,18.240830496546696,7653914.128465297,6267756.896244413,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.5023347107038807e-17,-1.5328250428350454e-11,-4.88210568005937e-16,0.06473472154910015,0.29520377075456905,0.7515222164577239,743210.9998003859,229617.4238539589,2678869.9449628536,1880327.068873323
17.79,-2.7563736223475603e-16,0.3217373709594642,18.227119615357346,7669270.346445744,6291686.245903731,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.9614725202256085e-17,-1.3874297838229154e-11,-4.4006089543121763e-16,0.06434747419189284,0.2932172772604357,0.7509573281527226,740247.263532849,230078.1103933723,2684244.62125601,1887505.8737711185
17.82,-2.1909902588010458e-16,0.3198127166825235,18.213366301238214,7684523.8598382985,6315561.175185546,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.9437824658418825e-17,-1.1070269454567169e-11,-3.4966973522692005e-16,0.0639625433365047,0.29124330783664437,0.7503906916110145,737282.5356079666,230535.71579514895,2689583.3509434042,1894668.352555663
17.85,-1.313671878260183e-16,0.3178995758016795,18.199570980436036,7699674.738092407,6339381.097873359,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.3646093808683295e-17,-6.662534812552711e-12,-2.0957925372427271e-16,0.0635799151603359,0.2892817947226577,0.7498223243939647,734316.9999151448,230990.2421427722,2694886.1583323423,1901814.329362007
17.88,-7.443245151465623e-18,0.3159978796543877,18.185734076504634,7714723.05697109,6363145.433607912,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.3397841272638122e-18,-3.789132826227578e-13,-1.1870482632881715e-17,0.06319957593087754,0.28733267040670035,0.749252243951991,731350.8384371041,231441.6917091327,2700153.069939881,1908943.6300823735
17.91,1.5796694316987925e-16,0.3141075600285574,18.17185601030492,7729668.898550944,6386853.607887208,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.843404977057826e-17,8.071583853098768e-12,2.5183599808009705e-16,0.06282151200571148,0.2853958676293588,0.7486804676245628,728384.2312657395,231890.06695652832,2705384.1144928304,1916056.082366163
17.94,3.7045305626954696e-16,0.3122285491625529,18.15793720000491,7744512.351222134,6410505.0520664845,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,6.668155012851846e-17,1.8999008903151664e-11,5.903793904918827e-16,0.062445709832510576,0.28347131938711656,0.7481070126402023,725417.3566180686,232335.370536664,2710579.322927747,1923151.5156199464
17.97,6.359003113842949e-16,0.31036077974519316,18.143978061079686,7759253.509688397,6434099.203358224,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.1446205604917306e-16,3.273273080903468e-11,1.0130580220208746e-15,0.062072155949038636,0.28155895893582283,0.7475318961164831,722450.3908522573,232777.6052906519,2715738.7283909386,1930229.7610074691
18.0,9.60489463856223e-16,0.308504184915751,18.12997900631144,7773892.4749670485,6457635.504832164,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.7288810349412013e-16,4.9621685689556605e-11,1.5296287015344737e-15,0.0617008369831502,0.27965871979409596,0.7469551350600314,719483.5084837229,233216.77424901145,2720862.366238467,1937290.6514496522
18.03,1.3506968071325904e-15,0.3066586982639543,18.115940445789448,7788429.354388969,6481113.405415281,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.431254252838663e-16,7.003462485030395e-11,2.1503060880862538e-15,0.061331739652790866,0.2777705357466648,0.7463767463665253,716516.8822013116,233652.88063166908,2725950.274036139,1944334.0216245886
18.06,1.834408005648596e-15,0.304824254160645,18.101862785694383,7802864.269798467,6504532.358883743,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.3019344101674726e-16,9.545908368349662e-11,2.919363624117339e-15,0.060964850832129006,0.2758943411283939,0.7457967467706086,713550.6844074248,234085.928093954,2731002.494429463,1951359.7076651289
18.09,1.6282063319420548e-15,0.3030007747168514,18.08774647624439,7817197.034158056,6527891.863619642,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.9307713974956984e-16,8.503301344154584e-11,2.5903138319062798e-15,0.06060015494337028,0.2740300597592136,0.7452151548212689,710585.0272392543,234515.91102474165,2736018.961955319,1958367.5590858979
18.12,1.3046889685012009e-15,0.30118820372568206,18.07359188690481,7831427.993255944,6551191.359135331,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.348440143302161e-16,6.838051839644561e-11,2.074920530804878e-15,0.06023764074513641,0.2721776337644049,0.7446319857404783,707620.1189687382,234942.83979767832,2740999.7976395804,1965357.4077406032
18.15,8.313944633500197e-16,0.2993864759503735,18.05939941930333,7845557.264096185,6574430.319702238,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.4965100340300355e-16,4.3729076202801076e-11,1.3217641725771339e-15,0.0598772951900747,0.27033699749627793,0.7440472560752972,704656.1223493856,235366.71792288552,2745945.0424336647,1972329.095910674
18.18,1.7573648234278933e-16,0.2975955265980319,18.045169472398904,7859584.969833129,6597608.225469122,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.1632566821702076e-17,9.275843982013611e-12,2.7929424081577045e-16,0.059519105319606386,0.2685080855844653,0.7434609822628349,701693.1983818406,235787.54909499385,2750854.739441595,1979282.4676407368
18.21,-6.951828079875309e-16,0.2958152913167122,18.030902442492547,7873511.239698944,6620724.562470958,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.2513290543775555e-16,-3.6822177150117066e-11,-1.1044679234402569e-15,0.05916305826334244,0.2666908329364528,0.742873180630693,698731.506317083,236205.3371909683,2755728.93389463,1986217.3687412848
18.24,-1.8147593575813048e-15,0.29404570619249415,18.016598723238065,7887336.208931145,6643778.8226378625,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.2665668436463483e-16,-9.645818057956411e-11,-2.8822256954327867e-15,0.058809141238498834,0.26488517473805395,0.7422838673974083,695771.2036598307,236620.08626793436,2760567.673125901,1993133.6467913527
18.27,-3.2170738500046686e-15,0.29228670774656,18.002258705652785,7901060.018700123,6666770.503804006,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.790732930008404e-16,-1.7158579378833057e-10,-5.1077031522656274e-15,0.05845734154931201,0.26309104645383324,0.7416930586728948,692812.4461721397,237031.80056100368,2765371.0065450426,2000031.151141191
18.3,-4.937078319600693e-15,0.2905382329322724,17.987882778128316,7914682.816036655,6689699.109716508,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.886740975281248e-16,-2.6422951708006144e-10,-7.835940482648545e-15,0.05810764658645448,0.2613083838274793,0.7411007704588867,689855.3878771977,237440.48448109964,2770138.9856128288,2006909.7329149356
18.33,-7.010782768641551e-15,0.2888002191322516,17.97347132644129,7928204.753759441,6712564.150044355,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.2619408983554792e-15,-3.764953594306657e-10,-1.1123588832924014e-14,0.05776004382645033,0.2595371228821267,0.7405070186493812,686900.1810633035,237846.1426127832,2774871.6638158043,2013769.2450132829
18.36,-9.475441784481367e-15,0.2870726041554524,17.959024733764114,7941625.990402629,6735365.140387321,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.705579521206646e-15,-5.105816694187524e-10,-1.5029204601300388e-14,0.05741452083109048,0.25777719992062786,0.7399118190310815,683946.9762880217,238248.77971207886,2779569.09664092,2020609.5421161642
18.39,-1.0750090399110415e-14,0.28535531814192366,17.944543413705134,7954946.4714947585,6758101.6002521105,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.9350162718398748e-15,-5.812211084845143e-10,-1.7045414238433397e-14,0.05707106362838474,0.2560285447363965,0.7393151886446515,680995.8843525737,238648.39414484275,2784231.2650231654,2027430.4800755968
18.42,-1.1821704617042973e-14,0.2836483044744157,17.93002772495509,7968166.494581707,6780773.058314896,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.127906831067735e-15,-6.4130377767746e-10,-1.873851886675094e-14,0.05672966089488314,0.25429109816805867,0.7387171422681497,678047.0747873471,239044.9948374512,2788858.273103597,2034231.9174944288
18.45,-1.2756153521357908e-14,0.28195150234207117,17.915478042453604,7981286.2381167775,6803379.048051056,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.2961076338444235e-15,-6.943026625988529e-10,-2.0213215276872752e-14,0.056390300468414235,0.25256479746222266,0.7381176953490884,675100.6936376961,239438.5871435033,2793450.183340872,2041013.7144152736
18.48,-1.3501834930931064e-14,0.28026485075180313,17.90089474101522,7994305.8698517205,6825919.108752457,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.4303302875675913e-15,-7.373238756536269e-10,-2.138797932193446e-14,0.05605297015036063,0.250849579645627,0.7375168633298271,672156.8824434336,239829.1760955516,2798007.054448102,2047775.732625691
18.51,-1.4001683834547865e-14,0.27858828908407285,17.886278193059816,8007225.561859903,6848392.785676697,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.5203030902186156e-15,-7.67137538717985e-10,-2.217273729495064e-14,0.05571765781681457,0.2491453819942201,0.7369146615540644,669215.7808765963,240216.7668557971,2802528.946650966,2054517.835702961
18.54,-1.4193095172717636e-14,0.2769217570886483,17.871628768628668,8020045.490428217,6870799.630055688,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.554757131089174e-15,-7.801689235229564e-10,-2.2468755815203067e-14,0.05538435141772966,0.24745214203213836,0.7363111052675011,666277.526742036,240601.3647128465,2807015.9216498756,2061239.8890166578
18.57,-1.4007846619487417e-14,0.2752651948803629,17.856946835400624,8032765.835948998,6893139.199104246,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.521412391507735e-15,-7.724895568972376e-10,-2.2168531718101355e-14,0.05505303897607258,0.24576979753064698,0.7357062096185057,663342.2559782015,240982.97507846993,2811468.042582149,2067941.7597312254
18.6,-1.3372021364255664e-14,0.273618542934876,17.84223275870822,8045386.782811917,6915411.056028648,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.4069638455660196e-15,-7.398082923290805e-10,-2.1155681946917997e-14,0.0547237085869752,0.24409828650704254,0.7350999896587787,660410.1026581088,241361.6034843575,2815885.373984171,2074623.316808548
18.63,-1.2205930893586436e-14,0.27198174208443127,17.827486901553794,8057908.519295897,6937614.770035229,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.1970675608455584e-15,-6.774623493033823e-10,-1.93048334448396e-14,0.05439634841688626,0.24243754722351668,0.7344924603440163,657481.1989904841,241737.2555788769,2820267.981753564,2081284.4310105261
18.66,-1.0424037773022577e-14,0.2703547335136155,17.812709624625608,8070331.237461019,6959749.916338953,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.876326799144064e-15,-5.804083218658185e-10,-1.6481513045812278e-14,0.054070946702723104,0.24078751818598323,0.7338836365345751,654555.6753210806,242109.93712383058,2824615.9331113566,2087924.9749016496
18.69,-7.93487842890042e-15,0.2687374587551191,17.797901286314,8082655.13304043,6981816.076171993,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.4282781172020756e-15,-4.4321315786142123e-10,-1.2542037362704684e-14,0.05374749175102383,0.23914813814287106,0.7332735329961368,651633.6601341658,242479.6539912129,2828929.29656415,2094544.82285157
18.72,-4.640985930163589e-15,0.2671298596854944,17.783062242727482,8094880.405332246,7003812.836792305,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.35377467429446e-16,-2.6004511028952586e-10,-7.33340267134347e-15,0.05342597193709889,0.23751934608387906,0.7326621644003722,648715.2800541632,242846.41215996735,2833208.141866286,2101143.851037675
18.75,-4.388127701753265e-16,0.2655318785209146,17.768192847708864,8107007.25709147,7025739.791492222,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.898629863155878e-17,-2.4664662211388162e-11,-6.93174789018076e-16,0.05310637570418292,0.23590108123869774,0.7320495453256052,645800.6598474542,243210.21771274408,2837452.5399820143,2107721.9374476653
18.78,1.4584525106588272e-15,0.2639434563911047,17.75329346361501,8119035.841181872,7047596.505692009,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.625214519185889e-16,8.223129366857297e-11,2.3031634649819137e-15,0.052788691278220945,0.23429328195561744,0.7314356907009384,642889.914745446,243571.07523545617,2841662.544413655,2114278.9517076076
18.81,3.0293826780657788e-15,0.26236453697575846,17.73836443377224,8130966.3967913715,7069382.603789349,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,5.452888820518402e-16,1.7133234900200128e-10,4.782514792194601e-15,0.052472907395151695,0.23269588856871617,0.7308206146714163,639983.1701578957,243928.99190374115,2845838.23887698,2120814.7811368154
18.84,4.499188192852042e-15,0.26079506352852294,17.723406104989564,8142799.138046667,7091097.698281982,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,8.098538747133675e-16,2.552415181426526e-10,7.100792110452552e-15,0.05215901270570459,0.23110884105465848,0.7302043315255701,637080.5455520793,244283.9741414,2849979.6983163333,2127329.3094846103
18.87,5.796213915801284e-15,0.2592349794959443,17.708418822857105,8154534.277240158,7112741.404641158,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.0433185048442312e-15,3.2982613249276085e-10,9.145095292386983e-15,0.05184699589918887,0.22953207952248675,0.7295868555017128,634182.157847817,244636.02831720473,2854086.997034055,2133822.4213923677
18.9,6.839268224740766e-15,0.2576842286361388,17.693402930831756,8166172.029324253,7134313.344252045,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.2310682804533379e-15,3.9036008248827005e-10,1.0787613804189544e-14,0.05153684572722777,0.22796554430903485,0.7289682007502684,631288.1220859522,244985.16087972757,2858160.2102634883,2140294.0032756375
18.93,7.53714729867534e-15,0.25614275501431444,17.678358770255105,8177712.611794428,7155813.144416687,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.3566865137615612e-15,4.314887993739249e-10,1.188489665022243e-14,0.05122855100286289,0.22640917597728105,0.7283483813345103,628398.5514301236,245331.37835383284,2862199.4141280497,2146743.943325033
18.96,7.78815940192041e-15,0.254610502998295,17.663286680371346,8189156.244572262,7177240.438356905,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.4018686923456738e-15,4.4719383481237673e-10,1.2277123257706771e-14,0.05092210059965901,0.22486291531467387,0.7277274112312995,625513.5571686772,245674.68733716785,2866204.6856002915,2153172.1315070996
18.99,7.479649168236326e-15,0.2530874172540418,17.648186998345196,8200503.149888497,7198594.865217255,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.3463368502825387e-15,4.307570449957078e-10,1.1787375279341071e-14,0.05061748345080837,0.2233267033314274,0.7271053043318221,622633.2487166988,246015.0944966549,2870176.102460974,2159578.4595652036
19.02,6.487521884961725e-15,0.25157344274117616,17.633060059279817,8211753.552166078,7219876.0700679645,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.1677539392931104e-15,3.7472438597138535e-10,1.0220909292080152e-14,0.05031468854823523,0.22180048125879098,0.7264820744423285,619757.7336181721,246352.60656498233,2874113.743258127,2165962.8210204127
19.05,4.6757677771474784e-15,0.25006852470850277,17.617906196234728,8222907.677903205,7241083.70390785,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,8.416381998865461e-16,2.708693269359277e-10,7.364430370694465e-15,0.05001370494170056,0.22028419054729168,0.7258577352848707,616887.1175482578,246687.23033709615,2878017.6872661216,2172325.1111723715
19.08,1.8959862916907456e-15,0.2485726086895319,17.60272574024372,8233965.755556379,7262217.423667267,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.412775325043342e-16,1.1015588828760326e-10,2.985366515105667e-15,0.049714521737906386,0.21877777286495034,0.7252323004980413,614021.5043156828,247018.97266669138,2881888.0144447326,2178665.227100187
19.11,-2.013089618532702e-15,0.24708564049800164,17.587519020332763,8244928.015423457,7283276.892211044,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.6235613133588634e-16,-1.1729868873532093e-10,-3.1688560891315623e-15,0.04941712809960033,0.21728117009547193,0.7246057836377099,611160.99586524,247347.8404627037,2885724.80539821,2184983.067663306
19.14,-7.226069210532819e-15,0.24560756622340119,17.572286363537955,8255794.689526694,7304261.778341412,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.3006924578959074e-15,-4.2226163397145906e-10,-1.1371536997447474e-14,0.04912151324468024,0.2157943243364127,0.7239781981777638,608305.6922803955,247673.8406858008,2889528.141334343,2191278.5335023967
19.17,-8.73680150724968e-15,0.24413833960105097,17.557028072804542,8266566.18621946,7325171.686198354,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.5726242713049423e-15,-5.12004060849926e-10,-1.3745098724895688e-14,0.0488276679202102,0.2143171841011188,0.7233495565995471,605455.7228717145,247996.9855865838,2893298.165176811,2197551.5058594737
19.2,-9.530657669999787e-15,0.2426779033080803,17.54174448309128,8277242.647025349,7346006.334288362,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.7155183805999615e-15,-5.601150585305411e-10,-1.4989850511150466e-14,0.04853558066161606,0.2128496885760703,0.7227198727033607,602611.1672256694,248317.27941076044,2897034.926458872,2203801.900286474
19.23,-1.0074054714772284e-14,0.24122620388097363,17.52643591663203,8287824.300065256,7366765.412626809,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.813329848659011e-15,-5.937234154912683e-10,-1.5840119865118548e-14,0.04824524077619473,0.21139178018654775,0.7220891597652396,599772.1183011353,248634.72900195766,2900738.505022839,2210029.6237880057
19.26,-1.0280187858754926e-14,0.23978318892108944,17.511102691321845,8298311.39383749,7387448.609451838,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.8504338145758868e-15,-6.075730577764553e-10,-1.6159786656376425e-14,0.04795663778421789,0.2099434022424228,0.7214574308824601,596938.670602335,248949.3418151247,2904408.9878431214,2216234.582835513
19.29,-1.0052423576398873e-14,0.23834880631942199,17.495745123046685,8308704.178839386,7408055.618606414,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.809436243751797e-15,-5.957690669847429e-10,-1.5797430312613878e-14,0.0476697612638844,0.20850449828728448,0.7208246990695234,594110.9169262348,249261.1253651816,2908046.462593785,2222416.6855818867
19.32,-9.283892016323579e-15,0.23692300425337734,17.48036352569756,8319002.907480054,7428586.139529258,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.6711005629382442e-15,-5.517459232933267e-10,-1.4585708300786766e-14,0.04738460085067547,0.20707501209740958,0.7201909772587395,591288.9483697957,249570.0872244016,2911651.0176180187,2228575.8418587428
19.35,-7.857079418222391e-15,0.23550573118355095,17.46495821118468,8329207.83399314,7449039.87724577,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.4142742952800305e-15,-4.682354428201385e-10,-1.2340735297340297e-14,0.04710114623671019,0.20565488768070833,0.7195562783008088,588472.8543372683,249876.23501979417,2915222.741897599,2234711.9631737014
19.38,-5.6434205297680295e-15,0.23409693585050387,17.449529489451635,8339319.2143495865,7469416.542358957,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.0158156953582452e-15,-3.372344152626283e-10,-8.8614630307724e-15,0.04681938717010078,0.2042440692756443,0.7189206149654074,585662.722547522,250179.5764304876,2918761.725022355,2240824.962707666
19.41,-2.50289102351677e-15,0.23269656727153873,17.434077668489522,8349337.306170395,7489715.851040378,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.505203842330185e-16,-1.499719477733283e-10,-3.9290607801032854e-15,0.04653931345430775,0.20284250135012857,0.7182839999417683,582858.6390414058,250480.11918511183,2922268.057159638,2246914.7553121042
19.44,1.7164000861846374e-15,0.23130457473747754,17.418603054351113,8359262.368639373,7509937.525021053,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.0895201551323473e-16,1.0312347894796918e-10,2.6937034868812484e-15,0.04626091494749551,0.201450128600392,0.7176464458392658,580060.6881891445,250777.8710591812,2925741.8290237803,2252981.257506322
19.47,7.178618026293955e-15,0.22992090780943758,17.40310595116502,8369094.662415906,7530081.291582401,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.2921512447329119e-15,4.3245723634895793e-10,1.1263081351467743e-14,0.04598418156188752,0.2000668959498319,0.7170079651879988,577268.952697759,251072.83987247717,2929183.131845567,2259024.3874747474
19.5,1.4060609848170606e-14,0.22854551631560774,17.387586661149836,8378834.449547708,7550146.883547181,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.530909772670709e-15,8.493020494948015e-10,2.205496157349465e-14,0.04570910326312155,0.19869274854783622,0.7163685704393733,574483.5136185116,251365.03348643123,2932592.0573416976,2265044.065064207
19.53,2.2552312010666557e-14,0.22717835034802586,17.37204548462829,8388481.9933835855,7570134.039270405,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.05941616191998e-15,1.365831768288343e-09,3.536548712773499e-14,0.04543567006960517,0.19732763176858545,0.7157282739666856,571704.4503543763,251654.45980150756,2935968.697684255,2271040.2117812065
19.56,2.6774741602317516e-14,0.22581936793606822,17.35648269521253,8398037.754199306,7590042.4423387265,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.819453488417153e-15,1.625818337403207e-09,4.1975988971062346e-14,0.045163873587213646,0.19597149759148688,0.7150870870427563,568931.8732670475,251941.13262597917,2939313.213969757,2277012.7327017193
