Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,cAm,cAc,cAn,q1,n0,g0,alpha,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,e,f,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,m15,q3,q4,g,n6,g7,m16,k14,p6,r9,r10,m17,k15,m18,k16,lightAmplitude,lightOffset,cyclePeriod,photoPeriod,phase,twilightPeriod,compartment,reaction_1,reaction_0,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_38,reaction_39,reaction_40
8.55,0.026259207054016118,0.0007794749376729589,0.0056656470597139805,1.4943417203121354,9.566367812592102,0.4084220740750519,0.05506007464721,0.831032754556121,0.2500117674416477,0.09345398488017329,0.013375099491228823,0.044052604458589634,4.423826757763657e-08,18.3267791346457,4.946245099923693,3.416941770311537,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002686608937172269,0.021706587427790868,0.02178201225130637,0.01216767923416949,0.01017932319018541,0.016300108275245022,1.611648547099322,1.4044691683342523,0.02077040119183588,0.014553656532345898,0.02322331524272306,0.0009795836742063908,0.03482125495440824,0.12118730275831176,0.11821398026755986,0.04815874489364947,5.327594694441506,0.49458324166779766,4.388132345814102,0.013235601708751078,0.0,4.423826757763657e-08,4.423826594678304e-08,1.0844568913981829e-07,7.571387707840308,7.819031123937854,0.0975852056082582,0.08419573431513247,6.461533598629673,2.15023701033863,0.0,2.4663077257591386,0.0,2.033954040392817,0.22644694228896634,0.22018966174129526
8.56,0.026069700661946926,0.0007738456263642873,0.005624473478584353,1.4964137889740698,9.584840487138159,0.4095872204340285,0.05519415326245287,0.8306561234923309,0.24987876492378344,0.09351625610181362,0.01338980440837962,0.04411477218982505,4.336231125631552e-08,18.32428705940135,4.950689704305209,3.4217555284094763,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002670161259177651,0.021551625087137018,0.021624816699084976,0.012079848443319871,0.010105845205045637,0.016182171229842383,1.6129345935813382,1.4057005684451516,0.02079048690025526,0.01457370531761908,0.023238789641300685,0.0009806528121706877,0.034870500890405,0.12116291954933243,0.1185018470544863,0.04813349391028906,5.326870248167973,0.49464203436418086,4.388187553963369,0.013238424427602338,0.0,4.336231125631552e-08,4.3362309689407214e-08,1.0629836981373188e-07,7.567872155156075,7.818647072705654,0.09782528756154907,0.0843990510958978,6.470493223523878,2.153579345796389,0.0,2.4673681119164,0.0,2.0368328327249055,0.2265258099641691,0.2203288577591561
8.57,0.025881574521979974,0.0007682573020815604,0.005583599897056751,1.4984863938895439,9.603358722988666,0.4107570085352919,0.05532859910434724,0.8302821243078026,0.24974650798389683,0.0935779236992208,0.013404452420993402,0.044176939668043716,4.250369985513059e-08,18.321763578572078,4.955125890858464,3.42656983500236,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002653840347192873,0.02139776737397345,0.02146876606598239,0.011992657112402303,0.010032901690464287,0.016065086006806995,1.614217663216302,1.4069310335072474,0.02081044676942135,0.014593752674423541,0.02325411403925637,0.0009817177958280161,0.034920009673004904,0.1211386945595496,0.11879050227703351,0.04810838409380875,5.326136672290903,0.49469857770649783,4.388242560174029,0.013241240735207417,0.0,4.250369985513059e-08,4.250369834966022e-08,1.0419356982486713e-07,7.564333568791019,7.818258113589027,0.09806583282122891,0.08460291646170864,6.479455167178387,2.1569261220396525,0.0,2.468427929188742,0.0,2.0397148036237054,0.2266032505826926,0.22046669511739952
8.58,0.025694818887455066,0.0007627096756573608,0.005543024198434732,1.5005595146470958,9.621922504377045,0.4119314510004705,0.05546341131257556,0.8299107606657696,0.24961499783656932,0.09363898698244,0.013419043329222008,0.0442391056503239,4.1662089195309186e-08,18.319208510438507,4.959553592596158,3.4313846676015984,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002637645153997996,0.021245006836577787,0.021313852267143978,0.011906100729994085,0.009960488883399904,0.015948846705803873,1.6154977456991713,1.4081605523623515,0.020830280606043,0.014613798202142661,0.02326928826513634,0.000982778610846871,0.03496978108420379,0.1211146282734154,0.11907994408809972,0.0480834156812712,5.325393913984474,0.4947528597348352,4.388297364428154,0.013244050640221137,0.0,4.1662089195309186e-08,4.166208774886784e-08,1.0213044545338094e-07,7.560771828261204,7.8178642159978455,0.09830683856007484,0.08480732904070044,6.488419341334042,2.1602773069288603,0.0,2.469487167520223,0.0,2.042599921139869,0.22667926169204342,0.2206031725486761
8.59,0.025509424075541524,0.0007572024598141861,0.00550274427986334,1.5026331308450895,9.640531815074722,0.41311056044930045,0.05559858901213781,0.8295420362082545,0.24948423569182437,0.09369944524943924,0.013433576933578311,0.044301268895876454,4.08371416099722e-08,18.316621672377018,4.963972742121569,3.4362000035987865,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0026215746416686646,0.021093336066934847,0.021160067270661696,0.011820174814156637,0.009888603045290172,0.01583344746345464,1.616774830848443,1.409389113906148,0.02084998821720083,0.014633841500955065,0.02328431214448565,0.0009838352429221372,0.035019814899088564,0.12109072117304599,0.11937017060905987,0.04805858890885137,5.3246419201599995,0.494804868412281,4.388351966703706,0.013246854151254995,0.0,4.08371416099722e-08,4.083714022024547e-08,1.0010816894268585e-07,7.557186812884982,7.817465349149144,0.0985483019253801,0.08501228743878349,6.497385657774167,2.1636328681822565,0.0,2.4705458169070402,0.0,2.045488153216947,0.22675384077434685,0.22073828875632118
8.6,0.02532538046688575,0.0007517353691540834,0.005462758052252426,1.5047072220925681,9.65918663839211,0.41429434949931204,0.055734131313298706,0.8291759545558526,0.24935422275507121,0.0937592977857389,0.013448053034904981,0.04436342816605084,4.0028525762415525e-08,18.314002880858787,4.968383271626732,3.4410158202649765,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0026056277814905607,0.020942747700570932,0.02100740309728173,0.011734874912273912,0.009817240461919424,0.015718882453157352,1.6180489086053875,1.410616707088512,0.020869569410276914,0.014653882171836299,0.023299185499756115,0.0009848876777728052,0.03507011088579992,0.12106697373819043,0.1196611799296523,0.048033904011825584,5.32388063746565,0.4948545916246251,4.388406366974523,0.013249651276877028,0.0,4.0028525762415525e-08,4.002852442717984e-08,9.812592805398542e-08,7.553578401789306,7.81706148206618,0.09879022003905137,0.08521779023956867,6.506354028328264,2.166992773376872,0.0,2.4716038673977505,0.0,2.048379467692772,0.22682698524564113,0.22087204241352704
8.61,0.025142678505258826,0.000746308120148284,0.005423063440199963,1.5067817680101092,9.677886957179595,0.41548283076551695,0.05587003731153486,0.8288125193075155,0.24922496022704843,0.09381854386404119,0.01346247143434326,0.04442558222434122,3.923591646439152e-08,18.31135195144882,4.972785112890615,3.4458320947499526,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0025898035538746665,0.020793234416386582,0.020855851820112195,0.011650196600890821,0.009746397443286123,0.01560514588490576,1.6193199690332818,1.4118433209138286,0.020889023992884483,0.014673919816560514,0.023313908150214235,0.0009859359011396924,0.03512066880549425,0.12104338644619972,0.11995297010786533,0.04800936122456055,5.323110012286173,0.494902017180058,4.388460565210317,0.013252442025611702,0.0,3.923591646439152e-08,3.923591518151061e-08,9.618292562080937e-08,7.54994647391613,7.816652583577465,0.09903258999770996,0.08542383600429368,6.515324364875712,2.1703569899495094,0.0,2.472661309093488,0.0,2.0512738323008564,0.22689869245517835,0.22100443216251436
8.620000000000001,0.024961308698150216,0.0007409204311527314,0.005383658382137421,1.5088567482093,9.696632753870027,0.41667601685681077,0.056006306089863025,0.8284517340396541,0.2490964493032882,0.09387718274480897,0.013476831932960365,0.044487729835024026,3.845900094270012e-08,18.308668698922286,4.977178197278999,3.450648804075878,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002574100948285049,0.020644788937262175,0.020705405565115603,0.01156613548595015,0.009676070323808265,0.01549223200574444,1.6205880022923207,1.4130689444286808,0.020908351772316404,0.014693954037261023,0.023328479912085028,0.000986979898758344,0.03517148841318318,0.12101995977195151,0.1202455391749359,0.04798496078041145,5.3223299907767085,0.4949471328105468,4.388514561376677,0.013255226405936568,0.0,3.845900094270012e-08,3.84589997101212e-08,9.427839491093506e-08,7.546290908049625,7.816238622333889,0.0992754088721286,0.08563042327535847,6.524296579257014,2.173725485217936,0.0,2.473718132150512,0.0,2.0541712146638393,0.22696895968419714,0.22113545661582582
8.63,0.024781261616418405,0.0007355720223977993,0.005344540830253795,1.5109321422935273,9.71542401047981,0.417873920375649,0.05614293671879446,0.8280936023059198,0.24896869117405862,0.09393521367589802,0.013491134331717204,0.04454986976315984,3.7697478677246646e-08,18.30595293726391,4.981562455742654,3.4554659251365507,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0025585189631552757,0.020497404029890573,0.020556056510819067,0.011482687202632255,0.00960625546219191,0.015380135099589208,1.621852998638935,1.4142935667221874,0.02092755255547337,0.01471398443643074,0.02334290059846066,0.0009880196563566777,0.03522256945769875,0.12099669418781872,0.1205388851352517,0.04796070291171054,5.321540518862619,0.4949899261715379,4.388568355435064,0.013258004426282157,0.0,3.7697478677246646e-08,3.7697477492996766e-08,9.241159922940243e-08,7.542611582824243,7.815819566807816,0.09951867370734419,0.08583755057626176,6.533270583277212,2.1770982263819243,0.0,2.47477432678038,0.0,2.0570715822949985,0.22703778414523954,0.22126511435550342
8.64,0.02460252789018265,0.000730262615875139,0.005305708749537506,1.5130079299436794,9.734260708445147,0.419076553930772,0.056279928246831507,0.8277381276396887,0.2488416870262098,0.09399263588841911,0.01350537843279204,0.04461200078003086,3.6951035625017094e-08,18.30320447920141,4.985937818808782,3.460283434719002,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002543056605759758,0.020351072501530554,0.020407796884906508,0.011399847413611629,0.00953694923995679,0.015268849484519053,1.623114948521458,1.4155171769763584,0.020946626150703654,0.014734010618674624,0.023357170018272148,0.0009890551597512005,0.035273911678168735,0.12097359016381418,0.12083300594594723,0.047936587850117604,5.32074154210385,0.49503038483501705,4.388621947342716,0.013260776095044759,0.0,3.6951035625017094e-08,3.695103448720127e-08,9.05817687311669e-08,7.538908376648214,7.8153953852202305,0.09976238152541567,0.08604521639720042,6.542246289076469,2.180475180444036,0.0,2.4758298832408956,0.0,2.059974902631235,0.22710516298360192,0.22139340392384294
8.65,0.024425098212678933,0.000724991935442487,0.0052671601186873584,1.5150840908239251,9.753142828807631,0.4202839301222829,0.05641727971100448,0.8273853135508189,0.24871543804098567,0.09404944860058904,0.013519564038031059,0.044674121657060896,3.621937271744928e-08,18.30042313672624,4.99030421658675,3.465101309477756,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0025277128921844735,0.02020578720327786,0.020260618967417175,0.011317611810667786,0.009468148062807035,0.015158369515423395,1.6243738424711471,1.416739764410251,0.02096557236559252,0.014754032188749391,0.02337128797724638,0.000990086394734357,0.03532551480788526,0.12095064816736292,0.1211278995395266,0.04791261582620407,5.319933005846319,0.49506849629665095,4.388675337052732,0.01326354142057184,0.0,3.621937271744928e-08,3.6219371624246855e-08,8.878817027955517e-08,7.535181167802092,7.814966045620239,0.10000652932256693,0.08625341921104981,6.551223608722652,2.1838563143004777,0.0,2.476884791846704,0.0,2.062881142999064,0.22717109327428023,0.2215203238319989
8.66,0.024248963338571752,0.000719759706776741,0.005228892929722367,1.5171606046127466,9.77207035215662,0.4214960615459718,0.056554990133457446,0.8270351635263943,0.24858994539464435,0.09410565101602028,0.013533690949399043,0.04473623116775321,3.550219657548766e-08,18.29760872092704,4.994661578763863,3.469919525942039,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0025124868472294246,0.020061541028796988,0.02011451508934527,0.011235976113961082,0.009399848360021243,0.015048689582920603,1.6256296711358034,1.417961318298107,0.02098439100757131,0.014774048752187964,0.02338525427748104,0.0009911133471072824,0.03537737857302603,0.12092786866333362,0.12142356381653313,0.04788878706957058,5.319114855173491,0.4951042479731258,4.388728524514029,0.013266300411166557,0.0,3.550219657548766e-08,3.550219552514939e-08,8.703008468515045e-08,7.531429834416771,7.814531515858502,0.10025111407025006,0.08646215746819405,6.560202454345516,2.187241594713555,0.0,2.4779390429661654,0.0,2.0657902706273634,0.2272355720220674,0.22164587255616228
8.67,0.024074114083605457,0.000714565657363699,0.0051909051879059625,1.5192374510037072,9.791043258630388,0.42271296079298964,0.05669305852140492,0.8266876810305055,0.24846521025839985,0.09416124232335411,0.013547758968946768,0.04479832808769109,3.479921935359047e-08,18.294761041989105,4.999009834603554,3.474738060515033,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002497377504328574,0.019918326914147813,0.019969477632350727,0.01115493607187271,0.009332046584321104,0.014939804113176754,1.6268824252789145,1.4191818279695971,0.021003081883845177,0.014794059915299343,0.023399068717353498,0.0009921360026774243,0.03542950269262046,0.12090525211400743,0.12171999664545634,0.04786510180883571,5.318287034906233,0.4951376272018533,4.3887815096713325,0.01326905307508763,0.0,3.479921935359047e-08,3.479921834443577e-08,8.530680632339168e-08,7.527654254480547,7.814091763586283,0.1004961327152652,0.08667142959646656,6.56918273814003,2.1906309883127393,0.0,2.4789926270215474,0.0,2.068702252648823,0.22729859616089942,0.22177004853674076
8.68,0.023900541324255585,0.0007094095164877958,0.005153194911670199,1.5213146097062213,9.810061527917275,0.42393464044952167,0.05683148386708852,0.8263428695040304,0.2483412337983638,0.09421622169589397,0.013561767898778413,0.04486041119453845,3.41101585837369e-08,18.291879909193916,5.003348912943568,3.479556889473127,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.0024823839054705517,0.019776137837610758,0.019825499028470008,0.011074487460844716,0.009264739211739939,0.014831707567723977,1.628132095778804,1.4204012828100707,0.021021644801320887,0.0148140652851685,0.02341273109142965,0.0009931543472561622,0.0354818868785145,0.12088279897904679,0.12201719586263904,0.047841560271624506,5.317449489602672,0.4951686212406784,4.388834292465167,0.013271799420549228,0.0,3.41101585837369e-08,3.411015761415117e-08,8.361764275217264e-08,7.5238543058462595,7.813646756254485,0.10074158217988327,0.08688123400109078,6.5781643723697005,2.194024461595733,0.0,2.4800455344892027,0.0,2.07161705610141,0.22736016255320926,0.22189285017753893
8.69,0.023728235997380234,0.0007042910152218414,0.005115760132539963,1.5233920604463218,9.829125139256828,0.4251611130964617,0.05697026514773363,0.8260007323644146,0.24821801717548717,0.09427058829123879,0.01357571754101896,0.04492247926804041,3.343473701943427e-08,18.288965130918626,5.007678742194143,3.4843759889651658,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.002467505101120101,0.019634966819510463,0.019682571759826906,0.010994626085219996,0.009197922741491244,0.014724394443278261,1.629378673627776,1.4216196722607966,0.021040079566534555,0.014834064469656261,0.02342624119037284,0.00099416836665643,0.035534530835335976,0.12086050971546435,0.12231515927218409,0.047818162684557304,5.316602163558045,0.4951972172675847,4.388886872831844,0.01327453945572088,0.0,3.343473701943427e-08,3.3434736087866264e-08,8.196191432944118e-08,7.520029866238503,7.813196461112678,0.10098745936197258,0.08709156906462089,6.587147269369895,2.197421980929532,0.0,2.4810977558997496,0.0,2.074534647929846,0.22742026798928916,0.22201427584493866
