Time,I,E,A,T,M,P,J,W2,W3,U,W,n,k,cell,U1,U2,U3,U6_plus_3U7,U6_plus_U7_minus_U8
5.08,21.557605896339435,2.0224170746694456,1.180839732489166,0.8983211963796806,0.05674385419940098,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.87313086397626,3.931706309372256,0.04,0.016900946016856346
5.09,21.56239508736713,2.022603043616913,1.1810087431880685,0.8983745891106708,0.056780288681826385,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8742215653710783,3.9328627037692314,0.04,0.01690271370742005
5.1000000000000005,21.56715161125078,2.022789667349402,1.181177771565125,0.8984284535631367,0.056816557778859966,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.87530853397155,3.934015145960543,0.04,0.01690446816722527
5.11,21.57187558074018,2.022976943895204,1.181346817500685,0.8984827882760857,0.05685266188156631,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8763917840256488,3.9351636496910727,0.04,0.016906209464152614
5.12,21.576567108227334,2.0231648712961516,1.181515880876295,0.8985375917986876,0.05688860137883086,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8774713297418724,3.936308228604802,0.04,0.016907937665472127
5.13,21.581226305749897,2.0233534476076813,1.1816849615747036,0.8985928626903118,0.05692437665733404,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.878547185290252,3.937448896244765,0.04,0.01690965283784686
5.14,21.58585328499467,2.023542670898898,1.1818540594798597,0.8986485995205648,0.05695998810152599,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8796193648033688,3.9385856660530165,0.04,0.01691135504733641
5.15,21.590448157301044,2.023732539252643,1.1820231744769165,0.8987048008693276,0.05699543609360117,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.880687882377355,3.9397185513705955,0.04,0.0169130443594004
5.16,21.595011033664473,2.0239230507655535,1.1821923064522333,0.8987614653267935,0.05703072101347332,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.881752752072911,3.940847565437487,0.04,0.01691472083890192
5.17,21.599542024739947,2.024114203548131,1.1823614552933768,0.8988185914935047,0.05706584323875041,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.882813987916305,3.9419727213925864,0.04,0.016916384550110942
5.18,21.604041240845447,2.0243059957248057,1.1825306208891229,0.8988761779803918,0.057100803144708744,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.883871603900383,3.9430940322736325,0.04,0.016918035556707605
5.19,21.60850879196542,2.0244984254339986,1.1826998031294589,0.8989342234088088,0.05713560110426885,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.884925613985571,3.9442115110171843,0.04,0.01691967392178557
5.2,21.612944787754234,2.0246914908281886,1.1828690019055856,0.8989927264105733,0.05717023748797042,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.885976032100874,3.945325170458572,0.04,0.016921299707855275
5.21,21.61734933753966,2.024885190073975,1.1830382171099185,0.8990516856280025,0.057204712663946146,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8870228721448834,3.946435023331809,0.04,0.016922912976847063
5.22,21.621722550326325,2.025079521352145,1.18320744863609,0.8991110997139532,0.05723902699789866,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.888066147986777,3.9475410822695878,0.04,0.016924513790114445
5.23,21.626064534799177,2.0252744828577343,1.1833766963789516,0.8991709673318572,0.05727318085307431,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8891058734673094,3.948643359803183,0.04,0.01692610220843714
5.24,21.63037539932696,2.025470072800096,1.183545960234575,0.8992312871557603,0.05730717459023926,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8901420623998155,3.9497418683624117,0.04,0.01692767829202421
5.25,21.634655251965683,2.0256662894029622,1.1837152401002546,0.8992920578703615,0.05734100856765371,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8911747285712086,3.9508366202755485,0.04,0.016929242100516984
5.26,21.638904200462065,2.025863130904509,1.1838845358745094,0.899353278171049,0.057374683141049355,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.892203885742968,3.9519276277693125,0.04,0.016930793692992222
5.2700000000000005,21.643122352257024,2.0260605955574227,1.1840538474570843,0.8994149467639411,0.057408198663602694,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8932295476521426,3.9530149029687434,0.04,0.016932333127964886
5.28,21.647309814489127,2.026258681628962,1.1842231747489524,0.8994770623659208,0.05744155548591109,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8942517280123297,3.9540984578971448,0.04,0.016933860463391102
5.29,21.651466693998067,2.026457387401025,1.1843925176523167,0.8995396237046777,0.057474753955969314,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8952704405146763,3.955178304476044,0.04,0.01693537575667106
5.3,21.655593097328133,2.0266567111702125,1.1845618760706123,0.8996026295187439,0.057507794419143665,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8962856988288697,3.9562544545250695,0.04,0.016936879064651765
5.3100000000000005,21.659689130731646,2.026856651247892,1.1847312499085079,0.899666078557534,0.057540677218149705,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8972975166041164,3.9573269197619423,0.04,0.016938370443629894
5.32,21.663754900172467,2.027057205960264,1.1849006390719072,0.8997299695813821,0.05757340269302528,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8983059074701383,3.9583957118023068,0.04,0.016939849949354432
5.33,21.667790511329436,2.0272583736484253,1.1850700434679524,0.8997943013615816,0.057605971181108884,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.8993108850381555,3.9594608421597317,0.04,0.016941317637029465
5.34,21.67179606959984,2.027460152668434,1.185239463005024,0.8998590726804235,0.05763838301701363,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.900312462901872,3.9605223222455685,0.04,0.016942773561316748
5.3500000000000005,21.675771680102887,2.0276625413913734,1.1854088975927444,0.8999242823312336,0.0576706385326049,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9013106546384537,3.9615801633689145,0.04,0.016944217776338432
5.36,21.67971710552448,2.0278654918651884,1.1855783436741674,0.8999898971788399,0.05770274898781902,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.902305273733463,3.962634611378471,0.04,0.0169456510443505
5.37,21.683632682133293,2.0280690338694756,1.185747803509656,0.9000559376703557,0.05773470731053617,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.903296469163411,3.9636855183563,0.04,0.016947072937160162
5.38,21.68751857557823,2.02827317412843,1.1859172776342861,0.9001224083595378,0.05776651186539409,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9042842903183383,3.9647328532035093,0.04,0.01694848337989149
5.39,21.691374887180853,2.02847791070552,1.1860867659350958,0.900189307830972,0.05779816306054778,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9052687491186915,3.9657766286603873,0.04,0.016949882429920366
5.4,21.695201717920156,2.0286832416684852,1.1862562682995446,0.9002566346728779,0.05782966130393722,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9062498574248075,3.966816857419088,0.04,0.01695127014424959
5.41,21.698999168434987,2.028889165089255,1.1864257846155042,0.9003243874770482,0.05786100700329747,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9072276270372424,3.967853552124197,0.04,0.01695264657951298
5.42,21.702767339026416,2.0290956790438677,1.1865953147712502,0.9003925648387892,0.05789220056617191,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9082020696971,3.968886725373368,0.04,0.016954011791979685
5.43,21.706506329660144,2.0293027816123903,1.1867648586554522,0.9004611653568593,0.05792324239992108,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9091731970863632,3.9699163897178344,0.04,0.016955365837558124
5.44,21.710216239968904,2.029510470878839,1.1869344161571658,0.9005301876334114,0.057954132911738045,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.910141020828227,3.970942557663115,0.04,0.01695670877180032
5.45,21.713897169254835,2.029718744931097,1.1871039871658222,0.9005996302739326,0.05798487250865777,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9111055524874194,3.971965241669529,0.04,0.016958040649905828
5.46,21.717549216491893,2.0299276018608357,1.1872735715712208,0.9006694918871828,0.05801546159756795,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9120668035705277,3.9729844541527553,0.04,0.016959361526725746
5.47,21.721172480328235,2.0301370397634324,1.187443169263519,0.9007397710851369,0.058045900585223666,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9130247855263263,3.9740002074845027,0.04,0.016960671456766826
5.48,21.724767059088627,2.030347056737891,1.1876127801332241,0.9008104664829242,0.05807618987825739,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9139795097460985,3.9750125139930375,0.04,0.01696197049419539
5.49,21.728333050776822,2.030557650886761,1.1877824040711833,0.9008815766987676,0.05810632988319012,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9149309875639537,3.9760213859637354,0.04,0.016963258692841182
5.5,21.731870553077968,2.0307688203160574,1.1879520409685758,0.9009531003539276,0.05813632100644591,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9158792302571643,3.977026835639749,0.04,0.01696453610620144
5.51,21.735379663360995,2.0309805631351803,1.188121690716903,0.9010250360726385,0.05816616365436141,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.916824249046467,3.9780288752224946,0.04,0.016965802787444605
5.5200000000000005,21.738860478681012,2.0311928774568324,1.1882913532079797,0.901097382482052,0.05819585823319928,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.917766055096398,3.9790275168722817,0.04,0.01696705878941426
5.53,21.742313095781697,2.031405761396942,1.1884610283339254,0.9011701382121761,0.05822540514915938,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9187046595155994,3.9800227727088493,0.04,0.016968304164632877
5.54,21.7457376110977,2.031619213074579,1.1886307159871552,0.9012433018958159,0.058254804808392215,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9196400733571446,3.9810146548119802,0.04,0.01696953896530566
5.55,21.749134120757027,2.031833230611877,1.18880041606037,0.9013168721685162,0.05828405761700924,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9205723076188557,3.9820031752220126,0.04,0.01697076324332419
5.5600000000000005,21.75250272058345,2.032047812133951,1.1889701284465493,0.9013908476684994,0.05831316398109776,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9215013732436117,3.982988345940486,0.04,0.016971977050270294
5.57,21.75584350609888,2.0322629557688185,1.1891398530389403,0.9014652270366076,0.058342124306729394,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.922427281119666,3.983970178930592,0.04,0.016973180437419515
5.58,21.759156572525786,2.032478659647317,1.1893095897310497,0.9015400089162436,0.058370938999976585,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.923350042080968,3.9849486861178653,0.04,0.016974373455744998
5.59,21.762442014789563,2.032694921903025,1.1894793384166356,0.9016151919533115,0.058399608466922194,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9242696669074606,3.9859238793906595,0.04,0.01697555615592098
5.6000000000000005,21.76569992752095,2.0329117406721804,1.1896490989896964,0.9016907747961568,0.0584281331136726,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9251861663254037,3.98689577060073,0.04,0.016976728588326415
5.61,21.768930405058406,2.033129114093602,1.1898188713444637,0.9017667560955086,0.058456513346370365,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.926099551007681,3.9878643715637967,0.04,0.016977890803048557
5.62,21.77213354145052,2.0333470403086062,1.189988655375393,0.9018431345044201,0.05848474957120694,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9270098315741118,3.9888296940601062,0.04,0.016979042849886522
5.63,21.775309430458396,2.033565517460929,1.1901584509771534,0.90191990867821,0.05851284219443442,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9279170185917605,3.98979174983497,0.04,0.016980184778354758
5.64,21.778458165558046,2.0337845436966435,1.1903282580446204,0.9019970772744017,0.05854079162237894,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9288211225752376,3.990750550599331,0.04,0.016981316637686584
5.65,21.781579839942797,2.03400411716408,1.1904980764728657,0.9020746389526672,0.05856859826145292,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.929722153987019,3.991706108030312,0.04,0.01698243847683763
5.66,21.784674546525668,2.0342242360137472,1.1906679061571483,0.9021525923747661,0.05859626251816704,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9306201232377433,3.992658433771745,0.04,0.01698355034448924
5.67,21.787742377941775,2.0344448983982484,1.1908377469929066,0.902230936204487,0.05862378479914528,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.931515040686517,3.993607539434778,0.04,0.016984652289052004
5.68,21.790783426550725,2.0346661024722037,1.1910075988757476,0.9023096691075905,0.05865116551113433,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.93240691664123,3.9945534365983426,0.04,0.016985744358668974
5.69,21.79379778443901,2.0348878463921687,1.1911774617014392,0.9023887897517486,0.05867840506101899,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.933295761358852,3.9954961368097592,0.04,0.016986826601219147
5.7,21.7967855434224,2.0351101283165525,1.1913473353659014,0.9024682968064853,0.05870550385583432,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.934181585045727,3.9964356515852657,0.04,0.016987899064320792
5.71,21.799746795048332,2.0353329464055405,1.1915172197651964,0.902548188943121,0.05873246230277718,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.935064397857896,3.997371992410527,0.04,0.016988961795334667
5.72,21.802681615629734,2.035556299850381,1.1916871148387311,0.9026284655593867,0.05875928054773664,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9359442103591435,3.9983051651153816,0.04,0.01699001482507282
5.73,21.805589930498485,2.0357801982085904,1.1918570209611343,0.9027091333510037,0.05878595610354764,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.936821037673532,3.9992351188687003,0.04,0.016991058020178185
5.74,21.80847198897806,2.0360046287407636,1.1920269375710866,0.9027901833172312,0.058812492147554164,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.937694884959641,4.0001619246793085,0.04,0.016992091600030818
5.75,21.81132788032018,2.0362295896990865,1.1921968645687286,0.9028716141962044,0.05883888906584663,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.938565762213472,4.001085593452131,0.04,0.01699311560968386
5.76,21.81415769348226,2.0364550793397282,1.1923668018544082,0.9029534247293932,0.05886514724407299,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.93943367938337,4.002006136050248,0.04,0.016994130093910795
5.7700000000000005,21.816961517129283,2.0366810959227934,1.192536749328673,0.9030356136615635,0.058891267067443,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.940298646370312,4.002923563295249,0.04,0.016995135097208177
5.78,21.81973943963569,2.036907637712279,1.1927067068922623,0.9031181797407478,0.05891724892073121,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9411606730282385,4.003837885967558,0.04,0.016996130663798212
5.79,21.82249154908729,2.037134702976024,1.1928766744461008,0.9032011217182064,0.058943093188283203,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9420197691643444,4.004749114806825,0.04,0.01699711683763155
5.8,21.82521793328313,2.0373622899856674,1.1930466518912892,0.9032844383483961,0.058968800254017885,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9428759445393995,4.005657260512229,0.04,0.016998093662389805
5.8100000000000005,21.827918679737415,2.037590397016601,1.1932166391290988,0.9033681283889358,0.05899437050143308,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.943729208868056,4.006562333742859,0.04,0.0169990611814882
5.82,21.83059387568137,2.037819022347922,1.1933866360609617,0.9034521906005697,0.05901980431360917,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.944579571819143,4.007464345118028,0.04,0.017000019438078176
5.83,21.833243608065153,2.038048164262389,1.1935566425884656,0.9035366237471375,0.05904510207321423,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.945427043015992,4.008363305217655,0.04,0.01700096847504995
5.84,21.835867963559743,2.038277821046375,1.193726658613344,0.9036214265955375,0.05907026416250679,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.94627163203673,4.009259224582548,0.04,0.017001908335035
5.8500000000000005,21.83846702855882,2.0385079909898214,1.1938966840374703,0.9037065979156927,0.05909529096334143,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.947113348414584,4.010152113714782,0.04,0.01700283906040864
5.86,21.841040889180682,2.038738672386192,1.1940667187628495,0.9037921364805176,0.05912018285717494,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.947952201638191,4.011041983078081,0.04,0.01700376069329262
5.87,21.84358963127011,2.0389698635324285,1.194236762691611,0.9038780410658842,0.05914494022506674,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9487882011518973,4.0119288430980475,0.04,0.0170046732755574
5.88,21.846113340400272,2.0392015627289015,1.1944068157260006,0.9039643104505877,0.05916956344768687,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.949621356356064,4.012812704162593,0.04,0.01700557684882478
5.89,21.84861210187463,2.0394337682793675,1.1945768777683734,0.9040509434163132,0.05919405290531935,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9504516766073676,4.013693576622236,0.04,0.01700647145447028
5.9,21.8510860007288,2.0396664784909215,1.1947469487211861,0.9041379387476013,0.05921840897786601,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9512791712191007,4.014571470790419,0.04,0.01700735713362555
5.91,21.85353512173247,2.039899691673951,1.1949170284869894,0.904225295231814,0.059242632044852396,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.952103849461472,4.015446396943871,0.04,0.017008233927180812
5.92,21.85595954939129,2.0401334061420897,1.1950871169684207,0.9043130116591015,0.05926672248543274,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.952925720561908,4.016318365322952,0.04,0.017009101875787292
5.93,21.85835936794875,2.0403676202121734,1.1952572140681959,0.9044010868223694,0.059290680678391716,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.953744793705354,4.017187386131901,0.04,0.017009961019859392
5.94,21.860734661388086,2.0406023322041915,1.195427319689103,0.9044895195172424,0.05931450700215379,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9545610780345677,4.0180534695392875,0.04,0.017010811399577316
5.95,21.863085513434157,2.040837540441243,1.195597433733993,0.9045783085420332,0.059338201834783146,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9553745826504203,4.01891662567821,0.04,0.017011653054889133
5.96,21.865412007555364,2.0410732432494885,1.195767556105774,0.9046674526977071,0.059361765553992495,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9561853166121934,4.01977686464673,0.04,0.017012486025513304
5.97,21.86771422696551,2.0413094389581072,1.1959376867074025,0.9047569507878502,0.059385198537145446,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.956993288937882,4.020634196508135,0.04,0.017013310350940832
5.98,21.869992254625714,2.0415461258992473,1.1961078254418762,0.904846801618633,0.059408501161261694,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9577985086044705,4.021488631291263,0.04,0.017014126070437587
5.99,21.872246173246296,2.0417833024079832,1.196277972212227,0.9049370039987795,0.05943167380302328,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.958600984548255,4.022340178990871,0.04,0.01701493322304659
6.0,21.874476065288672,2.042020966822268,1.1964481269215124,0.9050275567395335,0.05945471683877771,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9594007256651222,4.0231888495679,0.04,0.01701573184759021
6.01,21.876682012967237,2.0422591174828866,1.1966182894728083,0.9051184586546216,0.05947763064454337,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.960197740810838,4.02403465294981,0.04,0.017016521982672374
6.0200000000000005,21.878864098251277,2.0424977527334125,1.1967884597692027,0.9052097085602261,0.05950041559601623,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9609920388013666,4.0248775990309555,0.04,0.01701730366668088
6.03,21.881022402866833,2.0427368709201588,1.1969586377137857,0.9053013052749445,0.05952307206857125,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.961783628413129,4.02571769767279,0.04,0.017018076937789412
6.04,21.88315700829862,2.042976470392134,1.1971288232096446,0.9053932476197616,0.059545600437271785,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9625725183833276,4.026554958704313,0.04,0.017018841833959904
6.05,21.885267995791903,2.043216549500996,1.1972990161598547,0.9054855344180125,0.0595680010768711,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9633587174102116,4.027389391922286,0.04,0.017019598392944563
6.0600000000000005,21.8873554463544,2.043457106601005,1.197469216467472,0.9055781644953521,0.059590274361819406,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9641422341533925,4.0282210070916,0.04,0.017020346652288063
6.07,21.889419440758154,2.0436981400489787,1.197639424035526,0.9056711366797194,0.05961242066626667,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9649230772341175,4.029049813945523,0.04,0.017021086649329577
6.08,21.89146005954146,2.043939648204246,1.1978096387670116,0.9057644498013059,0.05963444036407154,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.965701255235567,4.029875822186124,0.04,0.017021818421205075
6.09,21.893477347078893,2.0441816360880516,1.1979798612066546,0.9058581072020996,0.059656332320702665,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.966476789939386,4.030699010141625,0.04,0.017022541911792696
6.1000000000000005,21.89547133731704,2.0444241106141186,1.1981500920812755,0.9059521135056835,0.05967809497284008,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9672497068490973,4.031519347232842,0.04,0.01702325703855955
6.11,21.89744217901819,2.0446670573768113,1.1983203300628624,0.9060464588995106,0.059699731585561557,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.968019989051243,4.032336903195591,0.04,0.017023964016655287
6.12,21.89938995106718,2.044910474881689,1.198490575067367,0.9061411423148629,0.05972124250054104,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.968787645251729,4.033151686971444,0.04,0.01702466288056318
6.13,21.901314732102193,2.0451543616407353,1.1986608270110677,0.9062361626879074,0.059742628058239676,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9695526841280855,4.033963707453024,0.04,0.01702535366451863
6.140000000000001,21.90321660051633,2.0453987161723686,1.198831085810569,0.906331518959698,0.05976388859789813,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.970315114329848,4.03477297348404,0.04,0.017026036402510464
6.15,21.905095634459215,2.045643537001452,1.1990013513827984,0.9064272100761843,0.0597850244575309,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9710749444789744,4.035579493859394,0.04,0.017026711128282287
6.16,21.906951911838593,2.045888822659298,1.1991716236450034,0.9065232349882116,0.059806035973916837,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9718321831702217,4.036383277325158,0.04,0.0170273778753337
6.17,21.908785510321923,2.0461345716836834,1.1993419025147505,0.9066195926515265,0.059826923482593775,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9725868389715457,4.0371843325786845,0.04,0.01702803667692164
6.18,21.91059650733799,2.0463807826188507,1.1995121879099222,0.9067162820267795,0.059847687317850805,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.973338920424488,4.037982668268626,0.04,0.017028687566061625
6.19,21.912384980078475,2.0466274540155225,1.1996824797487144,0.9068133020795298,0.059868327812721854,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.974088436044571,4.03877829299501,0.04,0.017029330575529043
6.2,21.914151005499583,2.0468745844309075,1.1998527779496353,0.9069106517802492,0.059888845298977124,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.974835394321686,4.039571215309243,0.04,0.017029965737860298
6.21,21.915894660323616,2.0471221724287103,1.200023082431502,0.907008330104326,0.05990924010711759,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.9755798037204877,4.0403614437141995,0.04,0.017030593085354113
6.22,21.91761602104059,2.0473702165791385,1.200193393113438,0.907106336032068,0.05992951256636762,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.976321672680777,4.041148986664252,0.04,0.017031212650072722
6.23,21.919315163909815,2.047618715458914,1.2003637099148732,0.9072046685487081,0.05994966300466742,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.977061009617895,4.041933852565302,0.04,0.017031824463843024
6.24,21.9209921649615,2.0478676676512775,1.2005340327555383,0.9073033266444067,0.05996969174866751,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.977797822923109,4.042716049774865,0.04,0.017032428558257845
