Time,CH2_THF,THF,DHF,H2_HMPt,H2_HMPterinPP,H2_Pteroate,p_ABA,ATP,AMP,PPi,L_Glutamate,Phosphate,ADP,L_serine,Glycine,NADP,NADPH,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
460.0,6.76989870751477e-05,0.0001384817244518332,3.349272865646125e-05,6.4929194258236775e-06,1.4180551868134344e-05,3.359975388584036e-05,1.7358471293957974e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.848460185089354e-07,9.846108101419685e-07,9.829764267725948e-07,9.151307922847791e-07,9.813302510885833e-07,8.191577436092871e-07,1.66e-07,1.66e-07,5.82352592376457e-08,9.20726375528586e-08
470.0,6.773793917784268e-05,0.00013856125546003018,3.3509170923244844e-05,6.496032340222209e-06,1.4182900269612252e-05,3.36160756771744e-05,1.736393260983441e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.853181853649047e-07,9.850836979741977e-07,9.834539283691413e-07,9.156164103059231e-07,9.818120062168893e-07,8.196290640518964e-07,1.66e-07,1.66e-07,5.8253030235170984e-08,9.209734618627253e-08
480.0,6.777678611580015e-05,0.00013864057202248503,3.3525570809578805e-05,6.499136835414185e-06,1.4185241474187917e-05,3.363235098265606e-05,1.7369378309602055e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.857890751956236e-07,9.855553023129082e-07,9.839300700004568e-07,9.161007937649591e-07,9.82292519606497e-07,8.200991120011818e-07,1.66e-07,1.66e-07,5.82707437959668e-08,9.21219730131556e-08
490.0,6.781552912014135e-05,0.0001387196754864224,3.354192591234303e-05,6.502232995258944e-06,1.4187575583477503e-05,3.3648580835830205e-05,1.73748085787364e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.862587007208766e-07,9.860256398371041e-07,9.844048819033762e-07,9.165836343947152e-07,9.827717208464682e-07,8.205679023537103e-07,1.66e-07,1.66e-07,5.828840030538713e-08,9.21465189494766e-08
500.0,6.785416827238148e-05,0.00013879856669388708,3.355823595409861e-05,6.505320852271406e-06,1.4189902631383251e-05,3.3664765901714454e-05,1.738022348365461e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.867270668725269e-07,9.86494715778958e-07,9.848783835333e-07,9.170651206526903e-07,9.832496018078985e-07,8.210354360958159e-07,1.66e-07,1.66e-07,5.830600003513495e-08,9.217098418105863e-08
510.0,6.789270342902571e-05,0.000138877245736059,3.3574501600443684e-05,6.508400403509473e-06,1.4192222618497e-05,3.368090693182898e-05,1.7385623022006425e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.871941732043168e-07,9.86962529158327e-07,9.853505968763e-07,9.175453573319643e-07,9.837261819926798e-07,8.215017114912111e-07,1.66e-07,1.66e-07,5.832354308880253e-08,9.21953687506996e-08
520.0,6.79311358852593e-05,0.00013895571415827994,3.3590720740164675e-05,6.511471736980691e-06,1.4194535644470163e-05,3.369700439408453e-05,1.7391007381450804e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.876600330652311e-07,9.874290966769885e-07,9.858215356213222e-07,9.180240556395336e-07,9.84201399542677e-07,8.219667442116375e-07,1.66e-07,1.66e-07,5.834102989358273e-08,9.221967361041279e-08
530.0,6.79694651602918e-05,0.0001390339718279226,3.360689517367525e-05,6.514534827361614e-06,1.419684167841796e-05,3.371305850888073e-05,1.7396376505779527e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.881246426142096e-07,9.878944121228072e-07,9.862912062162613e-07,9.185014451371904e-07,9.8467530720965e-07,8.224305284395307e-07,1.66e-07,1.66e-07,5.835846050196818e-08,9.224389858756226e-08
540.0,6.800769026779147e-05,0.00013911201823708463,3.3623027967012054e-05,6.517589618776182e-06,1.419914065059317e-05,3.372906917089766e-05,1.7401730269369303e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.885879933759712e-07,9.883584626338373e-07,9.867596055799335e-07,9.189779313402842e-07,9.851479948278596e-07,8.228930522402768e-07,1.66e-07,1.66e-07,5.8375834882667074e-08,9.226804319047305e-08
550.0,6.804581222984861e-05,0.00013918985441329303,3.363911790985262e-05,6.520636170788618e-06,1.4201432631443064e-05,3.3745036772205835e-05,1.7407068802231634e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.890500943852177e-07,9.888212596231474e-07,9.872267451825438e-07,9.194532330878834e-07,9.856194269351e-07,8.233543279811682e-07,1.66e-07,1.66e-07,5.8393153345840996e-08,9.229210819588073e-08
