D,DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,R,Time
3.0999900028235695e-05,4.3765064212212166e-13,4.805168129961439e-11,8.580738067277075e-12,4.2901694374194715e-11,4.196809929325364e-10,9.999628370688353e-06,9.998790150431724e-07,2.1450843088278663e-11,2.823561679193819e-14,7.87
3.0999900028235695e-05,4.376506316399977e-13,4.8051682164416254e-11,8.580738282897187e-12,4.290169330493128e-11,4.2011000966630237e-10,9.999627941672483e-06,9.998790150431288e-07,2.145084312075764e-11,2.8235616115513778e-14,7.88
3.0999900028235695e-05,4.3765062153511653e-13,4.8051683074295256e-11,8.58073840839556e-12,4.2901692280309973e-11,4.2053902647108393e-10,9.999627512656588e-06,9.998790150462274e-07,2.1450840011382e-11,2.8235615464328677e-14,7.89
3.0999900028235695e-05,4.376506115962083e-13,4.805168400400677e-11,8.580738494243224e-12,4.290169127532978e-11,4.2096804330116533e-10,9.999627083640689e-06,9.998790150507127e-07,2.1450835515556988e-11,2.8235614824247955e-14,7.9
3.0999900028235695e-05,4.3765060165762406e-13,4.805168493375742e-11,8.580738580012673e-12,4.290169027038833e-11,4.213970601207022e-10,9.9996266546248e-06,9.998790150552079e-07,2.1450831009638046e-11,2.8235614184188913e-14,7.91
3.099990002823569e-05,4.3765059171931925e-13,4.805168586354188e-11,8.580738665714547e-12,4.2901689265480336e-11,4.218260769296851e-10,9.999626225608919e-06,9.99879015059713e-07,2.1450826494024134e-11,2.8235613544148574e-14,7.92
3.099990002823569e-05,4.3765058178124947e-13,4.8051686793354834e-11,8.580738751359484e-12,4.290168826060054e-11,4.2225509372810426e-10,9.99962579659305e-06,9.998790150642273e-07,2.1450821969114214e-11,2.823561290412396e-14,7.93
3.099990002823569e-05,4.376505718433701e-13,4.8051687723190965e-11,8.580738836958125e-12,4.290168725574366e-11,4.2268411051595007e-10,9.999625367577193e-06,9.998790150687507e-07,2.145081743530726e-11,2.823561226411209e-14,7.94
3.099990002823569e-05,4.3765056190563663e-13,4.805168865304493e-11,8.580738922521111e-12,4.2901686250904436e-11,4.231131272932129e-10,9.999624938561346e-06,9.998790150732823e-07,2.1450812893002222e-11,2.823561162410999e-14,7.95
3.099990002823569e-05,4.3765055196800457e-13,4.805168958291143e-11,8.58073900805908e-12,4.29016852460776e-11,4.235421440598831e-10,9.99962450954551e-06,9.99879015077822e-07,2.1450808342598065e-11,2.8235610984114676e-14,7.96
3.099990002823569e-05,4.376505420304293e-13,4.805169051278514e-11,8.580739093582673e-12,4.290168424125787e-11,4.2397116081595105e-10,9.999624080529681e-06,9.998790150823697e-07,2.145080378449376e-11,2.8235610344123174e-14,7.97
3.099990002823569e-05,4.376505320928664e-13,4.805169144266072e-11,8.580739179102529e-12,4.290168323643998e-11,4.244001775614071e-10,9.999623651513866e-06,9.998790150869244e-07,2.1450799219088266e-11,2.8235609704132495e-14,7.98
3.099990002823569e-05,4.3765052215527136e-13,4.8051692372532866e-11,8.580739264629288e-12,4.290168223161866e-11,4.2482919429624166e-10,9.999623222498062e-06,9.99879015091486e-07,2.1450794646780548e-11,2.8235609064139674e-14,7.99
3.099990002823569e-05,4.376505122175995e-13,4.8051693302396255e-11,8.580739350173593e-12,4.290168122678864e-11,4.2525821102044503e-10,9.999622793482267e-06,9.998790150960545e-07,2.1450790067969565e-11,2.8235608424141722e-14,8.0
3.099990002823569e-05,4.3765050227980644e-13,4.805169423224556e-11,8.58073943574608e-12,4.290168022194465e-11,4.2568722773400755e-10,9.999622364466483e-06,9.998790151006287e-07,2.145078548305428e-11,2.823560778413566e-14,8.01
3.099990002823569e-05,4.3765049234184763e-13,4.8051695162075457e-11,8.58073952135739e-12,4.290167921708141e-11,4.261162444369197e-10,9.999621935450711e-06,9.998790151052086e-07,2.1450780892433662e-11,2.8235607144118514e-14,8.02
3.099990002823568e-05,4.376504824036785e-13,4.8051696091880626e-11,8.580739607018164e-12,4.290167821219367e-11,4.265452611291717e-10,9.999621506434949e-06,9.99879015109794e-07,2.1450776296506668e-11,2.8235606504087303e-14,8.03
3.099990002823568e-05,4.376504724652545e-13,4.805169702165575e-11,8.58073969273904e-12,4.2901677207276146e-11,4.2697427781075403e-10,9.999621077419197e-06,9.998790151143846e-07,2.1450771695672266e-11,2.823560586403905e-14,8.04
3.099990002823568e-05,4.376504625265312e-13,4.805169795139551e-11,8.58073977853066e-12,4.290167620232356e-11,4.274032944816571e-10,9.999620648403455e-06,9.99879015118979e-07,2.1450767090329416e-11,2.823560522397077e-14,8.05
3.099990002823568e-05,4.37650452587464e-13,4.805169888109457e-11,8.580739864403664e-12,4.2901675197330655e-11,4.27832311141871e-10,9.999620219387725e-06,9.99879015123578e-07,2.1450762480877085e-11,2.823560458387949e-14,8.06
3.099990002823568e-05,4.3765044264800843e-13,4.805169981074762e-11,8.58073995036869e-12,4.2901674192292155e-11,4.2826132779138636e-10,9.999619790372005e-06,9.998790151281806e-07,2.1450757867714232e-11,2.8235603943762227e-14,8.07
3.099990002823568e-05,4.376504327081199e-13,4.8051700740349335e-11,8.580740036436379e-12,4.2901673187202784e-11,4.2869034443019346e-10,9.999619361356295e-06,9.998790151327866e-07,2.1450753251239822e-11,2.8235603303616004e-14,8.08
3.099990002823568e-05,4.3765042276775386e-13,4.805170166989438e-11,8.58074012261737e-12,4.290167218205729e-11,4.291193610582825e-10,9.999618932340597e-06,9.998790151373953e-07,2.1450748631852816e-11,2.8235602663437844e-14,8.09
3.099990002823568e-05,4.3765041282686594e-13,4.805170259937746e-11,8.580740208922305e-12,4.290167117685038e-11,4.295483776756442e-10,9.99961850332491e-06,9.998790151420067e-07,2.145074400995218e-11,2.823560202322476e-14,8.1
3.099990002823568e-05,4.3765040288541145e-13,4.8051703528793236e-11,8.580740295361821e-12,4.2901670171576785e-11,4.299773942822686e-10,9.999618074309232e-06,9.9987901514662e-07,2.145073938593688e-11,2.8235601382973786e-14,8.11
3.099990002823568e-05,4.3765039294334596e-13,4.8051704458136386e-11,8.58074038194656e-12,4.290166916623125e-11,4.3040641087814626e-10,9.999617645293565e-06,9.998790151512351e-07,2.1450734760205874e-11,2.823560074268193e-14,8.12
3.0999900028235675e-05,4.3765038300062485e-13,4.805170538740159e-11,8.580740468687164e-12,4.29016681608085e-11,4.308354274632674e-10,9.99961721627791e-06,9.998790151558517e-07,2.1450730133158122e-11,2.8235600102346222e-14,8.13
3.0999900028235675e-05,4.376503730572037e-13,4.8051706316583534e-11,8.580740555594268e-12,4.2901667155303265e-11,4.312644440376225e-10,9.999616787262266e-06,9.99879015160469e-07,2.1450725505192597e-11,2.8235599461963678e-14,8.14
3.0999900028235675e-05,4.3765036311303794e-13,4.805170724567688e-11,8.580740642678515e-12,4.290166614971026e-11,4.3169346060120184e-10,9.99961635824663e-06,9.998790151650869e-07,2.1450720876708255e-11,2.8235598821531323e-14,8.15
3.0999900028235675e-05,4.37650353168083e-13,4.805170817467632e-11,8.580740729950543e-12,4.2901665144024236e-11,4.321224771539958e-10,9.999615929231006e-06,9.998790151697051e-07,2.1450716248104066e-11,2.8235598181046173e-14,8.16
3.0999900028235675e-05,4.3765034322229447e-13,4.8051709103576534e-11,8.580740817420995e-12,4.29016641382399e-11,4.3255149369599475e-10,9.999615500215394e-06,9.998790151743227e-07,2.1450711619778985e-11,2.8235597540505252e-14,8.17
3.0999900028235675e-05,4.3765033327562774e-13,4.805171003237219e-11,8.580740905100508e-12,4.2901663132352e-11,4.32980510227189e-10,9.999615071199791e-06,9.9987901517894e-07,2.145070699213198e-11,2.8235596899905585e-14,8.18
3.0999900028235675e-05,4.3765032332803826e-13,4.805171096105796e-11,8.580740992999723e-12,4.2901662126355255e-11,4.334095267475691e-10,9.999614642184199e-06,9.998790151835558e-07,2.1450702365562008e-11,2.8235596259244182e-14,8.19
3.0999900028235675e-05,4.3765031337948155e-13,4.805171188962855e-11,8.580741081129279e-12,4.29016611202444e-11,4.3383854325712523e-10,9.99961421316862e-06,9.998790151881702e-07,2.1450697740468044e-11,2.8235595618518073e-14,8.2
3.0999900028235675e-05,4.37650303429913e-13,4.805171281807861e-11,8.580741169499818e-12,4.2901660114014165e-11,4.3426755975584785e-10,9.999613784153047e-06,9.99879015192783e-07,2.145069311724904e-11,2.823559497772428e-14,8.21
3.0999900028235675e-05,4.3765029347928826e-13,4.805171374640283e-11,8.580741258121979e-12,4.290165910765927e-11,4.3469657624372716e-10,9.99961335513749e-06,9.998790151973931e-07,2.1450688496303964e-11,2.8235594336859815e-14,8.22
3.0999900028235675e-05,4.376502835275626e-13,4.8051714674595897e-11,8.580741347006402e-12,4.2901658101174454e-11,4.351255927207537e-10,9.99961292612194e-06,9.99879015202001e-07,2.1450683878031778e-11,2.823559369592171e-14,8.23
3.099990002823567e-05,4.376502735746917e-13,4.8051715602652464e-11,8.580741436163727e-12,4.2901657094554436e-11,4.355546091869177e-10,9.999612497106402e-06,9.998790152066055e-07,2.145067926283145e-11,2.8235593054906978e-14,8.24
3.099990002823567e-05,4.376502636206309e-13,4.805171653056723e-11,8.58074152560459e-12,4.2901656087793966e-11,4.3598362564220963e-10,9.999612068090874e-06,9.998790152112068e-07,2.1450674651101935e-11,2.8235592413812642e-14,8.25
3.099990002823567e-05,4.376502536653357e-13,4.8051717458334865e-11,8.580741615339637e-12,4.290165508088776e-11,4.364126420866199e-10,9.999611639075357e-06,9.99879015215804e-07,2.1450670043242204e-11,2.8235591772635725e-14,8.26
3.099990002823567e-05,4.3765024370876153e-13,4.805171838595006e-11,8.580741705379506e-12,4.290165407383053e-11,4.368416585201387e-10,9.999611210059851e-06,9.998790152203969e-07,2.1450665439651213e-11,2.8235591131373247e-14,8.27
3.099990002823567e-05,4.37650233750864e-13,4.805171931340747e-11,8.580741795734835e-12,4.2901653066617035e-11,4.3727067494275645e-10,9.999610781044357e-06,9.998790152249852e-07,2.1450660840727935e-11,2.823559049002223e-14,8.28
3.099990002823567e-05,4.376502237915984e-13,4.805172024070179e-11,8.580741886416266e-12,4.2901652059241996e-11,4.376996913544636e-10,9.99961035202887e-06,9.998790152295685e-07,2.1450656246871322e-11,2.8235589848579686e-14,8.29
3.099990002823567e-05,4.376502138309204e-13,4.80517211678277e-11,8.580741977434437e-12,4.290165105170013e-11,4.381287077552505e-10,9.999609923013398e-06,9.998790152341463e-07,2.1450651658480344e-11,2.8235589207042654e-14,8.3
3.099990002823567e-05,4.376502038687853e-13,4.8051722094779864e-11,8.58074206879999e-12,4.290165004398618e-11,4.385577241451074e-10,9.999609493997936e-06,9.998790152387182e-07,2.145064707595396e-11,2.8235588565408137e-14,8.31
3.099990002823567e-05,4.3765019390514864e-13,4.805172302155298e-11,8.580742160523564e-12,4.290164903609487e-11,4.3898674052402477e-10,9.999609064982483e-06,9.99879015243284e-07,2.1450642499691135e-11,2.8235587923673167e-14,8.32
3.099990002823567e-05,4.3765018393996597e-13,4.80517239481417e-11,8.580742252615797e-12,4.2901648028020934e-11,4.394157568919928e-10,9.999608635967041e-06,9.998790152478429e-07,2.1450637930090835e-11,2.823558728183476e-14,8.33
3.099990002823567e-05,4.376501739731926e-13,4.805172487454073e-11,8.580742345087332e-12,4.2901647019759086e-11,4.398447732490021e-10,9.999608206951611e-06,9.998790152523948e-07,2.1450633367552023e-11,2.8235586639889942e-14,8.34
3.099990002823566e-05,4.3765016400478416e-13,4.8051725800744727e-11,8.580742437948809e-12,4.290164601130408e-11,4.402737895950429e-10,9.999607777936193e-06,9.998790152569391e-07,2.1450628812473656e-11,2.8235585997835726e-14,8.35
3.099990002823566e-05,4.3765015403469606e-13,4.8051726726748374e-11,8.580742531210864e-12,4.2901645002650624e-11,4.407028059301056e-10,9.999607348920781e-06,9.998790152614758e-07,2.1450624265254704e-11,2.8235585355669142e-14,8.36
3.099990002823566e-05,4.376501440628838e-13,4.8051727652546364e-11,8.580742624884142e-12,4.290164399379346e-11,4.411318222541805e-10,9.999606919905384e-06,9.99879015266004e-07,2.1450619726294126e-11,2.8235584713387204e-14,8.37
3.099990002823566e-05,4.376501340893028e-13,4.805172857813335e-11,8.580742718979281e-12,4.2901642984727306e-11,4.415608385672581e-10,9.999606490889997e-06,9.998790152705239e-07,2.1450615195990892e-11,2.8235584070986934e-14,8.38
3.099990002823566e-05,4.3765012411390855e-13,4.805172950350404e-11,8.580742813506918e-12,4.29016419754469e-11,4.4198985486932854e-10,9.99960606187462e-06,9.998790152750345e-07,2.1450610674743954e-11,2.8235583428465356e-14,8.39
3.099990002823566e-05,4.376501141366566e-13,4.805173042865308e-11,8.580742908477697e-12,4.290164096594698e-11,4.4241887116038234e-10,9.999605632859254e-06,9.998790152795356e-07,2.1450606162952282e-11,2.823558278581949e-14,8.4
3.099990002823566e-05,4.3765010415750227e-13,4.805173135357517e-11,8.580743003902254e-12,4.290163995622226e-11,4.4284788744040983e-10,9.9996052038439e-06,9.99879015284027e-07,2.145060166101484e-11,2.8235582143046358e-14,8.41
3.099990002823566e-05,4.376500941764012e-13,4.805173227826498e-11,8.580743099791234e-12,4.290163894626747e-11,4.432769037094014e-10,9.999604774828553e-06,9.99879015288508e-07,2.1450597169330586e-11,2.8235581500142975e-14,8.42
3.099990002823566e-05,4.3765008419330875e-13,4.8051733202717195e-11,8.580743196155271e-12,4.290163793607735e-11,4.437059199673473e-10,9.999604345813221e-06,9.998790152929785e-07,2.145059268829849e-11,2.823558085710637e-14,8.43
3.099990002823566e-05,4.376500742081805e-13,4.805173412692649e-11,8.580743293005009e-12,4.290163692564662e-11,4.4413493621423807e-10,9.999603916797898e-06,9.99879015297438e-07,2.1450588218317515e-11,2.823558021393356e-14,8.44
3.0999900028235655e-05,4.3765006422097183e-13,4.8051735050887535e-11,8.580743390351089e-12,4.290163591497001e-11,4.445639524500639e-10,9.999603487782586e-06,9.998790153018857e-07,2.1450583759786616e-11,2.823557957062157e-14,8.45
3.0999900028235655e-05,4.376500542316382e-13,4.805173597459502e-11,8.580743488204146e-12,4.2901634904042256e-11,4.449929686748154e-10,9.999603058767285e-06,9.998790153063218e-07,2.1450579313104763e-11,2.8235578927167412e-14,8.46
3.0999900028235655e-05,4.376500442401352e-13,4.805173689804362e-11,8.580743586574825e-12,4.290163389285808e-11,4.454219848884826e-10,9.999602629751995e-06,9.998790153107456e-07,2.145057487867092e-11,2.8235578283568115e-14,8.47
3.0999900028235655e-05,4.3765003424641817e-13,4.8051737821228e-11,8.580743685473762e-12,4.290163288141222e-11,4.4585100109105606e-10,9.999602200736716e-06,9.998790153151568e-07,2.1450570456884045e-11,2.8235577639820697e-14,8.48
3.0999900028235655e-05,4.3765002425044267e-13,4.8051738744142865e-11,8.580743784911601e-12,4.290163186969941e-11,4.462800172825261e-10,9.999601771721448e-06,9.998790153195548e-07,2.1450566048143105e-11,2.8235576995922182e-14,8.49
3.0999900028235655e-05,4.3765001425216414e-13,4.805173966678287e-11,8.580743884898977e-12,4.290163085771435e-11,4.4670903346288314e-10,9.99960134270619e-06,9.998790153239394e-07,2.145056165284706e-11,2.8235576351869586e-14,8.5
3.0999900028235655e-05,4.376500042515381e-13,4.80517405891427e-11,8.580743985446533e-12,4.2901629845451797e-11,4.4713804963211744e-10,9.999600913690944e-06,9.998790153283103e-07,2.1450557271394876e-11,2.8235575707659934e-14,8.51
3.0999900028235655e-05,4.376499942485199e-13,4.8051741511217027e-11,8.580744086564909e-12,4.2901628832906484e-11,4.4756706579021943e-10,9.999600484675707e-06,9.998790153326668e-07,2.1450552904185518e-11,2.823557506329024e-14,8.52
3.0999900028235655e-05,4.3764998424306525e-13,4.8051742433000554e-11,8.580744188264744e-12,4.290162782007312e-11,4.4799608193717946e-10,9.999600055660481e-06,9.998790153370087e-07,2.1450548551617945e-11,2.8235574418757538e-14,8.53
3.0999900028235655e-05,4.376499742351294e-13,4.8051743354487925e-11,8.580744290556676e-12,4.2901626806946434e-11,4.484250980729879e-10,9.999599626645266e-06,9.998790153413356e-07,2.1450544214091124e-11,2.8235573774058836e-14,8.54
3.0999900028235655e-05,4.376499642246679e-13,4.805174427567384e-11,8.580744393451351e-12,4.290162579352118e-11,4.4885411419763515e-10,9.999599197630065e-06,9.998790153456472e-07,2.1450539892004013e-11,2.8235573129191167e-14,8.55
3.099990002823565e-05,4.376499542116362e-13,4.8051745196552974e-11,8.580744496959403e-12,4.290162477979207e-11,4.492831303111115e-10,9.999598768614872e-06,9.998790153499427e-07,2.1450535585755578e-11,2.823557248415154e-14,8.56
3.099990002823565e-05,4.376499441959898e-13,4.805174611712e-11,8.580744601091474e-12,4.2901623765753826e-11,4.4971214641340727e-10,9.999598339599689e-06,9.99879015354222e-07,2.1450531295744783e-11,2.8235571838936982e-14,8.57
3.099990002823565e-05,4.3764993417768417e-13,4.8051747037369595e-11,8.580744705858202e-12,4.2901622751401195e-11,4.5014116250451296e-10,9.999597910584518e-06,9.998790153584846e-07,2.1450527022370597e-11,2.8235571193544515e-14,8.58
3.099990002823565e-05,4.3764992415667484e-13,4.805174795729645e-11,8.58074481127023e-12,4.2901621736728904e-11,4.505701785844188e-10,9.999597481569359e-06,9.998790153627304e-07,2.145052276603197e-11,2.8235570547971156e-14,8.59
3.099990002823565e-05,4.3764991413291724e-13,4.805174887689523e-11,8.580744917338198e-12,4.2901620721731667e-11,4.5099919465311527e-10,9.99959705255421e-06,9.998790153669586e-07,2.1450518527127873e-11,2.8235569902213932e-14,8.6
3.099990002823565e-05,4.3764990410636675e-13,4.8051749796160616e-11,8.580745024072744e-12,4.290161970640423e-11,4.5142821071059266e-10,9.99959662353907e-06,9.99879015371169e-07,2.1450514306057273e-11,2.823556925626986e-14,8.61
3.099990002823565e-05,4.3764989407697903e-13,4.8051750715087294e-11,8.580745131484509e-12,4.290161869074131e-11,4.518572267568414e-10,9.999596194523944e-06,9.998790153753613e-07,2.145051010321912e-11,2.8235568610135958e-14,8.62
3.099990002823565e-05,4.3764988404470936e-13,4.805175163366993e-11,8.580745239584132e-12,4.2901617674737654e-11,4.5228624279185177e-10,9.999595765508828e-06,9.998790153795347e-07,2.1450505919012393e-11,2.8235567963809256e-14,8.63
3.099990002823565e-05,4.376498740095134e-13,4.805175255190321e-11,8.580745348382253e-12,4.290161665838797e-11,4.527152588156141e-10,9.999595336493723e-06,9.998790153836891e-07,2.1450501753836045e-11,2.8235567317286764e-14,8.64
3.099990002823565e-05,4.3764986397134643e-13,4.805175346978181e-11,8.580745457889513e-12,4.290161564168699e-11,4.5314427482811887e-10,9.999594907478626e-06,9.998790153878244e-07,2.1450497608089042e-11,2.8235566670565512e-14,8.65
3.099990002823564e-05,4.376498539301641e-13,4.80517543873004e-11,8.580745568116551e-12,4.290161462462947e-11,4.535732908293564e-10,9.999594478463543e-06,9.998790153919395e-07,2.1450493482170353e-11,2.8235566023642513e-14,8.66
3.099990002823564e-05,4.376498438859218e-13,4.805175530445368e-11,8.580745679074006e-12,4.29016136072101e-11,4.5400230681931703e-10,9.99959404944847e-06,9.998790153960344e-07,2.1450489376478928e-11,2.8235565376514798e-14,8.67
3.099990002823564e-05,4.37649833838575e-13,4.8051756221236315e-11,8.58074579077252e-12,4.2901612589423645e-11,4.544313227979911e-10,9.99959362043341e-06,9.99879015400109e-07,2.1450485291413742e-11,2.823556472917938e-14,8.68
3.099990002823564e-05,4.376498237880792e-13,4.8051757137642975e-11,8.580745903222731e-12,4.290161157126481e-11,4.54860338765369e-10,9.999593191418358e-06,9.998790154041624e-07,2.145048122737375e-11,2.823556408163328e-14,8.69
3.099990002823564e-05,4.3764981373438986e-13,4.805175805366835e-11,8.580746016435281e-12,4.2901610552728335e-11,4.5528935472144115e-10,9.999592762403319e-06,9.998790154081942e-07,2.145047718475792e-11,2.8235563433873525e-14,8.7
3.099990002823564e-05,4.3764980367746244e-13,4.805175896930711e-11,8.580746130420808e-12,4.290160953380895e-11,4.557183706661979e-10,9.999592333388288e-06,9.998790154122043e-07,2.1450473163965217e-11,2.8235562785897132e-14,8.71
3.099990002823564e-05,4.3764979361725245e-13,4.8051759884553936e-11,8.580746245189953e-12,4.290160851450138e-11,4.561473865996295e-10,9.99959190437327e-06,9.998790154161921e-07,2.1450469165394602e-11,2.823556213770112e-14,8.72
3.099990002823564e-05,4.376497835537153e-13,4.805176079940351e-11,8.580746360753357e-12,4.290160749480036e-11,4.565764025217264e-10,9.999591475358263e-06,9.998790154201573e-07,2.1450465189445034e-11,2.8235561489282516e-14,8.73
3.099990002823564e-05,4.376497734868066e-13,4.8051761713850516e-11,8.580746477121658e-12,4.290160647470061e-11,4.5700541843247896e-10,9.999591046343267e-06,9.998790154240996e-07,2.1450461236515486e-11,2.8235560840638333e-14,8.74
3.099990002823564e-05,4.3764976341648166e-13,4.805176262788962e-11,8.580746594305495e-12,4.2901605454196865e-11,4.574344343318775e-10,9.999590617328282e-06,9.998790154280184e-07,2.145045730700491e-11,2.82355601917656e-14,8.75
3.099990002823564e-05,4.3764975334269604e-13,4.8051763541515495e-11,8.580746712315512e-12,4.290160443328386e-11,4.5786345021991245e-10,9.999590188313308e-06,9.998790154319133e-07,2.1450453401312274e-11,2.8235559542661332e-14,8.76
3.0999900028235634e-05,4.3764974326540516e-13,4.805176445472284e-11,8.580746831162344e-12,4.2901603411956324e-11,4.582924660965741e-10,9.999589759298345e-06,9.99879015435784e-07,2.1450449519836543e-11,2.8235558893322554e-14,8.77
3.0999900028235634e-05,4.3764973318456457e-13,4.805176536750631e-11,8.580746950856632e-12,4.290160239020897e-11,4.5872148196185287e-10,9.999589330283391e-06,9.998790154396302e-07,2.145044566297668e-11,2.8235558243746287e-14,8.78
3.0999900028235634e-05,4.3764972310012976e-13,4.805176627986061e-11,8.58074707140902e-12,4.290160136803655e-11,4.591504978157391e-10,9.999588901268449e-06,9.998790154434513e-07,2.1450441831131644e-11,2.8235557593929548e-14,8.79
3.0999900028235634e-05,4.376497130120561e-13,4.805176719178039e-11,8.580747192830143e-12,4.290160034543377e-11,4.595795136582232e-10,9.999588472253518e-06,9.998790154472471e-07,2.1450438024700403e-11,2.823555694386936e-14,8.8
3.0999900028235634e-05,4.376497029202991e-13,4.805176810326034e-11,8.580747315130647e-12,4.2901599322395376e-11,4.600085294892954e-10,9.9995880432386e-06,9.998790154510168e-07,2.1450434244081918e-11,2.8235556293562743e-14,8.81
3.0999900028235634e-05,4.376496928248143e-13,4.8051769014295146e-11,8.580747438321164e-12,4.29015982989161e-11,4.604375453089462e-10,9.999587614223691e-06,9.998790154547605e-07,2.1450430489675155e-11,2.8235555643006724e-14,8.82
3.0999900028235634e-05,4.376496827255571e-13,4.8051769924879475e-11,8.580747562412337e-12,4.290159727499066e-11,4.6086656111716585e-10,9.999587185208793e-06,9.998790154584775e-07,2.1450426761879073e-11,2.8235554992198317e-14,8.83
3.0999900028235634e-05,4.37649672622483e-13,4.8051770835008015e-11,8.58074768741481e-12,4.2901596250613785e-11,4.6129557691394486e-10,9.999586756193907e-06,9.998790154621676e-07,2.1450423061092635e-11,2.8235554341134546e-14,8.84
3.0999900028235634e-05,4.376496625155475e-13,4.8051771744675433e-11,8.580747813339218e-12,4.290159522578021e-11,4.617245926992734e-10,9.999586327179032e-06,9.998790154658302e-07,2.1450419387714808e-11,2.823555368981243e-14,8.85
3.0999900028235634e-05,4.37649652404706e-13,4.805177265387642e-11,8.580747940196203e-12,4.2901594200484674e-11,4.62153608473142e-10,9.999585898164168e-06,9.99879015469465e-07,2.1450415742144553e-11,2.823555303822899e-14,8.86
3.099990002823563e-05,4.3764964228991404e-13,4.8051773562605634e-11,8.580748067996405e-12,4.2901593174721894e-11,4.6258262423554096e-10,9.999585469149314e-06,9.998790154730715e-07,2.1450412124780835e-11,2.823555238638125e-14,8.87
3.099990002823563e-05,4.376496321711271e-13,4.805177447085778e-11,8.580748196750463e-12,4.2901592148486594e-11,4.6301163998646066e-10,9.999585040134471e-06,9.998790154766495e-07,2.145040853602261e-11,2.823555173426623e-14,8.88
3.099990002823563e-05,4.376496220483006e-13,4.8051775378627516e-11,8.580748326469019e-12,4.290159112177351e-11,4.6344065572589144e-10,9.99958461111964e-06,9.998790154801986e-07,2.1450404976268853e-11,2.823555108188095e-14,8.89
3.099990002823563e-05,4.3764961192139003e-13,4.805177628590952e-11,8.580748457162709e-12,4.2901590094577384e-11,4.6386967145382364e-10,9.999584182104819e-06,9.998790154837182e-07,2.1450401445918518e-11,2.8235550429222432e-14,8.9
3.099990002823563e-05,4.3764960179035093e-13,4.8051777192698486e-11,8.580748588842174e-12,4.290158906689293e-11,4.642986871702477e-10,9.999583753090009e-06,9.99879015487208e-07,2.1450397945370573e-11,2.8235549776287694e-14,8.91
3.099990002823563e-05,4.3764959165513867e-13,4.805177809898908e-11,8.580748721518057e-12,4.290158803871487e-11,4.647277028751538e-10,9.999583324075209e-06,9.998790154906675e-07,2.145039447502398e-11,2.8235549123073763e-14,8.92
3.099990002823563e-05,4.376495815157088e-13,4.805177900477599e-11,8.580748855200997e-12,4.2901587010037953e-11,4.651567185685325e-10,9.999582895060423e-06,9.998790154940965e-07,2.14503910352777e-11,2.8235548469577653e-14,8.93
3.099990002823563e-05,4.3764957137201675e-13,4.8051779910053884e-11,8.580748989901631e-12,4.29015859808569e-11,4.655857342503741e-10,9.999582466045645e-06,9.998790154974946e-07,2.14503876265307e-11,2.823554781579639e-14,8.94
3.099990002823563e-05,4.3764956122401807e-13,4.8051780814817434e-11,8.580749125630602e-12,4.290158495116645e-11,4.66014749920669e-10,9.999582037030878e-06,9.99879015500861e-07,2.145038424918194e-11,2.8235547161726995e-14,8.95
3.099990002823563e-05,4.376495510716681e-13,4.805178171906134e-11,8.58074926239855e-12,4.290158392096131e-11,4.664437655794076e-10,9.999581608016126e-06,9.998790155041957e-07,2.145038090363038e-11,2.8235546507366486e-14,8.96
3.099990002823563e-05,4.3764954091492246e-13,4.8051782622780257e-11,8.580749400216111e-12,4.2901582890236226e-11,4.668727812265801e-10,9.999581179001382e-06,9.998790155074983e-07,2.1450377590274992e-11,2.8235545852711883e-14,8.97
3.099990002823562e-05,4.376495307537365e-13,4.805178352596888e-11,8.580749539093928e-12,4.2901581858985924e-11,4.673017968621768e-10,9.99958074998665e-06,9.998790155107682e-07,2.1450374309514733e-11,2.823554519776021e-14,8.98
3.099990002823562e-05,4.376495205880658e-13,4.805178442862188e-11,8.580749679042642e-12,4.2901580827205133e-11,4.677308124861884e-10,9.999580320971928e-06,9.998790155140052e-07,2.1450371061748572e-11,2.8235544542508488e-14,8.99
3.099990002823562e-05,4.3764951041786576e-13,4.805178533073393e-11,8.58074982007289e-12,4.290157979488858e-11,4.681598280986049e-10,9.999579891957217e-06,9.998790155172086e-07,2.1450367847375464e-11,2.823554388695374e-14,9.0
3.099990002823562e-05,4.3764950024309186e-13,4.8051786232299725e-11,8.580749962195315e-12,4.2901578762031e-11,4.68588843699417e-10,9.99957946294252e-06,9.998790155203785e-07,2.1450364666794377e-11,2.823554323109298e-14,9.01
3.099990002823562e-05,4.376494900636996e-13,4.805178713331393e-11,8.580750105420556e-12,4.290157772862713e-11,4.690178592886147e-10,9.99957903392783e-06,9.99879015523514e-07,2.1450361520404274e-11,2.8235542574923234e-14,9.02
3.099990002823562e-05,4.3764947987964446e-13,4.805178803377123e-11,8.58075024975925e-12,4.2901576694671675e-11,4.694468748661888e-10,9.999578604913153e-06,9.99879015526615e-07,2.1450358408604117e-11,2.8235541918441523e-14,9.03
3.099990002823562e-05,4.376494696908819e-13,4.8051788933666283e-11,8.58075039522204e-12,4.290157566015938e-11,4.698758904321292e-10,9.999578175898487e-06,9.99879015529681e-07,2.145035533179287e-11,2.823554126164487e-14,9.04
