Time,s121,s122,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s139,s150,s152,s153,s154,s159,s160,s161,s164,s167,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,kf13,kr13,kf14,kr14,kf15,kr15,k16,k17,k18,k20,k19,k21,k22,kf23,kr23,k27,kf28,kr28,k26,default,c2,re44,re45,re46,re47,re48,re49,re52,re53,re56,re57,re58,re59,re60,re61,re63,re64,re65,re66,re67,re68,re69,re70,re71,re72
8.69,0.0,0.0,0.0,8.152284684194535e-13,0.0,8.152284684194535e-13,8.861498007007103e-13,0.0,9.131321871129661e-10,0.0,2.0354141534988637e-07,2.147908621291803e-05,0.0,0.05998953637708965,4.097300960266165e-20,0.0,2.9672690657682875e-08,0.0,0.0,8.2992875641403e-20,8.846802890676333e-13,1.0321467515453868e-05,5.624135212251427e-07,7.669225770942548e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.812067606125713e-13,3.2609138736778143e-16,8.846802890676333e-17,4.0761423420972674e-13,2.812067606125713e-13,5.369771553229507e-08,1.199790727541793e-06,2.684885776614754e-09,2.5442676918735795e-11,4.097300960266165e-21,1.221035514037632e-08,2.9672690657682875e-09,1.1414152338912077e-13,4.0761423420972674e-13,3.053121230428664e-10,2.5e-06,1.680140591192e-16,3.601381563379454e-20,2.580366878863467e-08,8.299287564140301e-22,7.936428338467789e-20,3.2609138736778143e-16,2.658449402102131e-16,8.80845676182162e-16
8.7,0.0,0.0,0.0,8.180404962593372e-13,0.0,8.180404962593372e-13,8.902303071403599e-13,0.0,9.161874688924628e-10,0.0,2.039828705197952e-07,2.1503522066182962e-05,0.0,0.05998952425694791,4.129368344078744e-20,0.0,2.97652069653984e-08,0.0,0.0,8.375272353631605e-20,8.887520585662755e-13,1.0333236957079088e-05,5.637044402230841e-07,7.713368172821745e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.8185222011154204e-13,3.272161985037349e-16,8.887520585662755e-17,4.090202481296686e-13,2.8185222011154204e-13,5.3758805165457403e-08,1.1997904851389583e-06,2.68794025827287e-09,2.54978588149744e-11,4.129368344078744e-21,1.223683535904912e-08,2.97652069653984e-09,1.1452343361155785e-13,4.090202481296686e-13,3.0597430579785197e-10,2.5e-06,1.6897981535753165e-16,3.62580392173452e-20,2.583309239269772e-08,8.375272353631605e-22,8.000430194094864e-20,3.272161985037349e-16,2.6706909214210794e-16,8.848953744798645e-16
8.71,0.0,0.0,0.0,8.208589711137064e-13,0.0,8.208589711137064e-13,8.943248775950297e-13,0.0,9.192493717274948e-10,0.0,2.0442475709152103e-07,2.152795727801517e-05,0.0,0.05998951213654368,4.1616494700877106e-20,0.0,2.9857895582658504e-08,0.0,0.0,8.45187133572125e-20,8.928378499991088e-13,1.0345006194661561e-05,5.649968303875165e-07,7.757713395554037e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.8249841519375825e-13,3.2834358844548255e-16,8.928378499991089e-17,4.104294855568532e-13,2.8249841519375825e-13,5.381989319503793e-08,1.1997902427308737e-06,2.6909946597518964e-09,2.555309463644013e-11,4.161649470087711e-21,1.2263341446551794e-08,2.9857895582658506e-09,1.1490617146593685e-13,4.104294855568532e-13,3.0663713565556374e-10,2.5e-06,1.6995000083887127e-16,3.6503632121636746e-20,2.58625154866539e-08,8.45187133572125e-22,8.064873602358769e-20,3.2834358844548255e-16,2.682974632785089e-16,8.88958993301332e-16
8.72,0.0,0.0,0.0,8.236839003125157e-13,0.0,8.236839003125157e-13,8.984335442757651e-13,0.0,9.223179020807409e-10,0.0,2.0486707495563552e-07,2.1552391848431476e-05,0.0,0.05998950001587669,4.194145492745358e-20,0.0,2.995075659584562e-08,0.0,0.0,8.529088598750979e-20,8.969376954217077e-13,1.0356775228378636e-05,5.662906916929493e-07,7.802262135938091e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.831453458464746e-13,3.2947356012500626e-16,8.969376954217078e-17,4.1184195015625783e-13,2.831453458464746e-13,5.388097962107869e-08,1.1997900003175339e-06,2.6940489810539346e-09,2.560838436945444e-11,4.194145492745358e-21,1.2289873396303708e-08,2.9950756595845623e-09,1.1528973776009262e-13,4.1184195015625783e-13,3.0730061245185923e-10,2.5e-06,1.7092463073830318e-16,3.6750600415698797e-20,2.589193807094659e-08,8.529088598750979e-22,8.129761095983363e-20,3.2947356012500626e-16,2.6953006328272954e-16,8.930365643537386e-16
8.73,0.0,0.0,0.0,8.265152911855635e-13,0.0,8.265152911855635e-13,9.025563394301578e-13,0.0,9.253930664133137e-10,0.0,2.0530982400285604e-07,2.1576825777448735e-05,0.0,0.05998948789494668,4.2268575710293086e-20,0.0,3.004379009119872e-08,0.0,0.0,8.606928250577106e-20,9.01051626925794e-13,1.0368544058407736e-05,5.675860241139148e-07,7.847015092360654e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.837930120569574e-13,3.306061164742254e-16,9.01051626925794e-17,4.1325764559278175e-13,2.837930120569574e-13,5.394206444362184e-08,1.1997897578989338e-06,2.697103222181092e-09,2.5663728000357005e-11,4.226857571029309e-21,1.2316431201732966e-08,3.0043790091198722e-09,1.156741333016642e-13,4.1325764559278175e-13,3.079647360228144e-10,2.5e-06,1.719037202653132e-16,3.6998950188324374e-20,2.592136014601934e-08,8.606928250577107e-22,8.195095219280156e-20,3.306061164742254e-16,2.707669018290473e-16,8.971281193796137e-16
8.74,0.0,0.0,0.0,8.293531510624898e-13,0.0,8.293531510624898e-13,9.066932953423419e-13,0.0,9.284748711847606e-10,0.0,2.0575300412404513e-07,2.1601259065083773e-05,0.0,0.0599894757737534,4.259786868452059e-20,0.0,3.0136996154813614e-08,0.0,0.0,8.685394418618896e-20,9.051796766392333e-13,1.0380312684926363e-05,5.688828276249678e-07,7.891972964798303e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.844414138124839e-13,3.317412604249959e-16,9.051796766392333e-17,4.146765755312449e-13,2.844414138124839e-13,5.4003147662709434e-08,1.199789515475068e-06,2.7001573831354718e-09,2.571912551550564e-11,4.2597868684520594e-21,1.2343014856276389e-08,3.0136996154813617e-09,1.1605935889809508e-13,4.146765755312449e-13,3.0862950620472323e-10,2.5e-06,1.7288728466382627e-16,3.72486875481108e-20,2.595078171231591e-08,8.685394418618896e-22,8.260878528187836e-20,3.317412604249959e-16,2.7200798860270253e-16,9.012336901568342e-16
8.75,0.0,0.0,0.0,8.32197487272777e-13,0.0,8.32197487272777e-13,9.108444443329936e-13,0.0,9.31563322853069e-10,0.0,2.0619661521021035e-07,2.162569171135343e-05,0.0,0.05998946365229658,4.2929345530705326e-20,0.0,3.023037487264333e-08,0.0,0.0,8.764491249906964e-20,9.093218767260333e-13,1.0392081108112092e-05,5.701811022006859e-07,7.937136454819254e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.8509055110034294e-13,3.328789949091108e-16,9.093218767260334e-17,4.160987436363885e-13,2.8509055110034294e-13,5.406422927838357e-08,1.1997892730459317e-06,2.7032114639191785e-09,2.5774576901276295e-11,4.292934553070533e-21,1.2369624353379497e-08,3.0230374872643335e-09,1.164454153566336e-13,4.160987436363885e-13,3.0929492283409683e-10,2.5e-06,1.7387533921224461e-16,3.749981862350085e-20,2.598020277028023e-08,8.764491249906963e-22,8.327113590312e-20,3.328789949091108e-16,2.7325333329989805e-16,9.053533084986238e-16
8.76,0.0,0.0,0.0,8.350483071457497e-13,0.0,8.350483071457497e-13,9.15009818759331e-13,0.0,9.346584278746686e-10,0.0,2.0664065715250368e-07,2.1650123716274537e-05,0.0,0.059989451530575964,4.3263017974956414e-20,0.0,3.032392633049847e-08,0.0,0.0,8.844222911131681e-20,9.134782593863434e-13,1.040384932814258e-05,5.714808478156692e-07,7.982506265585163e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.8574042390783457e-13,3.3401932285829986e-16,9.134782593863435e-17,4.1752415357287483e-13,2.8574042390783457e-13,5.412530929068635e-08,1.1997890306115194e-06,2.706265464534317e-09,2.583008214406296e-11,4.326301797495642e-21,1.2396259686496486e-08,3.0323926330498472e-09,1.1683230348433357e-13,4.1752415357287483e-13,3.099609857476633e-10,2.5e-06,1.748678992234861e-16,3.775234956282385e-20,2.600962332035645e-08,8.84422291113168e-22,8.39380298496492e-20,3.3401932285829986e-16,2.745029456277993e-16,9.09487006253551e-16
8.77,0.0,0.0,0.0,8.379056180105752e-13,0.0,8.379056180105752e-13,9.19189451015112e-13,0.0,9.377601927044346e-10,0.0,2.0708512984222135e-07,2.1674555079863932e-05,0.0,0.0599894394085913,4.359889778901836e-20,0.0,3.04176506140475e-08,0.0,0.0,8.92459358869159e-20,9.176488568564514e-13,1.0415617345195552e-05,5.727820644445404e-07,8.028083101852904e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.863910322222702e-13,3.3516224720423006e-16,9.176488568564514e-17,4.189528090052876e-13,2.863910322222702e-13,5.418638769965983e-08,1.199788788171826e-06,2.7093193849829915e-09,2.5885641230277668e-11,4.3598897789018364e-21,1.2422920849090199e-08,3.04176506140475e-09,1.1722002408805432e-13,4.189528090052876e-13,3.1062769478236703e-10,2.5e-06,1.7586498004502182e-16,3.800628653433685e-20,2.6039043362988882e-08,8.92459358869159e-22,8.460949303205408e-20,3.3516224720423006e-16,2.757568353045336e-16,9.13634815305525e-16
8.78,0.0,0.0,0.0,8.407694271962633e-13,0.0,8.407694271962633e-13,9.233833735306338e-13,0.0,9.40868623795692e-10,0.0,2.0753003317080337e-07,2.1698985802138452e-05,0.0,0.05998942728634234,4.3936996790366704e-20,0.0,3.0511547808817177e-08,0.0,0.0,9.005607488741787e-20,9.218337014087841e-13,1.0427385159448814e-05,5.74084752061945e-07,8.073867669976378e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.870423760309725e-13,3.3630777087850533e-16,9.218337014087841e-17,4.2038471359813166e-13,2.870423760309725e-13,5.424746450534613e-08,1.1997885457268468e-06,2.7123732252673067e-09,2.5941254146350423e-11,4.393699679036671e-21,1.2449607834632121e-08,3.051154780881718e-09,1.176085779744615e-13,4.2038471359813166e-13,3.11295049775368e-10,2.5e-06,1.7686659705891493e-16,3.8261635726265885e-20,2.6068462898622035e-08,9.005607488741787e-22,8.528555147878789e-20,3.3630777087850533e-16,2.770150120591901e-16,9.17796767573796e-16
8.79,0.0,0.0,0.0,8.436397420316671e-13,0.0,8.436397420316671e-13,9.275916187727313e-13,0.0,9.439837276002177e-10,0.0,2.079753670298333e-07,2.172341588311493e-05,0.0,0.05998941516382879,4.4277326842303486e-20,0.0,3.0605618000192846e-08,0.0,0.0,9.087268837242346e-20,9.260328253519038e-13,1.0439152771080243e-05,5.753889106425512e-07,8.119860677908292e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.876944553212756e-13,3.3745589681266684e-16,9.260328253519039e-17,4.2181987101583353e-13,2.876944553212756e-13,5.4308539707787324e-08,1.199788303276576e-06,2.715426985389366e-09,2.5996920878729164e-11,4.4277326842303486e-21,1.247632063660234e-08,3.0605618000192847e-09,1.1799796595002722e-13,4.2181987101583353e-13,3.119630505640416e-10,2.5e-06,1.778727656818581e-16,3.8518403346847143e-20,2.6097881927700608e-08,9.087268837242347e-22,8.596623133656928e-20,3.3745589681266684e-16,2.7827748563181937e-16,9.219728950129497e-16
8.8,0.0,0.0,0.0,8.465165698454821e-13,0.0,8.465165698454821e-13,9.318142192447793e-13,0.0,9.471055105682449e-10,0.0,2.0842113131103792e-07,2.1747845322810204e-05,0.0,0.05998940304105043,4.461989985405295e-20,0.0,3.069986127341883e-08,0.0,0.0,9.169581880006723e-20,9.302462610305093e-13,1.0450920180267796e-05,5.7669454016105e-07,8.166062835201967e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.88347270080525e-13,3.3860662793819287e-16,9.302462610305093e-17,4.2325828492274106e-13,2.88347270080525e-13,5.436961330702551e-08,1.1997880608210087e-06,2.7184806653512758e-09,2.605264141387974e-11,4.4619899854052955e-21,1.250305924848955e-08,3.0699861273418832e-09,1.1838818882103061e-13,4.2325828492274106e-13,3.1263169698597787e-10,2.5e-06,1.788835013652124e-16,3.877659562436837e-20,2.612730045066949e-08,9.169581880006723e-22,8.66515588707839e-20,3.3860662793819287e-16,2.7954426577343377e-16,9.261632296129084e-16
8.81,0.0,0.0,0.0,8.493999179662457e-13,0.0,8.493999179662457e-13,9.360512074866838e-13,0.0,9.502339791484642e-10,0.0,2.0886732590628648e-07,2.1772274121241095e-05,0.0,0.05998939091800698,4.49647277808568e-20,0.0,3.07942777135987e-08,0.0,0.0,9.252550882750119e-20,9.344740408254289e-13,1.0462687387189497e-05,5.780016405921543e-07,8.212474853013108e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.8900082029607715e-13,3.397599671864983e-16,9.344740408254289e-17,4.2469995898312286e-13,2.8900082029607715e-13,5.4430685303102735e-08,1.1997878183601398e-06,2.721534265155137e-09,2.610841573828581e-11,4.4964727780856806e-21,1.2529823663790986e-08,3.0794277713598702e-09,1.1877924739355803e-13,4.2469995898312286e-13,3.1330098887898075e-10,2.5e-06,1.79898819595044e-16,3.9036218807209865e-20,2.6156718467973742e-08,9.25255088275012e-22,8.734156046588632e-20,3.397599671864983e-16,2.808153622460051e-16,9.303678033989224e-16
8.82,0.0,0.0,0.0,8.522897937223397e-13,0.0,8.522897937223397e-13,9.403026160748909e-13,0.0,9.533691397880303e-10,0.0,2.093139507075909e-07,2.1796702278424446e-05,0.0,0.05998937879469819,4.5311822624070176e-20,0.0,3.08888674056957e-08,0.0,0.0,9.336180131137946e-20,9.387161971536264e-13,1.047445439202345e-05,5.793102119106011e-07,8.259097444101631e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.896551059553005e-13,3.409159174889359e-16,9.387161971536264e-17,4.2614489686116986e-13,2.896551059553005e-13,5.449175569606112e-08,1.199787575893964e-06,2.7245877848030557e-09,2.6164243838448864e-11,4.531182262407018e-21,1.2556613876012458e-08,3.08888674056957e-09,1.191711424735038e-13,4.2614489686116986e-13,3.139709260810682e-10,2.5e-06,1.8091873589216406e-16,3.929727916388627e-20,2.6186135980058625e-08,9.336180131137946e-22,8.803626262580387e-20,3.409159174889359e-16,2.820907848224672e-16,9.345866484315756e-16
8.83,0.0,0.0,0.0,8.551862044419887e-13,0.0,8.551862044419887e-13,9.445684776223778e-13,0.0,9.56510998932563e-10,0.0,2.0976100560710524e-07,2.1821129794377086e-05,0.0,0.0599893666711238,4.566119643125689e-20,0.0,3.0983630434533106e-08,0.0,0.0,9.420473930834195e-20,9.429727624681945e-13,1.0486221194947832e-05,5.806202540911489e-07,8.30593132283343e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.903101270455744e-13,3.420744817767955e-16,9.429727624681946e-17,4.2759310222099435e-13,2.903101270455744e-13,5.455282448594272e-08,1.1997873334224761e-06,2.727641224297136e-09,2.6220125700888155e-11,4.56611964312569e-21,1.2583429878668291e-08,3.0983630434533107e-09,1.195638748665704e-13,4.2759310222099435e-13,3.1464150843047123e-10,2.5e-06,1.8194326581216576e-16,3.95597829830877e-20,2.621555298736958e-08,9.420473930834195e-22,8.873569197434007e-20,3.420744817767955e-16,2.8337054328671334e-16,9.388197968067778e-16
8.84,0.0,0.0,0.0,8.580891574532603e-13,0.0,8.580891574532603e-13,9.488488247786572e-13,0.0,9.59659563026151e-10,0.0,2.102084904971251e-07,2.1845556669115848e-05,0.0,0.05998935454728356,4.601286129628518e-20,0.0,3.107856688479449e-08,0.0,0.0,9.50543660754984e-20,9.472437692583534e-13,1.0497987796140893e-05,5.819317671085799e-07,8.352977205182186e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.9096588355428993e-13,3.4323566298130413e-16,9.472437692583535e-17,4.2904457872663013e-13,2.9096588355428993e-13,5.461389167278962e-08,1.1997870909456713e-06,2.730694583639481e-09,2.6276061312140636e-11,4.601286129628518e-21,1.2610271665281325e-08,3.107856688479449e-09,1.1995744537826888e-13,4.2904457872663013e-13,3.1531273576563326e-10,2.5e-06,1.8297242494546237e-16,3.9823736573721113e-20,2.6244969490352235e-08,9.505436607549839e-22,8.943987525558015e-20,3.4323566298130413e-16,2.8465464743359714e-16,9.430672806557624e-16
8.85,0.0,0.0,0.0,8.609986600840652e-13,0.0,8.609986600840652e-13,9.53143690229772e-13,0.0,9.628148385113549e-10,0.0,2.1065640527008754e-07,2.1869982902657567e-05,0.0,0.059989342423177196,4.636682935942313e-20,0.0,3.117367684102417e-08,0.0,0.0,9.591072507091245e-20,9.51529250049452e-13,1.050975419578096e-05,5.832447509376985e-07,8.400235808731148e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.916223754688492e-13,3.443994640336261e-16,9.51529250049452e-17,4.304993300420326e-13,2.916223754688492e-13,5.4674957256643917e-08,1.199786848463544e-06,2.733747862832196e-09,2.6332050658760942e-11,4.636682935942313e-21,1.263713922938287e-08,3.117367684102417e-09,1.2035185481391936e-13,4.304993300420326e-13,3.159846079252099e-10,2.5e-06,1.840062289173259e-16,4.0089146264951966e-20,2.62743854894524e-08,9.591072507091246e-22,9.014883933429656e-20,3.443994640336261e-16,2.8594310706893154e-16,9.473291321450865e-16
8.86,0.0,0.0,0.0,8.639147196621582e-13,0.0,8.639147196621582e-13,9.574531066982975e-13,0.0,9.65976831829211e-10,0.0,2.111047498185706e-07,2.1894408495019065e-05,0.0,0.05998933029880446,4.672311280743433e-20,0.0,3.126896038762745e-08,0.0,0.0,9.677385995408579e-20,9.558292374029635e-13,1.0521520394046428e-05,5.84559205553332e-07,8.447707852674935e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.92279602776666e-13,3.4556588786486327e-16,9.558292374029635e-17,4.319573598310791e-13,2.92279602776666e-13,5.473602123754766e-08,1.1997866059760894e-06,2.7368010618773832e-09,2.6388093727321327e-11,4.672311280743434e-21,1.2664032564512713e-08,3.126896038762745e-09,1.2074710397865139e-13,4.319573598310791e-13,3.166571247480682e-10,2.5e-06,1.850446933879247e-16,4.0356018406245554e-20,2.630380098511607e-08,9.677385995408578e-22,9.086261119635598e-20,3.4556588786486327e-16,2.872359320094892e-16,9.516053834766261e-16
8.87,0.0,0.0,0.0,8.668373435151366e-13,0.0,8.668373435151366e-13,9.617771069433392e-13,0.0,9.691455494192348e-10,0.0,2.115535240352931e-07,2.191883344621718e-05,0.0,0.05998931817416509,4.7081723873673407e-20,0.0,3.136441760887109e-08,0.0,0.0,9.764381458644198e-20,9.601437639164855e-13,1.0533286391115772e-05,5.858751309303308e-07,8.495394057821325e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.929375654651654e-13,3.4673493740605467e-16,9.601437639164856e-17,4.334186717575683e-13,2.929375654651654e-13,5.479708361554295e-08,1.1997863634833019e-06,2.7398541807771476e-09,2.644419050441164e-11,4.708172387367341e-21,1.2690951664219079e-08,3.1364417608871094e-09,1.2114319367740435e-13,4.334186717575683e-13,3.173302860732864e-10,2.5e-06,1.860878340523619e-16,4.0624359367408604e-20,2.633321597778943e-08,9.764381458644197e-22,9.158121794912713e-20,3.4673493740605467e-16,2.885331320830017e-16,9.558960668875749e-16
8.88,0.0,0.0,0.0,8.697665389704428e-13,0.0,8.697665389704428e-13,9.661157237605315e-13,0.0,9.723209977194235e-10,0.0,2.1200272781311405e-07,2.194325775626875e-05,0.0,0.05998930604925884,4.7442674838181616e-20,0.0,3.1460048588883563e-08,0.0,0.0,9.85206330318109e-20,9.644728622237387e-13,1.0545052187167534e-05,5.871925270435678e-07,8.543295146593065e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.935962635217839e-13,3.4790661558817714e-16,9.644728622237387e-17,4.348832694852214e-13,2.935962635217839e-13,5.485814439067187e-08,1.1997861209851768e-06,2.742907219533594e-09,2.6500340976639258e-11,4.744267483818162e-21,1.2717896522058618e-08,3.1460048588883563e-09,1.2154012471492794e-13,4.348832694852214e-13,3.18004091740153e-10,2.5e-06,1.8713566664071347e-16,4.0894175538630873e-20,2.6362630467918834e-08,9.85206330318109e-22,9.230468682188934e-20,3.4790661558817714e-16,2.898347171281594e-16,9.602012146504422e-16
8.89,0.0,0.0,0.0,8.727023133553606e-13,0.0,8.727023133553606e-13,9.704689899820364e-13,0.0,9.755031831662593e-10,0.0,2.1245236104503242e-07,2.1967681425190588e-05,0.0,0.05998929392408544,4.7805978027782204e-20,0.0,3.15558534116554e-08,0.0,0.0,9.94043595569119e-20,9.68816564994562e-13,1.0556817782380332e-05,5.885113938679388e-07,8.591411843029617e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.942556969339694e-13,3.490809253421443e-16,9.68816564994562e-17,4.363511566776803e-13,2.942556969339694e-13,5.491920356297647e-08,1.1997858784817089e-06,2.7459601781488234e-09,2.6556545130629053e-11,4.780597802778221e-21,1.2744867131596369e-08,3.1555853411655403e-09,1.219378978957824e-13,4.363511566776803e-13,3.1867854158816645e-10,2.5e-06,1.8818820691806568e-16,4.1165473330526565e-20,2.639204445595083e-08,9.94043595569119e-22,9.303304516624172e-20,3.490809253421443e-16,2.911406969946109e-16,9.645208590730472e-16
8.9,0.0,0.0,0.0,8.756446739970196e-13,0.0,8.756446739970196e-13,9.748369384765434e-13,0.0,9.78692112194714e-10,0.0,2.1290242362418685e-07,2.1992104452999536e-05,0.0,0.059989281798644635,4.81716458161763e-20,0.0,3.1651832161039615e-08,0.0,0.0,1.0029503863183899e-19,9.731749049349165e-13,1.0568583176932854e-05,5.898317313783624e-07,8.639744872789015e-15,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,2.9491586568918117e-13,3.5025786959880786e-16,9.731749049349165e-17,4.378223369985098e-13,2.9491586568918117e-13,5.498026113249884e-08,1.1997856359728927e-06,2.749013056624942e-09,2.6612802953023355e-11,4.81716458161763e-21,1.2771863486405761e-08,3.165183216103962e-09,1.2233651402433925e-13,4.378223369985098e-13,3.193536354570348e-10,2.5e-06,1.8924547068455433e-16,4.1438259174176274e-20,2.6421457942332137e-08,1.0029503863183899e-21,9.376632045651432e-20,3.5025786959880786e-16,2.92451081542963e-16,9.68855032498522e-16
