Time,C,P,Q,Qp,Pstar,P0,Q0,lambda_P,k_PQ,k_Qp_P,delta_QP,gamma,KDE,K,plama,tissue
5.99,0.237497140188022,6.104907296827139,23.64583194647185,16.77578049480979,46.52651973810878,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.0,0.23692783070156903,6.1066639140101335,23.636049853285844,16.783612081470675,46.52632584876665,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.01,0.2363598859200731,6.10842722021648,23.626295323872906,16.791415181907208,46.52613772599659,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.0200000000000005,0.23579330257179898,6.1101972044393476,23.61656827104199,16.799189886669513,46.52595536215085,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.03,0.23522807739280707,6.111973855714,23.606868607917445,16.806936285981926,46.52577874961337,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.04,0.23466420712693203,6.113757163117563,23.597196247937195,16.814654469744884,46.52560788079964,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.05,0.23410168852576185,6.115547115768776,23.58755110485096,16.82234452753674,46.52544274815648,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.0600000000000005,0.23354051834861647,6.117343702827763,23.577933092718432,16.830006548615646,46.52528334416184,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.07,0.23298069336252697,6.119146913495786,23.568342125907492,16.83764062192138,46.525129661324655,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.08,0.2324222103422141,6.120956737015011,23.5587781190924,16.845246836077227,46.52498169218464,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.09,0.23186506607006718,6.122773162668269,23.549240987251984,16.8528252793918,46.52483942931205,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.1000000000000005,0.23130925733612304,6.124596179778813,23.539730645667852,16.860376039860924,46.52470286530759,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.11,0.23075478093804497,6.126425777710083,23.530247009922583,16.867899205169454,46.52457199280212,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.12,0.23020163368110122,6.128261945865469,23.52078999589792,16.875394862693156,46.524446804456545,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.13,0.22964981237814414,6.130104673688067,23.511359519772977,16.882863099500554,46.5243272929616,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.140000000000001,0.22909931384958893,6.131953950660444,23.50195549802243,16.89030400235477,46.52421345103764,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.15,0.22855013492339257,6.133809766304398,23.492577847414722,16.897717657715386,46.52410527143451,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.16,0.22800227243503252,6.135672110180719,23.483226485010245,16.905104151740296,46.52400274693126,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.17,0.2274557232274856,6.137540971888953,23.47390132815956,16.912463570287553,46.523905870336066,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.18,0.22691048415120696,6.139416341067157,23.464602294501578,16.919795998917234,46.52381463448597,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.19,0.22636655206410872,6.141298207391668,23.455329301961758,16.92710152289327,46.52372903224669,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.2,0.22582392383153915,6.143186560576858,23.44608226875032,16.93438022718533,46.52364905651251,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.21,0.22528259632626113,6.145081390374899,23.436861113360422,16.94163219647064,46.523574700205955,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.22,0.2247425664284312,6.14698268657552,23.427665754566377,16.94885751513586,46.52350595627776,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.23,0.2242038310255784,6.148890439005777,23.418496111421828,16.956056267278925,46.52344281770653,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.24,0.22366638717757378,6.150804640887345,23.40935212984991,16.963228509174844,46.5233852799121,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.25,0.2231302316742894,6.152725279835126,23.40023371135169,16.97037434309836,46.52333333428517,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.26,0.22259536140272596,6.154652345328449,23.391140772178627,16.977493856050614,46.52328697355769,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.2700000000000005,0.2220617732818279,6.156585827384752,23.38207323282816,16.98458713063653,46.52324619084944,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.28,0.22152946423788872,6.1585257160592715,23.373031014081292,16.99165424916783,46.523210979308395,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.29,0.22099843120453092,6.160472001444839,23.364014037001066,16.998695293664667,46.523181332110575,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.3,0.2204686711226866,6.162424673671665,23.355022222930945,17.00571034585726,46.523157242459874,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.3100000000000005,0.21994018094057738,6.164383722907127,23.346055493493235,17.012699487187493,46.52313870358786,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.32,0.219412957613695,6.166349139355564,23.337113770587532,17.019662798810543,46.52312570875364,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.33,0.2188869981047811,6.168320913258063,23.328196976389112,17.02660036159652,46.523118251243694,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.34,0.21836229938380772,6.170299034892247,23.319305033347362,17.033512256132067,46.52311632437167,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.3500000000000005,0.21783885842795744,6.172283494572068,23.31043786418421,17.040398562722,46.523119921478276,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.36,0.21731667222160375,6.174274282647591,23.301595391892526,17.047259361390918,46.523129035931035,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.37,0.216795737756291,6.176271389504789,23.292777539734555,17.054094731884827,46.523143661124166,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.38,0.21627605203071484,6.178274805565327,23.28398423124033,17.060904753672773,46.52316379047843,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.390000000000001,0.21575761205070232,6.180284521286357,23.275215390206096,17.067689505948454,46.5231894174409,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.4,0.2152404148291923,6.182300527160301,23.26647094069273,17.074449067631843,46.523220535484874,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.41,0.21472445738621546,6.184322813714645,23.25775080702416,17.081183517370814,46.523257138109614,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.42,0.21420973674887464,6.186351371511727,23.249054913785773,17.08789293354276,46.523299218840265,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.43,0.213696249951325,6.188386191148526,23.240383185822864,17.094577394256234,46.52334677122762,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.44,0.21318399403475427,6.19042726325645,23.231735548239023,17.101236977352535,46.52339978884801,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.45,0.21267296604736316,6.192474578501128,23.223111926394576,17.107871760407367,46.52345826530307,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.46,0.2121631630443452,6.194528127582196,23.214512245904995,17.114481820732436,46.52352219421962,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.47,0.21165458208786728,6.196587901233091,23.205936432639323,17.121067235377087,46.523591569249504,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.48,0.2111472202470497,6.198653890220836,23.197384412718588,17.127628081129927,46.52366638406935,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.49,0.21064107459794665,6.200726085345829,23.188856112514237,17.13416443452043,46.523746632380494,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.5,0.21013614222352603,6.202804477441637,23.18035145864653,17.140676371820582,46.52383230790875,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.51,0.20963242021365003,6.20488905737478,23.17187037798299,17.147163969046492,46.52392340440426,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.5200000000000005,0.2091299058182653,6.206979819174096,23.163412821173132,17.153627277850262,46.52401991819749,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.53,0.20862859621270052,6.209076755236741,23.154978726594635,17.160066362452227,46.5241218442836,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.54,0.2081284883278493,6.211179852859591,23.14656799426729,17.166481326362508,46.52422917348939,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.55,0.20762957928326448,6.213289103086106,23.138180552386956,17.172872244226134,46.524341899699195,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.5600000000000005,0.20713186620533097,6.215404496992397,23.129816329394483,17.179239190434583,46.524460016821465,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.57,0.2066353462272455,6.217526025687005,23.121475253974054,17.185582239127488,46.524583518788546,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.58,0.20614001648899596,6.219653680310679,23.113157255051505,17.191901464194373,46.524712399556556,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.59,0.20564587413734126,6.2217874520361525,23.104862261792647,17.19819693927635,46.52484665310515,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.6000000000000005,0.20515291632579077,6.22392733206792,23.096590203601604,17.20446873776786,46.524986273437385,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.61,0.20466114021458423,6.226073311642014,23.088341010119137,17.210716932818364,46.52513125457952,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.62,0.20417054297067105,6.228225382025782,23.080114611220967,17.21694159733408,46.52528159058083,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.63,0.20368112176769007,6.230383534517665,23.071910937016106,17.22314280397969,46.52543727551346,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.640000000000001,0.20319287378594922,6.232547760446971,23.06372991784518,17.229320625180062,46.52559830347221,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.65,0.20270579621240511,6.2347180511736555,23.05557148427877,17.235475133121966,46.52576466857439,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.66,0.20221988624064266,6.236894398088098,23.04743556711572,17.24160639975578,46.5259363649596,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.67,0.2017351410708547,6.239076792610876,23.039322097381476,17.24771449679724,46.52611338678959,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.68,0.2012515579098215,6.241265226192547,23.03123100632641,17.25379949572911,46.526295728248066,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.69,0.20076913397089063,6.243459690313419,23.02316222542416,17.25986146780294,46.526483383540516,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.7,0.20028786647395647,6.2456601764833355,23.01511568636992,17.26590048404076,46.52667634689402,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.71,0.19980775264543968,6.247866676241443,23.00709132107882,17.271916615236805,46.526874612557066,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.72,0.19932878971826706,6.250079181155979,22.999089061684213,17.27790993195924,46.52707817479943,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.73,0.198850974931851,6.252297682824037,22.991108840536015,17.283880504551853,46.5272870279119,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.74,0.19837430553206925,6.254522172871353,22.983150590199035,17.2898284031358,46.52750116620619,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.75,0.1978987787712444,6.2567526429520814,22.975214243451305,17.295753697611303,46.52772058401469,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.76,0.19742439190812358,6.258989084748565,22.967299733282395,17.301656457659384,46.52794527569034,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.7700000000000005,0.196951142207858,6.261231489971118,22.95940699289175,17.307536752743555,46.528175235606426,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.78,0.19647902694198283,6.263479850357804,22.95153595568702,17.31339465211157,46.528410458156394,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.79,0.19600804338839647,6.265734157674208,22.94368655528238,17.31923022479711,46.528650937753696,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.8,0.1955381888313404,6.267994403713217,22.935858725496857,17.325043539621525,46.5288966688316,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.8100000000000005,0.1950694605613786,6.2702605802947975,22.928052400352662,17.33083466519554,46.529147645843,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.82,0.19460185587537765,6.272532679265768,22.92026751407352,17.33660366992096,46.52940386326025,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.83,0.19413537207648565,6.274810692499582,22.912504001082986,17.342350621992423,46.52966531557499,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.84,0.19367000647411242,6.277094611896099,22.90476179600278,17.348075589399077,46.52993199729796,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.8500000000000005,0.1932057563839088,6.279384429381367,22.897040833651126,17.353778639926315,46.5302039029588,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.86,0.19274261912774648,6.281680136907398,22.889341049041047,17.359459841157495,46.530481027105935,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.87,0.1922805920336975,6.28398172645194,22.881662377378728,17.36511926047566,46.530763364306324,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.88,0.19181967243601383,6.286289190018262,22.87400475406182,17.370756965065233,46.531050909145314,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.890000000000001,0.19135985767510713,6.288602519634924,22.86636811467778,17.37637302191377,46.531343656226476,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.9,0.19090114509752829,6.290921707355557,22.858752395002185,17.381967497813644,46.53164160017138,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.91,0.19044353205594708,6.293246745258645,22.851157530997078,17.387540459363777,46.531944735619504,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.92,0.18998701590913175,6.295577625447289,22.84358345880928,17.39309197297136,46.53225305722793,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.93,0.18953159402192862,6.297914340049,22.83603011476872,17.39862210485356,46.53256655967128,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.94,0.18907726376524178,6.300256881215462,22.828497435386772,17.40413092103924,46.53288523764147,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.95,0.18862402251601273,6.302605241122316,22.820985357354562,17.409618487370693,46.533209085847574,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.96,0.18817186840627154,6.3049594273098855,22.813493931864596,17.415084752634712,46.53353811180919,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.97,0.18772079871030367,6.307319429652628,22.80602307846165,17.42052980019638,46.53387230831066,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.98,0.1872708103209145,6.309685230113206,22.798572657731704,17.425953773690516,46.53421166153542,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
6.99,0.18682190064528606,6.312056821089771,22.791142608028938,17.431356737248123,46.53455616636683,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.0,0.18637406709668536,6.314434195006385,22.783732867901783,17.436738754798842,46.53490581770701,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.01,0.18592730709444555,6.316817344312814,22.77634337609143,17.442099890072495,46.53526061047674,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.0200000000000005,0.18548161806394653,6.319206261484339,22.76897407153034,17.447440206600604,46.53562053961528,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.03,0.18503699743659602,6.32160093902155,22.761624893340773,17.452759767717907,46.53598560008023,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.04,0.18459344264981017,6.324001369450154,22.75429578083328,17.45805863656391,46.536355786847345,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.05,0.18415095114699453,6.326407545320772,22.746986673505234,17.46333687608439,46.536731094910394,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.0600000000000005,0.18370952037752483,6.328819459208746,22.739697511039328,17.468594549032947,46.53711151928102,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.07,0.18326914779672795,6.331237103713934,22.732428233302105,17.4738317179725,46.53749705498854,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.08,0.18282983086586257,6.333660471460522,22.72517878034245,17.479048445276845,46.53788769707982,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.09,0.1823915670521002,6.336089555096815,22.717949092390125,17.48424479313216,46.5382834406191,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.1000000000000005,0.1819543538285057,6.338524347295047,22.71073910985427,17.48942082353854,46.53868428068786,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.11,0.1815181886740187,6.3409648407511785,22.70354877332192,17.494576598311536,46.539090212384636,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.12,0.1810830690734338,6.3434110281847,22.69637802355651,17.49971217908365,46.53950123082486,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.13,0.1806489925173818,6.345862902338434,22.6892268014964,17.504827627305907,46.53991733114074,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.140000000000001,0.18021595650231043,6.348320455978336,22.682095048253384,17.50992300424934,46.54033850848106,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.15,0.1797839585304652,6.350783681893301,22.6749827051112,17.514998371006545,46.54076475801105,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.16,0.17935299610987027,6.353252572894955,22.667889713524048,17.52005378849319,46.54119607491219,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.17,0.17892306675430916,6.35572712181747,22.660816015115095,17.525089317449563,46.541632454382125,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.18,0.1784941679833058,6.358207321517354,22.653761551675,17.530105018442075,46.54207389163443,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.19,0.17806629732210516,6.360693164873264,22.64672626516042,17.535100951864806,46.54252038189849,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.2,0.17763945230165434,6.363184644785797,22.63971009769252,17.54007717794102,46.54297192041933,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.21,0.1772136304585831,6.3656817541773,22.6327129915555,17.5450337567247,46.5434285024575,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.22,0.17678882933518494,6.3681844859916685,22.625734889195083,17.549970748102073,46.543890123288826,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.23,0.1763650464793978,6.370692833194151,22.618775733217056,17.554888211793134,46.544356778204346,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.24,0.1759422794447851,6.373206788771146,22.61183546638577,17.55978620735318,46.5448284625101,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.25,0.1755205257905163,6.375726345730008,22.60491403162265,17.564664794174334,46.54530517152699,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.26,0.17509978308134796,6.378251497098851,22.59801137200471,17.56952403148706,46.54578690059062,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.2700000000000005,0.17468004888760447,6.380782235926344,22.59112743076308,17.57436397836171,46.54627364505113,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.28,0.17426132078515894,6.383318555281519,22.584262151281497,17.579184693710044,46.54676540027306,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.29,0.17384359635541402,6.3858604482535695,22.577415477094835,17.58398623628675,46.54726216163516,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.3,0.17342687318528277,6.388407907951655,22.570587351887603,17.58876866469098,46.547763924530244,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.3100000000000005,0.1730111488671694,6.390960927504702,22.563777719492478,17.593532037367876,46.54827068436505,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.32,0.1725964209989503,6.393519500061203,22.556986523888806,17.598276412610087,46.548782436560096,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.33,0.1721826871839547,6.396083618789023,22.55021370920111,17.603001848559312,46.54929917654944,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.34,0.1717699450309456,6.398653276875198,22.543459219697613,17.607708403207816,46.54982089978063,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.3500000000000005,0.17135819215410045,6.40122846752574,22.53672299978875,17.61239613439996,46.55034760171445,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.36,0.17094742617299244,6.403809183965435,22.530004994025678,17.61706509983373,46.55087927782485,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.37,0.17053764471257074,6.40639541943765,22.523305147098792,17.621715357062264,46.55141592359871,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.38,0.17012884540314174,6.40898716720413,22.51662340383623,17.626346963495376,46.55195753453574,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.390000000000001,0.16972102588034976,6.411584420544803,22.509959709202402,17.630959976401087,46.55250410614829,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.4,0.16931418527364622,6.41418720195337,22.503314226590582,17.635554229652676,46.55305565819663,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.41,0.1689083204723039,6.4167954898976305,22.496686790216955,17.640129893778113,46.5536121738927,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.42,0.1685034286012991,6.419409267382583,22.49007726822218,17.64468710460758,46.55417364021234,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.43,0.16809950732703222,6.422028527947117,22.483485607508115,17.649225917417944,46.55474005287317,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.44,0.16769655432138747,6.42465326515206,22.476911755140907,17.653746387315646,46.55531140760861,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.45,0.16729456726171651,6.427283472580019,22.470355658349877,17.65824856923784,46.55588770016774,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.46,0.1668935438308217,6.429919143835247,22.46381726452642,17.662732517953554,46.55646892631522,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.47,0.1664934817169396,6.432560272543484,22.457296521222887,17.667198288064796,46.557055081831166,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
7.48,0.16609437861372434,6.435206852351818,22.450793376151477,17.671645934007728,46.55764616251102,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
