Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,compartment_1
6.03,0.005776675777924705,0.020329826471225228,0.025,1.0,0.5,3.5,1.25,1.0
6.04,0.005776675777924778,0.020329826471225186,0.025,1.0,0.5,3.5,1.25,1.0
6.05,0.005776675777924851,0.020329826471225144,0.025,1.0,0.5,3.5,1.25,1.0
6.06,0.0057766757779249235,0.020329826471225103,0.025,1.0,0.5,3.5,1.25,1.0
6.07,0.005776675777924996,0.02032982647122506,0.025,1.0,0.5,3.5,1.25,1.0
6.08,0.005776675777925069,0.02032982647122502,0.025,1.0,0.5,3.5,1.25,1.0
6.09,0.005776675777925142,0.020329826471224978,0.025,1.0,0.5,3.5,1.25,1.0
6.1,0.005776675777925215,0.020329826471224936,0.025,1.0,0.5,3.5,1.25,1.0
6.11,0.005776675777925288,0.020329826471224895,0.025,1.0,0.5,3.5,1.25,1.0
6.12,0.005776675777925361,0.020329826471224853,0.025,1.0,0.5,3.5,1.25,1.0
6.13,0.0057766757779254335,0.02032982647122481,0.025,1.0,0.5,3.5,1.25,1.0
6.14,0.005776675777925506,0.02032982647122477,0.025,1.0,0.5,3.5,1.25,1.0
6.15,0.005776675777925579,0.020329826471224728,0.025,1.0,0.5,3.5,1.25,1.0
6.16,0.005776675777925652,0.020329826471224687,0.025,1.0,0.5,3.5,1.25,1.0
6.17,0.005776675777925725,0.020329826471224645,0.025,1.0,0.5,3.5,1.25,1.0
6.18,0.005776675777925798,0.020329826471224603,0.025,1.0,0.5,3.5,1.25,1.0
6.19,0.005776675777925871,0.02032982647122456,0.025,1.0,0.5,3.5,1.25,1.0
6.2,0.0057766757779259435,0.02032982647122452,0.025,1.0,0.5,3.5,1.25,1.0
6.21,0.005776675777926016,0.020329826471224475,0.025,1.0,0.5,3.5,1.25,1.0
6.22,0.005776675777926089,0.020329826471224433,0.025,1.0,0.5,3.5,1.25,1.0
6.23,0.005776675777926163,0.02032982647122439,0.025,1.0,0.5,3.5,1.25,1.0
6.24,0.005776675777926236,0.02032982647122435,0.025,1.0,0.5,3.5,1.25,1.0
6.25,0.005776675777926309,0.02032982647122431,0.025,1.0,0.5,3.5,1.25,1.0
6.26,0.0057766757779263815,0.020329826471224267,0.025,1.0,0.5,3.5,1.25,1.0
6.27,0.005776675777926454,0.020329826471224225,0.025,1.0,0.5,3.5,1.25,1.0
6.28,0.005776675777926527,0.020329826471224183,0.025,1.0,0.5,3.5,1.25,1.0
6.29,0.0057766757779266,0.020329826471224142,0.025,1.0,0.5,3.5,1.25,1.0
6.3,0.005776675777926673,0.0203298264712241,0.025,1.0,0.5,3.5,1.25,1.0
6.31,0.005776675777926746,0.02032982647122406,0.025,1.0,0.5,3.5,1.25,1.0
6.32,0.005776675777926819,0.020329826471224017,0.025,1.0,0.5,3.5,1.25,1.0
6.33,0.0057766757779268915,0.020329826471223975,0.025,1.0,0.5,3.5,1.25,1.0
6.34,0.005776675777926964,0.020329826471223934,0.025,1.0,0.5,3.5,1.25,1.0
6.35,0.005776675777927037,0.020329826471223892,0.025,1.0,0.5,3.5,1.25,1.0
6.36,0.00577667577792711,0.02032982647122385,0.025,1.0,0.5,3.5,1.25,1.0
6.37,0.005776675777927183,0.02032982647122381,0.025,1.0,0.5,3.5,1.25,1.0
6.38,0.005776675777927256,0.020329826471223767,0.025,1.0,0.5,3.5,1.25,1.0
6.39,0.005776675777927329,0.020329826471223725,0.025,1.0,0.5,3.5,1.25,1.0
6.4,0.0057766757779274015,0.020329826471223684,0.025,1.0,0.5,3.5,1.25,1.0
6.41,0.005776675777927474,0.020329826471223642,0.025,1.0,0.5,3.5,1.25,1.0
6.42,0.005776675777927547,0.0203298264712236,0.025,1.0,0.5,3.5,1.25,1.0
6.43,0.005776675777927621,0.02032982647122356,0.025,1.0,0.5,3.5,1.25,1.0
6.44,0.005776675777927694,0.020329826471223517,0.025,1.0,0.5,3.5,1.25,1.0
6.45,0.005776675777927767,0.020329826471223476,0.025,1.0,0.5,3.5,1.25,1.0
6.46,0.0057766757779278395,0.02032982647122343,0.025,1.0,0.5,3.5,1.25,1.0
6.47,0.005776675777927912,0.02032982647122339,0.025,1.0,0.5,3.5,1.25,1.0
6.48,0.005776675777927985,0.020329826471223347,0.025,1.0,0.5,3.5,1.25,1.0
6.49,0.005776675777928058,0.020329826471223306,0.025,1.0,0.5,3.5,1.25,1.0
6.5,0.005776675777928131,0.020329826471223264,0.025,1.0,0.5,3.5,1.25,1.0
6.51,0.005776675777928204,0.020329826471223222,0.025,1.0,0.5,3.5,1.25,1.0
6.52,0.005776675777928277,0.02032982647122318,0.025,1.0,0.5,3.5,1.25,1.0
6.53,0.0057766757779283496,0.02032982647122314,0.025,1.0,0.5,3.5,1.25,1.0
6.54,0.005776675777928422,0.020329826471223097,0.025,1.0,0.5,3.5,1.25,1.0
6.55,0.005776675777928495,0.020329826471223056,0.025,1.0,0.5,3.5,1.25,1.0
6.56,0.005776675777928568,0.020329826471223014,0.025,1.0,0.5,3.5,1.25,1.0
6.57,0.005776675777928641,0.020329826471222973,0.025,1.0,0.5,3.5,1.25,1.0
6.58,0.005776675777928714,0.02032982647122293,0.025,1.0,0.5,3.5,1.25,1.0
6.59,0.005776675777928787,0.02032982647122289,0.025,1.0,0.5,3.5,1.25,1.0
6.6,0.0057766757779288596,0.020329826471222848,0.025,1.0,0.5,3.5,1.25,1.0
6.61,0.005776675777928932,0.020329826471222806,0.025,1.0,0.5,3.5,1.25,1.0
6.62,0.005776675777929005,0.020329826471222764,0.025,1.0,0.5,3.5,1.25,1.0
6.63,0.005776675777929079,0.020329826471222723,0.025,1.0,0.5,3.5,1.25,1.0
6.64,0.005776675777929152,0.02032982647122268,0.025,1.0,0.5,3.5,1.25,1.0
6.65,0.005776675777929225,0.02032982647122264,0.025,1.0,0.5,3.5,1.25,1.0
6.66,0.005776675777929298,0.020329826471222598,0.025,1.0,0.5,3.5,1.25,1.0
6.67,0.0057766757779293704,0.020329826471222556,0.025,1.0,0.5,3.5,1.25,1.0
6.68,0.005776675777929443,0.020329826471222515,0.025,1.0,0.5,3.5,1.25,1.0
6.69,0.005776675777929516,0.020329826471222473,0.025,1.0,0.5,3.5,1.25,1.0
6.7,0.005776675777929589,0.02032982647122243,0.025,1.0,0.5,3.5,1.25,1.0
6.71,0.005776675777929662,0.020329826471222386,0.025,1.0,0.5,3.5,1.25,1.0
6.72,0.005776675777929735,0.020329826471222345,0.025,1.0,0.5,3.5,1.25,1.0
6.73,0.005776675777929808,0.020329826471222303,0.025,1.0,0.5,3.5,1.25,1.0
6.74,0.0057766757779298804,0.02032982647122226,0.025,1.0,0.5,3.5,1.25,1.0
6.75,0.005776675777929953,0.02032982647122222,0.025,1.0,0.5,3.5,1.25,1.0
6.76,0.005776675777930026,0.020329826471222178,0.025,1.0,0.5,3.5,1.25,1.0
6.77,0.005776675777930099,0.020329826471222136,0.025,1.0,0.5,3.5,1.25,1.0
6.78,0.005776675777930172,0.020329826471222095,0.025,1.0,0.5,3.5,1.25,1.0
6.79,0.005776675777930245,0.020329826471222053,0.025,1.0,0.5,3.5,1.25,1.0
6.8,0.005776675777930318,0.02032982647122201,0.025,1.0,0.5,3.5,1.25,1.0
6.81,0.0057766757779303905,0.02032982647122197,0.025,1.0,0.5,3.5,1.25,1.0
6.82,0.005776675777930463,0.02032982647122193,0.025,1.0,0.5,3.5,1.25,1.0
6.83,0.005776675777930537,0.020329826471221887,0.025,1.0,0.5,3.5,1.25,1.0
6.84,0.00577667577793061,0.020329826471221845,0.025,1.0,0.5,3.5,1.25,1.0
6.85,0.005776675777930683,0.020329826471221803,0.025,1.0,0.5,3.5,1.25,1.0
6.86,0.005776675777930756,0.020329826471221762,0.025,1.0,0.5,3.5,1.25,1.0
6.87,0.0057766757779308285,0.02032982647122172,0.025,1.0,0.5,3.5,1.25,1.0
6.88,0.005776675777930901,0.02032982647122168,0.025,1.0,0.5,3.5,1.25,1.0
6.89,0.005776675777930974,0.020329826471221637,0.025,1.0,0.5,3.5,1.25,1.0
6.9,0.005776675777931047,0.020329826471221595,0.025,1.0,0.5,3.5,1.25,1.0
6.91,0.00577667577793112,0.020329826471221554,0.025,1.0,0.5,3.5,1.25,1.0
6.92,0.005776675777931193,0.020329826471221512,0.025,1.0,0.5,3.5,1.25,1.0
6.93,0.005776675777931266,0.02032982647122147,0.025,1.0,0.5,3.5,1.25,1.0
6.94,0.0057766757779313385,0.02032982647122143,0.025,1.0,0.5,3.5,1.25,1.0
6.95,0.005776675777931411,0.020329826471221387,0.025,1.0,0.5,3.5,1.25,1.0
6.96,0.005776675777931484,0.020329826471221342,0.025,1.0,0.5,3.5,1.25,1.0
6.97,0.005776675777931557,0.0203298264712213,0.025,1.0,0.5,3.5,1.25,1.0
6.98,0.00577667577793163,0.02032982647122126,0.025,1.0,0.5,3.5,1.25,1.0
6.99,0.005776675777931703,0.020329826471221217,0.025,1.0,0.5,3.5,1.25,1.0
7.0,0.005776675777931776,0.020329826471221175,0.025,1.0,0.5,3.5,1.25,1.0
7.01,0.0057766757779318485,0.020329826471221134,0.025,1.0,0.5,3.5,1.25,1.0
7.02,0.005776675777931921,0.020329826471221092,0.025,1.0,0.5,3.5,1.25,1.0
7.03,0.005776675777931995,0.02032982647122105,0.025,1.0,0.5,3.5,1.25,1.0
7.04,0.005776675777932068,0.02032982647122101,0.025,1.0,0.5,3.5,1.25,1.0
7.05,0.005776675777932141,0.020329826471220967,0.025,1.0,0.5,3.5,1.25,1.0
7.06,0.005776675777932214,0.020329826471220926,0.025,1.0,0.5,3.5,1.25,1.0
7.07,0.0057766757779322865,0.020329826471220884,0.025,1.0,0.5,3.5,1.25,1.0
7.08,0.005776675777932359,0.020329826471220842,0.025,1.0,0.5,3.5,1.25,1.0
7.09,0.005776675777932432,0.0203298264712208,0.025,1.0,0.5,3.5,1.25,1.0
7.1,0.005776675777932505,0.02032982647122076,0.025,1.0,0.5,3.5,1.25,1.0
7.11,0.005776675777932578,0.020329826471220717,0.025,1.0,0.5,3.5,1.25,1.0
7.12,0.005776675777932651,0.020329826471220676,0.025,1.0,0.5,3.5,1.25,1.0
7.13,0.005776675777932724,0.020329826471220634,0.025,1.0,0.5,3.5,1.25,1.0
7.14,0.0057766757779327965,0.020329826471220593,0.025,1.0,0.5,3.5,1.25,1.0
7.15,0.005776675777932869,0.02032982647122055,0.025,1.0,0.5,3.5,1.25,1.0
7.16,0.005776675777932942,0.02032982647122051,0.025,1.0,0.5,3.5,1.25,1.0
7.17,0.005776675777933015,0.020329826471220468,0.025,1.0,0.5,3.5,1.25,1.0
7.18,0.005776675777933088,0.020329826471220426,0.025,1.0,0.5,3.5,1.25,1.0
7.19,0.005776675777933161,0.020329826471220384,0.025,1.0,0.5,3.5,1.25,1.0
7.2,0.005776675777933234,0.020329826471220343,0.025,1.0,0.5,3.5,1.25,1.0
7.21,0.0057766757779333065,0.020329826471220298,0.025,1.0,0.5,3.5,1.25,1.0
7.22,0.005776675777933379,0.020329826471220256,0.025,1.0,0.5,3.5,1.25,1.0
7.23,0.005776675777933453,0.020329826471220214,0.025,1.0,0.5,3.5,1.25,1.0
7.24,0.005776675777933526,0.020329826471220173,0.025,1.0,0.5,3.5,1.25,1.0
7.25,0.005776675777933599,0.02032982647122013,0.025,1.0,0.5,3.5,1.25,1.0
7.26,0.005776675777933672,0.02032982647122009,0.025,1.0,0.5,3.5,1.25,1.0
7.27,0.0057766757779337445,0.020329826471220048,0.025,1.0,0.5,3.5,1.25,1.0
7.28,0.005776675777933817,0.020329826471220006,0.025,1.0,0.5,3.5,1.25,1.0
7.29,0.00577667577793389,0.020329826471219965,0.025,1.0,0.5,3.5,1.25,1.0
7.3,0.005776675777933963,0.020329826471219923,0.025,1.0,0.5,3.5,1.25,1.0
7.31,0.005776675777934036,0.02032982647121988,0.025,1.0,0.5,3.5,1.25,1.0
7.32,0.005776675777934109,0.02032982647121984,0.025,1.0,0.5,3.5,1.25,1.0
7.33,0.005776675777934182,0.020329826471219798,0.025,1.0,0.5,3.5,1.25,1.0
7.34,0.0057766757779342546,0.020329826471219756,0.025,1.0,0.5,3.5,1.25,1.0
7.35,0.005776675777934327,0.020329826471219715,0.025,1.0,0.5,3.5,1.25,1.0
7.36,0.0057766757779344,0.020329826471219673,0.025,1.0,0.5,3.5,1.25,1.0
7.37,0.005776675777934473,0.02032982647121963,0.025,1.0,0.5,3.5,1.25,1.0
7.38,0.005776675777934546,0.02032982647121959,0.025,1.0,0.5,3.5,1.25,1.0
7.39,0.005776675777934619,0.020329826471219548,0.025,1.0,0.5,3.5,1.25,1.0
7.4,0.005776675777934692,0.020329826471219507,0.025,1.0,0.5,3.5,1.25,1.0
7.41,0.0057766757779347646,0.020329826471219465,0.025,1.0,0.5,3.5,1.25,1.0
7.42,0.005776675777934837,0.020329826471219423,0.025,1.0,0.5,3.5,1.25,1.0
7.43,0.005776675777934911,0.02032982647121938,0.025,1.0,0.5,3.5,1.25,1.0
7.44,0.005776675777934984,0.02032982647121934,0.025,1.0,0.5,3.5,1.25,1.0
7.45,0.005776675777935057,0.0203298264712193,0.025,1.0,0.5,3.5,1.25,1.0
7.46,0.00577667577793513,0.020329826471219253,0.025,1.0,0.5,3.5,1.25,1.0
7.47,0.005776675777935203,0.02032982647121921,0.025,1.0,0.5,3.5,1.25,1.0
7.48,0.0057766757779352754,0.02032982647121917,0.025,1.0,0.5,3.5,1.25,1.0
7.49,0.005776675777935348,0.02032982647121913,0.025,1.0,0.5,3.5,1.25,1.0
7.5,0.005776675777935421,0.020329826471219087,0.025,1.0,0.5,3.5,1.25,1.0
7.51,0.005776675777935494,0.020329826471219045,0.025,1.0,0.5,3.5,1.25,1.0
7.52,0.005776675777935567,0.020329826471219004,0.025,1.0,0.5,3.5,1.25,1.0
7.53,0.00577667577793564,0.020329826471218962,0.025,1.0,0.5,3.5,1.25,1.0
7.54,0.005776675777935713,0.02032982647121892,0.025,1.0,0.5,3.5,1.25,1.0
7.55,0.0057766757779357854,0.02032982647121888,0.025,1.0,0.5,3.5,1.25,1.0
7.56,0.005776675777935858,0.020329826471218837,0.025,1.0,0.5,3.5,1.25,1.0
7.57,0.005776675777935931,0.020329826471218795,0.025,1.0,0.5,3.5,1.25,1.0
7.58,0.005776675777936004,0.020329826471218754,0.025,1.0,0.5,3.5,1.25,1.0
7.59,0.005776675777936077,0.020329826471218712,0.025,1.0,0.5,3.5,1.25,1.0
7.6,0.00577667577793615,0.02032982647121867,0.025,1.0,0.5,3.5,1.25,1.0
7.61,0.005776675777936223,0.02032982647121863,0.025,1.0,0.5,3.5,1.25,1.0
7.62,0.0057766757779362955,0.020329826471218587,0.025,1.0,0.5,3.5,1.25,1.0
7.63,0.005776675777936369,0.020329826471218546,0.025,1.0,0.5,3.5,1.25,1.0
7.64,0.005776675777936442,0.020329826471218504,0.025,1.0,0.5,3.5,1.25,1.0
7.65,0.005776675777936515,0.020329826471218462,0.025,1.0,0.5,3.5,1.25,1.0
7.66,0.005776675777936588,0.02032982647121842,0.025,1.0,0.5,3.5,1.25,1.0
7.67,0.005776675777936661,0.02032982647121838,0.025,1.0,0.5,3.5,1.25,1.0
7.68,0.0057766757779367335,0.020329826471218337,0.025,1.0,0.5,3.5,1.25,1.0
7.69,0.005776675777936806,0.020329826471218296,0.025,1.0,0.5,3.5,1.25,1.0
7.7,0.005776675777936879,0.020329826471218254,0.025,1.0,0.5,3.5,1.25,1.0
7.71,0.005776675777936952,0.02032982647121821,0.025,1.0,0.5,3.5,1.25,1.0
7.72,0.005776675777937025,0.020329826471218167,0.025,1.0,0.5,3.5,1.25,1.0
7.73,0.005776675777937098,0.020329826471218126,0.025,1.0,0.5,3.5,1.25,1.0
7.74,0.005776675777937171,0.020329826471218084,0.025,1.0,0.5,3.5,1.25,1.0
7.75,0.0057766757779372435,0.020329826471218043,0.025,1.0,0.5,3.5,1.25,1.0
7.76,0.005776675777937316,0.020329826471218,0.025,1.0,0.5,3.5,1.25,1.0
7.77,0.005776675777937389,0.02032982647121796,0.025,1.0,0.5,3.5,1.25,1.0
7.78,0.005776675777937462,0.020329826471217918,0.025,1.0,0.5,3.5,1.25,1.0
7.79,0.005776675777937535,0.020329826471217876,0.025,1.0,0.5,3.5,1.25,1.0
7.8,0.005776675777937608,0.020329826471217834,0.025,1.0,0.5,3.5,1.25,1.0
7.81,0.005776675777937681,0.020329826471217793,0.025,1.0,0.5,3.5,1.25,1.0
7.82,0.0057766757779377535,0.02032982647121775,0.025,1.0,0.5,3.5,1.25,1.0
7.83,0.005776675777937827,0.02032982647121771,0.025,1.0,0.5,3.5,1.25,1.0
7.84,0.0057766757779379,0.020329826471217668,0.025,1.0,0.5,3.5,1.25,1.0
7.85,0.005776675777937973,0.020329826471217626,0.025,1.0,0.5,3.5,1.25,1.0
7.86,0.005776675777938046,0.020329826471217585,0.025,1.0,0.5,3.5,1.25,1.0
7.87,0.005776675777938119,0.020329826471217543,0.025,1.0,0.5,3.5,1.25,1.0
7.88,0.0057766757779381915,0.0203298264712175,0.025,1.0,0.5,3.5,1.25,1.0
7.89,0.005776675777938264,0.02032982647121746,0.025,1.0,0.5,3.5,1.25,1.0
7.9,0.005776675777938337,0.020329826471217418,0.025,1.0,0.5,3.5,1.25,1.0
7.91,0.00577667577793841,0.020329826471217376,0.025,1.0,0.5,3.5,1.25,1.0
7.92,0.005776675777938483,0.020329826471217335,0.025,1.0,0.5,3.5,1.25,1.0
7.93,0.005776675777938556,0.020329826471217293,0.025,1.0,0.5,3.5,1.25,1.0
7.94,0.005776675777938629,0.02032982647121725,0.025,1.0,0.5,3.5,1.25,1.0
7.95,0.0057766757779387015,0.02032982647121721,0.025,1.0,0.5,3.5,1.25,1.0
7.96,0.005776675777938774,0.020329826471217165,0.025,1.0,0.5,3.5,1.25,1.0
7.97,0.005776675777938847,0.020329826471217123,0.025,1.0,0.5,3.5,1.25,1.0
7.98,0.00577667577793892,0.02032982647121708,0.025,1.0,0.5,3.5,1.25,1.0
7.99,0.005776675777938993,0.02032982647121704,0.025,1.0,0.5,3.5,1.25,1.0
8.0,0.005776675777939066,0.020329826471216998,0.025,1.0,0.5,3.5,1.25,1.0
8.01,0.005776675777939139,0.020329826471216957,0.025,1.0,0.5,3.5,1.25,1.0
8.02,0.0057766757779392115,0.020329826471216915,0.025,1.0,0.5,3.5,1.25,1.0
8.03,0.005776675777939285,0.020329826471216873,0.025,1.0,0.5,3.5,1.25,1.0
8.04,0.005776675777939358,0.02032982647121683,0.025,1.0,0.5,3.5,1.25,1.0
8.05,0.005776675777939431,0.02032982647121679,0.025,1.0,0.5,3.5,1.25,1.0
8.06,0.005776675777939504,0.02032982647121675,0.025,1.0,0.5,3.5,1.25,1.0
8.07,0.005776675777939577,0.020329826471216707,0.025,1.0,0.5,3.5,1.25,1.0
8.08,0.0057766757779396495,0.020329826471216665,0.025,1.0,0.5,3.5,1.25,1.0
8.09,0.005776675777939722,0.020329826471216624,0.025,1.0,0.5,3.5,1.25,1.0
8.1,0.005776675777939795,0.020329826471216582,0.025,1.0,0.5,3.5,1.25,1.0
8.11,0.005776675777939868,0.02032982647121654,0.025,1.0,0.5,3.5,1.25,1.0
8.12,0.005776675777939941,0.0203298264712165,0.025,1.0,0.5,3.5,1.25,1.0
8.13,0.005776675777940014,0.020329826471216457,0.025,1.0,0.5,3.5,1.25,1.0
8.14,0.005776675777940087,0.020329826471216415,0.025,1.0,0.5,3.5,1.25,1.0
8.15,0.0057766757779401596,0.020329826471216374,0.025,1.0,0.5,3.5,1.25,1.0
8.16,0.005776675777940232,0.020329826471216332,0.025,1.0,0.5,3.5,1.25,1.0
8.17,0.005776675777940305,0.02032982647121629,0.025,1.0,0.5,3.5,1.25,1.0
8.18,0.005776675777940378,0.02032982647121625,0.025,1.0,0.5,3.5,1.25,1.0
8.19,0.005776675777940451,0.020329826471216207,0.025,1.0,0.5,3.5,1.25,1.0
8.2,0.005776675777940524,0.020329826471216166,0.025,1.0,0.5,3.5,1.25,1.0
8.21,0.005776675777940597,0.02032982647121612,0.025,1.0,0.5,3.5,1.25,1.0
8.22,0.0057766757779406696,0.02032982647121608,0.025,1.0,0.5,3.5,1.25,1.0
8.23,0.005776675777940743,0.020329826471216037,0.025,1.0,0.5,3.5,1.25,1.0
8.24,0.005776675777940816,0.020329826471215996,0.025,1.0,0.5,3.5,1.25,1.0
8.25,0.005776675777940889,0.020329826471215954,0.025,1.0,0.5,3.5,1.25,1.0
8.26,0.005776675777940962,0.020329826471215912,0.025,1.0,0.5,3.5,1.25,1.0
8.27,0.005776675777941035,0.02032982647121587,0.025,1.0,0.5,3.5,1.25,1.0
8.28,0.005776675777941108,0.02032982647121583,0.025,1.0,0.5,3.5,1.25,1.0
8.29,0.0057766757779411804,0.020329826471215787,0.025,1.0,0.5,3.5,1.25,1.0
8.3,0.005776675777941253,0.020329826471215746,0.025,1.0,0.5,3.5,1.25,1.0
8.31,0.005776675777941326,0.020329826471215704,0.025,1.0,0.5,3.5,1.25,1.0
8.32,0.005776675777941399,0.020329826471215662,0.025,1.0,0.5,3.5,1.25,1.0
8.33,0.005776675777941472,0.02032982647121562,0.025,1.0,0.5,3.5,1.25,1.0
8.34,0.005776675777941545,0.02032982647121558,0.025,1.0,0.5,3.5,1.25,1.0
8.35,0.005776675777941618,0.020329826471215538,0.025,1.0,0.5,3.5,1.25,1.0
8.36,0.0057766757779416904,0.020329826471215496,0.025,1.0,0.5,3.5,1.25,1.0
8.37,0.005776675777941763,0.020329826471215454,0.025,1.0,0.5,3.5,1.25,1.0
8.38,0.005776675777941836,0.020329826471215413,0.025,1.0,0.5,3.5,1.25,1.0
8.39,0.005776675777941909,0.02032982647121537,0.025,1.0,0.5,3.5,1.25,1.0
8.4,0.005776675777941982,0.02032982647121533,0.025,1.0,0.5,3.5,1.25,1.0
8.41,0.005776675777942055,0.020329826471215288,0.025,1.0,0.5,3.5,1.25,1.0
8.42,0.005776675777942128,0.020329826471215246,0.025,1.0,0.5,3.5,1.25,1.0
8.43,0.005776675777942201,0.020329826471215205,0.025,1.0,0.5,3.5,1.25,1.0
8.44,0.005776675777942274,0.020329826471215163,0.025,1.0,0.5,3.5,1.25,1.0
8.45,0.005776675777942347,0.02032982647121512,0.025,1.0,0.5,3.5,1.25,1.0
8.46,0.00577667577794242,0.020329826471215076,0.025,1.0,0.5,3.5,1.25,1.0
8.47,0.005776675777942493,0.020329826471215035,0.025,1.0,0.5,3.5,1.25,1.0
8.48,0.005776675777942566,0.020329826471214993,0.025,1.0,0.5,3.5,1.25,1.0
8.49,0.0057766757779426385,0.02032982647121495,0.025,1.0,0.5,3.5,1.25,1.0
8.5,0.005776675777942711,0.02032982647121491,0.025,1.0,0.5,3.5,1.25,1.0
8.51,0.005776675777942784,0.020329826471214868,0.025,1.0,0.5,3.5,1.25,1.0
8.52,0.005776675777942857,0.020329826471214826,0.025,1.0,0.5,3.5,1.25,1.0
8.53,0.00577667577794293,0.020329826471214785,0.025,1.0,0.5,3.5,1.25,1.0
8.54,0.005776675777943003,0.020329826471214743,0.025,1.0,0.5,3.5,1.25,1.0
8.55,0.005776675777943076,0.0203298264712147,0.025,1.0,0.5,3.5,1.25,1.0
8.56,0.0057766757779431485,0.02032982647121466,0.025,1.0,0.5,3.5,1.25,1.0
8.57,0.005776675777943221,0.020329826471214618,0.025,1.0,0.5,3.5,1.25,1.0
8.58,0.005776675777943294,0.020329826471214577,0.025,1.0,0.5,3.5,1.25,1.0
8.59,0.005776675777943367,0.020329826471214535,0.025,1.0,0.5,3.5,1.25,1.0
8.6,0.00577667577794344,0.020329826471214493,0.025,1.0,0.5,3.5,1.25,1.0
8.61,0.005776675777943513,0.02032982647121445,0.025,1.0,0.5,3.5,1.25,1.0
8.62,0.005776675777943586,0.02032982647121441,0.025,1.0,0.5,3.5,1.25,1.0
8.63,0.005776675777943659,0.02032982647121437,0.025,1.0,0.5,3.5,1.25,1.0
8.64,0.005776675777943732,0.020329826471214327,0.025,1.0,0.5,3.5,1.25,1.0
8.65,0.005776675777943805,0.020329826471214285,0.025,1.0,0.5,3.5,1.25,1.0
8.66,0.005776675777943878,0.020329826471214243,0.025,1.0,0.5,3.5,1.25,1.0
8.67,0.005776675777943951,0.020329826471214202,0.025,1.0,0.5,3.5,1.25,1.0
8.68,0.005776675777944024,0.02032982647121416,0.025,1.0,0.5,3.5,1.25,1.0
8.69,0.0057766757779440965,0.02032982647121412,0.025,1.0,0.5,3.5,1.25,1.0
8.7,0.005776675777944169,0.020329826471214077,0.025,1.0,0.5,3.5,1.25,1.0
8.71,0.005776675777944242,0.020329826471214032,0.025,1.0,0.5,3.5,1.25,1.0
8.72,0.005776675777944315,0.02032982647121399,0.025,1.0,0.5,3.5,1.25,1.0
8.73,0.005776675777944388,0.02032982647121395,0.025,1.0,0.5,3.5,1.25,1.0
8.74,0.005776675777944461,0.020329826471213907,0.025,1.0,0.5,3.5,1.25,1.0
8.75,0.005776675777944534,0.020329826471213865,0.025,1.0,0.5,3.5,1.25,1.0
8.76,0.0057766757779446065,0.020329826471213824,0.025,1.0,0.5,3.5,1.25,1.0
8.77,0.005776675777944679,0.020329826471213782,0.025,1.0,0.5,3.5,1.25,1.0
8.78,0.005776675777944752,0.02032982647121374,0.025,1.0,0.5,3.5,1.25,1.0
8.79,0.005776675777944825,0.0203298264712137,0.025,1.0,0.5,3.5,1.25,1.0
8.8,0.005776675777944898,0.020329826471213657,0.025,1.0,0.5,3.5,1.25,1.0
8.81,0.005776675777944971,0.020329826471213615,0.025,1.0,0.5,3.5,1.25,1.0
8.82,0.005776675777945044,0.020329826471213574,0.025,1.0,0.5,3.5,1.25,1.0
8.83,0.005776675777945117,0.020329826471213532,0.025,1.0,0.5,3.5,1.25,1.0
8.84,0.00577667577794519,0.02032982647121349,0.025,1.0,0.5,3.5,1.25,1.0
8.85,0.005776675777945263,0.02032982647121345,0.025,1.0,0.5,3.5,1.25,1.0
8.86,0.005776675777945336,0.020329826471213407,0.025,1.0,0.5,3.5,1.25,1.0
8.87,0.005776675777945409,0.020329826471213366,0.025,1.0,0.5,3.5,1.25,1.0
8.88,0.005776675777945482,0.020329826471213324,0.025,1.0,0.5,3.5,1.25,1.0
8.89,0.0057766757779455545,0.020329826471213282,0.025,1.0,0.5,3.5,1.25,1.0
8.9,0.005776675777945627,0.02032982647121324,0.025,1.0,0.5,3.5,1.25,1.0
8.91,0.0057766757779457,0.0203298264712132,0.025,1.0,0.5,3.5,1.25,1.0
8.92,0.005776675777945773,0.020329826471213158,0.025,1.0,0.5,3.5,1.25,1.0
8.93,0.005776675777945846,0.020329826471213116,0.025,1.0,0.5,3.5,1.25,1.0
8.94,0.005776675777945919,0.020329826471213074,0.025,1.0,0.5,3.5,1.25,1.0
8.95,0.005776675777945992,0.020329826471213033,0.025,1.0,0.5,3.5,1.25,1.0
8.96,0.0057766757779460646,0.020329826471212988,0.025,1.0,0.5,3.5,1.25,1.0
8.97,0.005776675777946137,0.020329826471212946,0.025,1.0,0.5,3.5,1.25,1.0
8.98,0.00577667577794621,0.020329826471212904,0.025,1.0,0.5,3.5,1.25,1.0
8.99,0.005776675777946283,0.020329826471212863,0.025,1.0,0.5,3.5,1.25,1.0
9.0,0.005776675777946356,0.02032982647121282,0.025,1.0,0.5,3.5,1.25,1.0
9.01,0.005776675777946429,0.02032982647121278,0.025,1.0,0.5,3.5,1.25,1.0
9.02,0.005776675777946502,0.020329826471212738,0.025,1.0,0.5,3.5,1.25,1.0
9.03,0.005776675777946575,0.020329826471212696,0.025,1.0,0.5,3.5,1.25,1.0
9.04,0.005776675777946648,0.020329826471212654,0.025,1.0,0.5,3.5,1.25,1.0
