Time,H2_HMPt,ATP,H2_HMPterinPP,AMP,p_ABA,PPi,H2_Pteroate,L_Glutamate,Phosphate,ADP,DHF,L_serine,Glycine,NADP,NADPH,THF,CH2_THF,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
4.59,3.314160619149105e-06,0.0096,1.0394264393583518e-05,0.00028,1.0393425012732624e-05,0.0005,9.653129224629648e-06,0.000846,0.01,0.00056,1.0856317456878255e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016888191066029038,8.391633286776054e-05,1.0,5.026918827125361e-07,4.321280301489081e-07,4.848185150576911e-07,3.6494888485161833e-07,3.180879302230415e-07,3.3566533147104216e-07,1.66e-07,1.66e-07,6.439627724297294e-08,1.0119702477361528e-07
4.6000000000000005,3.3141503414988437e-06,0.0096,1.0394969730697719e-05,0.00028,1.0394120072196564e-05,0.0005,9.652602752905037e-06,0.000846,0.01,0.00056,1.085798437783517e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016888079702479628,8.391561506469492e-05,1.0,5.026903237985446e-07,4.3218625411088347e-07,4.84792073555272e-07,3.6503758071849935e-07,3.181367706736949e-07,3.356624602587797e-07,1.66e-07,1.66e-07,6.43960725962192e-08,1.0119666667367285e-07
4.61,3.3141400507540986e-06,0.0096,1.0395674470185116e-05,0.00028,1.0394814520939217e-05,0.0005,9.652077127442684e-06,0.000846,0.01,0.00056,1.0859650546252071e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887968299618671,8.391489817736924e-05,1.0,5.026887628983816e-07,4.322444317505494e-07,4.847656745555068e-07,3.6512566019947755e-07,3.1818558907507645e-07,3.3565959270947695e-07,1.66e-07,1.66e-07,6.439586787582576e-08,1.0119630902699275e-07
4.62,3.314129746977712e-06,0.0096,1.0396378612492718e-05,0.00028,1.0395508359470433e-05,0.0005,9.651552347340933e-06,0.000846,0.01,0.00056,1.0861315962786084e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887856858137365,8.391418219860201e-05,1.0,5.026872000215793e-07,4.323025630975507e-07,4.847393180131108e-07,3.6521312919078993e-07,3.1823438544643976e-07,3.356567287944081e-07,1.66e-07,1.66e-07,6.439566308306135e-08,1.0119595183000582e-07
4.63,3.3141194302325276e-06,0.0096,1.039708215806753e-05,0.00028,1.0396201588300059e-05,0.0005,9.65102841169813e-06,0.000846,0.01,0.00056,1.0862980628094337e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887745378726908,8.39134671212118e-05,1.0,5.026856351776698e-07,4.3236064818155146e-07,4.847130038827995e-07,3.652999935885922e-07,3.1828315980703847e-07,3.356538684848472e-07,1.66e-07,1.66e-07,6.439545821919467e-08,1.011955950791428e-07
4.64,3.314109100581387e-06,0.0096,1.0397785107356554e-05,0.00028,1.0396894207937943e-05,0.0005,9.65050531961262e-06,0.000846,0.01,0.00056,1.0864644542833954e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887633862078496,8.391275293801712e-05,1.0,5.026840683761847e-07,4.32418687032235e-07,4.846867321192879e-07,3.65386259289101e-07,3.183319121761263e-07,3.3565101175206846e-07,1.66e-07,1.66e-07,6.43952532854945e-08,1.011952387708342e-07
4.65,3.3140987580871335e-06,0.0096,1.0398487460806797e-05,0.00028,1.0397586218893932e-05,0.0005,9.649983070182749e-06,0.000846,0.01,0.00056,1.0866307707662058e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887522308883327,8.391203964183649e-05,1.0,5.026824996266564e-07,4.324766796793045e-07,4.846605026772916e-07,3.654719321884788e-07,3.1838064257295677e-07,3.3564815856734596e-07,1.66e-07,1.66e-07,6.439504828322965e-08,1.0119488290151042e-07
4.66,3.3140884028126098e-06,0.0096,1.0399189218865262e-05,0.00028,1.0398277621677874e-05,0.0005,9.649461662506862e-06,0.000846,0.01,0.00056,1.0867970123235779e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887410719832596,8.391132722548846e-05,1.0,5.026809289386166e-07,4.3253462615248183e-07,4.84634315511526e-07,3.6555701818294226e-07,3.184293510167837e-07,3.3564530890195387e-07,1.66e-07,1.66e-07,6.439484321366895e-08,1.0119452746760172e-07
4.67,3.3140780348206588e-06,0.0096,1.0399890381978957e-05,0.00028,1.0398968416799617e-05,0.0005,9.648941095683304e-06,0.000846,0.01,0.00056,1.0869631790212239e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887299095617503,8.391061568179159e-05,1.0,5.026793563215975e-07,4.325925264815091e-07,4.846081705767061e-07,3.656415231686607e-07,3.184780375268606e-07,3.3564246272716634e-07,1.66e-07,1.66e-07,6.439463807808128e-08,1.011941724655382e-07
4.68,3.3140676541741232e-06,0.0096,1.0400590950594883e-05,0.00028,1.0399658604769008e-05,0.0005,9.64842136881042e-06,0.000846,0.01,0.00056,1.0871292709248563e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887187436929243,8.390990500356437e-05,1.0,5.02677781785131e-07,4.32650380696147e-07,4.845820678275474e-07,3.6572545304183035e-07,3.1852670212244103e-07,3.356396200142575e-07,1.66e-07,1.66e-07,6.439443287773554e-08,1.011938178917497e-07
4.69,3.3140572609358458e-06,0.0096,1.0401290925160047e-05,0.00028,1.0400348186095895e-05,0.0005,9.647902480986558e-06,0.000846,0.01,0.00056,1.087295288100188e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016887075744459015,8.390919518362535e-05,1.0,5.026762053387491e-07,4.32708188826176e-07,4.845560072187653e-07,3.6580881369864765e-07,3.185753448227789e-07,3.356367807345014e-07,1.66e-07,1.66e-07,6.43942276139007e-08,1.0119346374266603e-07
4.7,3.314046855168669e-06,0.0096,1.0401990306121453e-05,0.00028,1.0401037161290125e-05,0.0005,9.647384431310062e-06,0.000846,0.01,0.00056,1.0874612306129312e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886964018898015,8.390848621479307e-05,1.0,5.026746269919836e-07,4.327659509013955e-07,4.84529988705075e-07,3.658916110352818e-07,3.1862396564712763e-07,3.356339448591723e-07,1.66e-07,1.66e-07,6.439402228784571e-08,1.0119311001471681e-07
4.71,3.3140364369354365e-06,0.0096,1.0402689093926107e-05,0.00028,1.0401725530861546e-05,0.0005,9.646867218879277e-06,0.000846,0.01,0.00056,1.0876270985287985e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886852260937442,8.390777808988607e-05,1.0,5.026730467543669e-07,4.328236669516246e-07,4.845040122411919e-07,3.659738509479495e-07,3.186725646147409e-07,3.3563111235954426e-07,1.66e-07,1.66e-07,6.439381690083956e-08,1.0119275670433143e-07
4.72,3.31402600629899e-06,0.0096,1.0403387289021013e-05,0.00028,1.0402413295320007e-05,0.0005,9.646350842792549e-06,0.000846,0.01,0.00056,1.0877928919135026e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688674047126849,8.390707080172286e-05,1.0,5.026714646354308e-07,4.3288133700670144e-07,4.844780777818313e-07,3.660555393328267e-07,3.187211417448724e-07,3.3562828320689146e-07,1.66e-07,1.66e-07,6.439361145415135e-08,1.011924038079392e-07
4.73,3.314015563322173e-06,0.0096,1.0404084891853178e-05,0.00028,1.0403100455175352e-05,0.0005,9.645835302148224e-06,0.000846,0.01,0.00056,1.0879586108327559e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688662865058236,8.3906364343122e-05,1.0,5.026698806447071e-07,4.329389610964832e-07,4.844521852817085e-07,3.6613668208610985e-07,3.1876969705677577e-07,3.35625457372488e-07,1.66e-07,1.66e-07,6.439340594905011e-08,1.0119205132196928e-07
4.74,3.3140051080678277e-06,0.0096,1.0404781902869602e-05,0.00028,1.0403787010937431e-05,0.0005,9.645320596044646e-06,0.000846,0.01,0.00056,1.088124255352271e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886516799570242,8.390565870690202e-05,1.0,5.026682947917281e-07,4.3299653925084644e-07,4.844263346955389e-07,3.6621728510396133e-07,3.1881823056970476e-07,3.3562263482760806e-07,1.66e-07,1.66e-07,6.439320038680496e-08,1.0119169924285064e-07
4.75,3.3139946405987972e-06,0.0096,1.0405478322517294e-05,0.00028,1.0404472963116092e-05,0.0005,9.644806723580163e-06,0.000846,0.01,0.00056,1.0882898255377606e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886404918923343,8.390495388588143e-05,1.0,5.026667070860255e-07,4.3305407149968705e-07,4.844005259780379e-07,3.662973542826114e-07,3.1886674230291284e-07,3.3561981554352574e-07,1.66e-07,1.66e-07,6.439299476868509e-08,1.0119134756701208e-07
4.76,3.313984160977924e-06,0.0096,1.0406174151243256e-05,0.00028,1.0405158312221183e-05,0.0005,9.644293683853117e-06,0.000846,0.01,0.00056,1.0884553214549368e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886293009332854,8.390424987287879e-05,1.0,5.026651175371315e-07,4.331115578729199e-07,4.843747590839205e-07,3.6637689551821575e-07,3.1891523227565355e-07,3.3561699949151517e-07,1.66e-07,1.66e-07,6.439278909595962e-08,1.0119099629088229e-07
4.7700000000000005,3.3139736692680517e-06,0.0096,1.0406869389494496e-05,0.00028,1.040584305876255e-05,0.0005,9.643781475961856e-06,0.000846,0.01,0.00056,1.0886207431695127e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886181071489975,8.390354666071263e-05,1.0,5.02663526154578e-07,4.3316899840047906e-07,4.843490339679024e-07,3.6645591470699105e-07,3.189637005071809e-07,3.3561418664285054e-07,1.66e-07,1.66e-07,6.439258336989783e-08,1.0119064541088977e-07
4.78,3.3139631655320223e-06,0.0096,1.0407564037718016e-05,0.00028,1.0406527203250041e-05,0.0005,9.643270099004725e-06,0.000846,0.01,0.00056,1.0887860907472004e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016886069106085902,8.390284424220147e-05,1.0,5.02661932947897e-07,4.3322639311231754e-07,4.843233505846987e-07,3.6653441774510653e-07,3.190121470167482e-07,3.356113769688059e-07,1.66e-07,1.66e-07,6.439237759176894e-08,1.0119029492346288e-07
4.79,3.3139526498326787e-06,0.0096,1.0408258096360823e-05,0.00028,1.0407210746193504e-05,0.0005,9.64275955208007e-06,0.000846,0.01,0.00056,1.0889513642537127e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016885957113811832,8.390214261016386e-05,1.0,5.026603379266207e-07,4.3328374203840754e-07,4.842977088890247e-07,3.666124105287721e-07,3.190605718236093e-07,3.356085704406554e-07,1.66e-07,1.66e-07,6.439217176284224e-08,1.0118994482502984e-07
4.8,3.3139421222328636e-06,0.0096,1.0408951565869919e-05,0.00028,1.0407893688102785e-05,0.0005,9.642249834286234e-06,0.000846,0.01,0.00056,1.0891165637547621e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688584509535896,8.390144175741832e-05,1.0,5.026587411002807e-07,4.333410452087405e-07,4.84272108835596e-07,3.66689898954157e-07,3.1910897494701776e-07,3.356057670296733e-07,1.66e-07,1.66e-07,6.439196588438705e-08,1.0118959511201867e-07
4.8100000000000005,3.31393158279542e-06,0.0096,1.0409644446692313e-05,0.00028,1.0408576029487734e-05,0.0005,9.641740944721564e-06,0.000846,0.01,0.00056,1.089281689316061e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016885733051418488,8.390074167678339e-05,1.0,5.026571424784092e-07,4.3339830265332687e-07,4.842465503791275e-07,3.667668889174508e-07,3.1915735640622726e-07,3.3560296670713357e-07,1.66e-07,1.66e-07,6.43917599576727e-08,1.011892457808573e-07
4.82,3.3139210315831905e-06,0.0096,1.0410336739275006e-05,0.00028,1.0409257770858198e-05,0.0005,9.641232882484408e-06,0.000846,0.01,0.00056,1.089446741003322e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688562098268161,8.390004236107762e-05,1.0,5.026555420705383e-07,4.334555144021958e-07,4.84221033474335e-07,3.6684338631484984e-07,3.1920571622049134e-07,3.356001694443105e-07,1.66e-07,1.66e-07,6.439155398396864e-08,1.0118889682797348e-07
4.83,3.313910468659018e-06,0.0096,1.0411028444065004e-05,0.00028,1.0409938912724024e-05,0.0005,9.640725646673108e-06,0.000846,0.01,0.00056,1.0896117188822577e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016885508889839525,8.389934380311952e-05,1.0,5.026539398861998e-07,4.3351268048539573e-07,4.841955580759335e-07,3.6691939704255725e-07,3.1925405440906375e-07,3.355973752124781e-07,1.66e-07,1.66e-07,6.439134796454428e-08,1.0118854824979476e-07
4.84,3.313899894085745e-06,0.0096,1.0411719561509314e-05,0.00028,1.041061945559506e-05,0.0005,9.640219236386011e-06,0.000846,0.01,0.00056,1.0897766230185807e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688539677358343,8.389864599572764e-05,1.0,5.026523359349257e-07,4.335698009329941e-07,4.841701241386384e-07,3.6699492699674905e-07,3.1930237099119814e-07,3.355945839829106e-07,1.66e-07,1.66e-07,6.439114190066902e-08,1.0118820004274866e-07
4.8500000000000005,3.313889307926215e-06,0.0096,1.0412410092054937e-05,0.00028,1.0411299399981154e-05,0.0005,9.639713650721462e-06,0.000846,0.01,0.00056,1.0899414534780036e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688528463460452,8.38979489317205e-05,1.0,5.026507302262482e-07,4.3362687577507707e-07,4.841447316171651e-07,3.670699820736148e-07,3.193506659861481e-07,3.35591795726882e-07,1.66e-07,1.66e-07,6.439093579361243e-08,1.0118785220326242e-07
4.86,3.3138787102432698e-06,0.0096,1.0413100036148881e-05,0.00028,1.0411978746392153e-05,0.0005,9.639208888777807e-06,0.000846,0.01,0.00056,1.0901062103262387e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016885172473593993,8.389725260391665e-05,1.0,5.026491227696991e-07,4.336839050417501e-07,4.841193804662289e-07,3.6714456816934406e-07,3.193989394131673e-07,3.355890104156666e-07,1.66e-07,1.66e-07,6.439072964464401e-08,1.0118750472776318e-07
4.87,3.3138681010997525e-06,0.0096,1.041378939423815e-05,0.00028,1.0412657495337903e-05,0.0005,9.63870494965339e-06,0.000846,0.01,0.00056,1.0902708936289986e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016885060291243047,8.389655700513461e-05,1.0,5.026475135748104e-07,4.3374088876313694e-07,4.840940706405451e-07,3.672186911801332e-07,3.194471912915093e-07,3.3558622802053846e-07,1.66e-07,1.66e-07,6.439052345503333e-08,1.0118715761267793e-07
4.88,3.313857480558506e-06,0.0096,1.0414478166769747e-05,0.00028,1.0413335647328255e-05,0.0005,9.638201832446557e-06,0.000846,0.01,0.00056,1.0904355034519959e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884948088242882,8.389586212819291e-05,1.0,5.026459026511141e-07,4.3379782696938086e-07,4.840688020948289e-07,3.6729235700217177e-07,3.194954216404279e-07,3.355834485127717e-07,1.66e-07,1.66e-07,6.439031722604998e-08,1.011868108544335e-07
4.89,3.313846848682373e-06,0.0096,1.0415166354190678e-05,0.00028,1.0414013202873054e-05,0.0005,9.637699536255656e-06,0.000846,0.01,0.00056,1.0906000398609431e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884835865284688,8.389516796591011e-05,1.0,5.026442900081423e-07,4.3385471969064367e-07,4.840435747837958e-07,3.67365571531629e-07,3.195436304791766e-07,3.3558067186364045e-07,1.66e-07,1.66e-07,6.439011095896357e-08,1.0118646444945665e-07
4.9,3.313836205534197e-06,0.0096,1.041585395694795e-05,0.00028,1.0414690162482149e-05,0.0005,9.637198060179029e-06,0.000846,0.01,0.00056,1.090764502921553e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884723623059668,8.389447451110473e-05,1.0,5.02642675655427e-07,4.3391156695710627e-07,4.840183886621611e-07,3.6743834066471485e-07,3.195918178270092e-07,3.3557789804441893e-07,1.66e-07,1.66e-07,6.438990465504383e-08,1.0118611839417383e-07
4.91,3.3138255511768194e-06,0.0096,1.0416540975488565e-05,0.00028,1.0415366526665387e-05,0.0005,9.636697403315025e-06,0.000846,0.01,0.00056,1.0909288926995378e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884611362259018,8.38937817565953e-05,1.0,5.026410596024999e-07,4.339683687989681e-07,4.839932436846402e-07,3.675106702976188e-07,3.196399837031792e-07,3.355751270263812e-07,1.66e-07,1.66e-07,6.438969831556042e-08,1.011857726850115e-07
4.92,3.3138148856730838e-06,0.0096,1.0417227410259528e-05,0.00028,1.0416042295932615e-05,0.0005,9.636197564761985e-06,0.000846,0.01,0.00056,1.0910932092606102e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884499083573936,8.389308969520034e-05,1.0,5.026394418588933e-07,4.3402512524644733e-07,4.839681398059481e-07,3.675825663265305e-07,3.1968812812694023e-07,3.355723587808014e-07,1.66e-07,1.66e-07,6.438949194178309e-08,1.0118542731839588e-07
4.93,3.313804207141352e-06,0.0096,1.0417913260522396e-05,0.00028,1.041671746766375e-05,0.0005,9.635698547888975e-06,0.000846,0.01,0.00056,1.0912574523021158e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884386758164038,8.389239861771305e-05,1.0,5.026378221392002e-07,4.3408183614995784e-07,4.83943077195293e-07,3.6765378763728055e-07,3.1973625100961534e-07,3.355695944708522e-07,1.66e-07,1.66e-07,6.438928548070055e-08,1.0118508243945658e-07
4.94,3.313793514866105e-06,0.0096,1.0418598526249644e-05,0.00028,1.0417392041115753e-05,0.0005,9.63520035350388e-06,0.000846,0.01,0.00056,1.0914216217423125e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884274374899243,8.389170863622903e-05,1.0,5.026362003348908e-07,4.341385014677334e-07,4.839180558932497e-07,3.6772424124957153e-07,3.197843523272541e-07,3.3556683454491613e-07,1.66e-07,1.66e-07,6.4389078911853e-08,1.011847381041494e-07
4.95,3.3137828112343083e-06,0.0096,1.0419283209305177e-05,0.00028,1.0418066020539488e-05,0.0005,9.634702975600505e-06,0.000846,0.01,0.00056,1.0915857180872001e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688416196976809,8.389101938741545e-05,1.0,5.026345768080198e-07,4.341951214449596e-07,4.838930755981635e-07,3.677942282964301e-07,3.198324322281135e-07,3.355640775496618e-07,1.66e-07,1.66e-07,6.438887230138857e-08,1.0118439413116624e-07
4.96,3.3137720962974737e-06,0.0096,1.0419967310129092e-05,0.00028,1.0418739406426568e-05,0.0005,9.634206413302086e-06,0.000846,0.01,0.00056,1.0917497414003445e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016884049543289695,8.389033086582718e-05,1.0,5.026329515664007e-07,4.3425169611087447e-07,4.838681362659997e-07,3.6786375323466584e-07,3.1988049073081813e-07,3.355613234633087e-07,1.66e-07,1.66e-07,6.438866565026059e-08,1.0118405051780013e-07
4.97,3.313761370107113e-06,0.0096,1.0420650829161485e-05,0.00028,1.04194121992686e-05,0.0005,9.633710665731853e-06,0.000846,0.01,0.00056,1.0919136917453117e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688393709598317,8.388964306601909e-05,1.0,5.026313246178469e-07,4.343082254947346e-07,4.838432378527235e-07,3.679328205211289e-07,3.1992852785399284e-07,3.3555857226407637e-07,1.66e-07,1.66e-07,6.438845895942241e-08,1.0118370726134403e-07
4.98,3.3137506327147387e-06,0.0096,1.0421333766842454e-05,0.00028,1.0420084399557196e-05,0.0005,9.633215732013038e-06,0.000846,0.01,0.00056,1.0920775691856678e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016883824628367627,8.388895598254603e-05,1.0,5.026296959701715e-07,4.3436470962581474e-07,4.838183803142999e-07,3.6800143461263566e-07,3.199765436162623e-07,3.3555582393018417e-07,1.66e-07,1.66e-07,6.438825222982743e-08,1.0118336435909076e-07
4.99,3.313739884171863e-06,0.0096,1.0422016123612095e-05,0.00028,1.0420756007783962e-05,0.0005,9.63272161126887e-06,0.000846,0.01,0.00056,1.0922413737849787e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016883712140962183,8.388826960996289e-05,1.0,5.026280656311881e-07,4.344211485334082e-07,4.837935636066943e-07,3.6806959996603627e-07,3.200245380362512e-07,3.3555307843985156e-07,1.66e-07,1.66e-07,6.438804546242907e-08,1.0118302180833304e-07
5.0,3.3137291245299973e-06,0.0096,1.0422697899910506e-05,0.00028,1.0421427024440506e-05,0.0005,9.632228302622582e-06,0.000846,0.01,0.00056,1.0924051056068106e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688359963428595,8.38875839428245e-05,1.0,5.0262643360871e-07,4.344775422468266e-07,4.837687876858719e-07,3.681373210381606e-07,3.2007251113258425e-07,3.3555033577129805e-07,1.66e-07,1.66e-07,6.438783865818077e-08,1.0118267960636344e-07
5.01,3.3137183538406545e-06,0.0096,1.0423379096177782e-05,0.00028,1.042209745001844e-05,0.0005,9.631735805197406e-06,0.000846,0.01,0.00056,1.0925687647147294e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688348710885804,8.388689897568575e-05,1.0,5.026247999105504e-07,4.345338907953999e-07,4.837440525077978e-07,3.682046022858318e-07,3.201204629238863e-07,3.35547595902743e-07,1.66e-07,1.66e-07,6.4387631818036e-08,1.0118233775047448e-07
5.0200000000000005,3.313707572155346e-06,0.0096,1.0424059712854025e-05,0.00028,1.0422767285009373e-05,0.0005,9.631244118116573e-06,0.000846,0.01,0.00056,1.0927323511723013e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016883374565197564,8.388621470310148e-05,1.0,5.026231645445228e-07,4.345901942084765e-07,4.837193580284373e-07,3.682714481659e-07,3.2016839342878193e-07,3.355448588124059e-07,1.66e-07,1.66e-07,6.438742494294827e-08,1.0118199623795849e-07
5.03,3.3136967795255844e-06,0.0096,1.0424739750379326e-05,0.00028,1.0423436529904914e-05,0.0005,9.630753240503314e-06,0.000846,0.01,0.00056,1.092895865043092e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016883262003823644,8.388553111962658e-05,1.0,5.026215275184406e-07,4.346464525154228e-07,4.836947042037553e-07,3.683378631351951e-07,3.202163026658959e-07,3.355421244785063e-07,1.66e-07,1.66e-07,6.438721803387109e-08,1.0118165506610779e-07
5.04,3.3136859760028813e-06,0.0096,1.0425419209193787e-05,0.00028,1.042410518519667e-05,0.0005,9.630263171480862e-06,0.000846,0.01,0.00056,1.0930593063906678e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016883149425255385,8.38848482198159e-05,1.0,5.026198888401169e-07,4.347026657456237e-07,4.836700909897175e-07,3.6840385165052663e-07,3.202641906538529e-07,3.3553939287926363e-07,1.66e-07,1.66e-07,6.4387011091758e-08,1.0118131423221444e-07
5.05,3.313675161638749e-06,0.0096,1.0426098089737502e-05,0.00028,1.0424773251376255e-05,0.0005,9.629773910172445e-06,0.000846,0.01,0.00056,1.0932226752785947e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016883036830011908,8.38841659982243e-05,1.0,5.026182485173654e-07,4.347588339284823e-07,4.836455183422886e-07,3.6846941816876514e-07,3.203120574112777e-07,3.355366639928972e-07,1.66e-07,1.66e-07,6.43868041175626e-08,1.0118097373357053e-07
5.0600000000000005,3.3136643364846997e-06,0.0096,1.0426776392450569e-05,0.00028,1.0425440728935271e-05,0.0005,9.629285455701298e-06,0.000846,0.01,0.00056,1.0933859717704387e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016882924218612319,8.388348444940665e-05,1.0,5.026166065579992e-07,4.3481495709341974e-07,4.836209862174342e-07,3.6853456714672694e-07,3.2035990295679503e-07,3.355339377976266e-07,1.66e-07,1.66e-07,6.438659711223847e-08,1.0118063356746795e-07
5.07,3.313653500592245e-06,0.0096,1.0427454117773086e-05,0.00028,1.0426107618365335e-05,0.0005,9.628797807190649e-06,0.000846,0.01,0.00056,1.0935491959297658e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016882811591575737,8.388280356791782e-05,1.0,5.026149629698317e-07,4.3487103526987584e-07,4.835964945711192e-07,3.6859930304125545e-07,3.2040772730902955e-07,3.355312142716713e-07,1.66e-07,1.66e-07,6.438639007673926e-08,1.0118029373119852e-07
5.08,3.3136426540128976e-06,0.0096,1.0428131266145149e-05,0.00028,1.042677392015805e-05,0.0005,9.628310963763733e-06,0.000846,0.01,0.00056,1.093712347820142e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016882698949421273,8.388212334831268e-05,1.0,5.026133177606762e-07,4.349270684873079e-07,4.83572043359309e-07,3.686636303091602e-07,3.2045553048660596e-07,3.3552849339325074e-07,1.66e-07,1.66e-07,6.43861830120186e-08,1.0117995422205391e-07
5.09,3.3136317967981694e-06,0.0096,1.0428807838006856e-05,0.00028,1.0427439634805028e-05,0.0005,9.627824924543779e-06,0.000846,0.01,0.00056,1.0938754275051336e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688258629266804,8.388144378514606e-05,1.0,5.026116709383462e-07,4.349830567751921e-07,4.835476325379686e-07,3.687275534072914e-07,3.2050331250814914e-07,3.3552577514058424e-07,1.66e-07,1.66e-07,6.438597591903017e-08,1.0117961503732571e-07
5.1000000000000005,3.313620928999572e-06,0.0096,1.0429483833798302e-05,0.00028,1.0428104762797877e-05,0.0005,9.627339688654019e-06,0.000846,0.01,0.00056,1.0940384350483063e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016882473621835156,8.388076487297286e-05,1.0,5.026100225106551e-07,4.3503900016302217e-07,4.835232620630633e-07,3.687910767924925e-07,3.2055107339228364e-07,3.3552305949189147e-07,1.66e-07,1.66e-07,6.43857687987277e-08,1.0117927617430538e-07
5.11,3.3136100506686183e-06,0.0096,1.0430159253959588e-05,0.00028,1.042876930462821e-05,0.0005,9.626855255217684e-06,0.000846,0.01,0.00056,1.0942013705132262e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688236093744173,8.388008660634792e-05,1.0,5.02608372485416e-07,4.3509489868031044e-07,4.834989318905583e-07,3.6885420492157976e-07,3.2059881315763424e-07,3.355203464253917e-07,1.66e-07,1.66e-07,6.438556165206493e-08,1.0117893763028426e-07
5.12,3.3135991618568193e-06,0.0096,1.0430834098930807e-05,0.00028,1.042943326078763e-05,0.0005,9.626371623358006e-06,0.000846,0.01,0.00056,1.0943642339634594e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016882248240006876,8.387940897982612e-05,1.0,5.026067208704423e-07,4.351507523565869e-07,4.834746419764188e-07,3.689169422514034e-07,3.2064653182282566e-07,3.3551763591930447e-07,1.66e-07,1.66e-07,6.438535447999558e-08,1.0117859940255364e-07
5.13,3.3135882626156882e-06,0.0096,1.0431508369152058e-05,0.00028,1.043009663176775e-05,0.0005,9.625888792198217e-06,0.000846,0.01,0.00056,1.0945270254625718e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001688213553004971,8.387873198796233e-05,1.0,5.026050676735475e-07,4.3520656122139986e-07,4.834503922766101e-07,3.689792932387798e-07,3.206942294064826e-07,3.3551492795184935e-07,1.66e-07,1.66e-07,6.438514728347345e-08,1.0117826148840463e-07
