Time,G_p,G_t,I_l,I_p,Q_sto1,Q_gut,I_1,I_d,X,I_po,Y,Q_sto2,V_G,k_1,k_2,G_b,V_I,m_1,m_2,m_4,m_5,m_6,HE_b,I_b,S_b,S_b_minus,k_max,k_min,k_abs,k_gri,f,b,d,BW,k_p1,k_p2,k_p3,k_p4,k_i,U_ii,V_m0,V_mX,K_m0,p_2U,part,K,alpha,beta,gamma,k_e1,k_e2,D,aa,cc,EGP,V_mmax,E,S,I,G,HE,m_3,Q_sto,Ra,k_empt,U_idm,U_id,U,S_po,Compartment1
3.94,179.21370203105334,135.59604345295222,5.581791288300106,1.4396091410938991,62605.731203855896,1499.615352399274,25.04625084598354,25.00041442156041,0.1883677722512718,4.556451765369465,-0.0028967224691053037,13775.803339099813,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8170587768409117,2.007082628236648,0.0,2.2782258826847324,28.792182821877983,95.32643725056029,0.5778419331663841,0.26006838652898284,76381.5345429557,0.9862854817702918,0.0552336353557697,0.7534966209387668,0.7534966209387668,1.7534966209387668,2.8572332969802097,1.0
3.95,179.22238568585894,135.59787849842516,5.586428107410645,1.4404555316109893,62570.80695061805,1506.3749610088641,25.04654743074888,25.000418054201194,0.1895632355167992,4.562249765560856,-0.0028771979894050294,13803.111277030323,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8166821920602247,2.0071275776554316,0.0,2.281124882780428,28.809110632219785,95.33105621588241,0.577753803563475,0.25997444998551256,76373.91822764836,0.99073122435583,0.05523211535936341,0.7535198648892264,0.7535198648892264,1.7535198648892263,2.8617178663110536,1.0
3.96,179.2311058582294,135.59971751599647,5.591082410051824,1.4413049995990763,62535.90217967738,1513.1455764822792,25.046845331781054,25.000421710036246,0.1907639155996135,4.568063608517614,-0.002857428756401886,13830.38486968362,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8163045513010039,2.0071727232265455,0.0,2.284031804258807,28.826099991981526,95.33569460544118,0.5776654331505323,0.25988029612958846,76366.287049361,0.9951842060710376,0.05523058835476991,0.7535431964872558,0.7535431964872558,1.7535431964872559,2.866207724864321,1.0
3.97,179.23986258932274,135.601560525389,5.5957542324347065,1.4421575573688383,62501.016880165786,1519.9271717904146,25.04714455385411,25.000425389167894,0.19196983120900768,4.573893267942534,-0.0028374138238935883,13857.624148690442,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.815925856101063,2.007218065653459,0.0,2.286946633971267,28.843151147376766,95.34035244112913,0.5775768223272735,0.25978592568422704,76358.64102885623,0.9996444091390805,0.055229054312007024,0.75356661606779,0.75356661606779,1.7535666160677899,2.8707028523525766,1.0
3.98,179.24865592012483,135.60340754633302,5.600443610574527,1.4430132172124615,62466.15104122122,1526.7197199288037,25.04744510176179,25.000429091698845,0.1931810011321788,4.579738717473658,-0.0028171522449620436,13884.829145666194,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8155461080025765,2.0072636056425703,0.0,2.289869358736829,28.860264344249227,95.34502974474725,0.5774879714944003,0.25969133937326916,76350.98018688742,1.0041118157993287,0.055227513200940305,0.7535901239669089,0.7535901239669089,1.753590123966909,2.875203228528669,1.0
3.99,179.25748589144982,135.60525859856605,5.605150580291318,1.443871991403204,62431.304651987695,1533.5231939175624,25.04774698031754,25.000432817732168,0.19439744423421354,4.58559993068532,-0.0027966430719793805,13911.999892211,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8151653085520134,2.0073093439032066,0.0,2.29279996534266,28.87743982806408,95.34972653800523,0.5773988810535832,0.2595965379213556,76343.30454419869,1.00858640830732,0.05522596499128238,0.7536137205218367,0.7536137205218367,1.7536137205218367,2.8797088331855605,1.0
4.0,179.26635254394037,135.6071137018328,5.609875177210535,1.4447338921949624,62396.47770161527,1540.3375668013289,25.0480501943545,25.00043656737131,0.1956191794580727,4.591476881089185,-0.0027758853566139923,13939.136419909752,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.814783459300072,2.007355281147624,0.0,2.2957384405445924,28.894677843899245,95.35444284252148,0.5773095514074444,0.2595015220539012,76335.61412152502,1.0130681689347203,0.05522440965259229,0.753637406070942,0.753637406070942,1.753637406070942,2.884219646156125,1.0
4.01,179.27525591806815,135.60897287588497,5.614617436763687,1.4455989318218367,62361.67017926009,1547.1628116492084,25.048354748725497,25.000440340720086,0.19684622582457642,4.597369542135299,-0.0027548781498365647,13966.238760332139,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8144005618016148,2.0074014180910043,0.0,2.2986847710676495,28.911978636436732,95.35917867982349,0.5772199829595435,0.2594062924970708,76327.90893959222,1.017557079969287,0.05522284715427479,0.7536611809537362,0.7536611809537362,1.7536611809537361,2.888735647313027,1.0
4.0200000000000005,179.28419605413424,135.61083614048115,5.61937739418897,1.446467122497696,62326.88207408429,1553.9989015547144,25.048660648303077,25.000444137882695,0.1980786024323892,4.6032778872131335,-0.0027336205019261135,13993.306945032718,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8140166176156023,2.0074477554514583,0.0,2.3016389436065667,28.929342449953918,95.36393407134801,0.5771301761143603,0.2593108499777543,76320.18901911701,1.0220531237148316,0.055221277465579685,0.7536850455108743,0.7536850455108743,1.7536850455108743,2.8932568165684738,1.0
4.03,179.29317299193434,135.61270351547506,5.624155084651113,1.4473384773960754,62292.11337525655,1560.8458096049426,25.048967897815935,25.00044795896371,0.19931632777384228,4.609201887983419,-0.0027121114590657786,14020.341005589224,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8136316284088894,2.007494293924297,0.0,2.3046009439917094,28.946769547921505,95.36870903826295,0.5770401313026521,0.2592151952504882,76312.45438084577,1.026556282470943,0.05521970055560904,0.7537090000748013,0.7537090000748013,1.7537090000748012,2.897783134015003,1.0
4.04,179.30218677105697,135.61457502073694,5.628950543136036,1.4482130097783772,62257.36407195165,1567.7035089078631,25.049276501994285,25.00045180406809,0.20055942034303426,4.61514151586286,-0.002690350066380036,14047.340973568598,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8132455958638427,2.007541034204898,0.0,2.30757075793143,28.964260195567544,95.37350360162606,0.5769498489588846,0.2591193290734324,76304.70504552024,1.0310665385509408,0.05521811639330958,0.7537330449780649,0.7537330449780649,1.7537330449780648,2.9023145798000503,1.0
4.05,179.3112374317886,135.61645067591428,5.633763804129681,1.4490907303473972,62222.63415334918,1574.5719726753043,25.0495864660113,25.000455673301147,0.20180790048245478,4.621096746530577,-0.00266833537714543,14074.306880423685,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8128585213979442,2.00758797705814,0.0,2.3105483732652883,28.981814606947943,95.37831778286629,0.5768593294527352,0.2590232521356678,76296.94103377286,1.0355838743364503,0.05521652494745052,0.7537571805785542,0.7537571805785542,1.7537571805785541,2.9068511337453726,1.0
4.0600000000000005,179.32032501372984,135.61833050079736,5.638594902111019,1.4499716512955527,62187.92360863549,1581.4511740958328,25.049897794807677,25.0004595667686,0.20306178755745563,4.6270675530355065,-0.0026460664387126503,14101.238757651407,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.812470406592656,2.0076351232121605,0.0,2.3135337765177533,28.999433025911053,95.38315160304779,0.5767685731938603,0.2589269651684659,76289.1623662869,1.0401082721937978,0.055214926186655536,0.75378140722088,0.75378140722088,1.7537814072208802,2.9113927759289,1.0
4.07,179.32944955631135,135.62021451518297,5.643443871369276,1.4508557847963848,62153.23242700296,1588.3410863820227,25.05021049334324,25.000463484576546,0.20432110100869605,4.633053908365231,-0.002623542297758634,14128.136636733894,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8120812530335861,2.007682473397927,0.0,2.3165269541826157,29.017115695927693,95.38800508314434,0.5766775805928485,0.25883046890379313,76281.36906373686,1.0446397145050998,0.055213320079389935,0.7538057252507596,0.7538057252507596,1.7538057252507597,2.915939486467761,1.0
4.08,179.33861109879427,135.62210273887405,5.648310746004571,1.4517431430042058,62118.56059765,1595.241682770398,25.050524566596906,25.000467426831456,0.2055858603520695,4.63905578544687,-0.0026007620002922965,14155.00054913856,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8116910623104323,2.0077300283492376,0.0,2.319527892723435,29.034862860084115,95.39287824403951,0.5765863520612076,0.25873376407428866,76273.56114678856,1.0491781836682235,0.05521170659395999,0.7538301350150147,0.7538301350150147,1.7538301350150147,2.9204912455180985,1.0
4.09,179.3478096802706,135.62399519167988,5.653195559928557,1.4526337380537506,62083.90810978105,1602.1529365213707,25.050840019566692,25.000471393640197,0.20685608517862927,4.645073157147984,-0.0025777245916602802,14181.830526318132,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.811299836016925,2.0077777888027164,0.0,2.322536578573992,29.05267476107501,95.39777110652692,0.5764948880113506,0.2586368514132418,76265.73863609918,1.0537236620967478,0.05521008569851218,0.7538546368615715,0.7538546368615715,1.7538546368615715,2.925048033274951,1.0
4.1,179.35704533966342,135.62589189341566,5.658098346865058,1.4535275820598255,62049.27495260655,1609.0748209191813,25.051156857269685,25.000475385110025,0.2081317951545148,4.6511059962774794,-0.002554429116552695,14208.626599710706,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8109075757507689,2.00782575549781,0.0,2.3255529981387397,29.07055164119651,95.40268369131033,0.5764031888565824,0.2585397316545697,76257.90155231726,1.0582761322199232,0.05520845736103253,0.7538792311394574,0.7538792311394574,1.7538792311394573,2.92960982997203,1.0
4.11,179.36631811572744,135.62779286390253,5.663019140350707,1.4544246871169582,62014.66111534299,1616.0073092718378,25.05147508474204,25.000479401348578,0.20941301002087787,4.6571542755865005,-0.0025308746190088596,14235.38880073979,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8105142831135899,2.007873929176785,0.0,2.3285771377932503,29.08849374233916,95.40761601900397,0.5763112550110852,0.2584424055327952,76250.04991608279,1.0628355764826318,0.05520682154934591,0.753903918198801,0.753903918198801,1.753903918198801,2.934176615881601,1.0
4.12,179.37562804704922,135.62969812296734,5.667957973735586,1.4553250652990475,61980.06658721286,1622.9503749110543,25.051794707038965,25.000483442463885,0.21069974959380824,4.663217967769337,-0.0025070601424230514,14262.117160814363,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8101199597108764,2.0079223105847275,0.0,2.3316089838846685,29.10650130598095,95.41256811013257,0.5762190868899061,0.2583448737830247,76242.18374802722,1.0674019773453474,0.055205178231115294,0.753928698390831,0.753928698390831,1.753928698390831,2.938748371314289,1.0
4.13,179.3849751720475,135.6316076904426,5.672914880183864,1.4562287286590128,61945.49135744464,1629.9039911921932,25.0521157292347,25.000487508564373,0.2119920337642605,4.669297045464324,-0.0024829847295502363,14288.811711328915,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8097246071519255,2.0079709004695365,0.0,2.334648522732162,29.124574573180254,95.41753998513165,0.5761266849089423,0.2582471371409253,76234.30306877356,1.0719753172840965,0.05520352737384106,0.7539535720678725,0.7539535720678725,1.7539535720678725,2.943325076618943,1.0
4.14,179.3943595289737,135.63352158616624,5.67788989267444,1.4571356892284442,61910.93541527285,1636.8681314942035,25.05243815642252,25.000491599758856,0.21328988249797978,4.67539148125474,-0.00245864742251182,14315.472483663503,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8093282270497832,2.008019699581924,0.0,2.33769574062737,29.142713784568883,95.42253166434772,0.576034049484928,0.25814919634270367,76226.40789893635,1.0765555787904186,0.05520186894486029,0.7539785395833488,0.7539785395833488,1.7539785395833487,2.9479067121824345,1.0
4.15,179.40378115591218,135.63543982998164,5.682883044001573,1.4580459590172519,61876.39874993799,1643.8427692195608,25.052761993714707,25.000495716156546,0.21459331583542787,4.68150124766971,-0.002434047262801384,14342.099509183794,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8089308210211879,2.0080687086754123,0.0,2.340750623834855,29.160919180345036,95.4275431680384,0.5759411810354205,0.2580510521250831,76218.49825912178,1.0811427443713266,0.05520020291134603,0.7540036012917787,0.7540036012917787,1.7540036012917786,2.952493258429526,1.0
4.16,179.4132400907806,135.63736244173725,5.687894366775532,1.4589595500133157,61841.88135068658,1650.8278777942046,25.053087246242544,25.000499857867055,0.21590235389170917,4.687626317185105,-0.0024091832912904398,14368.692819241114,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.808532390686518,2.008117928506328,0.0,2.3438131585925523,29.17919100026631,95.43257451637265,0.5758480799787864,0.2579527052252818,76210.57416992768,1.0857367965492652,0.0551985292403066,0.754028757548773,0.754028757548773,1.754028757548773,2.9570846958226786,1.0
4.17,179.42273637133027,135.63928944128668,5.692923893423224,1.4598764741821353,61807.38320677112,1657.8234306674826,25.05341391915629,25.00050402500039,0.2172170168564973,4.6937666622244425,-0.0023840545482341543,14395.252445172502,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8081329376697326,2.0081673598338043,0.0,2.3468833311122212,29.197529483642704,95.437625729431,0.5757547467341885,0.25785415638099124,76202.63565194362,1.0903377178620752,0.05519684789858483,0.7540540087110376,0.7540540087110376,1.7540540087110377,2.96168100486191,1.0
4.18,179.43227003514662,135.6412208484884,5.697971656188841,1.46079674346648,61772.90430745012,1664.8294013120862,25.0537420176252,25.000508217666955,0.21853732499396086,4.699922255159788,-0.0023586600732771047,14421.778418300759,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8077324635983145,2.008217003419773,0.0,2.349961127579894,29.215934869329597,95.44269682720565,0.5756611817215712,0.2577554063303537,76194.68272575087,1.0949454908629492,0.05519515885285735,0.7540793551363678,0.7540793551363678,1.7540793551363678,2.966282166084611,1.0
4.19,179.44184111964935,135.64315668320572,5.703037687134495,1.461720369786037,61738.444641988055,1671.845763223993,25.054071546837463,25.000512435977555,0.21986329864268975,4.706093068312658,-0.002332998905459014,14448.270769934492,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8073309701032163,2.0082668600289653,0.0,2.353046534156329,29.23440739572074,95.44778782960073,0.5755673853616476,0.25765645581194063,76186.71541192255,1.0995600981203955,0.05519346206963389,0.75410479718365,0.75410479718365,1.75410479718365,2.9708881600653942,1.0
4.2,179.451449662093,135.64509696530652,5.708122018140859,1.4626473650370635,61704.00419965543,1678.872489922403,25.054402512000237,25.000516680043408,0.22119495821562077,4.712279073954914,-0.0023070700832205013,14474.72953136816,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8069284588188008,2.0083169304289075,0.0,2.356139536977457,29.25294730074127,95.45289875643246,0.5754733580758853,0.25755730556473067,76178.73373102359,1.1041815222181959,0.05519175751525648,0.7541303352128581,0.7541303352128581,1.754130335212858,2.975498967415919,1.0
4.21,179.46109569956718,135.64704171466332,5.713224680907801,1.4635777410920343,61669.58296972869,1685.9095549496828,25.054734918339598,25.000520949976117,0.22253232419996452,4.71848024430967,-0.0022808726444088147,14501.15473388214,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8065249313827867,2.0083672153899186,0.0,2.359240122154835,29.271554821840684,95.45802962742935,0.575379100286493,0.2574579563280883,76170.73770361082,1.1088097457553683,0.05519004515589876,0.754155969585054,0.754155969585054,1.754155969585054,2.9801145687847326,1.0
4.22,179.47077926899695,135.64899095115288,5.71834570695503,1.4645115097992925,61635.18094149028,1692.9569318713015,25.05506877110055,25.00052524588771,0.223875417157131,4.724696551552191,-0.002254405626283577,14527.546408742752,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8061203894361917,2.008417715685108,0.0,2.3623482757760956,29.29023019598585,95.46318046223243,0.5752846124164067,0.25735840884174194,76162.72735023304,1.1134447513461254,0.05518832495756525,0.754181700662385,0.754181700662385,1.754181700662385,2.9847349448571032,1.0
4.23,179.480500406584,135.65094469480704,5.723485127573391,1.4654486845110821,61600.798104229434,1700.0145942158856,25.05540407530825,25.000529567890194,0.2252242567299229,4.73092796516831,-0.002227668059844082,14553.904587276264,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8057148347877605,2.008468432053045,0.0,2.365463982584155,29.30897369022164,95.46835128009789,0.5751898949294417,0.25725866388804997,76154.70269150569,1.118086521580448,0.055186596886106686,0.7542075287945896,0.7542075287945896,1.7542075287945895,2.9893600765726074,1.0
4.24,179.49025914901065,135.65290296548798,5.728642973931699,1.4663892767935816,61566.434447240434,1707.082515604054,25.055740836281874,25.000533916096458,0.2265788637791707,4.737174457642878,-0.0022006589820570497,14580.229300709787,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8053082690598796,2.008519365278097,0.0,2.368587228821439,29.32778553587163,95.47354210053759,0.5750949482438282,0.25715872220090696,76146.66374795022,1.1227350391088202,0.055184860907184746,0.7542334543480382,0.7542334543480382,1.7542334543480382,2.9939899446562848,1.0
4.25,179.5000555329789,135.65486578301244,5.733819277036694,1.4673332976868674,61532.089959823235,1714.160669698978,25.056079059437742,25.000538290619957,0.22793925956504615,4.743436002281659,-0.0021733774311798767,14606.520580232316,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8049006938241587,2.008570516159646,0.0,2.3717180011408296,29.346665953737347,95.47875294307389,0.5749997727653188,0.25705858450067076,76138.61054005555,1.1273902866097125,0.055183116986284364,0.7542594776946054,0.7542594776946054,1.7542594776946054,2.9986245297980316,1.0
