Time,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,a,b,c,d,e,f,h,g,i,j,k,l,m,n,o,s,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,q1,q2,q3,q4,dawn,dusk,dawn1,dusk1,dawn2,dusk2,L,D,parameter_1,An0,En0,Temp,Rgas,Am1,Em1,Ap1,Ep1,Am6,Em6,Am25,Em25,Am15,Em15,An12,En12,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cT_modif,cTm_degr,cY_m_trscr,cY_m_degr,cY_trsl,cY_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr
0.1,0.017228159717593585,0.15038204823918916,0.4362982918240419,1.006788609738659,0.05834847070766053,0.04272764887577199,0.00647838800565943,0.7834313576894818,0.02092370000327097,0.08316019106264196,0.07656021373422424,0.44039434394638516,0.38999653296382975,0.24466316599391796,0.23825971049351163,0.10141730133412719,0.10890368257593733,0.08503111194953078,0.32016961804185073,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.598687660112452,0.401312339887548,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.4386265128957545,0.4224628101530767,0.3501952312346708,0.1437376639986289,0.0564780056338205,0.011669694141532107,0.020189130106498546,0.07339894979817539,0.06556972848637002,0.09436148136936867,0.03436005117860897,0.05332729232970777,0.2739536334392046,0.10890368257593733,0.047917620333412424,0.030425190400238153,0.026073500577571046,0.46903068639383727,1.3774185779029784,0.44039434394638516,0.3082760407624696,0.07611652670178524,0.10988425212733291,0.02328485349753975,0.033264076425056785,0.012280311828722213,0.0032807308773986693,0.003239194002829715,0.002332219682037395,0.014618743601295708,0.4764656845717761,0.15038204823918916,0.03458787109501351,0.0034456319435187174,0.0854200225151015,0.45,0.38420354165022086,0.017006222389906157
0.11,0.01669649332790871,0.15365205585094685,0.43836554892620044,1.0068967363275223,0.05879784709849073,0.04260520896477407,0.0064790730958922075,0.7789772202309525,0.021135353552529917,0.08403130713897979,0.0789093105856047,0.4497879289274097,0.3897098099811767,0.24413123845502094,0.23806853534195777,0.10159559636554558,0.11055841259795525,0.08570775098647342,0.3199813488333656,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6082590307465146,0.39174096925348545,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.4308455281240195,0.4253995235742434,0.35148577383923824,0.14449936248814216,0.056826252702902064,0.011759569419698147,0.020063795543150548,0.07323937153650628,0.06542717190594562,0.09398048172746735,0.034336327552266704,0.05360352766061341,0.2764378017655891,0.11055841259795525,0.04864570154310031,0.030478678909663673,0.025975103392147897,0.4738199289512934,1.3913896496556386,0.4497879289274097,0.31485155024918676,0.0771831558714344,0.11115370407013159,0.023528765998914344,0.033612522855591916,0.012264951415408605,0.003335127963708583,0.0032395365479461037,0.0023324663145211947,0.01453403430421855,0.48154103075639376,0.15365205585094685,0.03533997284571778,0.003339298665581742,0.0840598338464616,0.45,0.3839776186000387,0.017141550197294683
0.12,0.016186868283831517,0.1569392345513742,0.4404378603532465,1.0068974126772292,0.05924979761572808,0.042483615150913395,0.006480302156687927,0.7744750114230017,0.021350663317587885,0.08491271054792647,0.08131371172479115,0.45922450988389885,0.3894254551775785,0.2435996569890227,0.23787438035339695,0.10178064564318094,0.11222092915336364,0.0863695934500191,0.3198087019307208,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6177478747692491,0.3822521252307509,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.422949832808896,0.4282662233841945,0.35272814020250953,0.1452606076306482,0.05717303555999888,0.011849959523145617,0.019939307458009217,0.0730798970967068,0.06528470807305808,0.09360297417161176,0.03431276328990192,0.053875827230805695,0.2788270303685282,0.11222092915336364,0.04937720882748,0.030534193692954282,0.02586222185285953,0.4784302923684492,1.4048414124240218,0.45922450988389885,0.32145715691872917,0.07823871746883261,0.11243232988120357,0.023775558953419415,0.03396508421917059,0.012250108744587273,0.0033904886042961727,0.0032401510783439634,0.0023329087764076537,0.014450227024060826,0.4864550160005004,0.1569392345513742,0.03609602394681607,0.0032373736567663037,0.08273090316443119,0.45,0.38377044231686497,0.01727391869000382
0.13,0.01569894811453833,0.1602417883703585,0.4425147425682473,1.0067902887167255,0.05970430191255092,0.04236286027397331,0.006482082166646921,0.7699263988401346,0.021569664953902386,0.08580446337372563,0.08377380846193613,0.4686984301148498,0.3891434333331028,0.24306842916167198,0.23767728762374932,0.10197246059799098,0.1138901992117169,0.08701699847275488,0.31965116340546923,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6271477663131955,0.37285223368680454,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.4149538856236552,0.4310599010512197,0.35392096849775606,0.14602119810223252,0.057518249588583044,0.011940860382510184,0.01981569345825649,0.07292052874850159,0.0651423390153281,0.09322918227167161,0.03428935634238483,0.054143981654653985,0.281119184026854,0.1138901992117169,0.05011168765315544,0.030591738179397292,0.02573503683144684,0.48285762125815285,1.4177618025226966,0.4686984301148498,0.32808890108039485,0.07928284141175171,0.11371999615582486,0.02402524974464318,0.03432178534949026,0.012235864644861726,0.0034468276107481634,0.0032410410833234606,0.0023335495799928917,0.014367342225435852,0.4912038195498277,0.1602417883703585,0.036855611325182454,0.0031397896229076665,0.08143655068668201,0.45,0.38358139608656305,0.017403399694550976
0.14,0.0152323485850126,0.16355789121158204,0.44459569695903506,1.0065752142357771,0.06016133846145448,0.04224293694256859,0.006484420235726812,0.7653331065251093,0.021792393480735646,0.08670662594641743,0.0862899521023109,0.478203937777553,0.3888637065282924,0.24253756283882366,0.2374773018147152,0.10217104740385408,0.11556517312310265,0.08765036816720773,0.3195081821600935,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6364525402815664,0.3635474597184336,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.40687231534370877,0.4337777266268216,0.3550630074620024,0.1467809299273834,0.057861790535576385,0.012032267692290897,0.019692980979305438,0.07276126885164709,0.06500006684080474,0.09285932072890446,0.03426610441246046,0.05440779195062225,0.2833123629979923,0.11556517312310265,0.050848676174165164,0.03065131422115622,0.025593765900843828,0.4870981998094885,1.4301400316014699,0.478203937777553,0.3347427564442871,0.08031521272125383,0.11501657042228017,0.024277855264996883,0.03468265037856697,0.012222299948704465,0.0035041598815560016,0.003242210117863406,0.002334391284861652,0.01428539888650484,0.4957840255568965,0.16355789121158204,0.03761831497866387,0.0030464697170025203,0.08017973495231286,0.45,0.3834098185921122,0.017530073633441546
0.15,0.014786667826187733,0.1668857163736769,0.4466802196924584,1.0062521771998372,0.06062088498824066,0.04212383768042064,0.0064873235620664885,0.7606968778950728,0.02201888346307905,0.08761925750099468,0.08886246270868105,0.48773527868916194,0.3885862354468266,0.24200706607028577,0.2372744688113039,0.10237640857622941,0.1172448014024356,0.08827011892120243,0.31937919814121957,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6456563062257954,0.3543436937742046,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.39871978692426024,0.4364170309930871,0.35615309846346954,0.14753960017020917,0.05820355623171748,0.012124176997648133,0.019571196708258718,0.07260211982108573,0.06485789370683659,0.09249359502337715,0.03424300506186721,0.054667069693291374,0.2854048934838128,0.1172448014024356,0.05158771261707166,0.030712922572868822,0.025438665665507825,0.4911487363392276,1.4419665420268022,0.48773527868916194,0.34141469508241334,0.08133558156720974,0.1163219270223972,0.024533392100278512,0.035047703000397876,0.012209495386086603,0.003562500452409551,0.0032436617810332443,0.002335436482343936,0.014204414509286846,0.5001926100955949,0.1668857163736769,0.03838371476594569,0.002957333565237547,0.07896322135100736,0.45,0.38325503776946346,0.017654023784240486
0.16,0.014361476988498934,0.17022343207426635,0.448767798977135,1.0058213396246023,0.06108291824719378,0.04200555488547854,0.006490799462803618,0.7560194858230509,0.02224916887471336,0.0885424159254226,0.09149162000163984,0.4972866823739054,0.3883109788528875,0.24147694714339174,0.23706883621578376,0.10258854185956906,0.11892803232176098,0.08887668972733977,0.31926363499906424,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6547534606063192,0.3452465393936808,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.39051095149136716,0.43897532896955027,0.35719019146981446,0.14829700599281054,0.05854344619738353,0.012216583649438756,0.01945036673012499,0.07244308414301752,0.06471582183442899,0.092132200878839,0.034220055667165364,0.05492163752163393,0.2873953338064113,0.11892803232176098,0.05232833422157483,0.030776562557870715,0.025270028459724765,0.49500637462845265,1.4532330397224276,0.4972866823739054,0.34810067766173375,0.08234375591819229,0.11763594617935585,0.02479187645911833,0.03541696637016904,0.012197531300243132,0.0036218644647576723,0.003245399731401809,0.0023366878066093024,0.014124405073893455,0.5044269504167109,0.17022343207426635,0.039151389377081264,0.0028722953976997867,0.0777895028364643,0.45,0.38311636199887705,0.017775337945467953
0.17,0.013956314956086947,0.1735691901421551,0.45085791281226334,1.0052830282150689,0.061547414051236295,0.041888080796527415,0.00649485536108281,0.7513027414035418,0.022483283162198768,0.08947615769434424,0.09417766943904192,0.5068523264095393,0.38803789348864814,0.24094721458255633,0.2368604535081557,0.10280744067840435,0.12061380531765671,0.08947054790158528,0.31916089342474085,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6637386974043527,0.33626130259564735,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.3822603400815401,0.44145032242874677,0.35817334484431923,0.1490529439029934,0.05888136134054074,0.01230948281024726,0.019330516673312606,0.0722841643747669,0.0645738535081251,0.09177532363504842,0.03419725341029793,0.05517132951386079,0.2892824791648798,0.12061380531765671,0.05307007433976895,0.0308422322035213,0.025088179238283475,0.498668702935506,1.4639325202555231,0.5068523264095393,0.3547966284866775,0.08333960796616423,0.118958513660504,0.025053324154416388,0.03579046307773769,0.012186487482699475,0.0036822671724090115,0.003247427680541405,0.0023381479299898118,0.014045385003204786,0.508484831820724,0.1735691901421551,0.03992091373269568,0.0027912629912173895,0.07666074333492322,0.45,0.382993072109689,0.017894109580317057
0.18,0.013570703151808727,0.17692115010240872,0.45295003465135314,1.0046377345912867,0.06201434730806206,0.04177140757620243,0.006499498799958233,0.7465484724517105,0.022721259183849086,0.09042053815003973,0.09692081404476612,0.5164264124290471,0.38776693450294974,0.24041787712710114,0.2366493715197515,0.10303309371175184,0.12230106496226047,0.09005217384815331,0.31907036778214104,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6726070170677605,0.3273929829322395,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.3739823073205174,0.4438399067525874,0.35910172818116753,0.1498072118616025,0.05921720493133187,0.012402869461612412,0.019211671363295064,0.07212536313813034,0.0644319910700631,0.09142313811564062,0.03417459531354845,0.05541599134272992,0.2910653540780422,0.12230106496226047,0.053812468583394606,0.030909928113525553,0.02489347548983015,0.5021337411522382,1.4740592317092633,0.5164264124290471,0.3614984887003329,0.0843230671171311,0.12028952410531354,0.025317750682011125,0.036168215260015894,0.012176442945230922,0.0037437239378251596,0.0032497493999791164,0.0023398195679849637,0.013967367174264111,0.5123644364806692,0.17692115010240872,0.04069186452355401,0.0027141406303617457,0.0755788581527104,0.45,0.38288444133856925,0.018010434769630664
0.19,0.013204139160338321,0.18027746946120804,0.4550436310070801,1.0038861175290748,0.06248369199060422,0.04165552727575218,0.0065047374391217,0.7417585325918328,0.022963129224489717,0.09137561137678543,0.0997212169719856,0.5260031354823115,0.38749805524827974,0.23988894374357106,0.2364356426726223,0.10326548498256823,0.1239887553415348,0.0906220675341865,0.31899143915538763,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6813537337890256,0.31864626621097436,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.36569094629474175,0.44614217743404316,0.35997462553817045,0.1505596084543719,0.05955088225295587,0.012496738398120844,0.019093854976094983,0.07196668312307132,0.06429023692327705,0.0910758081618568,0.03415207822189334,0.055655480547545357,0.2927432150378073,0.1239887553415348,0.054555052350275315,0.030979645494770468,0.024686303811136654,0.505399945751314,1.4836086889767846,0.5260031354823115,0.368202194837618,0.08529412242726665,0.12162888049353225,0.025585171185499925,0.03655024455071417,0.012167475741618866,0.0038062502292099017,0.00325236871956085,0.002341705478083812,0.013890362897239779,0.5160643466583781,0.18027746946120804,0.04146381797607785,0.0026408278320676644,0.07454545473050181,0.45,0.38278972698646513,0.0181244135068373
0.2,0.012856096827642672,0.18363630297395533,0.4571381615919868,1.0030289954651985,0.06295542116485153,0.04154043183668792,0.006510579051179217,0.7369348010454853,0.023208925021782935,0.0923414302641356,0.10257900308806937,0.5355766817473294,0.38723120733556754,0.23936042362005458,0.2362193209378363,0.10350459402788645,0.1256758196083982,0.09118074854689312,0.3189234750281585,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6899744811276125,0.3100255188723875,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.3574000115011521,0.4483554316015844,0.3607914348532366,0.15130993298215856,0.05988230066376119,0.012591084232970307,0.018977091040291504,0.07180812708601637,0.06414859353017463,0.09073348632123171,0.03412969880685844,0.05588966668253911,0.2943155487791432,0.1256758196083982,0.055297360627695205,0.031051378208365933,0.024467077440942384,0.508466206976239,1.492577665607746,0.5355766817473294,0.37490367722313056,0.08625282353327099,0.12297649487063032,0.025855600473957973,0.03693657210565424,0.01215966280326644,0.0038698616235470643,0.0032552895255896085,0.002343808458424518,0.013814381914113362,0.5195835412917942,0.18363630297395533,0.04223634968400973,0.0025712193655285345,0.07356181680619625,0.45,0.38270817003379015,0.018236149709378625
0.21,0.012526046552412113,0.18699583338142511,0.45923308729131357,1.0020673286487904,0.06342950710114623,0.04142611320624838,0.0065170315325181645,0.732079153226527,0.023458677746189188,0.09331804704572827,0.10549425151975511,0.5451413256143227,0.38696634133711416,0.23883232612346933,0.23600046103232564,0.103750395706202,0.1273612177667748,0.09172873557286483,0.31886585107299414,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.6984652160025386,0.30153478399746136,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.3491228709266928,0.45047816401331614,0.3615516632456348,0.1520579883373498,0.060211370879087074,0.012685901420229247,0.018861401981193907,0.0716496978370408,0.06400706340108979,0.09039631394494062,0.03410745362490409,0.056118431226182236,0.29578205809431996,0.1273612177667748,0.05603893581738092,0.0311251187118606,0.024236236398076844,0.5113318238893217,1.5009641215899576,0.5451413256143227,0.38159892793002587,0.08719927354589344,0.1243322927930066,0.026129053172803916,0.03732721881829131,0.012153079759071516,0.003934573812884864,0.0032585157662590822,0.0023461313517065393,0.013739432442112065,0.5229213742895352,0.18699583338142511,0.04300904167772778,0.0025052093104824228,0.07262903286296628,0.45,0.382639021287593,0.018345747114572968
