CD8__T_cells__T_8_task1,NK_cells__N_6_task1,Pancreatic_cancer_cells__C_4_task1,Pancreatic_stellate_cells__P_7_task1,_1_task1,helper_T_cells__H_5_task1
7233039.763219355,5268039.756503243,97504460691.34035,493798746.47030693,628.0,23725713.461441517
7232875.428140569,5267921.524922058,97505181507.2299,493798746.8100878,629.0,23679979.43986166
7232713.61739206,5267805.32267115,97505887496.90685,493798747.142862,630.0,23634403.799559236
7232554.042990417,5267691.1102010915,97506578960.34254,493798747.4687689,631.0,23588985.794531826
7232396.393950601,5267578.848956373,97507256189.75539,493798747.78794354,632.0,23543724.68377224
7232240.336285949,5267468.501375403,97507919469.6107,493798748.1005175,633.0,23498619.731268536
7232085.513008176,5267360.030890512,97508569076.62083,493798748.4066183,634.0,23453670.206004
7231933.921730958,5267253.391786899,97509205366.03809,493798748.706446,635.0,23408875.36357558
7231785.030851238,5267148.550033291,97509828594.40092,493798749.0001162,636.0,23364234.483951356
7231638.19554272,5267045.47297715,97510439007.22026,493798749.28773797,637.0,23319746.852792155
7231493.37393099,5266944.126290019,97511036864.97243,493798749.56943625,638.0,23275411.755914703
7231350.533726084,5266844.476498366,97511622421.5634,493798749.8453334,639.0,23231228.48387905
7231209.652222489,5266746.490983601,97512195924.32887,493798750.1155489,640.0,23187196.33198854
7231070.71629914,5266650.137982056,97512757614.03413,493798750.3801994,641.0,23143314.600289837
7230934.19579686,5266555.376316211,97513307803.78615,493798750.63941616,642.0,23099582.570593737
7230799.917468282,5266462.179821647,97513846691.32106,493798750.89330363,643.0,23055999.561137054
7230667.928091519,5266370.518623861,97514374502.8852,493798751.14197105,644.0,23012564.88468446
7230538.316851038,5266280.362991289,97514891463.62593,493798751.3855261,645.0,22969277.85715066
7230411.187565304,5266191.683937765,97515397792.9621,493798751.6240739,646.0,22926137.798948564
7230286.658686781,5266104.453222512,97515893704.58394,493798751.85771686,647.0,22883144.034989253
7230164.719478461,5266018.642549787,97516379412.39677,493798752.086556,648.0,22840295.89270397
7230043.980766309,5265934.216616924,97516855182.14766,493798752.31070256,649.0,22797592.684863023
7229925.3584478935,5265851.153612732,97517321179.20006,493798752.53024405,650.0,22755033.760235667
7229808.828786959,5265769.427160996,97517777602.62508,493798752.7452742,651.0,22712618.45896515
7229694.365731488,5265689.011536573,97518224646.46571,493798752.95588416,652.0,22670346.12545978
7229581.940913697,5265609.881665392,97518662499.73688,493798753.16216266,653.0,22628216.108392958
7229471.523650039,5265532.01312445,97519091346.42535,493798753.36419594,654.0,22586227.760703158
7229363.000281776,5265455.380132772,97519511381.01372,493798753.5620756,655.0,22544380.43441219
7229256.102438685,5265379.953764625,97519922822.28688,493798753.75590587,656.0,22502673.476016738
7229150.914073242,5265305.714578581,97520325815.74709,493798753.94575346,657.0,22461106.259061266
7229047.35451522,5265232.639741584,97520720533.10646,493798754.1316987,658.0,22419678.150928374
7228945.337389694,5265160.706987241,97521107141.70126,493798754.3138197,659.0,22378388.523048036
7228844.770617041,5265089.894615817,97521485804.49188,493798754.4921924,660.0,22337236.750897583
7228745.556412941,5265020.181494236,97521856680.06282,493798754.6668906,661.0,22296222.214001708
7228647.847649312,5264951.544026036,97522219946.69656,493798754.83800095,662.0,22255344.287704267
7228551.81635077,5264883.958887611,97522575780.63399,493798755.0056094,663.0,22214602.35059865
7228457.1816914305,5264817.408607038,97522924311.75044,493798755.16977346,664.0,22173995.799677275
7228363.900232109,5264751.873405845,97523265688.37311,493798755.330563,665.0,22133524.028177638
7228271.929158521,5264687.333997406,97523600055.04774,493798755.4880458,666.0,22093186.433181427
7228181.226281279,5264623.771586943,97523927552.53857,493798755.6422881,667.0,22052982.415614545
7228091.750035896,5264561.1678715255,97524248317.8284,493798755.79335415,668.0,22012911.380247097
7228003.779967548,5264499.523895183,97524562341.20555,493798755.94124365,669.0,21972972.944555793
7227917.277632528,5264438.818364981,97524869782.6888,493798756.0860318,670.0,21933166.491376266
7227832.048982041,5264379.021933263,97525170863.21857,493798756.2278205,671.0,21893491.31044281
7227748.061590646,5264320.115385091,97525465726.86066,493798756.36667764,672.0,21853946.801532943
7227665.283032904,5264262.079505527,97525754517.68088,493798756.50267106,673.0,21814532.36442418
7227583.680883376,5264204.895079633,97526037379.74504,493798756.63586855,674.0,21775247.398894034
7227503.222716618,5264148.542892469,97526314457.11897,493798756.766338,675.0,21736091.304720018
7227423.8761071935,5264093.0037290985,97526585893.86847,493798756.8941472,676.0,21697063.48167965
7227345.608629661,5264038.258374581,97526851834.05934,493798757.01936406,677.0,21658163.329550438
7227268.387858579,5263984.28761398,97527112421.75742,493798757.14205635,678.0,21619390.248109903
7227192.196383042,5263931.076516125,97527367768.3364,493798757.2622767,679.0,21580743.680308938
7227117.363082869,5263878.70894944,97527617231.16902,493798757.3797262,680.0,21542224.06483662
7227043.58434344,5263827.088326484,97527861544.79866,493798757.4947478,681.0,21503830.021682277
7226970.836781429,5263776.198012108,97528100833.60316,493798757.6074004,682.0,21465560.976623483
7226899.0970135145,5263726.021371163,97528335221.96034,493798757.71774256,683.0,21427416.35543781
7226828.341656369,5263676.5417685015,97528564834.24805,493798757.82583296,684.0,21389395.583902836
7226758.54732667,5263627.742568974,97528789794.84412,493798757.9317302,685.0,21351498.087796133
7226689.690641093,5263579.607137434,97529010228.12637,493798758.035493,686.0,21313723.292895272
7226621.748216312,5263532.118838731,97529226258.47266,493798758.13718003,687.0,21276070.624977835
7226554.696669006,5263485.2610377185,97529438010.2608,493798758.23684996,688.0,21238539.509821393
7226488.5126158465,5263439.017099245,97529645607.86864,493798758.3345614,689.0,21201129.37320352
7226423.259976342,5263393.427231496,97529848742.01312,493798758.43016887,690.0,21163840.247354217
7226358.9688441185,5263348.509618445,97530047271.43507,493798758.5236061,691.0,21126671.929530736
7226295.5322738085,5263304.193217261,97530241735.59154,493798758.6151271,692.0,21089623.265043743
7226232.931632734,5263260.464485963,97530432235.26237,493798758.7047794,693.0,21052693.712671354
7226171.148288215,5263217.309882573,97530618871.22748,493798758.7926105,694.0,21015882.73119168
7226110.163607571,5263174.715865114,97530801744.26672,493798758.87866807,695.0,20979189.77938283
7226049.958958125,5263132.668891607,97530980955.15996,493798758.9629996,696.0,20942614.31602291
7225990.515707195,5263091.155420071,97531156604.68706,493798759.04565257,697.0,20906155.799890038
7225931.815222103,5263050.161908532,97531328793.62791,493798759.12667465,698.0,20869813.689762324
7225873.8388701705,5263009.6748150075,97531497622.76237,493798759.20611334,699.0,20833587.44441787
7225816.568018717,5262969.68059752,97531663192.87032,493798759.28401625,700.0,20797476.5226348
7225760.107446364,5262930.267943122,97531824826.37689,493798759.3600632,701.0,20761481.59970094
7225704.3681130875,5262891.364987181,97531983068.12088,493798759.4345116,702.0,20725601.440363783
7225649.319927046,5262852.948695401,97532138091.15508,493798759.5074431,703.0,20689835.39044436
7225594.947589376,5262815.008287406,97532289975.23297,493798759.5788953,704.0,20654182.941583406
7225541.2358012125,5262777.532982817,97532438800.10808,493798759.6489058,705.0,20618643.585421644
7225488.169263693,5262740.5120012555,97532584645.53392,493798759.71751225,706.0,20583216.813599803
7225435.73267795,5262703.934562343,97532727591.26398,493798759.7847523,707.0,20547902.11775861
7225383.910745121,5262667.789885703,97532867717.05179,493798759.85066354,708.0,20512698.989538796
7225332.688166342,5262632.067190955,97533005102.65085,493798759.9152836,709.0,20477606.920581095
7225282.049642748,5262596.755697722,97533139827.81467,493798759.97865015,710.0,20442625.402526226
7225232.019746774,5262561.873383919,97533271754.15723,493798760.0406977,711.0,20407754.336964354
7225182.663219833,5262527.467200469,97533400523.5244,493798760.10125697,712.0,20372994.038495798
7225133.8867369825,5262493.47008849,97533526642.55746,493798760.16056734,713.0,20338343.19651133
7225085.67873339,5262459.8739608815,97533650170.58072,493798760.2186568,714.0,20303801.34104432
7225038.027673045,5262426.670751328,97533771166.76074,493798760.2755531,715.0,20269368.002424482
7224990.922048761,5262393.852414304,97533889690.10643,493798760.3312842,716.0,20235042.71127787
7224944.350382171,5262361.4109250745,97534005799.46901,493798760.38587785,717.0,20200824.99852687
7224898.301223729,5262329.33827969,97534119553.542,493798760.43936163,718.0,20166714.39539023
7224852.763152715,5262297.626494991,97534231010.86127,493798760.4917632,719.0,20132710.43338302
7224807.724777226,5262266.267608606,97534340229.80493,493798760.5431101,720.0,20098812.644316666
7224763.174734186,5262235.253678955,97534447268.59348,493798760.5934297,721.0,20065020.560298923
7224719.101689339,5262204.576785244,97534552185.28967,493798760.6427494,722.0,20031333.7137339
7224675.494337247,5262174.229027466,97534655037.79861,493798760.69109666,723.0,19997751.637322042
7224632.341401299,5262144.202526407,97534755883.8677,493798760.7384985,724.0,19964273.864060137
7224589.6316337045,5262114.489423638,97534854781.08667,493798760.78498214,725.0,19930899.92724131
7224547.353815495,5262085.08188152,97534951786.88751,493798760.8305747,726.0,19897629.36045504
7224505.496756522,5262055.972083203,97535046958.5446,493798760.87530315,727.0,19864461.697587132
7224464.146943281,5262027.2173385145,97535139862.07065,493798760.9189627,728.0,19831397.636327557
7224423.262178017,5261998.789159677,97535230710.66226,493798760.9616539,729.0,19798436.341001496
7224382.798463583,5261970.657860756,97535319726.55313,493798761.00348157,730.0,19765576.9544467
7224342.747800125,5261942.817758289,97535406950.92159,493798761.0444652,731.0,19732819.048374075
7224303.102321541,5261915.263259566,97535492424.26054,493798761.0846238,732.0,19700162.196041215
7224263.854295489,5261887.988862631,97535576186.3775,493798761.1239762,733.0,19667605.972252376
7224224.996123384,5261860.98915628,97535658276.39452,493798761.16254073,734.0,19635149.953358505
7224186.520340395,5261834.258820062,97535738732.74815,493798761.2003356,735.0,19602793.717257217
7224148.419615448,5261807.792624279,97535817593.1896,493798761.23737854,736.0,19570536.843392797
7224110.68675123,5261781.585429987,97535894894.78458,493798761.2736871,737.0,19538378.912756223
7224073.314684179,5261755.6321889935,97535970673.91335,493798761.30927837,738.0,19506319.507885136
7224036.296484493,5261729.927943862,97536044966.27077,493798761.34416914,739.0,19474358.21286386
7223999.625356126,5261704.467827906,97536117806.86626,493798761.37837595,740.0,19442494.61332339
7223963.294636789,5261679.247065192,97536189230.02374,493798761.41191494,741.0,19410728.296441402
7223927.297797948,5261654.260970542,97536259269.38176,493798761.444802,742.0,19379058.850942247
7223891.62844483,5261629.50494953,97536327957.8934,493798761.47705257,743.0,19347485.86709695
7223856.284236362,5261604.977553214,97536395305.16983,493798761.50867134,744.0,19316009.034657657
7223821.287626375,5261580.696641303,97536461177.6006,493798761.5395956,745.0,19284628.661047067
7223786.607966239,5261556.638678422,97536525748.58386,493798761.56990683,746.0,19253343.72520268
7223752.240136642,5261532.800010166,97536589044.05136,493798761.5996172,747.0,19222153.842081014
7223718.179179967,5261509.17709465,97536651089.08794,493798761.6287386,748.0,19191058.62888327
7223684.420300295,5261485.766502518,97536711907.93149,493798761.65728235,749.0,19160057.70505531
7223650.958863396,5261462.564916937,97536771523.97305,493798761.6852595,750.0,19129150.692287687
7223617.79039674,5261439.569133597,97536829959.75668,493798761.71268076,751.0,19098337.214515604
7223584.910589489,5261416.776060715,97536887236.97955,493798761.7395563,752.0,19067616.897918954
7223552.315292502,5261394.182719032,97536943376.49191,493798761.76589596,753.0,19036989.37092229
7223520.00051833,5261371.7862418145,97536998398.2971,493798761.7917091,754.0,19006454.26419485
7223487.962441223,5261349.5838748505,97537052321.55154,493798761.8170049,755.0,18976011.21065053
7223456.197397121,5261327.572976456,97537105164.56473,493798761.84179187,756.0,18945659.84544791
7223424.701883663,5261305.75101747,97537156944.79922,493798761.86607826,757.0,18915399.80599024
7223393.472560182,5261284.115581257,97537207678.87073,493798761.8898719,758.0,18885230.73192544
7223362.506247704,5261262.664363707,97537257382.54797,493798761.91318023,759.0,18855152.265146103
7223331.799928951,5261241.395173232,97537306070.75279,493798761.9360103,760.0,18825164.049789496
7223301.327312984,5261220.291053222,97537353871.88136,493798761.9584226,761.0,18795265.712520663
7223271.081162827,5261199.347153037,97537400821.32356,493798761.9804339,762.0,18765456.89814398
7223241.076337754,5261178.572659348,97537446846.62225,493798762.00201,763.0,18735737.27216271
7223211.309490206,5261157.965210397,97537491964.07782,493798762.0231585,764.0,18706106.486870777
7223181.777398019,5261137.522533907,97537536189.32086,493798762.04388684,765.0,18676564.196776237
7223152.4769644225,5261117.242447076,97537579537.31212,493798762.06420213,766.0,18647110.05860128
7223123.405218039,5261097.122856586,97537622022.3425,493798762.084111,767.0,18617743.731282223
7223094.559312885,5261077.161758596,97537663658.0331,493798762.1036199,768.0,18588464.875969518
7223065.936528369,5261057.357238745,97537704457.33516,493798762.12273496,769.0,18559273.15602774
7223037.534269294,5261037.70747215,97537744432.53009,493798762.1414619,770.0,18530168.23703561
7223009.350065857,5261018.210723408,97537783595.22949,493798762.1598063,771.0,18501149.786785968
7222981.381573646,5260998.865346596,97537821956.3751,493798762.17777324,772.0,18472217.47528578
7222953.626573646,5260979.669785269,97537859526.23886,493798762.19536763,773.0,18443370.97475616
7222926.082972233,5260960.622572462,97537896314.42282,493798762.2125939,774.0,18414609.959632337
7222898.748801176,5260941.7223306885,97537932329.85925,493798762.2294563,775.0,18385934.10656368
7222871.622217638,5260922.967771944,97537967580.8106,493798762.24595875,776.0,18357343.094413687
7222844.701504177,5260904.357697698,97538002074.86942,493798762.2621048,777.0,18328836.604259983
7222817.930084492,5260885.851746691,97538036117.1928,493798762.27803826,778.0,18300413.930772666
7222791.345967292,5260867.477080069,97538069499.91945,493798762.2936612,779.0,18272075.03846448
7222764.949408065,5260849.233907631,97538102219.97171,493798762.30897206,780.0,18243819.626341064
7222738.737934627,5260831.12049191,97538134289.07709,493798762.3239765,781.0,18215647.375457115
7222712.709154218,5260813.135152098,97538165718.54257,493798762.33867985,782.0,18187557.968756538
7222686.860753498,5260795.276264049,97538196519.2547,493798762.3530871,783.0,18159551.091072436
7222661.190498549,5260777.542260275,97538226701.67955,493798762.3672033,784.0,18131626.42912712
7222635.69623487,5260759.931629951,97538256275.86267,493798762.3810332,785.0,18103783.671532094
7222610.3758873865,5260742.442918911,97538285251.42918,493798762.3945812,786.0,18076022.508788083
7222585.227460441,5260725.074729649,97538313637.5837,493798762.40785176,787.0,18048342.633285005
7222560.2490377985,5260707.825721323,97538341443.11037,493798762.42084897,788.0,18020743.739301983
7222535.438782646,5260690.6946097445,97538368676.37283,493798762.43357676,789.0,17993225.52300735
7222510.79493759,5260673.680167393,97538395345.31432,493798762.4460389,790.0,17965787.68245863
7222486.315824659,5260656.781223402,97538421457.4575,493798762.45823896,791.0,17938429.917602573
7222461.999845301,5260639.996663572,97538447019.90462,493798762.4701802,792.0,17911151.930275105
7222437.845480386,5260623.325430359,97538472039.33742,493798762.4818658,793.0,17883953.424201377
7222413.838878057,5260606.757448406,97538496590.53726,493798762.4933311,794.0,17856833.98590418
7222389.963604307,5260590.280753158,97538520762.55795,493798762.504618,795.0,17829793.17825842
7222366.237492332,5260573.908431267,97538544455.30246,493798762.51567936,796.0,17802830.894051626
7222342.6585607575,5260557.639081633,97538567678.07613,493798762.5265195,797.0,17775946.83708254
7222319.224878464,5260541.471338486,97538590439.92487,493798762.5371427,798.0,17749140.712759245
7222295.934564583,5260525.4038713975,97538612749.63509,493798762.5475531,799.0,17722412.22809919
7222272.785788504,5260509.435385273,97538634615.73376,493798762.55775476,800.0,17695761.091729168
7222249.776769867,5260493.564620354,97538656046.4884,493798762.56775147,801.0,17669187.013885323
7222226.905778567,5260477.790352221,97538677049.90703,493798762.57754713,802.0,17642689.706413154
7222204.171134753,5260462.111391788,97538697633.73822,493798762.5871453,803.0,17616268.88276751
7222181.571208828,5260446.526585309,97538717805.47108,493798762.5965496,804.0,17589924.258012597
7222159.104421448,5260431.034814371,97538737572.33527,493798762.6057633,805.0,17563655.54882197
7222136.769243524,5260415.634995897,97538756941.30095,493798762.6147898,806.0,17537462.47347854
7222114.564196221,5260400.326082152,97538775919.07886,493798762.6236322,807.0,17511344.751874562
7222092.487850956,5260385.107060731,97538794512.12022,493798762.6322936,808.0,17485302.10551165
7222070.538829401,5260369.976954569,97538812726.61684,493798762.6407768,809.0,17459334.25750077
7222048.715803483,5260354.934821936,97538830568.50104,493798762.6490847,810.0,17433440.93256224
7222027.00449057,5260339.970680292,97538848111.3561,493798762.657252,811.0,17407621.70019274
7222005.40951001,5260325.087739179,97538865330.06311,493798762.6652668,812.0,17381876.358842805
7221983.932791987,5260310.287331624,97538882213.54886,493798762.67312396,813.0,17356204.675536025
7221962.57284031,5260295.56839962,97538898768.63542,493798762.68082666,814.0,17330606.376978513
7221941.328195443,5260280.929911014,97538915001.95636,493798762.6883779,815.0,17305081.19132179
7221920.197434513,5260266.370859496,97538930919.95683,493798762.69578093,816.0,17279628.84816277
7221899.179171305,5260251.890264607,97538946528.89345,493798762.7030385,817.0,17254249.07854379
7221878.272056262,5260237.4871717375,97538961834.8344,493798762.71015364,818.0,17228941.614952568
7221857.474776486,5260223.160652125,97538976843.6594,493798762.717129,819.0,17203706.19132224
7221836.78605574,5260208.909802855,97538991561.05966,493798762.72396725,820.0,17178542.543031346
7221816.204654442,5260194.733746864,97539005992.53796,493798762.7306711,821.0,17153450.40690382
7221795.729369674,5260180.631632932,97539020143.40858,493798762.73724294,822.0,17128429.521208994
7221775.3590351725,5260166.602635695,97539034018.79732,493798762.74368525,823.0,17103479.625661623
7221755.092521336,5260152.64595563,97539047623.64154,493798762.75000036,824.0,17078600.46142185
7221734.928735221,5260138.760819067,97539060962.6901,493798762.7561905,825.0,17053791.771095227
7221714.866620541,5260124.946478182,97539074040.5034,493798762.7622577,826.0,17029053.29873271
7221694.903610104,5260111.201156403,97539086869.28648,493798762.7682079,827.0,17004384.766401444
7221675.0322477175,5260097.519746374,97539099485.98743,493798762.7740584,828.0,16979785.823042624
7221655.257560953,5260083.905648762,97539111864.36407,493798762.77979684,829.0,16955256.307484176
7221635.578447643,5260070.358087946,97539124009.19736,493798762.78542554,830.0,16930795.966644086
7221615.993835035,5260056.876309215,97539135925.11642,493798762.7909466,831.0,16906404.54877602
7221596.502679787,5260043.459578767,97539147616.59866,493798762.7963622,832.0,16882081.803469338
7221577.103967967,5260030.1071837135,97539159087.9696,493798762.8016743,833.0,16857827.48164908
7221557.796715061,5260016.818432071,97539170343.40308,493798762.80688494,834.0,16833641.335575983
7221538.57996596,5260003.592652771,97539181386.92104,493798762.811996,835.0,16809523.118846465
7221519.452794972,5259990.429195649,97539192222.39369,493798762.81700927,836.0,16785472.586392626
7221500.414305812,5259977.327431455,97539202853.53946,493798762.82192653,837.0,16761489.494482262
7221481.463631611,5259964.286751848,97539213283.92496,493798762.82674944,838.0,16737573.600718854
7221462.599934912,5259951.3065693965,97539223516.96501,493798762.8314796,839.0,16713724.664041566
7221443.822407667,5259938.386317578,97539233555.92267,493798762.8361186,840.0,16689942.444725253
7221425.13027124,5259925.525450782,97539243403.90915,493798762.84066784,841.0,16666226.704380456
7221406.52277641,5259912.723444305,97539253063.88394,493798762.8451288,842.0,16642577.205953402
7221387.999203366,5259899.979794358,97539262538.6547,493798762.8495027,843.0,16618993.713726008
7221369.550090359,5259887.287734242,97539271877.73253,493798762.85381293,844.0,16595475.84619488
7221351.175437728,5259874.647275764,97539281080.0888,493798762.8580589,845.0,16572023.381405693
7221332.87986925,5259862.061742804,97539290120.00252,493798762.8622287,846.0,16548636.175794901
7221314.662611107,5259849.530592238,97539299000.59114,493798762.8663236,847.0,16525313.996108042
7221296.5229175445,5259837.053300883,97539307724.82751,493798762.8703451,848.0,16502056.61040367
7221278.460070865,5259824.629365497,97539316295.54,493798762.8742945,849.0,16478863.788053365
7221260.4733814355,5259812.258302781,97539324715.41226,493798762.8781731,850.0,16455735.299741723
7221242.562187679,5259799.939649376,97539332986.98352,493798762.881982,851.0,16432670.917466361
7221224.7258560825,5259787.6729618665,97539341112.64833,493798762.8857225,852.0,16409670.414537916
7221206.963781192,5259775.457816778,97539349094.65674,493798762.88939553,853.0,16386733.565580044
7221189.275385615,5259763.293810577,97539356935.11417,493798762.8930021,854.0,16363860.146529425
7221171.660120018,5259751.180559674,97539364635.9815,493798762.8965431,855.0,16341049.934635755
7221154.117463129,5259739.117700418,97539372199.07507,493798762.90001947,856.0,16318302.708461748
7221136.646921734,5259727.104889104,97539379626.06657,493798762.90343195,857.0,16295618.247883145
7221119.248030686,5259715.141801964,97539386918.48318,493798762.90678126,858.0,16272996.334088702
7221101.920352891,5259703.228135175,97539394077.70747,493798762.91006804,859.0,16250436.749580195
7221084.663479321,5259691.363604855,97539401104.9775,493798762.9132929,860.0,16227939.278172422
7221067.477029003,5259679.547947064,97539408001.38667,493798762.91645634,861.0,16205503.7049932
7221050.360649031,5259667.780917803,97539414767.88387,493798762.9195588,862.0,16183129.816483365
7221033.314014554,5259656.0622930145,97539421405.2734,493798762.9226007,863.0,16160817.400396775
7221016.336828785,5259644.391868585,97539427914.21501,493798762.9255823,864.0,16138566.245800309
7220999.428822995,5259632.769460339,97539434295.22385,493798762.9285039,865.0,16116376.14307386
7220982.589756518,5259621.194904047,97539440548.67049,493798762.93136555,866.0,16094246.883910349
7220965.819416746,5259609.668055419,97539446674.78094,493798762.9341675,867.0,16072178.26131571
7220949.117619134,5259598.188790106,97539452673.63669,493798762.93690974,868.0,16050170.069608903
7220932.462669588,5259586.74157909,97539458660.1901,493798762.93964636,869.0,16028221.72387922
7220915.857605558,5259575.328605211,97539464617.32701,493798762.94236934,870.0,16006333.077008702
7220899.315068619,5259563.95892936,97539470476.65042,493798762.9450465,871.0,15984504.152389599
7220882.834634727,5259552.6322550485,97539476239.54184,493798762.9476784,872.0,15962734.743378125
7220866.41589963,5259541.348299811,97539481907.2824,493798762.9502657,873.0,15941024.644497454
7220850.0584788695,5259530.106795202,97539487481.05275,493798762.952809,874.0,15919373.651437711
7220833.762007782,5259518.907486798,97539492961.93315,493798762.95530874,875.0,15897781.561055975
7220817.526141497,5259507.750134196,97539498350.90346,493798762.95776534,876.0,15876248.171376286
7220801.350554938,5259496.634511016,97539503648.84305,493798762.9601793,877.0,15854773.281589635
7220785.234942821,5259485.560404899,97539508856.53091,493798762.96255106,878.0,15833356.692053968
7220769.179019656,5259474.527617504,97539513974.6456,493798762.9648807,879.0,15811998.204294194
7220753.182519749,5259463.535964515,97539519003.76524,493798762.9671687,880.0,15790697.621002166
7220737.245197196,5259452.585275637,97539523944.36755,493798762.9694152,881.0,15769454.746036699
7220721.366825889,5259441.675394594,97539528796.8298,493798762.9716204,882.0,15748269.384423563
7220705.547199513,5259430.806179134,97539533561.42885,493798762.9737844,883.0,15727141.342355484
7220689.786131548,5259419.9775010245,97539538238.34113,493798762.97590727,884.0,15706070.42719214
7220674.083455265,5259409.189246054,97539542827.64262,493798762.97798914,885.0,15685056.447460169
7220658.439023729,5259398.441314034,97539547329.30893,493798762.9800299,886.0,15664099.212853162
7220642.852709804,5259387.733618797,97539551743.21521,493798762.9820295,887.0,15643198.534231663
7220627.324406139,5259377.066088195,97539556069.13617,493798762.98398787,888.0,15622354.223623173
7220611.854025183,5259366.438664104,97539560306.74614,493798762.9859048,889.0,15601566.094222153
7220596.441499177,5259355.851302418,97539564455.61897,493798762.9877802,890.0,15580833.960390015
7220581.086780155,5259345.3039730545,97539568515.22815,493798762.9896137,891.0,15560157.637655124
7220565.789839945,5259334.796659954,97539572484.94669,493798762.99140507,892.0,15539536.942712806
7220550.550670168,5259324.329361073,97539576364.04718,493798762.993154,893.0,15518971.693425339
7220535.34611459,5259313.885627059,97539580273.90605,493798762.99491763,894.0,15498461.252631653
7220520.180260765,5259303.468366075,97539584192.19868,493798762.99668545,895.0,15478005.520400805
7220505.066395088,5259293.087022301,97539588048.08269,493798762.9984241,896.0,15457604.578711739
7220490.004221555,5259282.741389157,97539591842.36375,493798763.000134,897.0,15437258.242872005
7220474.993454698,5259272.431267511,97539595575.79599,493798763.0018154,898.0,15416966.329173729
7220460.033819577,5259262.1564656645,97539599249.08192,493798763.0034687,899.0,15396728.654893603
7220445.125051785,5259251.916799362,97539602862.87254,493798763.0050941,900.0,15376545.038292889
7220430.2668974465,5259241.712091788,97539606417.76726,493798763.00669205,901.0,15356415.298617413
7220415.459113214,5259231.542173565,97539609914.31392,493798763.0082627,902.0,15336339.256097574
7220400.701466274,5259221.406882759,97539613353.00879,493798763.0098063,903.0,15316316.731948337
7220385.993734346,5259211.306064872,97539616734.2966,493798763.01132303,904.0,15296347.548369238
7220371.335705674,5259201.239572849,97539620058.57047,493798763.01281315,905.0,15276431.52854438
7220356.727179039,5259191.207267073,97539623326.17197,493798763.01427674,906.0,15256568.496642433
7220342.1679637525,5259181.2090153685,97539626537.39111,493798763.015714,907.0,15236758.27781664
7220327.657879654,5259171.244692998,97539629692.46635,493798763.017125,908.0,15217000.698204806
7220313.196757117,5259161.314182667,97539632791.58455,493798763.01850986,909.0,15197295.58492931
7220298.784437045,5259151.417374519,97539635834.88101,493798763.0198687,910.0,15177642.766097095
7220284.420770873,5259141.554166137,97539638822.43947,493798763.0212014,911.0,15158042.070799679
7220270.105620568,5259131.724462545,97539641754.2921,493798763.022508,912.0,15138493.32911314
7220255.838858624,5259121.928176207,97539644630.41951,493798763.0237887,913.0,15118996.372098133
7220241.620368072,5259112.165227026,97539647450.75073,493798763.0250432,914.0,15099551.031799875
7220227.45004247,5259102.435542346,97539650215.16324,493798763.02627164,915.0,15080157.141248155
7220213.32778591,5259092.739056951,97539652923.48293,493798763.0274738,916.0,15060814.53445733
7220199.253513012,5259083.0757130645,97539655575.48413,493798763.0286496,917.0,15041523.046426322
7220185.227148931,5259073.44546035,97539658170.88962,493798763.02979904,918.0,15022282.513138628
7220171.226965104,5259063.832933638,97539660821.77965,493798763.03097475,919.0,15003092.102017637
7220157.257530752,5259054.241367357,97539663503.78084,493798763.0321653,920.0,14983951.793150395
7220143.330870599,5259044.679268802,97539666153.84157,493798763.033341,921.0,14964861.798096657
7220129.44670026,5259035.146439468,97539668772.78253,493798763.0345022,922.0,14945821.948789278
7220115.604744288,5259025.642687165,97539671361.38098,493798763.03564936,923.0,14926832.078079442
7220101.804736384,5259016.167826175,97539673920.36963,493798763.03678274,924.0,14907892.019742738
7220088.046419612,5259006.7216773955,97539676450.43555,493798763.03790265,925.0,14889001.60848525
7220074.3295466155,5258997.304068496,97539678952.21906,493798763.03900945,926.0,14870160.679949624
7220060.653879828,5258987.914834069,97539681426.31256,493798763.04010344,927.0,14851369.07072117
7220047.019191687,5258978.553815781,97539683873.25954,493798763.0411848,928.0,14832626.618333926
7220033.425264849,5258969.22086252,97539686293.55331,493798763.04225373,929.0,14813933.16127675
7220019.871892405,5258959.915830554,97539688687.63606,493798763.0433106,930.0,14795288.538999397
7220006.358878087,5258950.638583675,97539691055.89757,493798763.0443554,931.0,14776692.5919186
7219992.88603649,5258941.3889933545,97539693398.67422,493798763.0453884,932.0,14758145.16142416
7219979.453193281,5258932.166938895,97539695716.24785,493798763.0464098,933.0,14739646.089885017
7219966.060185413,5258922.972307579,97539698008.84462,493798763.0474195,934.0,14721195.220655335
7219952.70686134,5258913.80499482,97539700276.63393,493798763.04841775,935.0,14702792.39808059
7219939.393081232,5258904.664904316,97539702519.72726,493798763.04940456,936.0,14684437.467503639
7219926.118717183,5258895.551948202,97539704738.17715,493798763.05037993,937.0,14666130.27527082
7219912.883653431,5258886.466047196,97539706931.97597,493798763.05134386,938.0,14647870.668738013
7219899.68778657,5258877.4071307555,97539709101.05489,493798763.05229634,939.0,14629658.496276738
7219886.531025759,5258868.375137225,97539711245.28273,493798763.05323726,940.0,14611493.60728023
7219873.4132929435,5258859.3700139895,97539713364.46487,493798763.0541666,941.0,14593375.852169517
7219860.334523063,5258850.391717628,97539715458.34215,493798763.05508417,942.0,14575305.082399512
