e,ez,w,z,Time
8.313240143357665e-07,1.0025721172913157e-07,0.0,2.2968161562205964e-05,9.91
8.320529949103267e-07,1.0044747710057649e-07,0.0,2.2967052050888514e-05,9.92
8.327817753983255e-07,1.0063789920022125e-07,0.0,2.2965942426201227e-05,9.93
8.335103558603096e-07,1.0082847796383383e-07,0.0,2.2964832688212018e-05,9.94
8.342387363568089e-07,1.0101921332720219e-07,0.0,2.296372283698878e-05,9.95
8.349669169483359e-07,1.0121010522613424e-07,0.0,2.296261287259939e-05,9.96
8.356948976953854e-07,1.0140115359645771e-07,0.0,2.2961502795111697e-05,9.97
8.364226786584351e-07,1.0159235837402048e-07,0.0,2.296039260459352e-05,9.98
8.371502598979453e-07,1.0178371949469024e-07,0.0,2.2959282301112667e-05,9.99
8.37877641474359e-07,1.0197523689435466e-07,0.0,2.295817188473693e-05,10.0
