Time,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total,n1,k1,m1,d0,d1,k2,m2,n2,d2,n,r_l,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
4.97,0.0,0.0,0.6277058223303198,0.5722941776696802,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006277058223303198,0.0,0.011445883553393604,0.0
4.98,0.0,0.0,0.6277575036759232,0.5722424963240768,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062775750367592325,0.0,0.011444849926481536,0.0
4.99,0.0,0.0,0.627809169483551,0.5721908305164489,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006278091694835511,0.0,0.011443816610328979,0.0
5.0,0.0,0.0,0.6278608197580064,0.5721391802419935,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006278608197580065,0.0,0.01144278360483987,0.0
5.01,0.0,0.0,0.6279124545040927,0.5720875454959072,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006279124545040927,0.0,0.011441750909918145,0.0
5.0200000000000005,0.0,0.0,0.6279640737266129,0.5720359262733871,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006279640737266129,0.0,0.011440718525467741,0.0
5.03,0.0,0.0,0.6280156774303702,0.5719843225696297,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006280156774303702,0.0,0.011439686451392594,0.0
5.04,0.0,0.0,0.6280672656201679,0.571932734379832,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006280672656201679,0.0,0.01143865468759664,0.0
5.05,0.0,0.0,0.6281188383008091,0.5718811616991909,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006281188383008091,0.0,0.011437623233983818,0.0
5.0600000000000005,0.0,0.0,0.628170395477097,0.571829604522903,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628170395477097,0.0,0.01143659209045806,0.0
5.07,0.0,0.0,0.6282219371538348,0.5717780628461652,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006282219371538348,0.0,0.011435561256923304,0.0
5.08,0.0,0.0,0.6282734633358257,0.5717265366641743,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006282734633358257,0.0,0.011434530733283486,0.0
5.09,0.0,0.0,0.6283249740278729,0.571675025972127,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006283249740278729,0.0,0.011433500519442542,0.0
5.1000000000000005,0.0,0.0,0.6283764692347795,0.5716235307652204,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006283764692347795,0.0,0.011432470615304408,0.0
5.11,0.0,0.0,0.6284279489613488,0.5715720510386512,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006284279489613488,0.0,0.011431441020773023,0.0
5.12,0.0,0.0,0.628479413212384,0.571520586787616,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628479413212384,0.0,0.01143041173575232,0.0
5.13,0.0,0.0,0.628530861992688,0.5714691380073119,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062853086199268805,0.0,0.011429382760146238,0.0
5.14,0.0,0.0,0.6285822953070644,0.5714177046929355,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006285822953070645,0.0,0.01142835409385871,0.0
5.15,0.0,0.0,0.6286337131603162,0.5713662868396837,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006286337131603163,0.0,0.011427325736793675,0.0
5.16,0.0,0.0,0.6286851155572466,0.5713148844427534,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006286851155572466,0.0,0.011426297688855067,0.0
5.17,0.0,0.0,0.6287365025026588,0.5712634974973412,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006287365025026588,0.0,0.011425269949946824,0.0
5.18,0.0,0.0,0.6287878740013558,0.5712121259986441,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062878787400135585,0.0,0.011424242519972884,0.0
5.19,0.0,0.0,0.6288392300581411,0.5711607699418588,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006288392300581412,0.0,0.011423215398837177,0.0
5.2,0.0,0.0,0.6288905706778177,0.5711094293221822,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006288905706778178,0.0,0.011422188586443645,0.0
5.21,0.0,0.0,0.6289418958651888,0.5710581041348112,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289418958651888,0.0,0.011421162082696223,0.0
5.22,0.0,0.0,0.6289932056250577,0.5710067943749423,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289932056250577,0.0,0.011420135887498847,0.0
5.23,0.0,0.0,0.62904450020928,0.5709554997907199,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062904450020928,0.0,0.011419109995814398,0.0
5.24,0.0,0.0,0.6290957794888111,0.5709042205111888,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006290957794888112,0.0,0.011418084410223777,0.0
5.25,0.0,0.0,0.6291470433678256,0.5708529566321744,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006291470433678256,0.0,0.011417059132643488,0.0
5.26,0.0,0.0,0.6291982918512734,0.5708017081487265,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006291982918512734,0.0,0.011416034162974532,0.0
5.2700000000000005,0.0,0.0,0.6292495249441044,0.5707504750558956,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006292495249441044,0.0,0.011415009501117913,0.0
5.28,0.0,0.0,0.6293007426512683,0.5706992573487316,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062930074265126834,0.0,0.011413985146974632,0.0
5.29,0.0,0.0,0.6293519449777152,0.5706480550222848,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006293519449777152,0.0,0.011412961100445696,0.0
5.3,0.0,0.0,0.6294031319283948,0.5705968680716051,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062940313192839485,0.0,0.011411937361432103,0.0
5.3100000000000005,0.0,0.0,0.6294543035082569,0.570545696491743,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006294543035082569,0.0,0.01141091392983486,0.0
5.32,0.0,0.0,0.6295054597222517,0.5704945402777483,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006295054597222517,0.0,0.011409890805554965,0.0
5.33,0.0,0.0,0.6295566005753287,0.5704433994246713,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062955660057532874,0.0,0.011408867988493426,0.0
5.34,0.0,0.0,0.6296077260724379,0.5703922739275621,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062960772607243785,0.0,0.011407845478551242,0.0
5.3500000000000005,0.0,0.0,0.6296588362185291,0.5703411637814708,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006296588362185292,0.0,0.011406823275629417,0.0
5.36,0.0,0.0,0.6297099310185522,0.5702900689814477,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006297099310185523,0.0,0.011405801379628955,0.0
5.37,0.0,0.0,0.6297610104774571,0.5702389895225428,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006297610104774571,0.0,0.011404779790450856,0.0
5.38,0.0,0.0,0.6298120746001937,0.5701879253998062,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006298120746001937,0.0,0.011403758507996124,0.0
5.39,0.0,0.0,0.6298631233917118,0.5701368766082882,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006298631233917118,0.0,0.011402737532165764,0.0
5.4,0.0,0.0,0.6299141568569612,0.5700858431430388,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006299141568569612,0.0,0.011401716862860775,0.0
5.41,0.0,0.0,0.6299651750008918,0.5700348249991082,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006299651750008918,0.0,0.011400696499982163,0.0
5.42,0.0,0.0,0.6300161778284534,0.5699838221715465,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006300161778284534,0.0,0.01139967644343093,0.0
5.43,0.0,0.0,0.6300671653445961,0.5699328346554039,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00630067165344596,0.0,0.011398656693108078,0.0
5.44,0.0,0.0,0.6301181375542695,0.5698818624457305,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006301181375542695,0.0,0.01139763724891461,0.0
5.45,0.0,0.0,0.6301690944624236,0.5698309055375763,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006301690944624237,0.0,0.011396618110751527,0.0
5.46,0.0,0.0,0.6302200360740082,0.5697799639259917,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006302200360740083,0.0,0.011395599278519835,0.0
5.47,0.0,0.0,0.6302709623939732,0.5697290376060268,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006302709623939732,0.0,0.011394580752120536,0.0
5.48,0.0,0.0,0.6303218734272684,0.5696781265727315,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063032187342726845,0.0,0.011393562531454631,0.0
5.49,0.0,0.0,0.6303727691788438,0.5696272308211562,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006303727691788438,0.0,0.011392544616423124,0.0
5.5,0.0,0.0,0.630423649653649,0.5695763503463509,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00630423649653649,0.0,0.011391527006927018,0.0
5.51,0.0,0.0,0.6304745148566342,0.5695254851433658,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006304745148566342,0.0,0.011390509702867315,0.0
5.5200000000000005,0.0,0.0,0.6305253647927489,0.5694746352072511,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006305253647927489,0.0,0.011389492704145021,0.0
5.53,0.0,0.0,0.6305761994669433,0.5694238005330566,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006305761994669434,0.0,0.011388476010661133,0.0
5.54,0.0,0.0,0.6306270188841671,0.5693729811158329,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006306270188841671,0.0,0.011387459622316657,0.0
5.55,0.0,0.0,0.63067782304937,0.5693221769506299,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063067782304937,0.0,0.011386443539012598,0.0
5.5600000000000005,0.0,0.0,0.6307286119675022,0.5692713880324978,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006307286119675022,0.0,0.011385427760649956,0.0
5.57,0.0,0.0,0.6307793856435133,0.5692206143564866,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006307793856435134,0.0,0.011384412287129733,0.0
5.58,0.0,0.0,0.6308301440823533,0.5691698559176467,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006308301440823533,0.0,0.011383397118352933,0.0
5.59,0.0,0.0,0.630880887288972,0.569119112711028,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00630880887288972,0.0,0.01138238225422056,0.0
5.6000000000000005,0.0,0.0,0.6309316152683192,0.5690683847316808,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006309316152683192,0.0,0.011381367694633616,0.0
5.61,0.0,0.0,0.6309823280253449,0.569017671974655,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00630982328025345,0.0,0.011380353439493101,0.0
5.62,0.0,0.0,0.6310330255649989,0.5689669744350011,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063103302556499884,0.0,0.011379339488700022,0.0
5.63,0.0,0.0,0.631083707892231,0.568916292107769,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00631083707892231,0.0,0.01137832584215538,0.0
5.64,0.0,0.0,0.6311343750119912,0.5688656249880087,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006311343750119912,0.0,0.011377312499760175,0.0
5.65,0.0,0.0,0.6311850269292292,0.5688149730707708,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063118502692922915,0.0,0.011376299461415416,0.0
5.66,0.0,0.0,0.6312356636488949,0.568764336351105,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00631235663648895,0.0,0.0113752867270221,0.0
5.67,0.0,0.0,0.6312862851759383,0.5687137148240616,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006312862851759383,0.0,0.011374274296481232,0.0
5.68,0.0,0.0,0.6313368915153091,0.5686631084846908,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006313368915153092,0.0,0.011373262169693817,0.0
5.69,0.0,0.0,0.6313874826719573,0.5686125173280426,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006313874826719574,0.0,0.011372250346560853,0.0
5.7,0.0,0.0,0.6314380586508326,0.5685619413491674,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006314380586508326,0.0,0.011371238826983347,0.0
5.71,0.0,0.0,0.631488619456885,0.568511380543115,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006314886194568849,0.0,0.0113702276108623,0.0
5.72,0.0,0.0,0.6315391650950641,0.5684608349049358,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063153916509506415,0.0,0.011369216698098717,0.0
5.73,0.0,0.0,0.6315896955703202,0.5684103044296798,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006315896955703202,0.0,0.011368206088593595,0.0
5.74,0.0,0.0,0.6316402108876028,0.5683597891123972,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063164021088760285,0.0,0.011367195782247944,0.0
5.75,0.0,0.0,0.6316907110518619,0.568309288948138,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063169071105186195,0.0,0.011366185778962761,0.0
5.76,0.0,0.0,0.6317411960680475,0.5682588039319525,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006317411960680475,0.0,0.01136517607863905,0.0
5.7700000000000005,0.0,0.0,0.6317916659411091,0.5682083340588908,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063179166594110915,0.0,0.011364166681177816,0.0
5.78,0.0,0.0,0.6318421206759969,0.5681578793240031,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006318421206759969,0.0,0.011363157586480061,0.0
5.79,0.0,0.0,0.6318925602776605,0.5681074397223395,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006318925602776605,0.0,0.011362148794446789,0.0
5.8,0.0,0.0,0.6319429847510499,0.56805701524895,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063194298475105,0.0,0.011361140304979,0.0
5.8100000000000005,0.0,0.0,0.6319933941011151,0.5680066058988849,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006319933941011151,0.0,0.011360132117977697,0.0
5.82,0.0,0.0,0.6320437883328056,0.5679562116671943,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063204378833280565,0.0,0.011359124233343888,0.0
5.83,0.0,0.0,0.6320941674510716,0.5679058325489283,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063209416745107164,0.0,0.011358116650978568,0.0
5.84,0.0,0.0,0.6321445314608628,0.5678554685391372,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006321445314608628,0.0,0.011357109370782744,0.0
5.8500000000000005,0.0,0.0,0.6321948803671291,0.5678051196328708,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006321948803671291,0.0,0.011356102392657417,0.0
5.86,0.0,0.0,0.6322452141748204,0.5677547858251796,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063224521417482036,0.0,0.011355095716503592,0.0
5.87,0.0,0.0,0.6322955328888865,0.5677044671111134,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006322955328888866,0.0,0.011354089342222269,0.0
5.88,0.0,0.0,0.6323458365142772,0.5676541634857227,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063234583651427725,0.0,0.011353083269714456,0.0
5.89,0.0,0.0,0.6323961250559424,0.5676038749440575,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006323961250559424,0.0,0.01135207749888115,0.0
5.9,0.0,0.0,0.6324463985188321,0.5675536014811678,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006324463985188321,0.0,0.011351072029623358,0.0
5.91,0.0,0.0,0.6324966569078961,0.5675033430921038,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063249665690789615,0.0,0.011350066861842076,0.0
5.92,0.0,0.0,0.6325469002280841,0.5674530997719158,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063254690022808415,0.0,0.011349061995438317,0.0
5.93,0.0,0.0,0.6325971284843461,0.5674028715156538,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006325971284843461,0.0,0.011348057430313077,0.0
5.94,0.0,0.0,0.6326473416816321,0.5673526583183679,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006326473416816321,0.0,0.011347053166367358,0.0
5.95,0.0,0.0,0.6326975398248916,0.5673024601751083,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006326975398248917,0.0,0.011346049203502167,0.0
5.96,0.0,0.0,0.6327477229190748,0.5672522770809252,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006327477229190748,0.0,0.011345045541618503,0.0
5.97,0.0,0.0,0.6327978909691313,0.5672021090308687,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006327978909691313,0.0,0.011344042180617374,0.0
5.98,0.0,0.0,0.6328480439800112,0.5671519560199888,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006328480439800111,0.0,0.011343039120399776,0.0
5.99,0.0,0.0,0.6328981819566641,0.5671018180433358,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006328981819566641,0.0,0.011342036360866717,0.0
6.0,0.0,0.0,0.6329483049040401,0.5670516950959599,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063294830490404005,0.0,0.011341033901919198,0.0
