Time,CaI,IP3,g,CaO,CaS,CaM,A,B,D,E,F,k2,L,R,kIP3R,PMleak,kSTIM,mw004dcb62_da5f_41c7_a7bd_033574894f48,mw78dd80b8_e003_4c62_81d1_547d001767af,mw3a93c3a6_623a_44fe_84e9_a47823defd1f,mwd21d3f76_d133_4053_8e44_02a538657e0a,mwf998b218_be11_4aa4_81ae_41141861fb42,mwc714c217_c8fd_4024_912c_681cd6931f59,mwd90ce3ea_f8d5_4f0a_8093_e39a2d3dbf33,mw886be93a_22c7_4966_a1fa_113afd832ae3,mwc8d6bdb5_59d4_43fa_b96d_7426f4857e0d,cytosol,outside,ER_store,mitochondria,kPLC,JPump,JChannel,kPhosphatase,inhibition_parameter1,inhibition_parameter2,mwbdcd6a40_1ae7_4c86_a99f_1fba0b8beaf7,mw530793e3_76b2_4483_be11_e94364306712,mwfaf5e05a_b642_4ee2_a069_3c2fc783fba4,mw69f19152_7258_45b0_bf9e_b196f19d7e03,ERtoMito
2.64,0.08833324595621246,0.037279878298947945,0.002131668069012326,1000.0,1.9582211702466514,0.0024681973264704983,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08833324595621246,0.05401133597949853,0.09696503601502125,0.07455975659789589,0.00030374809483481167,3.837002524222187e-05,0.0007840729608473359,0.0021219675488867657,1.4086692616216879e-05,0.000989797186330382,0.002998918639639832
2.65,0.08876226896656252,0.037418370717604364,0.002134351180092343,1000.0,1.9577583199586357,0.0024885604455699593,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08876226896656252,0.05442964561248143,0.0980181644138984,0.07483674143520873,0.0003096910824483047,3.841832124166217e-05,0.0007842464431592252,0.002139229734500643,1.4362229753304985e-05,0.0009963359894105013,0.0030314896210484046
2.66,0.08919760533093897,0.03755839965065716,0.0021370941078110777,1000.0,1.9572887179220673,0.0025091896762063294,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08919760533093897,0.05485448617413174,0.09909280521854376,0.07511679930131432,0.0003158102147215977,3.84676939405994e-05,0.0007844228306664348,0.002156775114756752,1.4645930210503503e-05,0.0010029385360504396,0.003064725934594137
2.67,0.08963940482142696,0.037699997919710015,0.0021398986370949917,1000.0,1.9568122053439385,0.002530091203149699,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08963940482142696,0.05528600536633227,0.10018955536103033,0.07539999583942003,0.0003221124271622334,3.851817546770985e-05,0.0007846022003923459,0.0021746104495479622,1.4938115227485104e-05,0.0010096060603747672,0.0030986460420937213
2.68,0.09008782172312367,0.03784319920158349,0.002142766623555247,1000.0,1.9563286186719626,0.0025512713896590393,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09008782172312367,0.055724354817091815,0.1013090316650718,0.07568639840316697,0.0003286049897743183,3.856979922399444e-05,0.0007847846320012802,0.0021927426924171806,1.5239121525227362e-05,0.0010163398234544691,0.003133269020569231
2.69,0.0905430149951629,0.037988038056856854,0.002145699996913179,1000.0,1.9558377894254548,0.0025727367836360505,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0905430149951629,0.056169690187586996,0.10245187159671067,0.07597607611371371,0.0003352955259615738,3.862259994443721e-05,0.0007849702079082291,0.0022111789965505186,1.5549302179983296e-05,0.0010231411139476714,0.0031686145854652784
2.7,0.09100514843825334,0.03813454995947129,0.002148700764620184,1000.0,1.9553395440194021,0.002594494124018397,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09100514843825334,0.056622171281437345,0.10361873404530872,0.07626909991894258,0.0003421920326476243,3.8676613763163306e-05,0.0007851590133939085,0.0022299267209440064,1.586902755345186e-05,0.0010300112487529583,0.0032047031148033623
2.71,0.09147439086901507,0.03828277132743901,0.002151771015684584,1000.0,1.9548337035814238,0.0026165503474223166,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09147439086901507,0.05708196215616994,0.10481030013606182,0.07656554265487801,0.00034930290170103346,3.873187828232251e-05,0.0007853511367254315,0.0022489934367462155,1.6198686283181403e-05,0.0010369515736751698,0.0032415556743111903
2.72,0.09195091630141236,0.03843273955470545,0.0021549129247189513,1000.0,1.9543200837613133,0.0026389125950450837,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09195091630141236,0.057549231236817745,0.10602727407530697,0.0768654791094109,0.0003566369427595301,3.878843264494112e-05,0.0007855466692829137,0.00226838693377891,1.6538686337557557e-05,0.001043963464103563,0.003279194043566195
2.73,0.09243490413559345,0.03858449304421334,0.002158128756222341,1000.0,1.9537984945328355,0.002661588219838174,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09243490413559345,0.05802415143158192,0.10727038402992956,0.07716898608842668,0.0003642034075553655,3.8846317612002136e-05,0.0007857457056923401,0.0022881152272374084,1.6889456140071824e-05,0.0010510483257021414,0.0033176407431936977
2.74,0.09292653935446299,0.03873807124221985,0.002161420869112947,1000.0,1.9532687399874453,0.0026845847939625275,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09292653935446299,0.058506900249474206,0.10854038304222567,0.0774761424844397,0.00037201201585192173,3.890557564403304e-05,0.0007859483439650439,0.002308186564572012,1.7251445767942637e-05,0.0010582075951119454,0.003356919063161619
2.75,0.09342601272832643,0.03889351467392016,0.002164791721527828,1000.0,1.9527306181195714,0.0027079101165376988,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09342601272832643,0.05899765991983761,0.10983804998161537,0.07778702934784032,0.00038007298311054346,3.89662509875009e-05,0.0007861546856441731,0.0023286094325513018,1.762512823056764e-05,0.001065442740665007,0.003397053092214908
2.7600000000000002,0.09393352102796193,0.03905086498043343,0.002168243875907605,1000.0,1.9521839206030942,0.002731572221697266,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09393352102796193,0.05949661751362631,0.11116419053464945,0.07810172996086687,0.0003883970500162298,3.902838976633689e-05,0.0007863648359585388,0.0023493925645076347,1.8011000833729405e-05,0.0010727552631096475,0.003438067748494313
2.77,0.09444926724648998,0.03921016495720917,0.00217178000438533,1000.0,1.951628432558638,0.0027555793869633105,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09444926724648998,0.06000396506630512,0.11251963823479375,0.07842032991441834,0.00039699551400129663,3.9092040078935936e-05,0.0007865789039842691,0.0023705449477645,1.8409586635957723e-05,0.0010801466963467053,0.0034799888113853737
2.7800000000000002,0.09497346083042896,0.03937145859391523,0.0021754028945002164,1000.0,1.9510639323112695,0.002779940141953393,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09497346083042896,0.06051989970220649,0.1139052555335214,0.07874291718783046,0.0004058802629175661,3.9157252101003896e-05,0.000786797002814715,0.002392075831244748,1.882143600397688e-05,0.0010876186081762366,0.0035228429546449924
2.79,0.09550631792034033,0.03953479111587071,0.0021791154552584405,1000.0,1.950490191138186,0.0028046632774339254,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09550631792034033,0.06104462376015852,0.11532193491428329,0.07906958223174142,0.0004150638110200525,3.922407819465193e-05,0.0007870192497390892,0.002413994733257867,1.9247128274735693e-05,0.001095172601054131,0.0035666577808541222
2.8000000000000003,0.09604806160148686,0.0397002090270905,0.002182920723564947,1000.0,1.9499069730059517,0.002829757854734506,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09604806160148686,0.061578344920171155,0.11677060005097269,0.079400418054181,0.0004245593374386902,3.9292573024169045e-05,0.0007872457664303423,0.002436311449463672,1.9687273532140727e-05,0.0011028103128580301,0.003611461857246578
2.81,0.09659892216494398,0.03986776015501056,0.0021868218710520094,1000.0,1.9493140342968265,0.002855233215538287,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09659892216494398,0.062121276330937,0.11825220701253775,0.07973552031002112,0.0004343807273293946,3.9362793678936165e-05,0.0007874766791428191,0.0024590360610086785,2.0142514507288954e-05,0.0011105334176618163,0.003657284752965085
2.82,0.09715913737962543,0.040037493696966756,0.0021908222113322857,1000.0,1.9487111235237093,0.0028810989920641525,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09715913737962543,0.06267363673787282,0.11976774551543835,0.08007498739393351,0.0004445426159118859,3.943479980398114e-05,0.0007877121189202722,0.00248217894283043,2.0613528611735846e-05,0.0011183436265178744,0.0037041570777970627
2.83,0.09772895277570293,0.0402094602685026,0.0021949252077062735,1000.0,1.948097981033197,0.002907365117657044,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09772895277570293,0.06323565061139032,0.1213182402256773,0.0804189205370052,0.0004550604356192487,3.950865373871292e-05,0.000787952221814844,0.0025057507721237176,2.1101030114138153e-05,0.001126242688246194,0.003752110522443628
2.84,0.09830862193992107,0.04038371195358522,0.002199134481356394,1000.0,1.9474743386962392,0.00293404183780348,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09830862193992107,0.06380754827504799,0.12290475211217568,0.08076742390717044,0.00046595046660341186,3.958442066441509e-05,0.0007881971291176761,0.002529762536961292,2.160577247149057e-05,0.0011342323902292838,0.003801177900376567
2.85,0.09889840682333055,0.04056030235681209,0.00220345382006249,1000.0,1.946839919585848,0.0029611397215899894,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09889840682333055,0.06438956603319329,0.12452837985329049,0.08112060471362419,0.00047722989086168083,3.966216876112481e-05,0.0007884469876018392,0.0025542255450601444,2.212855082713399e-05,0.001142314559211748,0.0038513931913388808
2.86,0.09949857806198352,0.04073928665769457,0.0022078871874762597,1000.0,1.9461944376412978,0.0029886696736228426,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.09949857806198352,0.06498194629765743,0.12619026129830266,0.08147857331538914,0.0004889168502723357,3.974196937457267e-05,0.0007887019497783335,0.002579151432682649,2.2670204688759704e-05,0.0011504910621032188,0.003902791586545443
2.87,0.10010941531116005,0.04092072166710848,0.002212438732995171,1000.0,1.9455375973182278,0.0030166429464282434,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10010941531116005,0.06558493771301728,0.12789157498572995,0.08184144333421696,0.000501030508852368,3.982389719391307e-05,0.0007889621741659483,0.0026045521736600672,2.323162080077988e-05,0.0011587638067832259,0.003955409535641132
2.88,0.10073120759371616,0.04110466588600548,0.0022171128022796254,1000.0,1.9448690932240327,0.003045071153352823,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10073120759371616,0.06619879527988262,0.12963354172033462,0.08220933177201097,0.0005135911195777746,3.990803044103325e-05,0.0007892278255758364,0.002630440088523725,2.3813736226684167e-05,0.0011671347429063979,0.004009284795474266
2.89,0.1013642536631705,0.041291179566483614,0.0022219139484607265,1000.0,1.9441886097379062,0.0030739662819851015,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.1013642536631705,0.06682378047560943,0.13141742621071584,0.08258235913296723,0.0005266200961368206,3.9994451072293073e-05,0.0007894990754117022,0.002656827853726925,2.4417541658372286e-05,0.0011756058627062492,0.004064456480743789
2.9,0.10200886238216993,0.04148032477531901,0.0022268469440898156,1000.0,1.943495820614874,0.003103340708119299,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10200886238216993,0.06746016137177506,0.13324453876937775,0.08296064955063802,0.0005401400900194498,4.008324499361668e-05,0.000789776101986577,0.002683728510938054,2.5044084970948507e-05,0.0011841792017955992,0.004120965116578693
2.91,0.10266535311700214,0.041672165460065975,0.0022319167938851855,1000.0,1.9427903885731235,0.003133207210283743,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10266535311700214,0.06810821274768344,0.13511623707717066,0.08334433092013195,0.000554175073381995,4.017450228993334e-05,0.0007900590908572161,0.002711155476382578,2.5694475043104627e-05,0.0011928568399615048,0.004178852693108371
2.92,0.10333405614884843,0.04186676751783654,0.002237128748335916,1000.0,1.9420719648639182,0.0031635789848568695,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10333405614884843,0.06876821619909111,0.13703392801398978,0.08373353503567307,0.0005687504281656716,4.026831747004648e-05,0.0007903482351772198,0.00273912255020848,2.6369885865012233e-05,0.0012016409019523454,0.004238162722082158
2.93,0.10401531310249819,0.04206419886687602,0.002242488318227793,1000.0,1.9413401888233468,0.003194469661794721,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10401531310249819,0.06944046024126743,0.13899906955760122,0.08412839773375204,0.0005838930419905677,4.036478972810027e-05,0.0007906437360700699,0.0027676439258463416,2.7071560957613973e-05,0.0012105335582545144,0.004298940295595913
2.94,0.10470947739327381,0.04226452952105557,0.002248001290161692,1000.0,1.9405946874051365,0.0032258933209946164,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10470947739327381,0.07012524040541178,0.14101317275243452,0.08452905904211114,0.000599631411394166,4.046402322291045e-05,0.0007909458030233419,0.0027967341993315126,2.7800818129359237e-05,0.001219537025855892,0.00436123214698251
2.95,0.10541691469294397,0.04246783166740826,0.0022536737431407437,1000.0,1.9398350746937285,0.003257864509320612,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10541691469294397,0.07082285932735945,0.143077803750142,0.08493566333481652,0.0006159957530354688,4.0566127376533384e-05,0.0007912546543054553,0.002826408378551786,2.8559054598797098e-05,0.0012286535689930498,0.004425086713921918
2.96,0.106138003415431,0.042674179746840214,0.0022595120663090854,1000.0,1.9390609513967816,0.003290398258317175,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.106138003415431,0.071533626827405,0.14519458592366813,0.08534835949368043,0.0006330181235428472,4.067121719356353e-05,0.0007915705174064118,0.002856681892379472,2.934775251403339e-05,0.001237885499878844,0.004490554203824788
2.97,0.10687313522321355,0.04288365053815462,0.0022655229779333912,1000.0,1.9382719043161778,0.0033235101026408372,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10687313522321355,0.07225785998002794,0.14736520205659442,0.08576730107630924,0.0006507325487480756,4.077941360280104e-05,0.0007918936295041082,0.0028875705996446997,3.0168484902983872e-05,0.0012472351794074476,0.004557686661544157
2.98,0.10762271555504778,0.04309632324553071,0.002271713545719804,1000.0,1.9374675057968889,0.0033572160992290725,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10762271555504778,0.07299588317188783,0.14959139660901918,0.08619264649106143,0.0006691751631105836,4.0890843822956465e-05,0.0007922242379577919,0.002919090797888546,3.1022922091143155e-05,0.0012567050178303389,0.0046265380394542015
2.99,0.10838716417618219,0.043312279589606574,0.0022780912085780514,1000.0,1.93664731315249,0.003391532847245894,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10838716417618219,0.07374802814684396,0.15187497806182676,0.08662455917921315,0.0006883843602240306,4.1005641754404925e-05,0.000792562600830567,0.0029512592318507403,3.1912838627596595e-05,0.0012662974754019283,0.004697164269953405
3.0,0.10916691575196907,0.04353160390232088,0.00228466379994761,1000.0,1.9358108680663932,0.0034264775088333798,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10916691575196907,0.07451463403632547,0.1542178213406788,0.08706320780464176,0.0007084009553740547,4.112394839905698e-05,0.000792908987442865,0.002984093101627764,3.2840120763472414e-05,0.0012760150629899294,0.004769623340433364
3.0100000000000002,0.10996242044571812,0.043754383225675486,0.002291439572809041,1000.0,1.9349576959679327,0.0034620678306959865,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.10996242044571812,0.07529604737314914,0.1566218703207889,0.08750876645135097,0.0007292683612055055,4.124591231056273e-05,0.0007932636789588992,0.003017610070426697,3.3806774531079993e-05,0.0012858603426443285,0.004843975370746048
3.02,0.1107741445417542,0.04398070741458611,0.0022984272265165187,1000.0,1.9340873053823118,0.003498322166548621,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.1107741445417542,0.07609262208681734,0.15908914041347705,0.08796141482917222,0.0007510327776605148,4.1371690077297335e-05,0.0007936269690083041,0.0030518282718364274,3.4814934476641334e-05,0.0012958359281193186,0.004920282693200322
3.0300000000000002,0.11160257109474654,0.04421066924399484,0.002305635935601234,1000.0,1.9331991872533183,0.0035352595004631035,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11160257109474654,0.07690471947824351,0.16162172123540045,0.08842133848798968,0.0007737433974621662,4.1501446840822205e-05,0.0007939991643453702,0.003086766316533077,3.5866873104649565e-05,0.0013059444853429467,0.0049986099351154775
3.04,0.11244820060638606,0.04444436452042518,0.002313075380708291,1000.0,1.9322928142376996,0.003572899471147843,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11244820060638606,0.07773270817166421,0.16422177936109955,0.08888872904085036,0.0007974526285411032,4.163535685274923e-05,0.0007943805855484446,0.003122443298327161,3.6965011097418865e-05,0.0013161887328285381,0.005079024103951532
3.0500000000000003,0.11331155173047476,0.04468189219816787,0.002320755781843453,1000.0,1.931367639970111,0.0036112623971948847,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11331155173047476,0.07857696404127763,0.16689156115917966,0.08936378439633574,0.0008222163349369065,4.1773604073182156e-05,0.0007947715677622511,0.0031588787994489957,3.811192837945041e-05,0.0013265714420211021,0.005161594675026175
3.06,0.11419316200750583,0.0449233545002925,0.002328687934121863,1000.0,1.9304230982975281,0.0036503693033288665,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11419316200750583,0.07943787010994928,0.16963339571212388,0.089846709000585,0.0008480940978552395,4.191638281419353e-05,0.0007951724614860868,0.0031960928949584903,3.9310376102953585e-05,0.0013370954375712986,0.005246393681818264
3.0700000000000003,0.11509358862986017,0.04516885704468715,0.002336883246228855,1000.0,1.9294586024819749,0.003690241947694017,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11509358862986017,0.08031581641714924,0.17244969781942254,0.0903377140893743,0.0008751494987273878,4.206389843211939e-05,0.0007955836334110864,0.0032341061561557004,4.056328963830732e-05,0.001347763597529261,0.00533349580884812
3.08,0.11601340923877988,0.0454185089753349,0.00234535378182255,1000.0,1.9284735443703795,0.0037309028502165048,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11601340923877988,0.0812111998530907,0.17534297108332503,0.0908370179506698,0.0009034504263015274,4.2216368072805894e-05,0.0007960054673099992,0.003272939652857653,4.1873802661448324e-05,0.0013585788534501491,0.005422978487113145
3.09,0.11695322275430069,0.045672423099044276,0.002354112304129096,1000.0,1.9274672935303507,0.003772375322080182,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.11695322275430069,0.08212442395582475,0.17831581107609604,0.09134484619808855,0.0009330694099965839,4.237402147432372e-05,0.0007964383649831916,0.0033126149543948077,4.3245262439205625e-05,0.0013695441904027351,0.005514921992044206
