Time,CaI,IP3,g,CaO,CaS,CaM,A,B,D,E,F,k2,L,R,kIP3R,PMleak,kSTIM,mw004dcb62_da5f_41c7_a7bd_033574894f48,mw78dd80b8_e003_4c62_81d1_547d001767af,mw3a93c3a6_623a_44fe_84e9_a47823defd1f,mwd21d3f76_d133_4053_8e44_02a538657e0a,mwf998b218_be11_4aa4_81ae_41141861fb42,mwc714c217_c8fd_4024_912c_681cd6931f59,mwd90ce3ea_f8d5_4f0a_8093_e39a2d3dbf33,mw886be93a_22c7_4966_a1fa_113afd832ae3,mwc8d6bdb5_59d4_43fa_b96d_7426f4857e0d,cytosol,outside,ER_store,mitochondria,kPLC,JPump,JChannel,kPhosphatase,inhibition_parameter1,inhibition_parameter2,mwbdcd6a40_1ae7_4c86_a99f_1fba0b8beaf7,mw530793e3_76b2_4483_be11_e94364306712,mwfaf5e05a_b642_4ee2_a069_3c2fc783fba4,mw69f19152_7258_45b0_bf9e_b196f19d7e03,ERtoMito
4.21,0.7752331357484197,0.19466115405225284,0.1744548778505204,1000.0,1.2331547130791418,0.03244589013034336,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.7752331357484197,0.2531024338547374,1.6054962549094514,0.3893223081045057,1.0952747614903933,0.0031401878013093674,0.003842909477901347,0.012188750357224321,0.022077992178879926,0.0038220296512463422,0.04965452334771499
4.22,0.7884370239177199,0.1985476006578125,0.18557524191436012,1000.0,1.2191890886535264,0.0331252741992998,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.7884370239177199,0.25351069248546915,1.5949349062258085,0.397095201315625,1.1349894993017313,0.003340354354458482,0.004092394006660272,0.012214065733392537,0.022465518015075285,0.003840587081975891,0.04932788369770542
4.23,0.8015206540723951,0.20248723530126403,0.19708166734469237,1000.0,1.2053460283450534,0.033804681464380315,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8015206540723951,0.2538967021423495,1.5825005228096518,0.40497447060252806,1.17285190092264,0.0035474700122044623,0.004358042473810058,0.01223802306956275,0.022830843177956823,0.003858569487814735,0.04894331513844284
4.24,0.8144662520400969,0.2064777254472864,0.2089543294108006,1000.0,1.1916442627081139,0.03448333052548928,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8144662520400969,0.25426155398777095,1.5682645792283938,0.4129554508945728,1.2086187145289735,0.0037611779293944105,0.0046398467549082405,0.012260686571983937,0.023174639270362337,0.0038759834434755366,0.04850302822355857
4.25,0.8272567892474991,0.2105166120962002,0.22117109258631992,1000.0,1.1781017443297521,0.03516047073040675,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8272567892474991,0.25460630545561436,1.5523095002451521,0.4210332241924004,1.2420719747211002,0.003981079666553759,0.004937603088892617,0.01228211876111676,0.023497676626736994,0.0038928370499394555,0.04800957217253048
4.26,0.839876092023312,0.21460132080574082,0.23370779253911747,1000.0,1.1647355319726094,0.0358353865946682,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.839876092023312,0.2549319789342766,1.5347273369840868,0.42920264161148164,1.2730220764556308,0.004206740265704115,0.0052508965461367995,0.012302380351980986,0.02380079962074774,0.003909139777915252,0.047465793927342896
4.2700000000000005,0.8523089221814819,0.21872917224184557,0.24653851650523215,1000.0,1.151561704845085,0.03650740091472297,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8523089221814819,0.2552395603590648,1.5156183924888103,0.43745834448369114,1.301309979123412,0.004437693297094179,0.005579090400427704,0.012321530131181231,0.024084904168548416,0.00392490229476205,0.046874795643983815
4.28,0.8645410554913291,0.22289739458347999,0.259635934042448,1000.0,1.138595278826615,0.037175877720449176,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8645410554913291,0.2555299984545034,1.495089697723632,0.44579478916695997,1.3268085390024802,0.004673446812764064,0.005921322146585398,0.012339624876674407,0.024350918284125174,0.003940136306603859,0.04623988755846285
4.29,0.8765593341703691,0.2271031349587721,0.2729716002284842,1000.0,1.1258501500135172,0.03784022414522089,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8765593341703691,0.2558042039990396,1.47325353193187,0.4542062699175442,1.349423009831877,0.004913488804112715,0.006276506441218445,0.012356719281256394,0.02459978513141354,0.003954854395158705,0.04556454222469701
4.3,0.8883517143295236,0.23134347259373933,0.28651629920645033,1000.0,1.1133390433452786,0.038499892053034265,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8883517143295236,0.25606304961749826,1.4502258627901077,0.46268694518747866,1.3690907223975284,0.005157293385716105,0.006643346006407362,0.012372865911202383,0.024832448969091897,0.0039690698703963015,0.044852346271859
4.3100000000000005,0.8999072903659718,0.23561543056175235,0.30024033985064724,1000.0,1.1010734856113977,0.039154378766274554,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.8999072903659718,0.2563073696391668,1.426124912412112,0.4712308611235047,1.3857800961933768,0.00540432611731165,0.007020350032649212,0.012388115171230375,0.025049843419924323,0.003982796624533771,0.04410695605398285
4.32,0.9112163116296188,0.23991598902617783,0.3141138795729572,1000.0,1.0890637864605266,0.03980322746757867,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9112163116296188,0.25653796034123805,1.401069709992316,0.47983197805235567,1.3994889935679253,0.005654049832313229,0.0074058600665314256,0.012402515295644604,0.02525288216509759,0.0039960490003875864,0.04333205288636029
4.33,0.9222701816331615,0.24424209676312825,0.328107189107898,1000.0,1.0773190380489883,0.04044602696280004,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9222701816331615,0.2567555803139815,1.3751788213310703,0.4884841935262565,1.4102426438424587,0.0059059294039421634,0.0077980821288469475,0.01241611234913638,0.02544245160719335,0.004008841666820044,0.04253130375250733
4.34,0.933061447173574,0.2485906839269278,0.3421909320815785,1000.0,1.0658471252993797,0.04108241104526236,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.933061447173574,0.2569609510620522,1.3485691226448273,0.4971813678538556,1.4180911288017037,0.006159436777468413,0.008195123904126128,0.012428950244280094,0.02561940537679175,0.004021189505802756,0.04170832338076785
4.3500000000000005,0.9435837764590865,0.2529586728912182,0.3563363831100645,1000.0,1.054654748107206,0.04171205748560717,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9435837764590865,0.25715475776829855,1.3213547715176703,0.5059173457824364,1.4231066840115834,0.0064140548959811606,0.008595035232611556,0.012441070771024578,0.025784560389988834,0.004033107510488897,0.04086664241807227
4.36,0.9538319264733713,0.2573429900754411,0.37051565033223677,1000.0,1.0437474549882748,0.04233468660893123,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9538319264733713,0.2573376501770496,1.293646258843702,0.5146859801508822,1.4253807813853017,0.006669281705980261,0.008995849972723317,0.012452513635377482,0.025938694204153324,0.0040446106924529246,0.040009678108568106
4.37,0.9638017048468819,0.2617405757646737,0.3847018391455387,1000.0,1.0331296828981988,0.042950059711259335,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9638017048468819,0.2575102436441489,1.2655496565452518,0.5234811515293474,1.4250212354683398,0.006924633104619696,0.00939562742640774,0.012463316510125099,0.02608254351191368,0.0040557140015959605,0.03914071102717274
4.38,0.973489921355315,0.2661483946642083,0.3988692129509702,1000.0,1.0228048081682803,0.043557977084595634,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.973489921355315,0.2576731202176722,1.2371659640284849,0.5322967893284166,1.4221492748848497,0.007179645833117463,0.009792491252741179,0.012473515088961535,0.02621680347761462,0.004066432253013883,0.038262864866860355
4.39,0.9828943388764395,0.2705634444725411,0.4129933027734053,1000.0,1.012775198329908,0.04415827606506175,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9828943388764395,0.2578268298775086,1.2085906290258073,0.5411268889450822,1.4168967840196893,0.007433879449921295,0.0101846645935065,0.012483143151934205,0.026342127864266193,0.004076780067003357,0.037379091619354855
4.4,0.9920136147945535,0.2749827649609293,0.4270510087028737,1000.0,1.0030422742231393,0.04475082872434532,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.9920136147945535,0.25797189173703544,1.1799131708536228,0.5499655299218587,1.4094036410905675,0.007686918156651726,0.010570499744422368,0.01249223262977763,0.026459129648976298,0.004086771813962203,0.036492159923307926
4.41,1.0008472465269298,0.2794034451020452,0.44102065995438144,1000.0,0.9936065679424635,0.04533553975395958,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0008472465269298,0.25810879539687454,1.1512169451884802,0.5588068902040904,1.399815311813467,0.007938371879178865,0.010948502027144168,0.012500813678925865,0.026568382164802885,0.004096421572423133,0.03560464778933444
4.42,1.0093955068721,0.28382263076056846,0.4548820660458369,1000.0,0.9844677917246172,0.04591234396895894,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0093955068721,0.2582380021853144,1.1225790024708482,0.5676452615211369,1.3882806064723776,0.008187877188825065,0.011317346796551105,0.012508914750474616,0.026670420454033363,0.004105743089079602,0.03471893822074788
4.43,1.0176593847169764,0.28823753059462176,0.46861653465138636,1000.0,0.9756249012677723,0.04648120404234064,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0176593847169764,0.2583599465062905,1.0940700582583172,0.5764750611892435,1.3749497235466877,0.008435097623724954,0.01167589017151215,0.012516562666834985,0.026765742929917968,0.004114749749978454,0.03383721829664898
4.44,1.0256405280897731,0.29264542143609606,0.48220687983431126,1000.0,0.9670761565441591,0.04704210834179066,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0256405280897731,0.25847503721146503,1.0657545277546878,0.5852908428721921,1.359972519014507,0.008679723837017601,0.01202317367104983,0.012523782700765597,0.02685481320942237,0.004123454559210803,0.0329614802398357
4.45,1.0333411766408445,0.297043653618877,0.49563740653681687,1000.0,0.9588191940113694,0.04759506837546279,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0333411766408445,0.2585836587915178,1.0376906620347996,0.594087307237754,1.3434970056884061,0.008921473317662703,0.012358422764619879,0.012530598643843599,0.02693806190515149,0.00413187011648203,0.032093525629942256
4.46,1.0407641104548875,0.30142965465393934,0.5088938896009138,1000.0,0.950851081304704,0.048140116869338424,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0407641104548875,0.2586861727615825,1.0099307072179415,0.6028593093078787,1.3256681015362695,0.009160090012816447,0.012681041287305348,0.01253703288781422,0.027015888625343487,0.00414000860864508,0.031234970326328087
4.47,1.047912589152868,0.3058009330266872,0.5219635346512291,1000.0,0.9431683822778348,0.048677305491660494,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.047912589152868,0.2587829188470448,0.9825211399685083,0.6116018660533744,1.3066265833700401,0.009395343623722123,0.01299060147939208,0.012543106494046502,0.02708866384259563,0.004147881798916172,0.03038725175160335
4.48,1.0547903024931693,0.3101550808156207,0.5348349361598834,1000.0,0.9357672097537652,0.04920670301081849,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0547903024931693,0.2588742162608093,0.9555029154475225,0.6203101616312414,1.2865082470144995,0.0096270288508779,0.013286831493887395,0.012548839269293594,0.027156730830244915,0.0041555010250973815,0.029551636560232655
4.49,1.0614013075855213,0.31448977651369747,0.5474980130482057,1000.0,0.9286432924612922,0.049728392963924485,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0614013075855213,0.25896036472560097,0.9289117917787203,0.6289795530273949,1.2654432564221518,0.0098549642348677,0.013569600208674797,0.012554249825949987,0.027220407386475978,0.004162877192590806,0.028729230673568668
4.5,1.067749997682434,0.31880278613079716,0.5599439706445803,1000.0,0.9217920082388767,0.050242472506162136,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.067749997682434,0.25904164583221295,0.9027785757126051,0.6376055722615943,1.243555632248547,0.010078991471602445,0.01383890208574771,0.01255935566385568,0.027279987773214456,0.004170020785669353,0.027920986877709438
4.51,1.0738410366026279,0.3230919650238046,0.5721652104740625,1000.0,0.9152084537289915,0.050749049992809395,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0738410366026279,0.25911832386116956,0.8771295187349419,0.6461839300476092,1.2209629382252019,0.010298973788533125,0.014094839998044284,0.012564173218805067,0.027335744212350934,0.004176941861544859,0.027127717074276556
4.5200000000000005,1.079679326948659,0.3273552583447845,0.5841552797333918,1000.0,0.9088874780563437,0.051248243810569076,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.079679326948659,0.25919064695893285,0.8519865980978627,0.654710516689569,1.1977760430479827,0.01051479503520105,0.014337609507098583,0.012568717933679602,0.027387928593859027,0.00418365006261009,0.026350100972098847
4.53,1.085269975891033,0.3315907014401135,0.5959088137566133,1000.0,0.9028237190436087,0.05174018112312117,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.085269975891033,0.25925884818439193,0.8273678159487008,0.663181402880227,1.1740989892819638,0.010726358647619038,0.01456748350720117,0.012573004321757609,0.027436774030737826,0.004190154627173981,0.025588695338619613
4.54,1.0906182393038724,0.3357964200494724,0.6074214354292318,1000.0,0.8970116622466504,0.05222499582411263,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.0906182393038724,0.25932314620585367,0.8032876035882391,0.6715928400989448,1.1500290321008804,0.01093358583772617,0.014784796845548391,0.01257704600834199,0.027482496107260727,0.0041964643896267705,0.024843946502729045
4.55,1.095729512872868,0.339970629546679,0.6186897288775556,1000.0,0.8914456501808835,0.05270282821537411,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.095729512872868,0.2593837464866543,0.779757024464923,0.679941259093358,1.1256566225749602,0.011136415119796,0.014989933910367017,0.012580855803349061,0.027525294420897597,0.004202587803085084,0.024116196632935762
4.5600000000000005,1.1006092751094014,0.34411163474511747,0.6297111288765035,1000.0,0.886119942409963,0.05317382292217895,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1006092751094014,0.259440841805448,0.7567841880201789,0.6882232694902349,1.1010656094235427,0.011334800319777062,0.015183315527295913,0.012584445732302935,0.027565353594055868,0.0042085329383723885,0.023405696536706565
4.57,1.1052630772859908,0.34821782842050797,0.6404838827184155,1000.0,0.8810287258765716,0.05363812852525502,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1052630772859908,0.2594946132603393,0.7343744642086439,0.6964356568410159,1.076333363418326,0.011528709888931479,0.01536538900236378,0.012587827097941897,0.02760284457645501,0.004214307504656469,0.022712612295112698
4.58,1.109696513663297,0.35228769042812835,0.651006982389943,1000.0,0.8761661461242785,0.05409589647374136,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.109696513663297,0.2595452309573037,0.7125307695246226,0.7045753808562567,1.0515309931793595,0.011718125683018974,0.01553661866678907,0.012591010522156073,0.027637925671695793,0.004219918859852692,0.022037034109008945
4.59,1.113915200776009,0.35631978639288525,0.6612801080923862,1000.0,0.8715263288853651,0.054547280327185976,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.113915200776009,0.2595928547318768,0.6912538128887191,0.7126395727857705,1.026723575556507,0.011903041945662952,0.01569747801959977,0.0125940059901723,0.02767074353909838,0.004225374024334516,0.02137898390377482
4.6000000000000005,1.1179247531108916,0.36031276593945927,0.6713035598001345,1000.0,0.8671034053882398,0.05499243486559862,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1179247531108916,0.2596376347606127,0.6705423593610123,0.7206255318789185,1.0019704429334424,0.01208346407640242,0.01584844291299796,0.012596822887945034,0.027701434073693035,0.004230679692130358,0.020738423485392135
4.61,1.1217307642513439,0.3642653608656445,0.6810781990023362,1000.0,0.8628915319106643,0.05543151539586842,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1217307642513439,0.25967971217054053,0.6503934594517755,0.728530721731289,0.9773254695442927,0.012259407582042052,0.01598998602207669,0.012599470039543181,0.02773012324296435,0.004235842243642165,0.020115261632529143
4.62,1.1253387920896845,0.3681763832719073,0.6906053982034546,1000.0,0.8588849050528514,0.05586467720451222,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1253387920896845,0.25971921963201267,0.6308026506397565,0.7363527665438147,0.9528373548547939,0.01243089716766218,0.016122572428312668,0.012601955743601515,0.027756927872655955,0.004240867759136689,0.019509360329064633
4.63,1.1287543455740772,0.37204472358200996,0.6998869925716757,1000.0,0.8550777753862329,0.0562920750650595,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1287543455740772,0.25975628190973815,0.6117641447806588,0.7440894471640199,0.928549912453954,0.012597965866290162,0.01624665610999629,0.012604287807238705,0.02778195636734063,0.004245762031872895,0.01892054056022656
4.64,1.1319828724310401,0.37586934844974135,0.7089252326522786,1000.0,0.8514644600687913,0.05671386277955905,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1319828724310401,0.25979101636997165,0.5932710042945828,0.7517386968994827,0.9045023636289291,0.012760654187741013,0.01636267721022537,0.012606473577302749,0.027805309367625302,0.004250530580649876,0.018348587761688125
4.65,1.1350297487440315,0.3796492986805113,0.7177227413395583,1000.0,0.8480393535228778,0.05713019278649346,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1350297487440315,0.2598235334572419,0.5753153005130156,0.7592985973610226,0.8807296239757756,0.012919009344112048,0.016471060006580433,0.012608519969775802,0.02782708035606108,0.004255178662170326,0.01779325671689739
4.66,1.137900269001043,0.38338368690724833,0.7262824696574488,1000.0,0.8447969375990656,0.057541215783311436,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.137900269001043,0.25985393712919724,0.5578882664391013,0.7667673738144967,0.8572625957497038,0.013073084453834077,0.01657221143792894,0.01261043349661078,0.02784735620686389,0.004259711282657214,0.017254276281621687
4.67,1.140599637629036,0.3870716951559029,0.7346076546356505,1000.0,0.8417317901825562,0.05794708039963175,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.140599637629036,0.2598823252639847,0.540980437146345,0.7741433903118058,0.8341284552121545,0.013222937783441708,0.016666520132573078,0.01261222029089902,0.027866217691771406,0.004264133209169191,0.01673135372617562
4.68,1.1431329632044944,0.39071257264351594,0.7427017857314602,1000.0,0.8388385910339167,0.058347932968087456,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1431329632044944,0.2599087900554627,0.5245817648565312,0.7814251452870319,0.8113509141012617,0.013368632143166283,0.016754355892234462,0.012613886131325292,0.027883739954485252,0.004268448981136772,0.016224178294531894
4.69,1.1455052536952217,0.3943056335770135,0.7505685737883626,1000.0,0.8361121265602578,0.05874391733161906,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1455052536952217,0.25993341838143436,0.5086817223678822,0.788611267154027,0.7889504703662492,0.013510234328190526,0.01683606950563601,0.012615436464971989,0.027899992945907115,0.00427266292145091,0.015732424403130378
4.7,1.1477214121311605,0.39785025487848436,0.7582119206039387,1000.0,0.8335472941387645,0.05913517466523329,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1477214121311605,0.25995629214157223,0.49326939954844407,0.7957005097569687,0.7669446527143351,0.013647814570870895,0.01691199281184406,0.012616876428257434,0.02791504182006082,0.004276779146908788,0.015255754625209611
4.71,1.1497862327926287,0.401345873839414,0.7656358892047422,1000.0,0.8311391059021157,0.05952184331487047,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1497862327926287,0.25997748856881087,0.4783335931041373,0.802691747678828,0.7453482582331149,0.01378144600568536,0.016982438964460944,0.012618210866241071,0.027928947295140425,0.004280801578094735,0.014793822467138265
4.72,1.1517043983452304,0.40479198579177494,0.7728446766671622,1000.0,0.8288826915469003,0.0599040586694397,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1517043983452304,0.25999708052115206,0.46386288618743465,0.8095839715835499,0.724173577207753,0.013911204180008917,0.0170477028650875,0.012619444350728511,0.02794176598597653,0.004284733948905048,0.014346274830539216
4.73,1.1534804779780519,0.4081881418380408,0.7798425900384572,1000.0,0.8267733001098504,0.06028195306851954,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1534804779780519,0.26001513675665994,0.44984571721180006,0.8163762836760816,0.7034306029287302,0.014037166620692229,0.017108061729376053,0.012620581197347585,0.027953550711260863,0.004288579815770716,0.013912754140571136
4.74,1.1551189262975692,0.411533946634723,0.7866340247990479,1000.0,0.8248063009689695,0.06065565573708233,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,1.1551189262975692,0.26003172219117293,0.43627043959747475,0.823067893269446,0.6831272276846876,0.014159412446382861,0.0171637757464436,0.012621625481562307,0.027964350776601452,0.004292342566516463,0.013492900193736333
