Time,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,compartment_0000001
8.18,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02822446238695706,-0.03980259126794719,0.00024044184418280492,0.14415802493464455,0.03389547260454776,0.018978667787805246,0.0010832392657661022,0.2944211432285509,0.0015051373654393883,0.17915884228865173,0.036523577553699144,0.9631518534496393,-67.48014674085724,1.0
8.19,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028260056503585127,-0.039857646372337345,0.00024089278596987345,0.14421330711096209,0.033907416360638445,0.018987009870159232,0.0010847752973948258,0.29446534746298575,0.0015053832575471309,0.17911299640628864,0.03653896417645791,0.9631294106590832,-67.47589114556307,1.0
8.2,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028295678876466362,-0.039912752901639925,0.000241344349821571,0.14426853794772498,0.03391936715043292,0.01899535182729229,0.0010863128185857236,0.2945095358568551,0.001505629495752914,0.1790671346895518,0.03655434990790051,0.9631069653227873,-67.47163744725192,1.0
8.21,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028331329518262515,-0.03996791088700206,0.0002417965363191003,0.14432371746209938,0.033931324982601895,0.01900369366016374,0.0010878518302897065,0.2945537084271646,0.0015058760801619241,0.1790212571952784,0.0365697347495599,0.9630845174400272,-67.46738564374213,1.0
8.22,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028367008441664697,-0.04002312035962397,0.0002422493460443021,0.14437884567133655,0.033943289865815185,0.01901203536973727,0.001089392333459226,0.29459786519092174,0.0015061230108793682,0.17897536398020017,0.036585118702976815,0.9630620670100738,-67.46313573285293,1.0
8.23,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028402715659393046,-0.04007838135075896,0.0002427027795796574,0.14443392259277324,0.03395526180874174,0.01902037695698083,0.0010909343290482739,0.294642006165136,0.0015063702880104748,0.17892945510094357,0.036600501769699804,0.9630396140321926,-67.45888771240446,1.0
8.24,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028438451184196883,-0.04013369389171322,0.00024315683750828927,0.14448894824383043,0.03396724082004961,0.019028718422866672,0.0010924778180123774,0.2946861313668182,0.0015066179116604943,0.17888353061402998,0.03661588395128521,0.9630171585056442,-67.4546415802178,1.0
8.25,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02847421502885497,-0.04018905801384662,0.00024361152041396498,0.14454392264201377,0.03397922690840596,0.01903705976837137,0.0010940228013086209,0.29473024081298116,0.0015068658819346985,0.17883759057587575,0.03663126524929716,0.9629947004296837,-67.45039733411491,1.0
8.26,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028510007206175317,-0.04024447374857224,0.00024406682888109771,0.14459884580491364,0.03399122008247715,0.01904540099447576,0.0010955692798956338,0.29477433452063945,0.0015071141989383818,0.17879163504279258,0.03664664566530756,0.9629722398035612,-67.4461549719187,1.0
8.27,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028545827728995523,-0.040299941127357006,0.0002445227634947485,0.14465371775020416,0.034003220350928655,0.019053742102165008,0.0010971172547336078,0.2948184125068091,0.0015073628627768605,0.17874566407098752,0.03666202520089607,0.9629497766265208,-67.44191449145298,1.0
8.28,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02858167661018251,-0.040355460181721356,0.00024497932484062867,0.14470853849564352,0.034015227722425115,0.01906208309242852,0.0010986667267842882,0.294862474788508,0.0015076118735554741,0.1786996777165632,0.03667740385765016,0.9629273108978014,-67.43767589054247,1.0
8.290000000000001,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02861755386263305,-0.04041103094323983,0.00024543651350510153,0.14476330805907367,0.03402724220563038,0.019070423966260047,0.0011002176970109911,0.29490652138275564,0.0015078612313795849,0.178653676035518,0.03669278163716503,0.9629048426166361,-67.4334391670128,1.0
8.3,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02865345949927332,-0.040466653443540855,0.000245894330075184,0.14481802645842004,0.03403926380920743,0.01907876472465756,0.0011017701663785962,0.294950552306573,0.0015081109363545779,0.1786076590837462,0.03670815854104365,0.9628823717822523,-67.42920431869057,1.0
8.31,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028689393533059642,-0.04052232771430765,0.0002463527751385498,0.1448726937116919,0.03405129254181854,0.01908710536862341,0.0011033241358535738,0.2949945675769832,0.0015083609885858623,0.17856162691703822,0.036723534570896756,0.9628598983938714,-67.42497134340319,1.0
8.32,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028725355976977843,-0.04057805378727712,0.0002468118492835302,0.14492730983698096,0.03406332841212511,0.019095445899164145,0.001104879606403953,0.2950385672110104,0.0015086113881788705,0.17851557959108066,0.03673890972834282,0.962837422450709,-67.42074023897906,1.0
8.33,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028761346844043946,-0.040633831694241326,0.00024727155309911677,0.14498187485246278,0.03407537142878781,0.019103786317290667,0.0011064365789993636,0.29508255122568094,0.0015088621352390592,0.17846951716145662,0.03675428401500805,0.9628149439519745,-67.41651100324748,1.0
8.34,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028797366147303775,-0.040689661467046785,0.0002477318871749631,0.14503638877639516,0.03408742160046656,0.01911212662401811,0.0011079950546110172,0.2951265196380224,0.0015091132298719096,0.1784234396836457,0.036769657432526415,0.9627924628968713,-67.41228363403863,1.0
8.35,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028833413899833446,-0.040745543137594896,0.0002481928521013871,0.14509085162711866,0.034099478935820486,0.01912046682036594,0.0011095550342117182,0.2951704724650641,0.0015093646721829267,0.17837734721302437,0.0367850299825396,0.9627699792845962,-67.40805812918363,1.0
8.36,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028869490114739025,-0.040801476737842186,0.00024865444846937276,0.1451452634230565,0.03411154344350803,0.019128806907357854,0.0011111165187758715,0.29521440972383717,0.0015096164622776414,0.17833123980486593,0.036800401666697034,0.96274749311434,-67.4038344865145,1.0
8.370000000000001,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028905594805157028,-0.04085746229980027,0.0002491166768705724,0.1451996241827137,0.03412361513218686,0.019137146886021864,0.001112679509279482,0.2952583314313739,0.0015098686002616088,0.17828511751434079,0.03681577248665586,0.9627250043852872,-67.39961270386416,1.0
8.38,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02894172798425419,-0.04091349985553618,0.00024957953789730823,0.14525393392467764,0.03413569401051395,0.019145486757390254,0.0011142440067001636,0.29530223760470853,0.0015101210862404097,0.17823898039651667,0.03683114244408092,0.9627025130966153,-67.39539277906647,1.0
8.39,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.028977889665227612,-0.040969589437172466,0.0002500430321425753,0.14530819266761755,0.03414778008714557,0.01915382652249956,0.0011158100120171413,0.29534612826087675,0.0015103739203196505,0.1781928285063587,0.03684651154064481,0.9626800192474955,-67.39117470995616,1.0
8.4,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029014079861304953,-0.041025731076887215,0.00025050716020004265,0.14536240043028395,0.0341598733707373,0.019162166182390618,0.0011173775262112544,0.2953900034169157,0.0015106271026049639,0.1781466618987296,0.03686187977802781,0.9626575228370924,-67.3869584943689,1.0
8.41,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029050298585744344,-0.04108192480691438,0.00025097192266405606,0.14541655723150929,0.03417197386994403,0.019170505738108513,0.0011189465502649636,0.2954338630898642,0.0015108806332020082,0.17810048062838985,0.0368772471579179,0.9626350238645636,-67.38274413014125,1.0
8.42,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029086545851834636,-0.04113817065954391,0.00025143732012963946,0.14547066309020681,0.03418408159341998,0.019178845190702624,0.0011205170851623558,0.2954777072967625,0.0015111345122164686,0.17805428474999785,0.03689261368201078,0.9626125223290598,-67.37853161511069,1.0
8.43,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029122821672895413,-0.04119446866712197,0.0002519033531924977,0.14552471802537126,0.03419619654981872,0.019187184541226598,0.0011220891318891506,0.2955215360546525,0.0015113887397540566,0.1780080743181101,0.03690797935200982,0.962590018229725,-67.37432094711559,1.0
8.44,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02915912606227693,-0.041250818862050787,0.00025237002244901804,0.1455787220560778,0.03420831874779319,0.019195523790738328,0.0011236626914326961,0.2955653493805774,0.0015116433159205113,0.1779618493871814,0.036923344169626095,0.9625675115656961,-67.37011212399526,1.0
8.45,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029195459033360543,-0.04130722127678946,0.0002528373284962726,0.1456326752014831,0.03422044819599569,0.019203862940300017,0.001125237764781991,0.29560914729158233,0.0015118982408215986,0.17791561001156492,0.03693870813657835,0.9625450023361026,-67.36590514358986,1.0
8.46,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029231820599558405,-0.041363675943853276,0.0002533052719320202,0.14568657748082356,0.0342325849030779,0.019212201990978107,0.0011268143529276678,0.2956529298047135,0.0015121535145631122,0.17786935624551245,0.03695407125459303,0.9625224905400672,-67.3617000037405,1.0
8.47,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.0292682107743137,-0.041420182895814416,0.00025377385335470845,0.14574042891341604,0.03424472887769088,0.019220540943843293,0.0011283924568620102,0.29569669693701883,0.0015124091372508736,0.17782308814317455,0.03696943352540424,0.9624999761767051,-67.35749670228918,1.0
8.48,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029304629571100867,-0.04147674216530216,0.0002542430733634764,0.14579422951865798,0.034256880128485115,0.019228879799970573,0.0011299720775789603,0.2957404487055477,0.0015126651089907323,0.17777680575860066,0.03698479495075375,0.9624774592451242,-67.35329523707881,1.0
8.49,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029341077003425472,-0.04153335378500274,0.0002547129325581557,0.14584797931602628,0.034269038664110504,0.019237218560439185,0.0011315532160741156,0.2957841851273509,0.0015129214298885663,0.17773050914573935,0.037000155532391006,0.9624549397444248,-67.3490956059532,1.0
8.5,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029377553084824173,-0.041590017787659396,0.0002551834315392731,0.14590167832507744,0.03428120449321633,0.019245557226332588,0.0011331358733447294,0.2958279062194805,0.0015131781000502823,0.1776841983584384,0.03701551527207311,0.9624324176736999,-67.34489780675706,1.0
8.51,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029414057828865307,-0.0416467342060732,0.0002556545709080529,0.145955326565448,0.03429337762445139,0.019253895798738572,0.001134720050389734,0.29587161199899037,0.0015134351195818158,0.17763787345044504,0.03703087417156482,0.962409893032035,-67.34070183733601,1.0
8.52,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029450591249148502,-0.04170350307310265,0.0002561263512664191,0.14600892405685378,0.03430555806646388,0.019262234278749152,0.001136305748209731,0.2959153024829357,0.0015136924885891315,0.17759153447540607,0.03704623223263855,0.9623873658185076,-67.33650769553657,1.0
8.53,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029487153359304866,-0.04176032442166379,0.00025659877321699653,0.14606247081908955,0.03431774582790149,0.01927057266746059,0.0011378929678069933,0.295958977688373,0.0015139502071782238,0.17754518148686801,0.037061589457074356,0.9623648360321877,-67.33231537920615,1.0
8.540000000000001,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02952374417299733,-0.04181719828473091,0.0002570718373631145,0.1461159668720295,0.03432994091741137,0.019278910965973454,0.0011394817101854865,0.2960026376323604,0.0015142082754551166,0.17749881453827732,0.03707694584665994,0.9623423036721375,-67.32812488619307,1.0
8.55,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02956036370392012,-0.04187412469533582,0.0002575455443088071,0.1461694122356257,0.03434214334364015,0.01928724917539248,0.0011410719763508472,0.2960462823319571,0.001514466693525864,0.1774524336829805,0.03709230140319062,0.962319768737411,-67.32393621434656,1.0
8.56,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029597011965799593,-0.04193110368656917,0.0002580198946588169,0.1462228069299102,0.03435435311523401,0.01929558729682674,0.0011426637673104215,0.2960899118042242,0.0015147254614965504,0.1774060389742243,0.03710765612846937,0.9622972312270547,-67.31974936151673,1.0
8.57,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02963368897239376,-0.04198813529157948,0.00025849488901859643,0.14627615097499222,0.03436657024083857,0.019303925331389513,0.0011442570840732374,0.2961335260662238,0.0015149845794732908,0.17735963046515585,0.03712301002430679,0.9622746911401068,-67.3155643255546,1.0
8.58,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029670394737492566,-0.042045219543573965,0.0002589705279943103,0.14632944439105985,0.03437879472909904,0.019312263280198333,0.0011458519276500278,0.2961771251350194,0.001515244047562231,0.17731320820882285,0.037138363092521096,0.9622521484755974,-67.3113811043121,1.0
8.59,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029707129274917934,-0.04210235647581849,0.00025944681219283744,0.14638268719837913,0.034391026588660126,0.019320601144374977,0.0011474482990532309,0.2962207090276761,0.0015155038658695482,0.1772667722581737,0.03715371533493812,0.9622296032325485,-67.30719969564205,1.0
8.6,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029743892598524023,-0.04215954612163794,0.000259923742221773,0.14643587941729377,0.03440326582816611,0.019328938925045502,0.0011490461992969987,0.29626427776126013,0.0015157640345014507,0.17722032266605767,0.037169066753391315,0.9622070554099738,-67.30302009739816,1.0
8.61,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02978068472219718,-0.04221678851441621,0.0002604013186894314,0.14648902106822576,0.03441551245626084,0.019337276623340217,0.001150645629397199,0.2963078313528394,0.0015160245535641786,0.1771738594852251,0.03718441734972174,0.9621845050068787,-67.29884230743502,1.0
8.620000000000001,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02981750565985571,-0.042274083687596074,0.0002608795422048473,0.14654211217167368,0.03442776648158769,0.019345614240393612,0.0011522465903714108,0.2963513698194827,0.0015162854231640039,0.17712738276832754,0.03719976712577807,0.9621619520222602,-67.29466632360817,1.0
8.63,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029854355425450594,-0.042331431674680044,0.00026135841337777824,0.1465951527482144,0.0344400279127897,0.0193539517773445,0.0011538490832389487,0.2963948931782607,0.001516546643407231,0.17708089256791787,0.03721511608341656,0.9621393964551069,-67.29049214377399,1.0
8.64,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029891234032964963,-0.04238883250922982,0.0002618379328187072,0.14664814281850103,0.03445229675850945,0.019362289235335874,0.0011554531090208482,0.2964384014462449,0.0015168082144001972,0.17703438893645052,0.037230464224501075,0.962116838304399,-67.28631976578978,1.0
8.65,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.029928141496414613,-0.04244628622486693,0.00026231810113884425,0.14670108240326413,0.034464573027389145,0.01937062661551501,0.001157058668739883,0.29648189464050845,0.001517070136249272,0.17698787192628157,0.03724581155090308,0.9620942775691079,-67.28214918751375,1.0
8.66,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.02996507782984773,-0.042503792855272594,0.0002627989189501289,0.1467539715233108,0.03447685672807061,0.019378963919033387,0.0011586657634205628,0.2965253727781257,0.0015173324090608582,0.176941341589669,0.03726115806450161,0.9620717142481965,-67.27798040680499,1.0
8.67,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.030002043047345436,-0.04256135243418828,0.0002632803868652322,0.1468068101995247,0.03448914786919534,0.019387301147046777,0.0011602743940891476,0.2965688358761722,0.0015175950329413923,0.17689479797877275,0.03727650376718329,0.9620491483406189,-67.27381342152346,1.0
