Time,S_d,E_d,I_d,R_d,S_h,E_h,I_h,R_h,A,lambda,gamma,sigma,m,beta,k,mu,B,lambda_h,gamma_h,sigma_h,m_h,beta_dh,k_h,mu_h,compartment,Human_Population,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23
40.0,17231953.80758241,573426.4171173639,1296459.5515139455,1479251.9299669869,1724705496.7328055,784.1681739428801,1418.1019945948112,429.2240937863489,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1479251.9299669869,2064335.1016225098,3529803.9146037954,1378556.3046065927,1376223.4010816736,45874.11336938911,103716.76412111564,1550875.8426824168,51608.377540562746,1296459.5515139455,118340.15439735896,15400000.0,429.2240937863489,2823.0054261943683,5174116.490198417,5120.464994864175,1882.0036174629126,2.3525045218286404,423.4508139291553,4.254305983784434,1900.2566727570472,1.2876722813590467
40.5,17275079.730975017,569667.4067923647,1285251.597234084,1481880.2928235708,1729813674.6313381,779.4316861713417,1407.5429660077011,425.887687034457,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1481880.2928235708,2050802.6644525125,3508046.163019923,1382006.3784780013,1367201.7763016755,45573.39254338917,102820.12777872673,1554757.1757877516,51270.06661131282,1285251.597234084,118550.42342588566,15400000.0,425.887687034457,2805.9540702168297,5189441.023894015,5091.232855063388,1870.6360468112202,2.338295058514025,420.89311053252453,4.222628898023103,1886.1075744503196,1.277663061103371
41.0,17319530.07973001,566619.4739953602,1275594.9763203382,1484821.5739186434,1734914199.9132576,775.5867888794248,1398.4398866170754,422.9636306053545,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1484821.5739186434,2039830.1063832964,3490647.478785349,1385562.406378401,1359886.7375888648,45329.557919628816,102047.59810562705,1558757.707175701,50995.75265958242,1275594.9763203382,118785.72591349148,15400000.0,422.9636306053545,2792.1124399659293,5204742.599739773,5067.87954846163,1861.40829331062,2.3267603666382746,418.81686599488944,4.195319659851227,1873.9094480668812,1.2688908918160635
41.5,17364489.03022858,564264.6825671253,1267493.20912354,1488000.669257304,1740007082.812126,772.6487102667418,1390.8676933135469,420.4803578750864,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1488000.669257304,2031352.8572416508,3477480.7642629594,1389159.1224182865,1354235.238161101,45141.174605370026,101399.4567298832,1562804.0127205723,50783.82143104127,1267493.20912354,119040.05354058431,15400000.0,420.4803578750864,2781.5353569602703,5220021.248436378,5050.473999356919,1854.3569046401806,2.3179461308002254,417.23030354404057,4.17260307994064,1863.762709040153,1.2614410736252593
42.0,17409191.13913911,562577.083721089,1260927.6334118259,1491344.4835751583,1745092333.7597342,770.6181598044823,1384.8719815228733,418.4570668737739,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1491344.4835751583,2025277.50139592,3468373.3688648315,1392735.2911311288,1350185.0009306136,45006.16669768711,100874.21067294606,1566827.2025225197,50631.937534898,1260927.6334118259,119307.55868601266,15400000.0,418.4570668737739,2774.225375296136,5235277.001279202,5038.99648546847,1849.4835835307576,2.311854479413447,416.1338062944205,4.15461594456862,1855.7284552406504,1.2553712006213218
42.5,17452948.27109389,561524.9402857886,1255860.304961488,1494784.7999292994,1750169963.102098,769.4838642714941,1380.470210301023,416.90392390660026,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1494784.7999292994,2021489.7850288388,3463117.4602376614,1396235.8616875112,1347659.856685893,44921.995222863094,100468.82439691904,1570765.34439845,50537.244625720974,1255860.304961488,119582.78399434395,15400000.0,416.90392390660026,2770.1419113773786,5250509.889306294,5033.348972434466,1846.7612742515862,2.308451592814482,415.5212867066068,4.141410630903069,1849.8300818033708,1.2507117717198009
43.0,17495143.97043791,561071.1102473306,1252236.9088764214,1498258.0429266111,1755239981.215137,769.2235364152059,1377.656053602856,415.82342106572474,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1498258.0429266111,2019855.99689039,3461474.2709304825,1399611.5176350328,1346570.6645935937,44885.688819786454,100178.95271011372,1574562.9573394118,50496.399922259756,1252236.9088764214,119860.6434341289,15400000.0,415.82342106572474,2769.204731094741,5265719.943645411,5033.365700466116,1846.1364873964944,2.307670609245618,415.3807096642112,4.132968160808568,1846.059111827827,1.2474702631971744
43.5,17535236.031816546,561174.1142011847,1249989.116625932,1501705.7976845943,1760302398.4964588,769.8056603944372,1376.4021712502345,415.21124196653244,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1501705.7976845943,2020226.8111242647,3463178.9631635374,1402818.8825453238,1346817.8740828435,44893.929136094775,99999.12933007456,1578171.242863489,50505.67027810662,1249989.116625932,120136.46381476754,15400000.0,415.21124196653244,2771.3003774199733,5280907.195489377,5038.821743808615,1847.5335849466494,2.3094169811833116,415.6950566129961,4.129206513750703,1844.3789094753142,1.2456337258995973
44.0,17572755.51587139,561788.2356800564,1249036.357587184,1505074.8739350599,1765357225.4255264,771.1898503862606,1376.662766661431,415.0570635121485,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1505074.8739350599,2022437.6484482028,3467943.665685628,1405820.4412697114,1348291.7656321356,44943.05885440451,99922.90860697473,1581547.9964284252,50560.94121120507,1249036.357587184,120405.9899148048,15400000.0,415.0570635121485,2776.283461390538,5296071.6762765795,5049.439371390292,1850.8556409270257,2.313569551158782,416.44251920858073,4.129988299984293,1844.7281073263177,1.2451711905364455
44.5,17607310.714043833,562865.2701951715,1249288.228864986,1508318.0168267633,1770404472.468691,773.3294442152418,1378.3759896310905,415.34532221440315,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1508318.0168267633,2026314.972702617,3475463.7506896835,1408584.8571235067,1350876.6484684118,45029.22161561372,99943.05830919888,1584657.964263945,50657.87431756543,1249288.228864986,120665.44134614106,15400000.0,415.34532221440315,2783.98599917487,5311213.417406074,5064.89712122779,1855.9906661165805,2.3199883326457256,417.5978998762306,4.135127968893272,1847.0238261056613,1.2460359666432095
45.0,17638582.91564642,564353.9918417212,1250645.5905326337,1511393.566747383,1775444150.186746,776.170838846854,1381.465961302105,416.05585264234577,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1511393.566747383,2031674.3706301963,3485419.3195781955,1411086.6332517136,1354449.580420131,45148.319347337696,100051.64724261069,1587472.4624081776,50791.85926575491,1250645.5905326337,120911.48533979064,15400000.0,416.05585264234577,2794.2150198486743,5326332.450560238,5084.833700659749,1862.81001323245,2.3285125165405622,419.1322529773012,4.144397883906315,1851.1643881448208,1.2481675579270373
45.5,17666326.577653732,566200.9547639444,1253001.806979015,1514265.6471039606,1780476269.241736,779.6545728649451,1385.8441891354917,417.1643576189565,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1514265.6471039606,2038323.4371501997,3497478.3816680815,1413306.1262122986,1358882.2914334666,45296.07638111555,100240.1445583212,1589969.3919888358,50958.08592875499,1253001.806979015,121141.25176831686,15400000.0,417.1643576189565,2806.756462313802,5341428.807725208,5108.852560252814,1871.1709748758685,2.3389637185948353,421.0134693470704,4.157532567406475,1857.031213441559,1.2514930728568696
46.0,17690370.243652105,568352.4642867936,1256246.0167011332,1516904.6949926706,1785500840.2166402,783.7181400641261,1391.412719643894,418.6433762768,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1516904.6949926706,2046068.871432457,3511306.2301038816,1415229.6194921685,1364045.9142883047,45468.19714294349,100499.68133609067,1592133.3219286895,51151.72178581142,1256246.0167011332,121352.37559941364,15400000.0,418.6433762768,2821.3853042308538,5356502.520649921,5136.5348489955795,1880.9235361539031,2.3511544201923784,423.20779563462816,4.174238158931682,1864.4930443228182,1.2559301288304
46.5,17710608.773788743,570753.5646689974,1260262.7305357852,1519286.635903724,1790517873.8246837,788.2955007980652,1398.0642688495377,420.46238468696936,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1519286.635903724,2054712.8328083905,3526563.1872875537,1416848.7019030994,1369808.555205594,45660.2851735198,100821.01844286281,1593954.7896409868,51367.82082020977,1260262.7305357852,121542.93087229792,15400000.0,420.46238468696936,2837.8638028730343,5371553.621474051,5167.437543453282,1891.9092019153568,2.3648865023941954,425.6795704309552,4.194192806548613,1873.4061202583807,1.261387154060908
47.0,17727002.77062559,573348.1063675636,1264931.424720295,1521392.8026099312,1795527381.0480666,793.3147335293894,1405.682614274564,422.5878801476119,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1521392.8026099312,2064053.1829232287,3542903.9735655515,1418160.2216500472,1376035.4552821529,45867.84850940509,101194.5139776236,1595430.2493563031,51601.32957308072,1264931.424720295,121711.4242087945,15400000.0,422.5878801476119,2855.9330407058014,5386582.1431442,5201.091528854557,1903.9553604705347,2.3799442005881684,428.3899561058703,4.217047842823692,1883.6147031279158,1.2677636404428356
47.5,17739579.215869308,576081.7165775554,1270132.170140393,1523210.7298463031,1800529372.7486908,798.7045577338877,1414.1468017670848,424.9846995955071,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1523210.7298463031,2073894.1796791994,3559994.418999061,1419166.3372695446,1382596.119786133,46086.53732620443,101610.57361123145,1596562.1294282377,51847.35449197998,1270132.170140393,121856.85838770425,15400000.0,424.9846995955071,2875.3364078419954,5401588.118246073,5237.024540308767,1916.8909385613306,2.396113673201663,431.3004611762994,4.242440405301254,1894.9567143678937,1.2749540987865213
48.0,17748424.84108502,578901.1284049333,1275744.984595397,1524733.4429030297,1805523859.8984718,804.3918820534151,1423.3316242389037,427.61612012147344,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1524733.4429030297,2084044.0622577595,3577509.3081262466,1419873.9872868017,1389362.70817184,46312.090272394664,102059.59876763176,1597358.2356976517,52101.101556443995,1275744.984595397,121978.67543224238,15400000.0,427.61612012147344,2895.810775392294,5416571.579695416,5274.758540227107,1930.5405169281964,2.413175646160245,434.3716163088442,4.269994872716711,1907.2643764801312,1.2828483603644203
48.5,17753677.79221515,581754.948292485,1281651.4957582925,1525958.913506079,1810510853.5425148,810.3036700371239,1433.1093837963106,430.44443340253065,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1525958.913506079,2094317.8138529458,3595136.3762213257,1420294.223377212,1396211.875901964,46540.3958633988,102532.1196606634,1597831.0012993633,52357.94534632364,1281651.4957582925,122076.71308048633,15400000.0,430.44443340253065,2917.0932121336455,5431532.560627544,5313.816630682296,1944.7288080890976,2.430911010111372,437.56398182004693,4.299328151388932,1920.3665742870562,1.291333300207592
49.0,17755522.26597359,584594.3907178758,1287736.242947129,1526889.7507557771,1815490364.794584,816.3679357042852,1443.351322702123,433.4313876853322,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1526889.7507557771,2104539.8065843526,3612579.866427131,1420441.7812778873,1403026.5377229021,46767.55125743007,103018.89943577033,1597997.003937623,52613.49516460882,1287736.242947129,122151.18006046217,15400000.0,433.4313876853322,2938.9245685354263,5446471.094383752,5353.728577960095,1959.2830456902848,2.4491038071128557,440.838685280314,4.33005396810637,1934.090772420845,1.3002941630559965
49.5,17754185.226211645,587373.7693563392,1293888.1761205008,1527533.0756122,1820462404.8361926,822.5140848203079,1453.9292996441545,436.53865978740674,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1527533.0756122,2114545.569682821,3629564.9938540673,1420334.8180969316,1409697.0464552143,46989.90154850714,103511.05408964006,1597876.670359048,52863.63924207053,1293888.1761205008,122202.64604897599,15400000.0,436.53865978740674,2961.050705353108,5461387.214508578,5394.037247778822,1974.0338035687391,2.467542254460924,444.15760580296626,4.361787898932464,1948.2652615231673,1.3096159793622202
50.0,17749930.461912755,590051.1754436056,1300002.034416796,1527900.1613743107,1825426984.912723,828.6741644616995,1464.717326034427,439.72832265111487,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1527900.1613743107,2124184.2315969802,3645841.4223764325,1419994.4369530205,1416122.8210646538,47204.09403548845,104000.16275334368,1597493.741572148,53104.605789924506,1300002.034416796,122232.01290994487,15400000.0,439.72832265111487,2983.226992062118,5476280.954738169,5434.304638410815,1988.8179947080791,2.4860224933850987,447.4840488093178,4.394151978103281,1962.7212168861324,1.3191849679533447
