Time,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,Enz,Product,k1,k2,k3,K4,k5,K6,k7,k8,K9,k10,K11,k12,k13,k14,K15,k16,K17,k18,K19,k20,K21,k_act,KM,k_inact,p,k_enz,k_rem,cytoplasm,ER,mit
0.71,0.04294365550472954,0.030901335446242895,0.0006058022444211651,10.03421009007386,0.0009999809529231938,6.366863264922874e-11,6.145467967259252e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.72,0.04369249904477944,0.031457159065230327,0.0006164646525368507,10.035055331799159,0.0009999805253580857,6.346170911157841e-11,6.151715347731754e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.73,0.04445181059901742,0.03202246736252785,0.0006272823993801734,10.03591524347555,0.0009999801022517435,6.325896130078098e-11,6.157167830273466e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.74,0.04522171367740956,0.03259737458136061,0.0006382573803990511,10.036790033338665,0.000999979684135256,6.306067132636289e-11,6.161863420668708e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.75,0.04600233297423492,0.03318199644255132,0.0006493915115027317,10.037679912306256,0.0009999792715708598,6.286715243261584e-11,6.165840457670723e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.76,0.04679379299909004,0.03377644858190786,0.0006606867107364677,10.038585090554678,0.0009999788650269605,6.267855857966424e-11,6.169131588772647e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.77,0.0475962199826802,0.03438084873187594,0.0006721449239827385,10.039505782306385,0.000999978465051922,6.249514835865362e-11,6.171772303935884e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.78,0.04840974123794246,0.034995315993716095,0.0006837681164517093,10.040442204237092,0.0009999780722156988,6.231719586727983e-11,6.173798157079127e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.79,0.049234485168083,0.03561997084933767,0.000695558272868867,10.041394575504924,0.0009999776871104868,6.214499133628332e-11,6.175244863404049e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.8,0.05007058127461462,0.036254935173132816,0.0007075173976626586,10.042363117779619,0.0009999773103513765,6.19788417559432e-11,6.176148396720988e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.81,0.05091816016539404,0.03690033224381044,0.0007196475151521277,10.04334805527169,0.000999976942577004,6.18190715025714e-11,6.17654508677464e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.82,0.05177735342556226,0.03755628619005171,0.0007319506853627427,10.044349613005428,0.0009999765844520814,6.166610226469891e-11,6.176465092656128e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.83,0.05264829368415594,0.03822292224424073,0.0007444289975369762,10.045368017598397,0.0009999762366672475,6.152041978921121e-11,6.175935330159469e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.84,0.053531115035067536,0.03890036845957151,0.0007570845232513891,10.046403502580066,0.0009999758999340567,6.138233566509123e-11,6.174999519673427e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.85,0.05442595253592293,0.03958875361917275,0.0007699193746452278,10.047456301898755,0.0009999755749926132,6.125228245808984e-11,6.173693683200822e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.86,0.05533294238376919,0.04028820794029826,0.000782935685496987,10.04852665209838,0.0009999752626099214,6.113071736488322e-11,6.172054341796151e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.87,0.0562522219227271,0.04099886308457137,0.0007961356114559233,10.049614792342709,0.0009999749635805461,6.101812306220252e-11,6.170118594294507e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.88,0.05718392965164365,0.0417208521682293,0.0008095213302735701,10.050720964439595,0.0009999746787272678,6.091500855596353e-11,6.167924196040499e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.89,0.05812820523174453,0.0424543097723677,0.0008230950420352492,10.051845412865243,0.0009999744089017396,6.082191003039624e-11,6.165509637617172e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.9,0.05908518933973814,0.04319937144836687,0.000836858933451649,10.052988383270856,0.000999974154982943,6.073946886561824e-11,6.162910700860519e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.91,0.06005502363972726,0.043956173611392396,0.0008508151697788944,10.054150122155951,0.000999973917877333,6.066845033267883e-11,6.160159722928204e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.92,0.06103785144857093,0.0447248556989848,0.000864966047999003,10.055330883350921,0.0009999736985288725,6.060941603833937e-11,6.157300666580396e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.93,0.062033817045594346,0.04550555790154079,0.0008793138347463097,10.056530921187894,0.0009999734979097392,6.056307326760401e-11,6.15437329029807e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.94,0.06304306589446217,0.04629842187228939,0.0008938608163555682,10.057750492628506,0.0009999733170240365,6.053016886915464e-11,6.151418109869869e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.95,0.06406574464978744,0.04710359073412787,0.0009086092988507935,10.058989857277894,0.000999973156908437,6.051149062553255e-11,6.148476453335161e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.96,0.0651020011637406,0.047921209086457424,0.000923561607934103,10.060249277398707,0.0009999730186328222,6.050786862332007e-11,6.145590515927105e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.97,0.0661519848344898,0.048751423212017454,0.0009387202329054176,10.061529018131314,0.0009999729033367884,6.05203780990224e-11,6.142808615249308e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.98,0.06721584599908122,0.04959438072464163,0.0009540875682359318,10.062829347137562,0.0009999728121659014,6.054997907710451e-11,6.140175909650503e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
0.99,0.06829373613099832,0.05045023068781473,0.000969665993958098,10.064150534729986,0.000999972746292372,6.059763028640956e-11,6.137737358067419e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.0,0.06938580804881415,0.051319123739719676,0.0009854579607264141,10.065492854007678,0.0009999727069368947,6.066440961480997e-11,6.135540848624146e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.01,0.07049221581785173,0.0522012120386703,0.0010014659456168695,10.06685658080698,0.0009999726953582781,6.075145362267569e-11,6.133635657008693e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.02,0.07161311475780341,0.053096649270538226,0.0010176924525412054,10.068241993716105,0.0009999727128541954,6.085995950856274e-11,6.132072516786493e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.03,0.07274866149666595,0.05400559071436132,0.0010341400061580357,10.069649374197162,0.0009999727607673857,6.099120882915425e-11,6.13090488065388e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.04,0.07389901478338631,0.05492819426103835,0.0010508110392542232,10.07107900846809,0.0009999728405812233,6.114694758148023e-11,6.13020969079996e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.05,0.07506433341393277,0.05586461780593202,0.001067708185427052,10.072531182688978,0.0009999729536752913,6.132841047677517e-11,6.1300339253287e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.06,0.07624477798289073,0.05681502144706506,0.001084834034628647,10.074006187021947,0.0009999731015315426,6.153714204243441e-11,6.130439512314915e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.07,0.07744051040532376,0.05777956688234146,0.0011021912017850452,10.075504314519005,0.0009999732856778342,6.177477042962494e-11,6.131490909568327e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.08,0.07865169392621851,0.05875841741926689,0.0011197823269541067,10.077025861140896,0.0009999735076888895,6.204301023651682e-11,6.1332552218934e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.09,0.0798784931299299,0.05975173798466916,0.0011376100754834258,10.078571125775948,0.0009999737691872624,6.234366533151475e-11,6.135802318349209e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.1,0.08112107422496233,0.06075969537624706,0.0011556771330479278,10.08014041054998,0.0009999740718749496,6.267886459493625e-11,6.139213872446315e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.11,0.08237960490798167,0.061782458144556476,0.0011739862085123425,10.081734020691412,0.0009999744175181644,6.305094171413324e-11,6.143578766288811e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.12,0.08365425369797712,0.0628201960096284,0.0011925400466470748,10.083352263836234,0.0009999748078731304,6.34618667566907e-11,6.148971323659062e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.13,0.08494519078454564,0.06387308060744364,0.0012113414126865686,10.084995450933622,0.0009999752447804207,6.391395860277208e-11,6.155478611888879e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.14,0.08625258776687847,0.06494128526210888,0.0012303930975168251,10.086663895978885,0.0009999757301358146,6.440965897613927e-11,6.163191794255405e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.15,0.08757661766467074,0.06602498499686357,0.0012496979178060752,10.088357916033836,0.0009999762658914248,6.495153650642753e-11,6.17220629470784e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.16,0.08891745492903137,0.06712435654508689,0.0012692587161354525,10.0900778312472,0.0009999768540568227,6.554229079142056e-11,6.18262196259414e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.17,0.09027527582122902,0.06823957845508884,0.0012890785026605652,10.091823964236447,0.000999977496767633,6.618545098177634e-11,6.1945635159939e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.18,0.09165025768895385,0.06937083091380976,0.0013091601725745631,10.093596641383519,0.000999978196151912,6.688399273277723e-11,6.208140205712488e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.19,0.0930425793593289,0.07051829585524878,0.00132950665325853,10.095396192191911,0.0009999789544013582,6.76410637238861e-11,6.223467045054763e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.2,0.09445242122305086,0.07168215699014166,0.0013501209325889724,10.09722294917993,0.0009999797737858702,6.846012599068693e-11,6.240669011737468e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.21,0.09587996517205769,0.07286259979829382,0.0013710060308874006,10.099077248028234,0.00099998065664124,6.934482169650279e-11,6.259877174817346e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.22,0.09732539461138952,0.07405981153982968,0.0013921650014169582,10.100959427598578,0.0009999816053704522,7.02989789905033e-11,6.281228911852408e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.23,0.09878889452582403,0.07527398129492838,0.001413600918059963,10.102869829869547,0.0009999826224583695,7.132676825150309e-11,6.304873006290417e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.24,0.10027065179623242,0.07650530013343015,0.0014353168045524996,10.104808799493856,0.0009999837105474307,7.243354394846046e-11,6.330996994083611e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.25,0.10177085428587962,0.07775396064473465,0.0014573158515932686,10.106776685219723,0.0009999848722128063,7.362330933726444e-11,6.359744916590874e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.26,0.10328969166370605,0.07902015737104136,0.0014796012274405428,10.108773838679951,0.0009999861101619568,7.49009501050174e-11,6.391289832533871e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.27,0.10482735518531756,0.0803040866985313,0.0015021761324403098,10.110800614760548,0.0009999874271795234,7.627160636369243e-11,6.425813465365358e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.28,0.10638403770577083,0.08160594686909717,0.0015250437993065528,10.112857371618054,0.0009999888261288546,7.774068104630397e-11,6.463506502794167e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.29,0.10795993369235861,0.08292593799207354,0.0015482074934015343,10.114944470696901,0.0009999903099535336,7.931384830307843e-11,6.504568896310198e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.3,0.10955523951190595,0.08426426234054676,0.0015716705008446072,10.117062276898471,0.0009999918817311954,8.099786414496272e-11,6.549239927926648e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.31,0.11117015315716924,0.08562112406619447,0.0015954361414905088,10.119211158440146,0.0009999935446205008,8.279973788712313e-11,6.597767454753714e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.32,0.11280487392218096,0.0869967288611977,0.0016195077841713382,10.121391486686141,0.000999995301798382,8.472575438797245e-11,6.650371617372033e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.33,0.11445960297760657,0.08839128455317788,0.0016438888220331115,10.123603636475796,0.0009999971565687357,8.6783126539351e-11,6.707306143117058e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.34,0.11613454318913724,0.08980500091540387,0.0016685826814351737,10.125847986033461,0.0009999991123269187,8.897943555750258e-11,6.768837566181344e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.35,0.11782989913147002,0.09123808967976102,0.0016935928221774984,10.12812491698651,0.001000001172561502,9.132264287154199e-11,6.835245656720483e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.36,0.11954587710228823,0.09269076454972011,0.0017189227377279847,10.130434814383337,0.001000003340856025,9.382110201192265e-11,6.90682384995902e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.37,0.1212826856910607,0.09416324189101503,0.0017445761149006346,10.132778067045844,0.0010000056210269428,9.648573310724079e-11,6.983960578535826e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.38,0.12304053459385789,0.09565573927983849,0.001770556489451927,10.1351550668645,0.001000008016831019,9.932536059519509e-11,7.066964840496389e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.39,0.12481963542050578,0.09716847648466867,0.0017968674742603252,10.137566209294524,0.001000010532161781,1.023498167926256e-10,7.156182288294343e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.4,0.12662020164192458,0.09870167539783595,0.0018235127404013247,10.140011893333718,0.0010000131710349175,1.0556969402495017e-10,7.251985940304635e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.41,0.12844244854241083,0.10025555997312761,0.0018504959996430955,10.142492521503256,0.001000015937574885,1.0899611602278533e-10,7.354767613122631e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.42,0.13028659323488653,0.10183035624030697,0.0018778210050384725,10.145008499866472,0.0010000188360169756,1.126407547567183e-10,7.464938535711426e-11,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
