Time,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,Enz,Product,k1,k2,k3,K4,k5,K6,k7,k8,K9,k10,K11,k12,k13,k14,K15,k16,K17,k18,K19,k20,K21,k_act,KM,k_inact,p,k_enz,k_rem,cytoplasm,ER,mit
4.66,4.64666957438121,4.999604041749799,0.14316604392323312,16.302343872314033,0.002146374163787464,0.0020325472529767984,0.0006588100622167616,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.67,4.686594879168813,5.049186597842143,0.1457373970455058,16.339831685367475,0.0021822184793228944,0.0021710445474079805,0.0007014428324757103,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.68,4.726751824122717,5.099201287914795,0.14837192586528838,16.37719908352988,0.00221934603891704,0.002319811421804898,0.0007470594329080727,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.69,4.767138670649583,5.149650606737102,0.15107177666093793,16.414437526435794,0.0022578110488995586,0.0024796804382679967,0.0007958872368784913,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.7,4.807753540043396,5.200537016920176,0.15383918945327726,16.451538192656077,0.0022976704548954494,0.0026515589194130666,0.0008481727888198198,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.71,4.848594406586095,5.251862946619189,0.15667652361230866,16.48849196186904,0.002338984113965765,0.0028364358555698376,0.000904183371429218,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.72,4.889659091529115,5.303630787007411,0.15958623486726464,16.52528940675664,0.0023818149503322113,0.0030353892656497885,0.0009642088487782862,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.73,4.930945255695056,5.35584288956842,0.16257088467264147,16.561920777379257,0.002426229150052946,0.003249595107153677,0.0010285637594996523,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.74,4.972450392295947,5.408501563161167,0.1656331539777252,16.598375988277343,0.002472296361403513,0.003480337498426587,0.0010975897753074731,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.75,5.014171819290122,5.4616090711463965,0.16877585020008498,16.634644603355174,0.0025200899029394065,0.0037290189430920335,0.0011716580920238015,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.76,5.056106671399899,5.515167628264706,0.17200191696064862,16.670715821031386,0.0025696869885804903,0.003997172053837413,0.0012511721982014327,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.77,5.09825189078295,5.569179397196954,0.17531444034243904,16.70657845602738,0.002621168996766525,0.0042864741547200816,0.0013365712320376221,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.78,5.140604218361084,5.623646485226169,0.17871664947607638,16.74222092356384,0.0026746217207753394,0.004598761184279789,0.0014283332389825962,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.79,5.18316018450492,5.678570940714763,0.18221192645321943,16.777631221587743,0.002730135642304708,0.004936043036710793,0.0015269787162359065,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.8,5.225916098568895,5.733954749070325,0.18580381608299476,16.812796911691798,0.0027878062558054978,0.0053005236140745895,0.0016330752384128664,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.81,5.2688680383344195,5.789799828815161,0.18949604739057183,16.847705098536885,0.0028477343955352987,0.005694620744853916,0.0017472419745935082,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.82,5.312011839525966,5.846108027638132,0.1932925376846577,16.882342410510823,0.002910026556984187,0.006120985822164634,0.0018701541928169143,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.83,5.355343082515516,5.90288111757341,0.19719740748889455,16.916694974426907,0.002974795332576544,0.006582532992209127,0.002002549793876161,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.84,5.398857080417363,5.960120790471509,0.20121497264712093,16.950748394876904,0.0030421597979942323,0.007082465655488103,0.002145235363130381,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.85,5.44254886674491,6.017828653388568,0.20534976527861998,16.984487730954637,0.003112245917492295,0.007624303823994644,0.002299092338378555,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.86,5.486413180811656,6.076006223013338,0.20960654431363637,17.01789747070872,0.0031851870570472067,0.008211923094532248,0.0024650857934324223,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.87,5.5304444528112,6.134654920360488,0.21399034431200356,17.050961501153505,0.0032611245059321918,0.008849592741990849,0.0026442728031743665,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.88,5.574636788950216,6.193776065379296,0.21850647475599988,17.083663081418702,0.003340207989001901,0.009542013707922983,0.0028378109157084644,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.89,5.618983952574726,6.253370870505471,0.22316055051039257,17.11598480594494,0.003422596356063884,0.010294372948268477,0.00304696998499872,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.9,5.663479347283038,6.313440434352281,0.22795844348123728,17.14790857799565,0.0035084581994693767,0.011112395264697233,0.0032731438641371157,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.91,5.708116000176943,6.373985735406859,0.23290632437557376,17.179415579057753,0.003597972485896005,0.012002395690274977,0.00351786208077078,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.92,5.752886542532719,6.4350076245508285,0.23801065347562997,17.21048623829386,0.003691329327069609,0.012971350081496663,0.0037828057232822147,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.93,5.797783188821058,6.4965068176687435,0.24327833166016063,17.24110018810787,0.003788730839152529,0.014026970312046102,0.0040698236994183125,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.94,5.842797714231819,6.558483888372829,0.2487167043727044,17.2712362211672,0.003890391997447287,0.015177776020498692,0.004380948207366279,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.95,5.8879214238919495,6.620939258867624,0.2543336806905249,17.300872223685527,0.003996541898867207,0.01643320619085858,0.0047184181819782,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.96,5.933145128926107,6.683873191540381,0.26013752346350166,17.32998514422121,0.00410742470767152,0.017803710033699387,0.005084699798553768,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.97,5.978459123517643,6.747285779548388,0.26613658769698983,17.358550972781128,0.004223300620925784,0.01930084985734045,0.005482511449088539,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.98,6.023853168943974,6.811176937132009,0.2723394665765937,17.38654472621872,0.004344446780534942,0.02093741182896528,0.005914850846546309,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
4.99,6.069316462858411,6.875546389592836,0.27875602554564133,17.413940345915915,0.004471158891527621,0.02272755280701527,0.006385024003523325,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.0,6.114837585888415,6.940393662161019,0.28539739061500835,17.440710574029218,0.004603753364650467,0.02468697870275174,0.006896680971617715,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.01,6.1604044542247856,7.0057180682267015,0.2922738663980642,17.466826947667258,0.00474256876726523,0.02683308780644206,0.007453853310368768,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.02,6.206004321587428,7.071518696883451,0.29939668639923767,17.492259786087853,0.004887966877348799,0.029185130282100683,0.008060994446876659,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.03,6.251623735961554,7.137794400223196,0.3067783760877971,17.516978093642592,0.005040334831142951,0.031764410312839164,0.008723024798014479,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.04,6.297248475416874,7.204543779634142,0.31443191207842347,17.540949453631754,0.005200087683055366,0.034594505145737586,0.009445382366228931,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.05,6.342863511700979,7.271765170989144,0.3223708870033043,17.56413997518992,0.0053676705125921395,0.037701480224395276,0.010234077832703727,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.06,6.388452971603509,7.3394566291731875,0.33060986992710745,17.586514228398073,0.005543560766726341,0.04111411753829403,0.01109575411573065,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.07,6.434000085283793,7.407615911725195,0.3391645040914196,17.608035154222907,0.005728271079894839,0.04486416181251805,0.01203775164415521,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.08,6.479487125308822,7.476240461435235,0.34805138559694804,17.628663960671023,0.0059223524847194535,0.04898657686676235,0.013068179310890344,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.09,6.524895348516518,7.5453273877715,0.35728801126454846,17.648360031455983,0.006126397705155437,0.053519791750826134,0.014195990660031492,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.1,6.5702049396728865,7.6148734471310755,0.366892986822909,17.66708083795583,0.006341044697137283,0.058505940137464456,0.015431064994303717,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.11,6.615394947980798,7.684875021959456,0.3768862349353383,17.68478183672307,0.006566980656677322,0.0639910887413827,0.016784292975038202,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.12,6.660443212818659,7.7553280986407565,0.38728895862143425,17.701416350490064,0.006804946515869482,0.07002543419978363,0.018267665555760877,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.13,6.705326292296703,7.826228244154838,0.3981237019874453,17.71693546131584,0.007055741585837141,0.07666344883466189,0.01989436508139399,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.14,6.750019383600586,7.897570580680368,0.40941436419290733,17.731287893853,0.007320228875642643,0.0839639486484121,0.021678859119941336,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.15,6.794496241052968,7.969349759026502,0.4211864092187888,17.74441989426176,0.007599340901906422,0.09199008055591668,0.023636990624418232,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.16,6.838729084673032,8.041559930390127,0.43346702465981785,17.756275093892242,0.007894086197436324,0.10080919935687688,0.025786063613612693,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.17,6.882688504484904,8.114194716251136,0.4462851585990487,17.766794376321688,0.008205556317856025,0.11049257807745326,0.028144920387441315,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.18,6.926343361655156,8.18724717630862,0.4596715476846712,17.77591574878339,0.008534933443052685,0.12111491429335508,0.030734004289368712,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.19,6.969660685139417,8.260709774810335,0.4736588067525043,17.78357421060962,0.008883498643574336,0.13275365913771725,0.03357540598661292,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.2,7.012605561299087,8.334574344309685,0.48828156179840665,17.78970161905626,0.00925264117873817,0.14548805791073174,0.03669288197492906,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.21,7.055141014379015,8.408832047389023,0.503576681358603,17.794226542562146,0.009643868917147098,0.15939794642225583,0.04011184009205597,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.22,7.097227879773656,8.483473336113294,0.519583341921482,17.797074115667133,0.010058819673191562,0.17456227805399704,0.04385928766472221,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.23,7.138824676401989,8.558487908948484,0.5363429721245708,17.798165914584413,0.01049927335862568,0.1910573493643732,0.04796373248723999,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.24,7.1798874776145345,8.63386466513337,0.5538992640543355,17.79741984855766,0.01096716528025971,0.2089547778956589,0.05245502871042058,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.25,7.220369776598197,8.70959165680968,0.5722982914502737,17.79475005375898,0.011464600834582563,0.22831934881548643,0.057364171892094674,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.26,7.260222345413203,8.785656038211032,0.5915886736704182,17.790066795596335,0.01199387197910892,0.24920673202511764,0.06272302887537413,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.27,7.299393084612936,8.862044011893477,0.6118217022050433,17.783276375273125,0.012557475847122468,0.27166125630544546,0.06856400370144779,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.28,7.33782687637056,8.938740772468426,0.6330510475871721,17.774281081366343,0.013158134501637817,0.2957138455639918,0.0749196595081828,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.29,7.37546544505647,9.015730447568755,0.6553325727496309,17.762979190368817,0.013798816752602718,0.32138025352328226,0.0818222897595586,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.3,7.412247220686745,9.09299603597515,0.6787243093494303,17.74926500438846,0.014482762841685443,0.3486597909691181,0.08930345697853528,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.31,7.448107207939409,9.170519343443763,0.703286268516359,17.733028939419345,0.015213512028462129,0.3775346162793913,0.09739351807742833,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.32,7.482976862265992,9.248280916225536,0.7290802154566149,17.7141576662551,0.01599493371749619,0.40796964771524585,0.1061211480917255,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.33,7.516783978481344,9.32625997187664,0.7561692098865463,17.69253433376207,0.016831264134693,0.439913374557784,0.11551288849294608,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.34,7.549452600602046,9.404434328885122,0.7846169894283431,17.668038878285543,0.01772714797517648,0.47329918397035825,0.12559274573919343,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.35,7.580902961388888,9.482780334740621,0.8144873059216113,17.640548449949684,0.018687687970268613,0.5080473042049801,0.13638184715067422,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.36,7.611051454831087,9.561272793367012,0.8458431216026931,17.609937960757684,0.0197185049617157,0.5440672019085148,0.14789817198128075,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.37,7.639810650567977,9.63988489274307,0.8787455913909815,17.576080774372496,0.02082581272523457,0.5812602715531527,0.16015636905592984,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.38,7.667089347635043,9.71858813338397,0.9132528663026654,17.53884951730395,0.02201650781777573,0.6195226100184287,0.17316764139703378,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.39,7.692792707212314,9.79735225909019,0.9494185256309404,17.498117126885045,0.023298291584363383,0.6587478521904107,0.1869397563168561,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
5.4,7.71682244783734,9.876145191381164,0.987289818653124,17.453758051515553,0.024679823423000197,0.6988296435317771,0.20147710248717007,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
