Time,x,y,y0,beta_x,psi,alpha_x,alpha_xy,beta_y,alpha_y,alpha_0,fx,flag1,flag2,flag3,M,xmax,xmin,compartment,R1,R2,R3,R4,R5,R6
4.81,0.5533969678399022,0.9891356205365045,0.008640243289339211,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.4158218692546976,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.4158218692546976,0.0,1.7242616575401262,0.47038742266391687,0.4752133809136566,0.5934813723219027
4.82,0.5503232886243733,0.9879434343443989,0.008592145918504287,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.406312674181655,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.406312674181655,0.0,1.712618081254292,0.4677747953307173,0.4725680255177358,0.5927660606066393
4.83,0.5472709864901041,0.9867320497573602,0.008544376267768074,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3968696144537593,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3968696144537593,0.0,1.7010309401571557,0.46518033851658847,0.4699406947272441,0.592039229854416
4.84,0.544240168601985,0.985501828179398,0.008496936254964992,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.387493021612391,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.387493021612391,0.0,1.689501495546648,0.4626041433116872,0.46733149402307456,0.5913010969076388
4.85,0.54123094092534,0.9842531269690891,0.008449827776461888,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3781832234877704,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3781832234877704,0.0,1.6780309749572928,0.46004629978653894,0.46474052770540386,0.5905518761814534
4.86,0.5382433188423886,0.9829860119375686,0.008403051087272533,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3689402676686397,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3689402676686397,0.0,1.6666198083389003,0.4575068210160303,0.4621678097999893,0.5897916071625412
4.87,0.535277433362602,0.9817010435944494,0.008356608359334416,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3597645594655499,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3597645594655499,0.0,1.655269607075568,0.4549858183582117,0.4596134597633929,0.5890206261566696
4.88,0.5323333143627702,0.980398349764292,0.008310500087959208,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.35065619130982,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.35065619130982,0.0,1.6439809142163202,0.45248331720835466,0.45707750483775644,0.5882390098585751
4.89,0.5294109618162725,0.9790779302920122,0.008264726272704463,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3416151631190927,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3416151631190927,0.0,1.6327539546222853,0.44999931754383155,0.45455994499874547,0.5874467581752073
4.9,0.5265105875390953,0.9777410191490056,0.008219290434029107,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3326421301990758,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3326421301990758,0.0,1.6215916451276327,0.44753399940823096,0.4520609738716009,0.5866446114894033
4.91,0.5236320704929041,0.9763869176089902,0.00817419056218593,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3237367180874218,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3237367180874218,0.0,1.6104926352998072,0.4450872599189684,0.4495804809202261,0.5858321505653941
4.92,0.5207754571857195,0.9750160627794048,0.008129427480858261,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3148990706683195,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3148990706683195,0.0,1.5994579729506988,0.44265913860786155,0.4471185114472044,0.5850096376676428
4.93,0.5179407946300276,0.9736288674351699,0.008085002013792421,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.3061293333866477,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.3061293333866477,0.0,1.5884886442134327,0.44024967543552346,0.4446751107585832,0.5841773204611019
4.94,0.5151281307776022,0.9722256990453616,0.008040914984852002,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2974276545932069,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2974276545932069,0.0,1.577585542186032,0.4378589111609619,0.4422503241668601,0.5833354194272169
4.95,0.5123375135802173,0.9708069250790566,0.007997167217900608,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2887941826387972,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2887941826387972,0.0,1.5667495394085995,0.4354868865431847,0.4398441969845335,0.582484155047434
4.96,0.5095689741656504,0.9693728727737448,0.007953760141439106,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2802290138249808,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2802290138249808,0.0,1.5559813721444788,0.4331336280408028,0.4374568077791508,0.5816237236642469
4.97,0.5068224682603032,0.9679236924230858,0.00791069722078927,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.271732011180313,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.271732011180313,0.0,1.545281245876709,0.4307990980212577,0.4350883471434098,0.5807542154538515
4.98,0.5040979897905016,0.9664596532076525,0.00786797524140647,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.263303155914364,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.263303155914364,0.0,1.534649660446149,0.4284832913219263,0.43273863827735587,0.5798757919245915
4.99,0.5013955328708023,0.9649810720488458,0.00782559212220039,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2549424298190446,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2549424298190446,0.0,1.5240871763150325,0.42618620294018195,0.43040756672102143,0.5789886432293074
5.0,0.49871509052926405,0.9634881232511637,0.007783548068653885,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2466498113249105,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2466498113249105,0.0,1.5135941098248857,0.42390782694987444,0.4280951437759637,0.5780928739506982
5.01,0.49605664054501586,0.9619811909015319,0.00774184479231772,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2384252316861428,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2384252316861428,0.0,1.5031710471522386,0.4216481444632635,0.42580146357747456,0.5771887145409191
5.02,0.4934201636488912,0.9604604991676542,0.007700481506407761,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.230268631288757,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.230268631288757,0.0,1.4928183165344389,0.4194071391015575,0.42352648285242683,0.5762762995005924
5.03,0.49080563112061754,0.9589263392180287,0.007659457796635581,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.2221799212794102,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.2221799212794102,0.0,1.4825363084219771,0.4171847864525249,0.42127017881495693,0.5753558035308172
5.04,0.4882130126667197,0.9573789755023694,0.007618773374788311,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.214159007937664,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.214159007937664,0.0,1.4723253527654365,0.4149810607667117,0.4190325356133571,0.5744273853014216
5.05,0.4856422745260869,0.9558186573840648,0.007578427872317752,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.206205786815081,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.206205786815081,0.0,1.4621857324403735,0.41279593334717385,0.41681353297747636,0.5734911944304388
5.06,0.48309339649837235,0.9542455406269245,0.007538421077592049,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1983201954168394,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1983201954168394,0.0,1.4521176158418925,0.4106293870236165,0.4146131592675627,0.5725473243761546
5.07,0.4805662888263337,0.9526601764734667,0.007498751864384203,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1905019560564698,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1905019560564698,0.0,1.442121551389556,0.40848134550238363,0.41243135254113117,0.5715961058840799
5.08,0.47806096348410776,0.951062458343857,0.007459420368537686,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1827511057789584,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1827511057789584,0.0,1.4321973807836994,0.4063518189614916,0.4102681202695727,0.5706374750063142
5.09,0.47557734730903256,0.9494527419557344,0.007420425631243426,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1750674182373193,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1750674182373193,0.0,1.422345381705976,0.40424074521267767,0.40812340971838845,0.5696716451734406
5.1,0.473115383935576,0.9478313312105797,0.00738176692683322,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1674507190506882,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1674507190506882,0.0,1.4125657901413637,0.4021480763452396,0.4059971809758271,0.5686987987263478
5.11,0.4706750177336532,0.9461985277411499,0.007343443539846728,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1599008361134895,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1599008361134895,0.0,1.402858827795985,0.4000737650736052,0.40388939469157004,0.5677191166446899
5.12,0.46825619307318,0.9445546331802018,0.007305454754823619,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1524175973201507,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1524175973201507,0.0,1.3932247035501752,0.398017764112203,0.40180001151529904,0.5667327799081211
5.13,0.4658588494546146,0.9428999020357135,0.007267799515369598,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1450008155002138,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1450008155002138,0.0,1.3836635300666627,0.3959800220364224,0.39972897334532786,0.5657399412214281
5.14,0.46348291654793805,0.9412345058315668,0.007230476296736979,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1376502730701834,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1376502730701834,0.0,1.374175258842871,0.3939604790657473,0.39767619632053386,0.56474070349894
5.15,0.46112832636939116,0.9395586952061619,0.007193484710240361,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1303657597053038,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1303657597053038,0.0,1.3647599552356129,0.3919590774139825,0.39564165906321985,0.5637352171236971
5.16,0.4587949969484645,0.937872752741468,0.007156823829852503,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.123147021809312,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.123147021809312,0.0,1.3554176792060197,0.3899757474061948,0.39362531064188766,0.5627236516448808
5.17,0.4564828891168691,0.9361768090255768,0.0071204930756454,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1159939382053135,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1159939382053135,0.0,1.346148387700851,0.3880104557493387,0.391627119160497,0.5617060854153461
5.18,0.4541918856428136,0.9344712389813399,0.0070844904254848615,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.1089061462074545,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.1089061462074545,0.0,1.3369521504525197,0.38606310279639156,0.3896469734016674,0.5606827433888039
5.19,0.45192192724785973,0.9327562189423507,0.00704881508980644,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.101883462423066,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.101883462423066,0.0,1.327828912568089,0.38413363816068075,0.3876848299393542,0.5596537313654104
5.2,0.44967293404803715,0.931031984393341,0.007013465947729736,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.094925639711115,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.094925639711115,0.0,1.318778634961368,0.38222199394083156,0.38574062712513546,0.5586191906360046
5.21,0.44744483659478645,0.9292987277349214,0.0069784419796808305,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0880324632151206,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0880324632151206,0.0,1.3098012397441487,0.38032811110556847,0.38381430888244567,0.5575792366409528
5.22,0.4452375483426853,0.9275566792734367,0.006943741916823786,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0812036651851826,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0812036651851826,0.0,1.3008966447600503,0.3784519160912825,0.3819058054253082,0.556534007564062
5.23,0.4430509756751398,0.9258060999064868,0.006909364384401796,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0744389559949636,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0744389559949636,0.0,1.2920647819261295,0.3765933293238688,0.3800150411420988,0.555483659943892
5.24,0.44088502528057877,0.9240472498835492,0.006875308012098697,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0677380469617905,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0677380469617905,0.0,1.2833055746448774,0.37475227148849194,0.37814194066542833,0.5544283499301296
5.25,0.43873960456969413,0.9222803797011438,0.00684157143704264,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.061100651637491,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.061100651637491,0.0,1.2746189266412717,0.37292866388424,0.3762864290373452,0.5533682278206863
5.26,0.43661462606071827,0.9205056708870564,0.0068081533490048475,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.054526499375347,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.054526499375347,0.0,1.2660046537355365,0.3711224321516105,0.37444843419526663,0.5523034025322338
5.27,0.43450999996224954,0.9187233361567939,0.006775052413951302,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0480153123832092,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0480153123832092,0.0,1.25746260179024,0.3693334999679121,0.3726278827673216,0.5512340016940763
5.28,0.4324256357148112,0.9169335985974207,0.006742267289931487,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0415668104926972,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0415668104926972,0.0,1.2489926219875414,0.3675617903575895,0.3708247009462318,0.5501601591584524
5.29,0.43036144272786386,0.915136681252713,0.006709796629834322,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0351807134393287,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0351807134393287,0.0,1.2405945586768865,0.3658072263186843,0.3690388146408877,0.5490820087516277
5.3,0.4283173245964437,0.9133327990634906,0.006677638120619135,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0288567229702477,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0288567229702477,0.0,1.2322682220273253,0.36406972590697717,0.3672700966340524,0.5479996794380944
5.31,0.42629318084193457,0.9115221594816443,0.006645789931918283,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.022594528229735,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.022594528229735,0.0,1.224013394436019,0.3623492037156444,0.36551844625550556,0.5469132956889865
5.32,0.4242889144904479,0.9097049723749981,0.006614252168654323,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0163938292048231,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0163938292048231,0.0,1.2158298659919853,0.36064557731688074,0.36378386927598777,0.5458229834249989
5.33,0.42230442672482377,0.9078814471069911,0.006583023377960757,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0102543201799234,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0102543201799234,0.0,1.2077174152720571,0.35895876271610017,0.3620662857878416,0.5447288682641946
5.34,0.4203396117264675,0.9060518041808862,0.006552101346022026,2.55,1.0,0.0,3.15,0.85,0.6,55.0,1.0041756737787586,0.0,0.0,1.0,34.0,0.92,0.12,1.0,1.0041756737787586,0.0,1.199675810256396,0.35728866996749736,0.36036557403121144,0.5436310825085316
5.35,0.41839437421468356,0.904216237770568,0.006521484616417965,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9981575952266772,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9981575952266772,0.0,1.191704808913833,0.355635218082481,0.3586816539029881,0.5425297426623408
5.36,0.41646861551363085,0.9023749461947669,0.006491171791778551,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9921997792452952,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9921997792452952,0.0,1.1838041602251532,0.3539983231865862,0.35701444854782033,0.5414249677168601
5.37,0.4145622243924458,0.900528148842527,0.006461161158115537,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9863018817141291,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9863018817141291,0.0,1.1759736004133339,0.3523778907335789,0.35536386369635453,0.5403168893055161
5.38,0.41267506536529536,0.8986761071430995,0.00643145065551339,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9804634834738825,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9804634834738825,0.0,1.1682128469611495,0.35077380556050103,0.35372978605323646,0.5392056642858597
5.39,0.41080711304216294,0.8968188696955058,0.0064020398956882415,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9746845059741915,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9746845059741915,0.0,1.1605216479612412,0.3491860460858385,0.3521121942628533,0.5380913218173035
5.4,0.40895820353229556,0.8949567465598646,0.006372926338106509,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9689644421780393,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9689644421780393,0.0,1.1528996954335249,0.34761447300245124,0.350510948595858,0.5369740479359187
5.41,0.40712827549476704,0.8930898537852795,0.006344109031898909,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9633031023119355,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9633031023119355,0.0,1.1453467159054447,0.346059034170552,0.34892599675444,0.5358539122711676
5.42,0.405317250520366,0.8912183354248512,0.006315586748617926,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9577002437973822,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9577002437973822,0.0,1.1378624207823747,0.34451966294231107,0.34735727117398596,0.5347310012549107
5.43,0.4035248976338684,0.8893426158253718,0.006287355869544087,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9521551520547803,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9521551520547803,0.0,1.130446447238965,0.3429961629887881,0.34580457282492477,0.5336055694952231
5.44,0.4017513058098372,0.8874625274969427,0.006259417806331317,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9466681023491837,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9466681023491837,0.0,1.123098572229465,0.3414886099383616,0.3442679793482224,0.5324775164981655
5.45,0.3999963209251398,0.8855783401337644,0.006231770203411613,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9412386178621512,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9412386178621512,0.0,1.115818445525168,0.3399968727863688,0.3427473611876387,0.5313470040802586
5.46,0.39825982166214474,0.8836902718010472,0.006204411181244572,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9358663232672602,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9358663232672602,0.0,1.1086057396639803,0.33852084841282304,0.3412426149684515,0.5302141630806283
5.47,0.3965416891260921,0.8817985367509097,0.006177338895447114,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9305508507338475,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9305508507338475,0.0,1.1014601258811847,0.3370604357571783,0.3397536392495913,0.5290791220505457
5.48,0.3948418044222217,0.8799033492354698,0.006150551501636159,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9252918324312484,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9252918324312484,0.0,1.094381272307261,0.3356155337588885,0.33828033258998874,0.5279420095412818
5.49,0.393160048655774,0.8780049235068463,0.006124047155428631,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9200889005288007,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9200889005288007,0.0,1.0873688441047766,0.33418604135740787,0.33682259354857474,0.5268029541041078
5.5,0.3914963029319888,0.8761034738171575,0.006097824012441452,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9149416871958402,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9149416871958402,0.0,1.080422503603662,0.33277185749219046,0.33538032068427986,0.5256620842902945
5.51,0.38985045469019325,0.874199197841071,0.0060718803119892105,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9098498441977853,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9098498441977853,0.0,1.0735419075196526,0.33137288648666424,0.3339534171594066,0.5245195187046426
5.52,0.3882224381188516,0.8722921709023154,0.006046214911122536,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.9048131679301972,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.9048131679301972,0.0,1.066726689020001,0.3299890724010239,0.3325418201117395,0.5233753025413892
5.53,0.3866121598469749,0.8703825404526873,0.006020826302725604,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8998313695265785,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8998313695265785,0.0,1.059976492651158,0.32862033586992867,0.33114544664990825,0.5222295242716123
5.54,0.38501951771100185,0.8684704769557358,0.005995712863498868,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8949041329184119,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8949041329184119,0.0,1.0532909651787845,0.32726659005435155,0.32976420749243773,0.5210822861734414
5.55,0.38344440954737086,0.866556150875009,0.005970872970142778,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8900311420371785,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8900311420371785,0.0,1.0466697515775172,0.3259277481152652,0.3283980133578528,0.5199336905250054
5.56,0.3818867331925204,0.8646397326740559,0.0059463049993577835,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.88521208081436,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.88521208081436,0.0,1.0401124951329503,0.32460372321364234,0.3270467749646781,0.5187838396044335
5.57,0.38034638648288893,0.8627213928164248,0.005922007327844332,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8804466331814375,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8804466331814375,0.0,1.0336188375425182,0.3232944285104556,0.3257104030314383,0.5176328356898549
5.58,0.37882326735144795,0.8608013013171265,0.005897978357921968,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8757344833685421,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8757344833685421,0.0,1.0271884187417961,0.32199977724873075,0.32438880968570827,0.5164807807902759
5.59,0.37731727846225394,0.8588796062082836,0.005874217747504093,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8710753302425981,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8710753302425981,0.0,1.0208208639549121,0.32071968669291584,0.3230819761127251,0.5153277637249701
5.6,0.3758283243305615,0.8569564474765168,0.005850725495030964,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8664688783976746,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8664688783976746,0.0,1.014515792890016,0.3194540756809773,0.32178990222670306,0.5141738684859101
5.61,0.3743563078617418,0.8550319802635605,0.005827499090749036,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8619148274472637,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8619148274472637,0.0,1.0082728379908177,0.3182028616824805,0.320512449991197,0.5130191881581363
5.62,0.3729011320955851,0.8531063599348087,0.0058045358084651425,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8574128774207163,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8574128774207163,0.0,1.0020916313655466,0.31696596228124735,0.31924946946558286,0.5118638159608851
5.63,0.3714627011302412,0.8511797380937619,0.005781832754088106,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8529627316216836,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8529627316216836,0.0,0.9959718026778661,0.31574329596070505,0.31800080147484583,0.5107078428562571
5.64,0.37004090006808044,0.849252295004377,0.005759387547099716,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8485640345856238,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8485640345856238,0.0,0.9899129634291532,0.31453476505786837,0.31676631509048436,0.5095513770026262
5.65,0.3686356924346103,0.847324086377946,0.005737200443820001,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8442166734695755,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8442166734695755,0.0,0.9839147890901416,0.31334033856941873,0.31554602441010005,0.5083944518267676
5.66,0.3672469180092249,0.8453953594609852,0.005715270770209638,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8399201525910394,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8399201525910394,0.0,0.977976846823245,0.31215988030784114,0.3143398923615301,0.5072372156765911
5.67,0.3658745114750497,0.8434662144580047,0.005693597897098969,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8356742698759348,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8356742698759348,0.0,0.9720987858556757,0.3109933347537922,0.31314788434044327,0.5060797286748028
5.68,0.3645183809735121,0.8415367946923676,0.005672179149960615,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8314787411368031,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8314787411368031,0.0,0.9662802342823372,0.3098406238274853,0.31196985324783383,0.5049220768154206
5.69,0.3631784393754248,0.8396072349956835,0.005651012907514715,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8273332968177205,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8273332968177205,0.0,0.9605208226762509,0.3087016734691111,0.3108057099133093,0.5037643409974101
5.7,0.36185459348081317,0.8376776789525353,0.005630097892145587,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8232376485812658,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8232376485812658,0.0,0.9548201753537604,0.30757640445869117,0.3096553840680073,0.5026066073715212
5.71,0.360546754997397,0.8357482625062932,0.005609432787646418,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8191915232731969,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8191915232731969,0.0,0.9491779207302737,0.3064647417477875,0.308518803320553,0.5014489575037759
5.72,0.3592548493041058,0.8338191008698055,0.005589016437379797,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8151946900345773,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8151946900345773,0.0,0.9435936996040808,0.3053666219084899,0.30739590405588885,0.5002914605218832
5.73,0.3579787776920076,0.8318903462035665,0.005568847310239549,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8112468434846485,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8112468434846485,0.0,0.9380671313193613,0.3042819610382064,0.3062866020631752,0.4991342077221399
5.74,0.3567184429294219,0.8299621483613344,0.005548923897899653,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8073476828128988,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8073476828128988,0.0,0.9325978365495111,0.3032106764900086,0.3051908143844809,0.4979772890168006
5.75,0.3554737577207759,0.8280346417469459,0.005529244827843338,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.8034969379486503,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.8034969379486503,0.0,0.9271854447180043,0.3021526940626595,0.3041084655313836,0.4968207850481675
5.76,0.354244648896393,0.8261079387995027,0.005509808920630188,2.55,1.0,0.0,3.15,0.85,0.6,55.0,0.7996943825232158,0.0,0.0,1.0,34.0,0.92,0.12,1.0,0.7996943825232158,0.0,0.9218295977012412,0.30110795156193404,0.30303949063466035,0.4956647632797016
