Time,Population_of_Eggs,Population_of_Larvae,Population_of_Pupae,Ar,ep,Te,Me,K0,Tl,Tp,Mp,Ml,compartment,reaction_for_E,reaction_for_L,reaction_for_P
2.77,4195.3372544263575,2679.517476330499,1959.4279274694757,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1124.2836115692328,-414.74519973664326,-315.9675791849475
2.78,4184.117491148514,2675.3757721146535,1956.270914653111,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1119.6722888620393,-413.59736974530983,-315.43497663463324
2.79,4172.943746511224,2671.245524014498,1953.1192262902357,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1115.0798798161131,-412.45413839401544,-314.9026732390435
2.8,4161.815831754024,2667.1266860761757,1949.9728593809418,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1110.5063068509037,-411.31545955935815,-314.37067412252696
2.81,4150.733558887027,2663.0192127425435,1946.8318108800552,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1105.9514927025682,-410.1812877948687,-313.83898434067817
2.82,4139.696740687396,2658.923058840585,1943.696077698379,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1101.4153604225198,-409.0515783112362,-313.30760888245317
2.83,4128.705190695799,2654.838179568825,1940.5656567039327,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1096.897833375973,-407.9262869567001,-312.7765526722823
2.84,4117.758723212882,2650.7645304847497,1937.4405447231948,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1092.3988352404942,-406.80537019759936,-312.24582057218413
2.85,4106.857153295732,2646.7020674922155,1934.3207385423402,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1087.9182900045457,-405.6887850990713,-311.71541738387936
2.86,4096.000296754346,2642.650746828868,1931.2062349084858,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1083.456121966036,-404.5764893059104,-311.18534785090515
2.87,4085.187970150668,2638.6105250936066,1928.0970305273354,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1079.0122557319246,-403.46844107229356,-310.6556166541237
2.88,4074.419990970374,2634.581361955511,1924.9931218203644,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1074.5866162888235,-402.36460254837584,-310.126227965077
2.89,4063.696177417,2630.5632170003128,1921.894505207732,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1070.1791289183868,-401.2649359292277,-309.59718596602175
2.9,4053.016348345757,2626.55604874502,1918.8011771967595,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1065.7897191701059,-400.1694022609503,-309.0684950124511
2.91,4042.380323353402,2622.559816075569,1915.713134253118,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1061.4183128982481,-399.07796318779856,-308.5401593960729
2.92,4031.7879227749504,2618.5744782378697,1912.6303728017424,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1057.0648362605045,-397.9905809375813,-308.01218334632574
2.93,4021.238967680362,2614.5999948288395,1909.5528892277493,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1052.7292157166287,-396.90721830717234,-307.48457103189514
2.94,4010.733279871249,2610.6363257874496,1906.4806798773516,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1048.4113780270834,-395.82783864814746,-306.95732656222947
2.95,4000.270681877573,2606.683431385759,1903.4137410587737,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1044.1112502516826,-394.7524058525212,-306.4304539890558
2.96,3989.8509969543434,2602.7412722199592,1900.352069043168,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1039.8287597482351,-393.6808843386111,-305.90395730789686
2.97,3979.474049078315,2598.8098092014116,1897.295660065531,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1035.5638341711874,-392.6132390370035,-305.37784045958625
2.98,3969.1396629446917,2594.889003547688,1894.2445103256184,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1031.3164014702681,-391.5494353766385,-304.8521073317854
2.99,3958.84766396382,2590.978816773611,1891.1986159888606,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1027.08638988913,-390.4894392709991,-304.32676176049864
3.0,3948.5978782578936,2587.079210682294,1888.1579731872796,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1022.8737279639943,-389.43321710441523,-303.8018075315904
3.01,3938.3901326576483,2583.190147356181,1885.122578020403,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1018.6783445222934,-388.38073571847167,-303.27724838230057
3.02,3928.224254699062,2579.311589148087,1882.0924265561816,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1014.5001686813143,-387.3319623985276,-302.75308800276093
3.03,3918.1000726200564,2575.4434986722367,1879.0675148319042,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1010.339129846843,-386.2868648603369,-302.2293300375113
3.04,3908.01741541917,2571.58583946757,1876.0478387946564,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1006.1951577372788,-385.2454120296851,-301.7059779761048
3.05,3897.976113087951,2567.738578545359,1873.0333940723249,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1002.0681824791477,-384.2075770354784,-301.1830347328378
3.06,3887.9759960670212,2563.9016805159495,1870.0241765018873,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-997.9581343835457,-383.1733302732937,-300.660503615763
3.07,3878.0168954430223,2560.075109751869,1867.0201819349957,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-993.8649440270822,-382.14264196459726,-300.13838796985556
3.08,3868.0986429926666,2556.2588308925265,1864.021406192697,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-989.7885422699858,-381.11548275016685,-299.6166910937856
3.09,3858.2210711795574,2552.4528088365337,1861.0278450662354,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-985.7288602547981,-380.091823678488,-299.09541624122255
3.1,3848.384013151003,2548.6570087340256,1858.0394943178514,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-981.6858294050621,-379.07163619423636,-298.5745666221405
3.11,3838.587302734837,2544.871395978981,1855.0563496815844,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-977.659381424018,-378.054892126856,-298.05414540412244
3.12,3828.830774436232,2541.095936201541,1852.0784068640712,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-973.6494482932912,-377.04156367922144,-297.53415571366605
3.13,3819.114263434522,2537.3305952603305,1849.1056615453479,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-969.6559622715884,-376.03162341639336,-297.01460063748806
3.14,3809.4376055800103,2533.5753392347783,1846.1381093796504,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-965.6788558933843,-375.0250442544634,-296.49548322382924
3.15,3799.8006373908,2529.8301344174365,1843.1757459962143,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-961.7180619676187,-374.02179944948034,-295.9768064837594
3.16,3790.2031960495965,2526.094947306302,1840.2185670000767,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-957.7735135763842,-373.02186258647157,-295.458573392482
3.17,3780.6451194005376,2522.369744597135,1837.2665679728757,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-953.845144073621,-372.0252075685419,-294.9407868906396
3.18,3771.126245946001,2518.65449317578,1834.3197444736518,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-949.9328870838062,-371.0318086060638,-294.42344988561854
3.19,3761.646414843427,2514.9491601104864,1831.378092039648,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-946.0366765006484,-370.0416402059518,-293.90656525285357
3.2,3752.2054659021333,2511.253712644228,1828.4416061871107,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-942.1564464857768,-369.05467716101623,-293.39013583713313
3.21,3742.8032395801342,2507.568118187023,1825.5102824120902,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-938.2921314674352,-368.07089453940443,-292.8741644539039
3.22,3733.4395769809553,2503.892344308255,1822.5841161912415,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-934.4436661391726,-367.09026767412274,-292.35865389057653
3.23,3724.114319850451,2500.2263587289926,1819.6631029826249,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-930.6109854585352,-366.1127721526425,-291.84360690782927
3.24,3714.8273105736243,2496.5701293143093,1816.7472382265062,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-926.7940246457595,-365.13838380657944,-291.329026240914
3.25,3705.5783921714406,2492.923624065604,1813.8365173461577,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-922.992719182462,-364.167078701465,-290.8149146009604
3.26,3696.3674082976463,2489.286811112922,1810.9309357486593,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-919.2070048103326,-363.1988331265868,-290.30127467628165
3.27,3687.1942032355873,2485.6596587072727,1808.0304888256978,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-915.4368175298264,-362.23362358491306,-289.7881091336784
3.28,3678.058621895622,2482.0421352185444,1805.1351719538468,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-911.6820935991004,-361.271426789461,-289.2754206188153
3.29,3668.960510436269,2478.4342149624645,1802.244979950909,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-907.9427697893066,-360.3122262864181,-288.76321078811804
3.3,3659.8997156820906,2474.8358727825153,1799.3599075815862,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-904.2187831453391,-359.35600626026553,-288.2514812089994
3.31,3650.8760845878583,2471.247079064393,1796.47995002279,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-900.5100707656097,-358.4027458763967,-287.74023418822253
3.32,3641.8894647338248,2467.6678043866114,1793.6051024297544,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-896.816570005602,-357.4524245799123,-287.22947199924454
3.33,3632.9397043228446,2464.098019515662,1790.7353599365724,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-893.138218476689,-356.50502208848843,-286.7191968830505
3.34,3624.0266521774965,2460.5376954011776,1787.8707176567295,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-889.4749540449509,-355.56051838530834,-286.20941104898554
3.35,3615.1501577372046,2456.9868031710953,1785.011170683641,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-885.826714829991,-354.61889371205154,-285.7001166755876
3.36,3606.3100710553585,2453.445314126822,1782.1567140911861,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-882.1934392037522,-353.6801285619355,-285.1913159114195
3.37,3597.5062427964367,2449.913199738395,1779.3073429342437,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-878.5750657893354,-352.74420367280936,-284.683010875902
3.38,3588.7385242331266,2446.3904316396497,1776.4630522492275,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-874.971533459815,-351.8111000203073,-284.1752036601458
3.39,3580.006767243446,2442.876981623376,1773.6238370546207,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-871.3827813370563,-350.8807988110468,-283.6678963277845
3.4,3571.3108243078655,2439.3728216364902,1770.7896923515127,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-867.8087487905327,-349.95328147589294,-283.1610909158064
3.41,3562.650548506428,2435.877923775192,1767.9606131241333,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-864.2493754361419,-349.0285296632602,-282.65478943538824
3.42,3554.025793515873,2432.39226028013,1765.1365943403882,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-860.7046011350237,-348.1065252324778,-282.14899387272635
3.43,3545.4364136067543,2428.9158035315663,1762.3176309523947,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-857.1743659923759,-347.1872502472022,-281.6437061898701
3.44,3536.882263640565,2425.448526044538,1759.503717897017,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-853.658610356272,-346.2706869688802,-281.1389283255542
3.45,3528.363199066856,2421.9904004640225,1756.6948500964002,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-850.1572748164776,-345.3568178502669,-280.63466219603083
3.46,3519.879075920359,2418.541399560099,1753.8910224585075,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-846.6703002032675,-344.44562552898924,-280.13090969590263
3.47,3511.429750818108,2415.101496223113,1751.0922298776543,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-843.1976275862423,-343.5370928211619,-279.6276726989548
3.48,3503.0150809565607,2411.670663458841,1748.2984672350442,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-839.7391982731465,-342.63120271505545,-279.12495305898807
3.49,3494.634924108717,2408.24887438365,1745.5097293993035,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-836.2949538086825,-341.72793836480696,-278.622752610651
3.5,3486.289138621246,2404.836102219667,1742.7260112270176,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-832.864835973332,-340.827283084187,-278.1210731702722
3.51,3477.9775834116017,2401.4323202899345,1739.9473075632643,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-829.4487867821683,-339.9292203404086,-277.6199165366934
3.52,3469.7001179651484,2398.0375020135825,1737.1736132421518,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-826.0467484836759,-339.0337337479907,-277.1192844921013
3.53,3461.456602480438,2394.6516217967337,1734.4049230019286,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-822.65866361946,-338.14080803208617,-276.6191786534022
3.54,3453.2468983981653,2391.2746582430404,1731.6412311788831,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-819.2844752416459,-337.25043249188025,-276.1195999365578
3.55,3445.070867154253,2387.9065866276087,1728.8825324251472,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-815.9241264003979,-336.36259284736116,-275.6205498123637
3.56,3436.928370647221,2384.5473817351826,1726.1288214381048,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-812.5775603360078,-335.4772743218233,-275.1220298329127
3.57,3428.8192713397725,2381.197018486905,1723.380092900694,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-809.2447205206465,-334.59446231996674,-274.62404152704386
3.58,3420.7434322561867,2377.8554719371223,1720.6363414817872,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-805.9255506572927,-333.7141424234037,-274.1265864009013
3.59,3412.7007169797143,2374.522717270189,1717.8975618365685,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-802.6199946786626,-332.83630038620527,-273.62966593849256
3.6,3404.6909896499665,2371.1987297972737,1715.1637486069123,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-799.3279967461363,-331.9609221304811,-273.13328160224665
3.61,3396.714114960312,2367.8834849531654,1712.4348964217638,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-796.0495012486881,-331.08799374199475,-272.63743483357354
3.62,3388.7699581552674,2364.576958293077,1709.7109998975154,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-792.7844528018147,-330.2175014658121,-272.14212705342175
3.63,3380.8583850278915,2361.2791254894532,1706.992053638387,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-789.5327962464632,-329.3494317019871,-271.6473596628376
3.64,3372.9792619171767,2357.9899623287747,1704.2780522368041,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-786.2944766479595,-328.483771001278,-271.1531340435232
3.65,3365.132455705446,2354.709444708361,1701.5689902737763,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-783.0694392949381,-327.62050606089497,-270.6594515583956
3.66,3357.317833815738,2351.437548633181,1698.8648623192773,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-779.8576296982683,-326.759623720292,-270.16631355214486
3.67,3349.5352642092103,2348.174250212655,1696.165662932622,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-776.6589935899854,-325.9011109569781,-269.67372135179255
3.68,3341.784615382523,2344.9195256574594,1693.471386662845,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-773.4734769222168,-325.04495488236853,-269.1816762672505
3.69,3334.0657563652385,2341.673351276336,1690.7820280490816,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-770.3010258661129,-324.1911427376717,-268.69017959187966
3.7,3326.37855671721,2338.4357034728923,1688.0975816209448,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-767.1415868107731,-323.3396618897991,-268.19923260304796
3.71,3318.722886525978,2335.2065587424117,1685.418041898904,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-763.995106362177,-322.4904998273155,-267.70883656268927
3.72,3311.098616404159,2331.985893668656,1682.7434033946636,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-760.8615313421094,-321.6436441564183,-267.2189927178617
3.73,3303.505617486844,2328.773684920671,1680.0736606115431,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-757.7408087870929,-320.7990825969449,-266.72970230130676
3.74,3295.943761428987,2325.5699092495934,1677.4088080448537,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-754.6328859473135,-319.9568029784183,-266.24096653200655
3.75,3288.4129204027986,2322.374543485455,1674.7488401822798,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-751.5377102855502,-319.116793236117,-265.7527866157444
3.76,3280.912967095142,2319.1875645339883,1672.0937515042542,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-748.4552294761033,-318.27904140717965,-265.26516374566114
3.77,3273.443774705759,2316.008949376958,1669.443536483996,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-745.3853914040669,-317.4435356303509,-264.77809910222436
3.78,3266.0052174658445,2312.8386772598806,1666.7981893742665,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-742.328144378462,-316.61026638422095,-264.29159348661085
3.79,3258.597170133803,2309.6767275800903,1664.1577044133571,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-739.2834369249929,-315.77922431420666,-263.80564767466944
3.8,3251.219507580908,2306.5230781526534,1661.5220759942356,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-736.2512176157531,-314.9503984613541,-263.3202627075587
3.81,3243.8721051897387,2303.3777068930945,1658.8912985005431,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-733.2314352329824,-314.123777987941,-262.8354396097625
3.82,3236.5548388518187,2300.2405918152485,1656.2653663068695,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-730.2240387680974,-313.299352174594,-262.35117938947326
3.83,3229.2675849652614,2297.1117110291216,1653.6442737790296,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-727.2289774207225,-312.4771104174297,-261.86748303897343
3.84,3222.0102204324144,2293.9910427387413,1651.0280152743399,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-724.2462005977222,-311.6570422252162,-261.3843515350188
3.85,3214.7826226574985,2290.878565240015,1648.4165851418948,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-721.2756579122317,-310.83913721656006,-260.9017858392207
3.86,3207.5846695442538,2287.774256918586,1645.8099777228433,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-718.3172991826882,-310.023385117114,-260.419786898429
3.87,3200.4162394935797,2284.6780962476864,1643.2081873506643,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-715.3710744318612,-309.2097757568074,-259.9383556451139
3.88,3193.27721140118,2281.590061785995,1640.611208351444,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-712.4369338858849,-308.3982990671002,-259.45749299774917
3.89,3186.167464655205,2278.5101321754923,1638.0190350441515,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-709.5148279732891,-307.58894507825516,-258.97719986119426
3.9,3179.086879133894,2275.4382861393146,1635.4316617409158,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-706.6047073240304,-306.7817039166366,-258.4974771270774
3.91,3172.0353352032157,2272.3745024796112,1632.8490827473013,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-703.7065227685216,-305.9765658020277,-258.0183256741774
3.92,3165.012713714518,2269.3187600754,1630.2712923625847,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-700.8202253366669,-305.17352104497047,-257.5397463688069
3.93,3158.018896002162,2266.2710378804213,1627.6982848800315,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-697.9457662568884,-304.3725600441255,-257.06174006519444
3.94,3151.0537638811716,2263.2313149209963,1625.1300545871713,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-695.0830969551614,-303.57367328365683,-256.5843076058671
3.95,3144.117199644872,2260.1995702938784,1622.5665957660754,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-692.2321690540423,-302.77685133063096,-256.1074498220333
3.96,3137.209086062536,2257.175783164113,1620.0079026936326,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-689.392934371702,-301.98208483244343,-255.63116753396537
3.97,3130.329306377022,2254.159932762891,1617.4539696418249,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-686.565344920956,-301.1893645142636,-255.15546155138134
3.98,3123.4777443024236,2251.1519983854037,1614.904790878005,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-683.749352908296,-300.39868117649723,-254.68033267382867
3.99,3116.6542840217053,2248.151959388699,1612.3603606651718,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-680.9449107329208,-299.61002569227367,-254.20578169106597
4.0,3109.8588101843497,2245.1597951895387,1609.8206732622466,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-678.1519709857678,-298.8233890049502,-253.73180938344575
4.01,3103.0912079039995,2242.175485262251,1607.2857229243502,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-675.3704864485437,-298.038762125639,-253.258416522297
4.02,3096.351362884463,2239.199009594391,1604.7555038500493,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-672.6004101455142,-297.2561365787367,-252.78560379069364
4.03,3089.6391618520656,2236.2303502349514,1602.2300100020484,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-669.841695521199,-296.4755059120455,-252.31337151422224
4.04,3082.95449151561,2233.2694875913844,1599.7092355361503,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-667.0942960129155,-295.69686206977576,-251.84172030495836
4.05,3076.297238964029,2230.316401854084,1597.1931746362793,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-664.3581652142159,-294.92019679119176,-251.370650813751
4.06,3069.667291747537,2227.371073292049,1594.6818214802618,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-661.6332569082376,-294.1455018998404,-250.90016367881566
4.07,3063.0645378754944,2224.4334822515493,1592.175170240008,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-658.9195250668281,-293.3727693018077,-250.43025952597515
4.08,3056.488865814283,2221.503609154793,1589.6732150816954,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-656.2169238496704,-292.60199098399585,-249.96093896890181
4.09,3049.94016448517,2218.5814344985843,1587.1759501659512,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-653.5254076034048,-291.83315901240223,-249.49220260935994
4.1,3043.4183232621817,2215.6669388529926,1584.6833696480344,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-650.8449308607567,-291.06626553042656,-249.02405103744684
4.11,3036.923231969968,2212.7601028600125,1582.195467678019,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-648.1754483396569,-290.30130275718045,-248.55648483183592
4.12,3030.454780881679,2209.860907232231,1579.7122384009774,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-645.51691494237,-289.5382629858194,-248.08950456001782
4.13,3024.012860716827,2206.9693327514906,1577.2336759571617,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-642.8692857546159,-288.7771385818868,-247.62311077854247
4.14,3017.5973626391606,2204.0853602675506,1574.759774482187,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-640.2325160446949,-288.01792198166675,-247.15730403326165
4.15,3011.208178254532,2201.208970696754,1572.2905281072137,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-637.6065612626126,-287.2606056905594,-246.69208485957017
