Time,FA,HETE,PGH2,PGE2,PGF2a,PGD2,PGJ2,dPGJ2,AA,LPS,DG,GPCho,dPGD2,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,DNA,DGperDNA,onepmol,t0,t1,t2,t3,t4,t5,t6,timevalue,zero,LPSactivity,LPSslope,LPSint,LPSslopezero,LPSslope1,LPSslope3,LPSintzero,LPSint1,LPSint3,DGactivity,DGint,DGslope,DGslopezero,DGslope1,DGslope2,DGslope3,DGslope4,DGslope5,DGslope6,DGintzero,DGint1,DGint2,DGint3,DGint4,DGint5,DGint6,GPChoratio,GPChoint,GPChoslope,GPChoslopezero,GPChoslope1,GPChoslope2,GPChoslope3,GPChoslope4,GPChoslope5,GPChoslope6,GPChointzero,GPChoint1,GPChoint2,GPChoint3,GPChoint4,GPChoint5,GPChoint6,c1,r2,r3,r7,r5,r11,r10,r8,r4,r9,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r1,r6,r12
4.09,1.0,4.840828388386042,9.346847471221228,8.37602715950735,2.5045963565193663,110.3710662338329,10.97774956973012,0.4093756305263578,226.09706333790618,0.5,-4.321376952002188e-15,0.749838034191111,6.036628137561944,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.09,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9421840000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7522134306248032,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.421840000000001e-16,5.640382401118541e-16,5.314278052215471e-16,25.096774030507586,5.112600852575084,1.5826794433653433,2.260970633379062e-13,0.9052349086281898,1.9067568841291302,8.37602715950735e-15,0.5701576957444949,2.5045963565193666e-15,29.124776720325347,5.960037576626977,3.2007609207811543,0.08451279392586722,0.37324348537082414,0.047487573141057504,0.0,0.0,0.0
4.1,1.0,4.847585359335043,9.332974394207644,8.395080487648944,2.5102936752283727,110.57040557148015,11.033661972594347,0.4126407932854072,225.77933985561674,0.5,-4.330803670687134e-15,0.749838034191111,6.06781741323711,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.1,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.94316,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7523872258008454,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.431600000000001e-16,5.641685583450095e-16,5.321012174886791e-16,25.06150672397346,5.110705012277363,1.5804553789893172,2.2577933985561676e-13,0.9064984621956531,1.9039267764183594,8.395080487648943e-15,0.5693114380466663,2.510293675228373e-15,29.08154821235102,5.970801900859928,3.2065417615729244,0.08494944378531954,0.37514450706820784,0.04786633202110724,0.0,0.0,0.0
4.11,1.0,4.8543075396992466,9.319196321849512,8.414105681804685,2.5159825813239616,110.76915017665875,11.089662687674405,0.4159211892860168,225.46200986287568,0.5,-4.340240149071905e-15,0.749838034191111,6.099059966228401,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.11,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9441360000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7525610209768875,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.441360000000001e-16,5.642988765781648e-16,5.327748841370022e-16,25.0262830947792,5.108803203453504,1.5782340690401298,2.254620098628757e-13,0.9077555099237591,1.9011160496573003,8.414105681804686e-15,0.5684709756328202,2.5159825813239617e-15,29.03861573888308,5.981534109539573,3.212305355123104,0.08538683952719761,0.3770485313809298,0.04824685795717795,0.0,0.0,0.0
4.12,1.0,4.86099494623653,9.30551251848027,8.433102789552652,2.5216630890329124,110.96730086999783,11.145751646444214,0.4192168221963449,225.14507330262882,0.5,-4.349686387771732e-15,0.749838034191111,6.130355761910981,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.12,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9451120000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7527348161529297,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.451120000000001e-16,5.644291948113202e-16,5.334488051665164e-16,24.9911031365918,5.10689545246066,1.5760155131184017,2.2514507330262883e-13,0.9090060549462311,1.898324553769975,8.433102789552653e-15,0.5676362636272965,2.5216630890329124e-15,28.995977007584525,5.992234246979883,3.218051725229937,0.08582498066675374,0.3789555559791033,0.04862915137477601,0.0,0.0,0.0
4.13,1.0,4.867647669736195,9.29192007622476,8.452072008051855,2.5273352573096344,111.16486114960894,11.201928501562596,0.42252770505790865,224.82852978865017,0.5,-4.35914238719467e-15,0.749838034191111,6.161704622645434,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.13,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.946088,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7529086113289718,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.460880000000001e-16,5.645595130444755e-16,5.341229805772217e-16,24.955966806540168,5.104981778176427,1.5737997085205513,2.248285297886502e-13,0.9102501142406685,1.8955516955498508,8.452072008051856e-15,0.5668071246497103,2.5273352573096347e-15,28.95362295751635,6.002902502078882,3.2237809733386595,0.08626386471703608,0.3808655690531283,0.049013213786717406,0.0,0.0,0.0
4.14,1.0,4.874265858515422,9.27841521230656,8.471013603561607,2.5329991657708835,111.36183585776139,11.258192703819226,0.4258538549848744,224.5123786453819,0.5,-4.368608146410335e-15,0.749838034191111,6.1931062663509975,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.14,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.947064,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7530824065050139,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.470640000000001e-16,5.646898312776308e-16,5.347974103691182e-16,24.92087402963739,5.103062192865839,1.5715866505176732,2.245123786453819e-13,0.9114877155423838,1.8927967033105382,8.471013603561607e-15,0.5659833279507002,2.5329991657708836e-15,28.911541801547244,6.013539136319115,3.2294932398750804,0.08670348772891397,0.3827785519298537,0.049399047178245434,0.0,0.0,0.0
4.15,1.0,4.880849588007556,9.264995252388482,8.489927754795925,2.538654867855655,111.55822813376989,11.314543959757987,0.4291952839316444,224.1966195638296,0.5,-4.3780836661840515e-15,0.749838034191111,6.224560543266852,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.15,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9480400000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7532562016810561,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.480400000000001e-16,5.648201495107862e-16,5.354720945422058e-16,24.88582477158509,5.101136717071033,1.5693763369468072,2.2419661956382964e-13,0.9127188729574129,1.8900590314872503,8.489927754795926e-15,0.5651647103956974,2.5386548678556554e-15,28.869725206442514,6.0241443192235735,3.235188615879327,0.08714384760573593,0.3846944946317716,0.049786652936070756,0.0,0.0,0.0
4.16,1.0,4.887398952242593,9.25165777766005,8.508814631144334,2.5443024142147377,111.75404105710723,11.370981919329628,0.4325520036487638,223.88125212715042,0.5,-4.387568946409483e-15,0.749838034191111,6.256067273995965,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.16,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9490160000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7534299968570982,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.490160000000001e-16,5.649504677439415e-16,5.361470330964843e-16,24.850818986113698,5.0992053688487955,1.567168764890053,2.2388125212715045e-13,0.9139436040693649,1.88733818664265,8.508814631144335e-15,0.564351124437263,2.5443024142147378e-15,28.828165635188718,6.034718217083791,3.2408671906561097,0.08758494183594352,0.3866133852572074,0.0501760324232566,0.0,0.0,0.0
4.17,1.0,4.893914029497919,9.23840231042182,8.527674283001923,2.5499418199172523,111.94927577668307,11.427506315145003,0.4359240199661364,223.56627595247272,0.5,-4.397063985959297e-15,0.749838034191111,6.2876263207804,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.17,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9499920000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7536037920331403,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.499920000000001e-16,5.650807859770968e-16,5.368222260319541e-16,24.815856630724472,5.0972681669913955,1.5649639316673092,2.2356627595247275e-13,0.9151619235161109,1.8846340713260512,8.527674283001923e-15,0.5635425409357311,2.5499418199172527e-15,28.786861599274392,6.0452608919408855,3.246528997523809,0.0880267684909256,0.38853521471493013,0.05056718631607182,0.0,0.0,0.0
4.18,1.0,4.90039492636472,9.225224884013963,8.54650697464484,2.5555731639869474,112.14393691140879,11.48411673124139,0.4393113493554504,223.25169059586463,0.5,-4.406568785541307e-15,0.749838034191111,6.319237471019959,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.18,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.950968,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7537775872091825,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.509680000000001e-16,5.652111042102522e-16,5.37497673348615e-16,24.780937656140974,5.095325128861637,1.5627618341710525,2.2325169059586465e-13,0.9163738512302028,1.8819458763388484,8.546506974644841e-15,0.5627387179248518,2.5555731639869476e-15,28.745800738587512,6.055772593216075,3.252174170430855,0.08846932459427943,0.3904599688622073,0.05096011652523225,0.0,0.0,0.0
4.19,1.0,4.906841739449632,9.212122762120035,8.565312894926437,2.56119650289468,112.33802785653793,11.540812804048906,0.4427140045356863,222.93749563492642,0.5,-4.416083345216183e-15,0.749838034191111,6.350900538506745,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.19,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9519440000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7539513823852246,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.519440000000001e-16,5.653414224434075e-16,5.381733750464672e-16,24.746062015476834,5.093376272272666,1.560562469444485,2.2293749563492644e-13,0.9175794052770813,1.8792730434724871,8.565312894926438e-15,0.5619394884893222,2.5611965028946802e-15,28.70497452676603,6.066253504253049,3.2578028078396004,0.08891260753909444,0.39238763533766285,0.05135482452613962,0.0,0.0,0.0
4.2,1.0,4.913254565359292,9.1990932084236,8.58409223270006,2.5668118931113026,112.53155200732401,11.597594169997656,0.4461319982258238,222.6236906472585,0.5,-4.4256076650445945e-15,0.749838034191111,6.382615337032852,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.2,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9529200000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7541251775612668,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.529200000000001e-16,5.654717406765629e-16,5.388493311255103e-16,24.711229661845696,5.091421614998055,1.5583658345308096,2.2262369064725852e-13,0.9187786037221876,1.8766150145184142,8.584092232700061e-15,0.5611446857138396,2.566811893111303e-15,28.664374437447936,6.0767038083954965,3.2634150082123963,0.08935661471845993,0.39431820177992033,0.05175131179419556,0.0,0.0,0.0
4.21,1.0,4.919633474263978,9.186136118268735,8.602845012701833,2.572419342033401,112.7245100758086,11.654460590904765,0.44956533658140985,222.31027530559584,0.5,-4.435141744832499e-15,0.749838034191111,6.414381744547062,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.21,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9538960000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.754298972737309,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.538960000000001e-16,5.656020589097182e-16,5.395255415857446e-16,24.67644055892114,5.08946117694976,1.556171927139171,2.2231027530559585e-13,0.9199714596873638,1.8739717681268218,8.602845012701833e-15,0.5603543032143928,2.5724193420334012e-15,28.62400014452538,6.087123544093664,3.2690107921984493,0.08980134442365886,0.39625166009076207,0.05214957904344354,0.0,0.0,0.0
4.22,1.0,4.925978555423493,9.17324948669421,8.62157137817588,2.5780188924937777,112.91690471156352,11.711411738046195,0.4530140304974047,221.99724921397717,0.5,-4.444685584569782e-15,0.749838034191111,6.446199592671024,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.22,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.954872,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.754472767913351,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.548720000000001e-16,5.657323771428735e-16,5.402020064271699e-16,24.641694662751465,5.087494976434772,1.5539807444978402,2.219972492139772e-13,0.9211579898641932,1.8713428952856188,8.62157137817588e-15,0.5595682186883468,2.578018892493778e-15,28.58384540053916,6.09751285442443,3.2745902366353423,0.09024679429739434,0.39818799909357067,0.05254962753769895,0.0,0.0,0.0
4.23,1.0,4.932289910402237,9.160430083853234,8.640271548753397,2.583610610166467,113.10873981304044,11.76844722433752,0.4564780939236671,221.68461193216177,0.5,-4.4542391843648815e-15,0.749838034191111,6.478068683165173,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.23,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.955848,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7546465630893933,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.558480000000001e-16,5.658626953760289e-16,5.408787256497865e-16,24.606991924469956,5.085523030707192,1.5517922835251325,2.216846119321618e-13,0.9223382132452184,1.8687277371060595,8.640271548753398e-15,0.5587862351150472,2.583610610166467e-15,28.543900141286677,6.107871949904184,3.280153454578173,0.09069296156431242,0.40012720562747567,0.05295145889514539,0.0,0.0,0.0
4.24,1.0,4.938567631189249,9.14767563309716,8.65894568462165,2.589194542950601,113.30001830682066,11.82556670810998,0.4599575384327527,221.372363054367,0.5,-4.4638025442339735e-15,0.749838034191111,6.509988841027742,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.24,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9568240000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7548203582654354,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.568240000000001e-16,5.659930136091842e-16,5.415556992535941e-16,24.572332299034738,5.08354535777116,1.549606541380569,2.2137236305436704e-13,0.9235121470323896,1.8661258291518206,8.65894568462165e-15,0.5580082136189267,2.589194542950601e-15,28.50415727273075,6.118200988568316,3.2857005308977993,0.09113984377438838,0.40206926807573934,0.05335507445819932,0.0,0.0,0.0
4.25,1.0,4.944811808395766,9.134984109466533,8.677593930563575,2.594770734139119,113.49074287286031,11.882769855708665,0.4634523750681274,221.06050217872274,0.5,-4.473375664182016e-15,0.749838034191111,6.541959895361462,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.25,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9578,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7549941534414776,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.578000000000001e-16,5.661233318423396e-16,5.422329272385928e-16,24.537715741838223,5.081561975682735,1.5474235152510591,2.2106050217872275e-13,0.9246798081700083,1.8635367583311726,8.677593930563575e-15,0.5572340306774585,2.594770734139119e-15,28.46461048509772,6.1285001151344565,3.291231543312949,0.09158743853506046,0.4040141750940946,0.053760475507902784,0.0,0.0,0.0
4.26,1.0,4.951022516201657,9.122356489582312,8.696216247654098,2.6003391720926574,113.68091324992659,11.94005642904953,0.46696260856346095,220.7490289500189,0.5,-4.482958544080116e-15,0.749838034191111,6.5739817242181084,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.26,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9587760000000001,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7551679486175197,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.587760000000001e-16,5.662536500754949e-16,5.429104096047827e-16,24.503142213452097,5.079572903534,1.5452432026501324,2.2074902895001892e-13,0.9258412105297098,1.8609607238747916,8.696216247654098e-15,0.5564637458645211,2.6003391720926576e-15,28.425262821538485,6.138769315496035,3.2967464842478713,0.09203574413905352,0.40596191858768405,0.05416766259336147,0.0,0.0,0.0
4.2700000000000005,1.0,4.957199854015187,9.10978914149771,8.714812879029832,2.605899929513833,113.87053369263053,11.997426043310893,0.47048825334036043,220.4379429414045,0.5,-4.492551184004889e-15,0.749838034191111,6.6060541304940505,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.2700000000000005,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.9597520000000002,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.7553417437935618,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.597520000000003e-16,5.663839683086502e-16,5.435881463521638e-16,24.4686116664959,5.077578158733573,1.5430656005898313,2.2043794294140451e-13,0.9269963727008399,1.8583969848655328,8.714812879029833e-15,0.5556971376313603,2.6058999295138333e-15,28.38610296490687,6.149008819402049,3.3022454770862857,0.09248475782691672,0.4079124854725704,0.054576637387481815,0.0,0.0,0.0
4.28,1.0,4.963343911749005,9.097280167866476,8.733383961663305,2.6114530473601167,114.05960675588256,12.054878368901054,0.4740293201740279,220.1272437529932,0.5,-4.502153583955599e-15,0.749838034191111,6.638176945373095,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,4.28,0.0,0.0,0.0,0.0,2.0,-0.6667,0.0,0.0,1.3335,0.0,0.960728,0.543,0.0976,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.755515538969604,214.77,5.48,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,9.60728e-16,5.665142865418056e-16,5.442661374807358e-16,24.434124056582245,5.075577759271816,1.5408907062709525,2.2012724375299322e-13,0.928145311497064,1.855845154244761,8.733383961663306e-15,0.554934090239855,2.611453047360117e-15,28.34712500307194,6.159218764817658,3.307728595920594,0.09293447723522333,0.40986586454263585,0.054987401140187235,0.0,0.0,0.0
