_1_task1,mRNA_ptsG_1_task1,mRNA_ptsH_2_task1,mRNA_ptsI_3_task1
720.0,9.090814365433535e-08,6.542050693540979e-08,4.367844648671538e-09
721.0,9.090334780506738e-08,6.541922835085666e-08,4.367711342554599e-09
722.0,9.089870838548689e-08,6.541799150869696e-08,4.3675823868385405e-09
723.0,9.089422232274739e-08,6.541679559496537e-08,4.367457696346322e-09
724.0,9.08898852178218e-08,6.541563943528994e-08,4.3673371486869635e-09
725.0,9.088569295708314e-08,6.54145219321889e-08,4.367220629443275e-09
726.0,9.08816408504661e-08,6.541344183192076e-08,4.3671080080635965e-09
727.0,9.087771998926627e-08,6.541239673917293e-08,4.366999035978305e-09
728.0,9.08739290583227e-08,6.541138631256837e-08,4.3668936770227e-09
729.0,9.087026398214524e-08,6.541040946367026e-08,4.36679181780751e-09
730.0,9.086672086043205e-08,6.540946515111676e-08,4.366693349834288e-09
731.0,9.08632959680694e-08,6.540855238062105e-08,4.366598169495418e-09
732.0,9.085998430633364e-08,6.540766981149687e-08,4.366506137354743e-09
733.0,9.085678175594065e-08,6.540681634139829e-08,4.3664171386603545e-09
734.0,9.085368535194518e-08,6.540599118097878e-08,4.366331091070803e-09
735.0,9.085069159569e-08,6.540519339543889e-08,4.3662478972113935e-09
736.0,9.084779711832793e-08,6.540442208472999e-08,4.366167463322874e-09
737.0,9.084499864856111e-08,6.540367637496854e-08,4.3660896983689575e-09
738.0,9.084229230682579e-08,6.540295523058977e-08,4.366014494510156e-09
739.0,9.08396754390703e-08,6.540225794239074e-08,4.365941777834693e-09
740.0,9.083714508089777e-08,6.540158371877616e-08,4.36587146586948e-09
741.0,9.083469838702325e-08,6.540093180005447e-08,4.365803479460914e-09
742.0,9.083233263127371e-08,6.540030145843769e-08,4.365737742774876e-09
743.0,9.083004520658798e-08,6.539969199804162e-08,4.365674183296736e-09
744.0,9.08278333434901e-08,6.539910267972283e-08,4.3656127239846526e-09
745.0,9.08256947186767e-08,6.539853288350996e-08,4.365553300232281e-09
746.0,9.082362690069169e-08,6.539798196056352e-08,4.365495844418829e-09
747.0,9.082162744294052e-08,6.539744925800256e-08,4.3654402885015594e-09
748.0,9.081969389882864e-08,6.53969341229461e-08,4.365386564437738e-09
749.0,9.081782520584622e-08,6.539643627310569e-08,4.365334642760207e-09
750.0,9.08160187719135e-08,6.539595501664631e-08,4.3652844513714376e-09
751.0,9.081427202609384e-08,6.539548966739404e-08,4.3652359187631815e-09
752.0,9.081258268250658e-08,6.539503961549948e-08,4.365188981371931e-09
753.0,9.081094845527096e-08,6.53946042511132e-08,4.365143575634177e-09
754.0,9.080936905113414e-08,6.539418349703037e-08,4.365099693455194e-09
755.0,9.080784275009898e-08,6.539377689466652e-08,4.365057287023981e-09
756.0,9.080636671545146e-08,6.539338368693037e-08,4.365016277443478e-09
757.0,9.080493895716698e-08,6.539300334305708e-08,4.3649766093859255e-09
758.0,9.080355748522096e-08,6.539263533228183e-08,4.364938227523563e-09
759.0,9.080222188985621e-08,6.539227954588333e-08,4.364901120491923e-09
760.0,9.080093160851682e-08,6.539193583433215e-08,4.364865272675659e-09
761.0,9.079968374861613e-08,6.539160342581538e-08,4.364830603637585e-09
762.0,9.079847663723063e-08,6.53912818742567e-08,4.364797066871744e-09
763.0,9.079730860143677e-08,6.539097073357976e-08,4.364764615872177e-09
764.0,9.079617912807973e-08,6.539066986728766e-08,4.364733236390127e-09
765.0,9.079508874332088e-08,6.539037941631032e-08,4.36470294308383e-09
766.0,9.079403433462315e-08,6.539009855029239e-08,4.364673649406672e-09
767.0,9.079301449290492e-08,6.538982689358542e-08,4.364645316191057e-09
768.0,9.079202780908456e-08,6.538956407054093e-08,4.364617904269386e-09
769.0,9.079107287408044e-08,6.538930970551043e-08,4.3645913744740626e-09
770.0,9.079014960010162e-08,6.538906377537912e-08,4.364565724380711e-09
771.0,9.078925825733737e-08,6.538882635254495e-08,4.364540961519882e-09
772.0,9.078839623918028e-08,6.538859674184749e-08,4.364517013422479e-09
773.0,9.078756238204526e-08,6.53883746331392e-08,4.364493847747819e-09
774.0,9.078675552234725e-08,6.53881597162726e-08,4.3644714321552144e-09
775.0,9.07859744965012e-08,6.538795168110013e-08,4.3644497343039795e-09
776.0,9.078521951674574e-08,6.538775058451098e-08,4.364428760113944e-09
777.0,9.078449055631678e-08,6.538755641963412e-08,4.364408508858467e-09
778.0,9.078378553297845e-08,6.538736863124809e-08,4.364388922649948e-09
779.0,9.07831034981237e-08,6.538718696655633e-08,4.364369975126063e-09
780.0,9.078244350314544e-08,6.538701117276228e-08,4.364351639924481e-09
781.0,9.078180459943658e-08,6.538684099706939e-08,4.36433389068288e-09
782.0,9.078118715031591e-08,6.5386676536531e-08,4.364316737513322e-09
783.0,9.07805908548433e-08,6.538651771106322e-08,4.364300172060029e-09
784.0,9.078001412303573e-08,6.538636409683442e-08,4.364284150129031e-09
785.0,9.077945618240243e-08,6.538621548801279e-08,4.364268650254415e-09
786.0,9.077891626045257e-08,6.538607167876652e-08,4.364253650970271e-09
787.0,9.077839358469537e-08,6.538593246326382e-08,4.364239130810689e-09
788.0,9.077788917548685e-08,6.538579811358905e-08,4.364225118143e-09
789.0,9.077740240580791e-08,6.538566846268853e-08,4.364211595544766e-09
790.0,9.077693173625482e-08,6.538554310029574e-08,4.364198520233274e-09
791.0,9.077647651742916e-08,6.53854218533914e-08,4.364185874164039e-09
792.0,9.077603609993246e-08,6.538530454895623e-08,4.3641736392925764e-09
793.0,9.077560983436631e-08,6.538519101397094e-08,4.364161797574398e-09
794.0,9.077519707133229e-08,6.53850810754162e-08,4.364150330965021e-09
795.0,9.077479716143194e-08,6.538497456027279e-08,4.364139221419958e-09
796.0,9.077441185043163e-08,6.538487193393061e-08,4.364128517468216e-09
797.0,9.077403999835553e-08,6.538477289261145e-08,4.364118187429735e-09
798.0,9.077368037348218e-08,6.53846771080832e-08,4.364108197074387e-09
799.0,9.077333246378553e-08,6.538458444394188e-08,4.364098532175947e-09
800.0,9.077299575723952e-08,6.538449476378356e-08,4.3640891785081864e-09
801.0,9.077266974181808e-08,6.538440793120431e-08,4.364080121844879e-09
802.0,9.077235390549516e-08,6.538432380980016e-08,4.364071347959798e-09
803.0,9.077204773624468e-08,6.538424226316721e-08,4.364062842626714e-09
804.0,9.077175318389704e-08,6.538416381089071e-08,4.3640546600299656e-09
805.0,9.077146870903399e-08,6.538408804280656e-08,4.364046757393946e-09
806.0,9.077119353941222e-08,6.538401475317304e-08,4.364039113261457e-09
807.0,9.077092728363512e-08,6.538394383772925e-08,4.364031716758346e-09
808.0,9.077066955030613e-08,6.538387519221434e-08,4.3640245570104655e-09
809.0,9.077041994802865e-08,6.538380871236746e-08,4.364017623143662e-09
810.0,9.07701780854061e-08,6.538374429392772e-08,4.364010904283786e-09
811.0,9.07699435710419e-08,6.538368183263427e-08,4.3640043895566876e-09
812.0,9.076971823685627e-08,6.538362181657149e-08,4.3639981298648395e-09
813.0,9.076950039843964e-08,6.538356379698867e-08,4.3639920784066985e-09
814.0,9.076928966595322e-08,6.538350767003994e-08,4.363986224351397e-09
815.0,9.07690857426705e-08,6.538345335668687e-08,4.363980559455269e-09
816.0,9.076888833186493e-08,6.538340077789094e-08,4.3639750754746455e-09
817.0,9.076869713681002e-08,6.53833498546137e-08,4.36396976416586e-09
818.0,9.076851186077924e-08,6.538330050781665e-08,4.363964617285243e-09
819.0,9.07683323382765e-08,6.538325269342168e-08,4.363959630235366e-09
820.0,9.076816051249568e-08,6.538320692911447e-08,4.363954857008752e-09
821.0,9.076799442905697e-08,6.538316269425076e-08,4.363950243303835e-09
822.0,9.076783385629688e-08,6.538311992712516e-08,4.363945782684724e-09
823.0,9.076767856255196e-08,6.538307856603224e-08,4.363941468715528e-09
824.0,9.076752831615877e-08,6.538303854926663e-08,4.363937294960357e-09
825.0,9.076738288545384e-08,6.538299981512291e-08,4.3639332549833195e-09
826.0,9.076724203877369e-08,6.538296230189565e-08,4.363929342348526e-09
827.0,9.076710554445485e-08,6.538292594787946e-08,4.363925550620085e-09
828.0,9.07669731708339e-08,6.538289069136895e-08,4.363921873362107e-09
829.0,9.076684498622402e-08,6.53828565505616e-08,4.363918312472549e-09
830.0,9.076672242574351e-08,6.538282390772212e-08,4.363914907821473e-09
831.0,9.076660392639243e-08,6.538279234652541e-08,4.36391161598626e-09
832.0,9.076648931395376e-08,6.538276182056772e-08,4.363908432126977e-09
833.0,9.076637841421057e-08,6.538273228344533e-08,4.363905351403692e-09
834.0,9.076627105294592e-08,6.538270368875448e-08,4.363902368976475e-09
835.0,9.076616705594282e-08,6.538267599009143e-08,4.363899480005392e-09
836.0,9.076606624898432e-08,6.538264914105242e-08,4.3638966796505144e-09
837.0,9.076596845785348e-08,6.538262309523375e-08,4.3638939630719074e-09
838.0,9.076587350833331e-08,6.538259780623161e-08,4.363891325429641e-09
839.0,9.076578165163947e-08,6.538257334097404e-08,4.3638887737042505e-09
840.0,9.076569388387347e-08,6.53825499648203e-08,4.363886335572612e-09
841.0,9.076560899230259e-08,6.538252735471477e-08,4.363883977340069e-09
842.0,9.076552685265941e-08,6.538250547755982e-08,4.363881695554516e-09
843.0,9.076544734067649e-08,6.538248430025783e-08,4.363879486763849e-09
844.0,9.076537033208644e-08,6.538246378971123e-08,4.363877347515963e-09
845.0,9.076529570262179e-08,6.53824439128224e-08,4.363875274358752e-09
846.0,9.076522332801513e-08,6.53824246364937e-08,4.3638732638401126e-09
847.0,9.076515308399903e-08,6.538240592762759e-08,4.363871312507938e-09
848.0,9.076508484630605e-08,6.538238775312641e-08,4.363869416910125e-09
849.0,9.076502022975582e-08,6.538237054307274e-08,4.363867621904535e-09
850.0,9.07649567016534e-08,6.538235362291988e-08,4.363865857135538e-09
851.0,9.076489536014468e-08,6.538233728514194e-08,4.363864153108356e-09
852.0,9.076483608785225e-08,6.538232149847638e-08,4.363862506562281e-09
853.0,9.076477877113172e-08,6.53823062326549e-08,4.3638609143403056e-09
854.0,9.076472330007173e-08,6.53822914584034e-08,4.363859373389119e-09
855.0,9.076466956849394e-08,6.538227714744205e-08,4.363857880759115e-09
856.0,9.076461747395308e-08,6.538226327248526e-08,4.363856433604382e-09
857.0,9.07645669177369e-08,6.538224980724164e-08,4.3638550291827115e-09
858.0,9.076451780486617e-08,6.538223672641408e-08,4.363853664855592e-09
859.0,9.076447037313195e-08,6.538222409334576e-08,4.363852347229808e-09
860.0,9.076442477416648e-08,6.538221194842947e-08,4.36385108051839e-09
861.0,9.076438058510362e-08,6.538220017902804e-08,4.36384985297315e-09
862.0,9.076433775196426e-08,6.538218877076508e-08,4.363848663094618e-09
863.0,9.076429622569088e-08,6.5382177710575e-08,4.363847509520048e-09
864.0,9.076425596214755e-08,6.538216698670306e-08,4.363846391023412e-09
865.0,9.076421692211991e-08,6.538215658870536e-08,4.363845306515405e-09
866.0,9.076417907131522e-08,6.538214650744882e-08,4.3638442550434445e-09
867.0,9.076414238036229e-08,6.538213673511121e-08,4.363843235791665e-09
868.0,9.076410682481155e-08,6.538212726518114e-08,4.363842248080925e-09
869.0,9.076407238513499e-08,6.5382118092458e-08,4.363841291368804e-09
870.0,9.076403904672622e-08,6.538210921305213e-08,4.363840365249601e-09
871.0,9.076400679990038e-08,6.538210062438457e-08,4.363839469454337e-09
872.0,9.076397556838468e-08,6.538209230614035e-08,4.363838601864167e-09
873.0,9.076394475953616e-08,6.538208410046667e-08,4.363837746015104e-09
874.0,9.076391484641687e-08,6.53820761333665e-08,4.363836915049213e-09
875.0,9.076388581619668e-08,6.538206840142296e-08,4.363836108610121e-09
876.0,9.076385765991026e-08,6.538206090224851e-08,4.3638353264488146e-09
877.0,9.076383037245703e-08,6.538205363448499e-08,4.363834568423644e-09
878.0,9.076380395260124e-08,6.538204659780354e-08,4.363833834500322e-09
879.0,9.076377840297187e-08,6.538203979290469e-08,4.363833124751923e-09
880.0,9.076375373006276e-08,6.538203322151833e-08,4.3638324393588845e-09
881.0,9.076372994423247e-08,6.538202688640366e-08,4.3638317786090055e-09
882.0,9.07637070597044e-08,6.538202079134927e-08,4.363831142897449e-09
883.0,9.07636850945667e-08,6.538201494117307e-08,4.3638305327267375e-09
884.0,9.076366407077235e-08,6.538200934172234e-08,4.36382994870676e-09
885.0,9.076364401413905e-08,6.538200399987372e-08,4.363829391554765e-09
886.0,9.076362385904696e-08,6.538199863179776e-08,4.363828831667025e-09
887.0,9.07636040920693e-08,6.53819933670939e-08,4.363828282560923e-09
888.0,9.07635849680739e-08,6.538198827364652e-08,4.36382775131688e-09
889.0,9.076356648106375e-08,6.538198334985812e-08,4.363827237768289e-09
890.0,9.076354862678444e-08,6.53819785945954e-08,4.363826741796952e-09
891.0,9.076353140272429e-08,6.538197400718913e-08,4.363826263333077e-09
892.0,9.07635148081142e-08,6.538196958743424e-08,4.363825802355282e-09
893.0,9.076349884392776e-08,6.538196533558973e-08,4.363825358890591e-09
894.0,9.076348351288118e-08,6.538196125237873e-08,4.363824933014436e-09
895.0,9.076346881943338e-08,6.538195733898854e-08,4.363824524850658e-09
896.0,9.076345476978587e-08,6.538195359707046e-08,4.363824134571505e-09
897.0,9.076344137188279e-08,6.538195002874004e-08,4.363823762397633e-09
898.0,9.076342863541104e-08,6.538194663657685e-08,4.363823408598106e-09
899.0,9.076341619667824e-08,6.538194332371203e-08,4.363823063069289e-09
900.0,9.076340383053757e-08,6.53819400301779e-08,4.363822719556425e-09
901.0,9.076339191345099e-08,6.538193685624341e-08,4.363822388517791e-09
902.0,9.07633804334442e-08,6.538193379871864e-08,4.363822069620677e-09
903.0,9.076336937898097e-08,6.538193085453037e-08,4.363821762544537e-09
904.0,9.076335873896334e-08,6.5381928020722e-08,4.363821466980996e-09
905.0,9.076334850273141e-08,6.538192529445363e-08,4.363821182633846e-09
906.0,9.076333866006351e-08,6.538192267300201e-08,4.363820909219048e-09
907.0,9.076332920117607e-08,6.538192015376059e-08,4.363820646464733e-09
908.0,9.076332011672372e-08,6.538191773423946e-08,4.363820394111194e-09
909.0,9.07633113977992e-08,6.538191541206539e-08,4.3638201519109e-09
910.0,9.076330303593346e-08,6.538191318498179e-08,4.363819919628482e-09
911.0,9.076329502309561e-08,6.538191105084881e-08,4.363819697040745e-09
912.0,9.076328710805458e-08,6.53819089427516e-08,4.363819477168875e-09
913.0,9.076327964846852e-08,6.538190695597365e-08,4.363819269949999e-09
914.0,9.076327245461215e-08,6.538190503996358e-08,4.3638190701121435e-09
915.0,9.076326551661875e-08,6.538190319209314e-08,4.363818877381173e-09
916.0,9.076325882462159e-08,6.53819014097341e-08,4.363818691482951e-09
917.0,9.076325236875393e-08,6.538189969025825e-08,4.363818512143341e-09
918.0,9.076324613914902e-08,6.538189803103736e-08,4.3638183390882075e-09
919.0,9.076324012594011e-08,6.538189642944319e-08,4.363818172043413e-09
920.0,9.076323431926051e-08,6.538189488284753e-08,4.3638180107348225e-09
921.0,9.076322870924345e-08,6.538189338862214e-08,4.3638178548883e-09
922.0,9.076322328602219e-08,6.53818919441388e-08,4.363817704229709e-09
923.0,9.076321803972999e-08,6.538189054676929e-08,4.363817558484912e-09
924.0,9.076321296050014e-08,6.538188919388537e-08,4.363817417379774e-09
925.0,9.076320803846587e-08,6.538188788285884e-08,4.3638172806401594e-09
926.0,9.076320358755769e-08,6.538188669736142e-08,4.363817156994225e-09
927.0,9.076319939580208e-08,6.538188558089843e-08,4.363817040548811e-09
928.0,9.076319537884406e-08,6.538188451098869e-08,4.363816928958839e-09
929.0,9.076319152849945e-08,6.538188348545242e-08,4.3638168219969516e-09
930.0,9.076318783658415e-08,6.538188250210986e-08,4.363816719435795e-09
931.0,9.076318429491406e-08,6.538188155878123e-08,4.3638166210480115e-09
932.0,9.076318089530502e-08,6.538188065328678e-08,4.3638165266062475e-09
933.0,9.076317762957292e-08,6.538187978344672e-08,4.363816435883146e-09
934.0,9.076317448953364e-08,6.53818789470813e-08,4.363816348651351e-09
935.0,9.076317146700305e-08,6.538187814201077e-08,4.363816264683508e-09
936.0,9.076316855379704e-08,6.538187736605531e-08,4.36381618375226e-09
937.0,9.076316574173146e-08,6.53818766170352e-08,4.363816105630253e-09
938.0,9.076316302262221e-08,6.538187589277064e-08,4.363816030090129e-09
939.0,9.076316038828517e-08,6.538187519108188e-08,4.363815956904534e-09
940.0,9.07631578305362e-08,6.538187450978915e-08,4.363815885846111e-09
941.0,9.076315534119118e-08,6.538187384671269e-08,4.363815816687506e-09
942.0,9.0763152912066e-08,6.538187319967272e-08,4.363815749201363e-09
943.0,9.076315053497654e-08,6.538187256648945e-08,4.363815683160324e-09
944.0,9.076314820173864e-08,6.538187194498317e-08,4.363815618337037e-09
945.0,9.076314590416822e-08,6.538187133297406e-08,4.3638155545041425e-09
946.0,9.076314363408113e-08,6.538187072828237e-08,4.363815491434288e-09
947.0,9.076314138329325e-08,6.538187012872835e-08,4.363815428900115e-09
948.0,9.076313914362046e-08,6.53818695321322e-08,4.36381536667427e-09
949.0,9.076313690687864e-08,6.538186893631417e-08,4.363815304529396e-09
950.0,9.076313466488367e-08,6.53818683390945e-08,4.363815242238138e-09
951.0,9.076313240945142e-08,6.538186773829342e-08,4.36381517957314e-09
952.0,9.076313059169215e-08,6.538186725408063e-08,4.363815129068999e-09
953.0,9.076312919597488e-08,6.538186688229267e-08,4.363815090291439e-09
954.0,9.07631278605078e-08,6.538186652655366e-08,4.363815053187765e-09
955.0,9.076312658064046e-08,6.538186618562519e-08,4.363815017628806e-09
956.0,9.076312535172248e-08,6.538186585826884e-08,4.363814983485396e-09
957.0,9.076312416910347e-08,6.538186554324613e-08,4.363814950628366e-09
958.0,9.0763123028133e-08,6.538186523931865e-08,4.36381491892855e-09
959.0,9.076312192416069e-08,6.538186494524798e-08,4.363814888256779e-09
960.0,9.076312085253611e-08,6.538186465979566e-08,4.363814858483885e-09
961.0,9.076311980860888e-08,6.538186438172328e-08,4.363814829480701e-09
962.0,9.076311878772859e-08,6.538186410979238e-08,4.363814801118059e-09
963.0,9.076311778524485e-08,6.538186384276453e-08,4.3638147732667914e-09
964.0,9.076311679650723e-08,6.538186357940131e-08,4.36381474579773e-09
965.0,9.076311581686535e-08,6.538186331846426e-08,4.363814718581706e-09
966.0,9.076311484166879e-08,6.538186305871496e-08,4.363814691489554e-09
967.0,9.076311386626716e-08,6.5381862798915e-08,4.363814664392104e-09
968.0,9.076311288601005e-08,6.53818625378259e-08,4.3638146371601906e-09
969.0,9.076311189624707e-08,6.538186227420926e-08,4.363814609664643e-09
970.0,9.076311089232779e-08,6.538186200682662e-08,4.363814581776297e-09
971.0,9.076310986960182e-08,6.538186173443955e-08,4.363814553365982e-09
972.0,9.076310882341877e-08,6.538186145580964e-08,4.363814524304532e-09
973.0,9.076310774912822e-08,6.538186116969843e-08,4.3638144944627775e-09
974.0,9.076310664207976e-08,6.538186087486749e-08,4.363814463711552e-09
975.0,9.076310549762303e-08,6.538186057007836e-08,4.363814431921687e-09
976.0,9.076310431110758e-08,6.538186025409266e-08,4.363814398964015e-09
977.0,9.0763103077883e-08,6.538185992567192e-08,4.363814364709369e-09
978.0,9.076310198868356e-08,6.538185963560464e-08,4.363814334455009e-09
979.0,9.076310135657398e-08,6.538185946725344e-08,4.363814316895692e-09
980.0,9.076310074156723e-08,6.538185930345867e-08,4.3638142998116185e-09
981.0,9.076310014183568e-08,6.538185914373351e-08,4.3638142831520165e-09
982.0,9.076309955555172e-08,6.538185898759115e-08,4.363814266866117e-09
983.0,9.076309898088771e-08,6.538185883454486e-08,4.363814250903147e-09
984.0,9.076309841601602e-08,6.538185868410781e-08,4.363814235212339e-09
985.0,9.076309785910904e-08,6.538185853579322e-08,4.363814219742921e-09
986.0,9.076309730833913e-08,6.538185838911431e-08,4.36381420444412e-09
987.0,9.076309676187865e-08,6.538185824358429e-08,4.363814189265169e-09
988.0,9.076309621789999e-08,6.538185809871637e-08,4.363814174155296e-09
989.0,9.076309567457551e-08,6.538185795402376e-08,4.3638141590637295e-09
990.0,9.076309513007761e-08,6.538185780901969e-08,4.3638141439397e-09
991.0,9.076309458257861e-08,6.538185766321734e-08,4.363814128732436e-09
992.0,9.076309403025094e-08,6.538185751612995e-08,4.363814113391167e-09
993.0,9.076309347126693e-08,6.538185736727073e-08,4.363814097865123e-09
994.0,9.076309290379897e-08,6.538185721615289e-08,4.363814082103532e-09
995.0,9.076309232601943e-08,6.538185706228962e-08,4.363814066055625e-09
996.0,9.076309173610068e-08,6.538185690519416e-08,4.36381404967063e-09
997.0,9.076309113221511e-08,6.538185674437972e-08,4.3638140328977775e-09
998.0,9.076309051253506e-08,6.538185657935949e-08,4.363814015686296e-09
999.0,9.076308987523293e-08,6.538185640964671e-08,4.363813997985415e-09
1000.0,9.076308921848107e-08,6.538185623475459e-08,4.363813979744364e-09
