Time,C,S,V_C,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Chronic_Infected_Death,Chronic_Infected_Logistic_Growth,Virus_Chronic_Release_From_Chronic_Infected,Virus_Chronic_Decay
175.0,53053.75885724641,784674042.7349207,75085.64072890069,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727096.493778,1.0,32696196.785842,294.5887663104416,32694751.780621696,2652.6879428623206,1304.2306702694384,5305.375885724641,6502.4164871227995
176.0,52010.28789739628,784675181.8012204,73608.73352171396,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727192.0891178,1.0,32696215.827410847,288.79473179154246,32694799.241717517,2600.514394869814,1278.5777132737328,5201.028789739628,6374.516322980429
177.0,50987.339038566366,784676298.4652168,72160.88339857213,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727285.8042554,1.0,32696234.494435403,283.1146743958584,32694845.76938403,2549.3669519283185,1253.4293201497248,5098.733903856637,6249.132502316346
178.0,49984.50873460964,784677393.1674315,70741.51799683788,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727377.676166,1.0,32696252.794282988,277.54634965232844,32694891.38197631,2499.225436730482,1228.7755674781722,4998.450873460964,6126.215458526161
179.0,49001.401370037056,784678466.3397292,69350.07629320445,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727467.7410992,1.0,32696270.734175924,272.0875575314744,32694936.097488716,2450.070068501853,1204.6067269247214,4900.140137003706,6005.716606991505
180.0,48037.62910453765,784679518.4054867,67986.00837301453,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727556.0345912,1.0,32696288.321194604,266.7361415422421,32694979.933561943,2401.8814552268827,1180.9132614127325,4803.7629104537655,5887.588325103058
181.0,47092.81172051425,784680549.7797596,66648.77520482395,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727642.5914801,1.0,32696305.56228002,261.48998784934435,32695022.907489985,2354.6405860257123,1157.6858213704097,4709.281172051425,5771.783932737754
182.0,46166.57647357923,784681560.8694456,65337.84842004183,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727727.4459192,1.0,32696322.464236766,256.3470244104483,32695065.0362269,2308.3288236789617,1134.9152410509162,4616.657647357923,5658.257673175623
183.0,45258.557945955494,784682552.0734441,64052.7100974884,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727810.6313901,1.0,32696339.03373556,251.30522013258832,32695106.336393505,2262.927897297775,1112.592534924069,4525.85579459555,5546.964694442496
184.0,44368.39790272859,784683523.7828139,62792.852552719916,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727892.1807166,1.0,32696355.277315903,246.3625840472146,32695146.824283913,2218.4198951364297,1090.708894138311,4436.839790272859,5437.861031065545
185.0,43495.74515089681,784684476.3809263,61557.77813197819,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784727972.1260772,1.0,32696371.201388676,241.51716450332268,32695186.515871927,2174.7872575448405,1069.2556830516305,4349.574515089681,5330.903586229311
186.0,42640.25540116665,784685410.2436161,60346.99901062964,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728050.4990172,1.0,32696386.81223868,236.76704837813506,32695225.426817335,2132.0127700583325,1048.224435830134,4264.025540116665,5226.0501143205265
187.0,41801.59113244212,784686325.7393303,59160.036995965056,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728127.3304627,1.0,32696402.11602705,232.1103603048333,32695263.572472095,2090.079556622106,1027.6068531129956,4180.159113244212,5123.259203850574
188.0,40979.42145895693,784687223.2292718,57996.42333423809,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728202.6507307,1.0,32696417.11879374,227.54526191686315,32695300.96788632,2048.9710729478466,1007.3947987425297,4097.942145895693,5022.4902607450185
189.0,40173.4219999996,784688103.0675428,56855.69852182574,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728276.4895428,1.0,32696431.826459978,223.06995110835769,32695337.62781428,2008.67109999998,987.5802965581473,4017.34219999996,4923.703491990109
190.0,39383.274752182144,784688965.6012838,55737.412120399684,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728348.8760359,1.0,32696446.244830467,218.6826613102444,32695373.566720158,1969.1637376091073,968.1555272529786,3938.3274752182147,4826.859889626612
191.0,38608.667964204076,784689811.17081,54641.122576002235,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728419.8387742,1.0,32696460.37959562,214.38166078162135,32695408.79878375,1930.433398210204,949.1128252919679,3860.866796420408,4731.921215081793
192.0,37849.29601406389,784690640.109746,53566.397041925266,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728489.40576,1.0,32696474.236334123,210.1652519160057,32695443.33790608,1892.4648007031947,930.4446758902768,3784.9296014063893,4638.849983830728
193.0,37104.85928867147,784691452.7451564,52512.81120529472,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728557.6044451,1.0,32696487.820514772,206.0317705620742,32695477.19771485,1855.2429644335734,912.1437120508115,3710.485928867147,4547.6094503785225
194.0,36375.06406581515,784692249.3976754,51479.94911726739,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728624.4617412,1.0,32696501.13749891,201.9795853585321,32695510.391569808,1818.7532032907577,894.20271165977,3637.5064065815154,4458.163593555356
195.0,35659.6223984385,784693030.3816328,50467.40302675024,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728690.0040313,1.0,32696514.192542315,198.00709708275917,32695542.932568032,1782.981119921925,876.614594639068,3565.96223984385,4370.477102116571
196.0,34958.25200118215,784693796.005178,49474.77321755617,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728754.2571791,1.0,32696526.99079743,194.1127380128973,32695574.833549082,1747.9126000591075,859.3724201545684,3495.825200118215,4284.515360640364
197.0,34270.67613914724,784694546.5704011,48501.66784891322,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728817.2465402,1.0,32696539.5373153,190.29497130305577,32695606.107100043,1713.533806957362,842.46938387902,3427.067613914724,4200.244435715885
198.0,33596.623518837485,784695282.3734522,47547.70279924739,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728878.996971,1.0,32696551.837047685,186.55229037132207,32695636.765560508,1679.8311759418743,825.8988153086594,3359.6623518837487,4117.631062414824
199.0,32935.828181237855,784696003.7046582,46612.50151316202,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728939.5328394,1.0,32696563.894848894,182.8832183002778,32695666.82102742,1646.7914090618929,809.654175132429,3293.5828181237857,4036.6426310398306
200.0,32288.029396988535,784696710.848637,45695.69485153932,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784728998.878034,1.0,32696575.715477772,179.28630724972948,32695696.285359874,1614.4014698494268,793.7290526527996,3228.8029396988536,3957.247174143305
201.0,31652.971563613544,784697404.08441,44796.92094469234,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729057.0559735,1.0,32696587.30359954,175.76013788137305,32695725.170183748,1582.6485781806773,778.1171632571898,3165.2971563613546,3879.4133538103565
202.0,31030.40410476425,784698083.6855116,43915.82504849772,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729114.0896163,1.0,32696598.663787648,172.30331879512173,32695753.486896314,1551.5202052382126,762.8123459390034,3103.040410476425,3803.110449199902
203.0,30420.081371438606,784698749.9200976,43052.05940344224,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729170.001469,1.0,32696609.800525572,168.91448597683453,32695781.24667073,1521.0040685719305,747.8085608673194,3042.008137143861,3728.308344338098
204.0,29821.762545137815,784699403.0510507,42205.28309651785,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729224.8135958,1.0,32696620.718208663,165.59230225719077,32695808.460460443,1491.0881272568909,733.0998870042878,2982.1762545137817,3654.9775161584457
205.0,29235.211542922694,784700043.336084,41375.161925902175,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729278.547627,1.0,32696631.42114563,162.33545678146464,32695835.1390035,1461.760577146135,718.6805197692978,2923.52115429227,3583.0890227831283
206.0,28660.196924332806,784700671.0278426,40561.36826836322,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729331.224767,1.0,32696641.913560677,159.1426644899603,32695861.292826775,1433.0098462166404,704.5447687490235,2866.019692433281,3512.614492040255
207.0,28096.491800132095,784701286.3740035,39763.58094932896,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729382.8658037,1.0,32696652.199594717,156.0126656088763,32695886.932250146,1404.824590006605,690.6870554524228,2809.64918001321,3443.526110211888
208.0,27543.87374284543,784701889.6173731,38981.485115563955,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729433.4911159,1.0,32696662.283307314,152.94422515137268,32695912.067390546,1377.1936871422715,677.1019111098442,2754.387374284543,3375.7966110078382
209.0,27002.124699051128,784702480.9959826,38214.772110397,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729483.1206816,1.0,32696672.16867818,149.93613242862307,32695936.708165944,1350.1062349525564,663.7839745153595,2700.212469905113,3309.3992647603804
210.0,26471.030903395247,784703060.7431828,37463.139351445265,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729531.7740861,1.0,32696681.859608658,146.98720057063738,32695960.864299282,1323.5515451697624,650.7279899114816,2647.103090339525,3244.30786783516
211.0,25950.38279429399,784703629.0877352,36726.2902107818,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729579.4705294,1.0,32696691.35992332,144.0962660566492,32695984.5453223,1297.5191397146996,637.928804915446,2595.038279429399,3180.4967322537036
212.0,25439.97493129128,784704186.2539024,36003.93389749485,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729626.2288337,1.0,32696700.673371684,141.26218825486492,32696007.760579266,1271.998746564564,625.3813684862419,2543.997493129128,3117.940675523054
213.0,24939.60591403918,784704732.4615369,35295.78534258852,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729672.0674509,1.0,32696709.80362942,138.4838489713788,32696030.5192307,1246.9802957019592,613.0807289315815,2493.9605914039184,3056.6150106681657
214.0,24449.078302869417,784705267.9261675,34601.56508617597,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729717.0044703,1.0,32696718.754299853,135.7601520080622,32696052.830256976,1222.4539151434708,601.0220319540433,2444.9078302869416,2996.495536462839
215.0,23968.198540924903,784705792.8590847,33920.999166917216,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729761.0576257,1.0,32696727.52891543,133.09002272924062,32696074.70246186,1198.4099270462452,589.2005187356165,2396.8198540924905,2937.5585278550307
216.0,23496.776877820736,784706307.4674234,33253.81901365494,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729804.2443013,1.0,32696736.13093913,130.47240763697582,32696096.144475974,1174.8388438910367,577.6115240598904,2349.6776877820735,2879.7807265825177
217.0,23034.62729480478,784706811.954245,32599.761339203018,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729846.5815398,1.0,32696744.56376595,127.90627395477622,32696117.164760206,1151.731364740239,566.2504744711599,2303.462729480478,2823.1393319749814
218.0,22581.56743138842,784707306.5186175,31958.568036243258,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729888.0860488,1.0,32696752.83072385,125.39060921956214,32696137.77160906,1129.078371569421,555.1128864697038,2258.156743138842,2767.611991938666
219.0,22137.418513418732,784707791.3556939,31329.986075287125,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729928.7742074,1.0,32696760.935075473,122.92442088171603,32696157.97315391,1106.8709256709367,544.1943647425594,2213.7418513418734,2713.176794119865
220.0,21702.005282563867,784708266.6567894,30713.767404660193,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784729968.662072,1.0,32696768.880019285,120.50673591305349,32696177.777366225,1085.1002641281934,533.4906004290664,2170.200528256387,2659.8122572435727
221.0,21275.155927183892,784708732.6094564,30109.668852468025,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730007.7653836,1.0,32696776.668690834,118.13660042255304,32696197.192060683,1063.7577963591946,522.9973694205132,2127.515592718389,2607.4973226237307
222.0,20856.70201456,784709189.3975592,29517.452030503155,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730046.0995737,1.0,32696784.30416393,115.81307927968734,32696216.224898297,1042.835100728,512.7105306932136,2085.670201456,2556.211345841573
223.0,20446.47842445545,784709637.2013454,28936.88324005376,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730083.6797699,1.0,32696791.789452035,113.5352557452014,32696234.88338939,1022.3239212227726,502.6260246743618,2044.6478424455452,2505.9340885886554
224.0,20044.323283982103,784710076.1975187,28367.733379575508,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730120.5208027,1.0,32696799.127509117,111.30223110918794,32696253.174896613,1002.2161641991052,492.7398716400087,2004.4323283982103,2456.6457106712387
225.0,19650.07790374698,784710506.5593067,27809.777854188895,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730156.6372105,1.0,32696806.321231343,109.11312433631178,32696271.10663778,982.503895187349,483.04817014455506,1965.007790374698,2408.326762172758
226.0,19263.586715253732,784710928.4565306,27262.796486965304,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730192.0432458,1.0,32696813.373457696,106.96707171803992,32696288.68568877,963.1793357626866,473.5470954811076,1926.3586715253732,2360.9581757711953
227.0,18884.697209534403,784711342.0556717,26726.5734319657,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730226.7528812,1.0,32696820.28697132,104.8632265317363,32696305.91898632,944.2348604767202,464.23289817212395,1888.4697209534404,2314.5212592082294
228.0,18513.25987698735,784711747.519937,26200.89708899678,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730260.779814,1.0,32696827.064500652,102.80075870648346,32696322.81333071,925.6629938493676,455.1019024897353,1851.3259876987352,2268.997687907121
229.0,18149.1281483977,784712145.0093238,25685.560020050143,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730294.1374723,1.0,32696833.708720542,100.77885449549638,32696339.375388492,907.4564074198851,446.15050500516753,1814.9128148397701,2224.3694977363425
230.0,17792.15833711697,784712534.6806828,25180.358867390645,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730326.8390199,1.0,32696840.222253148,98.7967161549966,32696355.611695115,889.6079168558485,437.375173166684,1779.215833711697,2180.6190779160297
231.0,17442.20958237932,784712916.6877797,24685.094273261057,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730358.897362,1.0,32696846.607668985,96.85356162941746,32696371.528657485,872.110479118966,428.7724439054985,1744.220958237932,2137.7291640644075
232.0,17099.143793732062,784713291.1813561,24199.570801170703,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730390.3251498,1.0,32696852.867488105,94.94862424281453,32696387.1325565,854.9571896866032,420.3389222691077,1709.9143793732064,2095.6828313813826
233.0,16762.825596558436,784713658.309189,23723.59685873642,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730421.1347855,1.0,32696859.004180945,93.08115239635718,32696402.429549538,838.1412798279218,412.07128008149533,1676.2825596558437,2054.4634879665737
234.0,16433.12227867135,784714018.216149,23256.984622044918,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730451.3384277,1.0,32696865.02016938,91.25040927178024,32696417.425672874,821.6561139335677,403.96625462969,1643.3122278671353,2014.0548682690899
235.0,16109.903737956958,784714371.0442575,22799.54996150624,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730480.9479954,1.0,32696870.917827617,89.45567254067747,32696432.126844063,805.4951868978479,396.0206473761522,1610.9903737956959,1974.4410266664404
236.0,15793.042431047506,784714716.9327428,22351.11236916863,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730509.9751738,1.0,32696876.699483152,87.69623407952044,32696446.538864285,789.6521215523753,388.23132269648704,1579.3042431047506,1935.6063311700032
237.0,15482.413323003257,784715056.0180949,21911.4948874658,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730538.431418,1.0,32696882.367417682,85.97139969028963,32696460.66742062,774.1206661501628,380.5952066419827,1548.2413323003257,1897.5354572545382
238.0,15177.89383798361,784715388.4341191,21480.524039368098,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730566.327957,1.0,32696887.923868157,84.28048882660585,32696474.518088296,758.8946918991805,373.1092857264889,1517.789383798361,1860.2133818092773
239.0,14879.363810888051,784715714.3119894,21058.029759909747,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730593.6758003,1.0,32696893.371027336,82.62283432525354,32696488.096332893,743.9681905444027,365.77060573715,1487.9363810888053,1823.625377208184
240.0,14586.705439947824,784716033.7802999,20643.84532906482,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730620.4857398,1.0,32696898.711044997,80.99778214298858,32696501.407512493,729.3352719973913,358.5762705685359,1458.6705439947825,1787.7570054970136
241.0,14299.803240249701,784716346.9651155,20237.80730594527,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730646.7683558,1.0,32696903.946028512,79.40469109852648,32696514.456879813,714.9901620124851,351.5234410796981,1429.9803240249703,1752.5941126948603
242.0,14018.543998173505,784716653.990022,19839.75546429475,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730672.5340201,1.0,32696909.078043893,77.84293261960815,32696527.249584246,700.9271999086753,344.60933397370957,1401.8543998173507,1718.1228232079254
243.0,13742.816726725445,784716954.9761739,19449.532729252674,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730697.7929006,1.0,32696914.109116443,76.31189049504296,32696539.79067391,687.1408363362723,337.8312206992402,1374.2816726725446,1684.3295343532816
244.0,13472.51262174966,784717250.0423435,19066.985115363266,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730722.5549653,1.0,32696919.041231703,74.81096063163079,32696552.085097644,673.625631087483,331.18642637373904,1347.251262174966,1651.2009109904589
245.0,13207.525019000723,784717539.3049668,18691.96166580506,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730746.8299859,1.0,32696923.876336075,73.33955081586657,32696564.13770695,660.3762509500361,324.67232872779397,1320.7525019000723,1618.7238802587183
246.0,12947.749352060178,784717822.87819,18324.31439281668,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730770.6275421,1.0,32696928.616337735,71.89708048033293,32696575.95325792,647.387467603009,318.28635707025774,1294.774935206018,1586.8856264179244
247.0,12693.083111080534,784718100.8739142,17963.898219295254,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730793.9570253,1.0,32696933.26310734,70.4829804746883,32696587.536413092,634.6541555540267,312.02599127372696,1269.3083111080534,1555.673585790969
248.0,12443.425802340445,784718373.4018396,17610.570921544346,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730816.827642,1.0,32696937.818478648,69.09669284116008,32696598.891743317,622.1712901170223,305.88876077997594,1244.3425802340446,1525.0754418057402
249.0,12198.678908595142,784718640.5695088,17264.193073148628,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730839.2484174,1.0,32696942.284249496,67.7376705944536,32696610.023729533,609.9339454297572,299.87224362495573,1219.8678908595143,1495.079120134671
250.0,11958.745850206493,784718902.4823494,16924.627989953136,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730861.2281996,1.0,32696946.662182227,66.40537750599037,32696620.936764557,597.9372925103247,293.9740654829664,1195.8745850206494,1465.6727839299415
251.0,11723.531947037354,784719159.2437155,16591.741676125217,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730882.7756625,1.0,32696950.954004567,65.09928789238948,32696631.635154814,586.1765973518677,288.1918987296337,1172.3531947037354,1436.8448291524437
252.0,11492.944381095203,784719410.9549284,16265.402771277897,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730903.8993095,1.0,32696955.161410224,63.81888640810926,32696642.123122014,574.6472190547602,282.5234615233148,1149.2944381095203,1408.5838799926657
253.0,11266.892159910323,784719657.7153164,15945.482498633672,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730924.6074764,1.0,32696959.286059745,62.56366784216691,32696652.404804848,563.3446079955162,276.9665169045741,1126.6892159910324,1380.8787843816758
254.0,11045.286080634101,784719899.6222547,15631.854614208218,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730944.9083353,1.0,32696963.329580773,61.33313691885576,32696662.48426061,552.2643040317051,271.51887191336726,1104.5286080634103,1353.7186095904317
255.0,10828.038694843284,784720136.7712029,15324.395356993928,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730964.8098978,1.0,32696967.293569095,60.126808102381304,32696672.36546679,541.4019347421643,266.17837672359667,1082.8038694843285,1327.092637915674
256.0,10615.06427403632,784720369.2557431,15022.983400123554,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784730984.3200172,1.0,32696971.179589123,58.944205405339275,32696682.05232263,530.753213701816,260.9429237946854,1061.506427403632,1300.9903624506996
257.0,10406.278775808174,784720597.1676173,14727.499802994635,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731003.4463931,1.0,32696974.9891744,57.78486220095958,32696691.54865072,520.3139387904088,255.81044703983932,1040.6278775808175,1275.4014829393352
258.0,10201.599810690297,784720820.5967625,14437.827964335791,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731022.1965733,1.0,32696978.72382837,56.64832103904233,32696700.858198438,510.0799905345149,250.77892101067246,1020.1599810690298,1250.3159017114795
259.0,10000.946609642646,784721039.6313474,14153.853576196318,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731040.577957,1.0,32696982.385024898,55.53413346551319,32696709.984639473,500.04733048213234,245.84636009786746,1000.0946609642647,1225.7237196986011
260.0,9804.239992184965,784721254.3578062,13875.464578840896,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731058.5977983,1.0,32696985.974208817,54.441859845526686,32696718.931575257,490.21199960924827,241.01081774756017,980.4239992184965,1201.6152325276216
261.0,9611.402335154744,784721464.8608732,13602.551116531591,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731076.2632084,1.0,32696989.492796548,53.371069190047876,32696727.70253638,480.5701167577372,236.270385693138,961.1402335154744,1177.9809266916357
262.0,9422.35754207954,784721671.2236162,13335.005494179662,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731093.5811583,1.0,32696992.94217674,52.321338985843845,32696736.30098401,471.11787710397704,231.62319320214874,942.2357542079541,1154.8114757959588
