Time,Ca,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,rrs,ccs,qqs,thetar,VCa,sigmar,sigmac,thetac,pwrc,pwrq,gCa,gKCa,gKAHP,tauRs,aq,ac,tauq,tauCa,uuCa,tauKc,mKCa,ICa,IAHP,IKC,compartment_0000001,reaction_0000001
4.78,0.0005706799903912323,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025460938557582788,-0.003206006318651986,0.0001925527554587191,0.14717234224767914,0.031454766724660264,0.018301363710930923,0.00013050377965606269,0.290780438979564,0.001418922431644351,0.19287448892095407,0.034687074117937096,0.9661503599969087,-67.83193356932966,0.00770300746381873,0.003680840201984419,1.4031677251685278e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.51042860463642e-05,-0.0008916205172396758,1.555275767245425e-14,7.760234901244878e-05,1.0,-3.49822556269288e-05
4.79,0.0005703303696652639,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025517074197120262,-0.0032137508212150374,0.00019318968570545224,0.14729884136540328,0.031470335509008115,0.018315402351583594,0.00013082693090458265,0.29085695867224026,0.0014191497052197647,0.19282340937317877,0.03471281877336133,0.9661140309804219,-67.82451323263692,0.007708975773701018,0.003684817372287479,1.4046078432933003e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.504602700492447e-05,-0.0008929674339662635,1.557393132114249e-14,7.766459780646056e-05,1.0,-3.4941892557665354e-05
4.8,0.0005699811524802702,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025573297579141452,-0.003221509320774779,0.0001938282971098825,0.14742527103812678,0.031485914303161215,0.018329443067707195,0.0001311506862443644,0.29093344399420934,0.0014193775648723656,0.19277227927001991,0.03473856619059892,0.9660776852955466,-67.81709737958799,0.007714945495443511,0.0036887982822271757,1.4060443282019206e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.498783520074848e-05,-0.0008943156605887802,1.5595072206242914e-14,7.772688618422077e-05,1.0,-3.4901547431056056e-05
4.8100000000000005,0.0005696323386568525,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02562960876993657,-0.0032292818324644182,0.00019446859277049843,0.14755163113832614,0.031501503132722666,0.018343485855079108,0.0001314750463696275,0.29100989496117047,0.0014196060110602188,0.19272109877647406,0.0347643163592236,0.9660413229706969,-67.8096860063335,0.007720916622593179,0.0036927829236589296,1.4074771907366737e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.492971060396553e-05,-0.0008956651962850229,1.5616180400685218e-14,7.778921400558598e-05,1.0,-3.486122024152304e-05
4.82,0.0005692839280156683,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025686007835772014,-0.003237068371421331,0.00019511057578901913,0.14767792153889275,0.03151710202329541,0.018357530709487303,0.00013180001197483693,0.29108631158886566,0.0014198350442413323,0.19266986805718903,0.0347900692688579,0.9660049440341201,-67.80227910902417,0.007726889148744178,0.0036967712884718976,1.4089064417068134e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.487165318471432e-05,-0.000897016040239495,1.5637255977252876e-14,7.785158113154968e-05,1.0,-3.482091098342569e-05
4.83,0.0005689359203774316,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02574249484289087,-0.003244868952787113,0.00019575424927039043,0.14780414211313317,0.0315327110004823,0.01837157762673044,0.0001321255837547053,0.29116269389307997,0.0014200646648736559,0.19261858727646458,0.034815824909172635,0.965968548513898,-67.79487668381088,0.00773286306753743,0.003700763368588817,1.410332091888664e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.481366291314296e-05,-0.0008983681916433462,1.5658299008583374e-14,7.791398742423837e-05,1.0,-3.478061965106128e-05
4.84,0.0005685883155629139,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025799069857512836,-0.0032526835917076036,0.00019639961632278048,0.14793029273476838,0.031548330089886,0.018385626602617805,0.00013245176240419371,0.29123904188964095,0.0014202948734150817,0.1925672565982531,0.03484158326988643,0.9659321364379492,-67.78747872684464,0.007738838372660201,0.0037047591559658507,1.4117541520257223e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.475573975940901e-05,-0.0008997216496943133,1.5679309567168383e-14,7.797643274690713e-05,1.0,-3.474034623866563e-05
4.8500000000000005,0.0005682411133929445,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025855732945834382,-0.003260512303332871,0.00019704668005757558,0.14805637327793375,0.031563959317109036,0.01839967763296933,0.00013277854861851128,0.2913153555944188,0.0014205256703234443,0.19251587618616017,0.03486734434076526,0.9658957078340302,-67.7800852342766,0.007744815057845688,0.0037087586425924284,1.4131726328287591e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.469788369367975e-05,-0.0009010764135966602,1.570028772535398e-14,7.803891696393558e-05,1.0,-3.470009074041374e-05
4.86,0.0005678943136884114,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025912484174028947,-0.0032683551028172475,0.00019769544358937686,0.14818238361717898,0.03157959870775373,0.018413730713615597,0.00013310594309311644,0.2913916350233262,0.0014207570560565202,0.19246444620344524,0.03489310811162201,0.9658592627297377,-67.77269620225808,0.007750793116872605,0.003712761820491094,1.4145875449759205e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.464009468613202e-05,-0.0009024324825611186,1.5721233555340852e-14,7.810143994082363e-05,1.0,-3.4659853150420456e-05
4.87,0.0005675479162702617,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.025969323608247424,-0.003276212005319401,0.00019834591003599627,0.1483083236274685,0.03159524828742232,0.01842778584039793,0.00013343394652372002,0.2914678801923187,0.0014209890310720287,0.19241296681302222,0.03491887457231602,0.9658228011525094,-67.7653116269405,0.007756772543564782,0.0037167686817173523,1.4159988991128285e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.458237270695265e-05,-0.0009037898558048314,1.5742147129184527e-14,7.816400154418777e-05,1.0,-3.4619633462741045e-05
4.88,0.0005672019209595022,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02602625131461784,-0.00328408302600227,0.00019899808251845258,0.14843419318417952,0.03161090808171679,0.018441843009168284,0.0001337625596062825,0.2915440911173934,0.0014212215958276308,0.1923614381774602,0.03494464371275263,0.9657863231296265,-67.75793150447551,0.00776275333179076,0.003720779218359514,1.417406705852682e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.452471772633827e-05,-0.0009051485325512947,1.5763028518795546e-14,7.822660164175659e-05,1.0,-3.4579431671371834e-05
4.89,0.0005668563275772001,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02608326735924597,-0.0032919681800331647,0.00019965196416096818,0.14855999216310423,0.031626578116239,0.018455902215789355,0.00013409178303701812,0.2916202678145904,0.0014214547507809298,0.19230986045898402,0.03497041552288279,0.9657498286882148,-67.75055583101485,0.0077687354754633915,0.0037247934225385446,1.418810975776357e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.446712971449556e-05,-0.0009065085120303009,1.5783877795939697e-14,7.828924010236693e-05,1.0,-3.4539247770250845e-05
4.9,0.0005665111359444834,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02614037180821532,-0.003299867482583737,0.00020030755809096528,0.14868572044044753,0.03164225841659059,0.018469963456134546,0.00013442161751239375,0.29169641029999155,0.0014216884963894714,0.19225823381947485,0.03499618999270259,0.9657133178552464,-67.74318460271047,0.007774718968539449,0.003728811286407913,1.4202117194325064e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.44096086416413e-05,-0.0009078697934778812,1.5804695032238224e-14,7.835191679595976e-05,1.0,-3.4499081753258375e-05
4.91,0.0005661663458825418,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026197564727587153,-0.0033077809488300273,0.00020096486743906197,0.1488113778928278,0.031657949008372994,0.018484026726087944,0.00013475206372913072,0.2917725185897207,0.001421922833110743,0.19220655842047102,0.03502196711225287,0.9656767906575413,-67.73581781571448,0.007780703805019231,0.0037328328021534398,1.42160894733766e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.435215447800247e-05,-0.0009092323761362515,1.5825480299168007e-14,7.84146315935762e-05,1.0,-3.445893361421762e-05
4.92,0.0005658219572126268,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026254846183400925,-0.003315708593952472,0.0002016238953390698,0.1489369643972766,0.031673649917187484,0.018498092021544385,0.0001350831223842052,0.2918485926999438,0.001422157761402175,0.1921548344231684,0.03504774687161881,0.9656402471217689,-67.72845546617917,0.0077866899789461805,0.003736857961993149,1.4230026699763231e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.429476719381636e-05,-0.0009105962592537562,1.584623366806181e-14,7.847738436735346e-05,1.0,-3.441880334689527e-05
4.93,0.0005654779697560525,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02631221624167469,-0.0033236504331359685,0.00020228464492799006,0.14906247983123894,0.031689361168635126,0.018512159338409523,0.00013541479417485087,0.29192463264686874,0.0014223932817211396,0.19210306198842125,0.035073529260929534,0.9656036872744496,-67.72109755025697,0.007792677484406498,0.003740886758177118,1.4243928978010777e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.423744675933067e-05,-0.0009119614420848131,1.58669552101085e-14,7.854017499052114e-05,1.0,-3.4378690945002055e-05
4.94,0.0005651343833341964,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02636967496840462,-0.0033316064815698343,0.00020294711934601021,0.1491879240725719,0.031705082788316734,0.018526228672599676,0.0001357470797985571,0.292000638446745,0.0014226293945249506,0.19205124127674264,0.035099314270357715,0.965567111141956,-67.71374406410054,0.007798666315528765,0.00374491918298733,1.4257796412326792e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.418019314480355e-05,-0.0009133279238898607,1.58876449963532e-14,7.86030033373968e-05,1.0,-3.433859640219343e-05
4.95,0.0005647911977684996,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.0264272224295657,-0.00333957675444787,0.00020361132173650075,0.14931329699954551,0.03172081480183296,0.01854030002004196,0.00013607997995307184,0.2920766101158639,0.001422866100270865,0.1919993724483053,0.035125101890119165,0.9655305187505152,-67.7063950038627,0.007804656466483567,0.003748955228737524,1.4271629106601556e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.412300632050372e-05,-0.0009146957039353022,1.590830309769755e-14,7.866586928338236e-05,1.0,-3.4298519712070027e-05
4.96,0.0005644484128804676,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02648485869111177,-0.003347561266968371,0.00020427725524601245,0.14943859849084198,0.03173655723478418,0.018554373376674267,0.0001364134953364017,0.2921525476705581,0.0014231033994160814,0.19194745566294213,0.03515089211047249,0.9654939101262092,-67.69905036569646,0.007810647931483129,0.0037529948877730525,1.4285427164409062e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.406588625671064e-05,-0.0009160647814934549,1.5928929584899904e-14,7.872877270496008e-05,1.0,-3.425846086817835e-05
4.97,0.0005641060284916704,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026542583818975753,-0.003355560034334169,0.00020494492302427323,0.14956382842555585,0.031752310112770576,0.018568448738445285,0.00013674762664681408,0.29222845112720197,0.0014233412924177407,0.19189549108014678,0.03517668492171869,0.9654572852949772,-67.69171014575505,0.007816640704780938,0.003757038152470732,1.4299190689007992e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.400883292371444e-05,-0.0009174351558424959,1.594952452857554e-14,7.879171347968869e-05,1.0,-3.4218419864011224e-05
4.98,0.0005637640444237435,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026600397879069856,-0.003363573071752639,0.00020561432822418537,0.14968898668319355,0.031768073461392106,0.018582526101314507,0.00013708237458283712,0.2923043205022113,0.0014235797797329263,0.19184347885907435,0.03520248031420082,0.9654206442826165,-67.68437434019187,0.007822634780671389,0.0037610850152386996,1.4312919783342697e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.395184629181616e-05,-0.0009188068262664107,1.597008799919689e-14,7.885469148619946e-05,1.0,-3.417839669300847e-05
4.99,0.0005634224604983883,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02665830093728566,-0.00337160039443572,0.00020628547400182188,0.1498140731436735,0.031783847306248475,0.018596605461252223,0.0001374177398432608,0.2923801558120431,0.0014238188618186636,0.19179141915854206,0.0352282782783036,0.9653839871147843,-67.67704294516051,0.007828630153489417,0.0037651354685162663,1.4326614550044164e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.389492633132772e-05,-0.0009201797920549411,1.5990620067093726e-14,7.89177066041923e-05,1.0,-3.413839134855738e-05
5.0,0.0005630812765373726,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026716293059494373,-0.0033796420175999423,0.0002069583635164245,0.14993908768732495,0.03179963167293913,0.01861068681423954,0.00013775372312713785,0.2924559570731954,0.0014240585391319203,0.19173931213702974,0.035254078804453075,0.9653473138169989,-67.66971595681481,0.007834626817610145,0.0037691895047737775,1.4340275091430998e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.383807301257215e-05,-0.0009215540525035345,1.601112080245338e-14,7.898075871443208e-05,1.0,-3.409840382399332e-05
5.01,0.0005627404923625312,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026774374311547056,-0.00338769795646646,0.00020763299993040092,0.15006403019488937,0.031815426587063295,0.01862477015626841,0.00013809032513378527,0.29253172430220775,0.001424298812129606,0.1916871579526806,0.03527988188311629,0.965310624414641,-67.6623933713088,0.007840624767448534,0.0037732471165124663,1.4353901509510378e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.37812863058835e-05,-0.0009229296069132941,1.6031590275320988e-14,7.904384769874451e-05,1.0,-3.405843411260023e-05
5.0200000000000005,0.000562400107795766,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026832544759274702,-0.003395768226261055,0.00020830938640932172,0.15018890054751838,0.03183123207421992,0.0186388554833416,0.00013842754656278445,0.29260745751566025,0.0014245396812685733,0.19163495676330172,0.03530568750480091,0.9652739189329553,-67.65507518479671,0.007846623997459027,0.003777308296264314,1.4367493905979034e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.372456618160706e-05,-0.0009243064545909278,1.6052028555599645e-14,7.910697344001261e-05,1.0,-3.401848220761119e-05
5.03,0.0005620601226590471,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026890804468488627,-0.003403852842214196,0.00020898752612191778,0.1503136986267753,0.03184704816000771,0.018652942791472754,0.00013876538811398353,0.29268315673017437,0.0014247811470056166,0.1915827087263648,0.03533149566005491,0.9652371973970518,-67.64776139343303,0.007852624502135207,0.0037813730365919064,1.4381052382224195e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.366791261009938e-05,-0.0009256845948486982,1.607243571305068e-14,7.917013582217275e-05,1.0,-3.397854810220895e-05
5.04,0.0005617205367744128,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.026949153504980394,-0.003411951819561035,0.00020966742224007837,0.1504384243146337,0.031862874870025114,0.018667032076686355,0.00013910385048749734,0.29275882196241215,0.0014250232097974729,0.19153041399900664,0.03535730633946625,0.9652004598319069,-67.64045199337242,0.007858626276009455,0.0037854413300882953,1.4394577039324566e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.361132556172836e-05,-0.0009270640270043754,1.6092811817293834e-14,7.923333473021093e-05,1.0,-3.393863178952646e-05
5.05,0.0005613813499639706,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.027007591934522398,-0.0034200651735414433,0.00021034907793884814,0.1505630774934779,0.0318787122298703,0.018681123335017803,0.00013944293438370893,0.2928344532290765,0.0014252658701008212,0.19147807273802994,0.035383119533662535,0.9651637062623651,-67.63314698076981,0.007864629313652609,0.0037895131693768576,1.4408067978051273e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.355480500687337e-05,-0.0009284447503811863,1.6113156937807497e-14,7.929657005015906e-05,1.0,-3.389873326264741e-05
5.0600000000000005,0.0005610425620498971,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02706611982286752,-0.0034281929194000275,0.00021103249639642467,0.15068765804610204,0.03189456026514115,0.018695216562513307,0.00013978264050327002,0.2929100505469108,0.0014255091283722832,0.19142568509990376,0.03540893523331071,0.96512693671314,-67.62584635178034,0.007870633609673631,0.0037935885471111572,1.442152529886882e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.349835091592528e-05,-0.0009298267643077683,1.6133471143928896e-14,7.935984166909107e-05,1.0,-3.3858852514606706e-05
5.07,0.000560704172854439,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02712473723574995,-0.0034363350723861695,0.00021171768079415653,0.15081216585571064,0.031910419001435306,0.018709311755230055,0.00014012296954710296,0.2929856139326993,0.0014257529850684228,0.1913732512407642,0.03543475342911673,0.9650901512088155,-67.61855010255938,0.007876639158719275,0.003797667455974804,1.443494910193604e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.344196325928664e-05,-0.0009312100681181202,1.6153754504854346e-14,7.942314947511944e-05,1.0,-3.381898953839103e-05
5.08,0.0005603661821999133,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.02718344423888469,-0.0034444916477540284,0.00021240463431654102,0.15093660080591775,0.03192628846435009,0.01872340890923604,0.00014046392221640056,0.2930611434032664,0.0014259974406457465,0.19132077131641503,0.0354605741118253,0.9650533497738475,-67.61125822926257,0.007882645955473756,0.003801749888681321,1.4448339487107044e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,9.338564200737157e-05,-0.000932594661151557,1.6174007089639423e-14,7.948649335739119e-05,1.0,-3.37791443269393e-05
