Time,Ca,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,rrs,ccs,qqs,thetar,VCa,sigmar,sigmac,thetac,pwrc,pwrq,gCa,gKCa,gKAHP,tauRs,aq,ac,tauq,tauCa,uuCa,tauKc,mKCa,ICa,IAHP,IKC,compartment_0000001,reaction_0000001
0.3,0.0007704304019611888,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00807723517021058,-0.0009214785707453084,3.882470689077876e-05,0.08614134512195426,0.025102093909813574,0.012300133746549959,3.6374689295903776e-05,0.25289333825685095,0.0013690659503193146,0.2074845986370239,0.02437349668519818,0.9790598247690053,-71.66480299655478,0.005529455765019917,0.0024936547000689274,1.5317291339917277e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012838858124915496,-0.0004688102843594239,1.4042277713827432e-15,5.870137799536406e-05,1.0,-5.457577423034336e-05
0.31,0.0007698848650925957,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008101287682643857,-0.0009244252036520179,3.8907801973122654e-05,0.08628000104477179,0.025115732996386485,0.012312686096061544,3.649383202648102e-05,0.25298602928352565,0.0013690772746048506,0.20747921404468198,0.024383266628414252,0.9790509075365632,-71.65499240820026,0.0055309042176773055,0.002494162190941169,1.5805582165160487e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001282976817748618,-0.0004690319190446154,1.4497676240634187e-15,5.870314869906952e-05,1.0,-5.4531593508984286e-05
0.32,0.0007693397702095225,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00812539421562965,-0.000927379395569548,3.899257868467629e-05,0.08641868410743593,0.02512937082651218,0.012325243208237193,3.661328986904323e-05,0.25307868459992483,0.00136908897744471,0.20747365921796088,0.02439327946749663,0.9790417452491426,-71.645187974989,0.005532393350894814,0.0024946852526194834,1.629247969266825e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001282068559294071,-0.0004692605090533542,1.4952270109011734e-15,5.8705251210043294e-05,1.0,-5.448737723327588e-05
0.33,0.0007687951176643214,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00814955485611168,-0.0009303411598269864,3.9079019470683735e-05,0.08655739402471395,0.025143007424225237,0.012337805076138787,3.6733063406650816e-05,0.25317130419375294,0.0013691010592933148,0.2074679345500903,0.02440353115751013,0.9790323405336988,-71.63538969343634,0.005533922778722322,0.0024952238213108106,1.677798800628822e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012811610377154128,-0.00046949599341700524,1.5406060573184108e-15,5.870768395099555e-05,1.0,-5.4443126040008515e-05
0.34,0.0007682509078030166,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008173769690961803,-0.0009333105097609135,3.916710718886711e-05,0.0866961305115403,0.025156642813568518,0.012350371692827829,3.685315322276216e-05,0.2532638880527911,0.0013691135206052108,0.20746204043363467,0.02441401772261139,0.9790226959865314,-71.62559756005614,0.005535492119019944,0.00249577783353414,1.7262111179379802e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012802542535896046,-0.0004697383119050771,1.5859048888648924e-15,5.871044535148479e-05,1.0,-5.439884055810435e-05
0.35000000000000003,0.0007677071409653828,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00819803880698028,-0.0009362874587153622,3.925682509877393e-05,0.08683489328301769,0.025170277018593108,0.01236294305136546,3.6973559901231986e-05,0.25335643616489684,0.0013691263618350667,0.20745597726049367,0.024424735254865583,0.9790128141736432,-71.61581157136081,0.00553710099342013,0.0024963472261189446,1.774485327481979e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012793482074831934,-0.0004699874050147776,1.6311236312142113e-15,5.871353384789442e-05,1.0,-5.435452140872782e-05
0.36,0.0007671638174850206,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00822236229089597,-0.0009392720200417962,3.934815685150376e-05,0.08697368205441836,0.0251839100633583,0.012375519144812452,3.7094284026310434e-05,0.2534489485180042,0.001369139583437674,0.20744974542190275,0.024435679913091615,0.9790026976310942,-71.60603172386132,0.005538749027290373,0.002496931936203627,1.8226218345008434e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012784428999524402,-0.00047024321396077793,1.6762624101603097e-15,5.8716947883409816e-05,1.0,-5.431016920539381e-05
0.37,0.0007666209376894337,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008246740229366837,-0.000942264207099092,3.9441086479723716e-05,0.08711249654118625,0.025197541971931622,0.012388099966229343,3.721532618264235e-05,0.25354142510012395,0.0013691531858679457,0.20744334530843367,0.02444684792172312,0.9789923488653514,-71.59625801406716,0.005540435849696145,0.002497531901233967,1.8706210431875977e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012775383315434457,-0.00047050568066512026,1.721321351614054e-15,5.872068590799499e-05,1.0,-5.426578455407447e-05
0.38,0.0007660785019001029,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008271172708980007,-0.0009452640332534993,3.953559838795001e-05,0.0872513364589373,0.025211172768388725,0.01240068550867635,3.733668695526566e-05,0.253633865899343,0.0013691671695809163,0.20743677730999502,0.02445823556968307,0.9789817703536375,-71.5864904384864,0.005542161093364018,0.002498147058961567,1.9184833566889533e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001276634502792276,-0.0004707747477472583,1.7663005815998381e-15,5.872474637836911e-05,1.0,-5.422136805330456e-05
0.39,0.0007655365104325606,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008295659816252273,-0.0009482715118786286,3.963167734312045e-05,0.08739020152346154,0.025224802476813444,0.012413275765213503,3.745836692961087e-05,0.25372627090382477,0.0013691815350317402,0.20743004181583277,0.024469839209277172,0.9789709645442746,-71.57672899362561,0.005543924394645164,0.002498777347442311,1.9662091771060258e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012757314142250852,-0.0004710503585142604,1.811200226252235e-15,5.872912775798326e-05,1.0,-5.417692029428514e-05
0.4,0.0007649949635964636,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008320201637630288,-0.0009512866563554192,3.9729308465468594e-05,0.08752909145072461,0.02523843112129774,0.012425870728900638,3.758036669149973e-05,0.25381864010180927,0.0013691962826756917,0.2074231392145308,0.024481655255108942,0.9789599338570227,-71.56697367598994,0.005545725393479292,0.002499422705034831,2.0137989054950765e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012748290663582379,-0.0004713324569511854,1.856020411812669e-15,5.873382851699708e-05,1.0,-5.4132441860985344e-05
0.41000000000000003,0.0007644538616956646,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00834479825949079,-0.0009543094800721039,3.982847721968103e-05,0.0876680059568684,0.02525205872594167,0.012438470392797392,3.770268682714383e-05,0.2539109734816125,0.0013692114129681644,0.20741606989401137,0.024493680183014704,0.9789486806834158,-71.5572244820831,0.005547563733358994,0.0025000830703989867,2.0612529418682878e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012739274596984266,-0.0004716209877116206,1.9007612646261323e-15,5.873884713225542e-05,1.0,-5.4087933330242606e-05
0.42,0.000763913205028283,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008369449768141144,-0.0009573399964242123,3.99291694063143e-05,0.08780694475821364,0.025265685314853414,0.01245107474996337,3.7825327923144684e-05,0.25400327103162745,0.0013692269263646702,0.20740883424153583,0.024505910529015986,0.9789372073870917,-71.5474814084073,0.005549439061294411,0.002500758382494344,2.10857168519457e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012730265947427923,-0.000471915896108368,1.9454229111379384e-15,5.874418208726522e-05,1.0,-5.404339527186117e-05
0.43,0.0007633729938867755,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008394156249819287,-0.0009603782188145118,4.0031371153460766e-05,0.08794590757126018,0.025279310912149196,0.012463683793458014,3.7948290566491356e-05,0.254095532740323,0.0013692428233208387,0.20740143264370503,0.02451834288828878,0.9789255163041204,-71.53774445146331,0.0055513510277782185,0.0025014485805786688,2.1557555334004008e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012721264719790397,-0.0004722171281042748,1.990005477890511e-15,5.874983187217208e-05,1.0,-5.3998828248709214e-05
0.44,0.0007628332285580037,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008418917790694268,-0.000963424160653002,4.0135068908661974e-05,0.08808489411268874,0.025292935541953283,0.01247629751634076,3.80715753445602e-05,0.2541877585962444,0.0013692591042924166,0.20739386548645988,0.024530973914150406,0.9789136097433273,-71.52801360775048,0.005553299286750966,0.002502153604206422,2.20280488337069e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012712270918855504,-0.000472524630303212,2.034509091520209e-15,5.8755794983736924e-05,1.0,-5.3954232816814315e-05
0.45,0.000762293909323303,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008443734476866405,-0.0009664778353568799,4.024024943106449e-05,0.08822390409936251,0.025306559228397977,0.012488915911671025,3.8195182845113436e-05,0.2542799485880132,0.001369275769735267,0.20738613315508195,0.024543800317064202,0.9789014899866132,-71.51828887376668,0.005555283495566778,0.002502873393227267,2.2497201309496737e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012703284549314992,-0.0004728383499412008,2.0789338787541837e-15,5.8762069925312845e-05,1.0,-5.390960952545745e-05
0.46,0.0007617550364585495,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008468606394367584,-0.000969539256350523,4.0346899783808215e-05,0.0883629372483283,0.02532018199562359,0.012501538972508237,3.8319113656298494e-05,0.2543721027043274,0.0013692928201053686,0.20737823603419397,0.02455681886366145,0.9788891592892702,-71.50857024600832,0.005557303314959396,0.002503607887784581,2.2965016709418362e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012694305615769633,-0.0004731582348776816,2.1232799664072743e-15,5.876865520682181e-05,1.0,-5.386495891726546e-05
0.47000000000000003,0.0007612166102342259,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008493533629161653,-0.0009726084370654662,4.0455007326637565e-05,0.08850199327681839,0.02533380386777844,0.012514166691911945,3.8443368366647e-05,0.2544642209339613,0.0013693102558588156,0.20737017450776044,0.024570026375779885,0.9788766198802938,-71.49885772097035,0.005559358409008559,0.002504357028313977,2.3431498971128605e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012685334122730332,-0.00047348423358692116,2.1675474813789363e-15,5.8775549344731467e-05,1.0,-5.382028152830201e-05
0.48,0.0007606786309154865,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008518516267144385,-0.0009756853909403559,4.0564559708727e-05,0.08864107190225087,0.025347424869018753,0.0125267990629417,3.856794756507293e-05,0.25455630326576517,0.001369328077451816,0.2073619489590881,0.02458341972951844,0.978863873962692,-71.4891512951463,0.0055614484451067155,0.002505120755541832,2.389665202190605e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012676370074619217,-0.00047381629514955904,2.211736550650196e-15,5.878275086203171e-05,1.0,-5.377557788815722e-05
0.49,0.0007601410987622218,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008543554394144092,-0.0009787701314209456,4.0675544861715986e-05,0.08878017284223201,0.025361045023508746,0.01253943607865726,3.869285184087244e-05,0.25464834968866557,0.001369346285340692,0.20735355977082665,0.024596995854308155,0.9788509237137895,-71.47945096502822,0.005563573093926059,0.002505899010483819,2.4360479778661074e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012667413475770707,-0.00047415436924428496,2.2558473012806544e-15,5.8790258288211705e-05,1.0,-5.373084852003575e-05
0.5,0.0007596040140291218,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008568648095921661,-0.0009818626719600644,4.0787950992946515e-05,0.08891929581455725,0.025374664355420535,0.012552077732118517,3.8818081783722535e-05,0.25474036019166535,0.001369364879981879,0.2073450073249691,0.02461075173199907,0.9788377712855301,-71.46975672710671,0.005565732029385901,0.0025066917344434545,2.4822986147946134e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012658464330432556,-0.0004744984061396518,2.2998798604055106e-15,5.8798070159236556e-05,1.0,-5.368609394084362e-05
0.51,0.0007590673769657386,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008593797458170925,-0.0009849630260175895,4.090176657889642e-05,0.08905844053721261,0.025388282888934143,0.01256472401638558,3.894363798367997e-05,0.2548323347638436,0.001369383861831924,0.2073362920028525,0.02462468439596278,0.978824418804774,-71.46006857787093,0.005567924928620367,0.002507498869010645,2.5284175025966322e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012649522642766924,-0.00047484835668601736,2.343834355232621e-15,5.880618501752422e-05,1.0,-5.364131466127356e-05
0.52,0.000758531187816548,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008619002566518822,-0.00098807120706042,4.101698035880148e-05,0.08919760672837573,0.025401900648237465,0.01257737492451877,3.906952103118012e-05,0.2549242733943552,0.0013694032313474867,0.20732741418515846,0.024638790930210295,0.9788108683735924,-71.45038651380857,0.005570151471946416,0.002508320356060246,2.5744050298590152e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001264058841685138,-0.0004752041723076148,2.3877109130395924e-15,5.8814601411922226e-05,1.0,-5.359651118588908e-05
0.53,0.0007579954468210108,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008644263506525815,-0.0009911872285624569,4.113358132846035e-05,0.0893367941064178,0.025415517657526268,0.012590030449578729,3.919573151703626e-05,0.25501617607243143,0.0013694229889853373,0.20731837425191368,0.024653068468524934,0.9787971220695585,-71.44071053140587,0.005572411342832172,0.002509156137750625,2.6202615841360615e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012631661656679923,-0.00047556580499474735,2.4315096611709086e-15,5.882331789768469e-05,1.0,-5.35516840132072e-05
0.54,0.000757460154213632,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00866958036368594,-0.000994311104004573,4.1251558734216305e-05,0.08947600238990447,0.025429133941004125,0.012602690584626368,3.932227003243821e-05,0.2551080427873796,0.0013694431352023566,0.20730917258249057,0.02466751419361008,0.9787831819460348,-71.43104062714764,0.005574704227865579,0.0025100061565222352,2.6659875519506456e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001262274236616399,-0.00047593320729610704,2.4752307270350833e-15,5.883233303644903e-05,1.0,-5.350683363577985e-05
0.55,0.0007569253102240211,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.00869495322342721,-0.0009974428468745916,4.137090206711059e-05,0.08961523129759733,0.025442749522882446,0.012615355322722963,3.9449137168951485e-05,0.255199873528583,0.001369463670455535,0.2072998095556078,0.024682125336251505,0.9787690500324577,-71.42137679751721,0.005577029816723358,0.0025108703550961926,2.7115833187953688e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012613830549133433,-0.00047630633231121426,2.5188742381018463e-15,5.884164539621306e-05,1.0,-5.34619605402741e-05
0.56,0.0007563909150769498,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008720382171111762,-0.0010005824706672565,4.1491601057201236e-05,0.08975448054845529,0.025456364427380435,0.01262802465693015,3.9576333518516144e-05,0.255291668285501,0.0013694845952019724,0.2072902855493309,0.02469689917449402,0.9787547283346181,-71.41171903899648,0.0055793878021402855,0.002511748676472864,2.7570492691337345e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012604926209337504,-0.00047668513368297676,2.5624403218993635e-15,5.885125355131183e-05,1.0,-5.341706520755099e-05
0.5700000000000001,0.0007558569689924096,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008745867292036205,-0.001003729988884211,4.1613645668042526e-05,0.08989374986163588,0.025469978678725056,0.012640698580310016,3.970385967344581e-05,0.255383427047669,0.0013695059098988765,0.2072806009410728,0.024711833032832232,0.9787402188349387,-71.40206734806588,0.005581777879878766,0.002512641063930458,2.8023857864013454e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012596029350445798,-0.0004770695655903647,2.6059291060114825e-15,5.886115608239453e-05,1.0,-5.3372148112743244e-05
0.58,0.0007553234721856694,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008771408671431738,-0.0010068854150339704,4.1737026091319355e-05,0.09003303895649668,0.02548359230115103,0.01265337708592506,3.98317162264266e-05,0.2554751498046984,0.0013695276150035634,0.20727075610759446,0.024726924281415093,0.9787255234927489,-71.39242172120441,0.005584199748698715,0.0025135474610236274,2.847593253007123e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012587139976049223,-0.00047745958274120133,2.6493407180750106e-15,5.887135157640164e-05,1.0,-5.3327209725331787e-05
0.59,0.0007547904248673311,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008797006394464497,-0.0010100487626319024,4.186173274163206e-05,0.09017234755259623,0.0254972053189008,0.012666060166838302,3.9959903770516285e-05,0.2555668365462763,0.001369549710973456,0.2072607514250054,0.02474217033526408,0.9787106442445554,-71.38278215488961,0.005586653110327738,0.0025144678115820752,2.89267205033455e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001257825808966092,-0.00047785514036506604,2.6926752857770223e-15,5.88818386265418e-05,1.0,-5.328225050922096e-05
0.6,0.000754257827243385,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.008822660546235754,-0.0010132200452001962,4.198775625142662e-05,0.09031167536969624,0.025510817756224533,0.01267874781611328,4.008842289914305e-05,0.2556584872621663,0.0013695721982660833,0.20725058726876433,0.024757568653504744,0.9786955830043104,-71.37314864559755,0.0055891376694316075,0.00251540205970917,2.937622558742933e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00012569383694717188,-0.00047825619420630803,2.7359329368521994e-15,5.8892615832269e-05,1.0,-5.323727092281269e-05
