A_3_task1,B_1_task1,P_2_task1,T_4_task1,_1_task1
149777024.99171406,90000.08774965777,999910.4018718294,0.0,0.00975
149776803.45258614,90000.08783965708,999910.3099808018,0.0,0.009760000000000001
149776581.92778966,90000.08792965638,999910.2180897833,0.0,0.009770000000000001
149776360.41732365,90000.08801965568,999910.1261987741,0.0,0.00978
149776138.9211871,90000.08810965497,999910.034307774,0.0,0.00979
149775917.43937904,90000.08819965426,999909.9424167832,0.0,0.009800000000000001
149775695.97189847,90000.08828965355,999909.8505258015,0.0,0.009810000000000001
149775474.5187444,90000.08837965284,999909.7586348291,0.0,0.00982
149775253.07991585,90000.08846965212,999909.6667438658,0.0,0.00983
149775031.65541184,90000.08855965141,999909.5748529118,0.0,0.009840000000000002
149774810.2452314,90000.0886496507,999909.4829619669,0.0,0.009850000000000001
149774588.8493735,90000.08873964999,999909.3910710312,0.0,0.00986
149774367.46783718,90000.08882964928,999909.2991801047,0.0,0.00987
149774146.10062146,90000.08891964857,999909.2072891875,0.0,0.009880000000000002
149773924.74772534,90000.08900964785,999909.1153982794,0.0,0.009890000000000001
149773703.40914783,90000.08909964714,999909.0235073805,0.0,0.0099
149773482.08488798,90000.08918964643,999908.9316164908,0.0,0.00991
149773260.77494478,90000.08927964572,999908.8397256103,0.0,0.00992
149773039.47931725,90000.08936964501,999908.747834739,0.0,0.009930000000000001
149772818.1980044,90000.0894596443,999908.655943877,0.0,0.009940000000000001
149772596.93100524,90000.08954964358,999908.564053024,0.0,0.00995
149772375.67831877,90000.08963964287,999908.4721621803,0.0,0.00996
149772154.43994403,90000.08972964216,999908.3802713458,0.0,0.009970000000000001
149771933.21588004,90000.08981964145,999908.2883805205,0.0,0.009980000000000001
149771712.00612578,90000.08990964074,999908.1964897044,0.0,0.00999
149771490.8106803,90000.08999964001,999908.1045988975,0.0,0.01
