A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,Time
1.6639788335347454e-11,5.85058689745117e-09,5.001265325316495e-07,3.3162966998220324e-07,1.2435913811443257e-07,1.1665822114917558e-08,2.313352737265585e-11,1.735014550779812e-08,3.2531522752893577e-06,8.743952449562675e-11,6.55795276764096e-08,1.2295937900071873e-05,4.84
1.663212563705736e-11,5.847892680884315e-09,4.998962231689846e-07,3.3147695290350845e-07,1.2430187015385208e-07,1.1660449968174609e-08,2.3176958338544186e-11,1.7382718732224484e-08,3.2592597548727364e-06,8.739926418163221e-11,6.554933249860887e-08,1.2290276407699166e-05,4.8500000000000005
1.662446658142598e-11,5.845199745081896e-09,4.996660232897386e-07,3.31324308422765e-07,1.2424462941705458e-07,1.1655080375218383e-08,2.32203686584172e-11,1.7415276472139347e-08,3.2653643311102066e-06,8.73590230064029e-11,6.551915167485464e-08,1.2284617606660991e-05,4.86
1.6616811166721678e-11,5.842508089435069e-09,4.994359328418657e-07,3.311717365054616e-07,1.241874158910986e-07,1.1649713334834872e-08,2.3263758342089486e-11,1.7447818734903665e-08,3.2714660053819485e-06,8.731880096084073e-11,6.548898519832332e-08,1.2278961495677955e-05,4.87
1.660915939121366e-11,5.839817713335279e-09,4.992059517733449e-07,3.3101923711710336e-07,1.2413022956304876e-07,1.1644348845810642e-08,2.3307127399370995e-11,1.7480345527874896e-08,3.2775647790674852e-06,8.72785980358519e-11,6.545883306219463e-08,1.2273308073471272e-05,4.88
1.6601511253171925e-11,5.837128616174262e-09,4.989760800321801e-07,3.308668102232118e-07,1.2407307041997587e-07,1.1638986906932842e-08,2.3350475840067015e-11,1.7512856858406998e-08,3.2836606535456843e-06,8.723841422234699e-11,6.542869525965149e-08,1.2267657338762764e-05,4.89
1.6593866750867324e-11,5.8344407973440416e-09,4.987463175663998e-07,3.3071445578932474e-07,1.240159384489568e-07,1.1633627516989197e-08,2.339380367397817e-11,1.7545352733850452e-08,3.2897536301947587e-06,8.719824951124085e-11,6.539857178388006e-08,1.2262009290274857e-05,4.9
1.6586225882571515e-11,5.83175425623693e-09,4.985166643240569e-07,3.305621737809967e-07,1.2395883363707466e-07,1.1628270674768004e-08,2.3437110910900403e-11,1.7577833161552205e-08,3.2958437103922637e-06,8.715810389345265e-11,6.536846262806972e-08,1.2256363926730591e-05,4.91
1.6578588646556968e-11,5.8290689922455285e-09,4.982871202532293e-07,3.304099641637981e-07,1.2390175597141865e-07,1.1622916379058135e-08,2.3480397560625023e-11,1.761029814885575e-08,3.301930895515102e-06,8.711797735990592e-11,6.533836778541313e-08,1.2250721246853609e-05,4.92
1.6570955041096998e-11,5.826385004762728e-09,4.980576853020197e-07,3.302578269033161e-07,1.2384470543908414e-07,1.161756462864905e-08,2.352366363293868e-11,1.7642747703101062e-08,3.308015186939521e-06,8.707786990152849e-11,6.530828724910618e-08,1.2245081249368162e-05,4.93
1.6563325064465726e-11,5.823702293181709e-09,4.978283594185553e-07,3.301057619651541e-07,1.237876820271726e-07,1.1612215422330767e-08,2.3566909137623375e-11,1.767518183162465e-08,3.314096586041115e-06,8.703778150925249e-11,6.527822101234797e-08,1.2239443932999105e-05,4.94
1.655569871493809e-11,5.821020856895937e-09,4.975991425509879e-07,3.299537693149318e-07,1.2373068572279164e-07,1.160686875889389e-08,2.3610134084456442e-11,1.7707600541759514e-08,3.320175094194821e-06,8.699771217401432e-11,6.524816906834085e-08,1.2233809296471902e-05,4.95
1.6548075990789862e-11,5.81834069529917e-09,4.97370034647494e-07,3.2980184891828523e-07,1.2367371651305503e-07,1.1601524637129598e-08,2.3653338483210588e-11,1.774000384083518e-08,3.3262507127749265e-06,8.695766188675478e-11,6.521813141029039e-08,1.2228177338512622e-05,4.96
1.6540456890297618e-11,5.815661807785451e-09,4.971410356562748e-07,3.2965000074086694e-07,1.2361677438508258e-07,1.1596183055829638e-08,2.369652234365387e-11,1.777239173617769e-08,3.3323234431550632e-06,8.691763063841891e-11,6.518810803140538e-08,1.222254805784794e-05,4.97
1.6532841411738764e-11,5.812984193749111e-09,4.969121455255562e-07,3.2949822474834556e-07,1.2355985932600037e-07,1.1590844013786339e-08,2.3739685675549685e-11,1.7804764235109602e-08,3.338393286708211e-06,8.687761841995608e-11,6.51580989248979e-08,1.2216921453205135e-05,4.98
1.652522955339153e-11,5.8103078525847724e-09,4.966833642035883e-07,3.2934652090640635e-07,1.2350297132294043e-07,1.15855075097926e-08,2.3782828488656806e-11,1.7837121344949984e-08,3.3444602448066957e-06,8.683762522231995e-11,6.512810408398318e-08,1.2211297523312093e-05,4.99
1.6517621313534945e-11,5.807632783687343e-09,4.964546916386463e-07,3.2919488918075053e-07,1.234461103630411e-07,1.1580173542641896e-08,2.382595079272936e-11,1.7869463073014437e-08,3.3505243188221923e-06,8.679765103646849e-11,6.509812350187971e-08,1.2205676266897302e-05,5.0
1.6510016690448862e-11,5.804958986452017e-09,4.962261277790298e-07,3.290433295370958e-07,1.2338927643344663e-07,1.157484211112827e-08,2.3869052597516846e-11,1.7901789426615085e-08,3.356585510125723e-06,8.675769585336394e-11,6.506815717180922e-08,1.2200057682689857e-05,5.01
1.6502415682413972e-11,5.802286460274277e-09,4.959976725730627e-07,3.288918419411762e-07,1.2333246952130748e-07,1.1569513214046345e-08,2.391213391276411e-11,1.7934100413060566e-08,3.3626438200876585e-06,8.67177596639729e-11,6.503820508699662e-08,1.2194441769419457e-05,5.0200000000000005
1.6494818287711766e-11,5.799615204549895e-09,4.95769325969094e-07,3.28740426358742e-07,1.2327568961378023e-07,1.1564186850191315e-08,2.3955194748211387e-11,1.7966396039656045e-08,3.368699250077717e-06,8.667784245926621e-11,6.500826724067008e-08,1.2188828525816404e-05,5.03
1.648722450462455e-11,5.796945218674928e-09,4.955410879154968e-07,3.285890827555597e-07,1.2321893669802762e-07,1.1558863018358945e-08,2.399823511359426e-11,1.7998676313703222e-08,3.374751801464967e-06,8.663794423021901e-11,6.497834362606097e-08,1.2183217950611602e-05,5.04
1.6479634331435448e-11,5.794276502045722e-09,4.953129583606691e-07,3.2843781109741217e-07,1.2316221076121831e-07,1.1553541717345574e-08,2.4041255018643703e-11,1.8030941242500317e-08,3.380801475617826e-06,8.659806496781072e-11,6.494843423640386e-08,1.2177610042536562e-05,5.05
1.6472047766428405e-11,5.791609054058905e-09,4.950849372530331e-07,3.282866113500985e-07,1.231055117905272e-07,1.154822294594811e-08,2.408425447308606e-11,1.8063190833342094e-08,3.3868482739040607e-06,8.655820466302511e-11,6.491853906493659e-08,1.2172004800323394e-05,5.0600000000000005
1.6464464807888188e-11,5.788942874111399e-09,4.948570245410357e-07,3.2813548347943404e-07,1.2304883977313536e-07,1.154290670296404e-08,2.4127233486643037e-11,1.809542509351983e-08,3.3928921976907864e-06,8.651836330685016e-11,6.488865810490016e-08,1.2166402222704814e-05,5.07
1.645688545410036e-11,5.786277961600408e-09,4.946292201731484e-07,3.279844274512504e-07,1.2299219469622973e-07,1.1537592987191417e-08,2.4170192069031734e-11,1.8127644030321355e-08,3.3989332483444706e-06,8.647854089027817e-11,6.485879134953881e-08,1.2160802308414138e-05,5.08
1.644930970335131e-11,5.783614315923424e-09,4.944015240978668e-07,3.2783344323139547e-07,1.229355765470035e-07,1.1532281797428865e-08,2.4213130229964628e-11,1.815984765103102e-08,3.4049714272309298e-06,8.643873740430574e-11,6.482893879209999e-08,1.2155205056185287e-05,5.09
1.6441737553928252e-11,5.780951936478225e-09,4.941739362637114e-07,3.276825307857333e-07,1.2287898531265595e-07,1.1526973132475583e-08,2.4256047979149587e-11,1.819203596292973e-08,3.4110067357153325e-06,8.639895283993367e-11,6.479910042583433e-08,1.2149610464752779e-05,5.1000000000000005
1.64341690041192e-11,5.778290822662877e-09,4.93946456619227e-07,3.2753169008014415e-07,1.2282242098039238e-07,1.1521666991131337e-08,2.4298945326289837e-11,1.8224208973294903e-08,3.417039175162196e-06,8.635918718816715e-11,6.476927624399574e-08,1.214401853285174e-05,5.11
1.642660405221298e-11,5.775630973875728e-09,4.937190851129831e-07,3.273809210805246e-07,1.2276588353742417e-07,1.1516363372196466e-08,2.4341822281084016e-11,1.8256366689400522e-08,3.4230687469353914e-06,8.631944044001558e-11,6.473946623984127e-08,1.2138429259217894e-05,5.12
1.6419042696499245e-11,5.772972389515417e-09,4.934918216935732e-07,3.2723022375278736e-07,1.2270937297096887e-07,1.1511062274471879e-08,2.4384678853226158e-11,1.82885091185171e-08,3.4290954523981397e-06,8.627971258649265e-11,6.47096704066312e-08,1.2132842642587564e-05,5.13
1.641148493526845e-11,5.770315068980865e-09,4.932646663096155e-07,3.2707959806286145e-07,1.2265288926825001e-07,1.1505763696759055e-08,2.4427515052405656e-11,1.8320636267911696e-08,3.435119292913015e-06,8.624000361861627e-11,6.467988873762898e-08,1.2127258681697676e-05,5.14
1.6403930766811866e-11,5.767659011671281e-09,4.930376189097525e-07,3.2692904397669193e-07,1.2259643241649722e-07,1.1500467637860039e-08,2.4470330888307325e-11,1.8352748144847916e-08,3.441140269841944e-06,8.620031352740872e-11,6.465012122610134e-08,1.2121677375285757e-05,5.15
1.6396380189421575e-11,5.7650042169861575e-09,4.928106794426514e-07,3.267785614602402e-07,1.2254000240294624e-07,1.1495174096577451e-08,2.4513126370611368e-11,1.838484475658591e-08,3.4471583845462033e-06,8.61606423038965e-11,6.462036786531814e-08,1.2116098722089933e-05,5.16
1.638883320139047e-11,5.762350684325276e-09,4.925838478570037e-07,3.266281504794837e-07,1.2248359921483882e-07,1.1489883071714478e-08,2.4555901508993395e-11,1.8416926110382384e-08,3.4531736383864254e-06,8.612098993911033e-11,6.459062864855245e-08,1.211052272084893e-05,5.17
1.6381289801012266e-11,5.7596984130887e-09,4.92357124101525e-07,3.264778110004162e-07,1.224272228394228e-07,1.1484594562074877e-08,2.4598656313124384e-11,1.844899221349058e-08,3.459186032722595e-06,8.608135642408525e-11,6.456090356908058e-08,1.2104949370302075e-05,5.18
1.6373749986581473e-11,5.75704740267678e-09,4.921305081249554e-07,3.2632754298904746e-07,1.223708732639521e-07,1.1479308566462968e-08,2.4641390792670763e-11,1.8481043073160313e-08,3.46519556891405e-06,8.604174174986056e-11,6.4531192620182e-08,1.2099378669189291e-05,5.19
1.636621375639343e-11,5.754397652490149e-09,4.919039998760596e-07,3.2617734641140357e-07,1.223145504756867e-07,1.147402508368365e-08,2.4684104957294323e-11,1.8513078696637926e-08,3.4712022483194818e-06,8.60021459074798e-11,6.450149579513938e-08,1.2093810616251104e-05,5.2
1.635868110874426e-11,5.751749161929728e-09,4.916775993036266e-07,3.260272212335266e-07,1.2225825446189258e-07,1.146874411254238e-08,2.4726798816652288e-11,1.8545099091166338e-08,3.4772060722969366e-06,8.596256888799077e-11,6.447181308723858e-08,1.2088245210228636e-05,5.21
1.6351152041930926e-11,5.749101930396723e-09,4.914513063564695e-07,3.2587716742147496e-07,1.2220198520984185e-07,1.146346565184519e-08,2.4769472380397288e-11,1.8577104263985023e-08,3.483207042203815e-06,8.592301068244552e-11,6.444214448976866e-08,1.2082682449863607e-05,5.22
1.6343626554251178e-11,5.746455957292621e-09,4.912251209834258e-07,3.2572718494132306e-07,1.221457427068126e-07,1.1458189700398673e-08,2.4812125658177353e-11,1.860909422233e-08,3.4892051593968724e-06,8.588347128190037e-11,6.441248999602187e-08,1.2077122333898338e-05,5.23
1.633610464400359e-11,5.743811242019196e-09,4.909990431333577e-07,3.255772737591613e-07,1.2208952694008902e-07,1.1452916257009994e-08,2.4854758659635926e-11,1.8641068973433854e-08,3.495200425232218e-06,8.584395067741588e-11,6.438284959929363e-08,1.2071564861075747e-05,5.24
1.632858630948753e-11,5.741167783978509e-09,4.907730727551512e-07,3.254274338410966e-07,1.2203333789696133e-07,1.1447645320486884e-08,2.4897371394411885e-11,1.8673028524525742e-08,3.501192841065318e-06,8.58044488600569e-11,6.43532232928826e-08,1.2066010030139347e-05,5.25
1.6321071549003194e-11,5.738525582572898e-09,4.905472097977168e-07,3.252776651532517e-07,1.219771755647258e-07,1.1442376889637639e-08,2.4939963872139505e-11,1.870497288283137e-08,3.507182408250993e-06,8.576496582089246e-11,6.432361107009055e-08,1.206045783983325e-05,5.26
1.631356036085156e-11,5.735884637204992e-09,4.903214542099893e-07,3.2512796766176544e-07,1.2192103993068468e-07,1.1437110963271125e-08,2.4982536102448497e-11,1.8736902055573027e-08,3.5131691281434212e-06,8.572550155099585e-11,6.42940129242225e-08,1.2054908288902166e-05,5.2700000000000005
1.6306052743334447e-11,5.733244947277703e-09,4.90095805940928e-07,3.249783413327928e-07,1.2186493098214635e-07,1.1431847540196776e-08,2.5025088094963984e-11,1.876881604996955e-08,3.5191530020961345e-06,8.568605604144462e-11,6.42644288485866e-08,1.20493613760914e-05,5.28
1.629854869475445e-11,5.730606512194223e-09,4.898702649395161e-07,3.2482878613250493e-07,1.2180884870642517e-07,1.1426586619224582e-08,2.5067619859306513e-11,1.8800714873236344e-08,3.5251340314620233e-06,8.56466292833206e-11,6.423485883649424e-08,1.2043817100146856e-05,5.29
1.6291048213414993e-11,5.72796933135803e-09,4.896448311547611e-07,3.24679302027089e-07,1.217527930908415e-07,1.1421328199165109e-08,2.5110131405092055e-11,1.88325985325854e-08,3.5311122175933344e-06,8.560722126770983e-11,6.420530288125992e-08,1.2038275459815032e-05,5.3
1.6283551297620285e-11,5.7253334041728875e-09,4.894195045356949e-07,3.2452988898274824e-07,1.2169676412272184e-07,1.1416072278829481e-08,2.515262274193204e-11,1.8864467035225277e-08,3.5370875618416726e-06,8.556783198570252e-11,6.417576097620138e-08,1.203273645384302e-05,5.3100000000000005
1.6276057945675362e-11,5.722698730042839e-09,4.891942850313736e-07,3.2438054696570196e-07,1.2164076178939855e-07,1.1410818857029394e-08,2.5195093879433284e-11,1.8896320388361094e-08,3.543060065557998e-06,8.55284614283932e-11,6.41462331146395e-08,1.2027200080978514e-05,5.32
1.626856815588606e-11,5.720065308372213e-09,4.889691725908775e-07,3.242312759421855e-07,1.2158478607821016e-07,1.1405567932577106e-08,2.5237544827198057e-11,1.8928158599194558e-08,3.5490297300926306e-06,8.548910958688064e-11,6.411671928989835e-08,1.2021666339969796e-05,5.33
1.6261081926559013e-11,5.717433138565622e-09,4.88744167163311e-07,3.240820758784503e-07,1.2152883697650116e-07,1.1400319504285436e-08,2.5279975594824067e-11,1.8959981674923945e-08,3.554996556795247e-06,8.544977645226778e-11,6.40872194953052e-08,1.201613522956575e-05,5.34
1.6253599256001668e-11,5.714802220027959e-09,4.885192686978028e-07,3.239329467407638e-07,1.2147291447162204e-07,1.1395073570967774e-08,2.5322386191904465e-11,1.8991789622744113e-08,3.560960547014884e-06,8.541046201566184e-11,6.405773372419041e-08,1.2010606748515847e-05,5.3500000000000005
1.6246120142522268e-11,5.712172552164403e-09,4.882944771435057e-07,3.237838884954095e-07,1.214170185509293e-07,1.1389830131438066e-08,2.5364776628027824e-11,1.90235824498465e-08,3.566921702099935e-06,8.537116626817419e-11,6.402826196988758e-08,1.200508089557016e-05,5.36
1.623864458442987e-11,5.709544134380414e-09,4.880697924495969e-07,3.2363490110868696e-07,1.2136114920178552e-07,1.1384589184510828e-08,2.5407146912778167e-11,1.9055360163419125e-08,3.5728800233981535e-06,8.533188920092056e-11,6.399880422573348e-08,1.199955766947935e-05,5.37
1.6231172580034322e-11,5.706916966081733e-09,4.878452145652774e-07,3.2348598454691174e-07,1.213053064115592e-07,1.1379350729001144e-08,2.544949705573497e-11,1.9087122770646586e-08,3.5788355122566527e-06,8.529263080502078e-11,6.3969360485068e-08,1.1994037068994676e-05,5.38
1.6223704127646298e-11,5.7042910466743885e-09,4.876207434397727e-07,3.2333713877641536e-07,1.2124949016762492e-07,1.1374114763724646e-08,2.5491827066473147e-11,1.911887027871007e-08,3.5847881700219047e-06,8.525339107159895e-11,6.393993074123426e-08,1.1988519092867988e-05,5.39
1.6216239225577246e-11,5.701666375564685e-09,4.873963790223323e-07,3.2318836376354537e-07,1.2119370045736316e-07,1.1368881287497543e-08,2.5534136954563058e-11,1.9150602694787354e-08,3.590737998039742e-06,8.521416999178337e-11,6.391051498757848e-08,1.1983003739851733e-05,5.4
1.6208777872139446e-11,5.699042952159215e-09,4.871721212622297e-07,3.230396594746654e-07,1.211379372681605e-07,1.1363650299136603e-08,2.5576426729570517e-11,1.918232002605279e-08,3.596684997655357e-06,8.517496755670661e-11,6.388111321745007e-08,1.1977491008698946e-05,5.41
1.620132006564595e-11,5.696420775864849e-09,4.869479701087626e-07,3.228910258761549e-07,1.210822005874095e-07,1.1358421797459156e-08,2.5618696401056786e-11,1.921402227967733e-08,3.602629170213302e-06,8.51357837575054e-11,6.385172542420163e-08,1.197198089816326e-05,5.42
1.6193865804410643e-11,5.693799846088742e-09,4.86723925511253e-07,3.2274246293440945e-07,1.2102649040250865e-07,1.1353195781283087e-08,2.566094597857859e-11,1.924570946282852e-08,3.6085705170574917e-06,8.509661858532071e-11,6.38223516011889e-08,1.1966473406998897e-05,5.43
1.6186415086748185e-11,5.691180162238327e-09,4.864999874190465e-07,3.225939706158406e-07,1.209708067008625e-07,1.1347972249426854e-08,2.5703175471688102e-11,1.9277381582670487e-08,3.614509039531201e-06,8.505747203129773e-11,6.379299174177075e-08,1.1960968533960671e-05,5.44
1.6178967910974055e-11,5.688561723721326e-09,4.862761557815135e-07,3.224455488868757e-07,1.2091514946988158e-07,1.1342751200709477e-08,2.5745384889932963e-11,1.9309038646363953e-08,3.620444738977066e-06,8.501834408658578e-11,6.376364583930922e-08,1.195546627780399e-05,5.45
1.6171524275404523e-11,5.685944529945735e-09,4.860524305480476e-07,3.2229719771395837e-07,1.2085951869698234e-07,1.1337532633950527e-08,2.5787574242856264e-11,1.9340680661066253e-08,3.6263776167370845e-06,8.49792347423385e-11,6.373431388716953e-08,1.1949966637284855e-05,5.46
1.6164084178356662e-11,5.6833285803198355e-09,4.858288116680673e-07,3.2214891706354785e-07,1.208039143695873e-07,1.1332316547970141e-08,2.5829743539996577e-11,1.9372307633931305e-08,3.632307674152617e-06,8.49401439897137e-11,6.370499587872006e-08,1.1944469611159851e-05,5.47
1.6156647618148342e-11,5.680713874252189e-09,4.856052990910145e-07,3.220007069021195e-07,1.2074833647512483e-07,1.132710294158902e-08,2.5871892790887925e-11,1.9403919572109627e-08,3.638234912564387e-06,8.490107181987333e-11,6.367569180733227e-08,1.1938975198186162e-05,5.48
1.614921459309825e-11,5.678100411151638e-09,4.853818927663556e-07,3.218525671961646e-07,1.2069278500102948e-07,1.1321891813628423e-08,2.5914022005059795e-11,1.943551648274834e-08,3.6441593333124785e-06,8.486201822398361e-11,6.364640166638088e-08,1.1933483397121562e-05,5.49
1.6141785101525843e-11,5.675488190427307e-09,4.851585926435808e-07,3.2170449791219036e-07,1.2063725993474158e-07,1.131668316291017e-08,2.5956131192037168e-11,1.9467098372991166e-08,3.6500809377363395e-06,8.482298319321497e-11,6.361712544924368e-08,1.192799420672441e-05,5.5
1.6134359141751404e-11,5.6728772114886e-09,4.849353986722042e-07,3.215564990167199e-07,1.2058176126370756e-07,1.1311476988256644e-08,2.599822036134046e-11,1.9498665249978435e-08,3.655999727174782e-06,8.478396671874198e-11,6.358786314930161e-08,1.1922507625753661e-05,5.51
1.6126936712095997e-11,5.670267473745205e-09,4.84712310801764e-07,3.214085704762922e-07,1.205262889753797e-07,1.1306273288490778e-08,2.6040289522485603e-11,1.9530217120847084e-08,3.661915702965982e-06,8.474496879174343e-11,6.355861475993879e-08,1.1917023652968857e-05,5.5200000000000005
1.611951781088149e-11,5.667658976607085e-09,4.844893289818226e-07,3.2126071225746233e-07,1.2047084305721637e-07,1.1301072062436075e-08,2.608233868498397e-11,1.956175399273065e-08,3.6678288664474762e-06,8.47059894034023e-11,6.352938027454249e-08,1.191154228713013e-05,5.53
1.611210243643055e-11,5.66505171948449e-09,4.842664531619662e-07,3.21112924326801e-07,1.2041542349668179e-07,1.1295873308916595e-08,2.612436785834243e-11,1.9593275872759277e-08,3.6737392189561687e-06,8.466702854490579e-11,6.350015968650309e-08,1.1906063526998202e-05,5.54
1.6104690587066645e-11,5.6624457017879446e-09,4.840436832918048e-07,3.20965206650895e-07,1.2036003028124623e-07,1.1290677026756953e-08,2.6166377052063334e-11,1.962478276805973e-08,3.679646761828327e-06,8.462808620744524e-11,6.347095298921412e-08,1.1900587371334386e-05,5.55
1.609728226111403e-11,5.659840922928257e-09,4.838210193209725e-07,3.2081755919634697e-07,1.203046633983859e-07,1.1285483214782325e-08,2.6208366275644507e-11,1.9656274685755388e-08,3.685551496399584e-06,8.458916238221623e-11,6.344176017607228e-08,1.1895113818900579e-05,5.5600000000000005
1.6089877456897757e-11,5.657237382316515e-09,4.835984611991275e-07,3.2066998192977526e-07,1.2024932283558285e-07,1.1280291871818447e-08,2.6250335538579267e-11,1.9687751632966225e-08,3.6914534240049363e-06,8.45502570604185e-11,6.341258124047738e-08,1.188964286845927e-05,5.57
1.6082476172743684e-11,5.654635079364084e-09,4.833760088759518e-07,3.205224748178143e-07,1.2019400858032522e-07,1.1275102996691608e-08,2.6292284850356404e-11,1.9719213616808844e-08,3.6973525459787462e-06,8.451137023325595e-11,6.338341617583236e-08,1.1884174518773536e-05,5.58
1.6075078406978464e-11,5.652034013482613e-09,4.831536623011512e-07,3.2037503782711445e-07,1.2013872062010705e-07,1.1269916588228668e-08,2.633421422046022e-11,1.9750660644396468e-08,3.7032488636547428e-06,8.447250189193668e-11,6.335426497554331e-08,1.1878708768607041e-05,5.59
1.6067684157929533e-11,5.649434184084026e-09,4.829314214244555e-07,3.202276709243416e-07,1.2008345894242834e-07,1.1264732645257023e-08,2.6376123658370503e-11,1.9782092722838936e-08,3.7091423783660207e-06,8.4433652027673e-11,6.332512763301946e-08,1.1873245616724038e-05,5.6000000000000005
1.6060293423925135e-11,5.6468355905805335e-09,4.827092861956186e-07,3.200803740761777e-07,1.2002822353479496e-07,1.1259551166604646e-08,2.6418013173562517e-11,1.9813509859242696e-08,3.7150330914450395e-06,8.439482063168137e-11,6.32960041416732e-08,1.1867785061889368e-05,5.61
1.6052906203294308e-11,5.64423823238462e-09,4.824872565644179e-07,3.199331472493206e-07,1.1997301438471885e-07,1.1254372151100064e-08,2.6459882775507035e-11,1.9844912060710833e-08,3.720921004223627e-06,8.435600769518242e-11,6.326689449492e-08,1.1862327102868455e-05,5.62
1.6045522494366873e-11,5.641642108909049e-09,4.822653324806549e-07,3.1978599041048386e-07,1.1991783147971777e-07,1.1249195597572349e-08,2.6501732473670328e-11,1.9876299334343047e-08,3.726806118032977e-06,8.431721320940093e-11,6.323779868617845e-08,1.1856871738427315e-05,5.63
1.6038142295473455e-11,5.639047219566866e-09,4.820435138941551e-07,3.1963890352639684e-07,1.1986267480731544e-07,1.124402150485114e-08,2.654356227751416e-11,1.990767168723566e-08,3.7326884342036513e-06,8.427843716556593e-11,6.320871670887033e-08,1.1851418967332548e-05,5.64
1.6030765604945468e-11,5.636453563771394e-09,4.818218007547675e-07,3.1949188656380474e-07,1.1980754435504159e-07,1.1238849871766636e-08,2.6585372196495817e-11,1.9939029126481633e-08,3.738567954065579e-06,8.423967955491053e-11,6.31796485564205e-08,1.184596878835134e-05,5.65
1.6023392421115126e-11,5.633861140936236e-09,4.816001930123653e-07,3.193449394894687e-07,1.1975244011043174e-07,1.123368069714958e-08,2.6627162240068063e-11,1.9970371659170544e-08,3.7444446789480558e-06,8.420094036867209e-11,6.315059422225698e-08,1.1840521200251466e-05,5.66
1.6016022742315434e-11,5.631269950475272e-09,4.813786906168452e-07,3.191980622701655e-07,1.1969736206102746e-07,1.1228513979831278e-08,2.6668932417679177e-11,2.0001699292388603e-08,3.750318610179746e-06,8.416221959809208e-11,6.312155369981089e-08,1.1835076201801282e-05,5.67
1.6008656566880174e-11,5.628679991802661e-09,4.81157293518128e-07,3.1905125487268776e-07,1.1964231019437616e-07,1.1223349718643587e-08,2.6710682738772954e-11,2.0033012033218656e-08,3.7561897490886836e-06,8.412351723441613e-11,6.309252698251647e-08,1.1829633791769734e-05,5.68
1.600129389314394e-11,5.62609126433284e-09,4.809360016661579e-07,3.1890451726384394e-07,1.195872844980312e-07,1.1218187912418924e-08,2.67524132127887e-11,2.0064309888740177e-08,3.7620580970022704e-06,8.408483326889406e-11,6.306351406381111e-08,1.182419396892635e-05,5.69
1.5993934719442115e-11,5.623503767480529e-09,4.807148150109036e-07,3.187578494104582e-07,1.1953228495955192e-07,1.121302855999027e-08,2.679412384916122e-11,2.0095592866029278e-08,3.7679236552472763e-06,8.404616769277983e-11,6.303451493713526e-08,1.1818756732041246e-05,5.7
1.5986579044110858e-11,5.62091750066072e-09,4.804937335023571e-07,3.1861125127937053e-07,1.194773115665034e-07,1.1207871660191136e-08,2.683581465732085e-11,2.0126860972158706e-08,3.773786425149842e-06,8.40075204973316e-11,6.300552959593257e-08,1.1813322079885118e-05,5.71
1.5979226865487135e-11,5.618332463288687e-09,4.802727570905339e-07,3.184647228374367e-07,1.1942236430645686e-07,1.1202717211855614e-08,2.6877485646693432e-11,2.0158114214197845e-08,3.7796464080354763e-06,8.39688916738116e-11,6.297655803364974e-08,1.1807890011229252e-05,5.72
1.5971878181908697e-11,5.61574865477998e-09,4.800518857254739e-07,3.183182640515281e-07,1.1936744316698924e-07,1.119756521381833e-08,2.6919136826700332e-11,2.0189352599212716e-08,3.7855036052290596e-06,8.39302812134863e-11,6.294760024373661e-08,1.1802460524845514e-05,5.73
1.5964532991714085e-11,5.613166074550428e-09,4.798311193572403e-07,3.18171874888532e-07,1.1931254813568351e-07,1.119241566491448e-08,2.696076820675843e-11,2.022057613426598e-08,3.7913580180548405e-06,8.38916891076263e-11,6.291865621964614e-08,1.1797033619506355e-05,5.74
1.5957191293242635e-11,5.610584722016138e-09,4.796104579359202e-07,3.1802555531535144e-07,1.1925767920012844e-07,1.1187268563979797e-08,2.7002379796280147e-11,2.0251784826416952e-08,3.7972096478364397e-06,8.385311534750633e-11,6.288972595483442e-08,1.1791609293984811e-05,5.75
1.5949853084834457e-11,5.60800459659349e-09,4.793899014116246e-07,3.17879305298905e-07,1.1920283634791878e-07,1.1182123909850583e-08,2.704397160467341e-11,2.0282978682721585e-08,3.8030584958968478e-06,8.381455992440524e-11,6.286080944276056e-08,1.17861875470545e-05,5.76
1.5942518364830466e-11,5.60542569769915e-09,4.791694497344877e-07,3.1773312480612727e-07,1.191480195666551e-07,1.1176981701363682e-08,2.7085543641341692e-11,2.031415771023247e-08,3.8089045635584274e-06,8.377602282960611e-11,6.283190667688693e-08,1.1780768377489621e-05,5.7700000000000005
1.5935187131572362e-11,5.602848024750054e-09,4.78949102854668e-07,3.175870138039683e-07,1.1909322884394399e-07,1.1171841937356502e-08,2.712709591568397e-11,2.034532191599885e-08,3.814747852142911e-06,8.373750405439609e-11,6.280301765067887e-08,1.177535178406496e-05,5.78
1.592785938340263e-11,5.600271577163418e-09,4.787288607223474e-07,3.17440972259394e-07,1.190384641673978e-07,1.1166704616666991e-08,2.716862843709478e-11,2.0376471307066623e-08,3.820588362971404e-06,8.369900359006649e-11,6.277414235760489e-08,1.1769937765555883e-05,5.79
1.5920535118664546e-11,5.597696354356735e-09,4.785087232877315e-07,3.172950001393859e-07,1.1898372552463484e-07,1.1161569738133664e-08,2.721014121496417e-11,2.0407605890478332e-08,3.826426097364383e-06,8.366052142791277e-11,6.274528079113657e-08,1.1764526320738336e-05,5.8
1.5913214335702173e-11,5.595122355747777e-09,4.782886905010494e-07,3.171490974109414e-07,1.189290129032793e-07,1.1156437300595571e-08,2.725163425867775e-11,2.0438725673273178e-08,3.8322610566416985e-06,8.362205755923453e-11,6.271643294474868e-08,1.1759117448388851e-05,5.8100000000000005
