Time,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147,kcatp_r8_s124,kM_r8_s124_s23,kcatn_r8_s124,kM_r8_s124_s24,kcatp_r8_s31,kM_r8_s31_s23,kcatn_r8_s31,kM_r8_s31_s24,kI_r8_s22,kI_r8_s29,kI_r8_s33,kcatp_r9,kM_r9_s25,kcatn_r9,kM_r9_s26,kcatp_r11,kM_r11_s29,kcatn_r11,kM_r11_s30,kcatp_r14,kM_r14_s27,kcatn_r14,kM_r14_s28,kass_r15,kdiss_r15,kass_r17_s3,kdiss_r17_s3,kI_re11_s142,kass_r6_s144,kdiss_r6_s144,kass_r7_s144,kdiss_r7_s144,kass_r4_s144,kdiss_r4_s144,Vp_re11,kM_re11_s129,kM_re11_s147,ki_re11_s129,default,c2,r8,r9,r11,r14,r15,r17,r6,r7,r4,re11
0.2,4.96971459148783,0.03028540851217302,4.99784271799406,0.0021572820059406884,4.99992031847822,0.012186625219473394,4.769667191827506,0.23033280817249419,5.0,5.0,0.9878930563023037,4.987890873296691,0.012109126703305509,5.0,1.6028548064653056,5.0,0.48521976050747356,0.014780239492526659,2.0,1.6340670658760432,0.5,0.06450553089130262,4.935494469108699,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05950243065024219,0.021506969621731202,1.0879950545434862,0.0011945299402442281,-0.048730835727423684,0.14489496452296025,0.0,0.3186205017478379,0.15172975527659632,0.34389475693232635
0.21,4.966445636380297,0.03355436361970563,4.997622379182661,0.002377620817339321,4.999907768041977,0.012681342751867207,4.758817518211611,0.24118248178838964,5.0,5.0,0.9874108892061525,4.987296924459597,0.012703075540400524,5.0,1.6001629872391765,5.0,0.4836671721737363,0.016332827826263913,2.0,1.6319750529620167,0.5,0.06794345341839363,4.932056546581609,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.059285024785276814,0.022560107698860802,1.081946718641185,0.0013165290203689063,-0.047705720297520876,0.12524473867985386,0.0,0.33515766840880973,0.15876154627994007,0.34368711698813265
0.22,4.963011701808571,0.03698829819143201,4.997391529962843,0.002608470037157963,4.9998939685022386,0.013167151497572766,4.74802811711487,0.25197188288512945,5.0,5.0,0.9869388800001858,4.986705218247214,0.013294781752783655,5.0,1.597812092402917,5.0,0.48204506750237025,0.017954932497629986,2.0,1.6297147260036515,0.5,0.07137922779488862,4.928620772205114,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05905398598925048,0.02360900917435506,1.0759404848665246,0.001444346715645058,-0.046699174124868216,0.11057450967517646,0.0,0.35161574664974027,0.16563197731931983,0.3434657404688933
0.23,4.959413597874633,0.04058640212536995,4.997150213949216,0.0028497860507839625,4.9998788617927765,0.013644292726044314,4.73729856948329,0.2627014305167099,5.0,5.0,0.9864768454811768,4.986115888562452,0.013884111437545487,5.0,1.595715509287482,5.0,0.48035509089648104,0.01964490910351918,2.0,1.6273295112300827,0.5,0.07481273412617485,4.925187265873826,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05880980143640539,0.02465342585285584,1.069975960577333,0.0015779588174200483,-0.045710701113518444,0.09961241256925213,0.0,0.3679909112081879,0.17233494169849267,0.34323404965630455
0.24,4.955652172087067,0.04434782791293634,4.996898477193197,0.0031015228068037733,4.999862390096199,0.014113002550353795,4.72662846016479,0.2733715398352109,5.0,5.0,0.9860246073534449,4.985529064376712,0.014470935623287454,5.0,1.5938090912658618,5.0,0.478598946070648,0.021401053929352157,2.0,1.6248515715918102,0.5,0.07824388277525744,4.921756117224744,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05855297022578726,0.025693118558581675,1.06405275802991,0.001717339770081912,-0.04473981584344733,0.09141870132252206,0.0,0.3842795213791733,0.17886469138899172,0.34299458042108655
0.25,4.951728307605287,0.04827169239471583,4.996636368092018,0.0033636319079825353,4.999844495857198,0.014573512019871272,4.716017377860553,0.28398262213944586,5.0,5.0,0.9855819921229282,4.984944869619231,0.01505513038076679,5.0,1.5920449203145324,5.0,0.47677839248303644,0.02322160751696376,2.0,1.6223049338055593,0.5,0.08167260603717318,4.918327393962829,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05828400133694698,0.026727857339522685,1.0581704943010506,0.0018624627213322195,-0.04378604337735414,0.08529277729105611,0.0,0.4004780803544637,0.18521582307010462,0.3427492289187484
0.26,4.947642921920585,0.052357078079418314,4.996363937295626,0.003636062704374516,4.999825121795259,0.015026047211424882,4.705464915077219,0.2945350849227803,5.0,5.0,0.9851488309933147,4.984363423088137,0.015636576911860354,5.0,1.5903870923651164,5.0,0.47489524192001825,0.025104758079981897,2.0,1.6197076013339482,0.5,0.08509885248349185,4.91490114751651,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05800341166599255,0.0277574216321857,1.052328791211605,0.0020132995736408255,-0.04284891907065553,0.08071058046292157,0.0,0.4165832078895654,0.19138327016390838,0.3424994177467069
0.27,4.94339696581879,0.05660303418121424,4.99608123761135,0.003918762388650005,4.99980421091694,0.015470829319797917,4.694970668079436,0.3050293319205635,5.0,5.0,0.9847249597632601,4.983784838380491,0.016215161619506605,5.0,1.5888087802097408,5.0,0.47295135514369796,0.027048644856302175,2.0,1.617073026872048,0.5,0.08852258302308015,4.911477416976922,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.057711724135868156,0.028781600391617243,1.0465272752513122,0.0021698210369299137,-0.04192798838288542,0.07728108943414025,0.0,0.4325916215300716,0.19736229845816225,0.3422462114064352
0.28,4.938991422526666,0.06100857747333849,4.995788323912012,0.004211676087988343,4.999781706527086,0.015908074742694067,4.684534236845383,0.31546576315461766,5.0,5.0,0.9843102187302173,4.983209223843182,0.016790776156816106,5.0,1.5872900695011158,5.0,0.47094863872068343,0.029051361279316724,2.0,1.6144111972615418,0.5,0.09194376798789891,4.908056232012103,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05740946587983322,0.029800192183563196,1.0407655775062898,0.0023319966793588632,-0.04102280670064794,0.07471437676181747,0.0,0.4485001229545342,0.2031485037577661,0.34199040125767227
0.29,4.934427306827478,0.06557269317252605,4.995485253028606,0.004514746971394684,4.999757552241145,0.016337995177523153,4.674155225016138,0.32584477498386133,5.0,5.0,0.9839044525813291,4.982636682537537,0.017363317462460268,5.0,1.5858159629290307,5.0,0.46888904135481313,0.031110958645187,2.0,1.611729634106678,0.5,0.09536238442880512,4.904637615571198,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.057097166486429554,0.030813005251206095,1.0350433335841402,0.0024997949866510183,-0.04013293913597204,0.07279234652119992,0.0,0.464305585395325,0.20873780908930306,0.34173258438094856
0.3,4.929705664454045,0.07029433554596042,4.995172083668504,0.004827916331495118,4.999731691994291,0.01676079769445826,4.6638332398575,0.3361667601425003,5.0,5.0,0.9835075103112481,4.982067312220255,0.017932687779742603,5.0,1.5843751612450878,5.0,0.4667745511149769,0.03322544888502324,2.0,1.6090340049098442,0.5,0.09877841446761082,4.901221585532392,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05677535634031051,0.031819857552317775,1.0293601835469084,0.0026731834072917736,-0.03925796037411584,0.07135085049133516,0.0,0.48000494631548624,0.21412646456065468,0.34147321154181287
0.31,4.924827571459753,0.07517242854025208,4.994848876303267,0.005151123696733733,4.999704070052791,0.017176684833348544,4.653567892209416,0.3464321077905832,5.0,5.0,0.9831192451138581,4.981501205350991,0.01849879464900685,5.0,1.5829593355903544,5.0,0.4646071916949125,0.03539280830508763,2.0,1.6063284878950268,0.5,0.10219184430979511,4.897808155690209,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0564445650378491,0.032820576747906643,1.023715771838172,0.0028521284145616777,-0.03839745447172841,0.07026898557729422,0.0,0.49559520332142676,0.21931104721448844,0.3412126155692346
0.32,4.919794133737087,0.0802058662629179,4.994515693093807,0.005484306906193318,4.9996746310213735,0.017585854668351504,4.643358796452338,0.356641203547662,5.0,5.0,0.982739514310272,4.980938449104372,0.019061550895625647,5.0,1.581562405554457,5.0,0.46238901986813635,0.037610980131863814,2.0,1.6036161339655874,0.5,0.10560266325718316,4.89439733674282,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05610531989671234,0.03381500018260459,1.0181097472203737,0.0030365955478774656,-0.03755101472225711,0.06945853881511366,0.0,0.5110734101134892,0.22428846144657974,0.3409510397988912
0.33,4.914606486322885,0.08539351367711975,4.994172597774077,0.005827402225922703,4.9996433198544725,0.01798850090779649,4.633205570455202,0.36679442954479785,5.0,5.0,0.9823681792377292,4.980379125394589,0.01962087460540711,5.0,1.580179659963429,5.0,0.4601221215523484,0.03987787844765179,2.0,1.6008993075131486,0.5,0.10901086250513578,4.890989137494868,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.055758144532859696,0.0348029748414445,1.012541762702971,0.0032265494771161903,-0.03671824344799898,0.068851228382516,0.0,0.5264366713691057,0.2290559370183047,0.3406886732883179
0.34,4.909265788395322,0.09073421160468373,4.993819655330489,0.006180344669510662,4.999610081806449,0.018384813648666582,4.6231078349888906,0.37689216501111017,5.0,5.0,0.9820051045448828,4.979823311749702,0.020176688250294682,5.0,1.5788073307833799,5.0,0.45780860479946367,0.04219139520053649,2.0,1.5981799000552857,0.5,0.11241643455302334,4.88758356544698,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.055403557190525796,0.03578435579619507,1.007011475178955,0.0034219541800049676,-0.03589875043898815,0.06839250992163093,0.0,0.5416821396439612,0.2336110242099399,0.3404256678086931
0.35,4.903773245316443,0.0962267546835627,4.993456933022338,0.006543066977662544,4.999574862729253,0.01877497609595073,4.613065216402067,0.3869347835979335,5.0,5.0,0.9816501611747939,4.979271077262918,0.02072892273707903,5.0,1.5774432017157631,5.0,0.45545061509385615,0.044549384906144004,2.0,1.5954590250828118,0.5,0.11581937405930556,4.884180625940698,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05504207128330252,0.036759013399278104,1.0015185468478176,0.0036227723771725144,-0.03509215973503329,0.06805025771547846,0.0,0.5568070253061114,0.23795161640269727,0.34016211240051397
0.36,4.898130065009608,0.1018699349903978,4.993084498159623,0.006915501840375949,4.999537608522556,0.019159171081078088,4.603077341370685,0.39692265862931425,5.0,5.0,0.9813032203963645,4.978722490534731,0.021277509465265212,5.0,1.5760849404428976,5.0,0.4530502970168032,0.046949702983196985,2.0,1.5927378542522534,0.5,0.11921967552629652,4.880780324473707,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0546741908750298,0.037726819169131634,0.996062642300822,0.003828966762219284,-0.03429809614717479,0.06779077261652389,0.0,0.5718085764406029,0.24207590525861405,0.33989810160506406
0.37,4.892337502674518,0.10766249732548638,4.992702420192791,0.007297579807208815,4.999498265733397,0.01953757439950412,4.593143842328331,0.4068561576716685,5.0,5.0,0.9809641598670975,4.978177611482921,0.02182238851707634,5.0,1.5747312540918188,5.0,0.4506098261749208,0.04939017382507942,2.0,1.590017038047113,0.5,0.12261733490697654,4.877382665093027,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05430041317099917,0.03868766034085674,0.9906434314523772,0.004040498844842821,-0.033516199031156976,0.06759534257342437,0.0,0.5866840975519221,0.245982422417206,0.33963368771976643
0.38,4.886396823681108,0.11360317631889734,4.992310768987511,0.007689231012488889,4.999456781057108,0.01991036033213243,4.583264352962164,0.4167356470378346,5.0,5.0,0.9806328586107568,4.977636498161295,0.022363501838701196,5.0,1.5733809869303679,5.0,0.44813138273943504,0.05186861726056518,2.0,1.5872971581889068,0.5,0.1260123483459079,4.8739876516540965,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05392122475536839,0.039641427750444595,0.9852605870398383,0.00425732990576573,-0.03274611087293113,0.06744727085669977,0.0,0.6014309356745432,0.24967000820018082,0.339368917777489
0.39,4.880309336261728,0.11969066373827715,4.991909616083033,0.008090383916966547,4.999413101828409,0.020277696787683375,4.573438512260403,0.4265614877395964,5.0,5.0,0.9803092013839049,4.9770992007398,0.022900799260196475,5.0,1.5720333094610703,5.0,0.4456171633170533,0.054382836682946877,2.0,1.5845786328223717,0.5,0.12940471244709198,4.870595287552912,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05353710323708368,0.04058802652265127,0.9799137867932272,0.004479420300154256,-0.03198748732704221,0.06733457465480819,0.0,0.616046490388154,0.253137827687591,0.339103825639256
0.4,4.874076355129481,0.1259236448705234,4.9914990332096645,0.008500966790334642,4.999367175489132,0.02063975071505157,4.563665960030489,0.4363340399695107,5.0,5.0,0.9799930737958151,4.97656576822349,0.023434231776506647,5.0,1.5706874793031622,5.0,0.44306936433795385,0.05693063566204638,2.0,1.5818618364089405,0.5,0.13279442393947696,4.8672055760605275,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05314851382967922,0.041527364136828296,0.9746027109562722,0.004706730278144743,-0.031239986030787183,0.06724654967447008,0.0,0.6305282039355046,0.2563853501761956,0.33883844181300155
0.41,4.867699240920779,0.13230075907922464,4.991079093725242,0.008920906274757867,4.999318950194117,0.02099668224595801,4.553946341806583,0.44605365819341636,5.0,5.0,0.9796843675599235,4.976036241239836,0.02396375876016044,5.0,1.569343188983555,5.0,0.4404901927574748,0.059509807242525435,2.0,1.5791469253374935,0.5,0.13618148017072765,4.863818519829277,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0527559115868044,0.04245936322828306,0.9693270449197059,0.004939219189721564,-0.03050327870751831,0.06717873539628272,0.0,0.6448735744553995,0.25941236407720125,0.33857277891654497
0.42,4.86117936087474,0.1388206391252645,4.990649871105364,0.009350128894634664,4.999268374222453,0.02134865053305903,4.54427930398772,0.4557206960122802,5.0,5.0,0.9793829752444877,4.975510659257746,0.02448934074225002,5.0,1.5680000746611833,5.0,0.4378818519179073,0.06211814808209296,2.0,1.5764340842602675,0.5,0.1395658784091393,4.860434121590865,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05235973801548241,0.043383948768527726,0.9640864765423496,0.005176846320284132,-0.029777039101974018,0.06712587853127783,0.0,0.6590801431640257,0.2622189570005855,0.3383068520255224
0.43,4.8545181222644755,0.1454818777355286,4.99021144003536,0.009788559964639624,4.999215396513945,0.021695808787876514,4.534664498040141,0.46533550195985984,5.0,5.0,0.979088794698178,4.974989054525355,0.025010945474642134,5.0,1.5666579319534486,5.0,0.4352465451118558,0.0647534548881445,2.0,1.5737234178720025,0.5,0.14294761615127163,4.857052383848732,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.051960422972940755,0.04430105881948082,0.9588806983971527,0.0054195702862602346,-0.029060953231912136,0.06708501552038171,0.0,0.6731455055253496,0.26480552023998766,0.3380406696616159
0.44,4.847716943434741,0.1522830565652636,4.989763875395773,0.010236124604225549,4.999159966216705,0.022038308572086128,4.525101576888543,0.4748984231114569,5.0,5.0,0.978801725211208,4.974471457376083,0.02552854262391295,5.0,1.5653165401338824,5.0,0.4325864691761132,0.06741353082388703,2.0,1.5710150390622037,0.5,0.1463266908708535,4.853673309129151,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05155838225360994,0.045210635112323136,0.9537094057794696,0.005667349596517677,-0.028354710521457133,0.06705295777953646,0.0,0.6870673028684803,0.26717273832333727,0.33777424110167986
0.45,4.840777275595436,0.15922272440456875,4.989307252891435,0.010692747108563978,4.999102033052233,0.022376296561715674,4.515590197686773,0.48440980231322694,5.0,5.0,0.9785216703860524,4.973957892315772,0.026042107684224287,5.0,1.5639757377237802,5.0,0.42990381309556885,0.07009618690443147,2.0,1.568309031011026,0.5,0.1497031001270826,4.850296899872922,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05115401876982035,0.04611262998387195,0.9485722981737897,0.005920142304203906,-0.027658010485136532,0.06702736967624912,0.0,0.7008432297273257,0.26932158545089874,0.3375075732075775
0.46,4.8337005862651425,0.16629941373486246,4.9888416484743425,0.01115835152565588,4.999041547056575,0.022709916992986263,4.506130019762734,0.49386998023726614,5.0,5.0,0.9782485359504386,4.97344838107861,0.026551618921386293,5.0,1.562635396238443,5.0,0.4272007541820925,0.07279924581790777,2.0,1.5656054603522038,0.5,0.153076841528573,4.846923158471432,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05074772118791394,0.047007000949207976,0.9434690781083341,0.006177906326078312,-0.026970557674359928,0.06700639176710377,0.0,0.7144710296376935,0.27125331766675775,0.33724067150740067
0.47,4.826488368742231,0.17351163125777405,4.988367138607932,0.011632861392067038,4.998978458740638,0.02303931025675626,4.496720705824877,0.503279294175125,5.0,5.0,0.9779822310026065,4.972942940928174,0.027057059071820825,5.0,1.5612954367087744,5.0,0.4244794570910678,0.07552054290893244,2.0,1.5629043688887323,0.5,0.15644791275687905,4.8435520872431255,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0503398643851846,0.047893713709192876,0.9383994517745352,0.006440599296235214,-0.026292064580680362,0.06698887428855826,0.0,0.727948498685756,0.27296946880850986,0.33697353948473874
0.48,4.819142137602239,0.18085786239776638,4.987883799998419,0.012116200001579806,4.998912719041761,0.02336461354110611,4.487361921469905,0.5126380785300961,5.0,5.0,0.9777226674171339,4.972441585589168,0.027558414410827903,5.0,1.5599557976187004,5.0,0.42174206707208856,0.07825793292791171,2.0,1.5602057896697206,0.5,0.15981631152092776,4.840183688479076,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.049930809038588285,0.04877274049002547,0.9333631287286663,0.006708178714761286,-0.025622250306655686,0.06697391877939385,0.0,0.7412734846486987,0.2744718369244096,0.3367061799138498
0.49,4.811663433960555,0.18833656603945068,4.987391709695165,0.012608290304833947,4.998844279421787,0.02368596004240638,4.478053335879026,0.5219466641209745,5.0,5.0,0.977469760535808,4.971944324342101,0.028055675657894137,5.0,1.5586164441417585,5.0,0.4189907070893225,0.08100929291067778,2.0,1.5575097423586706,0.5,0.16318203557044889,4.836817964429555,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04952090189416941,0.049644061640780154,0.9283598222343493,0.0069806018921863555,-0.024960842194837025,0.0669610084877248,0.0,0.7544438894149137,0.27576247575325114,0.33643859446110774
0.5,4.804053794580097,0.1959462054199084,4.986890944650067,0.013109055349931082,4.998773091264788,0.024003483601955068,4.468794617671763,0.5312053823282381,5.0,5.0,0.9772234251332579,4.971451167234604,0.02854883276539154,5.0,1.5572773313867516,5.0,0.4162275016171337,0.08377249838286657,2.0,1.5548162516663364,0.5,0.16654508264028645,4.833454917359718,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04911047389646485,0.05050765639802525,0.9233892470047617,0.007257826193033946,-0.024307566255950944,0.06694948509150533,0.0,0.7674576592520147,0.2768437299391385,0.3361707852344962
0.51,4.796314813207139,0.20368518679286596,4.9863815823343405,0.013618417665658003,4.998699107124705,0.024317309438090576,4.459585443303292,0.5404145566967083,5.0,5.0,0.9769835834372054,4.9709621149755705,0.02903788502442461,5.0,1.5559384427599792,5.0,0.41345451591561805,0.08654548408438223,2.0,1.552125328108888,0.5,0.16990545051112071,4.8300945494888845,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048699843976952456,0.0513635207723793,0.9184511236832179,0.0075398086949984185,-0.023662166298172048,0.06693909363775674,0.0,0.7803128057066371,0.27771813164720216,0.3359027531555435
