Time,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts,P0,dG,bG,kGSH,kG,kS,bS,dS,k450,kN,kPSH,compartment,reaction_1,R2,R3,R4,R5,R6,R7,R8,R9,R10
4.37,1.3241567196232239e-14,6.867005878079128e-15,7.48072725987956e-29,2.5713917527537265e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.099884021174239e-25,2.3564290868620614e-30,7.688461340733643e-24,8.228799985867516e-27,8.219231690543953e-25,1.3734011756158256e-14,1.374e-14,7.695132010115245e-24,2.6483134392464477e-14,2.65e-14
4.38,1.3241734176137018e-14,6.867065165400445e-15,6.910340586936854e-29,2.4147234270150317e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.60637879509735e-25,2.176757284885109e-30,7.220023046774945e-24,7.601374645630539e-27,7.59260146009711e-25,1.373413033080089e-14,1.374e-14,7.226378414849745e-24,2.6483468352274037e-14,2.65e-14
4.39,1.3241897849078105e-14,6.86712327856139e-15,6.419408318358713e-29,2.2679200655205e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.143948206389576e-25,2.0221136202829946e-30,6.781080995906296e-24,7.061349150194583e-27,7.053258927614678e-25,1.373424655712278e-14,1.374e-14,6.78713387927432e-24,2.648379569815621e-14,2.65e-14
4.4,1.3242058280494803e-14,6.867180240796686e-15,6.014135784812056e-29,2.1304081075670355e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.710785538836162e-25,1.8944527722157976e-30,6.3699202416254364e-24,6.615549363293261e-27,6.608024708308739e-25,1.3734360481593372e-14,1.374e-14,6.37568336069094e-24,2.6484116560989605e-14,2.65e-14
4.41,1.3242215535144418e-14,6.867236075098877e-15,5.635936130572416e-29,2.0013645840374704e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.304298439718032e-25,1.775319881130311e-30,5.984080106272037e-24,6.199529743629658e-27,6.192528626051212e-25,1.3734472150197755e-14,1.374e-14,5.989565268087717e-24,2.6484431070288837e-14,2.65e-14
4.42,1.3242369676020583e-14,6.867290803834318e-15,5.285870184300249e-29,1.880212319096127e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.9226688051528e-25,1.6650491080545784e-30,5.62183483409742e-24,5.8144572027302735e-27,5.8079372331051375e-25,1.3734581607668636e-14,1.374e-14,5.627053451346628e-24,2.6484739352041166e-14,2.65e-14
4.43,1.3242520764915553e-14,6.8673444489427994e-15,4.965514563324011e-29,1.7663762760963825e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.564085269703605e-25,1.5641370874470634e-30,5.281465065528184e-24,5.462066019656412e-27,5.455983819614044e-25,1.3734688897885599e-14,1.374e-14,5.2864280403584845e-24,2.6485041529831106e-14,2.65e-14
4.44,1.3242668862452848e-14,6.86739703194914e-15,4.676975490298674e-29,1.6592779583522916e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.226725568809718e-25,1.4732472794440823e-30,4.9612410954733524e-24,5.1446730393285415e-27,5.138983616092158e-25,1.373479406389828e-14,1.374e-14,4.9659586930291265e-24,2.6485337724905695e-14,2.65e-14
4.45,1.3242814028119875e-14,6.867448573974769e-15,4.422902609864394e-29,1.558329809910273e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.90873890121736e-25,1.3932143221072841e-30,4.6594061316317165e-24,4.8651928708508335e-27,4.8598489953508025e-25,1.3734897147949538e-14,1.374e-14,4.6638878419684736e-24,2.648562805623975e-14,2.65e-14
4.46,1.3242956316154014e-14,6.867499094277336e-15,4.155253616839051e-29,1.465309203156756e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.615723989943781e-25,1.308904889304301e-30,4.3812745174387005e-24,4.5707789785229565e-27,4.56579207202157e-25,1.3734998188554672e-14,1.374e-14,4.385535823356321e-24,2.648591263230803e-14,2.65e-14
4.47,1.3243095785650385e-14,6.867548613838855e-15,3.899831671195382e-29,1.3785709974923122e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.342498642100784e-25,1.2284469764265453e-30,4.121927282502014e-24,4.28981483831492e-27,4.285165374035634e-25,1.373509722767771e-14,1.374e-14,4.125979795366925e-24,2.648619157130077e-14,2.65e-14
4.48,1.32432324928881e-14,6.867597152641618e-15,3.661052371637904e-29,1.2974644127464353e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.0870129001512713e-25,1.1532314970659398e-30,3.879418594111842e-24,4.027157608801694e-27,4.0228212549011694e-25,1.3735194305283236e-14,1.374e-14,3.883272768450402e-24,2.64864649857762e-14,2.65e-14
4.49,1.3243366492689574e-14,6.867644730150735e-15,3.4383547173010967e-29,1.2215660826644345e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.847933160392969e-25,1.0830817359498454e-30,3.652482587166659e-24,3.782190189031207e-27,3.7781437847458876e-25,1.373528946030147e-14,1.374e-14,3.656148296074717e-24,2.648673298537915e-14,2.65e-14
4.5,1.3243497838858574e-14,6.867691365469637e-15,3.231225601622518e-29,1.1504418014283763e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.6238916744993857e-25,1.0178360645110932e-30,3.4398209862708454e-24,3.554348161784769e-27,3.550569626263584e-25,1.3735382730939274e-14,1.374e-14,3.443307413474534e-24,2.6486995677717148e-14,2.65e-14
4.51,1.3243626584210817e-14,6.867737077350949e-15,3.0391887570077205e-29,1.0836420792776609e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.413472549724632e-25,9.57344458457432e-31,3.2400898170402064e-24,3.3431076327084925e-27,3.3395758898512106e-25,1.3735474154701897e-14,1.374e-14,3.2434053370493922e-24,2.6487253168421635e-14,2.65e-14
4.52,1.3243752780604604e-14,6.867781884207357e-15,2.8617936994950466e-29,1.020697698129561e-24,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.215197749108117e-25,9.014650153409398e-31,3.0518861174073877e-24,3.1479730694445514e-27,3.144667988116933e-25,1.3735563768414713e-14,1.374e-14,3.0550381629737808e-24,2.6487505561209207e-14,2.65e-14
4.53,1.3243876478971425e-14,6.867825804122482e-15,2.698604673420446e-29,9.611152671997641e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.027513091679257e-25,8.500604721274406e-31,2.8737346489272948e-24,2.9684651407624905e-27,2.965367489798794e-25,1.3735651608244965e-14,1.374e-14,2.876729565071488e-24,2.648775295794285e-14,2.65e-14
4.54,1.324399772934657e-14,6.8678688548617524e-15,2.549189596082357e-29,9.04372778622939e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.8487742526622577e-25,8.029947227659424e-31,2.7040746080825878e-24,2.8041085556905926e-27,2.8011999731314606e-25,1.3735737709723505e-14,1.374e-14,2.7069174920037017e-24,2.648799545869314e-14,2.65e-14
4.55,1.3244116580899755e-14,6.867911053883269e-15,2.4131090024064383e-29,8.499151630732512e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.6772327636807412e-25,7.60129335758028e-31,2.5412463375890212e-24,2.654419902647082e-27,2.651682878696385e-25,1.3735822107766539e-14,1.374e-14,2.5439408638173437e-24,2.648823316179951e-14,2.65e-14
4.56,1.3244233071679367e-14,6.8679524146956435e-15,2.28248134782826e-29,8.019387132712657e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.5261069468044867e-25,7.1898162456590196e-31,2.3977967526810844e-24,2.5107294826110862e-27,2.5081557254903783e-25,1.3735904829391287e-14,1.374e-14,2.4003602894754084e-24,2.6488466143358734e-14,2.65e-14
4.57,1.3244347255019587e-14,6.867992956236062e-15,2.1610078082766665e-29,7.5710692583345975e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.384886816375398e-25,6.8071745960715e-31,2.2637497082420448e-24,2.377108589104333e-27,2.3746858248984445e-25,1.3735985912472125e-14,1.374e-14,2.2661894698916266e-24,2.6488694510039174e-14,2.65e-14
4.58,1.3244459176881877e-14,6.868032694823479e-15,2.0475865409697274e-29,7.151090932069681e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.2525936436019493e-25,6.449897604054641e-31,2.1381761886888345e-24,2.2523451950667e-27,2.2500626094176966e-25,1.3736065389646958e-14,1.374e-14,2.1404987013912555e-24,2.6488918353763753e-14,2.65e-14
4.59,1.3244568882288219e-14,6.868071646443271e-15,1.9409223849664588e-29,6.756750864932773e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.1283765224538234e-25,6.113905512644346e-31,2.020268508614899e-24,2.1350146234631046e-27,2.1328630400216296e-25,1.3736143292886542e-14,1.374e-14,2.0224797008740148e-24,2.6489137764576438e-14,2.65e-14
4.6,1.324467641544726e-14,6.868109826792035e-15,1.8395847472536248e-29,6.385264381037426e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.0113582800267893e-25,5.794691953848918e-31,1.9091940499301906e-24,2.0235432219789873e-27,2.021515212772698e-25,1.373621965358407e-14,1.374e-14,1.9112991885186336e-24,2.648935283089452e-14,2.65e-14
4.61,1.3244781819780493e-14,6.868147251286892e-15,1.7419933551246337e-29,6.033739566706918e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.9006279635126793e-25,5.487279068642596e-31,1.8040881304453688e-24,1.916192690637097e-27,1.9142826998014854e-25,1.3736294502573785e-14,1.374e-14,1.8060917490760663e-24,2.6489563639560985e-14,2.65e-14
4.62,1.3244885137948463e-14,6.868183935074782e-15,1.6464040085584856e-29,5.699153419585493e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.7952333271694303e-25,5.18617262695923e-31,1.7040468724560625e-24,1.811044409414334e-27,1.8092488899558583e-25,1.3736367870149564e-14,1.374e-14,1.705952692826607e-24,2.6489770275896926e-14,2.65e-14
4.63,1.324498641187695e-14,6.8682198930417674e-15,1.5508943325986374e-29,5.378327997749289e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.6941733192910262e-25,4.885317147685708e-31,1.6081200713270376e-24,1.705983765858501e-27,1.7043013291455516e-25,1.3736439786083535e-14,1.374e-14,1.6099309162230315e-24,2.64899728237539e-14,2.65e-14
4.64,1.324508568278316e-14,6.8682551398223306e-15,1.453349529731952e-29,5.067906568817584e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.596390569177539e-25,4.578051018655649e-31,1.5153040640764577e-24,1.5986844827051472e-27,1.5971160604063754e-25,1.3736510279644661e-14,1.374e-14,1.5170217622410242e-24,2.649017136556632e-14,2.65e-14
4.65,1.3245182990329048e-14,6.868289689498739e-15,1.3536874835580815e-29,4.766868746424181e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.501563655123617e-25,4.2641155732079565e-31,1.4252937551808302e-24,1.4890562319138896e-27,1.4876028457800744e-25,1.3736579378997478e-14,1.374e-14,1.4269199037222728e-24,2.6490365980658096e-14,2.65e-14
4.66,1.32452783632336e-14,6.868323552267692e-15,1.2779957641787973e-29,4.5038894471935055e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.4187251758659542e-25,4.025686657163212e-31,1.3466629447108583e-24,1.405795340596677e-27,1.4044301450892126e-25,1.3736647104535383e-14,1.374e-14,1.348209089463967e-24,2.64905567264672e-14,2.65e-14
4.67,1.324537184742853e-14,6.868356744437734e-15,1.2063514980579567e-29,4.255493012043494e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.3404802987937006e-25,3.800007218882564e-31,1.2723924106010048e-24,1.3269866478637524e-27,1.325704391655829e-25,1.3736713488875468e-14,1.374e-14,1.273862273853484e-24,2.649074369485706e-14,2.65e-14
4.68,1.3245463480475214e-14,6.868389279345322e-15,1.1385073479706665e-29,4.0205205921474095e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.266463986526434e-25,3.5862981461075997e-31,1.2021356570520755e-24,1.2523580827677332e-27,1.251153866121216e-25,1.3736778558690643e-14,1.374e-14,1.2035326860727883e-24,2.649092696095043e-14,2.65e-14
4.69,1.3245553299241385e-14,6.868421170080634e-15,1.074250002050108e-29,3.797852811631393e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1963236356638887e-25,3.3838875064578406e-31,1.1355579906777866e-24,1.1816750022551188e-27,1.1805442329664202e-25,1.3736842340161267e-14,1.374e-14,1.1368853575645046e-24,2.649110659848277e-14,2.65e-14
4.7,1.3245641339922016e-14,6.868452429494984e-15,1.0133995238687338e-29,3.586401333826469e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1297164201553376e-25,3.1922085001865115e-31,1.0723339988141143e-24,1.1147394762556071e-27,1.1136778274824424e-25,1.3736904858989968e-14,1.374e-14,1.0735945983767632e-24,2.649128267984403e-14,2.65e-14
4.71,1.3245727638060222e-14,6.8684830702082484e-15,9.558087025194108e-30,3.385100427520349e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.06630663466891e-25,3.010797412936144e-31,1.0121450278285844e-24,1.0513895727713519e-27,1.0503929426579656e-25,1.3736966140416497e-14,1.374e-14,1.0133414733633962e-24,2.6491455276120444e-14,2.65e-14
4.72,1.3245812228568147e-14,6.868513104616273e-15,9.013624026966192e-30,3.1928985332094434e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.0057630379609747e-25,2.8392915684943504e-31,9.546766614296237e-25,9.91498642966281e-28,9.905631159888222e-26,1.3737026209232546e-14,1.374e-14,9.558112782482426e-25,2.6491624457136293e-14,2.65e-14
4.73,1.3245895145747851e-14,6.8685425448983006e-15,8.499769147776189e-30,3.0087498293507475e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.477561962454855e-26,2.6774272815494996e-31,8.996161989758735e-25,9.349746062553807e-28,9.340964162130355e-26,1.3737085089796601e-14,1.374e-14,9.006910155616883e-25,2.6491790291495703e-14,2.65e-14
4.74,1.3245976423312213e-14,6.868571403024385e-15,8.01599304903643e-30,2.8316057986138364e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.919558265633585e-26,2.5250378104464756e-31,8.466501337855372e-25,8.817592353940074e-28,8.80934729975262e-26,1.373714280604877e-14,1.374e-14,8.476668704572985e-25,2.6491952846624426e-14,2.65e-14
4.75,1.3246056092900965e-14,6.868599690228365e-15,7.559360836606856e-30,2.6618595866574136e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.384857697970852e-26,2.38119866353116e-31,7.958960164105667e-25,8.31529692026754e-28,8.307555760102765e-26,1.373719938045673e-14,1.374e-14,7.968565955561603e-25,2.649211218580193e-14,2.65e-14
4.76,1.3246134179559583e-14,6.8686274154021986e-15,7.116355745083789e-30,2.5057224460851467e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.893025705168213e-26,2.2416520597013938e-31,7.492110113794589e-25,7.827991319592168e-28,7.820735386949992e-26,1.3737254830804397e-14,1.374e-14,7.501196676692652e-25,2.6492268359119165e-14,2.65e-14
4.77,1.3246210720112769e-14,6.868654591621271e-15,6.695883927036296e-30,2.3574975899216404e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.426117408253167e-26,2.1092034370164334e-31,7.048917793865705e-25,7.365472319739926e-28,7.358674220864148e-26,1.3737309183242542e-14,1.374e-14,7.057507625706771e-25,2.6492421440225537e-14,2.65e-14
4.78,1.3246285745261374e-14,6.868681229786147e-15,6.297027633485441e-30,2.2168756791202523e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.983158389228795e-26,1.983563704547914e-31,6.628458280569555e-25,6.926730396833985e-28,6.92036408153058e-26,1.3737362459572294e-14,1.374e-14,6.636573327860473e-25,2.6492571490522748e-14,2.65e-14
4.79,1.3246359285129489e-14,6.8687073405926065e-15,5.918978837716548e-30,2.083591357900405e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.563312777386275e-26,1.8644783338807126e-31,6.229938160122211e-25,6.510876721488203e-28,6.504917342629752e-26,1.3737414681185213e-14,1.374e-14,6.237599939011547e-25,2.6492718570258977e-14,2.65e-14
4.8,1.3246431369281148e-14,6.868732934537584e-15,5.561025207542913e-30,1.9574188606974793e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.16586941119706e-26,1.7517229403760174e-31,5.852682393485464e-25,6.117127728297204e-28,6.111551518854993e-26,1.3737465869075168e-14,1.374e-14,5.859912099411438e-25,2.6492862738562296e-14,2.65e-14
4.81,1.3246502026737043e-14,6.8687580219250884e-15,5.2225360775698365e-30,1.8381676191128363e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.790228000205434e-26,1.6450988644344986e-31,5.496121181147381e-25,5.74478968532682e-28,5.73957385241616e-26,1.3737516043850177e-14,1.374e-14,5.502939786805694e-25,2.6493004053474086e-14,2.65e-14
4.82,1.3246571285991221e-14,6.8687826128721454e-15,4.90294842145847e-30,1.7256778688637643e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.435885286920857e-26,1.5444287527594179e-31,5.159776827902656e-25,5.393243263604317e-28,5.388365899059658e-26,1.3737565225744291e-14,1.374e-14,5.166205168882845e-25,2.6493142571982442e-14,2.65e-14
4.83,1.3246639175027795e-14,6.868806717314724e-15,4.6017528241898296e-30,1.6198162567334906e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.1024212087104954e-26,1.4495521396197964e-31,4.843250607633138e-25,5.061928106608812e-28,5.057368113634737e-26,1.3737613434629448e-14,1.374e-14,4.849309455111159e-25,2.649327835005559e-14,2.65e-14
4.84,1.3246705721337646e-14,6.8688303450136686e-15,4.318479454328534e-30,1.5204714475210904e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.7894850596914347e-26,1.3603210281134883e-31,4.546209628088061e-25,4.750327399761387e-28,4.746064435233584e-26,1.3737660690027337e-14,1.374e-14,4.551919747999844e-25,2.6493411442675293e-14,2.65e-14
4.85,1.3246770950389817e-14,6.868853505011854e-15,4.0521494727235944e-30,1.4271295480900174e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.495458076483555e-26,1.2764270839079321e-31,4.267117348789152e-25,4.457364419995954e-28,4.453379377367904e-26,1.3737707010023708e-14,1.374e-14,4.272497962258484e-25,2.6493541900779633e-14,2.65e-14
4.86,1.3246834884644708e-14,6.868876205283756e-15,3.8009138673327806e-30,1.338596853938933e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.216580089907639e-26,1.1972878682098258e-31,4.00240459327741e-25,4.181005254066058e-28,4.177281091464831e-26,1.3737752410567512e-14,1.374e-14,4.007470759278865e-25,2.6493669769289416e-14,2.65e-14
4.87,1.3246897552975391e-14,6.868898456081154e-15,3.5652927099705335e-30,1.2555526347695755e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.954990799524163e-26,1.1230672036407182e-31,3.754102377961031e-25,3.921821980967587e-28,3.9183413745590387e-26,1.3737796912162308e-14,1.374e-14,3.7588720302863624e-25,2.6493795105950782e-14,2.65e-14
4.88,1.3246958980493606e-14,6.868920266320123e-15,3.344635910668967e-30,1.1777738150424877e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.7099875173838365e-26,1.0535603118607245e-31,3.5215437069770387e-25,3.6790995017358637e-28,3.67584598244098e-26,1.3737840532640246e-14,1.374e-14,3.5260342400538095e-25,2.6493917960987213e-14,2.65e-14
4.89,1.3247019191840686e-14,6.868941644749716e-15,3.138241822864537e-30,1.1050208641795585e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.4808157221656094e-26,9.885461742023291e-32,3.30401238389688e-25,3.4520660051509905e-28,3.449023991739117e-26,1.3737883289499432e-14,1.374e-14,3.3082405665086443e-25,2.6494038383681372e-14,2.65e-14
4.9,1.3247078211201502e-14,6.868962599956913e-15,2.9453422646828446e-30,1.0370326560160778e-25,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.266652866450645e-26,9.27782813375096e-32,3.100727641488073e-25,3.239876491151129e-28,3.2370313376286167e-26,1.3737925199913826e-14,1.374e-14,3.1047095106101917e-25,2.6494156422403005e-14,2.65e-14
4.91,1.3247136062318442e-14,6.868983140371581e-15,2.7650875402235505e-30,9.735213282528308e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.066592183996417e-26,8.710025751704184e-32,2.910828771475964e-25,3.0415962942459053e-28,3.038934351271535e-26,1.3737966280743162e-14,1.374e-14,2.9145795058551344e-25,2.6494272124636883e-14,2.65e-14
4.92,1.3247192768505346e-14,6.869003274271426e-15,2.5965314608451113e-30,9.141671419081314e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.879626497010614e-26,8.179074101662101e-32,2.733359754305313e-25,2.8561846069296223e-28,2.8536932970070143e-26,1.3738006548542852e-14,1.374e-14,2.7368935274368754e-25,2.6494385537010692e-14,2.65e-14
4.93,1.3247248352661483e-14,6.869023009786952e-15,2.4386163664496934e-30,8.586133407699173e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.7046320234252396e-26,7.681641554316534e-32,2.567253888902053e-25,2.6824780030946626e-28,2.680145909309759e-26,1.3738046019573905e-14,1.374e-14,2.570583701083766e-25,2.6494496705322966e-14,2.65e-14
4.94,1.3247302837285493e-14,6.8690423549064116e-15,2.290158146767985e-30,8.06461010847808e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.540352184170595e-26,7.213998162319153e-32,2.411318422434946e-25,2.5191739614447833e-28,2.516990929533322e-26,1.3738084709812823e-14,1.374e-14,2.4144559115991303e-25,2.6494605674570987e-14,2.65e-14
4.95,1.3247356242821522e-14,6.869061316888725e-15,2.1531521644564814e-30,7.583315704442209e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.388744446899296e-26,6.782429318037917e-32,2.2674113956282207e-25,2.3684673809021293e-28,2.3664214787589192e-26,1.373812263377745e-14,1.374e-14,2.270370792830755e-25,2.6494712485643044e-14,2.65e-14
4.96,1.3247408588504121e-14,6.869079902563395e-15,2.0311037331123165e-30,7.153297135320225e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.253288597625871e-26,6.397976759303797e-32,2.1388358434607476e-25,2.2342141064235482e-28,2.232290213302928e-26,1.373815980512679e-14,1.374e-14,2.1416358878883255e-25,2.6494817177008242e-14,2.65e-14
4.97,1.3247459897585336e-14,6.869098120186015e-15,1.9186330257175974e-30,6.757011858107166e-26,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.1284587353037573e-26,6.043694031010432e-32,2.0203465455740426e-25,2.110496328289357e-28,2.1086845616453684e-26,1.373819624037203e-14,1.374e-14,2.0229993057619015e-25,2.6494919795170673e-14,2.65e-14
