Time,auxin,TIR1,auxinTIR1,auxinTIR1VENUS,VENUS,kd,ka,mu,ld,lm,la,delta,lambda,TIR1T,alpha_tr,cell,auxin_TIR1association,auxin_TIR1dissociation,auxin_TIR1_VENUSassociation,auxin_TIR1_VENUSdissociation,auxin_TIR1_VENUSdissociationleadingtoubiquitination,auxinproduction,auxindecay,VENUSproduction,VENUSphotobleachingdecay
8.5,38.2464382385431,13.184014691076227,0.5385117175397836,4.7374735913845,36.01342222402915,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41448659817423583,0.17986291365828772,22.30269733479945,21.271256425316405,0.8290578784922875,30.5,30.21468620844905,0.486,0.11380241422793211
8.51,38.24694390395467,13.181669332058885,0.5388341028010623,4.739496565140565,36.00682898151487,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4144183424880709,0.1799705903355548,22.311963497310728,21.28033957748114,0.8294118988995989,30.5,30.215085684124194,0.486,0.113781579581587
8.52,38.24744734882048,13.17932573224232,0.5391564387201502,4.7415178290380435,36.000234118503776,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4143501161043261,0.18007825053253018,22.32122172348776,21.289415052380818,0.8297656200816576,30.5,30.21548340556818,0.486,0.11376073981447193
8.53,38.24794859062909,13.176983891175619,0.5394787253225977,4.743537383502301,35.99363763761222,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41428191921326935,0.18018589425774764,22.33047201533189,21.298482851925332,0.8301190421129027,30.5,30.215879386596985,0.486,0.1137398949348546
8.54,38.248447646761136,13.17464380840657,0.5398009626339296,4.745555228960019,35.98703954145427,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.414213752003804,0.18029352151973252,22.339714374845652,21.307542978030487,0.8304721650680034,30.5,30.2162736409413,0.486,0.11371904495099551
8.55,38.24894453449118,13.172305483481715,0.5401231506796426,4.747571365839164,35.98043983264183,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4141456146634924,0.1804011323270006,22.348948804032688,21.31659543261785,0.8308249890218536,30.5,30.216666182248034,0.486,0.11369818987114817
8.56,38.2494392709898,13.169968915946361,0.5404452894852001,4.7495857945689615,35.97383851378458,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4140775073785799,0.18050872668805684,22.358175304897568,21.325640217614637,0.8311775140495682,30.5,30.217057024081942,0.486,0.11367732970355927
8.57,38.24993187332544,13.167634105344627,0.5407673790760316,4.751598515579865,35.96723558749005,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4140094303340176,0.18061630461139455,22.36739387944574,21.334677334953593,0.8315297402264763,30.5,30.217446179927098,0.486,0.11365646445646857
8.58,38.250422358466466,13.165301051219467,0.5410894194775262,4.7536095293035325,35.96063105636363,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41394138371348693,0.18072386610549376,22.37660452968329,21.343706786572863,0.8318816676281181,30.5,30.21783366318851,0.486,0.11363559413810907
8.59,38.250910743283086,13.162969753112701,0.5414114107150317,4.755618836172793,35.95402492300856,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41387336769942185,0.18083141117882062,22.385807257616893,21.352728574415842,0.8322332963302388,30.5,30.21821948719364,0.486,0.11361471875670705
8.6,38.25139704454932,13.160640210565056,0.5417333528138495,4.757626436621623,35.94741719002602,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41380538247303345,0.18093893983982573,22.395002065253653,21.36174270043109,0.8325846264087841,30.5,30.218603665193964,0.486,0.11359383832048224
8.61,38.25188127894497,13.158312423116183,0.5420552457992318,4.759632331085114,35.94080786001508,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4137374282143323,0.18104645209694342,22.404188954600947,21.37074916657216,0.8329356579398949,30.5,30.218986210366527,0.486,0.11357295283764765
8.62,38.2523634630576,13.155986390304703,0.5423770896963783,4.761636519999449,35.93419693557277,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41366950510215317,0.18115394795859038,22.413367927666346,21.379747974797528,0.8332863909999035,30.5,30.219367135815503,0.486,0.11355206231640996
8.63,38.25284357106357,13.15366211097404,0.5426988848776882,4.7636390041488035,35.927584419077775,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4136016128347623,0.1812614275491479,22.422539000669893,21.388739128628128,0.8336368257260406,30.5,30.219746421140222,0.486,0.11353116676428578
8.64,38.25332158012474,13.151339584017068,0.5430206316902796,4.765639784293187,35.92097031292246,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4135337511444333,0.1813688909845534,22.43170218878857,21.397722631476412,0.8339869622513076,30.5,30.220124048298548,0.486,0.11351026618883496
8.65,38.25379757367026,13.149018810070228,0.5433423296085439,4.767638860321765,35.91435462004085,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4134659209670091,0.18147633808925367,22.440857471486417,21.406698482844725,0.8343368005563088,30.5,30.220500083199507,0.486,0.11348936059932907
8.66,38.25427156708783,13.146699788654356,0.5436639786644141,4.769636232681767,35.90773734301763,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4133981224673034,0.1815837688739143,22.45000485105298,21.415666684741137,0.8346863407193092,30.5,30.220874537999386,0.486,0.11346845000393571
8.67,38.254743575655645,13.14438251928897,0.5439855788899755,4.771631901821596,35.90111848443541,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41333035580877014,0.1816911833492518,22.459144329786174,21.424627239178967,0.8350355828187793,30.5,30.22124742476796,0.486,0.11344753441081588
8.68,38.25521361454403,13.14206700149228,0.5443071303174652,4.773625868190796,35.894498046874745,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41326262115352214,0.1817985815260334,22.46827590999229,21.433580148176674,0.8353845269333892,30.5,30.221618755489786,0.486,0.11342661382812419
8.69,38.255681698817035,13.139753234781233,0.5446286329792718,4.775618132240036,35.88787603291415,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41319491866235136,0.18190596341507678,22.477399593985943,21.442525413757764,0.8357331731420063,30.5,30.22198854206546,0.486,0.11340568826400872
8.7,38.25614784343397,13.137441218671531,0.5449500869079343,4.777608694421078,35.8812524451301,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41312724849474747,0.1820133290272501,22.486515384090055,21.451463037950642,0.8360815215236885,30.5,30.222356796312837,0.486,0.11338475772661112
8.71,38.25661206325105,13.135130952677645,0.5452714921361436,4.779597555186755,35.87462728609712,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4130596108089169,0.18212067837347196,22.495623282635915,21.46039302278853,0.8364295721576821,30.5,30.222723529968327,0.486,0.1133638222240669
8.72,38.257074373022945,13.132822436312862,0.5455928486967396,4.781584714990944,35.86800055838771,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41299200576180245,0.18222801146471104,22.50472329196305,21.469315370309342,0.8367773251234152,30.5,30.223088754688128,0.486,0.11334288176450517
8.73,38.25753478740442,13.130515669089288,0.545914156622713,4.783570174288547,35.86137226457246,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41292443350910213,0.18233532831198615,22.51381541441931,21.478230082555577,0.8371247805004958,30.5,30.223452482049492,0.486,0.11332193635604897
8.74,38.25799332095186,13.12821065051789,0.5462354159472038,4.785553933535455,35.854742407219966,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41285689420528837,0.1824426289263661,22.522899652360792,21.487137161574196,0.8374719383687046,30.5,30.22381472355197,0.486,0.1133009860068151
8.75,38.25844998812496,13.125907380108515,0.5465566267035014,4.787535993188535,35.84811098889698,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41278938800362763,0.18254991331896947,22.531976008151887,21.496036609416524,0.8378187988079936,30.5,30.22417549061872,0.486,0.11328003072491445
8.76,38.25890480328822,13.123605857369913,0.5468777889250436,4.7895163537055945,35.84147801216829,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41272191505619876,0.18265718150096458,22.541044484165184,21.504928428138122,0.838165361898479,30.5,30.224534794597695,0.486,0.1132590705184518
8.77,38.25935778071256,13.121306081809772,0.5471989026454172,4.791495015545364,35.83484347959686,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4126544755139122,0.18276443348356933,22.550105082781535,21.51381261979869,0.8385116277204387,30.5,30.224892646762925,0.486,0.11323810539552609
8.78,38.25980893457695,13.119008052934728,0.5475199678983568,4.793471979167471,35.82820739374379,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4125870695265294,0.18287166927805118,22.559157806390004,21.522689186461946,0.8388575963543073,30.5,30.225249058315793,0.486,0.11321713536423038
8.79,38.26025827897,13.1167117702504,0.5478409847177448,4.795447245032408,35.821569757168334,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41251969724268184,0.18297888889572678,22.568202657387857,21.531558130195513,0.8392032678806713,30.5,30.2256040403863,0.486,0.11319616043265193
8.8,38.260705827891464,13.114417233261426,0.5481619531376114,4.797420813601519,35.81493057242795,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4124523588098895,0.18308609234796222,22.57723963818056,21.54041945307082,0.8395486423802658,30.5,30.225957604034257,0.486,0.11317518060887231
8.81,38.26115159525397,13.112124441471462,0.5484828731921332,4.7993926853369615,35.808289842078295,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41238505437458095,0.1831932796461725,22.58626875118175,21.549273157162958,0.8398937199339682,30.5,30.226309760250636,0.486,0.11315419590096741
8.82,38.261595594884476,13.10983339438323,0.5488037449156337,4.801362860701693,35.80164756867327,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41231778408211067,0.18330045080182164,22.595289998813218,21.558119244550603,0.8402385006227963,30.5,30.226660519958738,0.486,0.11313320631700753
8.83,38.26203784052596,13.107544091498536,0.5491245683425827,4.803331340159441,35.795003754765006,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41225054807677974,0.18340760582642263,22.60430338350493,21.56695771731589,0.8405829845279021,30.5,30.227009894015513,0.486,0.11311221186505742
8.84,38.26247834583897,13.105256532318291,0.5494453435075961,4.805298124174674,35.78835840290391,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41218334650185356,0.18351474473153712,22.61330890769498,21.575788577544287,0.8409271717305679,30.5,30.22735789321279,0.486,0.11309121255317636
8.85,38.26291712440321,13.102970716342542,0.5497660704454352,4.807263213212583,35.78171151563871,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41211617949958124,0.18362186752877538,22.622306573829604,21.5846118273245,0.8412710623122021,30.5,30.227704528278537,0.486,0.11307020838941834
8.86,38.26335418971915,13.1006866430705,0.5500867491910064,4.809226607739056,35.77506309551641,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4120490472112147,0.18372897422979614,22.63129638436313,21.593427468748363,0.8416146563543347,30.5,30.228049809878133,0.486,0.11304919938183185
8.87,38.26378955520962,13.098404312000554,0.550407379779361,4.811188308220649,35.76841314508234,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4119819497770272,0.1838360648463066,22.640278341757988,21.602235503910713,0.8419579539386135,30.5,30.228393748615602,0.486,0.1130281855384602
8.88,38.26422323422136,13.096123722630308,0.5507279622456951,4.813148315124561,35.76176166688025,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41191488733633214,0.18394313939006218,22.649252448484745,21.61103593490928,0.8423009551467981,30.5,30.228736355034876,0.486,0.11300716686734158
8.89,38.26465524002668,13.093844874456602,0.551048496625348,4.815106628918615,35.75510866345218,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41184786002750223,0.18405019787286625,22.65821870702197,21.619828763844584,0.8426436600607576,30.5,30.229077639621075,0.486,0.11298614337650888
8.9,38.265085585824984,13.091567766975537,0.5513689829538038,4.817063250071224,35.74845413733862,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41178086798798813,0.18415724030657046,22.66717711985636,21.628613992819798,0.8429860687624642,30.5,30.22941761280174,0.486,0.11296511507399004
8.91,38.26551428474441,13.0892923996825,0.5516894212666892,4.819018179051376,35.74179809107846,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4117139113543372,0.1842642667030742,22.676127689482616,21.63739162394068,0.8433281813339908,30.5,30.22975628494809,0.486,0.11294408196780793
8.92,38.265941349843416,13.087018772072193,0.5520098115997744,4.820971416328599,35.73514052720901,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4116469902622126,0.18437127707432466,22.685070418403523,21.64616165931541,0.8436699978575048,30.5,30.230093666376302,0.486,0.11292304406598049
8.93,38.26636679411232,13.084746883638651,0.5523301539889717,4.822922962372946,35.72848144826607,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4115801048464114,0.18447827143231654,22.694005309129853,21.65492410105453,0.8440115184152654,30.5,30.230429767348735,0.486,0.11290200137652079
8.94,38.266790630474965,13.082476733875275,0.5526504484703361,4.824872817654958,35.72182085678391,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41151325524088395,0.18458524978909224,22.702932364180423,21.66367895127076,0.8443527430896176,30.5,30.230764598075222,0.486,0.11288095390743715
8.95,38.26721287179026,13.080208322274851,0.5529706950800645,4.826820982645652,35.71515875529526,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4114464415787522,0.18469221215674153,22.71185158608204,21.672426212078978,0.844693671962989,30.5,30.231098168714304,0.486,0.11285990166673303
8.96,38.26763353085379,13.077941648329588,0.5532908938544951,4.828767457816487,35.708495146331416,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41137966399232906,0.1847991585474014,22.7207629773695,21.681165885596027,0.8450343051178851,30.5,30.231430489374496,0.486,0.11283884466240728
8.97,38.26805262039941,13.075676711531122,0.5536110448301074,4.830712243639339,35.7018300324222,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4113129226131358,0.18490608897325586,22.729666540585583,21.689897973940635,0.8453746426368843,30.5,30.231761570115534,0.486,0.11281778290245416
8.98,38.268470110409034,13.073413510674266,0.5539311478360155,4.832655341490287,35.69516341532682,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4112462170912383,0.18501300337722917,22.73856226927305,21.698622483291388,0.8457146847608001,30.5,30.23209138722314,0.486,0.11279671639243274
8.99,38.26888598230349,13.071152044740842,0.5542512027573587,4.834596752502368,35.68849529701022,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4111795472056982,0.18511990172095782,22.747450159413493,21.707339418735636,0.8460544316879144,30.5,30.232419926019755,0.486,0.1127756451385523
9.0,38.269300308939584,13.068892314204422,0.5545712099241225,4.836536475872026,35.68182568108434,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41111291376488973,0.1852267841146569,22.75633022629965,21.716048776665396,0.8463938832776045,30.5,30.232747244062274,0.486,0.11275456915222652
9.01,38.26971310202161,13.066634318541633,0.5548911693694659,4.83847451208947,35.67515457005898,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.411046316888446,0.18533365056940163,22.76520247233894,21.724750559281723,0.8467330396156573,30.5,30.233073350597074,0.486,0.11273348844138638
9.02,38.270124373174696,13.064378057228259,0.555211081126564,4.840410861645748,35.6684819664421,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4109797566950225,0.1854405010962724,22.77406689994142,21.733444768789408,0.8470719007880059,30.5,30.233398254808012,0.486,0.11271240301395705
9.03,38.270534133946015,13.06212352973925,0.5555309452286058,4.842345525032716,35.66180787273991,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41091323330231183,0.18554733570635434,22.782923511519755,21.742131407396894,0.8474104668807252,30.5,30.233721965817352,0.486,0.11269131287785811
9.04,38.270942395806095,13.05987073554875,0.5558507617087918,4.8442785027430295,35.65513229145677,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41084674682705896,0.18565415441073646,22.791772309489083,21.750810477316204,0.8477487379800301,30.5,30.234044492686817,0.486,0.11267021804100341
9.05,38.27134917014999,13.057619674130114,0.5561705306003325,4.846209795270124,35.64845522509533,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4107802973850753,0.18576095722051106,22.800613296266985,21.75948198076286,0.8480867141722718,30.5,30.23436584441849,0.486,0.11264911851130126
9.06,38.27175446829854,13.055370344955929,0.5564902519364459,4.848139403108196,35.64177667615646,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41071388509125434,0.18586774414677293,22.809446474273376,21.768145919955803,0.8484243955439343,30.5,30.234686029955846,0.486,0.11262801429665442
9.07,38.272158301499644,13.05312274749803,0.5568099257503554,4.850067326752186,35.63509664713926,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4106475100595858,0.1859745152006187,22.818271845930397,21.776802297117317,0.8487617821816326,30.5,30.23500505818472,0.486,0.11260690540496006
9.08,38.27256068092945,13.050876881227524,0.5571295520752882,4.85199356669776,35.62841514054113,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4105811724031704,0.1860812703931463,22.82708941366241,21.785451114472945,0.8490988741721079,30.5,30.235322937934267,0.486,0.11258579184410997
9.09,38.272961617693646,13.048632745614805,0.5574491309444728,4.853918123441294,35.62173215885774,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4105148722342352,0.18618800973545394,22.83589917989583,21.79409237425141,0.8494356716022263,30.5,30.235639677977982,0.486,0.11256467362199046
9.1,38.273361122828646,13.046390340129582,0.5577686623911369,4.855840997479855,35.6150477045831,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4104486096641478,0.18629473323863974,22.84470114705912,21.80272607868455,0.8497721745589746,30.5,30.23595528703463,0.486,0.11254355074648259
9.11,38.27375920730288,13.044149664240885,0.5580881464485057,4.857762189311182,35.60836178020948,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41038238480343103,0.1864014409138009,22.853495317582656,21.81135223000721,0.8501083831294568,30.5,30.236269773769276,0.486,0.11252242322546195
9.12,38.274155882018015,13.0419107174171,0.5584075831497992,4.859681699433674,35.6016743882275,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4103161977617781,0.18650813277203296,22.862281693898655,21.819970830457198,0.8504442974008929,30.5,30.23658314679423,0.486,0.1125012910667989
9.13,38.27455115781018,13.039673499125978,0.5587269725282313,4.861599528346364,35.59498553112614,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4102500486480668,0.18661480882442927,22.871060278441153,21.828581882275177,0.8507799174606137,30.5,30.236895414670045,0.486,0.11248015427835861
9.14,38.27494504545123,13.03743800883466,0.5590463146170059,4.863515676548908,35.588295211392705,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4101839375703748,0.18672146908207998,22.8798310736458,21.837185387704597,0.8511152433960588,30.5,30.237206585906474,0.486,0.11245901286800095
9.15,38.27533755564999,13.035204246009691,0.5593656094493168,4.865430144541564,35.5816034315129,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41011786463599337,0.18682811355607182,22.888594081949933,21.845781348991625,0.8514502752947737,30.5,30.237516668963494,0.486,0.11243786684358077
9.16,38.27572869905346,13.03297221011705,0.5596848570583441,4.86734293282518,35.574910193970815,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4100518299514431,0.18693474225748696,22.897349305792382,21.85436976838506,0.8517850132444064,30.5,30.237825672252235,0.486,0.11241671621294778
9.17,38.2761184862481,13.030741900622159,0.5600040574772531,4.869254041901163,35.5682155012489,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40998583362248775,0.18704135519740256,22.906096747613418,21.862950648136223,0.8521194573327036,30.5,30.238133604136003,0.486,0.11239556098394653
9.18,38.27650692776104,13.028513316989903,0.5603232107391918,4.871163472271481,35.561519355828075,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.409919875754149,0.18714795238689005,22.914836409854725,21.87152399049895,0.8524536076475091,30.5,30.238440472931224,0.486,0.11237440116441672
9.19,38.27689403406132,13.02628645868466,0.5606423168772887,4.873071224438626,35.55482176018765,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4098539564507213,0.18725453383701443,22.92356829495924,21.880089797729433,0.8527874642767596,30.5,30.238746286908444,0.486,0.11235323676219297
9.2,38.27727981556116,13.024061325170312,0.5609613759246513,4.874977298905611,35.5481227168054,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4097880758157864,0.18736109955883357,22.93229240537114,21.888648072086195,0.8531210273084818,30.5,30.239051054293316,0.486,0.11233206778510507
9.21,38.277664282617174,13.021837915910268,0.5612803879143631,4.876881696175944,35.541422228157536,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.409722233952228,0.1874676495633973,22.94100874353569,21.897198815829988,0.8534542968307901,30.5,30.23935478326757,0.486,0.11231089424097782
9.22,38.27804744553161,13.019616230367479,0.5615993528794827,4.878784416753613,35.534720296718774,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40965643096224547,0.18757418386174723,22.949717311899285,21.905742031223724,0.8537872729318823,30.5,30.239657481969974,0.486,0.11228971613763133
9.23,38.278429314553605,13.017396268004466,0.5619182708530405,4.88068546114307,35.52801692496227,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4095906669473699,0.18768070246491553,22.95841811290921,21.914277720532386,0.8541199557000372,30.5,30.23995915849735,0.486,0.11226853348288078
9.24,38.27880989988043,13.01517802828333,0.5622371418680375,4.8825848298492085,35.521312115359734,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4095249420084772,0.18778720538392454,22.967111149013704,21.922805886022946,0.8544523452236115,30.5,30.24025982090554,0.486,0.11224734628453677
9.25,38.27918921165869,13.01296151066578,0.5625559659574433,4.884482523377354,35.51460587038133,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4094592562458036,0.18789369262978606,22.97579642266179,21.93132652996432,0.854784441591037,30.5,30.240559477210365,0.486,0.11222615455040501
9.26,38.279567259985626,13.010746714613148,0.5628747431541933,4.8863785422332375,35.507898192495816,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40939360975895955,0.18800016421350058,22.984473936303274,21.93983965462724,0.8551162448908165,30.5,30.240858135388645,0.486,0.11220495828828678
9.27,38.2799440549103,13.008533639586407,0.5631934734911869,4.888272886922984,35.501189084170434,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40932800264694447,0.18810662014605642,22.993143692388557,21.9483452622842,0.855447755211522,30.5,30.24115580337914,0.486,0.11218375750597857
9.28,38.28031960643489,13.006322285046203,0.5635121570012859,4.890165557953091,35.49447854787103,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4092624350081612,0.1882130604384295,23.001805693368674,21.956843355209383,0.8557789726417909,30.5,30.241452489083564,0.486,0.11216255221127247
9.29,38.280693924515845,13.004112650452852,0.5638307937173118,4.8920565558304165,35.487766586062,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40919690694043015,0.18831948510158217,23.010459941695135,21.965333935678572,0.8561098972703228,30.5,30.241748200367518,0.486,0.11214134241195593
9.3,38.28106701906524,13.00190473526638,0.5641493836720444,4.893945881062154,35.48105320120632,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4091314185410044,0.18842589414646282,23.019106439819897,21.973817005969075,0.856440529185877,30.5,30.24204294506154,0.486,0.11212012811581198
9.31,38.28143889995192,12.999698538946543,0.5644679268982187,4.89583353415582,35.474338395765585,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40906596990658356,0.18853228758400506,23.027745190195233,21.982292568359632,0.8567708684772684,30.5,30.24233673096202,0.486,0.11209890933061925
9.32,38.28180957700279,12.997494060952823,0.5647864234285239,4.897719515619234,35.467622172199995,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40900056113332817,0.188638665425127,23.036376195273704,21.99076062513036,0.8571009152333658,30.5,30.242629565832207,0.486,0.11207768606415199
9.33,38.28217898614151,12.995291299521021,0.565104873332249,4.899603827147312,35.46090453201104,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40893519148936586,0.1887450276929712,23.044999458380435,21.999221183891432,0.8574306697507796,30.5,30.242921399051795,0.486,0.11205645832115489
9.34,38.28254709900959,12.993090253478993,0.5654232766608909,4.901486469860697,35.454185477162305,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40886986064338443,0.18885137440473757,23.05361498241609,22.007674249674533,0.857760132225622,30.5,30.243212208217578,0.486,0.11203522610783288
9.35,38.28291402016677,12.990890923856691,0.5657416333999253,4.903367442743964,35.447465011339304,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40880456975293067,0.18895770555557506,23.06222276871207,22.0161198179204,0.8580893024801938,30.5,30.24350207593175,0.486,0.1120139894358322
