A_1_task1,C1_2_task1,C2_3_task1,M_4_task1,T_5_task1,_1_task1
1657838.07231107,1939989.157043089,507890.2335796392,1682876.6730791258,93282.90077213722,150.75
1657382.4893890724,1940396.5076456333,508014.899141549,1683178.006279492,93255.90892998136,151.0
1656930.2330250628,1940801.0896565518,508138.7369964988,1683477.251156835,93229.11364024527,151.25
1656481.2799160006,1941202.9195676653,508261.75180241704,1683774.420770825,93202.51353327553,151.5
1656035.6069070923,1941602.0137986615,508383.94819906034,1684069.5281157745,93176.10724805221,151.75
1655593.1909909167,1941998.388696686,508505.33080782864,1684362.5861203736,93149.89343213964,152.0
1655154.009306547,1942392.0605359315,508625.90423158027,1684653.6076474243,93123.87074163723,152.25
1654718.0397947575,1942783.0499317423,508745.67511331046,1684942.6044823786,93098.03787333249,152.5
1654285.2594468591,1943171.3700632052,508864.64664335095,1685229.590030738,93072.39347874318,152.75
1653855.645790986,1943557.0366792695,508982.8232260809,1685514.5770256706,93046.93623706183,153.0
1653429.1765610608,1943940.0658768346,509100.20944366656,1685797.57803661,93021.6648389017,153.25
1653005.8296340967,1944320.4736843617,509216.80986187037,1686078.6055642737,92996.57798321304,153.5
1652585.5830293444,1944698.2760616217,509332.62902994023,1686357.6720403624,92971.67437723513,153.75
1652168.4149074403,1945073.4888994428,509447.6714804978,1686634.78982726,92946.9527364483,154.0
1651754.3035695527,1945446.128019458,509561.94172942766,1686909.9712177315,92922.41178452573,154.25
1651343.22745653,1945816.2091738519,509675.4442757657,1687183.2284346228,92898.05025328563,154.5
1650935.1651480475,1946183.74804511,509788.183601588,1687454.5736305593,92873.86688264305,154.75
1650530.095361755,1946548.7602457649,509900.1641718998,1687724.0188876453,92849.86042056188,155.0
1650127.9969524238,1946911.2613181444,510011.3904345238,1687991.5762171627,92826.02962300686,155.25
1649728.848911095,1947271.2667341188,510121.86681998946,1688257.25755927,92802.3732538955,155.5
1649332.6303642248,1947628.7918948487,510231.5977414213,1688521.0747827017,92778.89008505006,155.75
1648939.3205728345,1947983.8521305325,510340.58759442787,1688783.0396844673,92755.57889614954,156.0
1648548.8989316556,1948336.4627001542,510448.8407569904,1689043.16398955,92732.4384746816,156.25
1648161.3449682782,1948686.6387912307,510556.3615893517,1689301.459350606,92709.46761589455,156.5
1647776.6383422979,1949034.3955195595,510663.1544339049,1689557.9373476633,92686.66512274934,156.75
1647394.7588444634,1949379.7479289663,510769.223615082,1689812.6094878213,92664.02980587147,157.0
1647015.6872487844,1949722.7105672287,510874.57358820987,1690065.4915648398,92641.5605284555,157.25
1646639.403727615,1950063.2982729222,510979.20866274706,1690316.5955619277,92619.25612273409,157.5
1646265.8878585696,1950401.526171308,511083.1330035286,1690565.9296911526,92597.1153903394,157.75
1645895.119987195,1950737.4089965643,511186.3508687913,1690813.505362769,92575.1371741152,158.0
1645527.0805880947,1951070.9614085588,511288.86649863306,1691059.3339236712,92553.3203244438,158.25
1645161.7502641275,1951402.19799257,511390.6841149107,1691303.4266573628,92531.66369920089,158.5
1644799.1097456093,1951731.1332590093,511491.80792113836,1691545.7947839233,92510.1661637102,158.75
1644439.1398895106,1952057.7816431422,511592.24210238486,1691786.4494599747,92488.82659069826,159.0
1644081.8216786582,1952382.157504809,511691.99082517205,1692025.40177865,92467.64386024911,159.25
1643727.136220934,1952704.2751281476,511791.0582373725,1692262.6627695605,92446.6168597591,159.5
1643375.0647484756,1953024.1487213138,511889.44846810744,1692498.243398762,92425.74448389154,159.75
1643025.588616875,1953341.7924162038,511987.1656276448,1692732.1545687246,92405.02563453147,160.0
1642678.6893043793,1953657.2202681755,512084.2138072972,1692964.4071182976,92384.4592207404,160.25
1642334.348411091,1953970.4462557686,512180.5970793195,1693195.0118226786,92364.04415871104,160.5
1641992.547658166,1954281.4842804288,512276.31949680706,1693423.9793933802,92343.77937172202,160.75
1641653.2688870155,1954590.3481662266,512371.3850935936,1693651.3204781972,92323.66379009264,161.0
1641316.4940585047,1954897.05165958,512465.79788414924,1693877.0456611752,92303.69635113758,161.25
1640982.2052521529,1955201.6084289765,512559.561863478,1694101.1654625766,92283.87599912165,161.5
1640650.384665333,1955504.0320646933,512652.6810070161,1694323.6903388486,92264.20168521455,161.75
1640321.0148675484,1955804.3367989531,512745.1593415934,1694544.6317591767,92244.67238043148,162.0
1639994.079330768,1956102.5390057703,512837.0010933036,1694764.0044471787,92225.28710262818,162.25
1639669.5596327458,1956398.6493040528,512928.20990847953,1694981.8145804838,92206.04477411699,162.5
1639347.4384688465,1956692.6810661156,513018.78969289834,1695198.0725058937,92186.94437499471,162.75
1639027.6986502456,1956984.6475901995,513108.7443328041,1695412.7885144923,92167.98489213633,163.0
1638710.3231031753,1957274.5621003266,513198.0776948193,1695625.9728418144,92149.16531915216,163.25
1638395.2948681742,1957562.4377461586,513286.79362585576,1695837.6356680163,92130.48465634498,163.5
1638082.5970993333,1957848.2876028519,513374.89595302596,1696047.787118044,92111.94191066729,163.75
1637772.213063545,1958132.1246709146,513462.38848355453,1696256.4372618033,92093.53609567837,164.0
1637464.12613975,1958413.961876064,513549.2750046891,1696463.5961143284,92075.26623150156,164.25
1637158.319818185,1958693.8120690822,513635.559283612,1696669.2736359523,92057.13134478134,164.5
1636854.7776996305,1958971.688025673,513721.24506735115,1696873.4797324752,92039.13046864056,164.75
1636553.4834946592,1959247.6024463184,513806.33608269156,1697076.2242553344,92021.26264263754,165.0
1636254.4210228822,1959521.5679561363,513890.8360360864,1697277.5170017735,92003.5269127233,165.25
1635957.5742121977,1959793.5971047352,513974.74861356826,1697477.3677150116,91985.92233119876,165.5
1635662.9270980386,1960063.7023660727,514058.0774806607,1697675.786084413,91968.44795667178,165.75
1635370.46382262,1960331.8961383107,514140.8262822891,1697872.7817456562,91951.10285401445,166.0
1635080.1686341867,1960598.190743673,514222.9986426921,1698068.3642809035,91933.88609432022,166.25
1634792.0258862611,1960862.5984283013,514304.598165333,1698262.5432189703,91916.79675486105,166.5
1634506.0200368909,1961125.1313621125,514385.62843281066,1698455.3280354945,91899.8339190446,166.75
1634222.137626046,1961385.8122151098,514466.0956564393,1698646.7265030313,91882.99677913566,167.0
1633940.3621544275,1961644.6467800885,514546.0018174942,1698836.7489624398,91866.28437020806,167.25
1633660.678042792,1961901.6451456074,514625.34997152106,1699025.4050197508,91849.69577582665,167.5
1633383.0701935433,1962156.819355846,514704.1436620187,1699212.7039114102,91833.23010526829,167.75
1633107.5236106138,1962410.1813821353,514782.3864122034,1699398.6548208932,91816.88647377117,168.0
1632834.023398695,1962661.7431227213,514860.0817248971,1699583.2668788906,91800.66400249106,168.25
1632562.554762469,1962911.5164025268,514937.2330824145,1699766.549163491,91784.56181845756,168.5
1632293.1030058356,1963159.5129729134,515013.84394645103,1699948.510700366,91768.5790545303,168.75
1632025.6535311462,1963405.7445114455,515089.91775797063,1700129.1604629536,91752.71484935532,169.0
1631760.1918384307,1963650.2226216511,515165.45793709304,1700308.507372643,91736.96834732119,169.25
1631496.7035246287,1963892.958832785,515240.4678829819,1700486.5602989579,91721.33869851533,169.5
1631235.1742828202,1964133.9645995914,515314.95097373193,1700663.3280597401,91705.8250586803,169.75
1630975.5899014545,1964373.2513020667,515388.9105662572,1700838.8194213351,91690.42658916996,170.0
1630717.9362635813,1964610.8302452206,515462.34999617824,1701013.0430987754,91675.1424569058,170.25
1630462.19934608,1964846.7126588402,515535.27257771,1701186.0077559634,91659.97183433316,170.5
1630208.36521889,1965080.9096972516,515607.68160354946,1701357.7220058576,91644.9138993775,170.75
1629956.4200442408,1965313.4324390828,515679.5803447633,1701528.1944106547,91629.96783540063,171.0
1629706.3500758826,1965544.2918870256,515750.97205067554,1701697.4334819748,91615.132831157,171.25
1629458.1416583154,1965773.4989675982,515821.85994875524,1701865.447681045,91600.40808074994,171.5
1629211.7812260196,1966001.0645309088,515892.24724450416,1702032.2454188834,91585.79278358791,171.75
1628967.2553026858,1966226.9993504165,515962.13712134445,1702197.8350564837,91571.28614434072,172.0
1628724.5505004458,1966451.3141226943,516031.5327405062,1702362.2249049984,91556.88737289584,172.25
1628483.6535191007,1966674.0194671925,516100.4372409154,1702525.4232259237,91542.59568431466,172.5
1628244.5511453536,1966895.1259259998,516168.8537390811,1702687.4382312826,91528.41029878866,172.75
1628007.2302520373,1967114.6439636068,516236.7853289837,1702848.2780838097,91514.33044159577,173.0
1627771.6777973454,1967332.5839666678,516304.235081962,1703007.9508971348,91500.35534305654,173.25
1627537.8808240627,1967548.9562437634,516371.20604660147,1703166.4647359678,91486.48423849045,173.5
1627305.8264587945,1967763.7710251638,516437.7012486214,1703323.827616281,91472.71636817214,173.75
1627075.5019111973,1967977.03846259,516503.7236907629,1703480.0475054954,91459.05097728767,174.0
1626846.8961282747,1968188.7743414384,516569.2782577353,1703635.1317926943,91445.48740295872,174.25
1626620.0031439734,1968399.011644331,516634.3755725328,1703789.0862159883,91432.02525045145,174.5
1626394.8035270902,1968607.7365209863,516699.01064287743,1703941.920803015,91418.66341720418,174.75
1626171.2849126165,1968814.9591545695,516763.18649453355,1704093.6432965386,91405.40117291556,175.0
1625949.435018281,1969020.689660721,516826.90613379766,1704244.2613905584,91392.23779216295,175.25
1625729.241643825,1969224.9380874648,516890.17254743516,1704393.782730479,91379.17255436108,175.5
1625510.6926702748,1969427.7144151186,516952.98870261724,1704542.2149132804,91366.20474372045,175.75
1625293.776059213,1969629.028556205,517015.35754685785,1704689.5654876889,91353.33364920583,176.0
1625078.479852053,1969828.8903553612,517077.2820079507,1704835.8419543472,91340.55856449487,176.25
1624864.792169312,1970027.3095892482,517138.7649939058,1704981.0517659844,91327.87878793647,176.5
1624652.7012098818,1970224.295966462,517199.8093928868,1705125.2023275867,91315.29362250936,176.75
1624442.1952503037,1970419.8591274437,517260.4180731476,1705268.3009965678,91302.80237578064,177.0
1624233.2626440406,1970614.008644389,517320.59388296935,1705410.3550829394,91290.40435986417,177.25
1624025.89182075,1970806.7540211584,517380.3396505974,1705551.3718494806,91278.0988913792,177.5
1623820.0712855563,1970998.104693188,517439.6581841782,1705691.3585119094,91265.88529140875,177.75
1623615.7896183243,1971188.0700273986,517498.552271696,1705830.3222390525,91253.76288545824,178.0
1623413.0354729316,1971376.6593221067,517557.02468090993,1705968.2701530156,91241.73100341391,178.25
1623211.7975765418,1971563.881806934,517615.078159291,1706105.2093293543,91229.78897950132,178.5
1623012.064728877,1971749.7466427179,517672.7154339589,1706241.1467972435,91217.93615224394,178.75
1622813.825801491,1971934.2629214216,517729.9392116188,1706376.0895396485,91206.17186442156,179.0
1622617.069737042,1972117.439666044,517786.7521784983,1706510.0444934948,91194.49546302883,179.25
1622421.785548565,1972299.2858305299,517843.15700028447,1706643.0185498395,91182.90629923376,179.5
1622227.962318745,1972479.81029968,517899.15632206056,1706775.01855404,91171.40372833627,179.75
1622035.5891991905,1972659.0218890617,517954.7527682432,1706906.0513059257,91159.9871097266,180.0
1621844.6554097054,1972836.9293449176,518009.9489425188,1707036.123559968,91148.65580684392,180.25
1621655.1502375614,1973013.541344078,518064.747427781,1707165.2420254508,91137.40918713475,180.5
1621467.0630367727,1973188.8664938686,518119.1507860673,1707293.4133666395,91126.24662201149,180.75
1621280.3832273672,1973362.913332022,518173.16155849583,1707420.6442029534,91115.16748681097,181.0
1621095.10029466,1973535.6903265882,518226.7822652026,1707546.9411091348,91104.17116075287,181.25
1620911.203788526,1973707.2058758428,518280.01540527807,1707672.3106154199,91093.25702689831,181.5
1620728.6923829995,1973877.4877607943,518332.8704170714,1707796.7613677846,91082.42495613235,181.75
1620547.5564381098,1974046.5457067718,518385.350282256,1707920.2999708492,91071.67437557344,182.0
1620367.778511239,1974214.3724827908,518437.4519191644,1708042.931110134,91061.00429588865,182.25
1620189.3485796961,1974380.9765860094,518489.1778776397,1708164.6611816247,91050.41412451696,182.5
1620012.2566882349,1974546.3664573643,518540.5306911742,1708285.4965392065,91039.90327287963,182.75
1619836.4929484301,1974710.550481701,518591.5128769246,1708405.4434948592,91029.47115634421,183.0
1619662.0475380523,1974873.5369879028,518642.1269357273,1708524.5083188529,91019.11719418848,183.25
1619488.9107004425,1975035.334249021,518692.3753521144,1708642.6972399417,91008.84080956446,183.5
1619317.0727438873,1975195.9504824043,518742.2605943286,1708760.0164455585,90998.6414294623,183.75
1619146.5240409954,1975355.393849829,518791.7851143389,1708876.4720820102,90988.51848467434,184.0
1618977.2550280706,1975513.672457628,518840.9513478564,1708992.070254672,90978.471409759,184.25
1618809.2562044882,1975670.7943568206,518889.761714349,1709106.817028183,90968.49964300485,184.5
1618642.5181320703,1975826.7675432435,518938.21861705766,1709220.7184266392,90958.60262639442,184.75
1618477.0314344598,1975981.599957678,518986.3244430115,1709333.78043379,90948.77980556831,185.0
1618312.7867964965,1976135.2994859822,519034.08156304323,1709446.0089932322,90939.03062978912,185.25
1618149.7749635922,1976287.8739592193,519081.4923318048,1709557.4100086042,90929.35455190537,185.5
1617987.9867411049,1976439.3311537874,519128.55908778275,1709667.989343782,90919.75102831553,185.75
1617827.4129937151,1976589.6787915498,519175.28415331367,1709777.7528230727,90910.21951893195,186.0
1617668.0446448,1976738.924539964,519221.6698345997,1709886.7062314101,90900.75948714484,186.25
1617509.8726758088,1976887.076012212,519267.7184217242,1709994.8553145486,90891.37039978623,186.5
1617352.8881256387,1977034.1407673296,519313.43218866683,1710102.205779259,90882.05172709397,186.75
1617197.0820900085,1977180.1263103362,519358.81339331943,1710208.763293522,90872.80294267567,187.0
1617042.445720835,1977325.0400923644,519403.86427750107,1710314.533486724,90863.62352347263,187.25
1616888.970225607,1977468.8895107901,519448.5870669739,1710419.5219498512,90854.51294972391,187.5
1616736.646866762,1977611.6819093619,519492.9839714585,1710523.7342356844,90845.4707049302,187.75
1616585.4669610595,1977753.4245783302,519537.0571846493,1710627.1758589942,90836.49627581782,188.0
1616435.4218789577,1977894.1247545786,519580.8088842299,1710729.8522967354,90827.58915230272,188.25
1616286.5030439866,1978033.7896217515,519624.241231889,1710831.7689882412,90818.74882745444,188.5
1616138.7019321262,1978172.4263103853,519667.3563733354,1710932.9313354185,90809.97479746,188.75
1615992.0100711782,1978310.0418980378,519710.1564383138,1711033.3447029432,90801.26656158798,189.0
1615846.4354242336,1978446.6602189883,519752.64993740455,1711133.0182155715,90792.62452327764,189.25
1615701.9577449493,1978582.2760609011,519794.8343317963,1711231.95441178,90784.04753467678,189.5
1615558.5669791908,1978716.8945644964,519836.71102656773,1711330.158143931,90775.53500873114,189.75
1615416.255044589,1978850.5227903998,519878.28216146753,1711427.6346734734,90767.08646705812,190.0
1615275.0139144498,1978983.1677540648,519919.5498630813,1711524.389227214,90758.70143456016,190.25
1615134.8356172414,1979114.836426016,519960.5162448907,1711620.426997539,90750.37943939489,190.5
1614995.7122360822,1979245.5357320954,520001.1834073328,1711715.7531426353,90742.12001294528,190.75
1614857.6359082272,1979375.2725537065,520041.5534378595,1711810.372786711,90733.92268978972,191.0
1614720.5988245567,1979504.053728059,520081.6284109966,1711904.2910202153,90725.78700767225,191.25
1614584.5932290617,1979631.886048414,520121.41038840293,1711997.5129000607,90717.7125074726,191.5
1614449.6114183331,1979758.7762643287,520160.90141893027,1712090.0434498421,90709.69873317647,191.75
1614315.645741048,1979884.731081901,520200.1035386818,1712181.8876600591,90701.74523184546,192.0
1614182.6885974566,1980009.7571640143,520239.01877107203,1712273.0504883355,90693.8515535874,192.25
1614050.7324388707,1980133.8611305826,520277.64912688575,1712363.5368596404,90686.01725152641,192.5
1613919.7697671503,1980257.0495587955,520315.9966043373,1712453.3516665096,90678.24188177302,192.75
1613789.7931341906,1980379.328983362,520354.06318913,1712542.499769265,90670.52500339437,193.0
1613660.7951414103,1980500.7058967564,520391.8508545154,1712630.985996237,90662.86617838427,193.25
1613532.768439238,1980621.1867494625,520429.3615613523,1712718.8151439838,90655.2649716334,193.5
1613405.7057265996,1980740.7779502184,520466.5972581666,1712805.9919775126,90647.72095089944,193.75
1613279.5997504063,1980859.485866262,520503.55988120975,1712892.5212305007,90640.23368677718,194.0
1613154.4433050414,1980977.3168235752,520540.2513545188,1712978.4076055156,90632.8027526687,194.25
1613030.2292318472,1981094.2771071282,520576.67358997534,1713063.6557742362,90625.42772475343,194.5
1612906.9504186134,1981210.372961125,520612.8284873647,1713148.270377674,90618.10818195845,194.75
1612784.599799063,1981325.6105892493,520648.7179344353,1713232.2560263919,90610.8437059284,195.0
1612663.1703523414,1981439.9961549062,520684.34380695806,1713315.6173007276,90603.63388099584,195.25
1612542.6551025016,1981553.5357814708,520719.70796878554,1713398.3587510122,90596.47829415124,195.5
1612423.0471179937,1981666.2355525298,520754.8122719111,1713480.484897792,90589.37653501317,195.75
1612304.33951115,1981778.101512128,520789.65855652856,1713562.000232049,90582.32819579847,196.0
1612186.5254376743,1981889.1396650132,520824.248651091,1713642.9092154214,90575.33287129232,196.25
1612069.6013553194,1981999.3557696948,520858.5844337292,1713723.2156486078,90568.39034569096,196.5
1611953.568611807,1982108.7552377137,520892.66786221496,1713802.9223636591,90561.5006836478,196.75
1611838.41114749,1982217.3445512846,520926.5005542525,1713882.0355465936,90554.66295180892,197.0
1611724.122426863,1982325.1295514854,520960.0842945695,1713960.5595166578,90547.87676298656,197.25
1611610.6959604877,1982432.116040987,520993.42085654876,1714038.4985638391,90541.14173271364,197.5
1611498.125304565,1982538.3097842913,521026.5120022888,1714115.8569490695,90534.45747921875,197.75
1611386.4040605081,1982643.7165079713,521059.35948266456,1714192.6389044293,90527.82362340117,198.0
1611275.5258745158,1982748.3419009103,521091.9650373889,1714268.848633352,90521.23978880601,198.25
1611165.4844371444,1982852.1916145415,521124.330395073,1714344.490310828,90514.7056015991,198.5
1611056.2734828813,1982955.271263087,521156.4572732871,1714419.5680836095,90508.22069054218,198.75
1610947.8867897168,1983057.5864237975,521188.34737862204,1714494.086070413,90501.78468696783,199.0
1610840.3181787182,1983159.1426371913,521220.0024067495,1714568.048362126,90495.39722475458,199.25
1610733.5615136016,1983259.9454072944,521251.4240424832,1714641.4590220086,90489.05794030188,199.5
1610627.6107003046,1983360.0002018786,521282.61395983974,1714714.3220858993,90482.76647250522,199.75
1610522.45968656,1983459.3124527023,521313.5738220994,1714786.6415624183,90476.52246273111,200.0
1610418.102461468,1983557.8875557492,521344.3052818672,1714858.4214331724,90470.32555479214,200.25
1610314.5330550682,1983655.7308714672,521374.8099811336,1714929.6656529587,90464.17539492203,200.5
1610211.745537914,1983752.8477250086,521405.0895513355,1715000.3781499686,90458.07163175063,200.75
1610109.7340206446,1983849.2434064692,521435.14561341703,1715070.5628259922,90452.01391627903,201.0
1610008.492653557,1983944.9231711274,521464.97977789055,1715140.223556623,90446.00190185451,201.25
1609908.0156261807,1984039.8922396842,521494.59364489745,1715209.3641914611,90440.03524414566,201.5
1609808.297166848,1984134.1557985018,521523.98880426906,1715277.9885543177,90434.1136011174,201.75
1609709.331542269,1984227.7189998433,521553.16683558765,1715346.1004434193,90428.23663300594,202.0
1609611.1130571037,1984320.5869621122,521582.12930824695,1715413.7036316122,90422.40400229397,202.25
1609513.6360535335,1984412.7647700917,521610.8777815136,1715480.8018665663,90416.61537368556,202.5
1609416.8949108361,1984504.2574751843,521639.41380458744,1715547.3988709794,90410.87041408128,202.75
1609320.8840449566,1984595.0700956502,521667.73891666293,1715613.498342781,90405.16879255319,203.0
1609225.5979080813,1984685.2076168484,521695.85464698955,1715679.103955337,90399.51018031994,203.25
1609131.0309882099,1984774.674991474,521723.7625149331,1715744.2193576538,90393.89425072174,203.5
1609037.1778087288,1984863.4771397996,521751.4640300364,1715808.8481745818,90388.32067919547,203.75
1608944.0387111015,1984951.6157850577,521778.95982755016,1715872.991805443,90382.78948248325,204.0
1608851.6075117488,1985039.096208313,521806.2515136279,1715936.6541229798,90377.30029459394,204.25
1608759.875290248,1985125.9251753483,521833.34109901736,1715999.8400312632,90371.8525890163,204.5
1608668.8368074326,1985212.1074243146,521860.2300396031,1716062.5530224282,90366.44605520027,204.75
1608578.4868611104,1985297.6476600983,521886.91978119436,1716124.7965640575,90361.08038478602,205.0
1608488.820285697,1985382.5505545281,521913.41175957705,1716186.5740993624,90355.75527158263,205.25
1608399.8319518478,1985466.8207465801,521939.70740056544,1716247.8890473642,90350.4704115466,205.5
1608311.5167660923,1985550.4628425858,521965.80812005437,1716308.7448030757,90345.22550276041,205.75
1608223.8696704656,1985633.481416437,521991.7153240708,1716369.1447376818,90340.02024541114,206.0
1608136.885642143,1985715.8810097938,522017.4304088259,1716429.0921987218,90334.85434176897,206.25
1608050.5596930715,1985797.6661322897,522042.95476076694,1716488.5905102699,90329.72749616583,206.5
1607964.886869603,1985878.841261739,522068.28975662903,1716547.6429731157,90324.63941497388,206.75
1607879.8622521288,1985959.410844342,522093.43676348723,1716606.2528649478,90319.58980658416,207.0
1607795.48095471,1986039.3792948935,522118.3971388082,1716664.4234405325,90314.57838138513,207.25
1607711.7381247121,1986118.7509969873,522143.1722305023,1716722.1579318969,90309.60485174123,207.5
1607628.6289424386,1986197.5303032233,522167.7633769753,1716779.4595485087,90304.66893197142,207.75
1607546.1486207622,1986275.7215354145,522192.1719071805,1716836.331477459,90299.77033832784,208.0
1607464.2924047583,1986353.3289847926,522216.39914067043,1716892.776883642,90294.9087889743,208.25
1607383.0555713393,1986430.3569122148,522240.4463876486,1716948.7989099373,90290.08400396486,208.5
1607302.4334288854,1986506.80954837,522264.31494902185,1717004.4006773906,90285.29570522242,208.75
1607222.4213168796,1986582.6910939862,522288.0061164518,1717059.5852853958,90280.54361651732,209.0
1607143.014605539,1986658.0057200356,522311.52117240697,1717114.355811875,90275.82746344579,209.25
1607064.2086954487,1986732.7575679417,522334.8613902146,1717168.715313461,90271.1469734087,209.5
1606985.9990171948,1986806.950749786,522358.0280341125,1717222.6668256768,90266.50187558997,209.75
1606908.381030997,1986880.5893485139,522381.022359301,1717276.2133631192,90261.8919009352,210.0
1606831.3502263413,1986953.6774181414,522403.8456119949,1717329.3579196385,90257.31678213028,210.25
1606754.9021216137,1987026.2189839615,522426.4990294752,1717382.1034685199,90252.77625357987,210.5
1606679.032263733,1987098.2180427508,522448.98384014115,1717434.4529626651,90248.27005138606,210.75
1606603.7362277827,1987169.6785629757,522471.30126356194,1717486.4093347734,90243.79791332688,211.0
1606529.0096166458,1987240.604484999,522493.4525105288,1717537.9754975229,90239.35957883489,211.25
1606454.856398649,1987310.9993319074,522515.43895979796,1717589.1531484441,90234.95526742852,211.5
1606381.2655291688,1987380.867301454,522537.26166273776,1717639.946121492,90230.5843372101,211.75
1606308.2323757855,1987450.2122657096,522558.9217974099,1717690.35731574,90226.246514286,212.0
1606235.7527385203,1987519.0380505014,522580.42054191115,1717740.389552748,90221.9415496349,212.25
1606163.8224466646,1987587.3484544314,522601.75906589004,1717790.0456344862,90217.6691959726,212.5
1606092.4373584671,1987655.147249079,522622.93853059947,1717839.3283435097,90213.42920773372,212.75
1606021.5933608194,1987722.4381792063,522643.96008894994,1717888.2404431312,90209.22134105326,213.0
1605951.2863689414,1987789.224962961,522664.8248855624,1717936.7846775963,90205.04535374822,213.25
1605881.512326069,1987855.5112920806,522685.5340568215,1717984.9637722557,90200.90100529928,213.5
1605812.2672031384,1987921.300832097,522706.08873092814,1718032.7804337388,90196.78805683233,213.75
1605743.5469984738,1987986.5972225394,522726.4900279532,1718080.237350129,90192.70627110016,214.0
1605675.3477374723,1988051.404077139,522746.7390598898,1718127.337191135,90188.65541246402,214.25
1605607.6654722905,1988115.724984033,522766.836930707,1718174.0826082658,90184.63524687532,214.5
1605540.4962815312,1988179.563505968,522786.78473640216,1718220.476235005,90180.64554185716,214.75
1605473.836269928,1988242.9231805045,522806.58356505446,1718266.5206869824,90176.686066486,215.0
1605407.6815680328,1988305.8075202208,522826.2344968778,1718312.2185621497,90172.75659137325,215.25
1605342.0283319012,1988368.2200129165,522845.73860427365,1718357.5724409525,90168.85688864696,215.5
1605276.8727427784,1988430.1641218166,522865.09695188416,1718402.5848865053,90164.9867319333,215.75
1605212.2110067864,1988491.6432857765,522884.31059664517,1718447.258444764,90161.14589633833,216.0
1605148.039354609,1988552.6609194842,522903.38058783935,1718491.5956447006,90157.33415842951,216.25
1605084.354041178,1988613.2204136653,522922.30796714907,1718535.5989984756,90153.5512962174,216.5
1605021.1513453596,1988673.3251352874,522941.0937687093,1718579.271001613,90149.79708913718,216.75
1604958.4275696408,1988732.9784277629,522959.739019161,1718622.6141331727,90146.0713180304,217.0
1604896.1790398147,1988792.1836111534,522978.2447377037,1718665.630855925,90142.37376512645,217.25
1604834.4021046676,1988850.9439823746,522996.61193614895,1718708.3236165238,90138.7042140243,217.5
1604773.0931356638,1988909.2628153986,523014.84161897295,1718750.6948456804,90135.06244967408,217.75
1604712.248526633,1988967.1433614593,523032.9347833697,1718792.746958337,90131.44825835864,218.0
1604651.8646934554,1989024.5888492551,523050.89241930423,1718834.4823538407,90127.86142767528,218.25
1604591.9380737487,1989081.6024851543,523068.7155095653,1718875.903416117,90124.30174651726,218.5
1604532.4677777078,1989138.187557879,523086.40526776266,1718917.0116991806,90120.7691557201,218.75
1604473.4544918763,1989194.3473955188,523103.9630400205,1718957.808264071,90117.26368576256,219.0
1604414.8891699922,1989250.0849200606,523121.3892900491,1718998.297154066,90113.78481406887,219.25
1604356.7684242425,1989305.4032541646,523138.6849806087,1719038.480665251,90110.33233969047,219.5
1604299.0888903765,1989360.3054993148,523155.8510678532,1719078.3610781145,90106.90606307579,219.75
1604241.8472274474,1989414.7947360238,523172.888501388,1719117.9406577053,90103.50578605504,220.0
1604185.040117553,1989468.8740240387,523189.7982243282,1719157.221653788,90100.13131182497,220.25
1604128.6642655765,1989522.5464025482,523206.5811733563,1719196.2063010011,90096.78244493362,220.5
1604072.716398929,1989575.8148903884,523223.23827878013,1719234.8968190136,90093.45899126501,220.75
1604017.193267289,1989628.6824862482,523239.7704645912,1719273.2954126806,90090.16075802401,221.0
1603962.0916423458,1989681.1521688763,523256.17864852236,1719311.404272201,90086.88755372095,221.25
1603907.4083175382,1989733.2268972872,523272.46374210576,1719349.2255732738,90083.63918815649,221.5
1603853.140107798,1989784.909610967,523288.6266507308,1719386.761477255,90080.41547240631,221.75
1603799.283849289,1989836.2032300795,523304.6682737024,1719424.0141313144,90077.21621880586,222.0
1603745.8363991505,1989887.110655673,523320.5895042984,1719460.9856685912,90074.04124093514,222.25
1603692.794635237,1989937.6347698858,523336.39122982806,1719497.6782083525,90070.89035360342,222.5
1603640.1554558598,1989987.7784361523,523352.07433168986,1719534.093856149,90067.76337283402,222.75
1603587.915779528,1990037.5444994092,523367.6396854292,1719570.234703971,90064.66011584902,223.0
1603536.0725446902,1990086.9357863022,523383.08816079673,1719606.102830407,90061.58040105407,223.25
1603484.6227094755,1990135.9551053918,523398.4206218061,1719641.7003007985,90058.52404802309,223.5
1603433.5632514341,1990184.6052473586,523413.63792679197,1719677.0291673979,90055.49087748303,223.75
1603382.8911672798,1990232.8889852108,523428.74092846795,1719712.0914695247,90052.48071129862,224.0
1603332.60347263,1990280.8090744894,523443.7304739847,1719746.889233722,90049.49337245717,224.25
1603282.6972017477,1990328.3682534748,523458.60740498756,1719781.4244739136,90046.52868505324,224.5
1603233.1694072818,1990375.5692433927,523473.37255767506,1719815.699191561,90043.58647427346,224.75
1603184.0171600096,1990422.4147486198,523488.0267628562,1719849.7153758195,90040.66656638122,225.0
1603135.2375485767,1990468.9074568914,523502.57084600907,1719883.4750036946,90037.76878870146,225.25
1603086.8276792392,1990515.0500395056,523517.00562733825,1719916.9800402,90034.89296960543,225.5
1603038.7846756044,1990560.845151531,523531.3319218333,1719950.232438513,90032.03893849542,225.75
1602991.1056783723,1990606.295432012,523545.55053932616,1719983.2341401319,90029.20652578949,226.0
