data_set_T,data_set_M11,data_set_M12,data_set_M13,data_set_M14,data_set_M15,data_set_M16,data_set_M17,data_set_M18,data_set_M19,data_set_M20,data_set_M21,data_set_M22,data_set_M23,data_set_M24,data_set_M25,data_set_M26,data_set_M27,data_set_M28,data_set_M29,data_set_M30,data_set_PHIANG,data_set_R0,data_set_R1
543.0,0.058752261,0.22976099,0.87538141,2.9034576,3.9036398,7.0606265,9.3834066,10.135982,9.9517307,9.7938967,9.599308,6.2787285,4.3704233,1.9790038,0.73245531,0.422896,0.010676574,1.5399224e-05,0.016415363,0.0062063006,-0.64883155,3.885638,2.685667
544.0,0.04483749,0.12321646,0.94072831,2.4598196,4.0359635,7.4284816,8.4458294,10.307809,10.547633,10.200961,8.1311512,6.0525665,4.2441201,1.6418693,0.88020337,0.71128148,0.085686892,5.520405e-06,0.0058846762,0.013962804,-0.65698719,3.8151007,2.639503
545.0,0.053343039,0.22168154,0.76602632,2.3842516,4.2894983,5.9607077,8.9867992,10.527637,9.5510769,11.136546,8.8037224,7.5425029,5.719882,2.3425865,1.3563925,0.55318028,0.030717544,0.075445808,0.0021095737,0.0050054691,-0.56366104,4.0154557,2.7216814
546.0,0.029335847,0.16868089,0.4130244,2.6079347,5.2643657,6.7359686,8.3849745,9.9426727,10.502192,10.906036,9.9536886,7.4508867,5.1285577,2.100517,1.5986848,0.37159434,0.011011807,0.027046261,0.00075625244,0.0017943901,-0.58436781,4.0799861,2.7885504
547.0,0.010516488,0.16019522,0.39832941,2.2979639,4.6895742,6.6266217,9.2077246,9.6666689,10.19958,11.151026,10.947983,7.215426,4.4561567,2.6241376,0.76512289,0.2101151,0.034174323,0.0096957041,0.00027110585,0.0082061617,-0.58481014,4.0339742,2.834502
548.0,0.0037700131,0.078962229,0.8333829,1.6462235,3.8568676,6.8355732,9.1675892,9.9712992,11.796287,11.298704,10.199333,6.9742746,4.3829994,2.1484632,1.5433631,0.4459838,0.012251014,0.0063892333,0.01474761,0.091850951,-0.57447916,4.0654159,2.8637879
549.0,0.02507437,0.22903541,0.69793725,1.7544959,4.1240768,7.0684094,9.4913836,10.204748,11.744687,11.143062,10.663779,6.7704167,4.9163518,1.3576134,1.1051819,0.35151675,0.0049190074,0.070100211,0.061264265,0.032927271,-0.60116607,4.0908489,2.9110472
550.0,0.021122469,0.24014288,0.66442078,2.0262225,3.7472489,7.3094072,10.227914,10.115941,11.17262,10.951509,9.918088,8.8859854,5.1650534,2.1254487,1.2597878,0.36643171,0.010667321,0.025129938,0.021962376,0.016700786,-0.56941611,4.2135901,2.9422157
551.0,0.0075721075,0.1987557,0.60769641,1.6565567,2.6744227,7.4791503,10.239364,10.811686,12.331258,11.866186,9.6770182,9.3286915,5.7496305,2.3738494,1.3971381,0.13260102,0.2096002,0.0090087289,0.0078732027,0.0059869965,-0.53183377,4.3382025,3.0884817
552.0,0.0027144938,0.071251117,0.41854104,1.1630064,4.1872382,6.8596883,9.1521664,11.557055,11.830067,12.006517,11.58512,7.2323136,5.1212678,3.0146189,1.5868613,0.10613322,0.10720209,0.0032295026,0.0028224324,0.0021462541,-0.53388333,4.300498,3.0815256
553.0,0.00097310782,0.078305155,0.79899758,1.2901238,3.9992962,7.8813753,7.310864,10.886964,11.582072,11.427256,10.905011,8.0983276,4.4676394,2.9752886,1.9305416,0.30949917,0.14091642,0.13348916,0.077776954,0.00076940184,-0.52599019,4.2147741,2.9232161
554.0,0.00034884547,0.16558591,1.1970469,1.7789595,3.1293533,6.6321692,8.1585703,9.6733904,11.261096,11.077395,10.176333,7.2334299,5.2560372,2.5781498,1.3675029,0.50054151,0.050516553,0.047853988,0.027881943,0.00027581974,-0.53083241,4.0156221,2.7767792
555.0,0.052136023,0.082241565,0.86710352,2.1323488,4.5063281,6.1103644,8.7196875,8.262331,9.8413029,9.7552786,9.8458509,7.2663188,5.19625,2.1798904,1.3432289,0.45473996,0.064696006,0.030028369,0.0099952836,0.068384513,-0.56044364,3.8394253,2.5890121
556.0,0.18140461,0.30190524,1.2210572,1.2282468,4.1289544,6.3318543,7.9210382,9.1475658,8.3333235,9.4339352,8.7916889,6.9186101,5.127193,3.1252153,0.99594223,0.65842772,0.20382151,0.010764748,0.057851609,0.10938123,-0.54637617,3.7114091,2.4302375
557.0,0.2633301,0.34807307,0.68354648,1.8729755,3.6133821,5.8394394,6.6733179,9.313941,8.2854347,10.683359,8.315136,7.0514035,4.9642267,2.3879905,1.2208021,0.59908867,0.14815669,0.0038590105,0.27184832,0.051186614,-0.52834702,3.6295249,2.4047711
558.0,0.11009268,0.64724839,0.70153362,1.5793506,3.7063816,7.8972406,6.6998277,9.612669,8.5635328,10.757719,8.1905041,6.3257761,5.1766124,2.3263235,1.6929443,0.40345973,0.24747129,0.001383401,0.13226515,0.25714827,-0.57026917,3.7514741,2.4573183
559.0,0.071013607,0.60793889,0.92643684,2.4200001,4.006506,5.9872084,7.4996963,9.3777275,9.5324755,9.95123,7.77282,5.6378794,4.0437126,2.0116754,0.9560948,0.41929176,0.34134352,0.00049592979,0.1170693,0.19180752,-0.63548625,3.5936213,2.3886988
560.0,0.11799821,0.54675674,0.76851845,3.4788706,4.5074935,5.4737105,8.996069,9.0005312,10.336311,10.056749,7.4124808,6.4200635,4.2594781,2.9082062,0.89040446,0.50926656,0.12236685,0.0055290177,0.041967694,0.068760298,-0.63985366,3.7960765,2.4999342
561.0,0.047672607,0.49303222,0.93130356,2.3433781,4.3812699,5.5959892,8.1903934,8.529891,10.100139,10.132948,8.8063335,5.9970083,3.9263043,2.6446395,0.7044549,0.70434827,0.24146192,0.019031087,0.015044828,0.0246496,-0.60573244,3.6914647,2.4747205
562.0,0.31439906,0.26934484,0.67138129,2.1040449,3.1119616,5.6984611,7.6332765,9.3158922,8.9386292,8.6072454,8.1813955,5.7183867,4.852788,2.1193991,0.80911165,0.47112983,0.22973642,0.085038789,0.0053933589,0.071565233,-0.58446431,3.460429,2.3254106
563.0,0.2305686,0.27294978,0.87180811,2.4631057,3.5318575,5.9549112,6.9808097,9.0649643,8.6213684,7.7769208,7.3385944,5.2333417,5.3634286,2.4107661,1.520068,0.44778439,0.3694233,0.13367684,0.0019334432,0.27790543,-0.58896321,3.4433093,2.1770425
564.0,0.14437896,0.43700245,1.233236,3.1717854,5.4342747,6.6840754,7.5997438,9.2528057,9.8778124,9.1687622,7.192944,5.5500588,3.8626699,2.2263675,0.96255779,0.40660098,0.14312518,0.2200624,0.01245812,0.12971693,-0.70946753,3.6855218,2.3917282
565.0,0.19129829,0.60089338,1.7549493,2.5383577,3.6678276,6.1018047,9.035614,9.1901302,9.8342428,7.9565907,8.5486774,5.2624035,4.0659475,2.5308785,1.2294998,0.2615675,0.18359879,0.14757098,0.0044660605,0.19529298,-0.66563916,3.6650805,2.3703647
566.0,0.45635843,0.35564271,1.4636867,2.1263657,3.0499144,6.3784828,8.3282642,8.6606922,9.3018274,9.2771912,7.4117599,5.32055,4.5190072,2.5502315,0.69713897,0.62600058,0.15519613,0.063309781,0.11225023,0.23848139,-0.63101459,3.5546176,2.3086286
567.0,0.50431019,0.73203051,1.2438105,2.042047,2.4405973,5.5598764,7.5784373,8.872365,9.4600639,8.7793922,6.6975799,4.8851457,2.8393364,3.1126702,0.41134068,0.76351255,0.31692824,0.022695666,0.040240128,0.14830832,-0.641195,3.3225343,2.1657116
568.0,0.31523487,0.69731963,1.2439394,2.2731934,3.3966439,6.3199353,7.7156487,8.8384161,9.708231,7.5026188,6.2267432,5.4236636,2.9495864,2.2388763,1.2323716,0.52297699,0.11361431,0.0081360769,0.14263584,0.43950945,-0.69511944,3.3654647,2.1545606
569.0,0.55796248,0.68959576,1.3165363,2.6837251,3.6135516,5.4189167,6.9427266,8.1844444,8.8140717,8.1902428,6.9077439,6.7791009,3.6760769,2.6359634,1.4685824,0.67812508,0.071961641,0.090780534,0.05113294,0.57702523,-0.60951501,3.4674132,2.1081014
570.0,0.48995426,0.48789299,1.3631881,2.9761572,5.0253053,6.287663,7.731461,8.4390221,9.9109735,7.2000737,7.8177304,6.6599855,2.9816437,2.3741682,1.3335195,0.47636327,0.31207454,0.034315735,0.11638368,0.42017251,-0.69150764,3.6219025,2.247051
571.0,0.1756417,0.38299561,1.2821913,2.1166108,4.2135854,6.6766782,7.8446555,9.1306095,10.536021,9.3008051,8.2191877,6.6095138,4.061048,2.3764608,0.91312248,0.51684225,0.11187433,0.012301708,0.052814722,0.17388086,-0.62825733,3.735342,2.487895
572.0,0.10484802,0.39448205,0.59411961,2.5743048,4.1733332,6.5668225,8.1351051,8.8154535,10.654708,8.9544487,8.0661526,6.9954696,4.4985247,1.9700692,1.1794319,0.22949435,0.15026252,0.060945883,0.025377959,0.062333841,-0.6182549,3.7102845,2.5026073
573.0,0.042724911,0.20991364,0.50325876,2.689635,3.9877079,7.0503435,7.7424378,8.5467777,10.325073,8.822711,9.5761738,6.5887136,4.4066615,2.2006443,1.1236771,0.082270496,0.053866997,0.021848241,0.0090976404,0.051969148,-0.60495663,3.7017753,2.5324106
574.0,0.22954163,0.17466444,1.1669362,2.2661877,4.2894568,7.2708139,7.3828158,9.8062878,10.08324,8.6969137,7.8213925,6.541574,5.5509248,2.6426656,0.89207447,0.32220915,0.022367893,0.093468182,0.0032613762,0.018630207,-0.61508209,3.7637713,2.4951615
575.0,0.22226797,0.21074021,0.72002816,2.1429908,4.0995588,6.8680816,6.705101,9.6350241,10.082179,8.0785599,8.1668949,6.7411647,3.8892326,2.3553684,0.82932633,0.77351147,0.0080185747,0.094143949,0.22465092,0.0066786669,-0.61268705,3.5926762,2.3935089
576.0,0.13850266,0.21163787,0.8537991,2.1747408,4.0114236,5.6923165,8.4371748,9.2330408,9.7669792,8.3165236,8.1438942,5.511961,3.9186659,2.2948554,0.89587587,0.58261818,0.002874546,0.033749279,0.15052049,0.024016794,-0.63475353,3.5197585,2.3790917
577.0,0.054032288,0.36930916,1.1995311,2.0730665,4.3553052,6.73563,6.566834,9.1805382,9.3020105,8.0735064,7.9085202,4.8580585,4.0289645,2.03811,0.51368916,0.33547607,0.16080761,0.02384885,0.053959478,0.32752609,-0.67524791,3.4079361,2.26861
578.0,0.29457423,0.70982337,0.80723649,2.2137945,3.4470894,5.4697084,6.8911123,8.4550581,8.2447453,6.5789771,7.6830373,5.9315963,3.7553573,2.4454477,0.55740589,0.32845974,0.21775196,0.3118256,0.019343713,0.2246986,-0.62299252,3.2293522,2.0642703
579.0,0.39160597,0.99721014,0.95433784,2.0268517,3.1134548,5.3764095,6.7845168,8.1981401,8.6092701,5.8747563,6.7397318,6.5336838,2.7226784,2.5058081,1.1214943,0.79093587,0.078061014,0.11178509,0.014262474,0.14783457,-0.62588406,3.1546414,1.9702618
580.0,0.40473288,1.2781085,1.6020802,1.9875091,3.6000433,5.4488645,6.320847,8.2411089,7.3726568,7.2727113,6.9265103,6.0884624,3.0597403,2.6007631,0.72688329,0.90746784,0.035746146,0.11972756,0.6934799,0.18315987,-0.64644599,3.2435303,1.9174017
581.0,0.36232203,0.96165812,1.7631402,1.6470443,3.7298605,5.0721717,6.6278639,6.6950331,7.5639296,7.3147411,8.0204077,4.6484799,3.1894584,2.91892,0.60386252,1.2077075,0.9485305,0.042920645,0.31438914,0.065660238,-0.60516667,3.1849051,1.8557892
582.0,0.27237755,0.52652448,1.1787721,1.8585757,4.5639424,6.0257125,7.6154242,7.6048617,7.6534185,7.566874,7.899488,4.3218389,3.7716289,2.8091626,0.94592118,0.64871114,0.47941077,0.24150726,0.26903865,0.23750117,-0.65357292,3.3245347,2.0312593
583.0,0.63543046,0.32673869,0.88796008,2.8204753,4.998868,5.7643037,8.749382,7.9833064,8.982338,8.1834936,6.8103371,6.2642732,4.2053971,2.4986243,1.2277651,0.43120101,0.17354877,0.12419229,0.13264009,0.085140824,-0.66407371,3.5642707,2.2401791
584.0,0.25171888,0.61756694,0.8481347,2.2732892,4.1150527,5.9535141,8.5496521,9.3651199,8.5654106,8.1167822,7.681263,6.2993093,4.2418256,2.0349638,0.65841985,0.66375607,0.23454468,0.04452119,0.16356294,0.066764235,-0.64766067,3.5372586,2.3117189
585.0,0.13886757,0.34765491,1.4581075,2.9953618,4.6843104,6.1384935,8.5027027,9.514266,9.0031109,9.4662352,9.13729,6.9049063,3.8133883,2.2717273,0.80817819,0.92404884,0.093181148,0.02739271,0.19630598,0.023934038,-0.64342308,3.822473,2.4871678
586.0,0.20776233,0.63013107,1.2221408,2.8160205,6.0542779,5.891459,9.4758158,9.3427,10.052496,9.6475821,8.7179661,6.4255242,3.5979993,3.3130023,1.9057989,0.3778291,0.20549913,0.06977196,0.46628281,0.21586058,-0.65525663,4.031796,2.5220923
587.0,0.21784364,0.46210992,1.5736339,3.1611521,5.2404966,6.1638331,10.106915,9.6615267,10.648634,9.9159927,8.1177063,6.1691628,3.8732646,2.8720422,0.98654479,0.427035,0.08073815,0.047953505,0.21236737,0.32659379,-0.69422674,4.0132771,2.6033294
588.0,0.078093879,0.2921733,1.4297621,3.4036129,4.6897583,7.0985117,8.3021126,9.2135248,9.0860996,10.351132,7.5285144,6.3353391,4.1506023,2.3118949,0.46173307,0.24326034,0.24072796,0.017190656,0.076130711,0.17457332,-0.69336748,3.7742374,2.4909089
589.0,0.13385092,0.44479093,1.5365435,2.4876647,4.6209974,7.662425,9.211791,8.9415779,11.006826,10.37606,7.8014688,6.7330503,4.3535666,1.5909723,0.52399129,0.24090099,0.086358428,0.006162608,0.027291788,0.062582076,-0.69346237,3.8924437,2.6589973
590.0,0.047983669,0.49867284,1.1048567,2.3987911,5.7281952,7.7660646,9.1358585,9.6982708,11.002947,10.884157,8.503089,6.5609202,4.4573569,1.588264,0.84282058,0.22234157,0.03095828,0.0022092082,0.0097837215,0.056287978,-0.6915527,4.0269914,2.7686312
591.0,0.055438831,0.3022016,1.2707304,2.212271,4.8717742,7.5445056,9.357193,11.002942,10.930539,10.821519,8.7210102,6.0639572,4.1788697,2.0326109,0.94040442,0.31105489,0.011098107,0.00079197006,0.0035073266,0.020178448,-0.67838633,4.03263,2.8028646
592.0,0.25952899,0.10833502,1.1868759,2.4933753,4.9788003,6.8616672,9.7064285,11.437191,11.687334,11.126757,8.2235241,6.8612204,4.8491087,1.8350348,0.82170224,0.32094437,0.012703846,0.12033434,0.0012573272,0.0072336895,-0.66367114,4.144968,2.8787904
593.0,0.19769299,0.19608244,1.2445643,2.0930862,4.5126238,7.5593405,9.5452452,10.42127,12.261651,10.19694,8.3894644,5.956305,3.803371,1.3005582,0.69065893,0.20243646,0.019739587,0.23975967,0.00045073411,0.14085494,-0.70217603,3.9486048,2.7837739
594.0,0.070870154,0.49379721,0.89102739,2.3351057,5.036118,7.9769607,9.9328337,9.7001743,10.683813,10.261962,8.7244568,6.202395,4.2475219,1.5975555,0.85099059,0.1800857,0.067188926,0.12136511,0.00016158183,0.17903303,-0.69724512,3.9776707,2.7382147
595.0,0.056404371,0.41940629,0.9701252,2.6760836,4.4380598,6.8870497,7.88937,8.9767332,11.934051,9.7870207,8.0285101,7.81637,3.212302,2.9174502,0.7125681,0.079435416,0.024086284,0.21908948,0.20025751,0.064180821,-0.63465506,3.8654277,2.615845
596.0,0.16059963,0.15414411,0.62151289,1.6594169,3.6553285,6.9760661,9.0098028,9.5752954,10.978608,11.343483,8.1561823,6.2729568,3.8176045,3.2759752,1.0608214,0.19070663,0.061827108,0.15916172,0.071789496,0.02300792,-0.59708476,3.8612144,2.6868308
597.0,0.057572708,0.12144049,1.0922363,1.6891356,3.2165961,6.5683379,8.9083338,8.5586195,11.059423,10.463543,7.5557389,5.0818057,4.2284851,2.2984931,1.3703785,0.28961587,0.14153272,0.057057232,0.025735525,0.0082480153,-0.61585611,3.6396165,2.5185556
598.0,0.020639006,0.49479917,1.4074595,2.0033937,3.9745724,5.687932,9.1874809,8.0702391,9.6875811,9.5399914,8.1560707,6.8276191,3.8722007,2.3019979,1.2508024,0.54715914,0.19679806,0.020454215,0.015333572,0.087193318,-0.6087935,3.667486,2.4265053
599.0,0.1768219,0.22790658,1.6280273,3.1096752,3.4491117,5.6332569,8.1213512,8.2402458,9.7843189,8.5665884,7.2753496,6.219377,3.4489484,2.4272211,0.90565199,0.28618115,0.29554859,0.011533592,0.15290517,0.34208778,-0.65646142,3.5151055,2.2692327
600.0,0.096640244,1.077449,1.281989,2.4601116,4.2211294,5.5867009,7.2211785,9.5769119,9.7778978,8.0819054,5.9864421,6.2502136,3.2448483,1.5565861,1.1464764,0.63197303,0.19683959,0.094057381,0.054814346,0.12263366,-0.694233,3.4333398,2.218255
601.0,0.034644168,0.57191187,1.0303794,2.6787055,4.4247022,6.1562958,8.5765448,9.7302771,8.6254539,9.3043165,8.0711298,7.3329153,4.2144675,2.2024031,1.1821787,0.56901026,0.070564218,0.082770936,0.019650172,0.1244204,-0.62837511,3.7501371,2.4569468
602.0,0.012419446,0.33021662,0.9384836,2.3872707,4.0395389,5.8080292,8.2814846,9.2359552,10.01559,9.6230974,9.1337414,7.2303839,4.4555893,2.0788462,1.2689981,0.4745504,0.26146561,0.029672215,0.03612265,0.04460296,-0.58053571,3.7843029,2.5452168
603.0,0.20646326,0.2281388,0.62568998,2.9347844,3.8180985,5.1458554,7.297554,9.2541761,10.325622,10.201033,9.3931561,6.9166098,4.0717025,1.98673,0.96914387,0.71651995,0.13612635,0.03234205,0.012949461,0.018194353,-0.57023782,3.7145445,2.5279453
604.0,0.074014172,0.51619464,0.67921114,3.2664351,2.9756892,5.6346726,8.1085739,9.4906321,11.707108,9.5063496,9.1756954,7.181109,5.1368613,2.4711874,0.59951955,0.39519343,0.091904826,0.20390689,0.0046421997,0.092259593,-0.57090032,3.8655579,2.6266298
605.0,0.42211983,0.64509255,1.5256906,3.1789451,3.7148819,7.1550708,8.7425966,9.8382673,11.138532,9.7936697,8.5297375,7.9370451,5.0847769,2.4731688,0.77056843,0.21393523,0.069717743,0.076300934,0.0016641632,0.033073764,-0.631486,4.0672426,2.6827781
606.0,0.30616477,0.40547499,0.60140884,2.9848435,4.3567648,6.5324211,8.8080082,9.206974,11.814299,10.799727,8.8114109,7.29181,4.0244985,2.1708794,1.2463841,0.39131495,0.06532412,0.26030251,0.00059657911,0.01185648,-0.61880547,4.0045233,2.7107489
607.0,0.3582564,0.1969855,0.47449487,2.7214937,4.0277462,7.4098868,8.1278019,9.4960833,10.021699,11.365914,8.4375677,6.5972333,4.6697741,1.5675316,1.675162,0.32353315,0.05139479,0.093314782,0.00021386521,0.0042503807,-0.6159966,3.881017,2.6397259
608.0,0.14907366,0.54173839,0.7808277,2.1470449,4.2153645,5.6225052,7.5765495,10.536932,9.7410421,10.812621,8.1020994,6.4692426,4.4374385,1.473147,1.2120448,0.40560898,0.16588236,0.033452038,0.14104016,0.0015237017,-0.60993183,3.7282591,2.5459006
609.0,0.25853997,0.51950854,0.96244353,2.5350227,3.8312774,7.1945934,8.1940756,9.517725,9.2963409,10.016811,9.3039989,6.394331,3.9514694,2.5872471,0.73298991,0.37529665,0.18408637,0.15944633,0.05056091,0.26737326,-0.63002497,3.8166568,2.527951
610.0,0.35418382,0.40579885,0.46399522,2.0799553,4.3121772,6.9063535,8.0331593,9.7060719,10.523284,9.8585281,8.6755447,6.4360833,3.7706113,2.7505524,1.3561045,0.21734956,0.06599237,0.067034326,0.086207747,0.095849551,-0.61438221,3.8082418,2.5741694
611.0,0.12792881,0.39583263,1.0076929,2.5231354,5.3198161,7.1608081,8.7095118,10.511334,10.276509,10.854687,8.7819071,6.4915624,3.8981311,2.0561197,0.61479729,0.077916756,0.10022729,0.057175227,0.11433864,0.26091239,-0.68213868,3.9670172,2.7159097
612.0,0.14219493,0.39406729,0.7756235,2.571101,4.1442847,7.9427056,8.3119888,8.4153957,9.3453827,10.757264,9.2443666,7.1625791,4.6255593,2.9936721,1.4407376,0.075891808,0.051794223,0.28824964,0.040988795,0.093533419,-0.59163159,3.9408691,2.5942254
613.0,0.050974879,0.26955855,0.8767302,3.1309295,4.3218522,7.1255817,7.883182,9.7545757,9.6448069,10.931512,9.042882,7.4575276,5.5730462,2.6191359,0.91655338,0.19348553,0.3230311,0.10333344,0.031301182,0.039072517,-0.58807164,4.0144534,2.6694469
614.0,0.22351883,0.11273924,0.6114288,2.917942,4.7737026,6.5813746,8.25982,9.9736528,9.0673151,10.575247,8.9592838,7.6447191,4.5892839,2.3036773,0.83427721,0.34066865,0.29223487,0.037043583,0.011221033,0.28060558,-0.60866374,3.9194877,2.6181262
615.0,0.12097252,0.23189127,1.6256442,2.3269532,6.0170465,7.9303031,8.1661549,10.171497,9.1712513,9.8744535,8.4644775,6.2480984,3.3494682,1.6678177,1.3054464,0.27809587,0.1426643,0.033279527,0.004022582,0.1122053,-0.72058952,3.8620872,2.5788515
616.0,0.22501574,0.46757057,0.94232023,2.5918798,5.8164015,7.5127115,8.0470533,11.727155,9.7708759,9.5105982,7.7339582,5.1656499,3.4389124,1.8018026,0.67298096,0.11076731,0.054477714,0.011930241,0.001442039,0.049914576,-0.752397,3.782671,2.6162646
617.0,0.22628915,0.39484558,1.1509014,2.5824749,5.7771835,7.403564,8.4121904,10.433822,9.9289703,9.2278519,8.0052538,4.6051817,2.4804716,1.3909987,0.42102224,0.39343598,0.056367904,0.047738895,0.054479823,0.033909772,-0.78619331,3.6513476,2.5421524
618.0,0.2018822,0.61635095,2.3999577,3.1863284,5.5988736,7.273921,7.7020783,9.5506544,10.008883,10.103902,7.4630299,5.6744518,2.123415,1.2087876,0.80978423,0.1882171,0.206792,0.024582058,0.01953025,0.096028127,-0.79845053,3.7228725,2.4878104
619.0,0.28722191,0.60281372,2.2144737,3.7163475,5.4679947,8.1432657,7.2634997,9.8107309,10.604492,9.1999836,8.1055346,5.0508823,3.1355252,1.2687975,0.47650078,0.47246024,0.10597809,0.0088123223,0.069929883,0.1629248,-0.80368739,3.8084085,2.5144444
620.0,0.12569572,0.54635715,1.2198892,3.2223318,5.3139362,7.4268928,8.9165573,9.6068516,9.5822506,9.704196,8.1463299,5.8246808,3.0511234,1.2628865,0.70022947,0.16937034,0.17471866,0.01610883,0.025068879,0.086344391,-0.75808567,3.7560909,2.558852
621.0,0.045060147,0.45730984,1.1899447,3.4969945,4.6284008,6.987442,8.125783,10.01089,10.476347,9.7024107,7.5576782,6.4665556,4.3380876,1.8596265,0.47347683,0.26381764,0.11660288,0.05733791,0.00898684,0.045715813,-0.69737792,3.8154235,2.5769515
622.0,0.13262612,0.55543387,1.4861506,3.0746834,4.1195412,7.8045225,9.4431314,10.855453,8.9171257,10.451368,8.3895473,5.5482826,4.2700734,1.5192169,0.26982749,0.11644155,0.041800492,0.020554833,0.0032216557,0.016388476,-0.73271012,3.8517694,2.6610944
623.0,0.087428652,0.38729015,1.8759937,3.2183409,4.5081916,7.1207943,10.08884,11.582432,11.417925,10.230707,8.0493927,5.2902164,3.97103,1.3228124,0.5960933,0.098084405,0.11654035,0.0073686186,0.0011549182,0.0058750375,-0.75261825,3.9988256,2.7978282
624.0,0.1565825,0.32535717,1.1044077,4.041111,5.4045935,8.003746,10.161362,12.017927,10.350645,11.149319,9.5323744,4.6942472,3.5462911,1.1708587,0.70912135,0.12453704,0.11530837,0.052511696,0.033903293,0.11571477,-0.77617133,4.1404958,2.8969834
625.0,0.35743403,0.13480683,0.91091079,3.6605008,6.2890506,8.1592865,10.79212,11.023018,10.622409,10.482257,8.388092,4.9695439,3.6129925,1.3934304,0.54410058,0.17106618,0.050299186,0.018824704,0.012153854,0.080151565,-0.79533207,4.0836225,2.8549006
626.0,0.39884922,0.10998904,0.86524385,4.394526,6.084383,8.5448408,9.4355726,11.958959,10.911351,10.075174,8.3409481,5.0471191,3.7238173,1.3765725,0.46308324,0.13457102,0.091356538,0.0067483913,0.05497897,0.031564768,-0.80207503,4.1024823,2.8542988
627.0,0.1529489,0.29737574,1.7668761,4.175046,5.3618999,9.2060709,10.448462,11.380769,9.5444651,10.386036,7.1753936,5.0281487,3.9478223,1.2522401,0.61834228,0.28058481,0.032750033,0.13396844,0.019709187,0.011315525,-0.82827884,4.0610113,2.7733886
628.0,0.23240218,0.64565986,1.8058898,3.4747059,5.6716743,8.8146095,10.207696,11.543291,10.868032,9.3733606,8.3277922,4.8405318,3.8795218,0.75587356,0.30675298,0.17011312,0.068532929,0.048025802,0.0070654661,0.21862946,-0.83188188,4.0630078,2.8129697
629.0,0.16212985,0.4779923,1.0769012,2.9696004,6.1733413,9.4560232,10.412091,10.981168,11.916499,9.2830591,7.9458332,5.187645,2.9639847,0.37041321,0.55800498,0.098505095,0.024568088,0.017216573,0.0025328703,0.10243626,-0.83787668,4.0089974,2.8810425
630.0,0.12407393,0.47932765,0.89855957,3.7984498,6.5440583,9.2244377,11.60646,12.184805,10.907412,10.335691,8.0522566,5.2033787,3.193574,0.60676992,0.75577116,0.11620803,0.0088073146,0.0061718994,0.0009079983,0.036721956,-0.84296042,4.2041922,3.0043921
631.0,0.053903416,0.36499271,1.0194759,3.4726846,7.1500316,10.389282,12.438924,11.722292,10.567259,9.6987314,8.5162182,4.2974553,3.1753719,0.76354939,0.27497685,0.041658942,0.011957518,0.0022125391,0.0003255046,0.090494499,-0.88343388,4.20259,3.0453393
632.0,0.084698886,0.33626691,1.3532817,4.2246308,6.5128222,8.6872692,11.524143,11.56993,10.023726,9.0261812,7.9869242,4.9254785,3.1400843,0.824139,0.80532897,0.028040655,0.024417929,0.031970289,0.026387304,0.061441664,-0.86490029,4.0598583,2.8440297
633.0,0.3372069,0.38542116,2.5779028,4.1402783,6.3856468,8.0803604,9.9622269,10.523752,11.491039,10.799636,7.1631546,4.5286446,2.5198252,0.86631298,0.37276146,0.082018323,0.0087534841,0.011460898,0.0094594769,0.13388197,-0.88047427,4.0189872,2.7971914
634.0,0.30197182,0.72127789,2.2547948,4.2587328,6.7105856,9.8958979,9.7539644,10.847472,10.367794,9.3606386,7.6412978,4.825707,2.2366552,1.2602926,0.32133844,0.029402412,0.0031380008,0.004108571,0.0033910894,0.17189969,-0.91385216,4.0485182,2.7838631
635.0,0.47522318,0.71114564,2.7389696,3.6705601,6.3281102,9.8091116,9.5487604,12.311347,10.040042,8.8751822,6.5536175,4.2443485,1.8471994,0.86441123,0.32146466,0.053941268,0.22244528,0.018284494,0.0012156578,0.30709124,-0.95383012,3.9471235,2.7300065
636.0,0.7996161,1.1257223,3.3708205,5.3567719,6.9931335,10.585849,11.042624,12.837807,10.241766,8.5637569,5.8989034,4.9590807,2.4602044,0.9719072,0.2289329,0.019337187,0.15753892,0.025627628,0.00043579622,0.19844639,-1.0163872,4.291914,2.894578
637.0,0.50771898,1.2700564,2.9362545,6.0535865,8.3652611,10.989687,10.538501,12.194627,11.049944,9.5128717,5.7585878,4.9370852,1.3768243,1.4286853,0.1568896,0.020584695,0.056475483,0.32083085,0.004655493,0.29556081,-1.0388563,4.3887343,2.9713962
638.0,0.34781656,1.613948,3.2291613,6.0005918,8.6090508,10.825626,12.31734,12.2497,9.9794722,9.2594509,6.5600567,5.1205196,2.0741072,0.70314354,0.056242716,0.033745531,0.12321401,0.11501334,0.0061165178,0.10595439,-1.047454,4.4665136,3.0544462
639.0,0.2327721,1.1456031,2.6479611,6.0132461,7.8186951,9.782074,12.321903,11.853496,10.960952,9.3639841,6.8640962,4.8721719,1.5824045,0.67283279,0.11982302,0.012097298,0.044170491,0.041230664,0.0021926854,0.037983157,-1.0105839,4.3194842,3.0363083
640.0,0.092672527,0.92888266,2.6201618,5.4681687,8.6483402,9.8497019,12.622062,11.840207,9.4808149,9.7831392,6.6825042,4.2052951,2.0428987,1.2664491,0.19901538,0.004893471,0.015834499,0.014780613,0.0007860469,0.029168488,-1.008912,4.2897887,2.9984701
