CD4_T_cells_4_task1,CD8_T_cells_3_task1,Circulating_lymphocytes_5_task1,IL_2_6_task1,NK_cells_2_task1,Tumor_cells_1_task1,time_task1
209.33354076769555,0.00011564285309061633,61683974168.38221,-2.0598085774566684e-27,302706.6626202465,1.6997863968088845e-31,93.3
207.25063740052087,0.00011330764625314052,61684952812.0765,-1.8930451596918824e-27,302742.47419734125,-1.5705507498813793e-31,93.4
205.1884592376749,0.00011101959364386868,61685930282.10269,-1.4808443575906749e-27,302778.15883598756,-3.991299872220836e-31,93.5
203.14680002724208,0.00010877774164237806,61686906579.868355,-8.69853568065846e-28,302813.71703375375,-4.798957900942821e-31,93.6
201.1254557216434,0.00010658116240350224,61687881706.77935,-1.121925540942261e-28,302849.14928616746,-5.9320425678771905e-31,93.7
199.12422416548236,0.00010442894095007584,61688855664.23986,6.750440229759191e-28,302884.45608677005,-7.0431693623353325e-31,93.8
197.14290518956034,0.00010232017970003153,61689828453.65239,1.3272257952296195e-27,302919.6379271067,-7.504793429465174e-31,93.9
195.18130064105722,0.0001002540002532653,61690800076.41775,1.6375325981314953e-27,302954.69529672683,-7.315725238227717e-31,94.0
193.23921432856028,9.822954152369528e-05,61691770533.93508,1.3461709219272874e-27,302989.6286831979,-6.541549276975762e-31,94.1
191.31645212556006,9.624596439365426e-05,61692739827.60184,1.0537898048105262e-27,303024.4385720932,-5.195514619904118e-31,94.2
189.41282177753502,9.430244430595035e-05,61693707958.81381,9.650738534338159e-28,303059.12544702855,-3.4241509804550874e-31,94.3
187.52813286357144,9.239817014481915e-05,61694674928.96511,7.636091226179694e-28,303093.6897896731,-1.5340111178250873e-31,94.4
185.66219689596872,9.053234873191287e-05,61695640739.44816,4.968043953167508e-28,303128.1320797383,1.2343687137555493e-32,94.5
183.8148272530497,8.870420253483845e-05,61696605391.65374,2.3985820413570216e-28,303162.45279499376,1.0954489422593172e-31,94.6
181.98583924946834,8.69129727784379e-05,61697568886.97095,-6.379494392579701e-29,303196.65241126023,1.8926755840332426e-31,94.7
180.1750500426592,8.51579162341748e-05,61698531226.78721,-4.688122776958956e-28,303230.73140243016,3.123510214616455e-31,94.8
178.38227848688635,8.343829998797939e-05,61699492412.4883,-8.005062246479393e-28,303264.69024049694,4.011182769538313e-31,94.9
176.60734528810914,8.175340781382488e-05,61700452445.45833,-9.657119791202955e-28,303298.5293955337,4.454536573081308e-31,95.0
174.85007292756148,8.01025376241242e-05,61701411327.079735,-8.497747331981198e-28,303332.2493357113,4.364209915506872e-31,95.1
173.11028570413234,7.848500337904337e-05,61702369058.73332,-5.563849020875738e-28,303365.85052729526,3.8306459915389314e-31,95.2
171.3878097228334,7.690013502376363e-05,61703325641.79821,-4.379326582569725e-28,303399.3334346529,3.14944819273915e-31,95.3
169.6824726627893,7.534727036127378e-05,61704281077.651886,-2.692166103302881e-28,303432.69852029794,2.2633665432956855e-31,95.4
167.9941039751595,7.382576265099583e-05,61705235367.67017,-9.162456729727482e-29,303465.946244861,1.34186203267627e-31,95.5
166.32253480003894,7.233497792839092e-05,61706188513.22726,3.4571475976867133e-29,303499.07706710877,6.171056180556583e-32,95.6
164.66759798552147,7.087429598950247e-05,61707140515.69566,1.0146875310273803e-28,303532.0914439453,1.2101951780197428e-32,95.7
163.02912814309053,6.944311263525937e-05,61708091376.44627,2.95306969918053e-28,303564.98983040685,-8.36056413661498e-32,95.8
161.40696134812202,6.804082960890115e-05,61709041096.84833,4.493176576247802e-28,303597.7726797195,-1.6625762918370744e-31,95.9
159.8009353703931,6.666686291308296e-05,61709989678.269424,5.254454002577478e-28,303630.440443263,-2.252644304823266e-31,96.0
158.21088958647312,6.53206400952585e-05,61710937122.07552,4.785268857848644e-28,303662.993570591,-2.4902815425315226e-31,96.1
156.63666497949825,6.40016005315904e-05,61711883429.63094,2.8822707089749692e-28,303695.4325094355,-2.3164472552793616e-31,96.2
155.07810424839386,6.27091993092637e-05,61712828602.29836,1.918086786979467e-28,303727.75770569185,-2.2094822583526797e-31,96.3
153.53505145685367,6.144289597710727e-05,61713772641.438835,7.237485352025765e-29,303759.96960348665,-1.9270655292750598e-31,96.4
152.00735228750014,6.020216319310886e-05,61714715548.41177,-4.240690413844064e-29,303792.0686451368,-1.5341337339342997e-31,96.5
150.49485395159692,5.898648404735955e-05,61715657324.57497,-1.1362531622064111e-28,303824.05527116964,-1.1297159409211353e-31,96.6
148.99740517304392,5.779535182556434e-05,61716597971.28457,-9.134369759750012e-29,303855.9299203313,-8.473247206578354e-32,96.7
147.51485634012013,5.6628275001340975e-05,61717537489.89512,-1.7655510301337778e-28,303887.6930295617,-2.3842072139647234e-32,96.8
146.04705911659528,5.5484765376825746e-05,61718475881.75952,-2.3959452289447703e-28,303919.3450340731,3.558503117470183e-32,96.9
144.59386671195975,5.4364346768241044e-05,61719413148.22905,-2.66967476902474e-28,303950.8863673029,8.569488151311903e-32,97.0
143.15513378999214,5.32665524183605e-05,61720349290.65338,-2.438824838785144e-28,303982.3174609359,1.1711588211440407e-31,97.1
141.73071645265898,5.219092475704671e-05,61721284310.38056,-1.5432061700958846e-28,304013.63874491135,1.1888460940007073e-31,97.2
140.32047236146445,5.113701922370972e-05,61722218208.75701,-7.99340612330819e-29,304044.85064740415,1.27314632632624e-31,97.3
138.92426044867412,5.0104395969789116e-05,61723150987.12754,-4.058315091198811e-30,304075.9535948849,1.2882900450744825e-31,97.4
137.54194107086155,4.909262463268112e-05,61724082646.835365,6.623945373240506e-29,304106.94801209454,1.2029353643680723e-31,97.5
136.17337598078564,4.8101283741036986e-05,61725013189.22206,1.0873401017570414e-28,304137.8343220545,1.0466226858114e-31,97.6
134.8184282994588,4.7129960125662706e-05,61725942615.627625,9.44793985728402e-29,304168.6129460762,8.669041732701631e-32,97.7
133.47696260745442,4.6178251690587714e-05,61726870927.3904,1.023846398649653e-28,304199.28430374677,5.772177722013483e-32,97.8
132.1488447486912,4.524576212851261e-05,61727798125.8472,1.2301688849075654e-28,304229.84881297324,2.207908658484012e-32,97.9
130.8339418793255,4.433210250350391e-05,61728724212.33316,1.2733160630941905e-28,304260.3068899766,-1.2011253395840985e-32,98.0
129.53212249529665,4.3436892235647475e-05,61729649188.18185,1.123313417236193e-28,304290.65894929046,-3.840590358082382e-32,98.1
128.24325639426118,4.255975824740777e-05,61730573054.72524,7.580610986695393e-29,304320.9054037733,-4.953750137060821e-32,98.2
126.96721474132363,4.1700336901336124e-05,61731495813.29369,3.0487323347755084e-29,304351.04666459886,-5.866853143841553e-32,98.3
125.70386995049033,4.085827104294402e-05,61732417465.21599,-1.3885538166344093e-29,304381.08314128476,-7.081846532309336e-32,98.4
124.45309564761253,4.00332092080904e-05,61733338011.8193,-5.430915907657574e-29,304411.0152417045,-7.63877613303818e-32,98.5
123.21476674287995,3.9224807740358414e-05,61734257454.429214,-7.918466469786544e-29,304440.84337207634,-7.529573010356666e-32,98.6
121.98875938489607,3.8432729762905304e-05,61735175794.369736,-7.360587626128879e-29,304470.5679369775,-6.813471642860305e-32,98.7
120.77495100476257,3.765664646133404e-05,61736093032.96326,-5.810886834524213e-29,304500.1893393382,-5.524181443206481e-32,98.8
119.57322026217435,3.6896235898913895e-05,61737009171.530624,-6.131545417989215e-29,304529.70798045787,-3.75120795466992e-32,98.9
118.38344693867035,3.6151180500964496e-05,61737924211.39107,-5.692475885886326e-29,304559.12426003144,-1.8150953588159396e-32,99.0
117.20551204580705,3.542116995173113e-05,61738838153.862236,-4.57004666576242e-29,304588.43857613084,-6.069272947534345e-34,99.1
116.03929777332755,3.470590006179997e-05,61739751000.26022,-2.951253079994413e-29,304617.65132521966,1.0652082498446848e-32,99.2
114.8846875150499,3.400507354173488e-05,61740662751.89952,-9.441641418698234e-30,304646.76290215185,1.7495725613654174e-32,99.3
113.74156586823722,3.33184001425989e-05,61741573410.09305,1.4718221192282113e-29,304675.7737001758,3.0426382983916215e-32,99.4
112.60981847123661,3.264559293502698e-05,61742482976.152145,3.6430125695862255e-29,304704.68411097385,4.000156890735927e-32,99.5
111.48933213935138,3.198637170881038e-05,61743391451.386604,5.01085137493435e-29,304733.49452463636,4.5185701183163327e-32,99.6
110.37999480877097,3.134046178972975e-05,61744298837.10462,4.869358922664618e-29,304762.2053296785,4.506220929279992e-32,99.7
109.28169554728593,3.070759442218567e-05,61745205134.61284,3.242048658842908e-29,304790.8169130411,3.984674638209978e-32,99.8
108.19432459704613,3.0087507877178855e-05,61746110345.21632,2.9888639731517354e-29,304819.32966008555,3.325048322902958e-32,99.9
107.11777316873653,2.947994293340498e-05,61747014470.21856,2.3712666004019284e-29,304847.74395464367,2.4370176372969702e-32,100.0
