Time,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn,q1,n1,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,g2,g3,m4,k4,p2,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,m12,k10,r3,r4,m5,m6,k5,m7,m8,k6,n3,g4,m9,k7,p4,r7,r8,m13,k11,m14,k12,p5,k13,q3,m15,g7,g8,n6,g9,m16,k14,p6,r9,r10,m17,k15,m18,k16,n7,g10,m19,k17,p7,r11,r12,m20,k18,m21,k19,q4,n8,ld,lmax,a,b,c,d,e,f,h,i,j,k,Day_in_hours,cytoplasm,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31a,R31b,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45
5.41,0.17133440129595687,0.370418599689939,0.5527175655921961,0.014318137443216888,0.0110576063432453,0.8114987591045139,0.4934878793113568,0.0010901849398272817,0.7505667027072433,0.0,4.907740915478022,3.338308388600113,4.261253791621811,2.540933084510168,0.6549845841424534,15.524511122750143,47.641959733666134,0.30772512577099975,16.859812969910696,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21544990793304575,0.13109249239868173,0.455392626458811,5.399877791884154,5.037357349294156,0.054379332384611616,0.23845640974313662,3.7876507988853363,3.846315327601492,3.503220822996959,144.39653476337745,143.25397771598372,2.4512794071090345,1.2211687588860927,0.180688270042067,0.18470395237715675,5.621732685694678,70.68367654490386,66.54271202544393,1.471604325393234,4.073949263333827,0.16451723864266066,0.15879655675941973,4.518266476670435,437.91060128393906,436.60677461269836,3.3935705483952296,1.3682315390641777,0.0,0.0,0.0,0.002645060794333179,0.0020683834235893906,0.07490201384787501,0.44431757751041784,0.369799984523927,0.0015661855797707803,0.1625239274069746,0.0007884366597532454,0.00035824983964306687,0.01139592121300254,17.08780740176263,17.141442356428023,0.10071357018214029,0.0007689651073453487
5.42,0.17171978403541477,0.37126284677480176,0.5539597029198783,0.014306349994884763,0.011063443732938086,0.8106197330409454,0.49313128561705305,0.0010945098298124668,0.7500230120400846,0.0,4.906834603707896,3.337722058264297,4.260467533810065,2.5410243927409355,0.6549443562769481,15.525179232064058,47.640171883109055,0.30778238511169925,16.85917013996904,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21587835410328676,0.13138640212435035,0.4564305438249413,5.412023745530553,5.048677940471187,0.054501010642241325,0.23898228253964585,3.7873432474473434,3.84594477308437,3.5026055279425536,144.36986907721445,143.22754545812,2.4509285262027927,1.2209634510090832,0.18066351714236734,0.18469340351307648,5.621387409925046,70.68621655726734,66.54557574239617,1.4716487950053128,4.074034248877205,0.16455672950682715,0.15882555079344382,4.5191072041180576,437.89416789797355,436.5901276956803,3.393506247458367,1.3682012784970574,0.0,0.0,0.0,0.002660288810388999,0.0020694751009445464,0.07494155515817601,0.443951791771265,0.3693994123467588,0.0015648965861572623,0.16235117559391515,0.0007944666954722899,0.00035967097468420225,0.01144113015299568,17.07545977454745,17.129025548971452,0.10064293931820034,0.0007684233759905172
5.43,0.17210607565934724,0.3721084372013559,0.5552048357619509,0.01429462309199362,0.011069422804030402,0.8097427850054885,0.4927751593134211,0.0010988809679713671,0.749480019755496,0.0,4.905927984423314,3.3371363588133556,4.259680996900005,2.5411150403474028,0.6549039865015127,15.525843252832157,47.638390951855136,0.30783974922682145,16.858529749508833,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21630684010531273,0.13168075766132056,0.45747011269534693,5.424198344125383,5.060025832167268,0.05462297300969924,0.23950937928154964,3.787036206845269,3.8455745585920216,3.5019908949387357,144.34319434329961,143.201103817585,2.45057749707742,1.220758063519248,0.180638753026803,0.18468281734494066,5.6210409161424835,70.68873819238405,66.54842193461447,1.47169294237235,4.074118710610735,0.16459623444879082,0.1588545976786803,4.519949469947574,437.8777981121669,436.57354395220557,3.393442193002126,1.3681711318024807,0.0,0.0,0.0,0.0026756069900952494,0.0020705932745368784,0.07498205618994114,0.44358788486612766,0.3689997871270011,0.001563614212763223,0.16217882517798704,0.0008005438307984223,0.0003611073059494646,0.011486822534398295,17.06312833148211,17.11662469117602,0.100572398026391,0.0007678823189882679
5.44,0.17249327639245152,0.3729553668813523,0.5564529653072123,0.014282956947457319,0.01107554419519177,0.8088679203184744,0.49241950199951506,0.0011032986745187425,0.7489377281993554,0.0,4.905021062375968,3.3365512919493403,4.258894185031307,2.5412050268990756,0.6548634750773237,15.526503181780496,47.63661694853253,0.30789721772814865,16.857891801648787,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21673535854763473,0.13197555748483164,0.4585113280439345,5.436401594750338,5.071401035216871,0.05474521953784723,0.2400377001579614,3.7867296773693484,3.845204685376174,3.501376925771638,144.3165107014382,143.1746529335455,2.4502263215396103,1.2205525974901277,0.1806139778228005,0.18467219394027246,5.620693206588669,70.69124143827848,66.55125058806574,1.4717367672956527,4.074202648187018,0.16463575319065954,0.1588836972174437,4.520793268458861,437.86149200582645,436.55702346303747,3.3933783853643567,1.3681410991382137,0.0,0.0,0.0,0.002691015801231182,0.0020717380637882135,0.07502352126939,0.443225863402106,0.3686011112891288,0.0015623384828808975,0.16200687725409235,0.0008066684090415138,0.00036255893863812135,0.01153300170447932,17.05081312793641,17.10423983661688,0.10050194663510224,0.0007673419387579336
5.45,0.17288138644640005,0.3738036316680222,0.5577040927054722,0.014271351775390172,0.011081808548612326,0.8079951443311526,0.4920643152865037,0.0011077632720501228,0.7483961397353316,0.0,4.904113842311608,3.3359668593645204,4.258107102338402,2.541294351969301,0.6548228222661562,15.527159015659299,47.63484988172334,0.3079547902266497,16.857256299491386,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21716390198080615,0.13227080005003697,0.4595541847726665,5.448633504076612,5.082803560099132,0.0548677502733824,0.240567245340634,3.7864236593049774,3.84483515468293,3.500763622217128,144.2898182912606,143.14819294499193,2.4498750013943473,1.2203470539940307,0.18058919165767048,0.18466153336675104,5.620344283510419,70.69372628308201,66.55406168882045,1.4717802695783284,4.074286061261371,0.1646752854543815,0.15891284921164014,4.521638593939852,437.84524965783646,436.5405663085188,3.393314824881192,1.3681111806612378,0.0,0.0,0.0,0.002706515713123502,0.0020729095887782266,0.07506595474659017,0.4428657340235527,0.36820338727170626,0.0015610694199337913,0.16183533292326724,0.0008128407755723694,0.0003640259787313176,0.011579671035394343,17.03851421969965,17.091871039275503,0.1004315854751638,0.0007668022377368503
5.46,0.17327040601973692,0.3746532273557329,0.5589582190672274,0.01425980779111158,0.011088216510013828,0.8071244624258512,0.491709600797748,0.0011122750855538503,0.7478552567449984,0.0,4.903206328969998,3.335383062741377,4.257319752950426,2.5413830151352723,0.6547820283303811,15.527810751242978,47.63308975996356,0.30801246633248125,16.85662324612287,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21759246289721684,0.13256648379189354,0.46059867771113805,5.46089407836164,5.094233416934897,0.05499056525880481,0.24109801498382924,3.7861181529327497,3.844465967752761,3.5001509860408015,144.26311725222106,143.12172399073685,2.4495235384448937,1.220141434102022,0.1805643946586067,0.18465083569221086,5.619994149159662,70.696192715033,66.55685522305278,1.4718234490252853,4.074368949491822,0.16471483096174946,0.15894205346276805,4.522485440666556,437.8290711466571,436.52417256857166,3.393251511887047,1.3680813765277462,0.0,0.0,0.0,0.0027221071966400867,0.0020741079702464886,0.07510936099553166,0.44250750341221634,0.3678066175274604,0.0015598070474771842,0.16166419329271378,0.0008190612778284441,0.00036550853299602683,0.011626833924311509,17.026231662983303,17.079518353542273,0.10036131487986082,0.0007662632183804729
5.47,0.17366033529777347,0.37550414967964135,0.5602153454633382,0.01424832521115069,0.011094768728660635,0.8062558800161388,0.49135536016887915,0.001116834442423119,0.74731508162795,0.0,4.902298527084876,3.334799903752604,4.2565321409911885,2.541471015978028,0.6547410935329627,15.528458385330147,47.631336591742944,0.3080702456549897,16.855992644613195,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21802103373088813,0.13286260712505069,0.4616448016161511,5.473183323445808,5.105690615483772,0.05511366453238509,0.24163000922418723,3.785813158528483,3.8440971258204972,3.499539018997983,144.23640772359664,143.09524620941357,2.4491719344927687,1.2199357388839138,0.18053958695268404,0.1846401009846408,5.619642805793419,70.69864072247678,66.5596311770406,1.4718663054432335,4.074451312539119,0.1647543894344056,0.15897130977191917,4.523333802903083,437.81295655032363,436.5078423226967,3.3931884467146145,1.3680516868931432,0.0,0.0,0.0,0.0027377907241835247,0.0020753333295945135,0.0751537444142014,0.442151178287386,0.36741080452335445,0.0015585513891986397,0.16149345947583194,0.0008253302653194744,0.00036700670898899904,0.011674493793537348,17.013965514423713,17.067181834219124,0.10029113518494952,0.0007657248831624926
5.48,0.1740511744524848,0.3763563943153491,0.561475472924703,0.014236904253251035,0.011101465857370693,0.8053894025469861,0.49100159504787494,0.001121441672468014,0.7467756168019158,0.0,4.901390441383911,3.334217384061101,4.255744270579122,2.541558354082454,0.6547000181374559,15.529101914743633,47.62959038550498,0.3081281278027121,16.85536449801603,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.2184496068572691,0.13315916844373946,0.4626925511712902,5.485501244749183,5.117175165141158,0.055237048128132106,0.2421632281805955,3.7855086763632566,3.8437286301153186,3.4989277228337197,144.2096898444857,143.0687597394748,2.4488201913377368,1.2197299694082524,0.18051476866685817,0.18462932931218382,5.619290255673785,70.7010702938657,66.56238953716563,1.471908838640686,4.074533150066722,0.16479396059384624,0.1590006179397791,4.5241836749016615,437.7969059464462,436.4915756499725,3.3931256296948606,1.3680221119120426,0.0,0.0,0.0,0.002753566769684485,0.002076585788887806,0.0751991094246576,0.44179676540603546,0.36701595074066157,0.0015573024689185134,0.16132313259225148,0.0008316480896330188,0.00036852061506071005,0.011722654090642643,17.00171583108475,17.054861536522154,0.1002210467286728,0.0007651872345749536
5.49,0.17444292364240532,0.3772099568785565,0.5627386024419343,0.014225545136375185,0.011108308552526541,0.8045250354949269,0.49064830709513835,0.0011260971079275507,0.746236864702875,0.0,4.900482076588662,3.333635505319969,4.254956145827244,2.5416450290372854,0.6546588024080034,15.529741336330492,47.62785114964681,0.3081861123833782,16.854738809368698,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.21887817459303618,0.13345616612166167,0.4637419209864974,5.497847847268232,5.128687074935301,0.05536071607576057,0.24269767195405878,3.785204706703438,3.843360481860745,3.498317099282776,144.18296375380692,143.0422647191911,2.4484683107777876,1.2195241267423087,0.1804899399279631,0.18461852074313614,5.6189365010678936,70.7034814177592,66.56513028991338,1.4719510484279572,4.074614461740805,0.16483354416142626,0.15902997776662817,4.525035050902665,437.7809194122086,436.4753726290546,3.3930630611570245,1.3679926517382652,0.0,0.0,0.0,0.0027694358085949174,0.002077865470857911,0.07524546047310428,0.44144427156296745,0.3666220586750382,0.0015560603105904606,0.1611532137678639,0.0008380151044399146,0.0003700503603593092,0.011771318288588274,16.989482670460518,17.04255751608426,0.10015104985177618,0.0007646502751283701
5.5,0.1748355830125253,0.37806483292471754,0.564004734965035,0.01421424808070938,0.011115297474086284,0.80366278436822,0.4902954979835742,0.0011308010834817184,0.7456988277851715,0.0,4.899573437414538,3.3330542691725102,4.25416777084311,2.5417310404351077,0.6546174466093342,15.530376646962019,47.6261188925191,0.3082441990039114,16.854115581692167,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.2193067291958934,0.13375359851187943,0.46479290559764774,5.510223135572555,5.140226353524335,0.05548466840065879,0.243233340627569,3.7849012498107157,3.8429926822746308,3.4977071500696324,144.156229590298,143.0157612866495,2.448116294609123,1.2193182119520645,0.18046510086271045,0.18460767534594666,5.618581544247915,70.70587408282383,66.5678534218733,1.4719929346171652,4.0746952472302596,0.1648731398583645,0.15905938905234235,4.525887925134631,437.76499702436786,436.45923333817484,3.393000741428607,1.3679633065248384,0.0,0.0,0.0,0.0027853983178810974,0.002079172498904458,0.07529280202996566,0.44109370359095734,0.36622913083659786,0.0015548249383019416,0.1609837041348543,0.0008444316654996494,0.00037159605483456974,0.011820489885851099,16.977266090478032,17.030269828957746,0.1000811448975232,0.0007641140073518426
5.51,0.17522915269418668,0.3789210179486942,0.5652738714030731,0.014203013307668195,0.011122433285594594,0.8028026547070103,0.48994316939866694,0.001135553936263516,0.7451615085216292,0.0,4.898664528570754,3.3324736772522208,4.253379149728783,2.5418163878723568,0.6545759510067596,15.53100784353376,47.62439362242602,0.30830238727043086,16.853494817991013,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.219735262864375,0.1340514639467045,0.4658454994661247,5.522627113801604,5.151793009193327,0.0556089051238563,0.24377023426597444,3.784598305942128,3.8426252325691492,3.497097876908481,144.12948749251444,142.98924957975228,2.4477641446261376,1.2191122261022065,0.1804402515976882,0.1845967931892163,5.618225387491018,70.70824827783322,66.57055891973876,1.4720344970222305,4.074775506206689,0.16491274740574752,0.1590888515963939,4.526742291814283,437.74913885925326,436.44315785514067,3.392938670835379,1.3679340764239942,0.0,0.0,0.0,0.0028014547760164704,0.00208050699709721,0.07534113858996065,0.4407450683608979,0.3658371697499846,0.0015535963762747336,0.1608146048317334,0.0008508981306656316,0.00037315780924183597,0.011870172406549787,16.965066149499883,17.017998531616968,0.10001133221171123,0.0007635784337931756
5.52,0.175623632729987,0.3797785072899288,0.5665460123963758,0.01419184103819658,0.01112971664323177,0.80194465209712,0.48959132308882486,0.0011403560076783527,0.7446249094775585,0.0,4.897755354771923,3.331893731239011,4.2525902866447804,2.54190107094324,0.6545343158661127,15.531634922924193,47.622675347693885,0.3083606767921447,16.85287652127772,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.2201637677292689,0.13434976070472116,0.4668996968622385,5.535059783297908,5.163387047778089,0.05573342623831995,0.24430835281962895,3.7842958753743914,3.8422581339863835,3.496489281562219,144.10273759917047,142.9627297383669,2.44741186262591,1.218906170272827,0.18041539226137585,0.1845858743416819,5.617868033078845,70.71060399149906,66.57324677012997,1.4720757354559164,4.074855238339157,0.1649523665217385,0.15911836519982298,4.527598145203702,437.7333449933979,436.42714625796424,3.3928768497038386,1.3679049615883123,0.0,0.0,0.0,0.002817605660081215,0.002081869088128076,0.07539047459792336,0.44039837272910864,0.36544617796065754,0.0015523746486792508,0.16064591700604908,0.0008574148587219315,0.00037473573573985696,0.011920369419463357,16.952882908067505,17.005743682648482,0.09994161215264795,0.00076304355709265
5.53,0.17601902322703578,0.3806372963253161,0.5678211587814106,0.01418073149625633,0.011137148218242075,0.8010887821423371,0.48923996076266085,0.001145207639720008,0.7440890331597606,0.0,4.896845920714231,3.3313144327442283,4.251801185679156,2.541985089252175,0.6544925414538662,15.532257882079273,47.62096407653047,0.30841906717339207,16.852260694522922,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.22059223587050464,0.13464848707789576,0.46795549210234366,5.5475211474371955,5.175008476902019,0.05585823175733219,0.24484769632106074,3.783993958354321,3.8418913877255436,3.4958813657217935,144.07598004843825,142.93620189992475,2.4470594503989744,1.2187000455252315,0.18039052298001937,0.18457491887224708,5.617509483298534,70.712941212817,66.57591695995639,1.4721166497358855,4.074934443304935,0.16499199692730235,0.1591479296612082,4.5284554794934815,437.71761550224517,436.41119862357397,3.3928152783561596,1.3678759621683765,0.0,0.0,0.0,0.002833851451641279,0.0020832588975055206,0.07544081460072816,0.4400536236455272,0.36505615802226304,0.0015511597800158023,0.16047764180893867,0.0008639822117592392,0.0003763299466802291,0.011971084499521188,16.940716425344355,16.99350533930261,0.09987198507079824,0.0007625093798325202
