Time,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,GDP,GTP,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,ATP,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,compartment01,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38
7.32,18965.65374943636,0.015487551424623632,152.39385341510337,5.787404920693822e-05,1500000.0,5000000.0,147.5905396884214,403.72573587292516,12.154423710581936,187.84453516794662,57.20950366830947,142.7904963316909,24000000.0,11439.241965929152,2024.456571421861,423.22690955426566,48.29783189394035,3.77862864824194,0.1558853900099073,0.1660900227345436,0.11145848577927711,0.0546315369552665,0.0022561606976988498,1399.999885197048,9.578878668506786e-07,0.00011384506442506945,7133.10922950285,4000.0,4676.359558063571,1823.6404419364274,6.14704563772426e-05,8.908786477611557e-06,0.001032212705933346,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.7315377460016,152.39385341510337,228.59078012265505,86.81107381040734,289.3702460346911,147.5905396884214,147.5905396884214,6.252723095775946,49.07053656666022,46.961133791986654,23.096948967413052,7196.64101511722,1.7355361942596668,231.58248570010005,48.41395024883658,5.52490585464554,0.4322464740663135,0.015588539000990732,0.377862864824194,4.8297831893940355,42.322690955426566,0.1558853900099073,0.11145848577927711,0.006805314911192454,-0.0011255352183025043,0.0002325260127607361,0.0010957511085132638,1.1384506442506946e-05,0.0008538379831880209,3.8315514674027145e-07,5349.400850437471,1823.6404419364274,3100.1887512919266,0.002572327768218152,0.0024588182550897043,0.0020187285104158294,0.004495882970510613,0.002580531764833365,8.908786477611557e-05
7.33,18964.72742143876,0.015487738737464,152.38943194072968,5.7873708888696245e-05,1500000.0,5000000.0,147.59495983138936,404.417601309657,12.133342401208319,187.8655970194803,56.99612094117045,143.0038790588299,24000000.0,11473.584752451206,2022.5623000285696,424.68395872579106,48.68329231318119,3.826180005733817,0.15851239454186616,0.16916459134856682,0.1134777451335349,0.05568684621503193,0.0023484730862189575,1399.9998828541877,9.741555664008193e-07,0.000116171656787997,7164.147290546815,4000.0,4672.105376520928,1827.8946234790699,6.261488952769869e-05,9.052684426248236e-06,0.0010515266479250102,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.72074353046287,152.38943194072968,228.58414791109453,86.81056333304437,289.3685444434812,147.59495983138936,147.59495983138936,6.263514149915847,49.069372297654226,46.966399254870076,23.050234514983266,7207.395504565026,1.7351150293217672,232.0603996649044,48.726473934468544,5.585718803836408,0.43900000573921194,0.01585123945418662,0.3826180005733817,4.8683292313181195,42.46839587257911,0.15851239454186616,0.1134777451335349,0.00706518193759227,-0.0011714788801911312,0.00023683040807107007,0.0011177056453171908,1.16171656787997e-05,0.0008712874259099775,3.896622265603277e-07,5360.579700989582,1827.8946234790699,3107.4208599144185,0.002619976994436466,0.0025045955811079474,0.0020525319089926435,0.0045763311513457505,0.0026288166198125255,9.052684426248236e-05
7.34,18963.801206011038,0.015487925631025157,152.38500795345027,5.78733683743186e-05,1500000.0,5000000.0,147.59938246883416,405.1098813294078,12.112324897734226,187.88659473912324,56.78320154057754,143.21679845942282,24000000.0,11507.959110533875,2020.6647115820308,426.14157979033104,49.07093444069755,3.874229002927499,0.1611782789189031,0.17228944316357325,0.11552957756292924,0.056759865600644006,0.0024443670944497937,1399.9998804679979,9.906697084413244e-07,0.00011854133244231642,7195.257646652211,4000.0,4667.854282359274,1832.145717640724,6.37781710993353e-05,9.198604812589648e-06,0.0010711645586908881,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.70994276024413,152.38500795345027,228.5775119301754,86.8100525614779,289.366841871593,147.59938246883416,147.59938246883416,6.274311714423295,49.06822501944344,46.97164868478081,23.003436037607216,7218.12664235491,1.7346883937538518,232.53726876984737,49.04019875525439,5.647063070592359,0.44584468950534084,0.01611782789189031,0.3874229002927499,4.907093444069755,42.61415797903311,0.1611782789189031,0.11552957756292924,0.007334344228780658,-0.0012191960819786824,0.00024120519983490045,0.0011400586496787277,1.1854133244231643e-05,0.0008890599933173731,3.962678833765298e-07,5371.747621532098,1832.145717640724,3114.6477199892306,0.002668406082728158,0.002551126843973412,0.002086825712046914,0.00465805713003039,0.0026779113967272204,9.198604812589648e-05
7.3500000000000005,18962.875102987247,0.01548811210489224,152.38058144761885,5.787302766333095e-05,1500000.0,5000000.0,147.6038076061419,405.8025765453445,12.091370866804931,187.90752865550246,56.57074624682155,143.42925375317884,24000000.0,11542.364881185218,2018.7638171110998,427.5997518781668,49.46076327030963,3.9227795917121684,0.1638835292492121,0.17546526611798857,0.11761443737017686,0.05785082874781168,0.0025439728765961284,1399.999878037771,1.0074338039085307e-06,0.00012095479533458334,7226.440245106589,4000.0,4663.60630143363,1836.3936985663677,6.496056161627897e-05,9.346570743025405e-06,0.00109113114285335,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.6991354261365,152.38058144761885,228.57087217142828,86.80954149499642,289.36513831665474,147.6038076061419,147.6038076061419,6.28511579798841,49.06709451714757,46.976882163875615,22.956554584053062,7228.834389160213,1.7342563002787585,233.01308586030578,49.355123592820654,5.708941769678376,0.45278153396008625,0.01638835292492121,0.3922779591712169,4.946076327030963,42.75997518781668,0.1638835292492121,0.11761443737017686,0.007613108296035721,-0.001268750539299636,0.000245651351165049,0.0011628168558352663,1.2095479533458335e-05,0.0009071609650093751,4.029735215634123e-07,5382.904559334162,1836.3936985663677,3121.869287562825,0.002717625712150157,0.0025984224646511587,0.0021216156068752214,0.004741078111728805,0.002727827857133375,9.346570743025405e-05
7.36,18961.9491122025,0.015488298158656344,152.37615241763325,5.787268675526194e-05,1500000.0,5000000.0,147.60823524865208,406.495687562025,12.07047997772261,187.92839909453062,56.358755829984354,143.64124417001602,24000000.0,11576.801905346967,2016.8596276923956,429.0584540899835,49.85278374953615,3.9718357411523417,0.16662863659628532,0.1786927548742085,0.1197327843596455,0.058959970514562955,0.0026474258676242326,1399.999875562789,1.0244485129719636e-06,0.0001234127625857294,7257.695032779968,4000.0,4659.361459429056,1840.6385405709416,6.616232421783763e-05,9.49660549118945e-06,0.001111431162261254,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.6883215190613,152.37615241763325,228.56422862644988,86.80903013289291,289.3634337763097,147.60823524865208,147.60823524865208,6.295926409168657,49.06598057748009,46.982099773632655,22.909591201249775,7239.518706168807,1.733818761729343,233.487843806867,49.67124728814145,5.771358018984804,0.45981155575897614,0.016662863659628532,0.3971835741152342,4.985278374953616,42.90584540899835,0.16662863659628532,0.1197327843596455,0.007901789668912019,-0.0013202085019498333,0.00025016983458786383,0.0011859837496903695,1.2341276258572939e-05,0.0009255957193929704,4.0977940518878545e-07,5394.0504621218515,1840.6385405709416,3129.085518970601,0.002767646666283433,0.002646492968713505,0.0021569073198732277,0.0048254114733079475,0.0027785779056531353,9.496605491189449e-05
7.37,18961.023233493037,0.015488483791914292,152.37172085793165,5.787234564964293e-05,1500000.0,5000000.0,147.61266540166113,407.189214975519,12.049651902905717,187.9492063789517,56.14723104967405,143.85276895032632,24000000.0,11611.270023861125,2014.9521544542663,430.51766548831887,50.247000784701804,4.021401438221256,0.16941409659954565,0.18197261070844492,0.12188508327636474,0.060087527432080186,0.002754865145625112,1399.999873042325,1.041716487383073e-06,0.0001259159584215793,7289.021956086601,4000.0,4655.119781859118,1844.8802181408794,6.73837245961849e-05,9.648732503580371e-06,0.0011320694310651678,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.6775010300672,152.37172085793165,228.55758128689746,86.80851847446439,289.36172824821466,147.61266540166113,147.61266540166113,6.3067435563906304,49.064882990724485,46.98730159473792,22.862546934165863,7250.179555096446,1.733375791120556,233.96153550529215,49.988568640271886,5.834314940003345,0.46693577973530487,0.016941409659954564,0.4021401438221256,5.024700078470181,43.05176654883189,0.16941409659954565,0.12188508327636474,0.0082007131783732,-0.001373637931827266,0.0002547616318890033,0.0012095651423312983,1.2591595842157932e-05,0.0009443696881618448,4.1668659495322927e-07,5405.185278058372,1844.8802181408794,3136.296370839495,0.0028184798315300783,0.0026953489838473957,0.0021927066148997344,0.004911074767052082,0.0028301735776629193,9.648732503580372e-05
7.38,18960.09746669616,0.015488669004268872,152.36728676299688,5.78720043460083e-05,1500000.0,5000000.0,147.6170980704184,407.8831593732787,12.02888631736659,187.96995082885763,55.93617265533418,144.06382734466618,24000000.0,11645.76907750869,2013.041408572153,431.97736510750707,50.64341923504143,4.071480686917556,0.17224040991333806,0.18530554160462423,0.12407180445940039,0.06123373714522385,0.002866435400190428,1399.999870475642,1.0592445840550566e-06,0.00012846511337430874,7320.420961029256,4000.0,4650.881294067822,1849.1187059321758,6.862503105629821e-05,9.802975392087612e-06,0.0011530508213614676,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.6666739503336,152.36728676299688,228.55093014449534,86.80800651901245,289.36002173004147,147.6170980704184,147.6170980704184,6.317567247948162,49.06380154869489,46.99248770721441,22.815422825906907,7260.816898171175,1.732927401573718,234.4341538769412,50.307086407526874,5.897815657067543,0.4741552388337832,0.017224040991333806,0.4071480686917556,5.064341923504143,43.19773651075071,0.17224040991333806,0.12407180445940039,0.008510213119628178,-0.0014291094741434817,0.0002594277342448926,0.0012335717822506934,1.2846511337430875e-05,0.0009634883503073156,4.236978336220227e-07,5416.308955761865,1849.1187059321758,3143.5018000846985,0.0028701361985707993,0.0027450012422519285,0.00222901929394007,0.0049980857177290006,0.002882627053403669,9.802975392087612e-05
7.390000000000001,18959.171811650285,0.015488853795328649,152.36285012735263,5.7871662843895184e-05,1500000.0,5000000.0,147.62153326012967,408.5775213342476,12.008182899164208,187.99063276124056,55.72558138597248,144.27441861402787,24000000.0,11680.298906975784,2011.1274012726592,433.43753194497134,51.042043917845355,4.122077509050919,0.175108081823389,0.1886922621858454,0.12629342326932005,0.06239883891652532,0.0029822851831939837,1399.999867861993,1.0770369952999662e-06,0.0001310609699200456,7351.8919931605105,4000.0,4646.646021227858,1853.3539787721393,6.988651446848837e-05,9.959357940925161e-06,0.0011743802582832388,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.65584027116745,152.36285012735263,228.54427519102893,86.80749426584278,289.3583142194759,147.62153326012967,147.62153326012967,6.3283974920039325,49.062736046688116,46.99765819031014,22.76821991759052,7271.4306981470045,1.7324736063878277,234.90569186874092,50.62679930619131,5.961863297834191,0.48147097423436913,0.0175108081823389,0.4122077509050919,5.104204391784536,43.34375319449714,0.175108081823389,0.12629342326932005,0.008830633554696998,-0.0014866955791400427,0.00026416914212676405,0.0012580114038974678,1.3106096992004561e-05,0.000982957274400342,4.308147981199865e-07,5427.4214442851135,1853.3539787721393,3150.7017639126366,0.0029226268613063797,0.002795460578739535,0.002265851195984678,0.005086462226979698,0.002935950645708097,9.959357940925161e-05
7.4,18958.246268194867,0.015489038164708176,152.35841094556775,5.78713211428438e-05,1500000.0,5000000.0,147.62597097595304,409.2723014287451,11.987541328890643,188.01125249050065,55.515457970476845,144.4845420295235,24000000.0,11714.859352892823,2009.2101438288064,434.89814497132136,51.44287960253639,4.173195943300105,0.1780176226893417,0.19213349375800054,0.12855042075316309,0.06358307300483747,0.003102569004334866,1399.9998652006207,1.0950917023357648e-06,0.0001337042874650254,7383.434997627441,4000.0,4642.413988342789,1857.5860116572078,7.116844831024913e-05,1.01179040976978e-05,0.0011960627256041207,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.64499998400663,152.35841094556775,228.53761641835163,86.8069817142657,289.356605714219,147.62597097595304,147.62597097595304,6.339234296587781,49.0616862814727,47.00281312262516,22.72093924844783,7282.0209182879835,1.7320144189647502,235.3761424536003,50.94770601173023,6.026460992515129,0.4888840352782363,0.017801762268934172,0.41731959433001053,5.144287960253639,43.48981449713214,0.1780176226893417,0.12855042075316309,0.009162328470217073,-0.0015464715349541034,0.000268986865361725,0.001282884527138346,1.337042874650254e-05,0.0010027821559876905,4.380366809343059e-07,5438.522693133799,1857.5860116572078,3157.896219817253,0.0029759630175363906,0.0028467379324099654,0.002303208197088184,0.005176222369625136,0.0029901568140103018,0.000101179040976978
7.41,18957.32083617048,0.015489222112027808,152.35396921225248,5.787097924239712e-05,1500000.0,5000000.0,147.63041122300254,409.96750021856326,11.966961290116316,188.03181032800583,55.30580312733787,144.69419687266247,24000000.0,11749.450255800251,2007.2896475642005,436.3591831215071,51.84593101584115,4.2248400460508195,0.18096954755796563,0.19562996428626758,0.13084328306143897,0.06478668122482863,0.0032274454677337205,1399.9998624907582,1.1134105093591889e-06,0.00013639583104321136,7415.049919132552,4000.0,4638.185220245072,1861.8147797549248,7.247110863500756e-05,1.027863798158967e-05,0.001218103260865344,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.63415308041726,152.35396921225248,228.53095381837872,86.80646886359568,289.3548962119856,147.63041122300254,147.63041122300254,6.350077669598135,49.06065205321299,47.00795258200146,22.673581855694703,7292.587522382189,1.7315498528796212,235.84549863038393,51.269805157477805,6.09161187436277,0.4963954795978695,0.018096954755796563,0.42248400460508195,5.184593101584116,43.635918312150714,0.18096954755796563,0.13084328306143897,0.00950566210067927,-0.0016085145317432628,0.0002738819230998466,0.001308196139400101,1.3639583104321138e-05,0.0010229687328240852,4.4536420374367556e-07,5449.612652245741,1861.8147797549248,3165.085125583372,0.003030155968598066,0.0028988443454003024,0.0023410962098006018,0.005267384398704869,0.00304525815216336,0.0001027863798158967
7.42,18956.395515418713,0.01548940563691391,152.34952492206273,5.787063714210126e-05,1500000.0,5000000.0,147.63485400634406,410.6631182568666,11.946442468886866,188.05230658258935,55.09661756497106,144.90338243502927,24000000.0,11784.071456188054,2005.3659238481862,437.8206253050499,52.2512028358543,4.277013890394936,0.1839643766081599,0.19918240838502801,0.13317250212350495,0.06600990626152309,0.0033570794970692445,1399.999859731628,1.1320035752800791e-06,0.00013913636823032835,7446.736701978787,4000.0,4633.959741598492,1866.0402584015055,7.379477409444069e-05,1.0441583873169138e-05,0.0012405069609162922,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.62329955209617,152.34952492206273,228.52428738309408,86.80595571315189,289.3531857105063,147.63485400634406,147.63485400634406,6.360927618800553,49.05963316349341,47.01307664564734,22.626148774637063,7303.130474725474,1.7310799218071888,236.31375342431602,51.59309533587644,6.15731907889483,0.5040063730352279,0.01839643766081599,0.4277013890394936,5.22512028358543,43.78206253050499,0.1839643766081599,0.13317250212350495,0.009861009079830082,-0.001672904757159801,0.000278855343800047,0.0013339611019760806,1.3913636823032836e-05,0.0010435227617274626,4.528014301120317e-07,5460.691272009536,1866.0402584015055,3172.2684392825595,0.0030852171192131414,0.0029517909637776277,0.0023795211825860664,0.005359966741120312,0.0031012674022907307,0.00010441583873169138
7.43,18955.470305782273,0.01548958873899868,152.34507806969634,5.787029484150514e-05,1500000.0,5000000.0,147.63929933099885,411.35915608827503,11.925984554159092,188.07274156011857,54.88790198143398,145.11209801856637,24000000.0,11818.722794461173,2003.4389841001048,439.28245039707616,52.65869969722137,4.329721567020798,0.18700263476195703,0.20279156734226775,0.1355385750552331,0.06725299228703464,0.003491640356305039,1399.9998569224424,1.1508760621024739e-06,0.00014192668124024825,7478.495290030157,4000.0,4629.7375768959655,1870.262423104031,7.513972592470335e-05,1.0606766223594093e-05,0.001263278977099035,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.612439390869,152.34507806969634,228.5176171045445,86.80544226225771,289.3514742075257,147.63929933099885,147.63929933099885,6.371784151828945,49.05862941720687,47.01818539002964,22.578641038538642,7313.649740135745,1.7306046395910428,236.78089988696047,51.91757509714684,6.223585744382359,0.5117177897781886,0.018700263476195703,0.4329721567020798,5.265869969722138,43.92824503970762,0.18700263476195703,0.1355385750552331,0.010228754785758899,-0.0017397244019636306,0.0002839081652642527,0.0013601885148770221,1.4192668124024825e-05,0.0010644501093018618,4.6035042484098954e-07,5471.758503243379,1870.262423104031,3179.4461192768526,0.003141157977868683,0.0030055890369881343,0.0024184890998375985,0.005453988003204107,0.0031581974427475875,0.00010606766223594093
7.44,18954.545207104886,0.015489771417920352,152.34062864989716,5.7869952340160844e-05,1500000.0,5000000.0,147.64374720193956,412.05561424877607,11.905587237305822,188.09311556398484,54.67965706475436,145.320342935246,24000000.0,11853.404110979329,2001.5088397843492,440.74463724867195,53.06842618519653,4.3829671831552455,0.1900848521313999,0.20645818905098995,0.13794200484373048,0.0685161842072595,0.003631304008771725,1399.999854062403,1.1700244799031692e-06,0.0001447675720374163,7510.325626756998,4000.0,4625.518750462216,1874.48124953778,7.650624794776639e-05,1.0774209641054056e-05,0.00128642452070682,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.6015725886925,152.34062864989716,228.51094297484573,86.80492851024127,289.3497617008042,147.64374720193956,147.64374720193956,6.382647276184306,49.057640620604396,47.02327889099621,22.531059678729786,7324.145283936397,1.73012402017077,237.2469310966127,52.243242950555015,6.2904150110681165,0.5195308122709987,0.01900848521313999,0.4382967183155246,5.306842618519653,44.0744637248672,0.1900848521313999,0.13794200484373048,0.010609295484086123,-0.0018090588199838015,0.00028904143454137394,0.0013868772980030677,1.447675720374163e-05,0.0010857567902806222,4.680097919612677e-07,5482.81429721408,1874.48124953778,3186.618124214226,0.0031979901557576207,0.0030602499179106556,0.0024580059806027384,0.005549466964612017,0.0032160613017670502,0.00010774209641054056
7.45,18953.620219231354,0.015489953673323013,152.33617665745166,5.786960963762331e-05,1500000.0,5000000.0,147.64819762409374,412.75249326579836,11.885250212546332,188.11342889467753,54.471883492642135,145.52811650735822,24000000.0,11888.115246022184,1999.5755024147072,442.207164677814,53.480386840828956,4.436754863502623,0.19321156362813774,0.2101830280865131,0.14038329974738348,0.06979972833912965,0.003776251019899197,1399.999851150702,1.189450901132822e-06,0.00014765984684022155,7542.227655196414,4000.0,4621.303286451377,1878.6967135486198,7.78946265764245e-05,1.0943938904040243e-05,0.0013099488582469653,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.59069913765205,152.33617665745166,228.50426498617747,86.80441445643497,289.3480481881166,147.64819762409374,147.64819762409374,6.393516999235786,49.05666658316359,47.02835722366938,22.483405724472128,7334.617071970854,1.7296380776505464,237.71184015828752,52.570097363065635,6.357810021656229,0.5274465313566861,0.019321156362813775,0.4436754863502623,5.348038684082896,44.2207164677814,0.19321156362813774,0.14038329974738348,0.011003038696450702,-0.0018809954740669536,0.00029425620803552214,0.0014140329392151928,1.4765984684022156e-05,0.0011074488513016616,4.757803604531289e-07,5493.858605615504,1878.6967135486198,3193.7844130326534,0.0032557253679788376,0.00311578506305698,0.0024980778792388614,0.005646422585988973,0.003274872145617413,0.00010943938904040243
7.46,18952.695342007508,0.0154901355048568,152.3317220871927,5.786926673345068e-05,1500000.0,5000000.0,147.65265060233986,413.4497936581413,11.864973176466476,188.1336818502588,54.264581932820946,145.7354180671794,24000000.0,11922.85603982921,1997.6389835493524,443.6700114797683,53.89458615506273,4.4910887491340326,0.19638330940861387,0.21396684557891593,0.1428629739852894,0.07110387159362658,0.00392666903697852,1399.999848186519,1.209167088038241e-06,0.00015060431344072355,7574.201317997494,4000.0,4617.091208849883,1882.9087911501144,7.930515079360064e-05,1.1115978949703965e-05,0.0013338573167630248,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.5798190299646,152.3317220871927,228.49758313078905,86.80390010017602,289.3463336672534,147.65265060233986,147.65265060233986,6.404393328219693,49.05570711569446,47.0334204625647,22.43568020307012,7345.065070585841,1.7291468262282115,238.17562020409682,52.89813676062651,6.4257739205298545,0.5354660461802171,0.019638330940861388,0.4491088749134033,5.389458615506274,44.36700114797683,0.19638330940861387,0.1428629739852894,0.011410403335002425,-0.001955625153626277,0.00029955355132743063,0.001441672511877944,1.5060431344072356e-05,0.0011295323508054267,4.836668352152964e-07,5504.891380587817,1882.9087911501144,3200.9449449551944,0.003314375431564178,0.0031722060317440257,0.0025387108834469822,0.005744874003829182,0.003334643291907562,0.00011115978949703965
7.47,18951.770575280247,0.015490316912177745,152.32726493399625,5.786892362720397e-05,1500000.0,5000000.0,147.65710614151075,414.14751593602944,11.844755828426909,188.15387472595992,54.057753042741325,145.94224695725902,24000000.0,11957.626332565305,1995.6992947951805,445.1331564181122,54.31102857381149,4.545972998460873,0.19960063449071408,0.21781040933922025,0.14538154714129795,0.07242886219792234,0.00408275061682281,1399.999845169025,1.2291791375260348e-06,0.00015360179532257392,7606.24655738233,4000.0,4612.882541473909,1887.1174585260867,8.07381121764545e-05,1.1290354881934239e-05,0.001358155279285508,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,293.56893225797614,152.32726493399625,228.49089740099436,86.80338544080595,289.34461813601985,147.65710614151075,147.65710614151075,6.4152762702402795,49.054762032118106,47.03846868148998,22.387884139734656,7355.489246645854,1.728650280260713,238.63826439324862,53.2273595268313,6.494309854229151,0.5435904643352659,0.01996006344907141,0.4545972998460873,5.431102857381149,44.513315641811225,0.19960063449071408,0.14538154714129795,0.011831820092477581,-0.0020330408821118214,0.0003049345393511103,0.0014698064822321224,1.5360179532257393e-05,0.0011520134649193044,4.916716550104139e-07,5515.912574695919,1887.1174585260867,3208.099679494347,0.0033739522674356807,0.00322952448705818,0.0025799111155127797,0.0058448405354866095,0.0033953881982137697,0.00011290354881934239
