T,GABA,H,HG,N,NG,NMDA,Q,U,V,VGABA
441.0,0.0048731775,0.9817881,0.78246099,4.5086264e-05,0.20030406,0.0,0.044614013,101.11327,-77.974617,-32.363262
442.0,0.99998552,0.98275155,0.30049795,4.5551853e-05,0.59825826,0.0,0.04475043,100.9409,-77.905495,41.516384
443.0,0.99361807,0.98365891,0.12090097,4.6022644e-05,0.73075652,0.0,0.04488476,100.76913,-77.836304,-3.7980673
444.0,0.90010399,0.98451346,0.30431101,4.6498692e-05,0.69081575,0.0,0.045017019,100.59797,-77.767059,-69.37117
445.0,0.81444776,0.98531854,0.80230713,4.6980047e-05,0.59983498,0.0,0.045147218,100.42741,-77.697754,-83.086914
446.0,0.73694283,0.98607713,0.96262187,4.7466772e-05,0.51485753,0.0,0.045275375,100.25747,-77.62838,-85.232368
447.0,0.66681343,0.98679197,0.99267352,4.7958918e-05,0.44141796,0.0,0.045401506,100.08813,-77.558952,-85.234344
448.0,0.60335773,0.98746574,0.997715,4.8456543e-05,0.3790516,0.0,0.045525622,99.91938,-77.489464,-84.540619
449.0,0.54594064,0.98810083,0.99845392,4.8959682e-05,0.32641146,0.0,0.04564774,99.751228,-77.419922,-83.528603
450.0,0.49398753,0.98869962,0.99839401,4.9468439e-05,0.28210002,0.0,0.045767874,99.583672,-77.350319,-82.351532
451.0,0.44697842,0.98926425,0.99813056,4.9982831e-05,0.24485108,0.0,0.045886036,99.416702,-77.28067,-81.092789
452.0,0.40444279,0.9897967,0.99776655,5.0502924e-05,0.21356881,0.0,0.046002239,99.25032,-77.21096,-79.803947
453.0,0.36595497,0.99029887,0.99731743,5.1028768e-05,0.18732467,0.0,0.046116505,99.084526,-77.141197,-78.517899
454.0,0.33112973,0.9907726,0.99678153,5.1560444e-05,0.16534026,0.0,0.046228841,98.919319,-77.071388,-77.255302
455.0,0.29961857,0.99121958,0.99615365,5.2098007e-05,0.14696625,0.0,0.046339266,98.754684,-77.001526,-76.028664
456.0,0.27110609,0.99164122,0.9954285,5.2641495e-05,0.13166176,0.0,0.046447787,98.59063,-76.93161,-74.845108
457.0,0.24530694,0.99203914,0.99460018,5.3191001e-05,0.11897579,0.0,0.046554428,98.427147,-76.861649,-73.708252
458.0,0.22196288,0.99241471,0.99366444,5.3746506e-05,0.10853137,0.0,0.046659198,98.264244,-76.791649,-72.619499
459.0,0.20084032,0.99276912,0.9926154,5.4308275e-05,0.10001232,0.0,0.046762109,98.101898,-76.721588,-71.578865
460.0,0.18172784,0.99310362,0.99145091,5.4876149e-05,0.093152262,0.0,0.04686318,97.940125,-76.651489,-70.585487
461.0,0.16443415,0.99341941,0.99016762,5.545028e-05,0.087725781,0.0,0.046962418,97.778915,-76.581345,-69.638
462.0,0.14878616,0.99371749,0.98876381,5.6030713e-05,0.083541207,0.0,0.047059845,97.618271,-76.511162,-68.734718
463.0,0.13462728,0.99399889,0.98723823,5.6617529e-05,0.080434754,0.0,0.04715547,97.458176,-76.440933,-67.873787
464.0,0.1218158,0.9942646,0.98559123,5.7210746e-05,0.078265794,0.0,0.047249306,97.298645,-76.370659,-67.053246
465.0,0.11022349,0.99451542,0.98382258,5.7810579e-05,0.076913007,0.0,0.047341369,97.139664,-76.300346,-66.271118
466.0,0.099734344,0.99475223,0.98193455,5.8416892e-05,0.076271318,0.0,0.047431674,96.981239,-76.230003,-65.525368
467.0,0.090243362,0.99497581,0.97992933,5.9029797e-05,0.076249346,0.0,0.047520231,96.823357,-76.159615,-64.813995
468.0,0.081655569,0.99518687,0.97780865,5.964957e-05,0.07676737,0.0,0.047607057,96.666023,-76.089188,-64.134987
469.0,0.073885016,0.99538618,0.9755761,6.0276056e-05,0.07775569,0.0,0.047692165,96.509232,-76.018723,-63.486374
470.0,0.066853926,0.9955743,0.97323495,6.0909355e-05,0.07915324,0.0,0.047775563,96.352982,-75.948219,-62.866177
471.0,0.060491931,0.99575186,0.97078824,6.1549545e-05,0.080906488,0.0,0.047857273,96.197273,-75.877686,-62.272453
472.0,0.054735363,0.99591947,0.96823919,6.2196668e-05,0.08296854,0.0,0.047937304,96.042091,-75.807121,-61.703278
473.0,0.049526602,0.99607766,0.96558982,6.2851002e-05,0.085298374,0.0,0.048015669,95.887451,-75.736519,-61.156734
474.0,0.044813521,0.99622697,0.96284258,6.3512372e-05,0.087860204,0.0,0.048092384,95.733345,-75.665886,-60.630928
475.0,0.04054895,0.99636775,0.95999861,6.4180946e-05,0.090623021,0.0,0.048167456,95.579765,-75.595215,-60.123966
476.0,0.036690209,0.99650061,0.95705813,6.485678e-05,0.093560107,0.0,0.048240904,95.426712,-75.524521,-59.633949
477.0,0.033198673,0.9966259,0.95401996,6.5539964e-05,0.096648723,0.0,0.048312742,95.274178,-75.453796,-59.158966
478.0,0.030039402,0.99674404,0.9508816,6.6230532e-05,0.099869847,0.0,0.048382979,95.122169,-75.383041,-58.697079
479.0,0.027180774,0.99685544,0.94763839,6.6928638e-05,0.10320792,0.0,0.048451629,94.97068,-75.312256,-58.246284
480.0,0.024594182,0.99696034,0.94428366,6.7634319e-05,0.10665073,0.0,0.048518706,94.81971,-75.241447,-57.804501
481.0,0.022253735,0.99705917,0.94080806,6.8347617e-05,0.11018937,0.0,0.048584219,94.66925,-75.170609,-57.369518
482.0,0.020136012,0.99715221,0.9371987,6.9068636e-05,0.11381821,0.0,0.04864819,94.51931,-75.099739,-56.938938
483.0,0.018219817,0.99723977,0.9334386,6.9797446e-05,0.117535,0.0,0.048710622,94.369873,-75.028854,-56.510101
484.0,0.016485972,0.99732214,0.92950553,7.0534115e-05,0.12134122,0.0,0.04877153,94.220947,-74.957939,-56.079975
485.0,0.014917125,0.99739957,0.9253701,7.1278744e-05,0.12524243,0.0,0.04883093,94.072525,-74.887001,-55.644985
486.0,0.013497572,0.99747229,0.92099357,7.203142e-05,0.12924905,0.0,0.048888832,93.924606,-74.81604,-55.200802
487.0,0.012213108,0.99754053,0.91632426,7.2792151e-05,0.13337757,0.0,0.048945252,93.777184,-74.745056,-54.74194
488.0,0.011050877,0.99760455,0.91129154,7.3561241e-05,0.13765226,0.0,0.049000196,93.630264,-74.674049,-54.261215
489.0,0.0099992473,0.99766457,0.9057973,7.433851e-05,0.14210844,0.0,0.04905368,93.483841,-74.60302,-53.748726
490.0,0.0090476926,0.99772072,0.89969975,7.5124153e-05,0.14679736,0.0,0.049105719,93.337914,-74.531967,-53.190147
491.0,0.0081866905,0.99777323,0.89278483,7.5918251e-05,0.15179539,0.0,0.049156319,93.192474,-74.460899,-52.563347
492.0,0.0074076243,0.99782228,0.88470954,7.6720862e-05,0.15722173,0.0,0.049205497,93.047531,-74.389809,-51.831257
493.0,0.0067026955,0.997868,0.87487382,7.7532117e-05,0.1632766,0.0,0.049253263,92.903069,-74.318703,-50.924389
494.0,0.0060648494,0.99791056,0.8620804,7.8351994e-05,0.17033863,0.0,0.049299631,92.759094,-74.247574,-49.688183
495.0,0.0054877033,0.99795014,0.84329593,7.9180863e-05,0.17930605,0.0,0.04934461,92.615608,-74.17643,-47.650246
496.0,0.0049654818,0.99798685,0.80371356,8.0018544e-05,0.19412093,0.0,0.049388211,92.472595,-74.10527,-40.979874
497.0,0.9998588,0.99802077,0.36203152,8.0865175e-05,0.542458,0.0,0.049430452,92.330063,-74.034088,47.095978
498.0,0.99983734,0.99805212,0.13921252,8.1720871e-05,0.72185057,0.0,0.049471341,92.188011,-73.962891,5.5195889
499.0,0.91714245,0.99808097,0.21161181,8.2585728e-05,0.70633304,0.0,0.049510889,92.046432,-73.891685,-61.959198
500.0,0.8298648,0.99810737,0.7365818,8.345984e-05,0.61686516,0.0,0.049549107,91.905319,-73.820457,-82.050812
501.0,0.75089276,0.99813151,0.94854385,8.4343301e-05,0.52993828,0.0,0.049586009,91.764687,-73.749214,-85.079659
502.0,0.67943585,0.99815345,0.99026471,8.5236206e-05,0.45431197,0.0,0.049621604,91.624512,-73.677956,-85.306061
503.0,0.614779,0.9981733,0.9973253,8.6138658e-05,0.3899636,0.0,0.049655907,91.48481,-73.606682,-84.701637
504.0,0.55627501,0.99819112,0.99841565,8.7050699e-05,0.33560827,0.0,0.049688924,91.345573,-73.5354,-83.734283
505.0,0.50333846,0.99820703,0.99842763,8.797257e-05,0.28983623,0.0,0.049720671,91.206795,-73.464104,-82.580498
506.0,0.45543945,0.99822104,0.99818891,8.8904213e-05,0.25135148,0.0,0.049751159,91.068481,-73.392792,-81.33242
507.0,0.41209865,0.99823326,0.99784148,8.9845824e-05,0.21902581,0.0,0.049780395,90.930618,-73.321465,-80.046265
508.0,0.37288228,0.99824381,0.99740803,9.0797475e-05,0.19190036,0.0,0.049808394,90.793213,-73.25013,-78.757812
509.0,0.33739784,0.99825269,0.99688888,9.1759212e-05,0.16917014,0.0,0.049835164,90.656265,-73.17878,-77.489662
510.0,0.30529019,0.99825996,0.99627852,9.2731294e-05,0.15016325,0.0,0.04986072,90.519768,-73.107414,-76.255608
511.0,0.27623799,0.99826568,0.99557191,9.3713672e-05,0.13431993,0.0,0.049885068,90.383713,-73.036041,-75.063606
512.0,0.24995047,0.99826992,0.99476331,9.4706535e-05,0.12117364,0.0,0.049908221,90.248116,-72.964653,-73.917831
513.0,0.22616453,0.99827272,0.99384767,9.5709962e-05,0.11033461,0.0,0.049930193,90.112961,-72.893257,-72.820023
514.0,0.20464213,0.99827415,0.99282062,9.6724012e-05,0.10147614,0.0,0.049950991,89.978249,-72.821854,-71.770409
515.0,0.18516785,0.99827421,0.99167889,9.7748758e-05,0.094323225,0.0,0.049970623,89.843979,-72.750435,-70.768257
516.0,0.16754679,0.99827302,0.9904176,9.8784731e-05,0.088643424,0.0,0.049989104,89.710144,-72.679001,-69.812286
517.0,0.15160261,0.99827051,0.98903638,9.9831523e-05,0.084239192,0.0,0.050006445,89.576752,-72.607567,-68.900848
518.0,0.13717571,0.99826682,0.98753422,0.00010088935,0.080941893,0.0,0.050022654,89.443794,-72.536118,-68.03212
519.0,0.12412171,0.99826193,0.98590934,0.00010195871,0.078606889,0.0,0.050037742,89.311272,-72.464653,-67.204155
520.0,0.11230997,0.99825585,0.9841634,0.00010303929,0.077109493,0.0,0.050051715,89.179176,-72.393181,-66.414978
521.0,0.10162226,0.9982487,0.98229766,0.00010413134,0.076341793,0.0,0.05006459,89.047516,-72.321701,-65.66256
522.0,0.091951624,0.99824041,0.98031396,0.00010523501,0.07621,0.0,0.050076373,88.916283,-72.250206,-64.944885
523.0,0.083201267,0.99823105,0.97821486,0.00010635041,0.076632351,0.0,0.050087079,88.785477,-72.178703,-64.259964
524.0,0.075283617,0.99822062,0.97600317,0.00010747769,0.077537373,0.0,0.050096709,88.65509,-72.107193,-63.605801
525.0,0.068119437,0.99820918,0.97368228,0.00010861691,0.078862466,0.0,0.050105281,88.525131,-72.035675,-62.980423
526.0,0.061637014,0.99819678,0.97125512,0.00010976829,0.080552772,0.0,0.050112803,88.395592,-71.964142,-62.381882
527.0,0.055771474,0.99818331,0.96872479,0.00011093196,0.082560197,0.0,0.050119281,88.266472,-71.892593,-61.808247
528.0,0.050464116,0.99816895,0.96609408,0.00011210793,0.084842682,0.0,0.050124727,88.137764,-71.821037,-61.257607
529.0,0.045661822,0.99815357,0.96336514,0.00011329644,0.087363504,0.0,0.050129149,88.009476,-71.749474,-60.728054
530.0,0.041316524,0.9981373,0.96053934,0.00011449756,0.090090789,0.0,0.050132561,87.881599,-71.677902,-60.217701
531.0,0.037384737,0.99812013,0.95761698,0.0001157115,0.092997037,0.0,0.050134968,87.754135,-71.606316,-59.724651
532.0,0.033827107,0.99810201,0.95459741,0.00011693829,0.096058801,0.0,0.050136384,87.627075,-71.534714,-59.246994
533.0,0.030608032,0.998083,0.951478,0.00011817828,0.099256352,0.0,0.050136812,87.500427,-71.463104,-58.782803
534.0,0.027695293,0.99806309,0.94825488,0.00011943142,0.10257351,0.0,0.050136268,87.374184,-71.391487,-58.330082
535.0,0.025059737,0.99804235,0.94492173,0.00012069788,0.10599747,0.0,0.050134756,87.248344,-71.319855,-57.886772
536.0,0.022674987,0.99802071,0.94146967,0.00012197784,0.10951868,0.0,0.050132286,87.122902,-71.248207,-57.450691
537.0,0.020517178,0.99799818,0.93788654,0.00012327149,0.11313088,0.0,0.050128866,86.997864,-71.176552,-57.019474
538.0,0.018564709,0.99797487,0.93415636,0.00012457883,0.11683121,0.0,0.050124511,86.87323,-71.104881,-56.590527
539.0,0.016798044,0.99795067,0.93025768,0.00012590033,0.12062036,0.0,0.050119225,86.748985,-71.033195,-56.160896
540.0,0.015199498,0.99792564,0.92616278,0.00012723582,0.12450312,0.0,0.050113015,86.625137,-70.961494,-55.727123
541.0,0.013753074,0.99789977,0.92183501,0.0001285855,0.12848893,0.0,0.050105896,86.501678,-70.889786,-55.285038
542.0,0.012444296,0.99787307,0.91722518,0.00012994984,0.13259299,0.0,0.050097868,86.378616,-70.818062,-54.829418
543.0,0.011260064,0.99784553,0.91226709,0.00013132865,0.13683797,0.0,0.05008895,86.255943,-70.746315,-54.353447
544.0,0.010188527,0.99781716,0.90686864,0.00013272223,0.14125679,0.0,0.050079141,86.133659,-70.674561,-53.847839
545.0,0.009218961,0.99778795,0.9008978,0.00013413077,0.14589716,0.0,0.050068457,86.011757,-70.602783,-53.29929
546.0,0.0083416607,0.99775791,0.89415735,0.00013555435,0.15082978,0.0,0.050056901,85.890244,-70.530998,-52.687511
547.0,0.0075478465,0.9977271,0.88633496,0.00013699332,0.15616378,0.0,0.050044481,85.769112,-70.45919,-51.979103
548.0,0.0068295742,0.99769539,0.87689483,0.00013844774,0.16207947,0.0,0.050031211,85.648361,-70.38736,-51.112965
549.0,0.0061796545,0.9976629,0.86479861,0.00013991777,0.16890922,0.0,0.050017096,85.527985,-70.315514,-49.958241
550.0,0.0055915825,0.99762952,0.84756637,0.00014140364,0.17739724,0.0,0.050002143,85.40799,-70.243652,-48.145817
551.0,0.0050594746,0.99759531,0.81546277,0.00014290551,0.1902068,0.0,0.049986362,85.288368,-70.171768,-43.558796
552.0,0.99862689,0.99756032,0.43652523,0.0001444236,0.47305807,0.0,0.049969759,85.169121,-70.099861,50.961651
553.0,0.99999815,0.99752444,0.16418028,0.00014595808,0.70683289,0.0,0.049952343,85.050247,-70.027939,14.612433
554.0,0.93453431,0.99748772,0.14693858,0.00014750917,0.71995574,0.0,0.049934123,84.931747,-69.955986,-50.659981
555.0,0.84560162,0.99745017,0.65478921,0.00014907705,0.6341275,0.0,0.049915105,84.813614,-69.88401,-80.594612
556.0,0.76513201,0.99741173,0.92920446,0.00015066194,0.54545736,0.0,0.049895298,84.695847,-69.812012,-84.845177
557.0,0.69232005,0.99737239,0.98690021,0.00015226402,0.46762779,0.0,0.049874708,84.578445,-69.73999,-85.35096
558.0,0.62643707,0.99733222,0.9967683,0.00015388358,0.40124688,0.0,0.049853344,84.461411,-69.667938,-84.850471
559.0,0.56682372,0.99729121,0.9983446,0.00015552074,0.34512338,0.0,0.049831212,84.344734,-69.595863,-83.933708
560.0,0.51288331,0.99724925,0.9984535,0.00015717575,0.2978425,0.0,0.049808323,84.228416,-69.523758,-82.806412
561.0,0.46407601,0.99720639,0.99824351,0.0001588489,0.25808012,0.0,0.049784683,84.112465,-69.451622,-81.570992
562.0,0.41991332,0.9971627,0.99791348,0.00016054029,0.22467554,0.0,0.049760297,83.996864,-69.379456,-80.288773
563.0,0.37995329,0.997118,0.99749607,0.00016225026,0.19663897,0.0,0.049735174,83.881622,-69.307259,-78.998711
564.0,0.34379596,0.99707246,0.99699312,0.00016397901,0.17313805,0.0,0.04970932,83.766739,-69.235031,-77.725487
565.0,0.31107944,0.99702591,0.99640048,0.00016572679,0.1534775,0.0,0.049682744,83.652199,-69.162766,-76.484283
566.0,0.28147632,0.99697846,0.99571234,0.00016749384,0.13707803,0.0,0.049655456,83.538017,-69.090462,-75.283974
567.0,0.25469029,0.99693006,0.99492353,0.00016928038,0.12345693,0.0,0.049627453,83.424179,-69.01812,-74.129333
568.0,0.23045331,0.99688071,0.99402827,0.00017108675,0.11221111,0.0,0.049598753,83.310692,-68.945747,-73.022469
569.0,0.20852277,0.99683034,0.9930228,0.000172913,0.10300295,0.0,0.049569357,83.197548,-68.873329,-71.963837
570.0,0.1886792,0.99677896,0.99190176,0.00017475986,0.095548555,0.0,0.049539272,83.084747,-68.800873,-70.952858
571.0,0.170724,0.99672663,0.99066335,0.00017662712,0.089608043,0.0,0.049508508,82.972298,-68.728371,-69.988335
572.0,0.15447746,0.99667323,0.98930484,0.00017851527,0.084977835,0.0,0.049477067,82.860176,-68.655823,-69.068672
573.0,0.13977699,0.99661887,0.9878251,0.00018042454,0.081484295,0.0,0.049444959,82.748405,-68.583229,-68.19207
574.0,0.12647544,0.99656337,0.98622346,0.00018235526,0.078978576,0.0,0.049412191,82.636971,-68.51059,-67.356606
575.0,0.11443971,0.99650687,0.98450047,0.00018430766,0.077332526,0.0,0.049378768,82.525864,-68.437897,-66.560295
576.0,0.10354933,0.99644929,0.98265707,0.00018628215,0.07643529,0.0,0.049344696,82.4151,-68.365158,-65.801125
577.0,0.093695305,0.99639058,0.98069561,0.00018827885,0.076190606,0.0,0.049309984,82.304665,-68.292358,-65.077087
578.0,0.084779017,0.9963308,0.97861773,0.00019029847,0.076514594,0.0,0.049274635,82.194565,-68.219513,-64.386162
579.0,0.07671123,0.99626988,0.97642696,0.00019234091,0.077333957,0.0,0.049238659,82.084793,-68.146599,-63.726376
580.0,0.069411188,0.99620777,0.97412634,0.00019440662,0.078584544,0.0,0.049202058,81.975349,-68.073631,-63.095741
581.0,0.062805839,0.99614453,0.97171885,0.00019649607,0.080210097,0.0,0.049164839,81.866234,-68.000603,-62.49231
582.0,0.056829073,0.9960801,0.96920764,0.00019860954,0.08216133,0.0,0.049127012,81.757439,-67.927505,-61.914146
583.0,0.051421072,0.99601448,0.96659559,0.00020074732,0.084395088,0.0,0.049088582,81.648972,-67.854347,-61.359333
584.0,0.04652771,0.99594766,0.96388495,0.00020290975,0.08687371,0.0,0.049049549,81.540825,-67.78112,-60.825966
585.0,0.042100012,0.99587959,0.96107721,0.00020509737,0.08956442,0.0,0.049009927,81.432999,-67.707817,-60.312153
586.0,0.038093667,0.99581021,0.9581731,0.00020731035,0.092438951,0.0,0.048969716,81.325493,-67.634445,-59.815998
587.0,0.034468573,0.99573958,0.955172,0.00020954908,0.095473111,0.0,0.048928928,81.218307,-67.560997,-59.335598
588.0,0.031188454,0.99566764,0.95207155,0.00021181442,0.098646484,0.0,0.048887558,81.111435,-67.487473,-58.869026
589.0,0.02822048,0.99559438,0.94886827,0.00021410627,0.10194226,0.0,0.048845623,81.004875,-67.413864,-58.41431
590.0,0.025534946,0.99551976,0.9455564,0.00021642515,0.10534697,0.0,0.048803125,80.898628,-67.340172,-57.969395
591.0,0.023104975,0.99544376,0.94212747,0.00021877154,0.10885049,0.0,0.048760068,80.792686,-67.266396,-57.532127
592.0,0.020906245,0.99536639,0.93857002,0.00022114594,0.11244591,0.0,0.048716456,80.687065,-67.192528,-57.100189
593.0,0.018916752,0.99528754,0.93486887,0.00022354868,0.11612974,0.0,0.048672296,80.581749,-67.118568,-56.671028
594.0,0.017116586,0.99520731,0.93100369,0.00022598034,0.11990198,0.0,0.048627596,80.47673,-67.04451,-56.241772
595.0,0.015487727,0.99512553,0.92694825,0.00022844116,0.1237666,0.0,0.04858236,80.372025,-66.970352,-55.809067
596.0,0.014013874,0.99504226,0.92266744,0.00023093222,0.12773208,0.0,0.048536595,80.267624,-66.896095,-55.368908
597.0,0.012680278,0.99495751,0.91811502,0.00023345344,0.13181244,0.0,0.048490301,80.163521,-66.821732,-54.916294
598.0,0.01147359,0.99487114,0.91322845,0.00023600543,0.13602881,0.0,0.048443485,80.059715,-66.747253,-54.444759
599.0,0.010381733,0.99478316,0.90792131,0.00023858875,0.14041188,0.0,0.048396155,79.956215,-66.672668,-53.94558
600.0,0.0093937805,0.99469358,0.90207058,0.00024120425,0.14500609,0.0,0.048348311,79.853012,-66.597969,-53.406376
601.0,0.008499844,0.99460238,0.89549398,0.00024385208,0.14987695,0.0,0.048299965,79.750099,-66.52314,-52.808498
602.0,0.0076909764,0.99450946,0.88790655,0.00024653281,0.15512465,0.0,0.048251119,79.647484,-66.448196,-52.121742
603.0,0.0069590835,0.99441481,0.87882799,0.00024924759,0.16091216,0.0,0.048201773,79.545158,-66.373116,-51.292095
604.0,0.0062968391,0.99431843,0.86735225,0.00025199653,0.16753246,0.0,0.04815194,79.443123,-66.297905,-50.207939
605.0,0.0056976159,0.99422026,0.85142332,0.00025478023,0.17561069,0.0,0.048101619,79.341377,-66.222557,-48.575066
606.0,0.0051554167,0.99412024,0.82406431,0.0002575996,0.18709821,0.0,0.048050813,79.239922,-66.147072,-45.037548
607.0,0.98677105,0.99401838,0.52633041,0.00026045516,0.38890859,0.0,0.047999535,79.138748,-66.071434,52.921089
608.0,0.99999988,0.9939146,0.19585094,0.00026334758,0.68474054,0.0,0.047947783,79.037865,-65.995651,23.480614
609.0,0.95222741,0.99380893,0.11476489,0.00026627764,0.72998625,0.0,0.047895562,78.937256,-65.919708,-34.052036
610.0,0.86161101,0.99370122,0.55778748,0.00026924605,0.65143883,0.0,0.047842879,78.836937,-65.843605,-78.533531
611.0,0.77961791,0.99359155,0.90290499,0.00027225356,0.56135339,0.0,0.047789734,78.736893,-65.767334,-84.50605
612.0,0.70542741,0.99347979,0.98215747,0.0002753009,0.48132789,0.0,0.047736138,78.637131,-65.690895,-85.364365
613.0,0.63829714,0.99336588,0.99598134,0.00027838896,0.41287267,0.0,0.047682092,78.537643,-65.614281,-84.985374
614.0,0.57755512,0.99324983,0.99823266,0.00028151853,0.35493338,0.0,0.047627598,78.438431,-65.537476,-84.125778
615.0,0.5225935,0.99313164,0.99846977,0.00028469038,0.30609936,0.0,0.047572661,78.339485,-65.460487,-83.028381
616.0,0.47286212,0.99301118,0.99829489,0.00028790536,0.26502055,0.0,0.047517288,78.240822,-65.383301,-81.807701
617.0,0.42786333,0.99288839,0.99798238,0.00029116485,0.23050402,0.0,0.04746148,78.142418,-65.305916,-80.530762
618.0,0.38714674,0.99276328,0.99758077,0.00029446927,0.20152859,0.0,0.047405247,78.044289,-65.228317,-79.239944
619.0,0.35030487,0.99263573,0.99709415,0.00029781976,0.17723384,0.0,0.047348581,77.946426,-65.150505,-77.962166
620.0,0.31696895,0.99250579,0.99651867,0.00030121731,0.15690039,0.0,0.047291499,77.848831,-65.072479,-76.714127
621.0,0.28680536,0.99237329,0.99584895,0.00030466303,0.13992876,0.0,0.047233999,77.751495,-64.994217,-75.505692
622.0,0.25951222,0.99223828,0.99507928,0.00030815796,0.12581947,0.0,0.047176082,77.654419,-64.915718,-74.342255
623.0,0.23481636,0.9921006,0.99420434,0.00031170325,0.1141557,0.0,0.047117755,77.55761,-64.836975,-73.226357
624.0,0.21247064,0.99196023,0.99321955,0.00031530004,0.10458851,0.0,0.047059022,77.461052,-64.75798,-72.158699
625.0,0.19225137,0.99181712,0.99212068,0.00031894958,0.096824683,0.0,0.046999887,77.364754,-64.678726,-71.138863
626.0,0.17395623,0.9916712,0.99090457,0.00032265307,0.090616748,0.0,0.046940353,77.268715,-64.599197,-70.165741
627.0,0.15740211,0.99152243,0.98956877,0.00032641183,0.085754856,0.0,0.04688042,77.172928,-64.519394,-69.237793
628.0,0.14242332,0.99137068,0.98811191,0.00033022722,0.082060158,0.0,0.046820097,77.077385,-64.439301,-68.353264
629.0,0.12886995,0.99121588,0.98653305,0.00033410065,0.079379514,0.0,0.046759382,76.982101,-64.35891,-67.510231
630.0,0.11660635,0.99105799,0.98483282,0.00033803354,0.07758116,0.0,0.046698283,76.887062,-64.278214,-66.706734
631.0,0.10550978,0.99089694,0.9830119,0.00034202749,0.076551221,0.0,0.046636801,76.792267,-64.197205,-65.94075
632.0,0.095469192,0.99073267,0.98107266,0.00034608378,0.076190881,0.0,0.046574939,76.697716,-64.11586,-65.210281
633.0,0.086384095,0.990565,0.97901618,0.00035020485,0.076414093,0.0,0.046512701,76.603416,-64.034172,-64.513298
634.0,0.078163564,0.99039394,0.97684628,0.00035439161,0.077145703,0.0,0.04645009,76.509346,-63.952137,-63.847824
635.0,0.070725314,0.99021941,0.97456586,0.00035864615,0.078319915,0.0,0.04638711,76.415527,-63.86974,-63.211872
636.0,0.063994914,0.9900412,0.97217816,0.00036297028,0.07987909,0.0,0.046323758,76.321938,-63.786964,-62.603489
637.0,0.057904992,0.98985934,0.96968627,0.00036736592,0.081772707,0.0,0.046260044,76.228584,-63.703796,-62.020733
638.0,0.052394602,0.98967367,0.96709293,0.00037183519,0.08395651,0.0,0.046195969,76.135468,-63.620228,-61.461685
639.0,0.047408596,0.98948413,0.96440077,0.00037638011,0.086391844,0.0,0.046131536,76.04258,-63.53624,-60.924442
640.0,0.042897072,0.98929054,0.96161121,0.00038100308,0.08904507,0.0,0.046066742,75.949921,-63.45182,-60.407104
641.0,0.038814873,0.98909283,0.95872527,0.00038570608,0.091887094,0.0,0.046001598,75.857491,-63.366951,-59.907784
642.0,0.03512115,0.98889095,0.95574218,0.00039049218,0.094892971,0.0,0.045936104,75.765289,-63.28162,-59.424576
643.0,0.031778932,0.98868465,0.95266062,0.00039536334,0.098041631,0.0,0.045870259,75.673309,-63.195805,-58.955559
644.0,0.028754765,0.98847389,0.94947708,0.0004003224,0.10131557,0.0,0.045804065,75.581551,-63.109489,-58.498772
645.0,0.026018387,0.98825854,0.94618607,0.00040537221,0.10470073,0.0,0.045737531,75.490013,-63.022659,-58.052177
646.0,0.02354241,0.98803848,0.9427799,0.00041051564,0.10818633,0.0,0.045670651,75.398697,-62.935291,-57.613647
647.0,0.021302054,0.98781347,0.93924761,0.00041575587,0.1117649,0.0,0.045603435,75.307587,-62.847366,-57.180897
648.0,0.019274894,0.98758346,0.93557471,0.00042109608,0.11543225,0.0,0.045535877,75.216698,-62.758858,-56.751423
649.0,0.017440645,0.98734832,0.93174213,0.0004265398,0.11918774,0.0,0.045467988,75.126015,-62.669754,-56.322422
650.0,0.015780948,0.98710775,0.92772472,0.00043209037,0.12303453,0.0,0.045399763,75.035545,-62.580021,-55.890648
651.0,0.014279192,0.98686171,0.92348927,0.00043775217,0.1269802,0.0,0.045331202,74.945282,-62.489639,-55.452229
652.0,0.012920348,0.98661,0.91899198,0.00044352864,0.13103767,0.0,0.045262314,74.855225,-62.398582,-55.002388
653.0,0.011690814,0.98635238,0.91417384,0.00044942426,0.13522652,0.0,0.045193098,74.765366,-62.306824,-54.534988
654.0,0.010578286,0.98608869,0.90895361,0.00045544346,0.13957541,0.0,0.045123551,74.675713,-62.214333,-54.041805
655.0,0.0095716286,0.9858188,0.90321648,0.00046159094,0.1441258,0.0,0.045053683,74.58625,-62.121078,-53.511292
656.0,0.0086607682,0.98554236,0.89679378,0.00046787175,0.14893846,0.0,0.044983488,74.496986,-62.027031,-52.926258
657.0,0.0078365868,0.98525923,0.8894248,0.00047429148,0.15410553,0.0,0.044912968,74.407913,-61.932152,-52.259308
658.0,0.0070908368,0.9849692,0.88067698,0.00048085558,0.15977485,0.0,0.044842124,74.319031,-61.836414,-51.462448
659.0,0.0064160544,0.98467195,0.86975479,0.00048756998,0.16620626,0.0,0.044770963,74.230331,-61.739769,-50.439632
660.0,0.0058054863,0.98436731,0.854931,0.00049444108,0.17393157,0.0,0.044699479,74.141823,-61.642185,-48.952187
661.0,0.0052530216,0.98405492,0.83098567,0.00050147605,0.18443711,0.0,0.044627674,74.05349,-61.543613,-46.065807
662.0,0.87251854,0.98373449,0.63522738,0.00050868193,0.28959274,0.0,0.044555552,73.96534,-61.444016,50.110546
