Time,X1,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul,Vmax_2E1_APAP,Km_2E1_APAP,kNapqiGsh,kGsh,GSHmax,Vmax_PhaseIIEnzGlu_APAP,Km_PhaseIIEnzGlu_APAP,Vmax_PhaseIIEnzSul_APAP,Km_PhaseIIEnzSul_APAP,compartment,J0,J1,J2,J3,J4
7.63,0.0,0.0988556810986438,1.4248558313178822e-06,9.999990508080153,9.495143030141023e-06,0.0006900202909238265,0.0004433786115708103,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4235558444840685e-06,1.4248544788561478e-06,9.491919847448571e-10,8.996238796327392e-05,5.788661647209079e-05
7.640000000000001,0.0,0.09885418838224674,1.4248428102035915e-06,9.999990493841171,9.509391509871785e-06,0.0006909199086223379,0.00044395747481074143,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.423535878844031e-06,1.4248414557253857e-06,9.506158828997968e-10,8.996115174096182e-05,5.788603151435988e-05
7.65,0.0,0.09885269568426107,1.424829720011192e-06,9.999990479602335,9.523639859025272e-06,0.0006918195139586855,0.00044453633220110206,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4235159134073356e-06,1.4248283635166382e-06,9.520397664886104e-10,8.995991553053888e-05,5.7885446558000524e-05
7.66,0.0,0.09885120300468665,1.4248165614300445e-06,9.999990465363645,9.537888076914155e-06,0.0006927191069329882,0.00044511518374190596,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.423495948173983e-06,1.424815202919266e-06,9.53463635511298e-10,8.99586793320051e-05,5.7884861603012776e-05
7.67,0.0,0.09884971034352336,1.4248033351426503e-06,9.9999904511251,9.552136162857969e-06,0.0006936186875453652,0.00044569402943316685,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4234759831439717e-06,1.4248019746157701e-06,9.548874899678595e-10,8.99574431453605e-05,5.788427664939674e-05
7.68,0.0,0.09884821770077104,1.42479004182472e-06,9.999990436886703,9.566384116183035e-06,0.0006945182557959351,0.0004462728692748984,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.423456018317302e-06,1.4247886792818608e-06,9.563113296806592e-10,8.995620697060506e-05,5.788369169715245e-05
7.69,0.0,0.09884672507642958,1.4247766821452408e-06,9.999990422648454,9.580631936222402e-06,0.000695417811684817,0.0004468517032671145,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4234360536939735e-06,1.4247753175865248e-06,9.577351546496971e-10,8.995497080773878e-05,5.788310674628003e-05
7.7,0.0,0.09884523247049884,1.424763256766543e-06,9.999990408410351,9.59487962231577e-06,0.0006963173552121296,0.0004474305314098286,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4234160892739855e-06,1.4247618901920926e-06,9.591589648749732e-10,8.995373465676166e-05,5.788252179677953e-05
7.71,0.0,0.09884373988297868,1.4247497663443667e-06,9.999990394172398,9.609127173809433e-06,0.0006972168863779918,0.0004480093537030546,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4233961250573382e-06,1.4247483977543036e-06,9.60582760178852e-10,8.995249851767372e-05,5.7881936848651035e-05
7.72,0.0,0.09884224731386897,1.4247362115279277e-06,9.999990379934594,9.623374590056208e-06,0.0006981164051825227,0.0004485881701468062,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.423376161044031e-06,1.4247348409223738e-06,9.620065405613332e-10,8.995126239047491e-05,5.7881351901894604e-05
7.73,0.0,0.09884075476316957,1.4247225929599815e-06,9.999990365696942,9.637621870415376e-06,0.000699015911625841,0.0004491669807410971,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4233561972340636e-06,1.4247212203390582e-06,9.634303058447814e-10,8.99500262751653e-05,5.788076695651034e-05
7.74,0.0,0.09883926223088035,1.4247089112768882e-06,9.99999035145944,9.651869014252607e-06,0.0006999154057080656,0.000449745785485941,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4233362336274352e-06,1.4247075366407166e-06,9.648540560291963e-10,8.994879017174482e-05,5.788018201249829e-05
7.75,0.0,0.09883776971700117,1.424695167108676e-06,9.999990337222089,9.666116020939906e-06,0.0007008148874293155,0.0004503245843813516,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4233162702241462e-06,1.424693790457377e-06,9.66277791114578e-10,8.994755408021353e-05,5.7879597069858553e-05
7.76,0.0,0.0988362772215319,1.4246813610791045e-06,9.999990322984889,9.680362889855549e-06,0.0007017143567897095,0.0004509033774273427,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4232963070241955e-06,1.4246799824127987e-06,9.67701511100927e-10,8.994631800057137e-05,5.7879012128591174e-05
7.7700000000000005,0.0,0.09883478474447241,1.4246674938057266e-06,9.999990308747842,9.694609620384017e-06,0.0007026138137893667,0.000451482164623928,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4232763440275834e-06,1.4246661131245343e-06,9.691252158106068e-10,8.994508193281838e-05,5.787842718869627e-05
7.78,0.0,0.09883329228582255,1.4246535658999502e-06,9.99999029451095,9.708856211915933e-06,0.0007035132584284056,0.0004520609459711212,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4232563812343088e-06,1.4246521832039918e-06,9.705489050659822e-10,8.994384587695452e-05,5.7877842250173897e-05
7.79,0.0,0.0988317998455822,1.4246395779670996e-06,9.99999028027421,9.723102663848007e-06,0.0007044126907069454,0.00045263972146893604,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4232364186443724e-06,1.424638193256495e-06,9.719725790446887e-10,8.994260983297985e-05,5.787725731302413e-05
7.8,0.0,0.09883030742375122,1.4246255306064766e-06,9.999990266037624,9.73734897558297e-06,0.0007053121106251048,0.00045321849111738626,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4232164562577728e-06,1.4246241438813453e-06,9.733962375690909e-10,8.99413738008943e-05,5.7876672377247046e-05
7.8100000000000005,0.0,0.09882881502032947,1.4246114244114194e-06,9.999990251801194,9.75159514652952e-06,0.0007062115181830029,0.0004537972549164856,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4231964940745103e-06,1.424610035671881e-06,9.748198806391883e-10,8.994013778069793e-05,5.7876087442842714e-05
7.82,0.0,0.09882732263531682,1.4245972599693623e-06,9.99999023756492,9.765841176102252e-06,0.0007071109133807584,0.0004543760128662477,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4231765320945841e-06,1.4245958692155358e-06,9.762435080773457e-10,8.993890177239069e-05,5.7875502509811205e-05
7.83,0.0,0.09882583026871314,1.4245830378618948e-06,9.999990223328801,9.780087063721612e-06,0.0007080102962184903,0.0004549547649666864,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4231565703179944e-06,1.4245816450938992e-06,9.77667119883563e-10,8.993766577597263e-05,5.787491757815263e-05
7.84,0.0,0.09882433792051828,1.4245687586648195e-06,9.99999020909284,9.794332808813831e-06,0.0007089096666963175,0.0004555335112178153,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4231366087447406e-06,1.4245673638827737e-06,9.790907160578399e-10,8.993642979144369e-05,5.787433264786702e-05
7.8500000000000005,0.0,0.09882284559073214,1.4245544229482093e-06,9.999990194857036,9.80857841081087e-06,0.0007098090248143588,0.0004561122516196483,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4231166473748222e-06,1.4245530261522317e-06,9.805142964225411e-10,8.993519381880393e-05,5.7873747718954494e-05
7.86,0.0,0.09882135327935454,1.424540031276465e-06,9.99999018062139,9.82282386915036e-06,0.0007107083705727332,0.00045669098617219896,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4230966862082386e-06,1.4245386324666737e-06,9.819378609776665e-10,8.993395785805327e-05,5.787316279141509e-05
7.87,0.0,0.09881986098638537,1.4245255842083715e-06,9.999990166385903,9.837069183275549e-06,0.0007116077039715595,0.00045726971487548113,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.42307672524499e-06,1.4245241833848848e-06,9.833614097232157e-10,8.993272190919179e-05,5.787257786524891e-05
7.88,0.0,0.09881836871182449,1.4245110822971538e-06,9.999990152150573,9.851314352635247e-06,0.0007125070250109567,0.0004578484377295085,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.423056764485076e-06,1.4245096794600894e-06,9.847849426591893e-10,8.993148597221943e-05,5.787199294045601e-05
7.890000000000001,0.0,0.09881687645567178,1.4244965260905323e-06,9.999990137915404,9.865559376683768e-06,0.0007134063336910436,0.0004584271547342949,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4230368039284957e-06,1.4244951212400077e-06,9.862084596079514e-10,8.993025004713624e-05,5.787140801703647e-05
7.9,0.0,0.09881538421792709,1.4244819161307771e-06,9.999990123680394,9.879804254880871e-06,0.0007143056300119391,0.00045900586588985386,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4230168435752493e-06,1.4244805092669096e-06,9.876319605695017e-10,8.992901413394218e-05,5.7870823094990386e-05
7.91,0.0,0.09881389199859028,1.4244672529547631e-06,9.999990109445546,9.894048986691718e-06,0.0007152049139737621,0.00045958457119619925,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4229968834253363e-06,1.42446584407767e-06,9.890554453662048e-10,8.992777823263728e-05,5.7870238174317806e-05
7.92,0.0,0.09881239979766124,1.4244525370940227e-06,9.999990095210858,9.908293571586808e-06,0.0007161041855766315,0.00046016327065334477,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4229769234787566e-06,1.4244511262038205e-06,9.904789141756964e-10,8.992654234322151e-05,5.786965325501883e-05
7.930000000000001,0.0,0.0988109076151398,1.4244377690748e-06,9.999990080976334,9.922538009041934e-06,0.0007170034448206662,0.00046074196426130424,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4229569637355092e-06,1.4244363561716057e-06,9.919023666427052e-10,8.99253064656949e-05,5.7869068337093516e-05
7.94,0.0,0.09880941545102585,1.4244229494181024e-06,9.99999006674197,9.936782298538116e-06,0.000717902691705985,0.0004613206520200913,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4229370041955942e-06,1.4244215345020327e-06,9.933258029448666e-10,8.99240706000574e-05,5.7868483420541955e-05
7.95,0.0,0.09880792330531926,1.4244080786397536e-06,9.99999005250777,9.951026439561568e-06,0.0007188019262327069,0.00046189933392971964,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4229170448590114e-06,1.424406661710924e-06,9.947492230821808e-10,8.992283474630906e-05,5.786789850536423e-05
7.96,0.0,0.09880643117801988,1.4243931572504443e-06,9.999990038273731,9.965270431603631e-06,0.0007197011484009507,0.0004624780099902031,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.42289708572576e-06,1.4243917383089711e-06,9.96172626877012e-10,8.992159890444985e-05,5.786731359156038e-05
7.97,0.0,0.09880493906912757,1.424378185755784e-06,9.999990024039857,9.97951427416073e-06,0.0007206003582108354,0.0004630566802015554,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4228771267958395e-06,1.424376764801783e-06,9.975960143293605e-10,8.992036307447976e-05,5.78667286791305e-05
7.98,0.0,0.09880344697864223,1.4243631646563515e-06,9.999990009806147,9.993757966734318e-06,0.0007214995556624799,0.0004636353445637903,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4228571680692507e-06,1.4243617416899383e-06,9.990193852615903e-10,8.991912725639884e-05,5.7866143768074666e-05
7.99,0.0,0.09880195490656368,1.4243480944477444e-06,9.999989995572603,1.0008001508830832e-05,0.000722398740756003,0.0004642140030769215,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422837209545992e-06,1.4243466694690346e-06,1.0004427396737016e-09,8.991789145020704e-05,5.786555885839297e-05
8.0,0.0,0.09880046285289182,1.4243329756206292e-06,9.999989981339224,1.0022244899961638e-05,0.0007232979134915237,0.00046479265574096273,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4228172512260637e-06,1.4243315486297378e-06,1.001866077565694e-09,8.991665565590438e-05,5.786497395008547e-05
8.01,0.0,0.0987989708176265,1.4243178086607902e-06,9.99998996710601,1.0036488139642985e-05,0.0007241970738691607,0.00046537130255592775,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4227972931094652e-06,1.4243163796578321e-06,1.003289398937568e-09,8.991541987349084e-05,5.786438904315224e-05
8.02,0.0,0.09879747880076757,1.4243025940491778e-06,9.999989952872962,1.0050731227395956e-05,0.000725096221889033,0.00046594994352183033,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422777335196196e-06,1.4243011630342677e-06,1.0047127037893235e-09,8.991418410296644e-05,5.7863804137593385e-05
8.03,0.0,0.09879598680231493,1.4242873322619575e-06,9.99998993864008,1.0064974162746418e-05,0.0007259953575512595,0.0004665285786386842,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4227573774862562e-06,1.4242858992352099e-06,1.0061359919433245e-09,8.991294834433117e-05,5.786321923340893e-05
8.040000000000001,0.0,0.09879449482226842,1.4242720237705562e-06,9.999989924407366,1.0079216945224981e-05,0.0007268944808559594,0.0004671072079065032,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422737419979645e-06,1.4242705887320852e-06,1.0075592633995713e-09,8.991171259758503e-05,5.7862634330598996e-05
8.05,0.0,0.09879300286062792,1.4242566690417103e-06,9.99998991017482,1.0093459574366936e-05,0.0007277935918032511,0.0004676858313253008,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4227174626763623e-06,1.4242552319916301e-06,1.008982517980428e-09,8.991047686272803e-05,5.786204942916364e-05
8.06,0.0,0.09879151091739329,1.4242412685375121e-06,9.999989895942441,1.0107702049712228e-05,0.0007286926903932536,0.000468264448895091,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4226975055764075e-06,1.4242398294759368e-06,1.0104057558635305e-09,8.990924113976012e-05,5.7861464529102935e-05
8.07,0.0,0.09879001899256439,1.424225822715456e-06,9.999989881710231,1.0121944370805396e-05,0.0007295917766260858,0.00046884306061588746,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422677548679781e-06,1.4242243816424991e-06,1.011828976871243e-09,8.990800542868138e-05,5.786087963041696e-05
8.08,0.0,0.09878852708614108,1.4242103320284843e-06,9.99998986747819,1.0136186537195528e-05,0.0007304908505018668,0.0004694216664877039,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4226575919864814e-06,1.4242088889442593e-06,1.0132521810035655e-09,8.990676972949174e-05,5.78602947331058e-05
8.09,0.0,0.09878703519812325,1.4241947969250322e-06,9.99998985324632,1.0150428548436225e-05,0.0007313899120207153,0.0004700002665105541,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422637635496509e-06,1.4241933518296527e-06,1.0146753680828624e-09,8.990553404219123e-05,5.7859709837169515e-05
8.1,0.0,0.09878554332851075,1.4241792178490732e-06,9.999989839014617,1.0164670404085545e-05,0.0007322889611827502,0.00047057886068445186,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4226176792098634e-06,1.4241777707426517e-06,1.0160985382867693e-09,8.990429836677986e-05,5.785912494260821e-05
8.11,0.0,0.09878405147730344,1.424163595240163e-06,9.999989824783086,1.0178912103705967e-05,0.0007331879979880905,0.00047115744900941086,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422597723126544e-06,1.4241621461228128e-06,1.0175216914376506e-09,8.990306270325761e-05,5.785854004942191e-05
8.120000000000001,0.0,0.0987825596445012,1.424147929533484e-06,9.999989810551725,1.0193153646864344e-05,0.0007340870224368552,0.00047173603148544495,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4225777672465506e-06,1.4241464784053176e-06,1.0189448275355062e-09,8.990182705162448e-05,5.785795515761076e-05
8.13,0.0,0.09878106783010387,1.4241322211598876e-06,9.999989796320534,1.0207395033131853e-05,0.0007349860345291628,0.0004723146081125677,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4225578115698826e-06,1.4241307680210175e-06,1.0203679465803361e-09,8.990059141188045e-05,5.785737026717476e-05
8.14,0.0,0.09877957603411135,1.424116470545939e-06,9.999989782089516,1.0221636262083963e-05,0.0007358850342651324,0.000472893178890793,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4225378560965404e-06,1.4241150153964777e-06,1.0217910483945049e-09,8.989935578402557e-05,5.785678537811403e-05
8.15,0.0,0.09877808425652347,1.424100678113959e-06,9.99998976785867,1.0235877333300389e-05,0.0007367840216448829,0.0004734717438201346,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4225179008265227e-06,1.4240992209540183e-06,1.0232141329780121e-09,8.989812016805979e-05,5.785620049042866e-05
8.16,0.0,0.09877659249734011,1.4240848442820655e-06,9.999989753627997,1.0250118246365043e-05,0.0007376829966685332,0.0004740503029006062,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4224979457598296e-06,1.4240833851117578e-06,1.024637200330858e-09,8.989688456398313e-05,5.785561560411868e-05
8.17,0.0,0.09877510075656114,1.4240689694642169e-06,9.999989739397495,1.0264359000866002e-05,0.0007385819593362021,0.00047462885613222154,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4224779908964606e-06,1.4240675082836535e-06,1.0260602504530426e-09,8.989564897179558e-05,5.785503071918419e-05
8.18,0.0,0.09877360903418642,1.424053054070252e-06,9.999989725167168,1.0278599596395462e-05,0.0007394809096480087,0.00047520740351499443,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4224580362364158e-06,1.4240515908795448e-06,1.02748328316693e-09,8.989441339149714e-05,5.785444583562528e-05
8.19,0.0,0.09877211733021582,1.4240370985059323e-06,9.999989710937013,1.0292840032549693e-05,0.0007403798476040717,0.0004757859450489386,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422438081779694e-06,1.4240356333051921e-06,1.0289062986501564e-09,8.989317782308784e-05,5.785386095344202e-05
8.2,0.0,0.09877062564464921,1.4240211031729811e-06,9.999989696707033,1.0307080308929003e-05,0.00074127877320451,0.00047636448073406785,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4224181275262958e-06,1.4240196359623194e-06,1.0303292967250855e-09,8.989194226656764e-05,5.7853276072634456e-05
8.21,0.0,0.09876913397748645,1.424005068469125e-06,9.999989682477226,1.0321320425137703e-05,0.0007421776864494428,0.000476943010570396,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4223981734762203e-06,1.4240035992486527e-06,1.0317522773917177e-09,8.989070672193655e-05,5.7852691193202704e-05
8.22,0.0,0.0987676423287274,1.423988994788133e-06,9.999989668247595,1.0335560380784053e-05,0.0007430765873389885,0.00047752153455793656,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4223782196294672e-06,1.423987523557961e-06,1.0331752404724172e-09,8.988947118919459e-05,5.7852106315146805e-05
8.23,0.0,0.09876615069837193,1.423972882519856e-06,9.99998965401814,1.0349800175480238e-05,0.0007439754758732663,0.00047810005269670347,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4223582659860362e-06,1.423971409280095e-06,1.0345981859671838e-09,8.988823566834171e-05,5.785152143846687e-05
8.24,0.0,0.0987646590864199,1.4239567320502661e-06,9.99998963978886,1.0364039808842318e-05,0.0007448743520523949,0.0004786785649867105,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422338312545927e-06,1.4239552568010263e-06,1.0360211140536535e-09,8.988700015937797e-05,5.785093656316295e-05
8.25,0.0,0.09876316749287119,1.4239405437614947e-06,9.999989625559754,1.0378279280490195e-05,0.0007457732158764934,0.0004792570714279713,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422318359309139e-06,1.4239390665028863e-06,1.0374440245541905e-09,8.988576466230332e-05,5.7850351689235124e-05
8.26,0.0,0.09876167591772564,1.4239243180318708e-06,9.999989611330827,1.0392518590047573e-05,0.0007466720673456806,0.0004798355720204997,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4222984062756722e-06,1.4239228387640043e-06,1.0388669172911591e-09,8.988452917711777e-05,5.784976681668347e-05
8.27,0.0,0.09876018436098313,1.4239080552359592e-06,9.999989597102076,1.040675773714192e-05,0.0007475709064600753,0.00048041406676430955,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4222784534455262e-06,1.4239065739589438e-06,1.040289792442195e-09,8.988329370382135e-05,5.784918194550806e-05
8.28,0.0,0.09875869282264353,1.4238917557445973e-06,9.999989582873502,1.0420996721404434e-05,0.0007484697332197966,0.0004809925556594145,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4222585008187e-06,1.4238902724585433e-06,1.0417126498296626e-09,8.988205824241402e-05,5.784859707570898e-05
8.290000000000001,0.0,0.09875720130270671,1.4238754199249332e-06,9.999989568645105,1.043523554247e-05,0.0007493685476249634,0.0004815710387058284,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4222385483951944e-06,1.4238739346299502e-06,1.0431354894535617e-09,8.988082279289579e-05,5.7848012207286315e-05
8.3,0.0,0.09875570980117251,1.4238590481404615e-06,9.999989554416887,1.0449474199977153e-05,0.0007502673496756943,0.00048214951590356484,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422218596175008e-06,1.4238575608366587e-06,1.0445583113138923e-09,8.987958735526668e-05,5.784742734024012e-05
8.31,0.0,0.09875421831804082,1.42384264075106e-06,9.999989540188846,1.046371269356805e-05,0.0007511661393721083,0.00048272798725263773,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4221986441581411e-06,1.4238411514385466e-06,1.0459811154106547e-09,8.987835192952664e-05,5.784684247457047e-05
8.32,0.0,0.0987527268533115,1.4238261981130255e-06,9.999989525960984,1.0477951022888429e-05,0.0007520649167143243,0.0004833064527530608,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422178692344593e-06,1.4238247067919107e-06,1.0474039015662129e-09,8.987711651567572e-05,5.784625761027746e-05
8.33,0.0,0.09875123540698441,1.42380972057911e-06,9.9999895117333,1.049218918758757e-05,0.0007529636817024613,0.0004838849124048479,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4221587407343633e-06,1.4238082272495021e-06,1.0488266699582028e-09,8.987588111371391e-05,5.7845672747361135e-05
8.34,0.0,0.09874974397905942,1.423793208498555e-06,9.999989497505796,1.0506427187318264e-05,0.0007538624343366382,0.0004844633662080126,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422138789327452e-06,1.4237917131605633e-06,1.0502494204089886e-09,8.987464572364118e-05,5.784508788582161e-05
8.35,0.0,0.09874825256953638,1.4237766622171274e-06,9.99998948327847,1.0520665021736778e-05,0.0007547611746169737,0.00048504181416256887,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4221188381238585e-06,1.42377516487086e-06,1.0516721529185703e-09,8.987341034545755e-05,5.784450302565893e-05
8.36,0.0,0.09874676117841519,1.4237600820771535e-06,9.999989469051325,1.0534902690502819e-05,0.0007556599025435868,0.00048562025626853035,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4220988871235825e-06,1.4237585827227187e-06,1.0530948674869479e-09,8.987217497916303e-05,5.7843918166873195e-05
8.370000000000001,0.0,0.09874526980569567,1.4237434684175535e-06,9.99998945482436,1.0549140193279503e-05,0.0007565586181165967,0.000486198692525911,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4220789363266237e-06,1.4237419670550596e-06,1.0545175639364856e-09,8.98709396247576e-05,5.7843333309464456e-05
8.38,0.0,0.09874377845137773,1.4237268215738752e-06,9.999989440597577,1.0563377529733309e-05,0.0007574573213361218,0.00048677712293472434,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4220589857329815e-06,1.4237253182034304e-06,1.0559402422671838e-09,8.986970428224127e-05,5.784274845343281e-05
8.39,0.0,0.09874228711546121,1.4237101418783275e-06,9.999989426370973,1.0577614699534066e-05,0.0007583560122022811,0.0004873555474949842,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.422039035342656e-06,1.4237086365000393e-06,1.0573629026566777e-09,8.986846895161402e-05,5.784216359877831e-05
8.4,0.0,0.09874079579794598,1.4236934296598141e-06,9.99998941214455,1.05918517023549e-05,0.0007592546907151937,0.00048793396620670445,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4220190851556463e-06,1.4236919222737904e-06,1.0587855449273321e-09,8.986723363287588e-05,5.7841578745501065e-05
8.41,0.0,0.09873930449883189,1.4236766852439659e-06,9.999989397918311,1.0606088537872217e-05,0.0007601533568749783,0.0004885123790698988,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4219991351719526e-06,1.4236751758503142e-06,1.0602081689015109e-09,8.986599832602681e-05,5.7840993893601116e-05
8.42,0.0,0.09873781321811884,1.4236599089531734e-06,9.999989383692252,1.0620325205765657e-05,0.0007610520106817539,0.0004890907860845811,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4219791853915743e-06,1.4236583975520014e-06,1.0616307747568499e-09,8.986476303106684e-05,5.784040904307856e-05
8.43,0.0,0.09873632195580666,1.4236431011066198e-06,9.999989369466375,1.0634561705718071e-05,0.0007619506521356393,0.000489669187250765,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.421959235814511e-06,1.4236415876980343e-06,1.0630533624933493e-09,8.986352774799597e-05,5.7839824193933466e-05
