A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,L,Time
1.6109028084727871e-12,4.583391299106825e-10,3.1625260053735403e-08,3.211628338540287e-08,9.731665794887627e-09,7.376792111746954e-10,1.5499773041689128e-12,9.39346219399112e-10,1.4232003837647036e-07,8.461627986119832e-12,5.1280610182078096e-09,7.769317043027082e-07,8.080513223949391e-06,3.5
1.6101834557632673e-12,4.5813259734637327e-10,3.161087954911463e-08,3.2101941990757004e-08,9.727280398569252e-09,7.37343776381527e-10,1.554201032546168e-12,9.419021118038554e-10,1.4270669742555184e-07,8.457849806645327e-12,5.1257503484496804e-09,7.765784495677266e-07,8.080480193906255e-06,3.51
1.6094644290032513e-12,4.579261600284258e-10,3.1596505792463795e-08,3.208760709421403e-08,9.722897024829628e-09,7.370084989889112e-10,1.5584228507303015e-12,9.444568273928392e-10,1.430931752767986e-07,8.45407333934457e-12,5.1234407445576285e-09,7.762253606201026e-07,8.080447178866458e-06,3.52
1.6087457280378486e-12,4.5771981791005045e-10,3.158213878036155e-08,3.207327869268628e-08,9.718515672675048e-09,7.366733789170451e-10,1.562642759627473e-12,9.470103667435086e-10,1.4347947202201833e-07,8.450298583402022e-12,5.1211322060067895e-09,7.75872437375606e-07,8.080414178822833e-06,3.53
1.6080273527121696e-12,4.5751357094445785e-10,3.156777850938654e-08,3.20589567830861e-08,9.71413634111179e-09,7.363384160861252e-10,1.5668607601438424e-12,9.4956273043331e-10,1.4386558775301868e-07,8.446525538002152e-12,5.118824732272309e-09,7.755196797500055e-07,8.080381193768219e-06,3.54
1.6073093028713246e-12,4.5730741908485864e-10,3.15534249761174e-08,3.204464136232581e-08,9.709759029146137e-09,7.36003610416348e-10,1.5710768531855695e-12,9.521139190396886e-10,1.4425152256160725e-07,8.442754202329422e-12,5.116518322829322e-09,7.751670876590705e-07,8.080348223695451e-06,3.55
1.6065915783604233e-12,4.571013622844633e-10,3.153907817713279e-08,3.203033242731774e-08,9.705383735784376e-09,7.356689618279105e-10,1.5752910396588142e-12,9.546639331400907e-10,1.4463727653959185e-07,8.438984575568296e-12,5.114212977152973e-09,7.748146610185699e-07,8.080315268597367e-06,3.56
1.6058741790245765e-12,4.568954004964824e-10,3.1524738109011336e-08,3.2016029974974236e-08,9.701010460032785e-09,7.353344702410092e-10,1.579503320469736e-12,9.572127733119619e-10,1.4502284977878003e-07,8.435216656903238e-12,5.111908694718401e-09,7.744623997442731e-07,8.080282328466804e-06,3.57
1.605157104708894e-12,4.566895336741265e-10,3.1510404768331694e-08,3.200173400220763e-08,9.696639200897651e-09,7.350001355758409e-10,1.5837136965244953e-12,9.59760440132748e-10,1.4540824237097952e-07,8.43145044551871e-12,5.109605475000745e-09,7.741103037519491e-07,8.080249403296596e-06,3.58
1.604440355258486e-12,4.5648376177060617e-10,3.1496078151672503e-08,3.1987444505930255e-08,9.692269957385253e-09,7.346659577526023e-10,1.5879221687292512e-12,9.623069341798947e-10,1.4579345440799798e-07,8.42768594059918e-12,5.107303317475146e-09,7.73758372957367e-07,8.080216493079583e-06,3.59
1.6037239305184628e-12,4.56278084739132e-10,3.148175825561242e-08,3.197316148305444e-08,9.68790272850188e-09,7.343319366914901e-10,1.5921287379901644e-12,9.64852256030848e-10,1.4617848598164307e-07,8.42392314132911e-12,5.1050022216167464e-09,7.734066072762959e-07,8.0801835978086e-06,3.6
1.6030078303339344e-12,4.5607250253291454e-10,3.1467445076730074e-08,3.1958884930492524e-08,9.68353751325381e-09,7.339980723127009e-10,1.596333405213394e-12,9.673964062630537e-10,1.4656333718372247e-07,8.420162046892964e-12,5.102702186900685e-09,7.730550066245051e-07,8.080150717476484e-06,3.61
1.6022920545500112e-12,4.558670151051643e-10,3.145313861160412e-08,3.194461484515684e-08,9.679174310647328e-09,7.336643645364315e-10,1.6005361713051003e-12,9.699393854539579e-10,1.4694800810604384e-07,8.416402656475206e-12,5.100403212802101e-09,7.727035709177638e-07,8.08011785207607e-06,3.62
1.6015766030118032e-12,4.55661622409092e-10,3.143883885681319e-08,3.193035122395972e-08,9.674813119688719e-09,7.333308132828785e-10,1.6047370371714425e-12,9.724811941810056e-10,1.4733249884041483e-07,8.412644969260301e-12,5.098105298796136e-09,7.723523000718409e-07,8.080085001600196e-06,3.63
1.6008614755644203e-12,4.5545632439790796e-10,3.142454580893594e-08,3.191609406381349e-08,9.670453939384265e-09,7.329974184722387e-10,1.6089360037185813e-12,9.750218330216435e-10,1.4771680947864317e-07,8.408888984432711e-12,5.095808444357931e-09,7.720011940025056e-07,8.0800521660417e-06,3.64
1.600146672052973e-12,4.5525112102482294e-10,3.141025946455101e-08,3.19018433616305e-08,9.666096768740246e-09,7.326641800247088e-10,1.6131330718526757e-12,9.775613025533168e-10,1.4810094011253646e-07,8.405134701176903e-12,5.0935126489626255e-09,7.716502526255271e-07,8.080019345393415e-06,3.65
1.5994321923225717e-12,4.5504601224304737e-10,3.1395979820237055e-08,3.188759911432307e-08,9.661741606762947e-09,7.323310978604854e-10,1.6173282424798863e-12,9.800996033534715e-10,1.4848489083390242e-07,8.401382118677339e-12,5.091217912085359e-09,7.712994758566745e-07,8.079986539648181e-06,3.66
1.5987180362183262e-12,4.5484099800579194e-10,3.1381706872572706e-08,3.187336131880355e-08,9.657388452458656e-09,7.319981718997652e-10,1.6215215165063722e-12,9.826367359995535e-10,1.488686617345487e-07,8.397631236118482e-12,5.088924233201273e-09,7.70948863611717e-07,8.079953748798833e-06,3.67
1.5980042035853466e-12,4.5463607826626713e-10,3.13674406181366e-08,3.1859129971984256e-08,9.653037304833647e-09,7.316654020627449e-10,1.6257128948382936e-12,9.851727010690086e-10,1.4925225290628296e-07,8.393882052684795e-12,5.0866316117855076e-09,7.705984158064238e-07,8.07992097283821e-06,3.68
1.5972906942687434e-12,4.5443125297768357e-10,3.1353181053507406e-08,3.184490507077753e-08,9.648688162894212e-09,7.313327882696215e-10,1.6299023783818105e-12,9.877074991392825e-10,1.4963566444091287e-07,8.390134567560748e-12,5.0843400473132035e-09,7.702481323565639e-07,8.079888211759142e-06,3.69
1.5965775081136264e-12,4.542265220932517e-10,3.133892817526375e-08,3.18306866120957e-08,9.644341025646629e-09,7.310003304405912e-10,1.6340899680430824e-12,9.902411307878212e-10,1.5001889643024613e-07,8.386388779930801e-12,5.082049539259501e-09,7.698980131779065e-07,8.079855465554474e-06,3.7
1.595864644965106e-12,4.5402188556618214e-10,3.132468197998429e-08,3.181647459285111e-08,9.639995892097182e-09,7.306680284958511e-10,1.6382756647282694e-12,9.927735965920702e-10,1.5040194896609039e-07,8.382644688979419e-12,5.0797600870995404e-09,7.695480581862207e-07,8.079822734217038e-06,3.71
1.5951521046682925e-12,4.5381734334968555e-10,3.131044246424765e-08,3.180226900995609e-08,9.635652761252155e-09,7.303358823555975e-10,1.6424594693435307e-12,9.953048971294758e-10,1.5078482214025333e-07,8.378902293891063e-12,5.077471690308461e-09,7.691982672972756e-07,8.079790017739671e-06,3.72
1.5944398870682957e-12,4.536128953969723e-10,3.12962096246325e-08,3.1788069860322966e-08,9.631311632117832e-09,7.300038919400276e-10,1.6466413827950271e-12,9.978350329774835e-10,1.5116751604454256e-07,8.375161593850203e-12,5.075184348361404e-09,7.688486404268405e-07,8.079757316115209e-06,3.73
1.5937279920102257e-12,4.5340854166125324e-10,3.128198345771746e-08,3.177387714086408e-08,9.626972503700494e-09,7.296720571693377e-10,1.6508214059889177e-12,1.0003640047135389e-09,1.5155003077076584e-07,8.371422588041296e-12,5.0728980607335104e-09,7.684991774906845e-07,8.079724629336492e-06,3.74
1.5930164193391933e-12,4.532042820957386e-10,3.1267763960081193e-08,3.1759690848491765e-08,9.622635375006424e-09,7.293403779637248e-10,1.6549995398313626e-12,1.0028918129150881e-09,1.519323664107308e-07,8.36768527564881e-12,5.0706128268999195e-09,7.681498784045766e-07,8.079691957396353e-06,3.75
1.5923051689003083e-12,4.530001166536392e-10,3.125355112830234e-08,3.174551098011835e-08,9.618300245041909e-09,7.290088542433851e-10,1.6591757852285212e-12,1.005418458159577e-09,1.5231452305624504e-07,8.36394965585721e-12,5.068328646335773e-09,7.678007430842861e-07,8.079659300287631e-06,3.76
1.5915942405386808e-12,4.527960452881654e-10,3.123934495895953e-08,3.173133753265617e-08,9.613967112813227e-09,7.28677485928516e-10,1.6633501430865542e-12,1.007943941024451e-09,1.5269650079911637e-07,8.36021572785096e-12,5.066045518516209e-09,7.674517714455819e-07,8.07962665800316e-06,3.77
1.5908836340994208e-12,4.525920679525279e-10,3.122514544863143e-08,3.171717050301757e-08,9.609635977326665e-09,7.283462729393135e-10,1.6675226143116205e-12,1.0104682620871564e-09,1.5307829973115234e-07,8.35648349081452e-12,5.063763442916369e-09,7.671029634042334e-07,8.079594030535778e-06,3.78
1.5901733494276389e-12,4.5238818459993726e-10,3.121095259389667e-08,3.170300988811487e-08,9.605306837588504e-09,7.280152151959749e-10,1.6716931998098807e-12,1.0129914219251387e-09,1.534599199441607e-07,8.352752943932357e-12,5.061482419011394e-09,7.667543188760097e-07,8.079561417878324e-06,3.79
1.5894633863684451e-12,4.5218439518360403e-10,3.11967663913339e-08,3.1688855684860406e-08,9.600979692605028e-09,7.276843126186964e-10,1.6758619004874943e-12,1.015513421115844e-09,1.5384136152994907e-07,8.349024086388935e-12,5.059202446276423e-09,7.6640583777668e-07,8.07952882002363e-06,3.8
1.5887537447669495e-12,4.519806996567387e-10,3.118258683752177e-08,3.167470789016652e-08,9.596654541382518e-09,7.273535651276751e-10,1.680028717250621e-12,1.0180342602367178e-09,1.5422262458032515e-07,8.345296917368717e-12,5.056923524186598e-09,7.66057520022013e-07,8.079496236964537e-06,3.81
1.5880444247228599e-12,4.5177709804757636e-10,3.116841393440328e-08,3.1660566506020304e-08,9.592331384519489e-09,7.270229727681565e-10,1.6841936494814404e-12,1.0205539389193271e-09,1.5460370904033373e-07,8.341571437426588e-12,5.054645653076252e-09,7.657093656623964e-07,8.07946366870561e-06,3.82
1.5873354304158073e-12,4.5157359158661807e-10,3.115424776988545e-08,3.164643161573198e-08,9.588010248129843e-09,7.266925375892966e-10,1.6883566721403756e-12,1.0230724416375504e-09,1.549846125031477e-07,8.337847669078344e-12,5.052368847048283e-09,7.653613769054678e-07,8.079431115439392e-06,3.83
1.5866267575041264e-12,4.513701789933212e-10,3.114008825233155e-08,3.1632303132760935e-08,9.583691105036224e-09,7.263622574548999e-10,1.6925178111949454e-12,1.0255897845235e-09,1.5536533747404188e-07,8.334125588972382e-12,5.05009309144867e-09,7.650135514532477e-07,8.079398576965822e-06,3.84
1.5859184058439313e-12,4.5116686022413893e-10,3.112593537855208e-08,3.161818105423884e-08,9.579373954313732e-09,7.26032132290568e-10,1.6966770674854407e-12,1.0281059681137396e-09,1.5574588403848065e-07,8.330405196352395e-12,5.047818385789691e-09,7.646658892273232e-07,8.079366053278242e-06,3.85
1.5852103752913363e-12,4.509636352355247e-10,3.111178914535754e-08,3.160406537729736e-08,9.57505879503747e-09,7.257021620219023e-10,1.7008344418521523e-12,1.0306209929448322e-09,1.5612625228192826e-07,8.326686490462076e-12,5.04554472958362e-09,7.643183901492822e-07,8.079333544369995e-06,3.86
1.5845026657024555e-12,4.507605039839315e-10,3.109764954955844e-08,3.158995609906817e-08,9.570745626282539e-09,7.253723465745044e-10,1.7049899351353717e-12,1.0331348595533418e-09,1.5650644228984917e-07,8.322969470545124e-12,5.043272122342735e-09,7.639710541407121e-07,8.079301050234424e-06,3.87
1.5837952769334033e-12,4.5055746642581274e-10,3.108351658796527e-08,3.157585321668296e-08,9.566434447124038e-09,7.250426858739759e-10,1.7091435481753892e-12,1.0356475684758314e-09,1.5688645414770767e-07,8.319254135845235e-12,5.04100056357931e-09,7.636238811232005e-07,8.079268570864875e-06,3.88
1.583088208840294e-12,4.5035452251762157e-10,3.106939025738853e-08,3.1561756727273384e-08,9.562125256637071e-09,7.247131798459182e-10,1.7132952818124966e-12,1.0381591202488648e-09,1.5726628794096812e-07,8.3155404856061e-12,5.038730052805623e-09,7.63276871018335e-07,8.079236106254692e-06,3.89
1.5823814612792418e-12,4.5015167221581124e-10,3.1055270554638725e-08,3.154766662797112e-08,9.557818053896741e-09,7.243838284159327e-10,1.7174451368869844e-12,1.0406695154090053e-09,1.5764594375509487e-07,8.311828519071422e-12,5.036460589533949e-09,7.62930023747703e-07,8.079203656397215e-06,3.9
1.581675034106361e-12,4.49948915476835e-10,3.1041157476526357e-08,3.1533582915907845e-08,9.553512837978148e-09,7.240546315096213e-10,1.7215931142391441e-12,1.0431787544928163e-09,1.580254216755523e-07,8.308118235484888e-12,5.034192173276564e-09,7.62583339232892e-07,8.079171221285792e-06,3.91
1.580968927177766e-12,4.4974625225714616e-10,3.1027051019861934e-08,3.151950558821523e-08,9.549209607956393e-09,7.23725589052585e-10,1.7257392147092662e-12,1.0456868380368617e-09,1.5840472178780469e-07,8.3044096340902e-12,5.0319248035457444e-09,7.622368173954898e-07,8.079138800913761e-06,3.92
1.580263140349571e-12,4.4954368251319777e-10,3.101295118145594e-08,3.150543464202496e-08,9.544908362906579e-09,7.233967009704257e-10,1.7298834391376422e-12,1.0481937665777043e-09,1.587838441773165e-07,8.300702714131051e-12,5.029658479853766e-09,7.618904581570836e-07,8.079106395274472e-06,3.93
1.5795576734778902e-12,4.4934120620144325e-10,3.099885795811889e-08,3.149137007446868e-08,9.540609101903808e-09,7.230679671887448e-10,1.7340257883645627e-12,1.050699540651908e-09,1.59162788929552e-07,8.296997474851139e-12,5.027393201712905e-09,7.615442614392613e-07,8.079074004361263e-06,3.94
1.5788525264188376e-12,4.4913882327833584e-10,3.098477134666128e-08,3.147731188267808e-08,9.536311824023178e-09,7.227393876331439e-10,1.738166263230319e-12,1.053204160796036e-09,1.5954155612997556e-07,8.293293915494155e-12,5.025128968635436e-09,7.611982271636102e-07,8.079041628167483e-06,3.95
1.5781476990285283e-12,4.489365337003286e-10,3.0970691343893614e-08,3.146326006378484e-08,9.532016528339796e-09,7.224109622292244e-10,1.742304864575202e-12,1.055707627546652e-09,1.5992014586405152e-07,8.2895920353038e-12,5.022865780133638e-09,7.608523552517178e-07,8.079009266686472e-06,3.96
1.5774431911630759e-12,4.4873433742387493e-10,3.095661794662639e-08,3.144921461492063e-08,9.527723213928759e-09,7.220826909025878e-10,1.746441593239503e-12,1.0582099414403197e-09,1.6029855821724427e-07,8.285891833523766e-12,5.020603635719785e-09,7.60506645625172e-07,8.078976919911573e-06,3.97
1.5767390026785946e-12,4.48532234405428e-10,3.094255115167011e-08,3.1435175533217116e-08,9.523431879865172e-09,7.217545735788356e-10,1.7505764500635127e-12,1.0607111030136019e-09,1.6067679327501812e-07,8.282193309397748e-12,5.018342534906152e-09,7.601610982055597e-07,8.078944587836132e-06,3.98
1.5760351334311992e-12,4.48330224601441e-10,3.092849095583528e-08,3.142114281580597e-08,9.519142525224135e-09,7.214266101835693e-10,1.7547094358875226e-12,1.0632111128030627e-09,1.6105485112283746e-07,8.278496462169446e-12,5.016082477205017e-09,7.59815712914469e-07,8.078912270453493e-06,3.99
1.5753315832770035e-12,4.4812830796836733e-10,3.091443735593239e-08,3.140711645981888e-08,9.51485514908075e-09,7.210988006423906e-10,1.758840551551823e-12,1.0657099713452648e-09,1.6143273184616658e-07,8.274801291082552e-12,5.0138234621286576e-09,7.594704896734873e-07,8.078879967756996e-06,4.0
1.5746283520721222e-12,4.4792648446266004e-10,3.090039034877195e-08,3.13930964623875e-08,9.510569750510118e-09,7.20771144880901e-10,1.7629697978967053e-12,1.0682076791767725e-09,1.618104355304699e-07,8.271107795380762e-12,5.011565489189346e-09,7.59125428404202e-07,8.078847679739988e-06,4.01
1.5739254396726692e-12,4.477247540407726e-10,3.088634993116445e-08,3.137908282064352e-08,9.506286328587343e-09,7.204436428247018e-10,1.7670971757624608e-12,1.070704236834149e-09,1.6218796226121174e-07,8.267415974307774e-12,5.00930855789936e-09,7.587805290282007e-07,8.07881540639581e-06,4.02
1.5732228459347587e-12,4.475231166591579e-10,3.087231609992041e-08,3.1365075531718604e-08,9.502004882387526e-09,7.201162943993946e-10,1.7712226859893805e-12,1.0731996448539575e-09,1.6256531212385649e-07,8.263725827107279e-12,5.007052667770975e-09,7.58435791467071e-07,8.078783147717811e-06,4.03
1.5725205707145055e-12,4.473215722742695e-10,3.085828885185031e-08,3.135107459274443e-08,9.497725410985766e-09,7.197890995305811e-10,1.775346329417755e-12,1.0756939037727615e-09,1.629424852038684e-07,8.260037353022978e-12,5.004797818316469e-09,7.580912156424005e-07,8.078750903699327e-06,4.04
1.5718186138680235e-12,4.4712012084256045e-10,3.084426818376467e-08,3.133708000085266e-08,9.493447913457165e-09,7.194620581438625e-10,1.7794681068878752e-12,1.078187014127125e-09,1.6331948158671188e-07,8.256350551298561e-12,5.002544009048116e-09,7.577468014757765e-07,8.078718674333707e-06,4.05
1.5711169752514271e-12,4.469187623204841e-10,3.083025409247398e-08,3.132309175317498e-08,9.489172388876828e-09,7.191351701648406e-10,1.7835880192400328e-12,1.0806789764536106e-09,1.636963013578513e-07,8.252665421177728e-12,5.0002912394781934e-09,7.574025488887866e-07,8.078686459614293e-06,4.06
1.5704156547208304e-12,4.467174966644936e-10,3.0816246574788745e-08,3.130910984684306e-08,9.484898836319852e-09,7.188084355191167e-10,1.787706067314519e-12,1.083169791288783e-09,1.6407294460275105e-07,8.248981961904175e-12,4.998039509118976e-09,7.570584578030186e-07,8.078654259534429e-06,4.07
1.5697146521323479e-12,4.4651632383104226e-10,3.0802245627519464e-08,3.129513427898857e-08,9.480627254861344e-09,7.184818541322925e-10,1.7918222519516236e-12,1.0856594591692042e-09,1.644494114068754e-07,8.245300172721593e-12,4.99578881748274e-09,7.567145281400598e-07,8.078622074087457e-06,4.08
1.5690139673420936e-12,4.4631524377658326e-10,3.078825124747663e-08,3.1281165046743186e-08,9.4763576435764e-09,7.181554259299693e-10,1.7959365739916387e-12,1.0881479806314386e-09,1.648257018556887e-07,8.241620052873682e-12,4.9935391640817625e-09,7.563707598214978e-07,8.078589903266725e-06,4.09
1.568313600206182e-12,4.461142564575699e-10,3.0774263431470764e-08,3.126720214723858e-08,9.472090001540129e-09,7.178291508377488e-10,1.800049034274855e-12,1.0906353562120493e-09,1.6520181603465537e-07,8.237941601604137e-12,4.9912905484283186e-09,7.560271527689201e-07,8.078557747065572e-06,4.1
1.5676135505807273e-12,4.459133618304553e-10,3.076028217631235e-08,3.125324557760643e-08,9.467824327827624e-09,7.175030287812325e-10,1.8041596336415638e-12,1.0931215864476002e-09,1.6557775402923972e-07,8.23426481815665e-12,4.989042970034685e-09,7.556837069039142e-07,8.078525605477342e-06,4.11
