A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,L,Time
1.532329086145838e-12,4.35789752139219e-10,3.005587245606579e-08,3.0549795082271e-08,9.252865997037973e-09,7.010722040556148e-10,2.0113498145861202e-12,1.218411573970924e-09,1.8451871845816652e-07,8.048944929597888e-12,4.875781907518112e-09,7.383800999449417e-07,8.076905624642852e-06,4.62
1.5316453651853106e-12,4.355936224601637e-10,3.0042228335430836e-08,3.0536164040314185e-08,9.248701507407444e-09,7.007539458672016e-10,2.01536470636893e-12,1.220838923066978e-09,1.8488560264315092e-07,8.045353919002635e-12,4.873587651565355e-09,7.380449369667436e-07,8.076874234513092e-06,4.63
1.5309619544723898e-12,4.353975832752423e-10,3.002859061469601e-08,3.052253918344707e-08,9.244538939423102e-09,7.004358369603325e-10,2.019377779603783e-12,1.2232651538699432e-09,1.8525231495209343e-07,8.041764538100601e-12,4.871394408285658e-09,7.377099312236743e-07,8.076842858660275e-06,4.64
1.530278853866763e-12,4.3520163454199247e-10,3.001495929075148e-08,3.0508920508872566e-08,9.240378292183095e-09,7.001178772624687e-10,2.0233890351096485e-12,1.2256902669027466e-09,1.8561885546828107e-07,8.038176786154728e-12,4.869202177203722e-09,7.37375082639323e-07,8.07681149707791e-06,4.65
1.5295960632281169e-12,4.350057762179522e-10,3.000133436048742e-08,3.049530801379356e-08,9.236219564785573e-09,6.998000667010712e-10,2.027398473705494e-12,1.2281142626883128e-09,1.8598522427500076e-07,8.034590662427948e-12,4.867010957844245e-09,7.370403911372789e-07,8.076780149759505e-06,4.66
1.5289135824161391e-12,4.34810008260659e-10,2.998771582079399e-08,3.048170169541297e-08,9.232062756328682e-09,6.994824052036006e-10,2.031406096210288e-12,1.230537141749568e-09,1.8635142145553947e-07,8.031006166183202e-12,4.86482074973193e-09,7.367058566411316e-07,8.07674881669857e-06,4.67
1.5282314112905168e-12,4.3461433062765086e-10,2.997410366856138e-08,3.0468101550933695e-08,9.227907865910572e-09,6.99164892697518e-10,2.035411903442998e-12,1.232958904609438e-09,1.8671744709318418e-07,8.02742329668342e-12,4.862631552391475e-09,7.363714790744698e-07,8.076717497888612e-06,4.68
1.5275495497109374e-12,4.3441874327646546e-10,2.996049790067974e-08,3.0454507577558635e-08,9.223754892629389e-09,6.988475291102845e-10,2.039415896222593e-12,1.2353795517908491e-09,1.870833012712219e-07,8.023842053191544e-12,4.860443365347585e-09,7.360372583608832e-07,8.076686193323143e-06,4.69
1.5268679975370879e-12,4.3422324616464063e-10,2.994689851403925e-08,3.04409197724907e-08,9.21960383558328e-09,6.985303143693608e-10,2.043418075368041e-12,1.2377990838167262e-09,1.8744898407293954e-07,8.020262434970506e-12,4.858256188124958e-09,7.357031944239609e-07,8.07665490299567e-06,4.7
1.5261867546286556e-12,4.340278392497141e-10,2.993330550553008e-08,3.042733813293278e-08,9.2154546938704e-09,6.982132484022081e-10,2.04741844169831e-12,1.2402175012099954e-09,1.8781449558162413e-07,8.016684441283247e-12,4.856070020248296e-09,7.353692871872921e-07,8.076623626899702e-06,4.71
1.5255058208453277e-12,4.338325224892237e-10,2.991971887204239e-08,3.04137626560878e-08,9.211307466588889e-09,6.978963311362873e-10,2.051416996032368e-12,1.2426348044935825e-09,1.8817983588056258e-07,8.013108071392701e-12,4.853884861242297e-09,7.350355365744659e-07,8.076592365028748e-06,4.72
1.5248251960467917e-12,4.3363729584070715e-10,2.990613861046636e-08,3.040019333915865e-08,9.2071621528369e-09,6.975795624990592e-10,2.0554137391891838e-12,1.2450509941904135e-09,1.8854500505304188e-07,8.009533324561804e-12,4.851700710631664e-09,7.347019425090718e-07,8.07656111737632e-06,4.73
1.5241448815475691e-12,4.3344215974278665e-10,2.989256475568909e-08,3.038663020834945e-08,9.203018761940483e-09,6.972629433047843e-10,2.0594086636783968e-12,1.247466064996619e-09,1.8891000217728378e-07,8.005960207605612e-12,4.8495175732777406e-09,7.343685058416597e-07,8.076529884004144e-06,4.74
1.5234648775035777e-12,4.332471142509571e-10,2.987899731233758e-08,3.0373073266768266e-08,9.198877295080364e-09,6.969464736614917e-10,2.0634017686270493e-12,1.2498800162486874e-09,1.8927482713192622e-07,8.002388721324804e-12,4.847335449791862e-09,7.340352266845644e-07,8.076498664919626e-06,4.75
1.5227851821906795e-12,4.330521587990177e-10,2.9865436235936153e-08,3.035952248004544e-08,9.194737740219956e-09,6.966301525312162e-10,2.0673930639001683e-12,1.2522928548129602e-09,1.896394810944336e-07,7.998818856760608e-12,4.845154333888923e-09,7.337021039522271e-07,8.076467460041999e-06,4.76
1.5221057954714681e-12,4.3285729334546707e-10,2.9851881523450896e-08,3.034597784544182e-08,9.190600096477834e-09,6.963139798431903e-10,2.071382550300124e-12,1.2547045812007235e-09,1.9000396414608522e-07,7.995250613191043e-12,4.842974225104284e-09,7.333691375700888e-07,8.076436269364912e-06,4.77
1.5214267172085368e-12,4.3266251784880405e-10,2.983833317184786e-08,3.033243936021823e-08,9.186464362972581e-09,6.959979555266466e-10,2.075370228629286e-12,1.2571151959232642e-09,1.9036827636816033e-07,7.991683989894133e-12,4.840795122973306e-09,7.330363274635905e-07,8.076405092882007e-06,4.78
1.520747947264479e-12,4.3246783226752747e-10,2.982479117809313e-08,3.031890702163552e-08,9.182330538822773e-09,6.956820795108174e-10,2.0793560996900237e-12,1.2595246994918678e-09,1.9073241784193817e-07,7.988118986147899e-12,4.838617027031351e-09,7.32703673558173e-07,8.076373930586932e-06,4.79
1.5200694855018882e-12,4.322732365601361e-10,2.981125553915277e-08,3.030538082695451e-08,9.17819862314699e-09,6.953663517249352e-10,2.0833401642847064e-12,1.261933092417821e-09,1.9109638864869797e-07,7.984555601230364e-12,4.836439936813777e-09,7.323711757792773e-07,8.076342782473332e-06,4.8
1.5193913317833578e-12,4.320787306851287e-10,2.979772625199286e-08,3.029186077343605e-08,9.174068615063813e-09,6.95050772098232e-10,2.0873224232157034e-12,1.2643403752124098e-09,1.914601888697191e-07,7.980993834419552e-12,4.83426385185595e-09,7.320388340523443e-07,8.07631164853485e-06,4.81
1.5187134859714812e-12,4.3188431460100395e-10,2.9784203313579468e-08,3.0278346858340956e-08,9.169940513691817e-09,6.947353405599407e-10,2.0913028772853864e-12,1.2667465483869208e-09,1.918238185862808e-07,7.977433684993481e-12,4.832088771693227e-09,7.317066483028149e-07,8.076280528765133e-06,4.82
1.5180359479288516e-12,4.3168998826626086e-10,2.9770686720878664e-08,3.026483907893009e-08,9.165814318149586e-09,6.944200570392936e-10,2.0952815272961225e-12,1.26915161245264e-09,1.921872778796623e-07,7.97387515223018e-12,4.82991469586097e-09,7.3137461845613e-07,8.076249423157826e-06,4.83
1.5173587175180625e-12,4.314957516393981e-10,2.975717647085652e-08,3.025133743246427e-08,9.161690027555697e-09,6.941049214655228e-10,2.0992583740502827e-12,1.2715555679208536e-09,1.9255056683114288e-07,7.970318235407665e-12,4.827741623894542e-09,7.310427444377305e-07,8.076218331706576e-06,4.84
1.5166817946017074e-12,4.313016046789144e-10,2.974367256047911e-08,3.023784191620433e-08,9.15756764102873e-09,6.937899337678612e-10,2.103233418350236e-12,1.273958415302848e-09,1.9291368552200184e-07,7.966762933803962e-12,4.825569555329301e-09,7.307110261730575e-07,8.076187254405024e-06,4.85
1.5160051790423795e-12,4.3110754734330863e-10,2.9730174986712503e-08,3.022435252741112e-08,9.153447157687263e-09,6.934750938755406e-10,2.1072066609983533e-12,1.2763601551099103e-09,1.9327663403351848e-07,7.963209246697092e-12,4.8233984897006105e-09,7.303794635875518e-07,8.07615619124682e-06,4.86
1.5153288707026724e-12,4.309135795910795e-10,2.9716683746522773e-08,3.021086926334547e-08,9.149328576649874e-09,6.93160401717794e-10,2.1111781027970026e-12,1.2787607878533253e-09,1.9363941244697197e-07,7.959657173365078e-12,4.82122842654383e-09,7.300480566066543e-07,8.076125142225604e-06,4.87
1.5146528694451795e-12,4.3071970138072584e-10,2.970319883687599e-08,3.01973921212682e-08,9.145211897035146e-09,6.928458572238533e-10,2.1151477445485545e-12,1.2811603140443802e-09,1.9400202084364168e-07,7.956106713085943e-12,4.819059365394323e-09,7.297168051558058e-07,8.076094107335028e-06,4.88
1.513977175132494e-12,4.3052591267074647e-10,2.968972025473823e-08,3.018392109844017e-08,9.141097117961656e-09,6.925314603229512e-10,2.119115587055378e-12,1.283558734194361e-09,1.943644593048068e-07,7.952557865137708e-12,4.816891305787447e-09,7.293857091604476e-07,8.076063086568732e-06,4.89
1.5133017876272096e-12,4.3033221341964005e-10,2.967624799707556e-08,3.01704561921222e-08,9.136984238547984e-09,6.922172109443201e-10,2.1230816311198437e-12,1.2859560488145542e-09,1.9472672791174667e-07,7.949010628798396e-12,4.814724247258566e-09,7.290547685460202e-07,8.076032079920362e-06,4.9
1.5126267067919193e-12,4.301386035859056e-10,2.9662782060854052e-08,3.015699739957513e-08,9.132873257912707e-09,6.919031090171924e-10,2.1270458775443203e-12,1.2883522584162454e-09,1.9508882674574052e-07,7.94546500334603e-12,4.81255818934304e-09,7.287239832379648e-07,8.076001087383566e-06,4.91
1.5119519324892169e-12,4.2994508312804165e-10,2.9649322443039785e-08,3.01435447180598e-08,9.128764175174405e-09,6.915891544708003e-10,2.131008327131177e-12,1.2907473635107215e-09,1.9545075588806762e-07,7.941920988058633e-12,4.810393131576229e-09,7.283933531617221e-07,8.075970108951986e-06,4.92
1.5112774645816953e-12,4.297516520045471e-10,2.963586914059882e-08,3.013009814483704e-08,9.124656989451658e-09,6.912753472343765e-10,2.1349689806827853e-12,1.293141364609269e-09,1.9581251542000724e-07,7.938378582214224e-12,4.808229073493495e-09,7.280628782427333e-07,8.07593914461927e-06,4.93
1.5106033029319483e-12,4.2955831017392065e-10,2.9622422150497235e-08,3.011665767716768e-08,9.120551699863044e-09,6.909616872371531e-10,2.1389278390015138e-12,1.295534262223174e-09,1.961741054228387e-07,7.934837785090828e-12,4.8060660146302e-09,7.277325584064391e-07,8.075908194379062e-06,4.94
1.5099294474025694e-12,4.2936505759466125e-10,2.9608981469701102e-08,3.010322331231258e-08,9.116448305527142e-09,6.906481744083627e-10,2.1428849028897307e-12,1.2979260568637223e-09,1.965355259778412e-07,7.93129859596647e-12,4.803903954521704e-09,7.274023935782805e-07,8.075877258225006e-06,4.95
1.5092558978561516e-12,4.2917189422526754e-10,2.959554709517649e-08,3.008979504753255e-08,9.112346805562535e-09,6.903348086772378e-10,2.146840173149808e-12,1.3003167490422002e-09,1.9689677716629404e-07,7.927761014119167e-12,4.801742892703369e-09,7.270723836836984e-07,8.07584633615075e-06,4.96
1.5085826541552884e-12,4.289788200242383e-10,2.9582119023889477e-08,3.007637288008843e-08,9.1082471990878e-09,6.900215899730106e-10,2.150793650584114e-12,1.3027063392698946e-09,1.972578590694765e-07,7.924225038826946e-12,4.799582828710555e-09,7.267425286481338e-07,8.075815428149938e-06,4.97
1.5079097161625734e-12,4.2878583495007244e-10,2.9568697252806126e-08,3.006295680724107e-08,9.104149485221513e-09,6.897085182249134e-10,2.154745335995019e-12,1.3050948280580915e-09,1.9761877176866785e-07,7.920690669367826e-12,4.797423762078622e-09,7.264128283970274e-07,8.075784534216215e-06,4.98
1.5072370837406001e-12,4.2859293896126865e-10,2.9555281778892514e-08,3.004954682625129e-08,9.100053663082257e-09,6.89395593362179e-10,2.158695230184892e-12,1.3074822159180768e-09,1.9797951534514734e-07,7.917157905019832e-12,4.795265692342935e-09,7.260832828558204e-07,8.075753654343226e-06,4.99
1.5065647567519616e-12,4.2840013201632574e-10,2.954187259911471e-08,3.0036142934379935e-08,9.09595973178861e-09,6.890828153140395e-10,2.1626433339561023e-12,1.3098685033611373e-09,1.9834008988019423e-07,7.913626745060984e-12,4.793108619038851e-09,7.257538919499536e-07,8.075722788524619e-06,5.0
1.505892735059251e-12,4.282074140737425e-10,2.952846971043879e-08,3.0022745128887834e-08,9.091867690459149e-09,6.887701840097274e-10,2.16658964811102e-12,1.3122536908985588e-09,1.9870049545508785e-07,7.910097188769305e-12,4.790952541701733e-09,7.254246556048679e-07,8.075691936754035e-06,5.01
1.5052210185250625e-12,4.280147850920176e-10,2.9515073109830825e-08,3.000935340703583e-08,9.087777538212457e-09,6.88457699378475e-10,2.170534173452016e-12,1.314637779041628e-09,1.9906073215110741e-07,7.90656923542282e-12,4.78879745986694e-09,7.250955737460042e-07,8.075661099025122e-06,5.02
1.504549607011989e-12,4.278222450296501e-10,2.950168279425688e-08,2.9995967766084754e-08,9.083689274167112e-09,6.881453613495149e-10,2.174476910781458e-12,1.3170207683016313e-09,1.9942080004953222e-07,7.903042884299548e-12,4.786643373069837e-09,7.247666462988035e-07,8.075630275331524e-06,5.03
1.5038785003826237e-12,4.276297938451385e-10,2.948829876068304e-08,2.9982588203295444e-08,9.079602897441691e-09,6.878331698520793e-10,2.1784178609017165e-12,1.3194026591898542e-09,1.9978069923164152e-07,7.899518134677514e-12,4.784490280845782e-09,7.244378731887067e-07,8.075599465666888e-06,5.04
1.5032076984995607e-12,4.2743743149698164e-10,2.9474921006075363e-08,2.9969214715928735e-08,9.075518407154776e-09,6.875211248154008e-10,2.1823570246151606e-12,1.3217834522175836e-09,2.001404297787146e-07,7.895994985834737e-12,4.782338182730137e-09,7.241092543411548e-07,8.075568670024857e-06,5.05
1.5025372012253925e-12,4.272451579436784e-10,2.946154952739993e-08,2.995584730124546e-08,9.071435802424943e-09,6.872092261687116e-10,2.1862944027241607e-12,1.3241631478961057e-09,2.0049999177203072e-07,7.892473437049244e-12,4.780187078258263e-09,7.237807896815885e-07,8.075537888399079e-06,5.06
1.5018670084227133e-12,4.2705297314372756e-10,2.9448184321622807e-08,2.994248595650646e-08,9.067355082370775e-09,6.868974738412442e-10,2.190229996031086e-12,1.3265417467367067e-09,2.008593852928692e-07,7.888953487599053e-12,4.77803696696552e-09,7.234524791354487e-07,8.075507120783195e-06,5.07
1.501197119954116e-12,4.2686087705562787e-10,2.943482538571007e-08,2.992913067897257e-08,9.063276246110848e-09,6.865858677622311e-10,2.1941638053383064e-12,1.3289192492506728e-09,2.012186104225092e-07,7.88543513676219e-12,4.775887848387271e-09,7.231243226281767e-07,8.075476367170856e-06,5.08
1.5005275356821941e-12,4.266688696378781e-10,2.9421472716627786e-08,2.991578146590462e-08,9.059199292763742e-09,6.862744078609047e-10,2.1980958314481913e-12,1.3312956559492904e-09,2.0157766724223008e-07,7.881918383816677e-12,4.773739722058876e-09,7.227963200852131e-07,8.075445627555703e-06,5.09
1.4998582554695412e-12,4.26476950848977e-10,2.9408126311342036e-08,2.9902438314563446e-08,9.055124221448038e-09,6.859630940664971e-10,2.2020260751631103e-12,1.3336709673438457e-09,2.0193655583331108e-07,7.878403228040533e-12,4.771592587515696e-09,7.224684714319989e-07,8.075414901931383e-06,5.1
1.4991892791787504e-12,4.262851206474234e-10,2.9394786166818878e-08,2.9889101222209895e-08,9.051051031282312e-09,6.85651926308241e-10,2.205954537285433e-12,1.3360451839456248e-09,2.0229527627703152e-07,7.874889668711785e-12,4.769446444293092e-09,7.221407765939751e-07,8.07538419029154e-06,5.11
1.4985206066724154e-12,4.260933789917161e-10,2.9381452280024396e-08,2.9875770186104794e-08,9.046979721385147e-09,6.853409045153689e-10,2.209881218617529e-12,1.3384183062659145e-09,2.026538286546706e-07,7.87137770510845e-12,4.767301291926426e-09,7.218132354965824e-07,8.07535349262982e-06,5.12
1.4978522378131295e-12,4.2590172584035386e-10,2.936812464792466e-08,2.9862445203508976e-08,9.042910290875119e-09,6.850300286171128e-10,2.213806119961768e-12,1.3407903348160005e-09,2.0301221304750759e-07,7.867867336508556e-12,4.765157129951058e-09,7.214858480652621e-07,8.07532280893987e-06,5.13
1.4971841724634857e-12,4.257101611518355e-10,2.9354803267485736e-08,2.984912627168328e-08,9.038842738870807e-09,6.847192985427054e-10,2.21772924212052e-12,1.3431612701071693e-09,2.033704295368218e-07,7.864358562190122e-12,4.76301395790235e-09,7.211586142254546e-07,8.075292139215334e-06,5.14
1.4965164104860779e-12,4.255186848846597e-10,2.93414881356737e-08,2.983581338788854e-08,9.034777064490792e-09,6.84408714221379e-10,2.2216505858961544e-12,1.3455311126507075e-09,2.0372847820389253e-07,7.860851381431171e-12,4.760871775315661e-09,7.208315339026014e-07,8.075261483449856e-06,5.15
1.4958489517434994e-12,4.2532729699732537e-10,2.932817924945462e-08,2.98225065493856e-08,9.030713266853651e-09,6.840982755823662e-10,2.2255701520910406e-12,1.347899862957901e-09,2.0408635912999896e-07,7.857345793509726e-12,4.758730581726355e-09,7.205046070221431e-07,8.075230841637084e-06,5.16
1.4951817960983435e-12,4.2513599744833125e-10,2.9314876605794574e-08,2.980920575343529e-08,9.026651345077969e-09,6.837879825548991e-10,2.2294879415075475e-12,1.350267521540036e-09,2.0444407239642042e-07,7.85384179770381e-12,4.756590376669791e-09,7.201778335095206e-07,8.07520021377066e-06,5.17
1.4945149434132037e-12,4.249447861961761e-10,2.930158020165963e-08,2.979591099729844e-08,9.022591298282318e-09,6.834778350682103e-10,2.2334039549480462e-12,1.3526340889083988e-09,2.0480161808443616e-07,7.850339393291444e-12,4.754451159681332e-09,7.198512132901749e-07,8.07516959984423e-06,5.18
1.4938483935506731e-12,4.247536631993587e-10,2.9288290034015854e-08,2.9782622278235892e-08,9.018533125585282e-09,6.831678330515322e-10,2.2373181932149058e-12,1.3549995655742763e-09,2.051589962753255e-07,7.84683857955065e-12,4.752312930296336e-09,7.195247462895468e-07,8.075138999851442e-06,5.19
1.4931821463733455e-12,4.245626284163779e-10,2.9275006099829335e-08,2.9769339593508488e-08,9.014476826105437e-09,6.828579764340971e-10,2.241230657110496e-12,1.3573639520489539e-09,2.0551620705036763e-07,7.843339355759453e-12,4.750175688050166e-09,7.191984324330774e-07,8.075108413785939e-06,5.2
1.492516201743814e-12,4.2437168180573237e-10,2.9261728396066125e-08,2.975606294037705e-08,9.01042239896136e-09,6.825482651451375e-10,2.245141347437186e-12,1.3597272488437181e-09,2.0587325049084187e-07,7.839841721195873e-12,4.748039432478184e-09,7.188722716462076e-07,8.075077841641366e-06,5.21
1.4918505595246722e-12,4.24180823325921e-10,2.9248456919692308e-08,2.9742792316102423e-08,9.00636984327164e-09,6.822386991138859e-10,2.2490502649973457e-12,1.3620894564698554e-09,2.062301266780275e-07,7.836345675137933e-12,4.745904163115749e-09,7.185462638543782e-07,8.07504728341137e-06,5.22
1.4911852195785134e-12,4.2399005293544253e-10,2.9235191667673954e-08,2.9729527717945437e-08,9.002319158154845e-09,6.819292782695744e-10,2.2529574105933445e-12,1.3644505754386524e-09,2.0658683569320378e-07,7.832851216863655e-12,4.743769879498223e-09,7.182204089830302e-07,8.075016739089595e-06,5.23
1.490520181767931e-12,4.237993705927958e-10,2.922193263697713e-08,2.9716269143166934e-08,8.998270342729559e-09,6.816200025414356e-10,2.256862785027553e-12,1.3668106062613947e-09,2.0694337761764993e-07,7.829358345651064e-12,4.741636581160968e-09,7.178947069576045e-07,8.074986208669685e-06,5.24
1.4898554459555184e-12,4.2360877625647946e-10,2.9208679824567914e-08,2.9703016589027744e-08,8.994223396114363e-09,6.81310871858702e-10,2.2607663891023395e-12,1.3691695494493686e-09,2.0729975253264527e-07,7.825867060778179e-12,4.739504267639343e-09,7.17569157703542e-07,8.074955692145289e-06,5.25
1.489191012003869e-12,4.2341826988499245e-10,2.9195433227412372e-08,2.9689770052788707e-08,8.990178317427834e-09,6.810018861506056e-10,2.2646682236200738e-12,1.3715274055138608e-09,2.0765596051946908e-07,7.822377361523023e-12,4.737372938468711e-09,7.172437611462838e-07,8.074925189510049e-06,5.26
1.4885268797755761e-12,4.2322785143683344e-10,2.9182192842476583e-08,2.967652953171066e-08,8.98613510578855e-09,6.806930453463794e-10,2.268568289383126e-12,1.3738841749661573e-09,2.080120016594006e-07,7.81888924716362e-12,4.735242593184432e-09,7.169185172112706e-07,8.074894700757613e-06,5.27
1.4878630491332335e-12,4.2303752087050123e-10,2.916895866672661e-08,2.966329502305443e-08,8.982093760315093e-09,6.803843493752553e-10,2.2724665871938668e-12,1.3762398583175448e-09,2.0836787603371914e-07,7.815402716977993e-12,4.733113231321867e-09,7.165934258239433e-07,8.074864225881623e-06,5.28
1.4871995199394341e-12,4.228472781444947e-10,2.9155730697128533e-08,2.9650066524080863e-08,8.97805428012604e-09,6.80075798166466e-10,2.2763631178546636e-12,1.378594456079309e-09,2.087235837237039e-07,7.81191777024416e-12,4.730984852416378e-09,7.162684869097431e-07,8.074833764875726e-06,5.29
1.4865362933075896e-12,4.2265712362464895e-10,2.9142508962456195e-08,2.9636844056980435e-08,8.974016672991605e-09,6.797673923909578e-10,2.280257874907504e-12,1.3809479637656559e-09,2.0907912396129482e-07,7.808434412834293e-12,4.72885746057811e-09,7.159437011773337e-07,8.074803317792065e-06,5.3
1.4858733698719519e-12,4.224670575207578e-10,2.91292934792986e-08,2.9623627634393642e-08,8.969980943367758e-09,6.794591324355437e-10,2.2841508546756633e-12,1.3833003788050594e-09,2.0943449630379442e-07,7.80495264809449e-12,4.726731058164713e-09,7.15619069035344e-07,8.074772884660373e-06,5.31
1.4852107476438357e-12,4.2227707918844026e-10,2.9116084197544608e-08,2.9610417216684113e-08,8.965947077568192e-09,6.791510171316788e-10,2.2880420687072675e-12,1.3856517091047542e-09,2.0978970208955002e-07,7.801472465543084e-12,4.724605637940618e-09,7.152945892500027e-07,8.074742465387717e-06,5.32
1.4845484264888135e-12,4.220871885871652e-10,2.910288111423604e-08,2.9597212801172047e-08,8.961915074732093e-09,6.788430464103623e-10,2.2919315177873974e-12,1.3880019551641258e-09,2.101447413978181e-07,7.797993864473801e-12,4.722481199452085e-09,7.149702617486163e-07,8.07471205996788e-06,5.33
1.4838864062724575e-12,4.2189738567640156e-10,2.9089684226414712e-08,2.9584014385177648e-08,8.95788493399864e-09,6.785352202025929e-10,2.29581920270113e-12,1.3903511174825599e-09,2.104996143078553e-07,7.794516844180367e-12,4.720357742245367e-09,7.146460864584907e-07,8.074681668394646e-06,5.34
1.4832246868603397e-12,4.217076704156181e-10,2.907649353112246e-08,2.9570821966021128e-08,8.953856654507018e-09,6.782275384393694e-10,2.2997051242335458e-12,1.392699196559442e-09,2.1085432089891817e-07,7.791041403956513e-12,4.718235265866722e-09,7.143220633069322e-07,8.074651290661804e-06,5.35
1.4825632681180324e-12,4.2151804276428366e-10,2.9063309025401095e-08,2.9557635541022686e-08,8.94983023539641e-09,6.779200010516905e-10,2.303589283169723e-12,1.395046192894158e-09,2.112088612502633e-07,7.787567543095959e-12,4.7161137698624045e-09,7.139981922212467e-07,8.074620926763134e-06,5.36
1.481902149911108e-12,4.213285026818672e-10,2.9050130706292438e-08,2.954445510750253e-08,8.945805675805997e-09,6.776126079705551e-10,2.307471680294741e-12,1.3973921069860938e-09,2.1156323544114715e-07,7.784095260892434e-12,4.71399325377867e-09,7.136744731287406e-07,8.074590576692423e-06,5.37
1.4812413321051384e-12,4.211390501278374e-10,2.903695857083832e-08,2.953128066278087e-08,8.941782974874967e-09,6.773053591269621e-10,2.3113523163936785e-12,1.399736939334635e-09,2.119174435508264e-07,7.780624556639666e-12,4.711873717161776e-09,7.133509059567202e-07,8.074560240443453e-06,5.38
1.480580814565696e-12,4.2094968506166334e-10,2.9023792616080556e-08,2.9518112204177903e-08,8.937762131742497e-09,6.769982544519099e-10,2.3152311922516145e-12,1.4020806904391669e-09,2.1227148565855755e-07,7.777155429631379e-12,4.709755159557977e-09,7.130274906324914e-07,8.074529918010012e-06,5.39
1.4799205971583532e-12,4.207604074428137e-10,2.901063283906097e-08,2.9504949729013844e-08,8.933743145547774e-09,6.766912938763977e-10,2.3191083086536288e-12,1.404423360799076e-09,2.1262536184359725e-07,7.7736878791613e-12,4.70763758051353e-09,7.127042270833604e-07,8.074499609385883e-06,5.4
1.4792606797486822e-12,4.205712172307574e-10,2.8997479236821385e-08,2.9491793234608893e-08,8.92972601542998e-09,6.763844773314241e-10,2.322983666384799e-12,1.4067649509137475e-09,2.1297907218520194e-07,7.770221904523156e-12,4.705520979574689e-09,7.123811152366335e-07,8.07446931456485e-06,5.41
1.478601062202255e-12,4.203821143849633e-10,2.8984331806403622e-08,2.947864271828326e-08,8.925710740528302e-09,6.760778047479881e-10,2.3268572662302054e-12,1.409105461282567e-09,2.133326167626283e-07,7.766757505010674e-12,4.7034053562877135e-09,7.120581550196169e-07,8.074439033540699e-06,5.42
1.4779417443846437e-12,4.201930988649003e-10,2.8971190544849506e-08,2.9465498177357148e-08,8.921697319981914e-09,6.757712760570883e-10,2.3307291089749266e-12,1.4114448924049206e-09,2.1368599565513285e-07,7.76329467991758e-12,4.701290710198856e-09,7.117353463596165e-07,8.074408766307213e-06,5.43
1.4772827261614209e-12,4.200041706300371e-10,2.8958055449200853e-08,2.9452359609150762e-08,8.917685752930005e-09,6.754648911897234e-10,2.3345991954040412e-12,1.413783244780194e-09,2.1403920894197217e-07,7.759833428537597e-12,4.699177040854374e-09,7.114126891839388e-07,8.074378512858178e-06,5.44
1.4766240073981585e-12,4.198153296398428e-10,2.894492651649949e-08,2.9439227010984306e-08,8.913676038511761e-09,6.751586500768925e-10,2.3384675263026285e-12,1.4161205189077726e-09,2.143922567024028e-07,7.756373750164457e-12,4.697064347800524e-09,7.110901834198897e-07,8.074348273187378e-06,5.45
1.4759655879604293e-12,4.1962657585378607e-10,2.8931803743787242e-08,2.9426100380177994e-08,8.909668175866359e-09,6.748525526495943e-10,2.3423341024557677e-12,1.418456715287042e-09,2.147451390156813e-07,7.752915644091882e-12,4.69495263058356e-09,7.107678289947756e-07,8.074318047288598e-06,5.46
1.4753074677138047e-12,4.194379092313358e-10,2.891868712810592e-08,2.941297971405202e-08,8.905662164132986e-09,6.745465988388275e-10,2.346198924648538e-12,1.4207918344173886e-09,2.1509785596106427e-07,7.749459109613602e-12,4.69284188874974e-09,7.104456258359025e-07,8.074287835155622e-06,5.47
1.4746496465238575e-12,4.1924932973196085e-10,2.8905576666497355e-08,2.93998650099266e-08,8.901658002450821e-09,6.742407885755908e-10,2.3500619936660173e-12,1.4231258767981975e-09,2.1545040761780832e-07,7.746004146023338e-12,4.690732121845318e-09,7.101235738705766e-07,8.074257636782235e-06,5.48
1.4739921242561595e-12,4.1906083731513015e-10,2.889247235600337e-08,2.9386756265121933e-08,8.89765568995905e-09,6.739351217908832e-10,2.353923310293286e-12,1.4254588429288546e-09,2.158027940651699e-07,7.742550752614823e-12,4.688623329416551e-09,7.098016730261042e-07,8.07422745216222e-06,5.49
1.4733349007762835e-12,4.188724319403125e-10,2.8879374193665782e-08,2.937365347695823e-08,8.893655225796856e-09,6.736295984157035e-10,2.357782875315422e-12,1.4277907333087454e-09,2.1615501538240567e-07,7.739098928681777e-12,4.686515511009696e-09,7.094799232297912e-07,8.074197281289364e-06,5.5
1.4726779759498014e-12,4.186841135669767e-10,2.8866282176526417e-08,2.9360556642755697e-08,8.889656609103424e-09,6.733242183810506e-10,2.361640689517505e-12,1.4301215484372564e-09,2.1650707164877214e-07,7.735648673517932e-12,4.684408666171006e-09,7.091583244089441e-07,8.07416712415745e-06,5.51
1.4720213496422852e-12,4.184958821545917e-10,2.8853196301627096e-08,2.9347465759834536e-08,8.885659839017931e-09,6.730189816179228e-10,2.3654967536846135e-12,1.4324512888137722e-09,2.1685896294352593e-07,7.732199986417011e-12,4.68230279444674e-09,7.088368764908687e-07,8.074136980760264e-06,5.52
1.4713650217193076e-12,4.183077376626263e-10,2.8840116566009636e-08,2.9334380825514947e-08,8.881664914679566e-09,6.727138880573194e-10,2.3693510686018274e-12,1.4347799549376796e-09,2.1721068934592355e-07,7.72875286667274e-12,4.6801978953831516e-09,7.085155794028715e-07,8.07410685109159e-06,5.53
