Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,L,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
8.11,5.985959151475881e-10,4.168388669426511e-09,3.7255953764088397e-10,1.3116322260705163e-12,7.91028486564488e-09,2.614985019247462e-08,3.026633113424285e-07,3.307479059065952e-12,6.304618597982835e-07,2.0010522878463487e-09,6.889821496386572e-12,2.5662588458320648e-08,8.066775003611054e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2084390893415389e-25,-5.961408517367943e-25,-5.934466396810903e-25,-4.472178865832808e-27,7.353566279975347e-25,-4.470893762527921e-27,7.52389939781253e-25,3.727021194928474e-30,1.23150193529792e-26,7.122245710339329e-30,1.4231053736941803e-26,2.5776627298032196e-25,-2.3317933261600822e-31,-7.042617823212693e-29,3.4052209994844944e-29,2.060181707259099e-26,3.1159897016303266e-24
8.12,5.983257351343583e-10,4.166521326118346e-09,3.723926225169822e-10,1.3110489070628509e-12,7.906740741095492e-09,2.6138220770271883e-08,3.0297483073648103e-07,3.3109052837314756e-12,6.301773353069495e-07,2.0031185370284443e-09,6.886757873014529e-12,2.5651005512335165e-08,8.066748232191414e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.20792860195079e-25,-5.958727805548155e-25,-5.931804603865014e-25,-4.470182253700502e-27,7.350254152346914e-25,-4.4688980331970926e-27,7.520510645882529e-25,3.726482769171129e-30,1.230988223537344e-26,7.118902406382225e-30,1.4224644951617597e-26,2.5764686480741854e-25,-2.3447655497204985e-31,-7.082752399952452e-29,3.403648073102487e-29,2.0592232406148317e-26,3.1145296968463697e-24
8.13,5.980556818039904e-10,4.164654846280935e-09,3.722257845603975e-10,1.3104658539166016e-12,7.90319825515903e-09,2.6126596648322403e-08,3.032862042219203e-07,3.314329949219688e-12,6.29892944240896e-07,2.0051838321947804e-09,6.883695646111166e-12,2.5639427997407917e-08,8.066721472997722e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2074185395537401e-25,-5.9560483264238855e-25,-5.929144065828931e-25,-4.468186557603103e-27,7.346943572308556e-25,-4.4669032205200266e-27,7.517123475184739e-25,3.725949601966374e-30,1.2304749059859017e-26,7.11556057012884e-30,1.4218239099506364e-26,2.5752751130324967e-25,-2.35778815023458e-31,-7.123043381325922e-29,3.402075863664947e-29,2.0582652171541304e-26,3.1130703766978495e-24
8.14,5.977857550972089e-10,4.1627892295204395e-09,3.7205902373595517e-10,1.3098830665138433e-12,7.899657407088487e-09,2.6114977824275328e-08,3.0359743186690036e-07,3.3177530562202926e-12,6.296086865376626e-07,2.007248173779266e-09,6.880634815056764e-12,2.5627855910997626e-08,8.066694726024533e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.206908890928897e-25,-5.953370081140323e-25,-5.926484782072461e-25,-4.4661917771833924e-27,7.343634539060938e-25,-4.4649093240829664e-27,7.513737884986054e-25,3.7254214001614e-30,1.2299619733855228e-26,7.112220201041185e-30,1.4211836179314646e-26,2.5740821244457496e-25,-2.3708578603389078e-31,-7.163480653759713e-29,3.400504370853738e-29,2.0573076366748686e-26,3.111611740864285e-24
8.15,5.975159549547755e-10,4.160924475443251e-09,3.718923400085015e-10,1.3093005447367154e-12,7.896118196137303e-09,2.6103364295781095e-08,3.039085137395316e-07,3.321174605422623e-12,6.293245621348288e-07,2.0093115622155572e-09,6.877575379231943e-12,2.5616289250564663e-08,8.066667991266409e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2063996447192426e-25,-5.950693070854514e-25,-5.92382675199929e-25,-4.4641979120852276e-27,7.340327051803986e-25,-4.462916343473314e-27,7.510353874555273e-25,3.724897867294675e-30,1.2294494162663793e-26,7.108881298582561e-30,1.420543618974989e-26,2.5728896820818574e-25,-2.3839713746197535e-31,-7.204053917333184e-29,3.3989335943509004e-29,2.0563504989750387e-26,3.1101537890254005e-24
8.16,5.972462813174908e-10,4.1590605836560035e-09,3.7172573334290416e-10,1.3087182884674224e-12,7.892580621559366e-09,2.6091756060491425e-08,3.042194499078807e-07,3.3245945975156364e-12,6.290405709700151e-07,2.01137399793705e-09,6.874517338017661e-12,2.560472801357104e-08,8.06664126871791e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.205890789296709e-25,-5.948017296748918e-25,-5.921169975002944e-25,-4.462204961953789e-27,7.337021109737358e-25,-4.460924278279134e-27,7.506971443160137e-25,3.724378700287224e-30,1.228937225065469e-26,7.105543862216591e-30,1.41990391295202e-26,2.5716977857085204e-25,-2.3971253281063863e-31,-7.244752745070758e-29,3.397363533838643e-29,2.0553938038527572e-26,3.10869652086113e-24
8.17,5.969767341261937e-10,4.1571975537655624e-09,3.715592037040516e-10,1.3081362975882334e-12,7.88904468260901e-09,2.6080153116059344e-08,3.0453024043997063e-07,3.3280130331879174e-12,6.287567129808814e-07,2.013435481376883e-09,6.8714606907952184e-12,2.55931721974804e-08,8.0666145583736e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2053823129925697e-25,-5.945342760046648e-25,-5.918514450470173e-25,-4.460212926435086e-27,7.3337167120594445e-25,-4.458933128087332e-27,7.503590590070078e-25,3.7238635937439636e-30,1.2284253900927348e-26,7.10220789140755e-30,1.4192644997334685e-26,2.5705064350939697e-25,-2.410316309505959e-31,-7.285566566001249e-29,3.395794188999354e-29,2.0544375511062588e-26,3.107239936051611e-24
8.18,5.967073133217614e-10,4.155335385379031e-09,3.713927510568536e-10,1.3075545719814823e-12,7.88551037854102e-09,2.606855546013915e-08,3.048408854037803e-07,3.331429913127675e-12,6.284729881051288e-07,2.015496012967937e-09,6.868405436946253e-12,2.5581621799758055e-08,8.06658786022805e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2048742038806014e-25,-5.942669461989457e-25,-5.915860177797887e-25,-4.458221805176283e-27,7.330413857967788e-25,-4.4569428924866335e-27,7.500211314553896e-25,3.723352236975856e-30,1.2279139015056542e-26,7.098873385620999e-30,1.4186253791903101e-26,2.5693156300067536e-25,-2.423540861203512e-31,-7.326484627041396e-29,3.394225559515595e-29,2.0534817405339003e-26,3.1057840342771906e-24
8.19,5.964380188451094e-10,4.153474078103747e-09,3.712263753662407e-10,1.3069731115295681e-12,7.881977708610626e-09,2.6056963090386457e-08,3.0515138486724526e-07,3.334845238022746e-12,6.281893962804984e-07,2.017555593142837e-09,6.865351575852743e-12,2.557007681787094e-08,8.066561174275831e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2043664499261598e-25,-5.939997403841117e-25,-5.913207156376223e-25,-4.4562315978252506e-27,7.327112546659506e-25,-4.4549535710649385e-27,7.496833615881872e-25,3.722844314992524e-30,1.2274027493177085e-26,7.095540344323149e-30,1.41798655119358e-26,2.568125370215103e-25,-2.4367954709901636e-31,-7.367496039582658e-29,3.3926576450700986e-29,2.0525263719341597e-26,3.1043288152184227e-24
8.2,5.961688506371916e-10,4.151613631547283e-09,3.7106007659716487e-10,1.3063919161149541e-12,7.878446672073509e-09,2.6045376004458136e-08,3.05461738898257e-07,3.3382590085605913e-12,6.279059374447716e-07,2.0196142223339492e-09,6.8622991068970055e-12,2.5558537249287645e-08,8.066534500511514e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2038590388235501e-25,-5.937326586902671e-25,-5.910555385605482e-25,-4.454242304031884e-27,7.323812777330817e-25,-4.452965163410972e-27,7.493457493324499e-25,3.722339508171379e-30,1.2268919233560321e-26,7.092208766979564e-30,1.4173480156145102e-26,2.566935655487777e-25,-2.450076586952364e-31,-7.408589762550571e-29,3.391090445345776e-29,2.051571445105634e-26,3.102874278556067e-24
8.21,5.958998086390002e-10,4.149754045317449e-09,3.708938547145989e-10,1.3058109856201683e-12,7.874917268185793e-09,2.6033794200012385e-08,3.057719475646634e-07,3.3416712254283e-12,6.276226115357701e-07,2.021671900973382e-09,6.859248029461698e-12,2.5547003091478398e-08,8.06650783892968e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2033519582399727e-25,-5.934657012493795e-25,-5.907904864872412e-25,-4.452253923446079e-27,7.320514549176988e-25,-4.450977669112797e-27,7.490082946152057e-25,3.721837492919365e-30,1.2263814134138782e-26,7.08887865305613e-30,1.4167097723242758e-26,2.5657464855941715e-25,-2.4633805893477526e-31,-7.44975458969924e-29,3.38952396002571e-29,2.0506169598470438e-26,3.1014204239710915e-24
8.22,5.956308927915659e-10,4.14789531902229e-09,3.7072770968353683e-10,1.3052303199278043e-12,7.871389496204055e-09,2.6022217674708666e-08,3.060820109342685e-07,3.3450818893125838e-12,6.273394184913561e-07,2.023728629492988e-09,6.856198342929818e-12,2.553547434191508e-08,8.066481189524907e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2028451955715773e-25,-5.931988681962967e-25,-5.905255593577314e-25,-4.4502664557195514e-27,7.3172178613924895e-25,-4.4489910877604645e-27,7.486709973636099e-25,3.721337940349471e-30,1.2258712090896818e-26,7.08555000202229e-30,1.4160718211942176e-26,2.5645578603030465e-25,-2.47670383361855e-31,-7.490979166552009e-29,3.387958188793158e-29,2.0496629159572295e-26,3.0999672511446686e-24
8.23,5.953621030359574e-10,4.146037452270087e-09,3.7056164146899364e-10,1.3046499189205194e-12,7.867863355385316e-09,2.6010646426207746e-08,3.063919290748326e-07,3.3484910008997833e-12,6.270563582494322e-07,2.025784408324359e-09,6.853150046684701e-12,2.5523950998071195e-08,8.066454552291781e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.202338738092541e-25,-5.92932159668238e-25,-5.9026075711171e-25,-4.4482799005047616e-27,7.313922713171477e-25,-4.447005418942699e-27,7.483338575048599e-25,3.720840518265962e-30,1.225361299812472e-26,7.082222813345222e-30,1.415434162095733e-26,2.563369779383797e-25,-2.490042600760723e-31,-7.532251998871784e-29,3.386393131331553e-29,2.0487093132351514e-26,3.098514759758181e-24
8.24,5.950934393132823e-10,4.144180444669356e-09,3.7039565003600546e-10,1.3040697824810366e-12,7.86433884498705e-09,2.5999080452171683e-08,3.067017020540723e-07,3.351898560875863e-12,6.267734307479412e-07,2.0278392378988337e-09,6.850103140110023e-12,2.5512433057421918e-08,8.066427927224884e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2018325728737526e-25,-5.926655758061496e-25,-5.89996079687513e-25,-4.446294257455368e-27,7.310629103706514e-25,-4.445020662248558e-27,7.479968749661535e-25,3.720344888517405e-30,1.2248516749096335e-26,7.078897086493397e-30,1.4147967949002872e-26,2.5621822426059245e-25,-2.5033931469548187e-31,-7.573561418779714e-29,3.3848287873245017e-29,2.0477561514798923e-26,3.0970629494932173e-24
8.25,5.948249015646859e-10,4.142324295828849e-09,3.702297353496294e-10,1.3034899104921427e-12,7.860815964267173e-09,2.5987519750263817e-08,3.0701132993966034e-07,3.3553045699264157e-12,6.264906359248659e-07,2.0298931186474895e-09,6.8470576225898004e-12,2.550092051744405e-08,8.06640131431881e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2013266868370238e-25,-5.923991167523332e-25,-5.897315270255094e-25,-4.444309526226024e-27,7.307337032190169e-25,-4.443036817267925e-27,7.476600496747938e-25,3.719850709974514e-30,1.224342323573026e-26,7.075572820935612e-30,1.4141597194794763e-26,2.5609952497395654e-25,-2.5167516539351294e-31,-7.614895601695858e-29,3.383265156455783e-29,2.0468034304906547e-26,3.095611820031571e-24
8.26,5.945564897313525e-10,4.140469005357553e-09,3.700638973749439e-10,1.3029103028366904e-12,7.85729471248405e-09,2.5975964318148787e-08,3.0732081279922573e-07,3.3587090287366573e-12,6.262079737182303e-07,2.0319460510011485e-09,6.844013493508387e-12,2.548941337561604e-08,8.066374713568148e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2008210667686403e-25,-5.921327826531559e-25,-5.894670990653903e-25,-4.442325706472621e-27,7.3040464978135765e-25,-4.44105388359118e-27,7.473233815580206e-25,3.7193576362140495e-30,1.2238332348081619e-26,7.072250016143245e-30,1.4135229357049553e-26,2.559808800554221e-25,-2.5301142720030846e-31,-7.656242579044669e-29,3.3817022384093535e-29,2.0458511500667627e-26,3.0941613710552445e-24
8.27,5.942882037545041e-10,4.138614572864692e-09,3.6989813607704825e-10,1.3023309593975962e-12,7.853775088896496e-09,2.596441415349252e-08,3.0763015070035386e-07,3.362111937991432e-12,6.25925444066098e-07,2.033998035390374e-09,6.840970752250478e-12,2.5477911629417984e-08,8.066348124967496e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2003156991973904e-25,-5.918665736563404e-25,-5.892027957465082e-25,-4.440342797852087e-27,7.300757499767715e-25,-4.4390718608077114e-27,7.4698687054324355e-25,3.718865316842304e-30,1.2233243975527907e-26,7.068928671585738e-30,1.412886443448445e-26,2.5586228948202383e-25,-2.543477090248748e-31,-7.697590238255004e-29,3.380140032869342e-29,2.0448993100076615e-26,3.092711602246447e-24
8.28,5.940200435754017e-10,4.136760997959723e-09,3.6973245142106277e-10,1.3017518800578418e-12,7.850257092763774e-09,2.5952869253962235e-08,3.079393437105861e-07,3.3655132983752094e-12,6.256430469065731e-07,2.036049072245473e-09,6.837929398201107e-12,2.5466415276331613e-08,8.06632154851145e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1998105705707468e-25,-5.916004899133361e-25,-5.889386170078768e-25,-4.438360800022424e-27,7.297470037241974e-25,-4.43709074850823e-27,7.466505165578716e-25,3.718373396502486e-30,1.2228158005159634e-26,7.065608786733825e-30,1.4122502425817905e-26,2.557437532308073e-25,-2.5568361530944304e-31,-7.738926276173302e-29,3.3785785395200507e-29,2.0439479101129157e-26,3.0912625132875948e-24
8.29,5.93752009135344e-10,4.134908280252342e-09,3.695668433721291e-10,1.3011730647004736e-12,7.846740723345592e-09,2.5941329617226443e-08,3.082483918974202e-07,3.3689131105720837e-12,6.253607821778001e-07,2.038099161996495e-09,6.834889430745649e-12,2.5454924313840316e-08,8.066294984194615e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1993056671328945e-25,-5.913345315777948e-25,-5.886745627902036e-25,-4.4363797126425846e-27,7.294184109425584e-25,-4.435110546283611e-27,7.463143195293354e-25,3.717881515536464e-30,1.2223074323643792e-26,7.062290361060178e-30,1.411614332976886e-26,2.5562527127881784e-25,-2.570187456985967e-31,-7.780238254120733e-29,3.37701775804596e-29,2.042996950182213e-26,3.08981410386131e-24
8.3,5.934841003756685e-10,4.133056419352478e-09,3.6940131189540965e-10,1.3005945132086028e-12,7.843225979902107e-09,2.5929795240954935e-08,3.085572953283104e-07,3.372311375265777e-12,6.250786498179639e-07,2.0401483050732303e-09,6.831850849269817e-12,2.5443438739429116e-08,8.066268432011593e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1988009748976252e-25,-5.910686988062482e-25,-5.884106330325024e-25,-4.434399535372888e-27,7.290899715506505e-25,-4.433131253724401e-27,7.459782793851499e-25,3.717389310315643e-30,1.2217992815190975e-26,7.058973394035531e-30,1.410978714505709e-26,2.5550684360314324e-25,-2.5835269404665504e-31,-7.821513602128361e-29,3.375457688131719e-29,2.0420464300153605e-26,3.0883663736504223e-24
8.31,5.932163172377511e-10,4.131205414870298e-09,3.6923585695608823e-10,1.3000162254654052e-12,7.839712861693928e-09,2.5918266122818814e-08,3.088660540706665e-07,3.375708093139636e-12,6.247966497652899e-07,2.042196501905213e-09,6.828813653159663e-12,2.5431958550584686e-08,8.06624189195699e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.198296479797416e-25,-5.908029917581079e-25,-5.881468276748033e-25,-4.432420267874645e-27,7.287616854672168e-25,-4.4311528704214764e-27,7.45642396052894e-25,3.7168964102631075e-30,1.2212913363334154e-26,7.055657885134172e-30,1.4103433870403356e-26,2.553884701808818e-25,-2.596850499065981e-31,-7.86273954693934e-29,3.3738983294621564e-29,2.0410963494122865e-26,3.086919322337969e-24
8.32,5.929486596630055e-10,4.129355266416203e-09,3.6907047851936957e-10,1.2994382013541217e-12,7.836201367982104e-09,2.5906742260490456e-08,3.0917466819185524e-07,3.3791032648766323e-12,6.245147819580436e-07,2.0442437529217193e-09,6.825777841801581e-12,2.542048374479533e-08,8.06621536402542e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1977921675885606e-25,-5.905374105948184e-25,-5.8788314665645855e-25,-4.4304419098101596e-27,7.284335526109526e-25,-4.429175395966706e-27,7.453066694601038e-25,3.7164024441401976e-30,1.220783585008164e-26,7.05234383382845e-30,1.4097083504529255e-26,2.552701509891213e-25,-2.6101539720657776e-31,-7.903903188241884e-29,3.372339681722271e-29,2.0401467081730413e-26,3.085472949607195e-24
8.33,5.926811275928844e-10,4.12750597360083e-09,3.689051765504794e-10,1.2988604407580579e-12,7.832691498028138e-09,2.5895223651643542e-08,3.094831377591993e-07,3.3824968911593667e-12,6.242330463345306e-07,2.046290058551769e-09,6.822743414582301e-12,2.540901431955101e-08,8.066188848211495e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1972880237969604e-25,-5.902719554817205e-25,-5.876195899171596e-25,-4.428464460842809e-27,7.281055729004e-25,-4.427198829951132e-27,7.449710995344218e-25,3.7159070330981945e-30,1.2202760155662974e-26,7.049031239593297e-30,1.409073604615737e-26,2.551518860050342e-25,-2.6234331573884283e-31,-7.944991456317616e-29,3.370781744597238e-29,2.0391975060977938e-26,3.0840272551415493e-24
8.34,5.924137209688785e-10,4.1256575360350506e-09,3.687399510146646e-10,1.2982829435605838e-12,7.82918325109398e-09,2.5883710293953026e-08,3.0979146283997757e-07,3.3858889726700633e-12,6.239514428330973e-07,2.048335419224123e-09,6.8197103708888975e-12,2.5397550272343326e-08,8.066162344509831e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1967840337858858e-25,-5.90006626585849e-25,-5.873561573972751e-25,-4.4264879206373385e-27,7.277777462540372e-25,-4.425223171966955e-27,7.446356862036171e-25,3.7154097956413986e-30,1.2197686159206552e-26,7.045720101902036e-30,1.4084391494010537e-26,2.550336752057718e-25,-2.6366837900906946e-31,-7.98599113745256e-29,3.369224517772408e-29,2.038248742986836e-26,3.0825822386246896e-24
8.35,5.921464397325167e-10,4.123809953329974e-09,3.685748018771932e-10,1.2977057096451346e-12,7.825676626442024e-09,2.5872202185095168e-08,3.1009964350142527e-07,3.3892795100905723e-12,6.236699713921302e-07,2.050379835367285e-09,6.81667871010878e-12,2.538609160066553e-08,8.06613585291505e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.196280182783082e-25,-5.897414240771189e-25,-5.870928490368354e-25,-4.424512288859318e-27,7.274500725903057e-25,-4.423248421606208e-27,7.44300429395353e-25,3.7149103446492834e-30,1.2192613738570227e-26,7.042410420231537e-30,1.407804984681299e-26,2.5491551856851714e-25,-2.649901563870308e-31,-8.026888848526147e-29,3.367668000933303e-29,2.0373004186405796e-26,3.0811378997404797e-24
8.36,5.918792838253667e-10,4.121963225096945e-09,3.6840972910335427e-10,1.29712873889521e-12,7.822171623335116e-09,2.586069932274752e-08,3.1040767981073376e-07,3.392668504102372e-12,6.233886319500563e-07,2.0524233074095014e-09,6.813648431629699e-12,2.53746383020125e-08,8.066109373421773e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1957764558265596e-25,-5.894763481290024e-25,-5.868296647751928e-25,-4.422537565175601e-27,7.2712255182752485e-25,-4.421274578460596e-27,7.439653290374624e-25,3.7144082883691115e-30,1.218754276966367e-26,7.039102194056088e-30,1.4071711103289883e-26,2.547974160704321e-25,-2.663082116176718e-31,-8.067671053951883e-29,3.3661121937656213e-29,2.0363525328595583e-26,3.079694238172993e-24
