Time,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta,HOAc_E,S0,kTCA,k1,KM1,k2,KM2,kAck_f,kAck_r,C,H,Keq,k3,alpha0,alpha1,alpha2,alpha3,Kg1,Kg2,Kg3,n,kd,compartment,V_gly,V_TCA,V_out,V_Pta,V_Ack,V_Acs,V_Ace,R_LacI,R_Acs,R_Pta,R_dLacI,R_dAcs,R_dPta
5.88,8.039761381621564e-05,1.617207069756741,1.3098267258920273,3.218384406720481e-05,0.004879729737737078,0.09759459475474172,5.340563086710815,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008039761381621564,3.218384406720481e-07,0.5717252823343821,0.3073803438647136,0.07253771327478874,1.1489075055560032e-05,0.0025487010321255674,0.050974020642511345,0.08060693048487928,0.0002927837842642247,0.005855675685284503,0.32043378520264887
5.89,8.048231724512868e-05,1.619850762039181,1.312174789931969,3.2295600322190757e-05,0.004902322756725885,0.09804645513451786,5.338161973952093,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008048231724512868,3.229560032219076e-07,0.572069502671322,0.3076759721072122,0.07288281172384223,1.1506967883210151e-05,0.0025568274735469666,0.05113654947093933,0.07989527834692729,0.0002941393654035531,0.005882787308071072,0.32028971843712556
5.9,8.056733134404068e-05,1.6224949406188707,1.3145223586992516,3.240752425475999e-05,0.004924983531059619,0.09849967062119254,5.335755222911978,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008056733134404068,3.240752425475999e-07,0.572414779832843,0.30797258191961907,0.07322897008153903,1.1524847374254517e-05,0.0025649673282158655,0.051299346564317304,0.07919078804163178,0.00029549901186357713,0.005909980237271552,0.32014531337471863
5.91,8.065265588623153e-05,1.6251396062481396,1.3168694314108491,3.2519615714784406e-05,0.00494771215420249,0.09895424308404997,5.333342908173156,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008065265588623153,3.2519615714784405e-07,0.5727611153092497,0.30827017483729047,0.07357618983763532,1.1542713528369272e-05,0.0025731205987143922,0.05146241197428784,0.07849338059331709,0.0002968627292521494,0.005937254585042998,0.3200005744903894
5.92,8.073829065474585e-05,1.6277847596788764,1.31921600728419,3.263187455214781e-05,0.004970508719588399,0.09941017439176816,5.330925103487549,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008073829065474585,3.263187455214781e-07,0.5731085105936614,0.3085687523946863,0.0739244724813889,1.1560566345234508e-05,0.002581287287623471,0.051625745752469414,0.0778029779373384,0.0002982305231753039,0.00596461046350609,0.3198555062092529
5.93,8.082423544117457e-05,1.6304304016625322,1.3215620855371535,3.274430061674591e-05,0.00499337332062096,0.09986746641241939,5.328501881788176,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008082423544117456,3.274430061674591e-07,0.5734569671743477,0.3088683161253787,0.0742738195015594,1.1578405824534237e-05,0.0025894673975228088,0.05178934795045618,0.07711950290988855,0.0002996023992372576,0.005992047984745163,0.31971011290729057
5.94,8.091049004642695e-05,1.6330765329501231,1.323907665388064,3.285689375848631e-05,0.005016306050673553,0.10032612101347124,5.326073315198174,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008091049004642695,3.285689375848631e-07,0.5738064865408787,0.3091688675620592,0.07462423238640907,1.1596231965956321e-05,0.0025976609309908763,0.051953218619817526,0.07644287923789445,0.00030097836304041314,0.006019567260808274,0.3195643989118904
5.95,8.099705428037032e-05,1.635723154292233,1.326252746055688,3.296965382728848e-05,0.005039307003089327,0.10078614006178671,5.323639475039303,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008099705428037032,3.2969653827288483e-07,0.5741570701821906,0.3094704082365449,0.07497571262370283,1.1614044769192457e-05,0.0026058678906048806,0.05211735781209761,0.07577303152900437,0.0003023584201853596,0.0060471684037072026,0.31941836850235816
5.96,8.108392796171142e-05,1.6383702664390174,1.328597326759232,3.308258067308384e-05,0.005062376271181215,0.10124752542362446,5.321200431840902,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008108392796171141,3.3082580673083843e-07,0.5745087195864153,0.3097729396797855,0.07532826170070842,1.1631844233938126e-05,0.002614088278940764,0.052281765578815274,0.07510988526166576,0.0003037425762708729,0.006074851525417467,0.3192720259104541
5.97,8.117111091794005e-05,1.6410178701402056,1.330941406718336,3.3195674145815773e-05,0.00508551394823192,0.10171027896463856,5.318756255349167,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008117111091794004,3.3195674145815774e-07,0.5748614362411866,0.31007646342186956,0.07568188110419619,1.1649630359892571e-05,0.002622322098573174,0.05244644197146348,0.07445336677529335,0.0003051308368939152,0.006102616737878314,0.31912537532095003
5.98,8.125860298521874e-05,1.6436659661451034,1.3332849851530726,3.330893409543969e-05,0.005108720127493926,0.10217440254987868,5.3163070145363385,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008125860298521874,3.3308934095439693e-07,0.5752152216335595,0.3103809809920308,0.07603657232043921,1.166740314675874e-05,0.002630569352075448,0.05261138704150896,0.07380340326052727,0.00030652320764963556,0.0061304641529927205,0.3189784208721803
5.99,8.13464040082864e-05,1.646314555202596,1.3356280612839413,3.342236037192304e-05,0.005131994902189492,0.10263989804379,5.313852777609677,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000813464040082864,3.3422360371923037e-07,0.5755700772500044,0.31068649391865466,0.07639233683521318,1.1685162594243261e-05,0.0026388300420195957,0.05277660084039191,0.07315992274958165,0.00030791969413136955,0.0061583938826274,0.3188311666565806
6.0,8.143451384036737e-05,1.648963638061151,1.3379706343318665,3.353595282524538e-05,0.005155338365510675,0.10310676731021366,5.311393612020261,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008143451384036737,3.3535952825245376e-07,0.5759260045764253,0.3109930037292845,0.0767491761337967,1.1702908702056394e-05,0.0026471041709762817,0.05294208341952563,0.07252285410668265,0.0003093203019306405,0.00618640603861282,0.31868361672121565
6.01,8.152293234307848e-05,1.6516132154688214,1.3403127035181936,3.3649711305398374e-05,0.005178750610619322,0.10357501221238659,5.308929584471684,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008152293234307849,3.364971130539837e-07,0.5762830050981526,0.3113005119506278,0.07710709170097116,1.1720641469912019e-05,0.0026553917415148057,0.053107834830296116,0.0718921270185972,0.0003107250366371593,0.006214500732743195,0.31853577506830105
6.0200000000000005,8.16116593863381e-05,1.6542632881732475,1.3426542680646858,3.376363566238586e-05,0.00520223173064708,0.10404463461294175,5.3064607609286725,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000816116593863381,3.376363566238586e-07,0.5766410802999457,0.31160902010856173,0.07746608502102087,1.1738360897527564e-05,0.0026636927562030868,0.053273855124061735,0.0712676719852513,0.0003121339038388248,0.006242678076776505,0.31838764565572036
6.03,8.170069484828017e-05,1.6569138569216586,1.34499532719352,3.387772574622384e-05,0.005225781818695393,0.10451563637390801,5.303987206625223,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008170069484828017,3.387772574622384e-07,0.5770002316659804,0.3119185297281386,0.07782615757773297,1.1756066984624006e-05,0.0026720072176076378,0.05344014435215275,0.07064942031043885,0.0003135469091217236,0.00627093818243448,0.31823923239751334
6.04,8.179003861516636e-05,1.659564922460878,1.3473358801272846,3.399198140694055e-05,0.005249400967835517,0.10498801935671051,5.3015089860734275,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008179003861516637,3.399198140694055e-07,0.5773604606798982,0.3122290423335934,0.07818731085439762,1.1773759730925818e-05,0.0026803351282935575,0.05360670256587114,0.070037304092619,0.000314964058070131,0.00629928116140263,0.31809053916440566
6.05,8.187969058128104e-05,1.6622164855373234,1.3496759260889755,3.410640249457651e-05,0.005273089271108517,0.10546178542217051,5.299026163072425,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008187969058128104,3.410640249457651e-07,0.5777217688247535,0.3125405594483479,0.07854954633380788,1.179143913616093e-05,0.0026886764908244996,0.05377352981648999,0.06943125621580394,0.000316385356266511,0.006327707125330231,0.3179415697843455
6.0600000000000005,8.196965064884889e-05,1.6648685468970108,1.3520154643019937,3.4220988859184506e-05,0.005296846821525272,0.10593693643050563,5.296538800716245,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008196965064884889,3.4220988859184506e-07,0.5780841575829997,0.3128530825950171,0.07891286549825993,1.180910520006071e-05,0.0026970313077626673,0.05394062615525335,0.06883121034053526,0.0003178108092915163,0.006356216185830338,0.3177923280429747
6.07,8.205991872796847e-05,1.6675211072855551,1.354354493990141,3.433574035082965e-05,0.005320673712066476,0.10641347424132969,5.294046961401531,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008205991872796847,3.433574035082965e-07,0.5784476284365792,0.31316661329541406,0.07927726982955283,1.1826757922359927e-05,0.0027053995816687815,0.054107991633375624,0.0682371008949498,0.00031924042272398856,0.006384808454479781,0.3176428176840918
6.08,8.215049473651939e-05,1.6701741674481738,1.356693014377619,3.445065681958942e-05,0.005344570035682643,0.10689140071365304,5.291550706835482,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008215049473651939,3.4450656819589415e-07,0.578812182866851,0.3134811530705548,0.07964276080898874,1.184439730279672e-05,0.0027137813151020696,0.054275626302041385,0.06764886306593366,0.0003206742021409586,0.006413484042819182,0.3174930424101289
6.09,8.224137860007099e-05,1.6728277281296888,1.3590310246890243,3.456573811555368e-05,0.005368535885294115,0.10737071770588245,5.289050098044012,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008224137860007099,3.456573811555368e-07,0.5791778223545564,0.31379670344066457,0.08000933991737297,1.1862023341112559e-05,0.002722176510620244,0.054443530212404875,0.06706643279036488,0.00032211215311764687,0.006442243062352947,0.3173430058826407
6.1000000000000005,8.233257025181484e-05,1.6754817900745294,1.3613685241493465,3.468098408882473e-05,0.005392571353791057,0.1078514270758213,5.286545195379775,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008233257025181484,3.468098408882473e-07,0.5795445483799402,0.31411326592518285,0.08037700863501376,1.1879636037052227e-05,0.0027305851707794845,0.05461170341558969,0.066489746746444,0.0003235542812274634,0.006471085624549277,0.31719271172278646
6.11,8.242406963247411e-05,1.678136354026732,1.3637055119839647,3.4796394589517294e-05,0.00541667653403346,0.10833353068066935,5.284036058529956,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008242406963247411,3.4796394589517297e-07,0.5799123624226853,0.3144308420427673,0.08074576844172257,1.1897235390363781e-05,0.002739007298134411,0.05478014596268822,0.06591874234511268,0.0003250005920420076,0.0065000118408401605,0.31704216351179737
6.12,8.251587669021251e-05,1.6807914207299457,1.3660419874186458,3.491196946775859e-05,0.005440851518851152,0.10881703037702319,5.281522746523883,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008251587669021251,3.491196946775859e-07,0.5802812659618273,0.3147494333112999,0.0811156208168139,1.1914821400798527e-05,0.002747442895238079,0.05494885790476158,0.06535335772155901,0.0003264510911310691,0.006529021822621391,0.316891364791433
6.13,8.260799138058075e-05,1.683446990927432,1.3683779496795403,3.502770857368837e-05,0.005465096401043792,0.10930192802087599,5.279005317740551,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008260799138058076,3.502770857368837e-07,0.5806512604759266,0.3150690412478918,0.08148656723910541,1.1932394068110981e-05,0.002755891964641946,0.055117839292838915,0.06479353172681032,0.0003279057840626275,0.006558115681252559,0.31674031906443306
6.140000000000001,8.270041366642261e-05,1.6861030653620683,1.370713397993181,3.514361175745893e-05,0.005489411273380877,0.1097882254676177,5.27648382991614,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008270041366642262,3.514361175745893e-07,0.5810223474429568,0.3153896673688874,0.08185860918691786,1.194995339205886e-05,0.0027643545088958596,0.055287090177917185,0.06423920391941233,0.00032936467640285263,0.006587293528057062,0.3165890297949684
6.15,8.279314351778906e-05,1.688759644776348,1.3730483315864783,3.5259678869235114e-05,0.005513796228601737,0.1102759245720349,5.273958340152098,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008279314351778906,3.5259678869235114e-07,0.5813945283403154,0.31571131318986967,0.08223174813807514,1.1967499372403025e-05,0.002772830530548033,0.05545661061096066,0.06369031455719452,0.0003308277737161042,0.006616555474322094,0.3164375004091259
6.16,8.288618091188955e-05,1.691416729912385,1.3753827496867204,3.537590975919441e-05,0.005538251359415545,0.11076502718831108,5.271428904921002,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008288618091188954,3.537590975919441e-07,0.5817678046448529,0.31603398022566465,0.08260598556990427,1.1985032008907484e-05,0.0027813200321450313,0.05562640064290062,0.06314680458912082,0.0003322950815649327,0.0066459016312986645,0.31628573429526013
6.17,8.297952583300137e-05,1.6940743215119136,1.3777166515215684,3.549230427752691e-05,0.005562776758501316,0.11125553517002648,5.268895580074434,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008297952583300138,3.549230427752691e-07,0.5821421778328317,0.3163576699903452,0.0829813229592354,1.2002551301339339e-05,0.0027898230162317467,0.055796460324634936,0.06260861564722596,0.0003337666055100789,0.006675332110201588,0.31613373480446605
6.18,8.307317827239551e-05,1.696732420316291,1.380050036319055,3.56088622744354e-05,0.0055873725185079035,0.11174745037015824,5.266358420850687,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008307317827239551,3.56088622744354e-07,0.5825176493799846,0.3166823839972359,0.08335776178240181,1.2020057249468782e-05,0.0027983394853513784,0.05596678970702756,0.06207569003863639,0.0003352423511104742,0.006704847022209494,0.31598150525104124
6.19,8.31671382282593e-05,1.6993910270665,1.3823829033075814,3.5725583600135355e-05,0.005612038732054008,0.11224077464108034,5.263817481881747,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008316713822825929,3.5725583600135355e-07,0.582894220761474,0.3170081237589186,0.08373530351523993,1.2037549853069043e-05,0.002806869442045416,0.05613738884090831,0.06154797073767535,0.00033672232392324046,0.0067344464784648205,0.3158290489129048
6.2,8.326140570563559e-05,1.7020501425031496,1.3847152517159147,3.5842468104854954e-05,0.00563677549172817,0.11273550983456357,5.261272817199727,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008326140570563559,3.5842468104854954e-07,0.5832718934519086,0.31733489078723487,0.08411394963308916,1.2055029111916398e-05,0.002815412888853615,0.0563082577770723,0.06102540137805213,0.00033820652950369016,0.006764130590073814,0.31567636903198365
6.21,8.335598071634348e-05,1.7047097673664773,1.3870470807731863,3.595951563883516e-05,0.005661582890088776,0.1132316578017757,5.2587244802442275,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008335598071634348,3.595951563883516e-07,0.5836506689253347,0.317662686593291,0.08449370161079212,1.2072495025790103e-05,0.0028239698283139838,0.05647939656627967,0.060507926245133896,0.00033969497340532653,0.006793899468106542,0.31552346881465365
6.22,8.345086327891075e-05,1.7073699023963513,1.3893783897088885,3.60767260523297e-05,0.005686461019664061,0.11372922039328139,5.256172523869291,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008345086327891075,3.60767260523297e-07,0.584030548655269,0.31799151268746284,0.08487456092269449,1.20899475944724e-05,0.0028325402629627515,0.056650805259255026,0.059995490268300936,0.00034118766117984363,0.006823753223596883,0.31537035143215747
6.23,8.354605341850099e-05,1.7100305483322722,1.3917091777528736,3.619409919560513e-05,0.005711409972952103,0.11422819945904224,5.253617000349906,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008354605341850099,3.6194099195605135e-07,0.5844115341146454,0.3183213705793986,0.08525652904264497,1.2107386817748481e-05,0.0028411241953343633,0.05682248390668726,0.059488039013383676,0.00034268459837712617,0.006853691967542534,0.31521702002099433
6.24,8.36415511668503e-05,1.7126917059133733,1.3940394441353496,3.6311634918940826e-05,0.005736429842420823,0.11472859684841663,5.251057961388516,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000836415511668503,3.631163491894083e-07,0.5847936267758319,0.31865226177802364,0.0856396074439953,1.2124812695406454e-05,0.0028497216279614436,0.05699443255922887,0.05898551867518186,0.0003441857905452493,0.006883715810904998,0.31506347768331094
6.25,8.37373565622026e-05,1.715353375878424,1.3963691880868803,3.6429333072629034e-05,0.00576152072050799,0.11523041441015998,5.248495458121681,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000837373565622026,3.6429333072629036e-07,0.5851768281106574,0.3189841877915438,0.08602379759960019,1.2142225227237351e-05,0.0028583325633747885,0.05716665126749577,0.058487876070064074,0.0003456912432304794,0.006913824864609598,0.31490972748730084
6.26,8.383346964923776e-05,1.7180155589658306,1.398698408838381,3.654719350697491e-05,0.00578668269962122,0.11573365399242458,5.245929541126726,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008383346964923776,3.654719350697491e-07,0.5855611395903891,0.31931715012744966,0.08640910098181745,1.2159624413035063e-05,0.0028669570041033395,0.05733914008206678,0.05799505862864855,0.00034720096197727316,0.006944019239545475,0.31475577246760356
6.2700000000000005,8.392989047900709e-05,1.720678255913638,1.401027105621118,3.6665216072296525e-05,0.005811915872137973,0.11623831744275964,5.2433602604281955,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008392989047900709,3.6665216072296524e-07,0.5859465626857427,0.3196511502925199,0.08679551906250776,1.2177010252596353e-05,0.0028755949526741596,0.05751189905348319,0.05750701438856359,0.0003487149523282784,0.006974299046565578,0.3146016156256917
6.28,8.40266191088698e-05,1.7233414674595304,1.4033552776667053,3.6783400618924885e-05,0.005837220330405547,0.11674440660811113,5.240787665504172,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000840266191088698,3.6783400618924887e-07,0.5863330988668858,0.3199861897928251,0.08718305331303468,1.2194382745720809e-05,0.0028842464116124187,0.05768492823224838,0.05702369198728764,0.0003502332198243328,0.007004664396486667,0.3144472599302503
6.29,8.412365560242758e-05,1.726005194340835,1.405682924207103,3.6901746997203986e-05,0.00586259616674109,0.11725192333482197,5.23821180529253,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008412365560242758,3.6901746997203985e-07,0.586720749603425,0.32032227013373205,0.08757170520426472,1.221174189221083e-05,0.0028929113834413713,0.05785822766882742,0.05654504065506781,0.0003517557700044654,0.007035115400089318,0.3142927083175518
6.3,8.422100002946264e-05,1.7286694372945215,1.408010044474615,3.702025505749083e-05,0.005888043473431587,0.11776086946863192,5.235632728197168,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008422100002946264,3.702025505749083e-07,0.5871095163644153,0.3206593928199064,0.08796147620656722,1.2229087691871606e-05,0.002901589870682334,0.058031797413646675,0.05607101020791711,0.0003532826084058952,0.007065652168117915,0.31413796369183006
6.3100000000000005,8.431865246587556e-05,1.7313341970572045,1.410336637701888,3.713892465015544e-05,0.005913562342733869,0.11827124685467755,5.233050482094167,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008431865246587556,3.713892465015544e-07,0.5874994006183633,0.3209975593553165,0.08835236778981433,1.2246420144511107e-05,0.002910281875854664,0.05820563751709328,0.05560155104068879,0.00035481374056403213,0.0070962748112806525,0.31398302892565
6.32,8.441661299362271e-05,1.733999474365144,1.4126627031219074,3.72577556255809e-05,0.005939152866874596,0.11878305733749209,5.230465114337861,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008441661299362271,3.7257755625580897e-07,0.5878904038332208,0.32133677124323645,0.08874438142338086,1.2263739249940028e-05,0.002918987401475741,0.05837974802951483,0.05513661412022839,0.00035634917201247577,0.007126983440249525,0.3138279068602716
6.33,8.451488170065633e-05,1.7366652699542482,1.4149882399679976,3.737674783416336e-05,0.0059648151380502735,0.11929630276100564,5.227876671766831,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008451488170065633,3.737674783416336e-07,0.5882825274763891,0.3216770299862506,0.08913751857614446,1.2281045007971808e-05,0.002927706450060944,0.05855412900121888,0.05467615097860148,0.0003578889082830164,0.007157778165660338,0.31367260030600985
6.34,8.461345868086487e-05,1.7393315845600739,1.4173132474738186,3.7495901126312105e-05,0.005990549248427238,0.11981098496854493,5.22528520070982,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008461345868086487,3.749590112631211e-07,0.58867577301472,0.32201833708625527,0.08953178071648536,1.2298337418422578e-05,0.0029364390241236296,0.05872878048247259,0.054220113706397725,0.0003594329549056343,0.007188659098112696,0.3135171120425892
6.3500000000000005,8.471234403401334e-05,1.7419984189178284,1.4196377248733651,3.761521535244955e-05,0.0060163552901416634,0.12032710580283343,5.222690746991594,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0008471234403401334,3.7615215352449547e-07,0.589070141914513,0.3223606940444632,0.08992716931228648,1.2315616481111172e-05,0.002945185126175113,0.058903702523502244,0.053768454946109975,0.0003609813174084998,0.007219626348170006,0.3133614448194956
