Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,compartment_1
4.38,0.01217620472313322,0.021324829026180887,0.025,4.849695557947191,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.39,0.012181545621309969,0.02133028062997013,0.025,4.865905684685234,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.4,0.012186898071649748,0.02133574903566858,0.025,4.882141103290228,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.41,0.012192262182896502,0.021341234261348596,0.025,4.8984017466284255,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.42,0.0121976380635803,0.02134673632516706,0.025,4.914687547538934,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.43,0.012203025822035906,0.021352255245365836,0.025,4.930998438834313,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.44,0.012208425566421361,0.02135779104027223,0.025,4.947334353301166,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.45,0.012213837404736548,0.021363343728299466,0.025,4.963695223700739,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.46,0.012219261444841766,0.02136891332794715,0.025,4.980080982769519,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.47,0.012224697794476302,0.021374499857801738,0.025,4.996491563219827,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.48,0.012230146561277007,0.02138010333653701,0.025,5.012926897740405,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.49,0.012235607852796862,0.021385723782914534,0.025,5.029386918997015,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.5,0.012241081776523558,0.021391361215784128,0.025,5.045871559633028,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.51,0.012246568058583289,0.021397015656846,0.025,5.062380752270012,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.5200000000000005,0.012252066176574239,0.021402687129689322,0.025,5.078914429508326,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.53,0.01225757707370062,0.0214083756473782,0.025,5.095472523927699,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.54,0.012263100845320589,0.021414081229207457,0.025,5.1120549680878264,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.55,0.012268637586346465,0.02141980389456594,0.025,5.128661694528953,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.5600000000000005,0.012274187391254918,0.021425543662937044,0.025,5.145292635772454,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.57,0.012279750354097143,0.02143130055389925,0.025,5.16194772432142,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.58,0.012285326568509055,0.021437074587126646,0.025,5.1786268926612475,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.59,0.012290916127721457,0.02144286578238946,0.025,5.195330073260207,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.6000000000000005,0.012296519124570238,0.02144867415955459,0.025,5.212057198570037,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.61,0.012302135651506545,0.021454499738586114,0.025,5.228808201026509,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.62,0.012307765800606966,0.021460342539545856,0.025,5.245583013050023,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.63,0.012313409663583724,0.02146620258259388,0.025,5.262381567046168,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.64,0.012319067331794845,0.021472079887989035,0.025,5.279203795406312,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.65,0.01232473889625435,0.021477974476089484,0.025,5.296049630508166,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.66,0.012330424447642438,0.02148388636735322,0.025,5.312919004716362,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.67,0.012336124076315663,0.021489815582338614,0.025,5.329811850383029,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.68,0.01234183787231712,0.021495762141704927,0.025,5.34672809984836,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.69,0.012347565925386628,0.021501726066212846,0.025,5.363667685441187,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.7,0.012353308324970919,0.02150770737672502,0.025,5.380630539479542,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.71,0.012359065160233806,0.021513706094206567,0.025,5.397616594271233,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.72,0.012364836520066378,0.021519722239725626,0.025,5.41462578211441,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.73,0.01237062249309718,0.021525755834453875,0.025,5.431658035298127,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.74,0.012376423167702395,0.021531806899667057,0.025,5.448713286102907,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.75,0.012382238632016023,0.021537875456745518,0.025,5.465791466801313,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.76,0.012388068973940075,0.021543961527174724,0.025,5.4828925096584955,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.7700000000000005,0.01239391428115474,0.0215500651325458,0.025,5.500016346932771,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.78,0.012399774641128585,0.021556186294556055,0.025,5.517162910876165,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.79,0.012405650141128719,0.021562325035009502,0.025,5.534332133734983,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.8,0.012411540868230994,0.021568481375817412,0.025,5.551523947750363,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.8100000000000005,0.012417446909330178,0.021574655338998806,0.025,5.568738285158831,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.82,0.012423367714225144,0.021580846945789454,0.025,5.585975078192854,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.83,0.012429303867308039,0.02158705621912237,0.025,5.603234259081404,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.84,0.012435255494372403,0.021593283181398183,0.025,5.620515760050494,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.8500000000000005,0.012441222675081994,0.021599527855063045,0.025,5.637819513323744,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.86,0.012447205488727792,0.021605790262673175,0.025,5.65514545112292,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.87,0.012453204014234233,0.021612070426895384,0.025,5.672493505668493,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.88,0.012459218330165419,0.02161836837050761,0.025,5.689863609180176,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.89,0.012465248514731356,0.02162468411639943,0.025,5.707255693877476,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.9,0.01247129464579417,0.021631017687572588,0.025,5.7246696919802424,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.91,0.012477356800874332,0.02163736910714152,0.025,5.742105535709197,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.92,0.012483435057156881,0.02164373839833387,0.025,5.75956315728649,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.93,0.012489529491497647,0.021650125584491017,0.025,5.777042488936237,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.94,0.012495640180429483,0.021656530689068604,0.025,5.794543462885059,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.95,0.01250176720016847,0.021662953735637053,0.025,5.812066011362612,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.96,0.012507910626620168,0.02166939474788209,0.025,5.829610066602137,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.97,0.01251407053538581,0.021675853749605272,0.025,5.84717556084099,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.98,0.01252024700176855,0.021682330764724506,0.025,5.8647624263211755,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.99,0.01252644010077967,0.02168882581727457,0.025,5.882370595289878,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.0,0.012532649907144817,0.021695338931407647,0.025,5.9,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.01,0.012538876495310214,0.02170187013139383,0.025,5.917650572710687,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.0200000000000005,0.012545119939448894,0.021708419441621673,0.025,5.935322245687858,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.03,0.012551380313466918,0.021714986886598682,0.025,5.953014951204731,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.04,0.012557657691009602,0.021721572490951854,0.025,5.970728621542355,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.05,0.012563952145467735,0.021728176279428205,0.025,5.98846318899013,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.0600000000000005,0.012570263749983813,0.02173479827689529,0.025,6.006218585846333,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.07,0.012576592577458249,0.021741438508341718,0.025,6.023994744418638,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.08,0.012582938700555608,0.021748096998877683,0.025,6.041791597024638,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.09,0.012589302191710831,0.021754773773735483,0.025,6.059609075992365,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.1000000000000005,0.01259568312313545,0.021761468858270048,0.025,6.077447113660812,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.11,0.012602081566823811,0.02176818227795946,0.025,6.095305642380436,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.12,0.012608497579912177,0.021774914059103104,0.025,6.11318459451369,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.13,0.012614931234314869,0.021781664227410943,0.025,6.13108390243553,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.14,0.012621382611891835,0.02178843280823452,0.025,6.149003498533924,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.15,0.012627851783573809,0.021795219827562003,0.025,6.16694331521037,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.16,0.012634338820096099,0.02180202531150777,0.025,6.184903284880394,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.17,0.01264084379200466,0.02180884928631295,0.025,6.202883339974075,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.18,0.012647366769662167,0.021815691778345952,0.025,6.22088341293654,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.19,0.012653907823254092,0.021822552814102978,0.025,6.2389034362284725,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.2,0.012660467022794776,0.021829432420208572,0.025,6.256943342326615,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.21,0.012667044438133504,0.02183633062341614,0.025,6.275003063724275,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.22,0.012673640138960583,0.021843247450608488,0.025,6.293082532931824,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.23,0.01268025419481341,0.021850182928798347,0.025,6.311181682477199,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.24,0.012686886675082552,0.0218571370851289,0.025,6.3293004449063925,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.25,0.012693537649017816,0.02186410994687432,0.025,6.347438752783964,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.26,0.01270020718573433,0.021871101541440303,0.025,6.3655965386935245,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.2700000000000005,0.012706895354218612,0.021878111896364582,0.025,6.383773735238233,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.28,0.012713602223334645,0.021885141039317466,0.025,6.401970275041285,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.29,0.012720327861829953,0.021892188998102385,0.025,6.420186090746414,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.3,0.012727072338341675,0.02189925580065639,0.025,6.438421115018373,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.3100000000000005,0.01273383572140264,0.021906341475050717,0.025,6.456675280543421,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.32,0.01274061807944744,0.021913446049491282,0.025,6.474948520029814,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.33,0.012747419480818506,0.02192056955231925,0.025,6.493240766208291,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.34,0.012754239993772183,0.02192771201201153,0.025,6.5115519518325495,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.3500000000000005,0.012761079686484805,0.02193487345718132,0.025,6.529882009679741,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.36,0.01276793862705876,0.02194205391657865,0.025,6.5482308725509375,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.37,0.012774816883528583,0.021949253419090885,0.025,6.5665984732716165,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.38,0.012781714523867014,0.021956471993743284,0.025,6.584984744692145,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.39,0.012788631615991078,0.0219637096696995,0.025,6.603389619688244,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.4,0.012795568227768164,0.021970966476262142,0.025,6.621813031161474,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.41,0.012802524427022092,0.021978242442873278,0.025,6.640254912039693,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.42,0.012809500282298365,0.021985537601236005,0.025,6.65871519527755,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.43,0.012816495864111589,0.021992851988783094,0.025,6.677193813856931,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.44,0.012823511237252406,0.02200018562716728,0.025,6.695690700787452,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.45,0.012830546469470488,0.02200753854650381,0.025,6.7142057891069005,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.46,0.012837601628503758,0.022014910777054083,0.025,6.732739011881719,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.47,0.012844676782084482,0.022022302349226242,0.025,6.751290302207469,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.48,0.01285177199794537,0.022029713293575767,0.025,6.76985959320928,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.49,0.012858887343825674,0.022037143640806073,0.025,6.788446818042323,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.5,0.012866022887477287,0.0220445934217691,0.025,6.807051909892262,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.51,0.012873178696670831,0.022052062667465913,0.025,6.82567480197572,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.5200000000000005,0.01288035483920177,0.02205955140904729,0.025,6.844315427540725,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.53,0.012887551382896491,0.02206705967781432,0.025,6.862973719867173,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.54,0.012894768395618412,0.022074587505218995,0.025,6.881649612267278,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.55,0.012902005945274077,0.02208213492286481,0.025,6.900343038086024,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.5600000000000005,0.012909264099819254,0.022089701962507348,0.025,6.919053930701613,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.57,0.012916542927265027,0.02209728865605488,0.025,6.937782223525915,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.58,0.012923842495683902,0.022104895035568967,0.025,6.95652785000492,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.59,0.012931162873215898,0.022112521133265034,0.025,6.975290743619172,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.6000000000000005,0.012938504128074648,0.022120166981512982,0.025,6.994070837884227,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.61,0.012945866328553494,0.022127832612837774,0.025,7.012868066351078,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.62,0.012953249543031582,0.022135518059920034,0.025,7.031682362606612,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.63,0.01296065383997997,0.022143223355596636,0.025,7.050513660274042,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.64,0.01296807928796771,0.022150948532861307,0.025,7.069361893013345,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.65,0.012975525955667963,0.02215869362486521,0.025,7.088226994521694,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.66,0.012982993911864077,0.02216645866491754,0.025,7.1071088985339,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.67,0.0129904832254557,0.022174243686486135,0.025,7.1260075388228366,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.68,0.012997993965464872,0.022182048723198042,0.025,7.144922849199883,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.69,0.013005526201042122,0.022189873808840143,0.025,7.163854763515339,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.7,0.013013080001472561,0.022197718977359716,0.025,7.18280321565886,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.71,0.013020655436181989,0.022205584262865057,0.025,7.20176813955989,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.72,0.013028252574742986,0.022213469699626058,0.025,7.220749469188076,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.73,0.01303587115557755,0.022221375349128835,0.025,7.239747138553692,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.74,0.01304351146505822,0.022229301228289994,0.025,7.258761081708068,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.75,0.01305117363732863,0.02223724736663391,0.025,7.277791232744006,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.76,0.013058857740012796,0.022245213799294866,0.025,7.296837525796196,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.7700000000000005,0.013066563840858691,0.022253200561576075,0.025,7.315899895041636,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.78,0.013074292007744388,0.022261207688950263,0.025,7.334978274700048,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.79,0.013082042308684181,0.022269235217060267,0.025,7.3540725990342874,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.8,0.013089814811834728,0.02227728318171962,0.025,7.373182802350759,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.8100000000000005,0.013097609585501177,0.022285351618913152,0.025,7.392308818999823,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.82,0.013105426698143297,0.022293440564797574,0.025,7.4114505833762125,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.83,0.013113266218381613,0.022301550055702064,0.025,7.430608029919429,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.84,0.013121128215003544,0.022309680128128877,0.025,7.449781093114159,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.8500000000000005,0.013129012756969519,0.02231783081875392,0.025,7.468969707490669,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.86,0.013136919913419122,0.022326002164427348,0.025,7.4881738076252145,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.87,0.013144849753677225,0.022334194202174154,0.025,7.507393328140435,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.88,0.01315280234726011,0.022342406969194765,0.025,7.526628203705759,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.89,0.013160777763881611,0.022350640502865636,0.025,7.545878369037795,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.9,0.013168776073459239,0.02235889484073983,0.025,7.565143758900735,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.91,0.01317679734612032,0.02236717002054761,0.025,7.584424308106743,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.92,0.013184841652208124,0.022375466080197054,0.025,7.603719951516345,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.93,0.013192909062287993,0.02238378305777461,0.025,7.62303062403883,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.94,0.013200999647153487,0.02239212099154572,0.025,7.642356260632635,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.95,0.013209113477832494,0.022400479919955387,0.025,7.661696796305718,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.96,0.013217250625593384,0.022408859881628784,0.025,7.681052166115976,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.97,0.01322541116195113,0.022417260915371835,0.025,7.700422305171598,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.98,0.013233595158673441,0.02242568306017181,0.025,7.719807148631465,0.5,7.0,1.25,15.0,1.0,50.0,1.0
5.99,0.013241802687786894,0.022434126355197922,0.025,7.739206631705523,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.0,0.013250033821583067,0.022442590839801903,0.025,7.758620689655173,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.01,0.013258288632624675,0.022451076553518617,0.025,7.778049257793636,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.0200000000000005,0.013266567193751693,0.022459583536066623,0.025,7.79749227148634,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.03,0.013274869578087498,0.022468111827348803,0.025,7.816949666151287,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.04,0.013283195859044993,0.022476661467452915,0.025,7.836421377259432,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.05,0.013291546110332744,0.022485232496652217,0.025,7.85590734033505,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.0600000000000005,0.013299920405961113,0.022493824955406038,0.025,7.875407490956108,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.07,0.013308318820248383,0.022502438884360376,0.025,7.894921764754632,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.08,0.013316741427826899,0.022511074324348488,0.025,7.914450097417072,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.09,0.013325188303649194,0.02251973131639149,0.025,7.933992424684676,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.1000000000000005,0.013333659522994123,0.02252840990169893,0.025,7.953548682353839,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.11,0.013342155161472998,0.0225371101216694,0.025,7.973118806276472,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.12,0.013350675295035714,0.022545832017891114,0.025,7.992702732360364,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.13,0.013359219999976885,0.022554575632142502,0.025,8.012300396569538,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.140000000000001,0.013367788540180715,0.022563341081701986,0.025,8.031911734924606,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.15,0.013376381481994559,0.02257212836338828,0.025,8.051536683503127,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.16,0.013384999112802625,0.022580937500094017,0.025,8.071175178439951,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.17,0.013393641504643977,0.022589768534892175,0.025,8.090827155927592,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.18,0.013402308729785376,0.022598621511062584,0.025,8.110492552216552,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.19,0.013411000860725945,0.022607496472092665,0.025,8.130171303615693,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.2,0.01341971797020181,0.022616393461678156,0.025,8.14986334649256,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.21,0.013428460131190782,0.02262531252372383,0.025,8.169568617273749,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.22,0.013437227416916988,0.02263425370234424,0.025,8.189287052445234,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.23,0.013446019900855543,0.02264321704186443,0.025,8.209018588552722,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.24,0.0134548376567372,0.022652202586820675,0.025,8.228763162201975,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.25,0.013463680758553009,0.022661210381961207,0.025,8.248520710059172,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.26,0.013472549280558974,0.022670240472246937,0.025,8.268291168851226,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.2700000000000005,0.01348144329728071,0.0226792929028522,0.025,8.28807447536613,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.28,0.013490362883518093,0.022688367719165447,0.025,8.307870566453284,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.29,0.013499308114349927,0.022697464966790024,0.025,8.327679379023836,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.3,0.013508279065138592,0.022706584691544855,0.025,8.347500850051002,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.3100000000000005,0.01351727581153471,0.0227157269394652,0.025,8.367334916570407,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.32,0.013526298429481784,0.022724891756803357,0.025,8.387181515680389,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.33,0.013535346995220876,0.022734079190029424,0.025,8.407040584542358,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.34,0.01354442158529525,0.022743289285831986,0.025,8.426912060381092,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.3500000000000005,0.013553522276555032,0.02275252209111889,0.025,8.446795880485071,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.36,0.013562649146161869,0.022761777653017925,0.025,8.466691982206791,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.37,0.013571802271593578,0.02277105601887759,0.025,8.486600302963096,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.38,0.013580981730648815,0.02278035723626779,0.025,8.50652078023548,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.390000000000001,0.013590187601451717,0.0227896813529806,0.025,8.526453351570408,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.4,0.01359941996245657,0.02279902841703095,0.025,8.546397954579636,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.41,0.013608678892452463,0.022808398476657398,0.025,8.566354526940515,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.42,0.013617964470567939,0.022817791580322818,0.025,8.586323006396299,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.43,0.013627276776275656,0.02282720777671516,0.025,8.606303330756473,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.44,0.013636615889397049,0.022836647114748154,0.025,8.626295437897038,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.45,0.01364598189010697,0.022846109643562058,0.025,8.646299265760824,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.46,0.013655374858938368,0.022855595412524365,0.025,8.6663147523578,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.47,0.013664794876786922,0.02286510447123056,0.025,8.686341835765372,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.48,0.013674242024915715,0.022874636869504812,0.025,8.706380454128688,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.49,0.01368371638495988,0.022884192657400736,0.025,8.726430545660921,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.5,0.013693218038931265,0.0228937718852021,0.025,8.746492048643592,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.51,0.01370274706922308,0.02290337460342356,0.025,8.766564901426845,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.5200000000000005,0.013712303558614561,0.022913000862811388,0.025,8.786649042429755,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.53,0.013721887590275624,0.0229226507143442,0.025,8.806744410140602,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.54,0.013731499247771521,0.02293232420923369,0.025,8.826850943117194,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.55,0.01374113791439162,0.02294202151733142,0.025,8.846968579987124,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.5600000000000005,0.013750804043882337,0.022951742627897075,0.025,8.867097259448073,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.57,0.013760497950922476,0.022961487553995567,0.025,8.88723692026809,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.58,0.013770219715644438,0.02297125634863336,0.025,8.907387501285891,0.5,7.0,1.25,15.0,1.0,50.0,1.0
6.59,0.013779969418462936,0.022981049065076677,0.025,8.927548941411128,0.5,7.0,1.25,15.0,1.0,50.0,1.0
