Time,Glucose,Lysine,Schiff,Amadori,Glyoxal,CML,Fraction_Amadori,Fraction_CML,compartment,v1a,v1b,v2a,v2b,v3,v4,v5,v5b,v6,v7a,v7b,v7c
8.77,0.2499596305177333,0.003367169471589104,1.8017280497783516e-05,2.963640762663565e-06,6.951256042994249e-06,5.386587916737304e-07,0.000871659047842225,0.0001584290563746266,1.0,8.711144123043188e-06,6.4862209792020654e-06,4.4592769232014205e-07,2.6672766863972085e-09,7.919539570336021e-07,2.548731055890666e-10,4.447150856062207e-10,1.1817135273090223e-08,6.900469949958217e-08,7.667188833286906e-08,7.667188833286907e-09,1.5334377666573814e-06
8.78,0.24995960035266518,0.0033671479883417986,1.801906852774239e-05,2.9680710312872124e-06,6.959129567567057e-06,5.3935584993139e-07,0.0008729620680256508,0.00015863407350923236,1.0,8.711087492864933e-06,6.48686466998726e-06,4.459719460616242e-07,2.6712639281584913e-09,7.91953922627388e-07,2.552541086907003e-10,4.4521596335682355e-10,1.1830520264863996e-08,6.900716470395778e-08,7.667462744884196e-08,7.667462744884197e-09,1.5334925489768394e-06
8.790000000000001,0.24995957019458462,0.003367126512104065,1.8020848597367418e-05,2.972501697672331e-06,6.96700295567296e-06,5.400529416192144e-07,0.0008742652051977445,0.00015883910047623955,1.0,8.711030881077941e-06,6.48750549505227e-06,4.460160027848436e-07,2.675251527905098e-09,7.919538882291413e-07,2.556351459998205e-10,4.457168268771223e-10,1.1843905024644031e-08,6.900961877770059e-08,7.667735419744509e-08,7.66773541974451e-09,1.5335470839489018e-06
8.8,0.24995954004346282,0.0033671050428469513,1.8022620740018673e-05,2.9769327598455796e-06,6.974876207302265e-06,5.407500666272878e-07,0.0008755684587781117,0.00015904413724331996,1.0,8.710974287606299e-06,6.488143466406722e-06,4.4605986331546217e-07,2.6792394838610215e-09,7.91953853838829e-07,2.560162173467199e-10,4.4621767616597277e-10,1.185728955241385e-08,6.901206176890434e-08,7.668006863211593e-08,7.668006863211592e-09,1.5336013726423186e-06
8.81,0.24995950989927104,0.003367083580541615,1.8024384988928644e-05,2.9813642158411493e-06,6.982749322445326e-06,5.414472248461287e-07,0.0008768718281885734,0.00015924918377827318,1.0,8.710917712374371e-06,6.488778596014312e-06,4.4610352847598396e-07,2.6832277942570345e-09,7.919538194564186e-07,2.5639732256233884e-10,4.467185112222312e-10,1.1870673848157053e-08,6.901449372546539e-08,7.668277080607264e-08,7.668277080607265e-09,1.533655416121453e-06
8.82,0.2499594797619807,0.003367062125159325,1.8026141377203133e-05,2.9857960637007077e-06,6.990622301092548e-06,5.421444161666851e-07,0.0008781753128531493,0.00015945424004902505,1.0,8.710861155306823e-06,6.489410895793128e-06,4.4614699908577757e-07,2.687216457330637e-09,7.919537850818771e-07,2.5677846147826086e-10,4.47219332044754e-10,1.188405791185733e-08,6.901691469508419e-08,7.668546077231575e-08,7.668546077231576e-09,1.533709215446315e-06
8.83,0.24995944963156327,0.003367040676671457,1.8027889937822215e-05,2.9902283014733434e-06,6.998495143234379e-06,5.428416404803314e-07,0.0008794789121980422,0.0001596593060236269,1.0,8.710804616328597e-06,6.490040377615997e-06,4.4619027596109985e-07,2.691205471326009e-09,7.919537507151723e-07,2.5715963392670756e-10,4.47720138632398e-10,1.1897441743498443e-08,6.901932472526673e-08,7.668813858362968e-08,7.66881385836297e-09,1.533762771672594e-06
8.84,0.24995941950799036,0.003367019235049497,1.8029630703641138e-05,2.994660927215514e-06,7.006367848861317e-06,5.435388976788646e-07,0.0008807826256516219,0.0001598643816702543,1.0,8.710748095364923e-06,6.49066705331081e-06,4.462333599151182e-07,2.6951948344939625e-09,7.919537163562717e-07,2.575408397405342e-10,4.4822093098402e-10,1.1910825343064239e-08,6.902172386332604e-08,7.669080429258449e-08,7.669080429258449e-09,1.5338160858516898e-06
8.85,0.24995938939123366,0.0033669978002650366,1.8031363707391265e-05,2.999093938990991e-06,7.0142404179639075e-06,5.442361876545009e-07,0.0008820864526444092,0.00016006946695720615,1.0,8.71069159234131e-06,6.4912909346608555e-06,4.462762517579338e-07,2.6991845450918916e-09,7.91953682005143e-07,2.5792207875322523e-10,4.4872170909847714e-10,1.1924208710538642e-08,6.902411215638364e-08,7.669345795153737e-08,7.669345795153737e-09,1.5338691590307474e-06
8.86,0.24995935928126503,0.003366976372289774,1.8033088981681014e-05,3.0035273348708053e-06,7.0221128505327396e-06,5.449335102998717e-07,0.0008833903926090605,0.00016027456185290344,1.0,8.710635107183547e-06,6.491912033405165e-06,4.463189522966051e-07,2.7031746013837248e-09,7.919536476617541e-07,2.583033507988893e-10,4.4922247297462644e-10,1.1937591845905657e-08,6.902648965137104e-08,7.669609961263446e-08,7.669609961263446e-09,1.5339219922526894e-06
8.870000000000001,0.24995932917805638,0.003366954951095514,1.8034806558996756e-05,3.007961112933195e-06,7.029985146558449e-06,5.456308655080204e-07,0.0008846944449803515,0.00016047966632588834,1.0,8.710578639817703e-06,6.492530361238832e-06,4.463614623351697e-07,2.7071650016398756e-09,7.919536133260729e-07,2.5868465571225476e-10,4.49723222611325e-10,1.1950974749149364e-08,6.902885639503111e-08,7.669872932781233e-08,7.669872932781233e-09,1.5339745865562467e-06
8.88,0.2499592990815797,0.003366933536654166,1.803651647170377e-05,3.0123952712635476e-06,7.037857306031717e-06,5.463282531723984e-07,0.0008859986091951612,0.00016068478034482307,1.0,8.710522190170114e-06,6.493145929813357e-06,4.4640378267466834e-07,2.7111557441371927e-09,7.919535789980677e-07,2.590659933286651e-10,4.5022395800742983e-10,1.1964357420253918e-08,6.903121243391969e-08,7.670134714879965e-08,7.670134714879965e-09,1.534026942975993e-06
8.89,0.24995926899180718,0.003366912128937743,1.8038218752047166e-05,3.0168298079543506e-06,7.045729328943269e-06,5.47025673186862e-07,0.0008873028846924561,0.00016088990387848884,1.0,8.7104657581674e-06,6.49375875073698e-06,4.464459141131674e-07,2.7151468271589157e-09,7.919535446777064e-07,2.594473634840742e-10,4.50724679161798e-10,1.1977739859203558e-08,6.903355781440699e-08,7.670395312711885e-08,7.670395312711885e-09,1.5340790625423771e-06
8.9,0.24995923890871102,0.0033668907279183614,1.8039913432152797e-05,3.0212647211051333e-06,7.053601215283877e-06,5.477231254456684e-07,0.0008886072709132746,0.00016109503689578484,1.0,8.710409343736441e-06,6.494368835575006e-06,4.464878574457817e-07,2.71913824899462e-09,7.919535103649577e-07,2.598287660150415e-10,4.5122538607328646e-10,1.199112206598259e-08,6.903589258267897e-08,7.670654731408773e-08,7.670654731408773e-09,1.5341309462817548e-06
8.91,0.24995920883226355,0.0033668693335682405,1.8041600544028212e-05,3.0257000088224158e-06,7.061472965044354e-06,5.484206098434719e-07,0.0008899117673007106,0.00016130017936572704,1.0,8.710352946804393e-06,6.494976195850156e-06,4.4652961346469825e-07,2.723130007940174e-09,7.919534760597898e-07,2.602102007587278e-10,4.517260787407516e-10,1.20045040405754e-08,6.903821678473892e-08,7.6709129760821e-08,7.6709129760821e-09,1.5341825952164202e-06
8.92,0.24995917876243723,0.0033668479458597014,1.8043280119563565e-05,3.0301356692196523e-06,7.069344578215561e-06,5.491181262753209e-07,0.0008912163732998977,0.00016150533125744733,1.0,8.710296567298678e-06,6.495580843042883e-06,4.465711829591983e-07,2.727122102297687e-09,7.919534417621713e-07,2.605916675528901e-10,4.522267571630501e-10,1.2017885782966454e-08,6.904053046640885e-08,7.671170051823204e-08,7.671170051823204e-09,1.5342340103646409e-06
8.93,0.2499591486992046,0.0033668265647651655,1.804495219053255e-05,3.0345717004171794e-06,7.077216054788399e-06,5.498156746366538e-07,0.000892521088357994,0.0001617104925401923,1.0,8.710240205146981e-06,6.496182788591717e-06,4.4661256671568063e-07,2.7311145303754612e-09,7.91953407472071e-07,2.6097316623587744e-10,4.5272742133903794e-10,1.2031267293140278e-08,6.904283367333097e-08,7.67142596370344e-08,7.67142596370344e-09,1.534285192740688e-06
8.94,0.24995911864253828,0.0033668051902571547,1.8046616788593334e-05,3.0390081005421593e-06,7.085087394753814e-06,5.505132548232955e-07,0.0008938259119241645,0.0001619156631833222,1.0,8.71018386027725e-06,6.4967820438936e-06,4.4665376551768504e-07,2.7351072904879433e-09,7.919533731894575e-07,2.613546966466257e-10,4.53228071267571e-10,1.2044648571081483e-08,6.904512645096914e-08,7.671680716774348e-08,7.67168071677435e-09,1.5343361433548697e-06
8.950000000000001,0.249959088592411,0.0033667838223082904,1.8048273945289478e-05,3.04344486772853e-06,7.092958598102794e-06,5.512108667314539e-07,0.0008951308434495676,0.00016212084315630996,1.0,8.71012753261769e-06,6.497378620304212e-06,4.466947801459146e-07,2.7391003809556767e-09,7.919533389142998e-07,2.6173625862465357e-10,4.5372870694750454e-10,1.2058029616774749e-08,6.90474088446103e-08,7.67193431606781e-08,7.67193431606781e-09,1.5343868632135622e-06
8.96,0.2499590585487956,0.0033667624608912923,1.8049923692050866e-05,3.0478820001169435e-06,7.100829664826366e-06,5.519085102577158e-07,0.0008964358823873364,0.00016232603242873997,1.0,8.71007122209677e-06,6.497972529138311e-06,4.467356113782589e-07,2.743093800105249e-09,7.919533046465668e-07,2.6211785201005717e-10,4.5422932837769337e-10,1.2071410430204822e-08,6.904968089936594e-08,7.672186766596214e-08,7.672186766596214e-09,1.534437353319243e-06
8.97,0.24995902851166504,0.0033667411059789777,1.8051566060194636e-05,3.0523194958547215e-06,7.108700594915603e-06,5.526061852990443e-07,0.0008977410281925652,0.00016253123097030716,1.0,8.710014928643218e-06,6.498563781670069e-06,4.4677625998981725e-07,2.7470875462692495e-09,7.91953270386228e-07,2.6249947664350604e-10,4.5472993555699195e-10,1.2084791011356525e-08,6.905194266017355e-08,7.672438073352616e-08,7.672438073352616e-09,1.5344876146705234e-06
8.98,0.24995899848099232,0.0033667197575442615,1.8053201080926115e-05,3.0567573530957942e-06,7.116571388361619e-06,5.533038917527744e-07,0.0008990462803222924,0.000162736438750816,1.0,8.709958652186006e-06,6.499152389133401e-06,4.4681672675292135e-07,2.7510816177862146e-09,7.919532361332521e-07,2.6288113236623833e-10,4.552305284842539e-10,1.2098171360214752e-08,6.905419417179811e-08,7.6726882413109e-08,7.6726882413109e-09,1.53453764826218e-06
8.99,0.24995896845675056,0.0033666984155601536,1.805482878533973e-05,3.0611955700006487e-06,7.124442045155567e-06,5.54001629516609e-07,0.0009003516382354849,0.0001629416557401791,1.0,8.709902392654362e-06,6.499738362722303e-06,4.468570124371584e-07,2.7550760130005838e-09,7.91953201887609e-07,2.632628190200558e-10,4.5573110715833233e-10,1.2111551476764462e-08,6.90564354788334e-08,7.672937275425932e-08,7.672937275425932e-09,1.5345874550851863e-06
9.0,0.24995893843891298,0.0033666770799997605,1.8056449204419956e-05,3.065634144736275e-06,7.132312565288641e-06,5.546993984886166e-07,0.0009016571013930222,0.00016314688190841666,1.0,8.70984614997777e-06,6.500321713591184e-06,4.4689711780939396e-07,2.7590707302626474e-09,7.919531676492677e-07,2.6364453644731964e-10,4.5623167157807964e-10,1.2124931360990689e-08,6.905866662570358e-08,7.673185180633729e-08,7.67318518063373e-09,1.534637036126746e-06
9.01,0.24995890842745294,0.0033666557508362826,1.8058062369042225e-05,3.0700730754761103e-06,7.140182948752076e-06,5.553971985672263e-07,0.0009029626692576795,0.00016335211722565482,1.0,8.709789924085956e-06,6.500902452855201e-06,4.469370436337951e-07,2.763065767928499e-09,7.919531334181981e-07,2.640262844909455e-10,4.567322217423475e-10,1.2138311012878528e-08,6.90608876566646e-08,7.673431961851621e-08,7.67343196185162e-09,1.5346863923703242e-06
9.02,0.24995887842234377,0.0033666344280430145,1.8059668309973867e-05,3.0745123603999875e-06,7.148053195537146e-06,5.560950296512255e-07,0.000904268341294114,0.00016355736166212515,1.0,8.709733714908895e-06,6.501480591590592e-06,4.4697679067185324e-07,2.7670611243599885e-09,7.919530991943696e-07,2.6440806299439895e-10,4.572327576499866e-10,1.2151690432413148e-08,6.906309861580559e-08,7.673677623978398e-08,7.673677623978399e-09,1.5347355247956797e-06
9.03,0.24995884842355903,0.003366613111593343,1.8061267057875036e-05,3.0789519976940795e-06,7.155923305635166e-06,5.567928916397549e-07,0.000905574116968847,0.00016376261518816324,1.0,8.709677522376804e-06,6.502056140835013e-06,4.470163596824072e-07,2.7710567979246716e-09,7.919530649777521e-07,2.6478987180169084e-10,4.5773327929984684e-10,1.2165069619579781e-08,6.906529954705034e-08,7.673922171894481e-08,7.673922171894482e-09,1.5347844343788964e-06
9.040000000000001,0.2499588184310723,0.003366591801460748,1.806285864329964e-05,3.083391985550845e-06,7.163793279037489e-06,5.574907844323061e-07,0.0009068799957502486,0.0001639678777742077,1.0,8.709621346420139e-06,6.50262911158787e-06,4.4705575142166616e-07,2.7750527869957603e-09,7.919530307683156e-07,2.6517171075737266e-10,4.582337866907771e-10,1.217844857436373e-08,6.906749049415874e-08,7.674165610462082e-08,7.674165610462082e-09,1.5348331220924164e-06
9.05,0.24995878844485725,0.0033665704976188,1.806444309669627e-05,3.0878323221689734e-06,7.171663115735502e-06,5.581887079287169e-07,0.0009081859771085216,0.0001641731493907991,1.0,8.709565186969602e-06,6.503199514810657e-06,4.4709496664323267e-07,2.7790490899520758e-09,7.919529965660298e-07,2.6555357970653173e-10,4.587342798216252e-10,1.2191827296750352e-08,6.906967150072823e-08,7.674407944525357e-08,7.674407944525358e-09,1.5348815889050717e-06
9.06,0.24995875846488763,0.0033665492000411606,1.806602044840911e-05,3.0922730057533336e-06,7.1795328157206384e-06,5.588866620291689e-07,0.0009094920605156863,0.0001643784300085791,1.0,8.709509043956127e-06,6.503767361427279e-06,4.4713400609812547e-07,2.783045705178e-09,7.919529623708651e-07,2.659354784947867e-10,4.592347586912379e-10,1.2205205786725085e-08,6.907184261019513e-08,7.674649178910569e-08,7.674649178910569e-09,1.5349298357821138e-06
9.07,0.24995872849113737,0.0033665279087015812,1.8067590728678893e-05,3.0967140345149188e-06,7.187402378984363e-06,5.595846466341829e-07,0.0009107982454455644,0.0001645837195982891,1.0,8.70945291731089e-06,6.504332662324401e-06,4.471728705348026e-07,2.787042631063427e-09,7.919529281827914e-07,2.6631740696828303e-10,4.59735223298461e-10,1.2218584044273416e-08,6.907400386583622e-08,7.674889318426245e-08,7.674889318426246e-09,1.5349778636852492e-06
9.08,0.24995869852358035,0.003366506623573902,1.8069153967643813e-05,3.1011554066707902e-06,7.195271805518182e-06,5.602826616446155e-07,0.0009121045313737619,0.00016478901813076928,1.0,8.709396806965294e-06,6.504895428351772e-06,4.472115606991844e-07,2.7910398660037113e-09,7.919528940017792e-07,2.66699364973688e-10,4.602356736421387e-10,1.223196206938091e-08,6.907615531077008e-08,7.67512836786334e-08,7.67512836786334e-09,1.5350256735726684e-06
9.09,0.24995866856219062,0.003366485344632052,1.8070710195340462e-05,3.1055971204440258e-06,7.203141095313635e-06,5.60980706961656e-07,0.0009134109177776547,0.00016499432557695766,1.0,8.709340712850974e-06,6.505455670322566e-06,4.4725007733467643e-07,2.795037408399623e-09,7.919528598277986e-07,2.6708135235818624e-10,4.6073610972111414e-10,1.224533986203318e-08,6.907829698795852e-08,7.67536633199539e-08,7.675366331995391e-09,1.5350732663990782e-06
9.1,0.24995863860694234,0.0033664640718500463,1.8072259441704745e-05,3.1100391740636646e-06,7.211010248362302e-06,5.61678782486822e-07,0.0009147174041363719,0.00016519964190788884,1.0,8.709284634899801e-06,6.5060133990137084e-06,4.4728842118219247e-07,2.799035256657298e-09,7.919528256608206e-07,2.6746336896947517e-10,4.612365315342292e-10,1.2258717422215912e-08,6.908042894020806e-08,7.675603215578672e-08,7.675603215578673e-09,1.5351206431157345e-06
9.11,0.24995860865780972,0.003366442805201988,1.807380173657282e-05,3.114481565764653e-06,7.218879264655795e-06,5.623768881219565e-07,0.0009160239899307803,0.00016540496709469308,1.0,8.709228573043863e-06,6.506568625166215e-06,4.473265929801773e-07,2.8030334091881877e-09,7.919527915008153e-07,2.6784541465576016e-10,4.61736939080324e-10,1.227209474991485e-08,6.90825512101713e-08,7.675839023352365e-08,7.675839023352366e-09,1.5351678046704732e-06
9.120000000000001,0.249958578714767,0.0033664215446620655,1.807533710968203e-05,3.1189242937877917e-06,7.226748144185765e-06,5.630750237692237e-07,0.0009173306746434682,0.00016561030110859523,1.0,8.70917252721548e-06,6.50712135948553e-06,4.473645934646302e-07,2.8070318644090124e-09,7.919527573477537e-07,2.682274892657501e-10,4.6223733235823764e-10,1.22854718451158e-08,6.908466384034841e-08,7.67607376003871e-08,7.67607376003871e-09,1.5352147520077422e-06
9.13,0.24995854877778864,0.0033664002902045517,1.8076865590671806e-05,3.1233673563796776e-06,7.234616886943896e-06,5.637731893311059e-07,0.0009186374577587287,0.0001658156439209135,1.0,8.709116497347192e-06,6.50767161264185e-06,4.474024233691272e-07,2.81103062074171e-09,7.919527232016064e-07,2.686095926486523e-10,4.627377113668069e-10,1.2298848707804622e-08,6.908676687308842e-08,7.676307430343157e-08,7.676307430343156e-09,1.5352614860686315e-06
9.14,0.24995851884684905,0.0033663790418038053,1.8078387209084636e-05,3.1278107517926565e-06,7.242485492921909e-06,5.644713847103993e-07,0.000919944338762546,0.00016602099550305864,1.0,8.709060483371765e-06,6.508219395270469e-06,4.4744008342484475e-07,2.815029676613391e-09,7.919526890623443e-07,2.6899172465416845e-10,4.6323807610486794e-10,1.2312225337967245e-08,6.908886035059084e-08,7.676540038954536e-08,7.676540038954536e-09,1.5353080077909074e-06
9.15,0.24995848892198289,0.003366357799494514,1.807990192686944e-05,3.1322544823997935e-06,7.250353962127273e-06,5.651696099511754e-07,0.0009212513183528805,0.0001662263558679928,1.0,8.709004485380133e-06,6.508764693672998e-06,4.474775726900187e-07,2.819029034159814e-09,7.919526549300069e-07,2.6937388548638226e-10,4.6373842658055883e-10,1.2325601735616363e-08,6.909094422204976e-08,7.67677158022775e-08,7.67677158022775e-09,1.53535431604555e-06
9.16,0.24995845900326133,0.003366336563348014,1.8081409664916483e-05,3.1366985530771644e-06,7.258222294577036e-06,5.658678651833619e-07,0.0009225583979638719,0.00016643172505393,1.0,8.708948503559324e-06,6.509307479369933e-06,4.47514889206683e-07,2.823028697769448e-09,7.919526208046754e-07,2.6975607556463617e-10,4.6423876280770546e-10,1.2338977900780961e-08,6.909301838018127e-08,7.677002042242363e-08,7.677002042242362e-09,1.5354004084484725e-06
9.17,0.24995842909051882,0.0033663153331982515,1.808291061006754e-05,3.1411429524867698e-06,7.2660904902263245e-06,5.665661499815711e-07,0.0009238655742608146,0.00016663710293575622,1.0,8.70889253747396e-06,6.509847819624314e-06,4.475520375991716e-07,2.827028657238093e-09,7.919525866861612e-07,2.701382939138622e-10,4.6473908476344263e-10,1.235235383338475e-08,6.909508308355097e-08,7.677231453727883e-08,7.677231453727883e-09,1.5354462907455768e-06
9.18,0.24995839918373078,0.0033662941090205362,1.8084404790788726e-05,3.1455876789459338e-06,7.273958549067157e-06,5.672644642512776e-07,0.0009251728467488041,0.0001668424894856699,1.0,8.708836587059304e-06,6.510385724683942e-06,4.47589018572021e-07,2.83102891105134e-09,7.91952552574436e-07,2.7052054038935034e-10,4.652393924467024e-10,1.2365729533414165e-08,6.909713837281795e-08,7.677459819201994e-08,7.677459819201995e-09,1.535491963840399e-06
9.19,0.24995836928287268,0.0033662728907902714,1.808589223543949e-05,3.1500327307783295e-06,7.281826471091587e-06,5.679628078982819e-07,0.0009264802149348028,0.00016704788467596527,1.0,8.708780652250857e-06,6.510921204758216e-06,4.4762583282712737e-07,2.8350294577004966e-09,7.919525184694716e-07,2.7090281484693637e-10,4.657396858564173e-10,1.2379105000855697e-08,6.909918428847925e-08,7.677687143164359e-08,7.67768714316436e-09,1.535537428632872e-06
9.200000000000001,0.24995833938792014,0.0033662516784829515,1.8087372972273385e-05,3.154478106313936e-06,7.289694256291706e-06,5.686611808287078e-07,0.0009277876783276282,0.0001672532884790317,1.0,8.708724732984363e-06,6.5114542700184185e-06,4.476624810637663e-07,2.8390302956825423e-09,7.919524843712408e-07,2.712851171429985e-10,4.662399649915202e-10,1.23924802356959e-08,6.910122087087094e-08,7.677913430096769e-08,7.67791343009677e-09,1.5355826860193541e-06
9.21,0.24995830949884884,0.0033662304720741636,1.8088847029438878e-05,3.158923803888986e-06,7.297561904659637e-06,5.693595829489977e-07,0.0009290952364379372,0.0001674587008673523,1.0,8.708668829195807e-06,6.511984930597996e-06,4.476989639786122e-07,2.8430314235000873e-09,7.919524502797155e-07,2.716674471344528e-10,4.66740229850944e-10,1.2405855237921383e-08,6.910324816016949e-08,7.678138684463276e-08,7.678138684463276e-09,1.5356277368926552e-06
9.22,0.24995827961563458,0.0033662092715395857,1.8090314434980157e-05,3.163369821845927e-06,7.305429416187544e-06,5.70058014165911e-07,0.0009304028887782139,0.00016766412181350325,1.0,8.708612940821415e-06,6.512513196592856e-06,4.477352822657589e-07,2.847032839661334e-09,7.91952416194868e-07,2.7204980467874974e-10,4.67240480433622e-10,1.2419230007518823e-08,6.910526619639296e-08,7.678362910710328e-08,7.678362910710327e-09,1.5356725821420655e-06
9.23,0.24995824973825323,0.003366188076854986,1.8091775216837927e-05,3.1678161585333694e-06,7.3132967908676204e-06,5.707564743865194e-07,0.0009317106348627558,0.00016786955129015278,1.0,8.708557067797646e-06,6.513039078061654e-06,4.4777143661673873e-07,2.8510345426800323e-09,7.91952382116671e-07,2.724321896338698e-10,4.677407167384879e-10,1.2432604544474955e-08,6.910727501940219e-08,7.678586113266909e-08,7.67858611326691e-09,1.535717222653382e-06
9.24,0.2499582198666807,0.0033661668879962216,1.8093229402850202e-05,3.1722628123060435e-06,7.321164028692098e-06,5.714549635182043e-07,0.0009330184742076599,0.0001680749892700601,1.0,8.708501210061195e-06,6.513562585026072e-06,4.478074277205425e-07,2.855036531075439e-09,7.91952348045097e-07,2.7281460185831975e-10,4.682409387644747e-10,1.2445978848776565e-08,6.910927466890216e-08,7.678808296544682e-08,7.678808296544682e-09,1.5357616593089365e-06
9.25,0.24995819000089314,0.0033661457049392407,1.8094677020753112e-05,3.1767097815247515e-06,7.32903112965324e-06,5.721534814686529e-07,0.0009343264063308094,0.00016828043572607437,1.0,8.708445367548995e-06,6.51408372747112e-06,4.4784325626363956e-07,2.8590388033722765e-09,7.919523139801187e-07,2.7319704121112864e-10,4.687411465105166e-10,1.2459352920410507e-08,6.911126518444305e-08,7.679029464938115e-08,7.679029464938115e-09,1.535805892987623e-06
9.26,0.2499581601408666,0.003366124527660078,1.8096118098181703e-05,3.181157064556322e-06,7.336898093743344e-06,5.728520281458554e-07,0.0009356344307518595,0.00016848589063113393,1.0,8.708389540198202e-06,6.514602515345413e-06,4.478789229299972e-07,2.86304135810069e-09,7.919522799217089e-07,2.7357950755184373e-10,4.692413399755468e-10,1.2472726759363685e-08,6.911324660542161e-08,7.679249622824623e-08,7.679249622824624e-09,1.5358499245649246e-06
9.27,0.24995813028657735,0.0033661033561348565,1.8097552662670737e-05,3.185604659773564e-06,7.344764920954742e-06,5.735506034581011e-07,0.0009369425469922247,0.00016869135395826504,1.0,8.708333727946211e-06,6.515118958561465e-06,4.4791442840110077e-07,2.8670441937962076e-09,7.919522458698404e-07,2.7396200074052654e-10,4.697415191584991e-10,1.2486100365623061e-08,6.911521897108236e-08,7.679468774564704e-08,7.679468774564705e-09,1.535893754912941e-06
9.28,0.24995810043800165,0.003366082190339786,1.809898074165548e-05,3.1900525655552186e-06,7.352631611279797e-06,5.742492073139758e-07,0.0009382507545750644,0.00016889682568058112,1.0,8.70827793073064e-06,6.515633066995972e-06,4.479497733559731e-07,2.871047308999697e-09,7.919522118244861e-07,2.743445206377488e-10,4.702416840583067e-10,1.2499473739175655e-08,6.911718232051873e-08,7.67968692450208e-08,7.67968692450208e-09,1.535937384900416e-06
9.290000000000001,0.24995807059511596,0.0033660610302511627,1.8100402362472513e-05,3.1945007802859168e-06,7.360498164710907e-06,5.749478396223576e-07,0.0009395590530252697,0.00016910230577128163,1.0,8.708222148489335e-06,6.516144850490104e-06,4.479849584711947e-07,2.875050702257325e-09,7.919521777856194e-07,2.7472706710458886e-10,4.707418346739031e-10,1.251284688000854e-08,6.911913669267443e-08,7.679904076963825e-08,7.679904076963825e-09,1.5359808153927651e-06
9.3,0.24995804075789674,0.0033660398758453692,1.810181755236054e-05,3.1989493023561277e-06,7.368364581240499e-06,5.756465002924139e-07,0.0009408674418694494,0.00016930779420365116,1.0,8.708166381160365e-06,6.516654318849794e-06,4.4801998442092334e-07,2.879054372120515e-09,7.919521437532131e-07,2.75109640002627e-10,4.712419710042215e-10,1.2526219788108847e-08,6.912108212634457e-08,7.680120236260507e-08,7.680120236260506e-09,1.5360240472521014e-06
9.31,0.24995801092632053,0.0033660187270988717,1.8103226338461163e-05,3.203398130162118e-06,7.376230860861033e-06,5.763451892335986e-07,0.0009421759206359172,0.0001695132909510584,1.0,8.708110628682026e-06,6.517161481846019e-06,4.480548518769138e-07,2.8830583171459065e-09,7.919521097272408e-07,2.7549223919394217e-10,4.717420930481944e-10,1.2539592463463756e-08,6.912301866017691e-08,7.680335406686322e-08,7.680335406686324e-09,1.5360670813372647e-06
9.32,0.24995798110036405,0.003365997583988221,1.8104628747819706e-05,3.207847262105902e-06,7.384097003565002e-06,5.770439063556477e-07,0.0009434844888546772,0.0001697187959869552,1.0,8.708054890992827e-06,6.517666349215094e-06,4.4808956150853776e-07,2.8870625358953117e-09,7.919520757076757e-07,2.758748645411076e-10,4.722422008047547e-10,1.2552964906060503e-08,6.912494633267311e-08,7.680549592519233e-08,7.680549592519233e-09,1.5361099185038467e-06
9.33,0.24995795128000395,0.003365976446490052,1.8106024807386e-05,3.2122966965951965e-06,7.391963009344928e-06,5.777426515685769e-07,0.0009447931460574108,0.00016992430928487558,1.0,8.707999168031504e-06,6.51816893065896e-06,4.481241139828035e-07,2.891067026935677e-09,7.919520416944913e-07,2.762575159071869e-10,4.727422942728344e-10,1.2566337115886377e-08,6.912686518218994e-08,7.680762798021103e-08,7.680762798021103e-09,1.5361525596042208e-06
9.34,0.2499579214652171,0.003365955314581083,1.8107414544015178e-05,3.2167464320433748e-06,7.399828878193366e-06,5.784414247826779e-07,0.0009461018917774633,0.00017012983081843468,1.0,8.707943459737005e-06,6.518669235845464e-06,4.4815850996437565e-07,2.895071788839037e-09,7.91952007687661e-07,2.7664019315573023e-10,4.732423734513651e-10,1.2579709092928722e-08,6.912877524694044e-08,7.680975027437825e-08,7.680975027437825e-09,1.5361950054875653e-06
9.35,0.24995789165598037,0.0033659341882381127,1.8108797984468502e-05,3.221196466869419e-06,7.407694610102899e-06,5.791402259085147e-07,0.0009474107255498292,0.00017033536056132787,1.0,8.707887766048498e-06,6.51916727440866e-06,4.4819275011559545e-07,2.899076820182477e-09,7.919519736871588e-07,2.7702289615077006e-10,4.737424383392783e-10,1.2593080837174928e-08,6.913067656499528e-08,7.681186284999473e-08,7.681186284999474e-09,1.536237256999895e-06
9.36,0.24995786185227076,0.003365913067438023,1.8110175155414123e-05,3.2256467994978768e-06,7.415560205066141e-06,5.798390548569208e-07,0.0009487196469111403,0.00017054089848732965,1.0,8.707832086905361e-06,6.519663055949084e-06,4.482268350964996e-07,2.903082119548089e-09,7.919519396929581e-07,2.774056247568174e-10,4.742424889355046e-10,1.260645234861244e-08,6.913256917428379e-08,7.68139657492042e-08,7.68139657492042e-09,1.536279314984084e-06
