U,Vthresh,a,b,c,d,i,v,Time
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.15
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.16
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.17
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.18
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.19
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.2
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.21
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.22
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.23
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.24
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.25
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.26
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.27
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.28
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.29
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.3
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.31
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.32
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.33
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.34
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.35
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.36
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.37
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.38
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.39
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.4
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.41
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.42
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.43
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.44
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.45
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.46
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.47
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.48
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.49
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.5
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.51
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.52
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.53
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.54
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.55
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.56
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.0
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.01
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.02
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.03
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.04
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.05
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.06
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.07
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.08
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.09
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.1
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.11
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.12
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.13
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.14
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.15
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.16
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.17
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.18
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.19
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.2
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.21
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.22
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.23
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.24
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.25
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.26
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.27
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.28
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.29
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.3
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.31
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.32
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.33
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.34
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.35
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.36
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.37
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.38
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.39
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.4
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.41
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.42
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.43
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.44
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.45
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.46
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.47
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.48
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.49
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.5
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.51
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.52
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.53
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.54
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.55
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.56
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,8.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.0
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.01
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.02
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.03
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.04
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.05
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.06
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.07
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.08
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.09
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.1
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.11
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.12
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.13
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.14
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.15
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.16
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.17
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.18
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.19
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.2
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.21
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.22
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.23
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.24
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.25
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.26
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.27
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.28
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.29
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.3
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.31
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.32
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.33
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.34
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.35
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.36
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.37
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.38
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.39
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.4
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.41
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.42
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.43
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.44
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.45
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.46
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.47
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.48
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.49
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.5
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.51
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.52
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.53
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.54
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.55
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.56
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,9.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,10.0
