Time,f,k1,k2,a,compartment_,R1,R2,R3,R4
3.52,9.823067989869306e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3159473032628416e-09,2.7406359691735365e-11,1.2926639831036056e-14
3.5300000000000002,9.850980895505204e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3196866556663545e-09,2.7484236698459516e-11,1.3000208033022412e-14
3.54,9.878893837753644e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3234260129746669e-09,2.7562113807332667e-11,1.307398508429831e-14
3.5500000000000003,9.906806816614623e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.327165375187778e-09,2.7639991018354798e-11,1.3147970985685182e-14
3.56,9.934719832088144e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.330904742305688e-09,2.771786833152592e-11,1.322216573800448e-14
3.5700000000000003,9.962632884174206e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3346441143283975e-09,2.7795745746846036e-11,1.3296569342077651e-14
3.58,9.990545972872809e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3383834912559058e-09,2.7873623264315135e-11,1.3371181798726139e-14
3.59,1.0018459098183953e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3421228730882131e-09,2.795150088393323e-11,1.3446003108771395e-14
3.6,1.0046372260107637e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3458622598253196e-09,2.8029378605700307e-11,1.3521033273034868e-14
3.61,1.0074285458643863e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3496016514672251e-09,2.8107256429616378e-11,1.359627229233801e-14
3.62,1.010219869379263e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3533410480139296e-09,2.8185134355681437e-11,1.3671720167502267e-14
3.63,1.0130111965553937e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3570804494654333e-09,2.8263012383895487e-11,1.3747376899349102e-14
3.64,1.0158025273927787e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.360819855821736e-09,2.8340890514258525e-11,1.3823242488699962e-14
3.65,1.0185938618914177e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3645592670828377e-09,2.8418768746770553e-11,1.38993169363763e-14
3.66,1.0213852000513108e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3682986832487384e-09,2.849664708143157e-11,1.3975600243199578e-14
3.67,1.024176541872458e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3720381043194383e-09,2.8574525518241578e-11,1.405209240999125e-14
3.68,1.0269678873548593e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3757775302949372e-09,2.8652404057200574e-11,1.4128793437572776e-14
3.69,1.0297592364985148e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3795169611752352e-09,2.8730282698308563e-11,1.4205703326765614e-14
3.7,1.0325505893034241e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.383256396960332e-09,2.8808161441565532e-11,1.428282207839122e-14
3.71,1.0353419457695878e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3869958376502282e-09,2.88860402869715e-11,1.4360149693271067e-14
3.72,1.0381333058970055e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3907352832449234e-09,2.896391923452645e-11,1.4437686172226605e-14
3.73,1.0409246696856773e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3944747337444175e-09,2.9041798284230398e-11,1.4515431516079307e-14
3.74,1.0437160371356032e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3982141891487107e-09,2.911967743608333e-11,1.459338572565063e-14
3.75,1.0465074082467834e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4019536494578034e-09,2.919755669008525e-11,1.4671548801762054e-14
3.7600000000000002,1.0492987830192174e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4056931146716946e-09,2.927543604623617e-11,1.4749920745235025e-14
3.77,1.0520901614529055e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4094325847903848e-09,2.935331550453606e-11,1.4828501556891017e-14
3.7800000000000002,1.054881543547848e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4131720598138745e-09,2.943119506498496e-11,1.490729123755152e-14
3.79,1.0576729293040443e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.416911539742163e-09,2.950907472758284e-11,1.4986289788037972e-14
3.8000000000000003,1.060464318721495e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4206510245752508e-09,2.958695449232971e-11,1.5065497209171873e-14
3.81,1.0632557118001996e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4243905143131373e-09,2.966483435922557e-11,1.5144913501774673e-14
3.8200000000000003,1.0660471085401583e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.428130008955823e-09,2.9742714328270415e-11,1.5224538666667854e-14
3.83,1.068838508941371e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4318695085033077e-09,2.982059439946425e-11,1.5304372704672893e-14
3.84,1.071629913003838e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4356090129555915e-09,2.9898474572807083e-11,1.5384415616611262e-14
3.85,1.074421320727559e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4393485223126744e-09,2.9976354848298894e-11,1.546466740330444e-14
3.86,1.077212732112534e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4430880365745561e-09,3.00542352259397e-11,1.5545128065573902e-14
3.87,1.0800041471587633e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4468275557412372e-09,3.01321157057295e-11,1.562579760424113e-14
3.88,1.0827955658662468e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4505670798127175e-09,3.020999628766829e-11,1.5706676020127605e-14
3.89,1.0855869882349841e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4543066087889963e-09,3.0287876971756056e-11,1.5787763314054797e-14
3.9,1.0883784142649756e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4580461426700744e-09,3.0365757757992816e-11,1.58690594868442e-14
3.91,1.0911698439562212e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4617856814559518e-09,3.044363864637857e-11,1.5950564539317295e-14
3.92,1.093961277308721e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.465525225146628e-09,3.0521519636913316e-11,1.603227847229556e-14
3.93,1.096752714322475e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4692647737421036e-09,3.0599400729597055e-11,1.6114201286600492e-14
3.94,1.0995441549974829e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4730043272423778e-09,3.0677281924429773e-11,1.619633298305356e-14
3.95,1.1023355993337449e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4767438856474513e-09,3.0755163221411485e-11,1.6278673562476263e-14
3.96,1.105127047331261e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4804834489573238e-09,3.083304462054218e-11,1.636122302569009e-14
3.97,1.1079184989900314e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4842230171719955e-09,3.091092612182188e-11,1.644398137351653e-14
3.98,1.1107099543100556e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4879625902914658e-09,3.098880772525055e-11,1.652694860677706e-14
3.99,1.1135014132913341e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4917021683157357e-09,3.1066689430828224e-11,1.6610124726293192e-14
4.0,1.1162928759338667e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4954417512448044e-09,3.114457123855488e-11,1.6693509732886408e-14
4.01,1.1190843422376532e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.4991813390786721e-09,3.122245314843053e-11,1.67771036273782e-14
4.0200000000000005,1.1218758122026943e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5029209318173394e-09,3.130033516045517e-11,1.6860906410590077e-14
4.03,1.1246672858289892e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5066605294608053e-09,3.1378217274628795e-11,1.6944918083343517e-14
4.04,1.1274587631165379e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.51040013200907e-09,3.145609949095141e-11,1.7029138646460015e-14
4.05,1.1302502440653408e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5141397394621339e-09,3.153398180942301e-11,1.7113568100761084e-14
4.0600000000000005,1.1330417286753984e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5178793518199975e-09,3.161186423004362e-11,1.719820644706823e-14
4.07,1.1358332169467095e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5216189690826593e-09,3.1689746752813196e-11,1.7283053686202926e-14
4.08,1.1386247088792748e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5253585912501205e-09,3.176762937773177e-11,1.736810981898669e-14
4.09,1.1414162044730942e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5290982183223805e-09,3.184551210479933e-11,1.745337484624102e-14
4.1,1.1442077037281678e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.53283785029944e-09,3.192339493401588e-11,1.7538848768787433e-14
4.11,1.1469992066444956e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5365774871812984e-09,3.200127786538143e-11,1.7624531587447418e-14
4.12,1.1497907132220774e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5403171289679559e-09,3.207916089889596e-11,1.7710423303042486e-14
4.13,1.1525822234609132e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5440567756594122e-09,3.215704403455948e-11,1.7796523916394137e-14
4.14,1.1553737373610031e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5477964272556678e-09,3.2234927272371986e-11,1.788283342832389e-14
4.15,1.1581652549223475e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5515360837567228e-09,3.231281061233349e-11,1.7969351839653256e-14
4.16,1.1609567761449456e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5552757451625764e-09,3.2390694054443985e-11,1.8056079151203727e-14
4.17,1.1637483010287978e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5590154114732288e-09,3.246857759870346e-11,1.814301536379682e-14
4.18,1.1665398295739041e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5627550826886806e-09,3.254646124511192e-11,1.823016047825406e-14
4.19,1.1693313617802648e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5664947588089316e-09,3.262434499366939e-11,1.8317514495396953e-14
4.2,1.1721228976478794e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5702344398339817e-09,3.270222884437584e-11,1.8405077416047015e-14
4.21,1.174914437176748e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5739741257638303e-09,3.278011279723127e-11,1.8492849241025746e-14
4.22,1.1777059803668707e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5777138165984782e-09,3.285799685223569e-11,1.858082997115468e-14
4.23,1.1804975272182479e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5814535123379258e-09,3.293588100938911e-11,1.8669019607255344e-14
4.24,1.1832890777308789e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5851932129821718e-09,3.301376526869152e-11,1.8757418150149227e-14
4.25,1.1860806319047638e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5889329185312167e-09,3.309164963014291e-11,1.8846025600657862e-14
4.26,1.1888721897399028e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5926726289850607e-09,3.316953409374329e-11,1.893484195960277e-14
4.2700000000000005,1.1916637512362964e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.5964123443437044e-09,3.324741865949267e-11,1.902386722780549e-14
4.28,1.1944553163939438e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6001520646071468e-09,3.332530332739103e-11,1.911310140608752e-14
4.29,1.1972468852128454e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6038917897753882e-09,3.340318809743839e-11,1.9202544495270393e-14
4.3,1.2000384576930008e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6076315198484284e-09,3.348107296963472e-11,1.929219649617563e-14
4.3100000000000005,1.2028300338344107e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6113712548262682e-09,3.355895794398006e-11,1.938205740962477e-14
4.32,1.2056216136370745e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6151109947089067e-09,3.3636843020474374e-11,1.9472127236439325e-14
4.33,1.2084131971009922e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6188507394963442e-09,3.3714728199117684e-11,1.9562405977440828e-14
4.34,1.2112047842261643e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.622590489188581e-09,3.3792613479909987e-11,1.9652893633450817e-14
4.3500000000000005,1.2139963750125904e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6263302437856168e-09,3.3870498862851276e-11,1.9743590205290815e-14
4.36,1.2167879694602707e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6300700032874516e-09,3.394838434794155e-11,1.983449569378235e-14
4.37,1.2195795675692049e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6338097676940853e-09,3.402626993518082e-11,1.9925610099746957e-14
4.38,1.2223711693393933e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6375495370055183e-09,3.410415562456907e-11,2.0016933424006176e-14
4.39,1.2251627747708358e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6412893112217502e-09,3.418204141610632e-11,2.0108465667381533e-14
4.4,1.2279543838635326e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6450290903427815e-09,3.425992730979256e-11,2.0200206830694577e-14
4.41,1.2307459966174833e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6487688743686115e-09,3.4337813305627784e-11,2.029215691476683e-14
4.42,1.2335376130326881e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6525086632992406e-09,3.4415699403611995e-11,2.0384315920419835e-14
4.43,1.236329233109147e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6562484571346686e-09,3.44935856037452e-11,2.0476683848475126e-14
4.44,1.2391208568468601e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.659988255874896e-09,3.4571471906027397e-11,2.0569260699754262e-14
4.45,1.2419124842458271e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6637280595199222e-09,3.464935831045858e-11,2.066204647507876e-14
4.46,1.2447041153060483e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6674678680697476e-09,3.472724481703875e-11,2.0755041175270177e-14
4.47,1.2474957500275237e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6712076815243721e-09,3.480513142576791e-11,2.0848244801150056e-14
4.48,1.2502873884102534e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.674947499883796e-09,3.488301813664607e-11,2.0941657353539944e-14
4.49,1.253079030454237e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6786873231480184e-09,3.4960904949673214e-11,2.1035278833261373e-14
4.5,1.2558706761594745e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.68242715131704e-09,3.503879186484934e-11,2.1129109241135893e-14
4.51,1.2586623255259662e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6861669843908606e-09,3.5116678882174454e-11,2.122314857798506e-14
4.5200000000000005,1.2614539785537123e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6899068223694807e-09,3.5194566001648573e-11,2.131739684463043e-14
4.53,1.2642456352427122e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.6936466652528993e-09,3.527245322327167e-11,2.141185404189353e-14
4.54,1.2670372955929661e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.697386513041117e-09,3.535034054704376e-11,2.1506520170595916e-14
4.55,1.2698289596044742e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7011263657341339e-09,3.542822797296483e-11,2.1601395231559156e-14
4.5600000000000005,1.2726206272772368e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7048662233319501e-09,3.5506115501034905e-11,2.16964792256048e-14
4.57,1.2754122986112529e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7086060858345648e-09,3.5584003131253955e-11,2.179177215355438e-14
4.58,1.2782039736065233e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7123459532419788e-09,3.5661890863622e-11,2.1887274016229472e-14
4.59,1.280995652263048e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7160858255541921e-09,3.573977869813904e-11,2.1982984814451636e-14
4.6000000000000005,1.2837873345808267e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7198257027712045e-09,3.581766663480507e-11,2.2078904549042417e-14
4.61,1.2865790205598594e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7235655848930155e-09,3.5895554673620076e-11,2.217503322082337e-14
4.62,1.2893707102001462e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7273054719196258e-09,3.5973442814584076e-11,2.2271370830616066e-14
4.63,1.2921624035016871e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.731045363851035e-09,3.605133105769707e-11,2.236791737924206e-14
4.64,1.2949541004644821e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7347852606872433e-09,3.612921940295905e-11,2.2464672867522913e-14
4.65,1.2977458010885316e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7385251624282513e-09,3.6207107850370034e-11,2.2561637296280205e-14
4.66,1.3005375053738348e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7422650690740577e-09,3.628499639992999e-11,2.265881066633547e-14
4.67,1.3033292133203921e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7460049806246632e-09,3.6362885051638936e-11,2.275619297851029e-14
4.68,1.3061209249282034e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7497448970800676e-09,3.6440773805496873e-11,2.285378423362622e-14
4.69,1.3089126401972693e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7534848184402717e-09,3.651866266150381e-11,2.2951584432504854e-14
4.7,1.311704359127589e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7572247447052745e-09,3.659655161965973e-11,2.3049593575967732e-14
4.71,1.3144960817191625e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.760964675875076e-09,3.6674440679964634e-11,2.3147811664836425e-14
4.72,1.3172878079719905e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.764704611949677e-09,3.6752329842418536e-11,2.3246238699932525e-14
4.73,1.3200795378860726e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.768444552929077e-09,3.6830219107021423e-11,2.3344874682077583e-14
4.74,1.3228712714614086e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.772184498813276e-09,3.6908108473773304e-11,2.3443719612093176e-14
4.75,1.3256630086979987e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.775924449602274e-09,3.6985997942674164e-11,2.3542773490800878e-14
4.76,1.3284547495958431e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7796644052960712e-09,3.706388751372402e-11,2.3642036319022273e-14
4.7700000000000005,1.3312464941549417e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7834043658946676e-09,3.7141777186922874e-11,2.374150809757893e-14
4.78,1.334038242375294e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7871443313980626e-09,3.7219666962270706e-11,2.3841188827292416e-14
4.79,1.3368299942569007e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7908843018062569e-09,3.729755683976753e-11,2.394107850898432e-14
4.8,1.3396217497997614e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.7946242771192502e-09,3.737544681941334e-11,2.404117714347622e-14
4.8100000000000005,1.3424135090038764e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.798364257337043e-09,3.745333690120815e-11,2.4141484731589698e-14
4.82,1.3452052718692451e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8021042424596342e-09,3.753122708515194e-11,2.4242001274146323e-14
4.83,1.347997038395868e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8058442324870247e-09,3.760911737124472e-11,2.4342726771967687e-14
4.84,1.350788808583745e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.809584227419214e-09,3.768700775948648e-11,2.4443661225875368e-14
4.8500000000000005,1.3535805824328765e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.813324227256203e-09,3.776489824987725e-11,2.454480463669097e-14
4.86,1.3563723599432618e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8170642319979906e-09,3.7842788842417004e-11,2.464615700523605e-14
4.87,1.3591641411149011e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8208042416445772e-09,3.792067953710574e-11,2.4747718332332205e-14
4.88,1.3619559259477946e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.824544256195963e-09,3.799857033394347e-11,2.484948861880103e-14
4.89,1.364747714441942e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8282842756521477e-09,3.807646123293018e-11,2.49514678654641e-14
4.9,1.367539506597344e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8320243000131319e-09,3.81543522340659e-11,2.505365607314303e-14
4.91,1.3703313024139999e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.835764329278915e-09,3.8232243337350597e-11,2.5156053242659383e-14
4.92,1.3731231018919097e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.839504363449497e-09,3.831013454278428e-11,2.525865937483476e-14
4.93,1.3759149050310736e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8432444025248777e-09,3.838802585036695e-11,2.536147447049075e-14
4.94,1.378706711831492e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.846984446505058e-09,3.8465917260098626e-11,2.5464498530448968e-14
4.95,1.3814985222931641e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8507244953900372e-09,3.854380877197928e-11,2.5567731555530983e-14
4.96,1.3842903364160905e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8544645491798155e-09,3.862170038600892e-11,2.5671173546558403e-14
4.97,1.3870821542002709e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8582046078743929e-09,3.8699592102187557e-11,2.5774824504352823e-14
4.98,1.3898739756457054e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8619446714737693e-09,3.8777483920515183e-11,2.5878684429735846e-14
4.99,1.3926658007523941e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8656847399779446e-09,3.8855375840991796e-11,2.5982753323529064e-14
5.0,1.3954576295203367e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.869424813386919e-09,3.8933267863617396e-11,2.6087031186554075e-14
5.01,1.3982494619495336e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8731648917006927e-09,3.901115998839199e-11,2.61915180196325e-14
5.0200000000000005,1.4010412980399847e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8769049749192655e-09,3.908905221531557e-11,2.6296213823585924e-14
5.03,1.4038331377916898e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.880645063042637e-09,3.916694454438814e-11,2.6401118599235954e-14
5.04,1.4066249812046487e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8843851560708076e-09,3.92448369756097e-11,2.6506232347404187e-14
5.05,1.409416828278862e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8881252540037774e-09,3.932272950898025e-11,2.6611555068912245e-14
5.0600000000000005,1.4122086790143294e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8918653568415465e-09,3.940062214449979e-11,2.6717086764581732e-14
5.07,1.4150005334110508e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.895605464584114e-09,3.947851488216832e-11,2.682282743523424e-14
5.08,1.4177923914690264e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.8993455772314813e-09,3.9556407721985835e-11,2.6928777081691404e-14
5.09,1.4205842531882559e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.903085694783647e-09,3.963430066395234e-11,2.7034935704774802e-14
5.1000000000000005,1.4233761185687399e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9068258172406124e-09,3.971219370806784e-11,2.7141303305306084e-14
5.11,1.4261679876104777e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9105659446023763e-09,3.979008685433233e-11,2.7247879884106823e-14
5.12,1.4289598603134697e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9143060768689395e-09,3.98679801027458e-11,2.735466544199866e-14
5.13,1.4317517366777156e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9180462140403015e-09,3.9945873453308266e-11,2.7461659979803193e-14
5.14,1.4345436167032158e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.921786356116463e-09,4.002376690601972e-11,2.756886349834205e-14
5.15,1.4373355003899701e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9255265030974235e-09,4.010166046088017e-11,2.7676275998436847e-14
5.16,1.4401273877379785e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.929266654983183e-09,4.01795541178896e-11,2.7783897480909192e-14
5.17,1.4429192787472408e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.933006811773741e-09,4.025744787704802e-11,2.7891727946580696e-14
5.18,1.4457111734177575e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9367469734690986e-09,4.0335341738355437e-11,2.799976739627301e-14
5.19,1.4485030717495284e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9404871400692556e-09,4.041323570181184e-11,2.810801583080774e-14
5.2,1.451294973742553e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.944227311574211e-09,4.049112976741723e-11,2.821647325100649e-14
5.21,1.4540868793968318e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9479674879839657e-09,4.056902393517161e-11,2.83251396576909e-14
5.22,1.4568787887123646e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9517076692985192e-09,4.0646918205074974e-11,2.843401505168259e-14
5.23,1.459670701689152e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9554478555178725e-09,4.072481257712734e-11,2.854309943380321e-14
5.24,1.4624626183271931e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.9591880466420243e-09,4.0802707051328686e-11,2.8652392804874335e-14
5.25,1.4652545386264883e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.962928242670975e-09,4.0880601627679024e-11,2.876189516571763e-14
