Time,As,Bs,Asyn,Bsyn,nA,k1,k2,qA,QBs,QBsyn,TAh1,TBh1,Vs,Vsyn,t1,t2,default_compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
8.2,0.005999511863910602,1.4759341322159811e-08,3.416714773337238e-07,4.2026623995000026e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998535591731805e-09,1.7709768673160757e-19,5.7757565738966324e-08,4.1667254233842126e-08,0.0,1.7998535591731805e-09,1.7709768673160757e-19,1.4208883089412456e-14,4.1667254233842126e-08,1.0250144320011714e-13,2.871859741544117e-28,3.289286405439193e-12,0.0,1.0250144320011714e-13,2.871859741544117e-28,4.0459216570260016e-19
8.21,0.0059995112686639165,1.477733971468498e-08,3.420881159168336e-07,4.212918752889527e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998533805991748e-09,1.7731363227825473e-19,5.77575600085002e-08,4.166725009978996e-08,0.0,1.7998533805991748e-09,1.7731363227825473e-19,1.4226210221403334e-14,4.166725009978996e-08,1.0262643477505008e-13,2.882378877373349e-28,3.2932974034835688e-12,0.0,1.0262643477505008e-13,2.882378877373349e-28,4.0557954937409674e-19
8.22,0.005999510673417332,1.4795338105251137e-08,3.425047544172429e-07,4.223187605336504e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998532020251995e-09,1.7752957775854474e-19,5.775755427803503e-08,4.166724596573851e-08,0.0,1.7998532020251995e-09,1.7752957775854474e-19,1.4243537351508264e-14,4.166724596573851e-08,1.0275142632517287e-13,2.8929236672474467e-28,3.2973084007317835e-12,0.0,1.0275142632517287e-13,2.8929236672474467e-28,4.0656813633537565e-19
8.23,0.005999510078170848,1.4813336493858286e-08,3.429213928349518e-07,4.2334689568383335e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998530234512543e-09,1.777455231724776e-19,5.7757548547570836e-08,4.166724183168775e-08,0.0,1.7998530234512543e-09,1.777455231724776e-19,1.4260864479727243e-14,4.166724183168775e-08,1.0287641785048553e-13,2.9034941424050635e-28,3.301319397183837e-12,0.0,1.0287641785048553e-13,2.9034941424050635e-28,4.075579265861866e-19
8.24,0.005999509482924464,1.4831334880506427e-08,3.433380311699603e-07,4.2437628073924145e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998528448773391e-09,1.779614685200534e-19,5.7757542817107604e-08,4.166723769763769e-08,0.0,1.7998528448773391e-09,1.779614685200534e-19,1.4278191606060283e-14,4.166723769763769e-08,1.0300140935098808e-13,2.9140903340848304e-28,3.30533039283973e-12,0.0,1.0300140935098808e-13,2.9140903340848304e-28,4.085489201262792e-19
8.25,0.005999508887678181,1.4849333265195558e-08,3.4375466942226846e-07,4.2540691569961457e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998526663034542e-09,1.7817741380127204e-19,5.775753708664533e-08,4.166723356358832e-08,0.0,1.7998526663034542e-09,1.7817741380127204e-19,1.4295518730507373e-14,4.166723356358832e-08,1.0312640082668054e-13,2.9247122735253567e-28,3.309341387699464e-12,0.0,1.0312640082668054e-13,2.9247122735253567e-28,4.0954111695540297e-19
8.26,0.005999508292431998,1.4867331647925683e-08,3.4417130759187626e-07,4.264388005646926e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998524877295992e-09,1.7839335901613364e-19,5.7757531356184044e-08,4.166722942953965e-08,0.0,1.7998524877295992e-09,1.7839335901613364e-19,1.4312845853068516e-14,4.166722942953965e-08,1.0325139227756287e-13,2.935359991965232e-28,3.313352381763038e-12,0.0,1.0325139227756287e-13,2.935359991965232e-28,4.1053451707330763e-19
8.27,0.005999507697185915,1.48853300286968e-08,3.445879456787837e-07,4.274719353342154e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998523091557744e-09,1.786093041646382e-19,5.775752562572371e-08,4.166722529549167e-08,0.0,1.7998523091557744e-09,1.786093041646382e-19,1.4330172973743715e-14,4.166722529549167e-08,1.0337638370363511e-13,2.9460335206430233e-28,3.3173633750304512e-12,0.0,1.0337638370363511e-13,2.9460335206430233e-28,4.1152912047974253e-19
8.28,0.005999507101939933,1.490332840750891e-08,3.4500458368299086e-07,4.2850632000792275e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.79985213058198e-09,1.7882524924678574e-19,5.775751989526435e-08,4.1667221161444406e-08,0.0,1.79985213058198e-09,1.7882524924678574e-19,1.4347500092532973e-14,4.1667221161444406e-08,1.0350137510489726e-13,2.956732890797277e-28,3.321374367501706e-12,0.0,1.0350137510489726e-13,2.956732890797277e-28,4.125249271744574e-19
8.290000000000001,0.005999506506694052,1.4921326784362018e-08,3.454212216044978e-07,4.295419545855548e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998519520082156e-09,1.7904119426257633e-19,5.775751416480596e-08,4.166721702739783e-08,0.0,1.7998519520082156e-09,1.7904119426257633e-19,1.4364827209436288e-14,4.166721702739783e-08,1.0362636648134932e-13,2.9674581336665213e-28,3.325385359176801e-12,0.0,1.0362636648134932e-13,2.9674581336665213e-28,4.1352193715720193e-19
8.3,0.005999505911448271,1.4939325159256114e-08,3.458378594433043e-07,4.3057883906685103e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998517734344812e-09,1.792571392120099e-19,5.775750843434852e-08,4.1667212893351945e-08,0.0,1.7998517734344812e-09,1.792571392120099e-19,1.4382154324453654e-14,4.1667212893351945e-08,1.0375135783299129e-13,2.9782092804892557e-28,3.3293963500557368e-12,0.0,1.0375135783299129e-13,2.9782092804892557e-28,4.1452015042772535e-19
8.31,0.00599950531620259,1.4957323532191204e-08,3.462544971994106e-07,4.3161697345155147e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799851594860777e-09,1.7947308409508646e-19,5.7757502703892056e-08,4.166720875930677e-08,0.0,1.799851594860777e-09,1.7947308409508646e-19,1.4399481437585078e-14,4.166720875930677e-08,1.0387634915982317e-13,2.9889863625039663e-28,3.3334073401385128e-12,0.0,1.0387634915982317e-13,2.9889863625039663e-28,4.1551956698577733e-19
8.32,0.0059995047209570095,1.497532190316729e-08,3.4667113487281663e-07,4.32656357739396e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998514162871027e-09,1.7968902891180615e-19,5.775749697343656e-08,4.166720462526228e-08,0.0,1.7998514162871027e-09,1.7968902891180615e-19,1.4416808548830557e-14,4.166720462526228e-08,1.0400134046184499e-13,2.9997894109491153e-28,3.33741832942513e-12,0.0,1.0400134046184499e-13,2.9997894109491153e-28,4.1652018683110746e-19
8.33,0.00599950412571153,1.499332027218437e-08,3.470877724635224e-07,4.336969919301245e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998512377134588e-09,1.7990497366216888e-19,5.7757491242982035e-08,4.16672004912185e-08,0.0,1.7998512377134588e-09,1.7990497366216888e-19,1.4434135658190093e-14,4.16672004912185e-08,1.0412633173905671e-13,3.010618457063143e-28,3.3414293179155885e-12,0.0,1.0412633173905671e-13,3.010618457063143e-28,4.175220099634654e-19
8.34,0.00599950353046615,1.5011318639242444e-08,3.4750440997152796e-07,4.347388760234768e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799851059139845e-09,1.8012091834617475e-19,5.7757485512528464e-08,4.1667196357175405e-08,0.0,1.799851059139845e-09,1.8012091834617475e-19,1.4451462765663686e-14,4.1667196357175405e-08,1.0425132299145838e-13,3.021473532084471e-28,3.3454403056098885e-12,0.0,1.0425132299145838e-13,3.021473532084471e-28,4.185250363826008e-19
8.35,0.005999502935220871,1.5029317004341514e-08,3.479210473968333e-07,4.357820100191928e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998508805662611e-09,1.8033686296382372e-19,5.775747978207587e-08,4.166719222313301e-08,0.0,1.7998508805662611e-09,1.8033686296382372e-19,1.4468789871251338e-14,4.166719222313301e-08,1.0437631421904999e-13,3.032354667251497e-28,3.3494512925080285e-12,0.0,1.0437631421904999e-13,3.032354667251497e-28,4.1952926608826295e-19
8.36,0.005999502339975692,1.5047315367481578e-08,3.4833768473943845e-07,4.3682639391701234e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998507019927074e-09,1.8055280751511584e-19,5.775747405162424e-08,4.166718808909132e-08,0.0,1.7998507019927074e-09,1.8055280751511584e-19,1.4486116974953046e-14,4.166718808909132e-08,1.0450130542183152e-13,3.0432618938026003e-28,3.3534622786100115e-12,0.0,1.0450130542183152e-13,3.0432618938026003e-28,4.205346990802016e-19
8.370000000000001,0.005999501744730614,1.506531372866264e-08,3.487543219993435e-07,4.378720277166755e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998505234191841e-09,1.807687520000512e-19,5.7757468321173575e-08,4.166718395505032e-08,0.0,1.7998505234191841e-09,1.807687520000512e-19,1.4503444076768816e-14,4.166718395505032e-08,1.0462629659980305e-13,3.0541952429761385e-28,3.3574732639158364e-12,0.0,1.0462629659980305e-13,3.0541952429761385e-28,4.215413353581664e-19
8.38,0.0059995011494856365,1.5083312087884698e-08,3.491709591765483e-07,4.3891891141792173e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998503448456908e-09,1.8098469641862968e-19,5.775746259072388e-08,4.166717982101003e-08,0.0,1.7998503448456908e-09,1.8098469641862968e-19,1.452077117669864e-14,4.166717982101003e-08,1.0475128775296447e-13,3.0651547460104435e-28,3.361484248425503e-12,0.0,1.0475128775296447e-13,3.0651547460104435e-28,4.225491749219067e-19
8.39,0.005999500554240759,1.510131044514775e-08,3.4958759627105294e-07,4.3996704502049116e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998501662722275e-09,1.812006407708514e-19,5.7757456860275155e-08,4.166717568697042e-08,0.0,1.7998501662722275e-09,1.812006407708514e-19,1.4538098274742522e-14,4.166717568697042e-08,1.0487627888131587e-13,3.0761404341438325e-28,3.3654952321390108e-12,0.0,1.0487627888131587e-13,3.0761404341438325e-28,4.235582177711722e-19
8.4,0.005999499958995982,1.51193088004518e-08,3.5000423328285743e-07,4.410164285241236e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998499876987944e-09,1.8141658505671634e-19,5.775745112982739e-08,4.166717155293152e-08,0.0,1.7998499876987944e-09,1.8141658505671634e-19,1.4555425370900464e-14,4.166717155293152e-08,1.0500126998485722e-13,3.0871523386145998e-28,3.369506215056361e-12,0.0,1.0500126998485722e-13,3.0871523386145998e-28,4.2456846390571243e-19
8.41,0.005999499363751305,1.5137307153796845e-08,3.504208702119618e-07,4.4206706192855893e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998498091253915e-09,1.8163252927622453e-19,5.77574453993806e-08,4.166716741889331e-08,0.0,1.7998498091253915e-09,1.8163252927622453e-19,1.4572752465172464e-14,4.166716741889331e-08,1.0512626106358854e-13,3.0981904906610165e-28,3.373517197177553e-12,0.0,1.0512626106358854e-13,3.0981904906610165e-28,4.2557991332527686e-19
8.42,0.005999498768506729,1.5155305505182888e-08,3.5083750705836607e-07,4.43118945233537e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998496305520187e-09,1.8184847342937599e-19,5.7757439668934764e-08,4.1667163284855805e-08,0.0,1.7998496305520187e-09,1.8184847342937599e-19,1.4590079557558522e-14,4.1667163284855805e-08,1.0525125211750981e-13,3.1092549215213354e-28,3.377528178502588e-12,0.0,1.0525125211750981e-13,3.1092549215213354e-28,4.265925660296152e-19
8.43,0.005999498173262254,1.517330385460993e-08,3.5125414382207027e-07,4.4417207843879766e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998494519786762e-09,1.820644175161708e-19,5.7757433938489915e-08,4.1667159150818994e-08,0.0,1.7998494519786762e-09,1.820644175161708e-19,1.460740664805864e-14,4.1667159150818994e-08,1.0537624314662107e-13,3.1203456624337865e-28,3.3815391590314654e-12,0.0,1.0537624314662107e-13,3.1203456624337865e-28,4.2760642201847707e-19
8.44,0.005999497578017879,1.5191302202077968e-08,3.516707805030744e-07,4.452264615440808e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998492734053636e-09,1.822803615366089e-19,5.775742820804602e-08,4.166715501678288e-08,0.0,1.7998492734053636e-09,1.822803615366089e-19,1.462473373667282e-14,4.166715501678288e-08,1.0550123415092232e-13,3.131462744636579e-28,3.3855501387641864e-12,0.0,1.0550123415092232e-13,3.131462744636579e-28,4.2862148129161183e-19
8.45,0.005999496982773604,1.5209300547587005e-08,3.520874171013785e-07,4.4628209454912634e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799849094832081e-09,1.824963054906903e-19,5.775742247760308e-08,4.166715088274746e-08,0.0,1.799849094832081e-09,1.824963054906903e-19,1.4642060823401063e-14,4.166715088274746e-08,1.0562622513041354e-13,3.142606199367902e-28,3.3895611177007492e-12,0.0,1.0562622513041354e-13,3.142606199367902e-28,4.2963774384876924e-19
8.46,0.0059994963875294295,1.5227298891137043e-08,3.5250405361698256e-07,4.473389774536743e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998489162588289e-09,1.8271224937841517e-19,5.7757416747161125e-08,4.166714674871274e-08,0.0,1.7998489162588289e-09,1.8271224937841517e-19,1.4659387908243363e-14,4.166714674871274e-08,1.0575121608509477e-13,3.153776057865923e-28,3.3935720958411565e-12,0.0,1.0575121608509477e-13,3.153776057865923e-28,4.30655209689699e-19
8.47,0.005999495792285356,1.524529723272808e-08,3.529206900498865e-07,4.483971102574641e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998487376856067e-09,1.829281931997834e-19,5.7757411016720134e-08,4.166714261467872e-08,0.0,1.7998487376856067e-09,1.829281931997834e-19,1.4676714991199728e-14,4.166714261467872e-08,1.0587620701496595e-13,3.164972351368786e-28,3.3975830731854056e-12,0.0,1.0587620701496595e-13,3.164972351368786e-28,4.3167387881415025e-19
8.48,0.005999495197041382,1.5263295572360115e-08,3.5333732640009045e-07,4.494564929602359e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998485591124145e-09,1.8314413695479501e-19,5.77574052862801e-08,4.1667138480645394e-08,0.0,1.7998485591124145e-09,1.8314413695479501e-19,1.4694042072270154e-14,4.1667138480645394e-08,1.0600119792002713e-13,3.176195111114617e-28,3.4015940497334974e-12,0.0,1.0600119792002713e-13,3.176195111114617e-28,4.326937512218728e-19
8.49,0.005999494601797509,1.5281293910033147e-08,3.537539626675944e-07,4.5051712556172954e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998483805392524e-09,1.8336008064345003e-19,5.7757399555841036e-08,4.1667134346612766e-08,0.0,1.7998483805392524e-09,1.8336008064345003e-19,1.4711369151454637e-14,4.1667134346612766e-08,1.0612618880027831e-13,3.18744436834152e-28,3.405605025485433e-12,0.0,1.0612618880027831e-13,3.18744436834152e-28,4.337148269126163e-19
8.5,0.005999494006553736,1.529929224574718e-08,3.5417059885239837e-07,4.5157900806168484e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998482019661208e-09,1.8357602426574853e-19,5.7757393825402944e-08,4.166713021258084e-08,0.0,1.7998482019661208e-09,1.8357602426574853e-19,1.4728696228753184e-14,4.166713021258084e-08,1.0625117965571951e-13,3.198720154287579e-28,3.4096160004412127e-12,0.0,1.0625117965571951e-13,3.198720154287579e-28,4.347371058861301e-19
8.51,0.005999493411310064,1.5317290579502217e-08,3.545872349545024e-07,4.526421404598417e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998480233930192e-09,1.8379196782169056e-19,5.775738809496582e-08,4.1667126078549606e-08,0.0,1.7998480233930192e-09,1.8379196782169056e-19,1.4746023304165795e-14,4.1667126078549606e-08,1.0637617048635071e-13,3.2100225001908556e-28,3.4136269746008362e-12,0.0,1.0637617048635071e-13,3.2100225001908556e-28,4.357605881421639e-19
8.52,0.0059994928160664925,1.533528891129825e-08,3.5500387097390646e-07,4.5370652275594e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998478448199478e-09,1.8400791131127601e-19,5.775738236452967e-08,4.1667121944519075e-08,0.0,1.7998478448199478e-09,1.8400791131127601e-19,1.4763350377692466e-14,4.1667121944519075e-08,1.0650116129217194e-13,3.2213514372893897e-28,3.4176379479643037e-12,0.0,1.0650116129217194e-13,3.2213514372893897e-28,4.367852736804673e-19
8.53,0.005999492220823021,1.5353287241135286e-08,3.554205069106106e-07,4.547721549497196e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799847666246906e-09,1.8422385473450498e-19,5.775737663409447e-08,4.166711781048924e-08,0.0,1.799847666246906e-09,1.8422385473450498e-19,1.47806774493332e-14,4.166711781048924e-08,1.0662615207318316e-13,3.2327069968212015e-28,3.421648920531615e-12,0.0,1.0662615207318316e-13,3.2327069968212015e-28,4.378111625007898e-19
8.540000000000001,0.00599949162557965,1.5371285569013325e-08,3.5583714276461484e-07,4.558390370409464e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998474876738948e-09,1.8443979809137756e-19,5.7757370903660234e-08,4.166711367646009e-08,0.0,1.7998474876738948e-09,1.8443979809137756e-19,1.4798004519088e-14,4.166711367646009e-08,1.0675114282938445e-13,3.244089210024476e-28,3.425659892302771e-12,0.0,1.0675114282938445e-13,3.244089210024476e-28,4.388382546029062e-19
8.55,0.005999491030336379,1.5389283894932363e-08,3.5625377853591915e-07,4.569071690293706e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998473091009138e-09,1.8465574138189363e-19,5.775736517322697e-08,4.166710954243166e-08,0.0,1.7998473091009138e-09,1.8465574138189363e-19,1.4815331586956865e-14,4.166710954243166e-08,1.0687613356077574e-13,3.255498108137263e-28,3.4296708632777715e-12,0.0,1.0687613356077574e-13,3.255498108137263e-28,4.398665499865758e-19
8.56,0.005999490435093209,1.5407282218892402e-08,3.5667041422452355e-07,4.579765509147128e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998471305279627e-09,1.8487168460605332e-19,5.775735944279469e-08,4.1667105408403906e-08,0.0,1.7998471305279627e-09,1.8487168460605332e-19,1.4832658652939786e-14,4.1667105408403906e-08,1.0700112426735706e-13,3.266933722397384e-28,3.433681833456615e-12,0.0,1.0700112426735706e-13,3.266933722397384e-28,4.408960486515298e-19
8.57,0.00599948983985014,1.5425280540893446e-08,3.5708704983042805e-07,4.590471826967037e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799846951955042e-09,1.8508762776385662e-19,5.7757353712363367e-08,4.166710127437686e-08,0.0,1.799846951955042e-09,1.8508762776385662e-19,1.4849985717036777e-14,4.166710127437686e-08,1.0712611494912841e-13,3.278396084042709e-28,3.4376928028393044e-12,0.0,1.0712611494912841e-13,3.278396084042709e-28,4.419267505975087e-19
8.58,0.005999489244607171,1.544327886093549e-08,3.575036853536327e-07,4.601190643750765e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799846773382151e-09,1.8530357085530353e-19,5.7757347981932996e-08,4.1667097140350513e-08,0.0,1.799846773382151e-09,1.8530357085530353e-19,1.4867312779247832e-14,4.1667097140350513e-08,1.072511056060898e-13,3.2898852243111047e-28,3.4417037714258377e-12,0.0,1.072511056060898e-13,3.2898852243111047e-28,4.429586558242558e-19
8.59,0.005999488649364302,1.5461277179018538e-08,3.579203207941375e-07,4.611921959495694e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998465948092904e-09,1.8551951388039407e-19,5.7757342251503606e-08,4.166709300632486e-08,0.0,1.7998465948092904e-09,1.8551951388039407e-19,1.488463983957295e-14,4.166709300632486e-08,1.0737609623824125e-13,3.3014011744404524e-28,3.445714739216216e-12,0.0,1.0737609623824125e-13,3.3014011744404524e-28,4.439917643315193e-19
8.6,0.0059994880541215335,1.547927549514259e-08,3.5833695615194245e-07,4.622665774199217e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.79984641623646e-09,1.8573545683912834e-19,5.775733652107519e-08,4.166708887229991e-08,0.0,1.79984641623646e-09,1.8573545683912834e-19,1.4901966898012134e-14,4.166708887229991e-08,1.0750108684558273e-13,3.31294396566862e-28,3.4497257062104398e-12,0.0,1.0750108684558273e-13,3.31294396566862e-28,4.450260761190478e-19
8.61,0.005999487458878866,1.5497273809307642e-08,3.587535914270476e-07,4.633422087858737e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998462376636597e-09,1.8595139973150622e-19,5.7757330790647736e-08,4.166708473827565e-08,0.0,1.7998462376636597e-09,1.8595139973150622e-19,1.491929395456538e-14,4.166708473827565e-08,1.0762607742811428e-13,3.3245136292334627e-28,3.4537366724085085e-12,0.0,1.0762607742811428e-13,3.3245136292334627e-28,4.460615911865915e-19
8.620000000000001,0.005999486863636299,1.5515272121513703e-08,3.59170226619453e-07,4.644190900471082e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998460590908896e-09,1.861673425575279e-19,5.7757325060221243e-08,4.166708060425209e-08,0.0,1.7998460590908896e-09,1.861673425575279e-19,1.49366210092327e-14,4.166708060425209e-08,1.077510679858359e-13,3.3361101963724e-28,3.457747637810423e-12,0.0,1.077510679858359e-13,3.3361101963724e-28,4.470983095338449e-19
8.63,0.0059994862683938315,1.5533270431760765e-08,3.5958686172915857e-07,4.654972212034031e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998458805181494e-09,1.8638328531719328e-19,5.775731932979572e-08,4.166707647022923e-08,0.0,1.7998458805181494e-09,1.8638328531719328e-19,1.4953948062014083e-14,4.166707647022923e-08,1.0787605851874757e-13,3.3477336983235126e-28,3.461758602416183e-12,0.0,1.0787605851874757e-13,3.3477336983235126e-28,4.481362311605945e-19
8.64,0.005999485673151465,1.5551268740048832e-08,3.6000349675616433e-07,4.665766022545112e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998457019454393e-09,1.8659922801050242e-19,5.775731359937116e-08,4.1667072336207065e-08,0.0,1.7998457019454393e-09,1.8659922801050242e-19,1.4971275112909528e-14,4.1667072336207065e-08,1.0800104902684929e-13,3.3593841663246823e-28,3.4657695662257877e-12,0.0,1.0800104902684929e-13,3.3593841663246823e-28,4.491753560666021e-19
8.65,0.005999485077909199,1.5569267046377904e-08,3.6042013170047035e-07,4.67657233200177e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7998455233727595e-09,1.8681517063745531e-19,5.775730786894757e-08,4.166706820218561e-08,0.0,1.7998455233727595e-09,1.8681517063745531e-19,1.4988602161919043e-14,4.166706820218561e-08,1.081260395101411e-13,3.371061631613708e-28,3.4697805292392385e-12,0.0,1.081260395101411e-13,3.371061631613708e-28,4.502156842516216e-19
8.66,0.005999484482667033,1.558726535074798e-08,3.608367665620766e-07,4.687391140401416e-13,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.79984534480011e-09,1.8703111319805205e-19,5.775730213852495e-08,4.166706406816483e-08,0.0,1.79984534480011e-09,1.8703111319805205e-19,1.5005929209042626e-14,4.166706406816483e-08,1.0825102996862299e-13,3.382766125428344e-28,3.4737914914565353e-12,0.0,1.0825102996862299e-13,3.382766125428344e-28,4.51257215715404e-19
