Time,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017,k1,k2,k3,k4,k5,k6,k7,k9,k10,k11,k12,k13a,k13b,k17,k18,k19,HO2star,Cu_I_ZnSOD,compartment_0000001,reaction_0000001,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,fast
4.79,4.122423429515906e-11,5e-06,9.71194444264764e-10,1.9730807839283193e-09,4.5073363885811783e-23,1.962094477327577e-08,4.741241030151845e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423429515906e-13,5e-06,1.0,6.6e-07,3.2979387436127254e-07,3.2979387436127254e-07,8.133874451993714e-15,8.007349463305485e-16,4.85597222132382e-15,3.3020611105001975e-07,4.507336388581178e-17,4.122423429515906e-10,1.1268340971452946e-14,7.455959013844792e-09,4.35e-08,4.35e-08,1.4223723090455533e-08,1.3811565487498236e-08,3.425882046318328e-13,4.122423429515906e-10
4.8,4.122423429409958e-11,5e-06,9.71194444239804e-10,1.9771954125140374e-09,4.507336388448934e-23,1.9684544457066745e-08,4.750841830405404e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234294099576e-13,5e-06,1.0,6.6e-07,3.297938743527967e-07,3.297938743527967e-07,8.150836693069754e-15,8.007349462893901e-16,4.85597222119902e-15,3.302061110415334e-07,4.507336388448934e-17,4.1224234294099574e-10,1.1268340971122336e-14,7.480126893685363e-09,4.35e-08,4.35e-08,1.4252525491216212e-08,1.3840367887598261e-08,3.440185495354568e-13,4.1224234294099574e-10
4.8100000000000005,4.122423429304011e-11,5e-06,9.71194444214844e-10,1.981310012299483e-09,4.50733638831666e-23,1.9748189999424097e-08,4.760442563458788e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423429304011e-13,5e-06,1.0,6.6e-07,3.2979387434432087e-07,3.2979387434432087e-07,8.167798815418007e-15,8.00734946248232e-16,4.8559722210742206e-15,3.30206111033047e-07,4.5073363883166595e-17,4.122423429304011e-10,1.126834097079165e-14,7.504312199781157e-09,4.35e-08,4.35e-08,1.4281327690376365e-08,1.386917008609638e-08,3.4545186410575964e-13,4.122423429304011e-10
4.82,4.1224234291980645e-11,5e-06,9.711944441898842e-10,1.985424583225214e-09,4.5073363881843544e-23,1.981188119429257e-08,4.7700432291733e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234291980643e-13,5e-06,1.0,6.6e-07,3.297938743358452e-07,3.297938743358452e-07,8.184760818793424e-15,8.007349462070741e-16,4.855972220949421e-15,3.3020611102456064e-07,4.5073363881843546e-17,4.122423429198064e-10,1.1268340970460887e-14,7.528514853831177e-09,4.35e-08,4.35e-08,1.4310129687519901e-08,1.3897972082576498e-08,3.4688814825940135e-13,4.122423429198064e-10
4.83,4.122423429092119e-11,5e-06,9.711944441649247e-10,1.98953912523179e-09,4.507336388052017e-23,1.9875617835760698e-08,4.779643827410244e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234290921186e-13,5e-06,1.0,6.6e-07,3.297938743273695e-07,3.297938743273695e-07,8.20172270295097e-15,8.007349461659167e-16,4.8559722208246234e-15,3.302061110160744e-07,4.507336388052017e-17,4.1224234290921184e-10,1.1268340970130043e-14,7.552734777589065e-09,4.35e-08,4.35e-08,1.4338931482230731e-08,1.392677387662253e-08,3.4832740191287067e-13,4.1224234290921184e-10
4.84,4.1224234289861744e-11,5e-06,9.71194444139965e-10,1.9936536382597693e-09,4.5073363879196466e-23,1.993939971806078e-08,4.789244358030925e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234289861745e-13,5e-06,1.0,6.6e-07,3.29793874318894e-07,3.29793874318894e-07,8.218684467645601e-15,8.007349461247593e-16,4.855972220699826e-15,3.302061110075882e-07,4.507336387919647e-17,4.1224234289861747e-10,1.1268340969799116e-14,7.576971892863097e-09,4.35e-08,4.35e-08,1.4367733074092774e-08,1.3955575467818384e-08,3.4976962498248453e-13,4.1224234289861747e-10
4.8500000000000005,4.12242342888023e-11,5e-06,9.711944441150055e-10,1.9977681222497126e-09,4.507336387787243e-23,2.00032266355689e-08,4.798844820896648e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.12242342888023e-13,5e-06,1.0,6.6e-07,3.297938743104184e-07,3.297938743104184e-07,8.235646112632278e-15,8.00734946083602e-16,4.855972220575028e-15,3.302061109991019e-07,4.507336387787243e-17,4.12242342888023e-10,1.1268340969468107e-14,7.601226121516181e-09,4.35e-08,4.35e-08,1.4396534462689944e-08,1.3984376855747989e-08,3.5121481738438855e-13,4.12242342888023e-10
4.86,4.122423428774287e-11,5e-06,9.711944440900462e-10,2.0018825771421787e-09,4.507336387654804e-23,2.006709838280489e-08,4.808445215868718e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234287742867e-13,5e-06,1.0,6.6e-07,3.2979387430194296e-07,3.2979387430194296e-07,8.252607637665966e-15,8.007349460424452e-16,4.855972220450232e-15,3.3020611099061574e-07,4.507336387654804e-17,4.1224234287742867e-10,1.1268340969137011e-14,7.625497385465858e-09,4.35e-08,4.35e-08,1.4425335647606155e-08,1.4013178039995251e-08,3.5266297903455616e-13,4.1224234287742867e-10
4.87,4.1224234286683445e-11,5e-06,9.71194444065087e-10,2.005997002877727e-09,4.5073363875223295e-23,2.0131014754432375e-08,4.818045542808444e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234286683445e-13,5e-06,1.0,6.6e-07,3.297938742934676e-07,3.297938742934676e-07,8.269569042501622e-15,8.007349460012885e-16,4.855972220325435e-15,3.302061109821296e-07,4.5073363875223296e-17,4.1224234286683445e-10,1.1268340968805823e-14,7.649785606684303e-09,4.35e-08,4.35e-08,1.4454136628425331e-08,1.404197902014409e-08,3.541141098487893e-13,4.1224234286683445e-10
4.88,4.1224234285624027e-11,5e-06,9.71194444040128e-10,2.010111399396919e-09,4.507336387389819e-23,2.019497554525875e-08,4.82764580157713e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234285624024e-13,5e-06,1.0,6.6e-07,3.2979387428499224e-07,3.2979387428499224e-07,8.286530326894215e-15,8.007349459601322e-16,4.85597222020064e-15,3.3020611097364353e-07,4.507336387389819e-17,4.1224234285624023e-10,1.1268340968474548e-14,7.674090707198325e-09,4.35e-08,4.35e-08,1.448293740473139e-08,1.4070779795778432e-08,3.555682097427187e-13,4.1224234285624023e-10
4.89,4.1224234284564615e-11,5e-06,9.71194444015169e-10,2.014225766640314e-09,4.50733638725727e-23,2.0258980550235183e-08,4.837245992036086e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234284564613e-13,5e-06,1.0,6.6e-07,3.2979387427651694e-07,3.2979387427651694e-07,8.303491490598708e-15,8.00734945918976e-16,4.855972220075845e-15,3.302061109651575e-07,4.5073363872572705e-17,4.122423428456461e-10,1.1268340968143175e-14,7.69841260908937e-09,4.35e-08,4.35e-08,1.4511737976108257e-08,1.4099580366482199e-08,3.5702527863180296e-13,4.122423428456461e-10
4.9,4.122423428350521e-11,5e-06,9.711944439902103e-10,2.0183401045484738e-09,4.507336387124683e-23,2.0323029564456617e-08,4.846846114046619e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423428350521e-13,5e-06,1.0,6.6e-07,3.297938742680417e-07,3.297938742680417e-07,8.320452533370069e-15,8.007349458778202e-16,4.8559722199510515e-15,3.302061109566715e-07,4.507336387124683e-17,4.122423428350521e-10,1.1268340967811709e-14,7.722751234493515e-09,4.35e-08,4.35e-08,1.4540538342139855e-08,1.4128380731839316e-08,3.5848531643132953e-13,4.122423428350521e-10
4.91,4.122423428244581e-11,5e-06,9.711944439652513e-10,2.0224544130619577e-09,4.5073363869920563e-23,2.038712238316175e-08,4.856446167470036e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423428244581e-13,5e-06,1.0,6.6e-07,3.2979387425956654e-07,3.2979387425956654e-07,8.337413454963258e-15,8.007349458366642e-16,4.855972219826257e-15,3.302061109481855e-07,4.507336386992056e-17,4.122423428244581e-10,1.1268340967480141e-14,7.747106505601466e-09,4.35e-08,4.35e-08,1.4569338502410108e-08,1.4157180891433703e-08,3.5994832305641333e-13,4.122423428244581e-10
4.92,4.1224234281386426e-11,5e-06,9.711944439402928e-10,2.0265686921213276e-09,4.5073363868593895e-23,2.0451258801733074e-08,4.86604615216765e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234281386425e-13,5e-06,1.0,6.6e-07,3.2979387425109144e-07,3.2979387425109144e-07,8.354374255133249e-15,8.007349457955089e-16,4.8559722197014646e-15,3.302061109396996e-07,4.5073363868593894e-17,4.1224234281386423e-10,1.1268340967148474e-14,7.771478344658569e-09,4.35e-08,4.35e-08,1.459813845650295e-08,1.4185980844849292e-08,3.6141429842199867e-13,4.1224234281386423e-10
4.93,4.1224234280327046e-11,5e-06,9.71194443915334e-10,2.030682941667144e-09,4.5073363867266814e-23,2.051543861569685e-08,4.875646068000765e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234280327044e-13,5e-06,1.0,6.6e-07,3.297938742426164e-07,3.297938742426164e-07,8.371334933635004e-15,8.007349457543536e-16,4.855972219576671e-15,3.302061109312136e-07,4.5073363867266814e-17,4.122423428032704e-10,1.1268340966816704e-14,7.795866673964803e-09,4.35e-08,4.35e-08,1.4626938204002296e-08,1.421478059167001e-08,3.628832424428575e-13,4.122423428032704e-10
4.94,4.1224234279267674e-11,5e-06,9.711944438903758e-10,2.03479716163997e-09,4.507336386593931e-23,2.057966162072311e-08,4.885245914830698e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234279267673e-13,5e-06,1.0,6.6e-07,3.2979387423414136e-07,3.2979387423414136e-07,8.388295490223503e-15,8.007349457131987e-16,4.855972219451879e-15,3.302061109227278e-07,4.507336386593931e-17,4.122423427926767e-10,1.1268340966484827e-14,7.820271415874781e-09,4.35e-08,4.35e-08,1.4655737744492093e-08,1.4243580131479791e-08,3.6435515503359093e-13,4.122423427926767e-10
4.95,4.122423427820831e-11,5e-06,9.711944438654172e-10,2.0389113519803663e-09,4.507336386461137e-23,2.0643927612625644e-08,4.894845692518754e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423427820831e-13,5e-06,1.0,6.6e-07,3.297938742256665e-07,3.297938742256665e-07,8.405255924653706e-15,8.007349456720437e-16,4.855972219327087e-15,3.302061109142419e-07,4.507336386461137e-17,4.1224234278208307e-10,1.1268340966152843e-14,7.844692492797745e-09,4.35e-08,4.35e-08,1.4684537077556262e-08,1.4272379463862564e-08,3.658300361086276e-13,4.1224234278208307e-10
4.96,4.1224234277148954e-11,5e-06,9.711944438404591e-10,2.0430255126288947e-09,4.507336386328299e-23,2.070823638736204e-08,4.904445400926248e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423427714895e-13,5e-06,1.0,6.6e-07,3.297938742171917e-07,3.297938742171917e-07,8.422216236680589e-15,8.007349456308894e-16,4.855972219202296e-15,3.302061109057561e-07,4.5073363863282986e-17,4.122423427714895e-10,1.1268340965820747e-14,7.869129827197575e-09,4.35e-08,4.35e-08,1.4713336202778745e-08,1.4301178588402264e-08,3.6730788558222514e-13,4.122423427714895e-10
4.97,4.12242342760896e-11,5e-06,9.711944438155008e-10,2.0471396435261184e-09,4.5073363861954156e-23,2.077258774103364e-08,4.91404503991449e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.12242342760896e-13,5e-06,1.0,6.6e-07,3.297938742087169e-07,3.297938742087169e-07,8.439176426059125e-15,8.00734945589735e-16,4.855972219077505e-15,3.3020611089727033e-07,4.5073363861954156e-17,4.1224234276089603e-10,1.1268340965488539e-14,7.893583341592784e-09,4.35e-08,4.35e-08,1.4742135119743468e-08,1.432997750468283e-08,3.6878870336846943e-13,4.1224234276089603e-10
4.98,4.122423427503026e-11,5e-06,9.711944437905427e-10,2.051253744612599e-09,4.5073363860624866e-23,2.083698146988558e-08,4.923644609344794e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423427503026e-13,5e-06,1.0,6.6e-07,3.297938742002421e-07,3.297938742002421e-07,8.456136492544287e-15,8.007349455485808e-16,4.855972218952714e-15,3.3020611088878454e-07,4.5073363860624864e-17,4.122423427503026e-10,1.1268340965156217e-14,7.91805295855652e-09,4.35e-08,4.35e-08,1.4770933828034381e-08,1.4358776212288193e-08,3.7027248938127445e-13,4.122423427503026e-10
4.99,4.1224234273970926e-11,5e-06,9.711944437655848e-10,2.0553678158288995e-09,4.50733638592951e-23,2.0901417370306738e-08,4.93324410907847e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234273970925e-13,5e-06,1.0,6.6e-07,3.2979387419176743e-07,3.2979387419176743e-07,8.473096435891048e-15,8.007349455074271e-16,4.855972218827924e-15,3.302061108802988e-07,4.50733638592951e-17,4.1224234273970925e-10,1.1268340964823775e-14,7.94253860071656e-09,4.35e-08,4.35e-08,1.479973232723541e-08,1.4387574710802297e-08,3.7175924353438297e-13,4.1224234273970925e-10
5.0,4.12242342729116e-11,5e-06,9.71194443740627e-10,2.059481857115583e-09,4.507336385796485e-23,2.096589523882979e-08,4.942843538976835e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.12242342729116e-13,5e-06,1.0,6.6e-07,3.297938741832928e-07,3.297938741832928e-07,8.490056255854386e-15,8.007349454662733e-16,4.855972218703135e-15,3.302061108718132e-07,4.507336385796485e-17,4.12242342729116e-10,1.1268340964491213e-14,7.967040190755321e-09,4.35e-08,4.35e-08,1.4828530616930505e-08,1.4416372999809081e-08,3.7324896574136616e-13,4.12242342729116e-10
5.01,4.122423427185228e-11,5e-06,9.71194443715669e-10,2.0635958684132126e-09,4.5073363856634115e-23,2.1030414872131175e-08,4.952442898901201e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234271852275e-13,5e-06,1.0,6.6e-07,3.297938741748182e-07,3.297938741748182e-07,8.507015952189271e-15,8.007349454251198e-16,4.855972218578345e-15,3.302061108633275e-07,4.5073363856634115e-17,4.1224234271852277e-10,1.1268340964158529e-14,7.991557651409847e-09,4.35e-08,4.35e-08,1.4857328696703602e-08,1.4445171078892488e-08,3.7474165591562317e-13,4.1224234271852277e-10
5.0200000000000005,4.122423427079297e-11,5e-06,9.711944436907113e-10,2.0677098496623515e-09,4.507336385530288e-23,2.1094976067031114e-08,4.962042188712883e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423427079297e-13,5e-06,1.0,6.6e-07,3.2979387416634384e-07,3.2979387416634384e-07,8.523975524650689e-15,8.007349453839666e-16,4.855972218453557e-15,3.302061108548419e-07,4.507336385530288e-17,4.122423427079297e-10,1.126834096382572e-14,8.016090905471823e-09,4.35e-08,4.35e-08,1.4886126566138651e-08,1.447396894763646e-08,3.76237313970382e-13,4.122423427079297e-10
5.03,4.122423426973367e-11,5e-06,9.711944436657536e-10,2.0718238008035637e-09,4.507336385397114e-23,2.1159578620493582e-08,4.971641408273197e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426973367e-13,5e-06,1.0,6.6e-07,3.2979387415786933e-07,3.2979387415786933e-07,8.540934972993613e-15,8.007349453428137e-16,4.8559722183287685e-15,3.3020611084635624e-07,4.5073363853971137e-17,4.122423426973367e-10,1.1268340963492785e-14,8.040639875787562e-09,4.35e-08,4.35e-08,1.491492422481959e-08,1.4502766605624947e-08,3.7773593981869903e-13,4.122423426973367e-10
5.04,4.122423426867437e-11,5e-06,9.71194443640796e-10,2.075937721777413e-09,4.507336385263887e-23,2.1224222329626346e-08,4.981240557443458e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234268674375e-13,5e-06,1.0,6.6e-07,3.2979387414939503e-07,3.2979387414939503e-07,8.557894296973023e-15,8.007349453016608e-16,4.85597221820398e-15,3.302061108378706e-07,4.507336385263887e-17,4.1224234268674373e-10,1.1268340963159717e-14,8.06520448525801e-09,4.35e-08,4.35e-08,1.4943721672330372e-08,1.4531564052441892e-08,3.792375333734588e-13,4.1224234268674373e-10
5.05,4.122423426761509e-11,5e-06,9.711944436158393e-10,2.0800516125521764e-09,4.5073363851310936e-23,2.1288918579876618e-08,4.990839636149655e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426761509e-13,5e-06,1.0,6.6e-07,3.2979387414092073e-07,3.2979387414092073e-07,8.574853496458146e-15,8.007349452605091e-16,4.8559722180791966e-15,3.302061108293854e-07,4.507336385131094e-17,4.122423426761509e-10,1.1268340962827734e-14,8.089789060353115e-09,4.35e-08,4.35e-08,1.4972518908448967e-08,1.4560361287865234e-08,3.807420945575201e-13,4.122423426761509e-10
5.0600000000000005,4.122423426655581e-11,5e-06,9.711944435908836e-10,2.08416547306247e-09,4.5073363849986266e-23,2.135366468111914e-08,5.000438644239226e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426655581e-13,5e-06,1.0,6.6e-07,3.297938741324465e-07,3.297938741324465e-07,8.591812571179437e-15,8.007349452193582e-16,4.8559722179544185e-15,3.3020611082090046e-07,4.507336384998627e-17,4.122423426655581e-10,1.1268340962496566e-14,8.114392578825273e-09,4.35e-08,4.35e-08,1.500131593271768e-08,1.458915831143729e-08,3.822496232813025e-13,4.122423426655581e-10
5.07,4.122423426549653e-11,5e-06,9.711944435659282e-10,2.088279303230112e-09,4.5073363848661583e-23,2.141845259215454e-08,5.010037581529737e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426549653e-13,5e-06,1.0,6.6e-07,3.297938741239723e-07,3.297938741239723e-07,8.608771520814601e-15,8.007349451782075e-16,4.855972217829641e-15,3.302061108124156e-07,4.5073363848661585e-17,4.122423426549653e-10,1.1268340962165396e-14,8.139011985018727e-09,4.35e-08,4.35e-08,1.503011274458921e-08,1.4617955122610785e-08,3.8376011945033333e-13,4.122423426549653e-10
5.08,4.122423426443727e-11,5e-06,9.711944435409728e-10,2.0923931029957477e-09,4.507336384733688e-23,2.148328214468073e-08,5.019636447882695e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426443727e-13,5e-06,1.0,6.6e-07,3.2979387411549814e-07,3.2979387411549814e-07,8.625730345118954e-15,8.007349451370572e-16,4.855972217704865e-15,3.3020611080393074e-07,4.507336384733688e-17,4.122423426443727e-10,1.126834096183422e-14,8.163647214978677e-09,4.35e-08,4.35e-08,1.5058909343648086e-08,1.4646751720970234e-08,3.852735829768473e-13,4.122423426443727e-10
5.09,4.122423426337801e-11,5e-06,9.711944435160178e-10,2.0965068723000255e-09,4.5073363846012166e-23,2.1548153170884035e-08,5.029235243159613e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426337801e-13,5e-06,1.0,6.6e-07,3.297938741070241e-07,3.297938741070241e-07,8.642689043847819e-15,8.007349450959072e-16,4.85597221758009e-15,3.3020611079544606e-07,4.5073363846012165e-17,4.122423426337801e-10,1.1268340961503041e-14,8.188298204935933e-09,4.35e-08,4.35e-08,1.5087705729478837e-08,1.4675548106100177e-08,3.867900137729087e-13,4.122423426337801e-10
5.1000000000000005,4.122423426231876e-11,5e-06,9.711944434910628e-10,2.1006206110835927e-09,4.507336384468745e-23,2.1613065503439227e-08,5.038833967222002e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423426231876e-13,5e-06,1.0,6.6e-07,3.2979387409855013e-07,3.2979387409855013e-07,8.659647616756521e-15,8.007349450547575e-16,4.855972217455314e-15,3.302061107869614e-07,4.5073363844687446e-17,4.122423426231876e-10,1.1268340961171862e-14,8.212964891306907e-09,4.35e-08,4.35e-08,1.5116501901666005e-08,1.4704344277585149e-08,3.883094117504102e-13,4.122423426231876e-10
5.11,4.1224234261259525e-11,5e-06,9.71194443466108e-10,2.104734319287099e-09,4.5073363843362725e-23,2.167801897550949e-08,5.048432619931377e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234261259526e-13,5e-06,1.0,6.6e-07,3.297938740900762e-07,3.297938740900762e-07,8.676606063600399e-15,8.007349450136081e-16,4.855972217330541e-15,3.3020611077847676e-07,4.5073363843362726e-17,4.1224234261259526e-10,1.126834096084068e-14,8.237647210693606e-09,4.35e-08,4.35e-08,1.514529785979413e-08,1.4733140235009693e-08,3.8983177682107374e-13,4.1224234261259526e-10
5.12,4.122423426020029e-11,5e-06,9.711944434411536e-10,2.108847996851195e-09,4.507336384203801e-23,2.1743013420746457e-08,5.058031201149256e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234260200287e-13,5e-06,1.0,6.6e-07,3.297938740816024e-07,3.297938740816024e-07,8.693564384134779e-15,8.007349449724592e-16,4.855972217205768e-15,3.302061107699923e-07,4.507336384203801e-17,4.1224234260200285e-10,1.1268340960509503e-14,8.262345099883654e-09,4.35e-08,4.35e-08,1.5174093603447766e-08,1.4761935977958366e-08,3.913571088964503e-13,4.1224234260200285e-10
5.13,4.1224234259141064e-11,5e-06,9.711944434161992e-10,2.1129616437165324e-09,4.50733638407133e-23,2.180804867329018e-08,5.067629710737159e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423425914106e-13,5e-06,1.0,6.6e-07,3.297938740731285e-07,3.297938740731285e-07,8.71052257811501e-15,8.007349449313103e-16,4.8559722170809964e-15,3.3020611076150773e-07,4.50733638407133e-17,4.122423425914106e-10,1.1268340960178326e-14,8.287058495850269e-09,4.35e-08,4.35e-08,1.5202889132211475e-08,1.4790731506015726e-08,3.928854078879198e-13,4.122423425914106e-10
5.14,4.1224234258081846e-11,5e-06,9.711944433912448e-10,2.117075259823763e-09,4.507336383938861e-23,2.1873124567769156e-08,5.077228148556608e-13,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423425808185e-13,5e-06,1.0,6.6e-07,3.2979387406465483e-07,3.2979387406465483e-07,8.72748064529643e-15,8.007349448901617e-16,4.855972216956225e-15,3.3020611075302326e-07,4.5073363839388605e-17,4.122423425808185e-10,1.1268340959847151e-14,8.31178733575228e-09,4.35e-08,4.35e-08,1.5231684445669825e-08,1.481952681876634e-08,3.944166737066911e-13,4.122423425808185e-10
