Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20,k3f,kf6,k5f,k5r,k2f,k1f,k1r,k4f,k4r,k7f,k7bf,k8f,k8r,u,u_prime,const_val_0,const_val_1,Cytoplasm,R1,R2,R3,R4,R5,R6,R7,R7b,R8
4.22,4.99107087383048e-08,1.2465533952746043e-07,8.929126169518953e-11,1.3730947709843554e-07,1.0160051305187524e-09,1.2222262493588372e-07,1.0153692010603772e-09,5.380109837906213e-10,9.878862413805296e-09,3.223994879265315e-09,7.689714270692937e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2264690164268763e-09,1.2260536452826041e-09,1.0160051305187524e-11,1.2214807559820631e-09,6.022105043731975e-11,1.7116359488043534e-11,1.0030692636490874e-09,0.0,6.305357452806203e-10
4.23,4.9910704683253205e-08,1.2464300592143458e-07,8.92953167467844e-11,1.3729030399038747e-07,1.0161200451687631e-09,1.2220980889607195e-07,1.0175506489123235e-09,5.386123872781818e-10,9.862587071746749e-09,3.234028067737597e-09,7.690338486051562e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2263449885261836e-09,1.2259381181083967e-09,1.0161200451687631e-11,1.221447352377179e-09,6.00597406838524e-11,1.711227617322942e-11,1.0035681874810198e-09,0.0,6.179170972176326e-10
4.24,4.991070070351114e-08,1.246306736076108e-07,8.929929648884755e-11,1.3727125945482943e-07,1.0162340799500888e-09,1.2219699480412562e-07,1.0197267712530238e-09,5.392121799241112e-10,9.84643248595665e-09,3.24406624469728e-09,7.690950126934603e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.22622099048352e-09,1.225822689745433e-09,1.0162340799500888e-11,1.2214129704493034e-09,5.989891779875347e-11,1.7108209532820504e-11,1.0040670807265459e-09,0.0,6.054008408733993e-10
4.25,4.991069679902048e-08,1.2461834258542503e-07,8.930320097951077e-11,1.372523424641923e-07,1.0163472450528905e-09,1.2218418266486449e-07,1.0218975588224034e-09,5.398103665929548e-10,9.83039763466056e-09,3.2541094097202083e-09,7.691549295561919e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.22609702227962e-09,1.2257073523988408e-09,1.0163472450528904e-11,1.2213776232282935e-09,5.973857950966313e-11,1.7104159433854795e-11,1.0045659345113155e-09,0.0,5.929860771085512e-10
4.26,4.991069296950293e-08,1.2460601285430643e-07,8.93070304970576e-11,1.372335519828875e-07,1.0164595505472297e-09,1.22171372483181e-07,1.0240630021984416e-09,5.404069521697406e-10,9.814481487802946e-09,3.2641575624508897e-09,7.692136094974613e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2259730838456333e-09,1.2255921012155274e-09,1.0164595505472298e-11,1.2213413235959542e-09,5.957872353096519e-11,1.710012574242181e-11,1.0050647377420511e-09,0.0,5.806719012277726e-10
4.27,4.9910689214680215e-08,1.2459368441368414e-07,8.931078531977159e-11,1.3721488697532647e-07,1.0165710065031677e-09,1.221585642639676e-07,1.0262230919591176e-09,5.410019415394959e-10,9.798683015328273e-09,3.2742107025338323e-09,7.692710628213786e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2258491751127127e-09,1.2254769313330106e-09,1.0165710065031677e-11,1.2213040844288519e-09,5.941934757758554e-11,1.7096108324663166e-11,1.005563478111747e-09,0.0,5.684574097055723e-10
4.28,4.9910685534274057e-08,1.245813572629874e-07,8.93144657259362e-11,1.3719634640592057e-07,1.0166816229907658e-09,1.2214575801211684e-07,1.0283778186824112e-09,5.415953395872488e-10,9.783001187181006e-09,3.284268829613546e-09,7.693272998320542e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2257252960120155e-09,1.2253618378795261e-09,1.0166816229907658e-11,1.2212659185983146e-09,5.926044936499154e-11,1.709210704677257e-11,1.0060621421040641e-09,0.0,5.56341700173654e-10
4.29,4.991068192800616e-08,1.2456903140164528e-07,8.9318071993835e-11,1.371779292390812e-07,1.0167914100800858e-09,1.2213295373252117e-07,1.0305271729463017e-09,5.421871511980268e-10,9.767434973305615e-09,3.294331943334537e-09,7.693823308335982e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2256014464746987e-09,1.225246815974146e-09,1.0167914100800858e-11,1.2212268389704349e-09,5.910202660919235e-11,1.708812177499578e-11,1.006560714997747e-09,0.0,5.443238714084372e-10
4.3,4.9910678419709225e-08,1.245567068298514e-07,8.932158029076296e-11,1.371596353685299e-07,1.0169003906083168e-09,1.221201514219091e-07,1.0326711649456377e-09,5.427773788414109e-10,9.751984302925262e-09,3.3044000343039186e-09,7.694361566277079e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2254776318623899e-09,1.2251315383221914e-09,1.016900390608317e-11,1.2211868735219488e-09,5.89440786335049e-11,1.7084152491487297e-11,1.0070592990633402e-09,0.0,5.324038025226162e-10
4.31,4.99106749556731e-08,1.2454438354534098e-07,8.932504432688828e-11,1.3714146169925222e-07,1.0170085463525408e-09,1.2210735110326515e-07,1.0348097417858434e-09,5.433660327552528e-10,9.736646020145872e-09,3.3144731221937954e-09,7.694888085766028e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2253538400718614e-09,1.2250167145339957e-09,1.0170085463525408e-11,1.2211460016091933e-09,5.878659959420526e-11,1.7080198805840356e-11,1.0075576153967311e-09,0.0,5.205788676422354e-10
4.32,4.991067157742504e-08,1.245320615488685e-07,8.932842257494936e-11,1.3712340880697128e-07,1.0171159095194785e-09,1.2209455276732648e-07,1.0369429280581823e-09,5.439531136364868e-10,9.721420758185438e-09,3.324551190978921e-09,7.695402805083559e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2252300804500616e-09,1.2249017806826662e-09,1.0171159095194784e-11,1.2211042622919686e-09,5.862958999488701e-11,1.7076260785340405e-11,1.00805585058784e-09,0.0,5.088495199793448e-10
4.33,4.9910668285089336e-08,1.2451974083987596e-07,8.933171491064943e-11,1.371054756716151e-07,1.0172224903923635e-09,1.2208175641884917e-07,1.039070714668176e-09,5.445386263298101e-10,9.706307503005465e-09,3.334634240152904e-09,7.695905825684159e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2251063530187382e-09,1.22478672653857e-09,1.0172224903923635e-11,1.221061668665193e-09,5.847304758036363e-11,1.7072338298357434e-11,1.0085539873936968e-09,0.0,4.97214875525328e-10
4.34,4.991066507901244e-08,1.2450742141781225e-07,8.933492098754698e-11,1.3708766128167388e-07,1.0173282993720586e-09,1.220689620625142e-07,1.0411930927020848e-09,5.451225756576652e-10,9.691305249405702e-09,3.344722269126092e-09,7.696397248146817e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.224982657849668e-09,1.224671538896594e-09,1.0173282993720587e-11,1.2210182339576574e-09,5.831697011078141e-11,1.7068431214379674e-11,1.0090520084948673e-09,0.0,4.856740585217302e-10
4.35,4.991066195976293e-08,1.2449510328213347e-07,8.933804023705574e-11,1.3706996463419993e-07,1.0174333469770553e-09,1.2205616970292733e-07,1.0433100534269073e-09,5.4570496642024e-10,9.676413001024138e-09,3.3548152772255654e-09,7.696877172175025e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2248589950646562e-09,1.224556201578196e-09,1.0174333469770553e-11,1.22097397153195e-09,5.816135536161352e-11,1.7064539404013103e-11,1.0095498965079314e-09,0.0,4.74226201441435e-10
4.36,4.991065892813155e-08,1.244827864323026e-07,8.934107186844468e-11,1.3705238473480766e-07,1.0175376438434747e-09,1.2204337934461906e-07,1.0454215882903808e-09,5.462858033954684e-10,9.661629770337006e-09,3.364913263695141e-09,7.69734569659678e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2247353648355302e-09,1.224440695433418e-09,1.0175376438434747e-11,1.220928894884383e-09,5.8006201123654415e-11,1.7060662738980833e-11,1.010047633997934e-09,0.0,4.6287044497007e-10
4.37,4.9910655985131156e-08,1.244704708677898e-07,8.934401486883791e-11,1.3703492059767368e-07,1.0176412007250656e-09,1.2203059099204468e-07,1.0475276889209808e-09,5.468650913390289e-10,9.646954578658779e-09,3.375016227695366e-09,7.69780291936458e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2246117673841416e-09,1.224324998342858e-09,1.0176412007250655e-11,1.2208830176449176e-09,5.78515052030146e-11,1.7056801092122632e-11,1.0105452034908105e-09,0.0,4.516059379876879e-10
4.38,4.9910653130217804e-08,1.2445815658807727e-07,8.93468697821867e-11,1.3701757132534524e-07,1.0177440255389643e-09,1.220178046486196e-07,1.049628349267461e-09,5.474428347788262e-10,9.632386534930516e-09,3.3851241673341757e-09,7.698248929773527e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.224488202582334e-09,1.22420911030771e-09,1.0177440255389644e-11,1.2208363499197812e-09,5.769726555827753e-11,1.7052954347327864e-11,1.0110425978165237e-09,0.0,4.404319015968644e-10
4.39,4.991065036152327e-08,1.244458435926587e-07,8.934963847671943e-11,1.3700033609830762e-07,1.0178461237518766e-09,1.220050203168454e-07,1.051723565319169e-09,5.480190380418563e-10,9.617924825420519e-09,3.395237079793603e-09,7.698683809478583e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2243646700042559e-09,1.224093050157284e-09,1.0178461237518766e-11,1.2207888987713172e-09,5.754348028251544e-11,1.7049122398231665e-11,1.0115398188363015e-09,0.0,4.2934762067147267e-10
4.4,4.991064767975299e-08,1.2443353188102807e-07,8.935232024699417e-11,1.3698321400011357e-07,1.0179475048531884e-09,1.2199223800042374e-07,1.0538133304180505e-09,5.485937057045261e-10,9.60356854108934e-09,3.4053549634537473e-09,7.699107649545686e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.224241169802862e-09,1.2239768005800684e-09,1.0179475048531885e-11,1.2207406762315157e-09,5.73901473027431e-11,1.704530512644882e-11,1.0120368548183376e-09,0.0,4.1835230350744827e-10
4.41,4.991064508580915e-08,1.2442122145268655e-07,8.935491419084139e-11,1.3696620412401834e-07,1.0180481784077058e-09,1.2197945770296704e-07,1.0558976381173593e-09,5.491668423180516e-10,9.589316782861464e-09,3.4154778165975916e-09,7.69952054005409e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2241177021754122e-09,1.2238603416546925e-09,1.0180481784077058e-11,1.220691694414307e-09,5.723726456320613e-11,1.7041502414848355e-11,1.0125336942182575e-09,0.0,4.0744516741311843e-10
4.42,4.991064258075893e-08,1.2440891230714244e-07,8.935741924106521e-11,1.3694930557440172e-07,1.0181481540030104e-09,1.2196667942798174e-07,1.0579764822197825e-09,5.497384524047953e-10,9.575168663029324e-09,3.4256056373937315e-09,7.69992256995769e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2239942673563405e-09,1.2237436512984563e-09,1.0181481540030103e-11,1.2206419654503699e-09,5.708483002781861e-11,1.7037714147729797e-11,1.0130303258772861e-09,0.0,3.9662543983204104e-10
4.43,4.9910640165834546e-08,1.2439660444391132e-07,8.935983416544356e-11,1.3693251746676811e-07,1.0182474412494593e-09,1.2195390317886795e-07,1.060049856777442e-09,5.503085404582671e-10,9.561123305253292e-09,3.435738423896373e-09,7.700313827085029e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.223870865617254e-09,1.2236267052687102e-09,1.0182474412494593e-11,1.220591501487117e-09,5.6932841680155394e-11,1.7033940210822532e-11,1.0135267390365214e-09,0.0,3.858923583245775e-10
4.44,4.9910637842433263e-08,1.2438429786251592e-07,8.936215756672813e-11,1.3691583892774648e-07,1.0183460497801845e-09,1.219411289589197e-07,1.062117756091893e-09,5.508771109431228e-10,9.547179844561692e-09,3.445876174045335e-09,7.700694398139293e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2237474972669298e-09,1.2235094771642048e-09,1.0183460497801845e-11,1.2205403146886817e-09,5.678129752344558e-11,1.703018049128507e-11,1.0140229233511611e-09,0.0,3.7524517054974683e-10
4.45,4.991063561211734e-08,1.2437199256248615e-07,8.936438788264426e-11,1.368992690950904e-07,1.0184439892510935e-09,1.219283567713247e-07,1.0641801747141247e-09,5.514441682951654e-10,9.533337427350797e-09,3.4560188856660435e-09,7.701064368698311e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.223624162651314e-09,1.223391938426415e-09,1.0184439892510934e-11,1.2204884172359026e-09,5.6630195580564563e-11,1.7026434877704373e-11,1.0145188689046874e-09,0.0,3.6468313424731903e-10
4.46,4.99106334766141e-08,1.2435968854335918e-07,8.936652338589108e-11,1.3688280711767803e-07,1.0185412693408691e-09,1.2191558661916462e-07,1.066237107444561e-09,5.520097169213444e-10,9.519595211384816e-09,3.466166556469539e-09,7.70142382321456e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2235008621535189e-09,1.2232740583408392e-09,1.0185412693408691e-11,1.2204358213263148e-09,5.64795338940279e-11,1.7022703260095153e-11,1.015014566223004e-09,0.0,3.5420551722014794e-10
4.47,4.9910631437815846e-08,1.243473858046794e-07,8.936856218414148e-11,1.3686645215551213e-07,1.0186378997509697e-09,1.2190281850541477e-07,1.068288549333059e-09,5.525737611997562e-10,9.505952365795915e-09,3.4763191840524727e-09,7.701772845015157e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2233775961938213e-09,1.223155804038271e-09,1.0186378997509696e-11,1.2203825391741324e-09,5.632931052598302e-11,1.7018985529899163e-11,1.0155100062885278e-09,0.0,3.43811597316794e-10
4.48,4.991062949777995e-08,1.2433508434599837e-07,8.937050222004204e-11,1.3685020337972e-07,1.018733890205629e-09,1.218900524329444e-07,1.0703344956789104e-09,5.531363054796438e-10,9.492408071084194e-09,3.4864767658971073e-09,7.702111516301864e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2232543652296605e-09,1.223037140496047e-09,1.0187338902056291e-11,1.2203285830102372e-09,5.6179523558203006e-11,1.7015281579984517e-11,1.016005180554232e-09,0.0,3.33500662414346e-10
4.49,4.9910627658728774e-08,1.2432278416687484e-07,8.937234127121312e-11,1.3683405997255362e-07,1.018829250451856e-09,1.2187728840451648e-07,1.0723749420308405e-09,5.536973540813966e-10,9.478961519117712e-09,3.496639299371313e-09,7.702439918151094e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2231311697556355e-09,1.2229180305392705e-09,1.018829250451856e-11,1.220273965082165e-09,5.603017109207889e-11,1.7011591304644993e-11,1.0165000809576424e-09,0.0,3.232720104015287e-10
4.5,4.9910625923049746e-08,1.2431048526687477e-07,8.937407695024879e-11,1.3681802112738944e-07,1.0189239902594345e-09,1.218645264227879e-07,1.0744098841870087e-09,5.542569112965513e-10,9.465611913132464e-09,3.5068067817285754e-09,7.702758130513892e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.223008010303505e-09,1.222798434842007e-09,1.0189239902594345e-11,1.2202186976540932e-09,5.588125124861279e-11,1.7007914599599305e-11,1.016994699934782e-09,0.0,3.131249491620199e-10
4.51,4.991062429329527e-08,1.242981876455714e-07,8.937570670471687e-11,1.3680208604872864e-07,1.0190181194209245e-09,1.2185176649030925e-07,1.0764393181950085e-09,5.548149813877911e-10,9.452358467732397e-09,3.5169792101079897e-09,7.703066232215956e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2228848874421827e-09,1.2226783119284613e-09,1.0190181194209245e-11,1.2201627930068256e-09,5.573276216841054e-11,1.700425136199048e-11,1.0174890304340678e-09,0.0,3.0305879655801546e-10
4.52,4.991062277218283e-08,1.2428589130254511e-07,8.937722781715892e-11,1.3678625395219691e-07,1.019111647751661e-09,1.2183900860952497e-07,1.0784632403518677e-09,5.553715685889458e-10,9.4392004088894e-09,3.527156581534261e-09,7.703364300957629e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2227618017777379e-09,1.2225576181741259e-09,1.019111647751661e-11,1.2201062634377807e-09,5.558470201167475e-11,1.700060149038508e-11,1.0179830659301538e-09,0.0,2.93072880414028e-10
4.53,4.9910621357508755e-08,1.2427359623728192e-07,8.937864249123514e-11,1.3677052401290277e-07,1.019204580481599e-09,1.2182625278302138e-07,1.0804816469003107e-09,5.559266772333741e-10,9.42613691751809e-09,3.537338892844965e-09,7.70365241896369e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2226387528087334e-09,1.2224363769088128e-09,1.019204580481599e-11,1.2200491156556389e-09,5.543706886994706e-11,1.699696487834095e-11,1.0184767940547764e-09,0.0,2.8316649296063435e-10
4.54,4.991062003862825e-08,1.2426130244910347e-07,8.937996137173816e-11,1.3675489532969762e-07,1.0192969150661079e-09,1.2181349901369847e-07,1.0824945338185504e-09,5.564803118428144e-10,9.413167090425115e-09,3.547526140640197e-09,7.703930676893465e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2225157381341062e-09,1.2223147261964468e-09,1.019296915066108e-11,1.2199913469043411e-09,5.528986070506272e-11,1.6993341409959045e-11,1.0189701921305855e-09,0.0,2.7333885934543264e-10
4.55,4.9910618814714246e-08,1.24249009937531e-07,8.938118528574269e-11,1.3673936711056504e-07,1.0193886577288747e-09,1.2180074730387913e-07,1.0845018979106771e-09,5.570324766665033e-10,9.400290142871121e-09,3.5577183215437216e-09,7.704199153558512e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2223927575624018e-09,1.2221926707564604e-09,1.0193886577288747e-11,1.2199329650865384e-09,5.51430756659623e-11,1.6989730982972294e-11,1.0194632500854762e-09,0.0,2.6358930111259153e-10
4.56,4.991061768534764e-08,1.242367187020981e-07,8.938231465234631e-11,1.3672393857708007e-07,1.0194798149364804e-09,1.2178799765576822e-07,1.0865037362447233e-09,5.575831759186906e-10,9.38750530417998e-09,3.5679154320683886e-09,7.704457926375159e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2222698109940303e-09,1.222070209840464e-09,1.0194798149364804e-11,1.2198739783909763e-09,5.499671192539014e-11,1.6986133496843636e-11,1.0199559587008707e-09,0.0,2.539171519034578e-10
4.57,4.9910616650055905e-08,1.2422442874234095e-07,8.938334994408554e-11,1.367086089597241e-07,1.0195703929803472e-09,1.217752500714751e-07,1.0885000461251098e-09,5.581324137902882e-10,9.374811812619875e-09,3.5781174686095348e-09,7.704707071877054e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.222146898317416e-09,1.2219473435016169e-09,1.0195703929803472e-11,1.2198143947840368e-09,5.48507676718814e-11,1.69825488521818e-11,1.0204483090450957e-09,0.0,2.443217533106212e-10
4.58,4.9910615708313054e-08,1.2421214005779875e-07,8.938429168693584e-11,1.3669337749788502e-07,1.0196603979767389e-09,1.2176250455301352e-07,1.0904908250926443e-09,5.586801944488684e-10,9.362208915403306e-09,3.5883244274449817e-09,7.704946665715167e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.222024019409003e-09,1.2218240725943388e-09,1.0196603979767389e-11,1.2197542220098496e-09,5.470524110975651e-11,1.697897695074085e-11,1.020940292484786e-09,0.0,2.348024548643109e-10
4.59,4.991061485953968e-08,1.2419985264801343e-07,8.938514046031154e-11,1.366782434398571e-07,1.0197498358667603e-09,1.2174976110230178e-07,1.0924760709245226e-09,5.592265220386651e-10,9.349695868687081e-09,3.5985363047350394e-09,7.705176782657783e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2219011741332531e-09,1.221700398774028e-09,1.0197498358667604e-11,1.2196934675904048e-09,5.456013045911542e-11,1.697541769541956e-11,1.0214319006962504e-09,0.0,2.2535861401896903e-10
4.6,4.991061410310293e-08,1.2418756651252978e-07,8.938589689706593e-11,1.3666320604284104e-07,1.0198387124163576e-09,1.2173701972116262e-07,1.0944557816343281e-09,5.597714006805732e-10,9.33727193757233e-09,3.6087530965225035e-09,7.705397496590512e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.221778362342647e-09,1.2215763244967866e-09,1.0198387124163576e-11,1.2196321388256658e-09,5.441543395583187e-11,1.6971870990260884e-11,1.0219231256768003e-09,0.0,2.1598959614001469e-10
4.61,4.99106134383165e-08,1.2417528165089553e-07,8.938656168349124e-11,1.3664826457294396e-07,1.019927033216318e-09,1.217242804113232e-07,1.0964299554720319e-09,5.603148344721487e-10,9.324936396104484e-09,3.618974798732658e-09,7.705608880516281e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.221655583877686e-09,1.2214518530191486e-09,1.019927033216318e-11,1.2195702427936795e-09,5.427114985154736e-11,1.6968336740451407e-11,1.022413959756037e-09,0.0,2.0669477449077573e-10
4.62,4.991061286444067e-08,1.2416299806266119e-07,8.938713555931857e-11,1.3663341830517942e-07,1.0200148036822703e-09,1.2171154317441516e-07,1.0983985909239917e-09,5.608568274876084e-10,9.312688527273303e-09,3.629201407173269e-09,7.705811006555338e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.221532838566892e-09,1.2213269883978153e-09,1.0200148036822703e-11,1.2195077863506927e-09,5.412727641366605e-11,1.6964814852320766e-11,1.022904395607102e-09,0.0,1.974735302196222e-10
4.63,4.991061238068227e-08,1.2415071574738009e-07,8.9387619317718e-11,1.3661866652346733e-07,1.0201020290546845e-09,1.2169880801197464e-07,1.1003616867129538e-09,5.613973837778306e-10,9.30052762301285e-09,3.6394329175345943e-09,7.706003945945252e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.221410126226807e-09,1.2212017354893963e-09,1.0201020290546846e-11,1.2194447761312592e-09,5.3983811925348236e-11,1.6961305233341104e-11,1.023394426257884e-09,0.0,1.8832525234724332e-10
4.64,4.991061198619469e-08,1.2413843470460844e-07,8.938801380529848e-11,1.3660400852063417e-07,1.0201887143988719e-09,1.2168607492544226e-07,1.1023192417980527e-09,5.619365073703546e-10,9.288452984201503e-09,3.649669325389375e-09,7.706187769040907e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2212874466619958e-09,1.221076099950156e-09,1.0201887143988718e-11,1.2193812185483562e-09,5.38407546855055e-11,1.695780779212652e-11,1.023884045102186e-09,0.0,1.7924933775413405e-10
4.65,4.9910611680077884e-08,1.2412615493390532e-07,8.938831992210792e-11,1.3658944359841274e-07,1.0202748646049843e-09,1.21673343916163e-07,1.1042712553748088e-09,5.624742022693808e-10,9.276463920661953e-09,3.659910626192841e-09,7.706362545314517e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2211647996650448e-09,1.2209500882357633e-09,1.0202748646049844e-11,1.2193171197934928e-09,5.3698103008794044e-11,1.6954322438432502e-11,1.0243732459108497e-09,0.0,1.702451911682195e-10
